,discrate,year,rcp,damages,pulse,variable
41,1.0,2035.0,rcp85,0.04963346937322724,pulse,ce_betas_SSP3
42,1.0,2036.0,rcp45,0.05000784146942611,pulse,ce_betas_SSP3
43,1.0,2036.0,rcp85,0.05194180887160521,pulse,ce_betas_SSP3
44,1.0,2037.0,rcp45,0.050384717034367824,pulse,ce_betas_SSP3
45,1.0,2037.0,rcp85,0.05260894670748716,pulse,ce_betas_SSP3
46,1.0,2038.0,rcp45,0.05335246844131019,pulse,ce_betas_SSP3
47,1.0,2038.0,rcp85,0.05323824431969733,pulse,ce_betas_SSP3
48,1.0,2039.0,rcp45,0.05613011260194332,pulse,ce_betas_SSP3
49,1.0,2039.0,rcp85,0.054783374901962195,pulse,ce_betas_SSP3
50,1.0,2040.0,rcp45,0.056377351368292514,pulse,ce_betas_SSP3
51,1.0,2040.0,rcp85,0.05523665040217058,pulse,ce_betas_SSP3
52,1.0,2041.0,rcp45,0.058011217677865316,pulse,ce_betas_SSP3
53,1.0,2041.0,rcp85,0.05653285161530991,pulse,ce_betas_SSP3
54,1.0,2042.0,rcp45,0.0628343991537394,pulse,ce_betas_SSP3
55,1.0,2042.0,rcp85,0.06258422289439156,pulse,ce_betas_SSP3
56,1.0,2043.0,rcp45,0.065550868362261,pulse,ce_betas_SSP3
57,1.0,2043.0,rcp85,0.06806588794567045,pulse,ce_betas_SSP3
58,1.0,2044.0,rcp45,0.0673390844666205,pulse,ce_betas_SSP3
59,1.0,2044.0,rcp85,0.07201232776797607,pulse,ce_betas_SSP3
60,1.0,2045.0,rcp45,0.06948702218391117,pulse,ce_betas_SSP3
61,1.0,2045.0,rcp85,0.07529953638379469,pulse,ce_betas_SSP3
62,1.0,2046.0,rcp45,0.07203365500770252,pulse,ce_betas_SSP3
63,1.0,2046.0,rcp85,0.08099943447223394,pulse,ce_betas_SSP3
64,1.0,2047.0,rcp45,0.07346921508360856,pulse,ce_betas_SSP3
65,1.0,2047.0,rcp85,0.08319662860755692,pulse,ce_betas_SSP3
66,1.0,2048.0,rcp45,0.0749053023543093,pulse,ce_betas_SSP3
67,1.0,2048.0,rcp85,0.0863826499903859,pulse,ce_betas_SSP3
68,1.0,2049.0,rcp45,0.07754642497563914,pulse,ce_betas_SSP3
69,1.0,2049.0,rcp85,0.09038555548626322,pulse,ce_betas_SSP3
70,1.0,2050.0,rcp45,0.07931444576195686,pulse,ce_betas_SSP3
71,1.0,2050.0,rcp85,0.09412095976296825,pulse,ce_betas_SSP3
72,1.0,2051.0,rcp45,0.08235463086977805,pulse,ce_betas_SSP3
73,1.0,2051.0,rcp85,0.09882842358880545,pulse,ce_betas_SSP3
74,1.0,2052.0,rcp45,0.0825400485405449,pulse,ce_betas_SSP3
75,1.0,2052.0,rcp85,0.0980641623908415,pulse,ce_betas_SSP3
76,1.0,2053.0,rcp45,0.08510451691714799,pulse,ce_betas_SSP3
77,1.0,2053.0,rcp85,0.1014370180741762,pulse,ce_betas_SSP3
78,1.0,2054.0,rcp45,0.08616958238979493,pulse,ce_betas_SSP3
79,1.0,2054.0,rcp85,0.10360844065864594,pulse,ce_betas_SSP3
80,1.0,2055.0,rcp45,0.08787903468336637,pulse,ce_betas_SSP3
81,1.0,2055.0,rcp85,0.10634993428458278,pulse,ce_betas_SSP3
82,1.0,2056.0,rcp45,0.08757704123794927,pulse,ce_betas_SSP3
83,1.0,2056.0,rcp85,0.10839716945578914,pulse,ce_betas_SSP3
84,1.0,2057.0,rcp45,0.08937134797190487,pulse,ce_betas_SSP3
85,1.0,2057.0,rcp85,0.11245895225257758,pulse,ce_betas_SSP3
86,1.0,2058.0,rcp45,0.09118943938902171,pulse,ce_betas_SSP3
87,1.0,2058.0,rcp85,0.1159790231339384,pulse,ce_betas_SSP3
88,1.0,2059.0,rcp45,0.09352940839860138,pulse,ce_betas_SSP3
89,1.0,2059.0,rcp85,0.11961959239371091,pulse,ce_betas_SSP3
90,1.0,2060.0,rcp45,0.09465742540928587,pulse,ce_betas_SSP3
91,1.0,2060.0,rcp85,0.12072079447973894,pulse,ce_betas_SSP3
92,1.0,2061.0,rcp45,0.0963522638000849,pulse,ce_betas_SSP3
93,1.0,2061.0,rcp85,0.1240198826396432,pulse,ce_betas_SSP3
94,1.0,2062.0,rcp45,0.09771109858209502,pulse,ce_betas_SSP3
95,1.0,2062.0,rcp85,0.1258843934704239,pulse,ce_betas_SSP3
96,1.0,2063.0,rcp45,0.0968085805750198,pulse,ce_betas_SSP3
97,1.0,2063.0,rcp85,0.12695299082569594,pulse,ce_betas_SSP3
98,1.0,2064.0,rcp45,0.09741220567174816,pulse,ce_betas_SSP3
99,1.0,2064.0,rcp85,0.1274650871568425,pulse,ce_betas_SSP3
100,1.0,2065.0,rcp45,0.09847289712320739,pulse,ce_betas_SSP3
101,1.0,2065.0,rcp85,0.1312263161776531,pulse,ce_betas_SSP3
102,1.0,2066.0,rcp45,0.09975440526208858,pulse,ce_betas_SSP3
103,1.0,2066.0,rcp85,0.13497767559303983,pulse,ce_betas_SSP3
104,1.0,2067.0,rcp45,0.10108719969507961,pulse,ce_betas_SSP3
105,1.0,2067.0,rcp85,0.13641208963890525,pulse,ce_betas_SSP3
106,1.0,2068.0,rcp45,0.10274150093381922,pulse,ce_betas_SSP3
107,1.0,2068.0,rcp85,0.13791188419149028,pulse,ce_betas_SSP3
108,1.0,2069.0,rcp45,0.10270935490705758,pulse,ce_betas_SSP3
109,1.0,2069.0,rcp85,0.1421812204456019,pulse,ce_betas_SSP3
110,1.0,2070.0,rcp45,0.10385382258825465,pulse,ce_betas_SSP3
111,1.0,2070.0,rcp85,0.14565133643304015,pulse,ce_betas_SSP3
112,1.0,2071.0,rcp45,0.10362163058621607,pulse,ce_betas_SSP3
113,1.0,2071.0,rcp85,0.14484948287477162,pulse,ce_betas_SSP3
114,1.0,2072.0,rcp45,0.10417854476237168,pulse,ce_betas_SSP3
115,1.0,2072.0,rcp85,0.14627750121691188,pulse,ce_betas_SSP3
116,1.0,2073.0,rcp45,0.10479268597696319,pulse,ce_betas_SSP3
117,1.0,2073.0,rcp85,0.1486697039377483,pulse,ce_betas_SSP3
118,1.0,2074.0,rcp45,0.105328251279255,pulse,ce_betas_SSP3
119,1.0,2074.0,rcp85,0.1510185075662864,pulse,ce_betas_SSP3
120,1.0,2075.0,rcp45,0.10596306423483676,pulse,ce_betas_SSP3
121,1.0,2075.0,rcp85,0.15429308716282591,pulse,ce_betas_SSP3
122,1.0,2076.0,rcp45,0.10696939895767348,pulse,ce_betas_SSP3
123,1.0,2076.0,rcp85,0.155492903027137,pulse,ce_betas_SSP3
124,1.0,2077.0,rcp45,0.10786240533513107,pulse,ce_betas_SSP3
125,1.0,2077.0,rcp85,0.15875122022468857,pulse,ce_betas_SSP3
126,1.0,2078.0,rcp45,0.10963995118775496,pulse,ce_betas_SSP3
127,1.0,2078.0,rcp85,0.16347037458835414,pulse,ce_betas_SSP3
128,1.0,2079.0,rcp45,0.1104867558617465,pulse,ce_betas_SSP3
129,1.0,2079.0,rcp85,0.16574326889373955,pulse,ce_betas_SSP3
130,1.0,2080.0,rcp45,0.11022818871416663,pulse,ce_betas_SSP3
131,1.0,2080.0,rcp85,0.16777592299103267,pulse,ce_betas_SSP3
132,1.0,2081.0,rcp45,0.11136358383765593,pulse,ce_betas_SSP3
133,1.0,2081.0,rcp85,0.17372749097088427,pulse,ce_betas_SSP3
134,1.0,2082.0,rcp45,0.11151219458533086,pulse,ce_betas_SSP3
135,1.0,2082.0,rcp85,0.17634426504545023,pulse,ce_betas_SSP3
136,1.0,2083.0,rcp45,0.10987766593646706,pulse,ce_betas_SSP3
137,1.0,2083.0,rcp85,0.1786221775913346,pulse,ce_betas_SSP3
138,1.0,2084.0,rcp45,0.11096595689912805,pulse,ce_betas_SSP3
139,1.0,2084.0,rcp85,0.18147729231645757,pulse,ce_betas_SSP3
140,1.0,2085.0,rcp45,0.11107165759675863,pulse,ce_betas_SSP3
141,1.0,2085.0,rcp85,0.18269124712424037,pulse,ce_betas_SSP3
142,1.0,2086.0,rcp45,0.10987871870165301,pulse,ce_betas_SSP3
143,1.0,2086.0,rcp85,0.18325903220639592,pulse,ce_betas_SSP3
144,1.0,2087.0,rcp45,0.1096032840714035,pulse,ce_betas_SSP3
145,1.0,2087.0,rcp85,0.18608680320146959,pulse,ce_betas_SSP3
146,1.0,2088.0,rcp45,0.11060272670425964,pulse,ce_betas_SSP3
147,1.0,2088.0,rcp85,0.18849260723195002,pulse,ce_betas_SSP3
148,1.0,2089.0,rcp45,0.11062167574170008,pulse,ce_betas_SSP3
149,1.0,2089.0,rcp85,0.19011307323333357,pulse,ce_betas_SSP3
150,1.0,2090.0,rcp45,0.11176315192951965,pulse,ce_betas_SSP3
151,1.0,2090.0,rcp85,0.19425958785714678,pulse,ce_betas_SSP3
152,1.0,2091.0,rcp45,0.11232619380240823,pulse,ce_betas_SSP3
153,1.0,2091.0,rcp85,0.19754833973868252,pulse,ce_betas_SSP3
154,1.0,2092.0,rcp45,0.11318779318373869,pulse,ce_betas_SSP3
155,1.0,2092.0,rcp85,0.19928312137919615,pulse,ce_betas_SSP3
156,1.0,2093.0,rcp45,0.11329527846871938,pulse,ce_betas_SSP3
157,1.0,2093.0,rcp85,0.20277879019138245,pulse,ce_betas_SSP3
158,1.0,2094.0,rcp45,0.11371158028774171,pulse,ce_betas_SSP3
159,1.0,2094.0,rcp85,0.2046740872795872,pulse,ce_betas_SSP3
160,1.0,2095.0,rcp45,0.11334071885121047,pulse,ce_betas_SSP3
161,1.0,2095.0,rcp85,0.20487968205543353,pulse,ce_betas_SSP3
162,1.0,2096.0,rcp45,0.11442341802202836,pulse,ce_betas_SSP3
163,1.0,2096.0,rcp85,0.20619093833415075,pulse,ce_betas_SSP3
164,1.0,2097.0,rcp45,0.11468365970742553,pulse,ce_betas_SSP3
165,1.0,2097.0,rcp85,0.20868044190944154,pulse,ce_betas_SSP3
166,1.0,2098.0,rcp45,0.11435618685251953,pulse,ce_betas_SSP3
167,1.0,2098.0,rcp85,0.20772573104772335,pulse,ce_betas_SSP3
168,1.0,2099.0,rcp45,0.11403418678095731,pulse,ce_betas_SSP3
169,1.0,2099.0,rcp85,0.2085095565352688,pulse,ce_betas_SSP3
170,1.0,2100.0,rcp45,0.1144918547047653,pulse,ce_betas_SSP3
171,1.0,2100.0,rcp85,0.20990792258644528,pulse,ce_betas_SSP3
172,1.0,2101.0,rcp45,0.11517868398466719,pulse,ce_betas_SSP3
173,1.0,2101.0,rcp85,0.2114534343161422,pulse,ce_betas_SSP3
174,1.0,2102.0,rcp45,0.11576894019928993,pulse,ce_betas_SSP3
175,1.0,2102.0,rcp85,0.21288554869789192,pulse,ce_betas_SSP3
176,1.0,2103.0,rcp45,0.11628305549149741,pulse,ce_betas_SSP3
177,1.0,2103.0,rcp85,0.21422257163261793,pulse,ce_betas_SSP3
178,1.0,2104.0,rcp45,0.11664378733264866,pulse,ce_betas_SSP3
179,1.0,2104.0,rcp85,0.21540559876109697,pulse,ce_betas_SSP3
180,1.0,2105.0,rcp45,0.11678191308914404,pulse,ce_betas_SSP3
181,1.0,2105.0,rcp85,0.21638304558952776,pulse,ce_betas_SSP3
182,1.0,2106.0,rcp45,0.11683982186031411,pulse,ce_betas_SSP3
183,1.0,2106.0,rcp85,0.21727034284892663,pulse,ce_betas_SSP3
184,1.0,2107.0,rcp45,0.11685639085493647,pulse,ce_betas_SSP3
185,1.0,2107.0,rcp85,0.21810014339568784,pulse,ce_betas_SSP3
186,1.0,2108.0,rcp45,0.11692768144155258,pulse,ce_betas_SSP3
187,1.0,2108.0,rcp85,0.21894906358403787,pulse,ce_betas_SSP3
188,1.0,2109.0,rcp45,0.11711180685464737,pulse,ce_betas_SSP3
189,1.0,2109.0,rcp85,0.21986288566055104,pulse,ce_betas_SSP3
190,1.0,2110.0,rcp45,0.11752122760691396,pulse,ce_betas_SSP3
191,1.0,2110.0,rcp85,0.22092836799992502,pulse,ce_betas_SSP3
192,1.0,2111.0,rcp45,0.11832291300712318,pulse,ce_betas_SSP3
193,1.0,2111.0,rcp85,0.22227215457561078,pulse,ce_betas_SSP3
194,1.0,2112.0,rcp45,0.11901435601441104,pulse,ce_betas_SSP3
195,1.0,2112.0,rcp85,0.22350570532779965,pulse,ce_betas_SSP3
196,1.0,2113.0,rcp45,0.11962634581046717,pulse,ce_betas_SSP3
197,1.0,2113.0,rcp85,0.22465382576140858,pulse,ce_betas_SSP3
198,1.0,2114.0,rcp45,0.11991240501647844,pulse,ce_betas_SSP3
199,1.0,2114.0,rcp85,0.22553038221547891,pulse,ce_betas_SSP3
200,1.0,2115.0,rcp45,0.1201159179418808,pulse,ce_betas_SSP3
201,1.0,2115.0,rcp85,0.22632330361323266,pulse,ce_betas_SSP3
202,1.0,2116.0,rcp45,0.12011915493044865,pulse,ce_betas_SSP3
203,1.0,2116.0,rcp85,0.2269453131187777,pulse,ce_betas_SSP3
204,1.0,2117.0,rcp45,0.12007012115933298,pulse,ce_betas_SSP3
205,1.0,2117.0,rcp85,0.22751015407669847,pulse,ce_betas_SSP3
206,1.0,2118.0,rcp45,0.12001592193269542,pulse,ce_betas_SSP3
207,1.0,2118.0,rcp85,0.22805421892725858,pulse,ce_betas_SSP3
208,1.0,2119.0,rcp45,0.12002761689994795,pulse,ce_betas_SSP3
209,1.0,2119.0,rcp85,0.22863099816992902,pulse,ce_betas_SSP3
210,1.0,2120.0,rcp45,0.12027994574490436,pulse,ce_betas_SSP3
211,1.0,2120.0,rcp85,0.22936994066401134,pulse,ce_betas_SSP3
212,1.0,2121.0,rcp45,0.12082239282524013,pulse,ce_betas_SSP3
213,1.0,2121.0,rcp85,0.23030489354947808,pulse,ce_betas_SSP3
214,1.0,2122.0,rcp45,0.12160226113503948,pulse,ce_betas_SSP3
215,1.0,2122.0,rcp85,0.23139399613886957,pulse,ce_betas_SSP3
216,1.0,2123.0,rcp45,0.12206163961934428,pulse,ce_betas_SSP3
217,1.0,2123.0,rcp85,0.23222606605409596,pulse,ce_betas_SSP3
218,1.0,2124.0,rcp45,0.12250694390993123,pulse,ce_betas_SSP3
219,1.0,2124.0,rcp85,0.23302751370726274,pulse,ce_betas_SSP3
220,1.0,2125.0,rcp45,0.12263475597772286,pulse,ce_betas_SSP3
221,1.0,2125.0,rcp85,0.23357821257422742,pulse,ce_betas_SSP3
222,1.0,2126.0,rcp45,0.12254465956091734,pulse,ce_betas_SSP3
223,1.0,2126.0,rcp85,0.23395335107678236,pulse,ce_betas_SSP3
224,1.0,2127.0,rcp45,0.12241169773392391,pulse,ce_betas_SSP3
225,1.0,2127.0,rcp85,0.2342814063148079,pulse,ce_betas_SSP3
226,1.0,2128.0,rcp45,0.12226095592644073,pulse,ce_betas_SSP3
227,1.0,2128.0,rcp85,0.23458110307401323,pulse,ce_betas_SSP3
228,1.0,2129.0,rcp45,0.12221445904665952,pulse,ce_betas_SSP3
229,1.0,2129.0,rcp85,0.23494006895502814,pulse,ce_betas_SSP3
230,1.0,2130.0,rcp45,0.12241526346445913,pulse,ce_betas_SSP3
231,1.0,2130.0,rcp85,0.23545924256406753,pulse,ce_betas_SSP3
232,1.0,2131.0,rcp45,0.1231100255447,pulse,ce_betas_SSP3
233,1.0,2131.0,rcp85,0.2363110301401242,pulse,ce_betas_SSP3
234,1.0,2132.0,rcp45,0.12376289535663366,pulse,ce_betas_SSP3
235,1.0,2132.0,rcp85,0.23711280899755782,pulse,ce_betas_SSP3
236,1.0,2133.0,rcp45,0.12440166039274456,pulse,ce_betas_SSP3
237,1.0,2133.0,rcp85,0.23788432770967774,pulse,ce_betas_SSP3
238,1.0,2134.0,rcp45,0.12476510482636076,pulse,ce_betas_SSP3
239,1.0,2134.0,rcp85,0.23844311152710215,pulse,ce_betas_SSP3
240,1.0,2135.0,rcp45,0.12483581692561836,pulse,ce_betas_SSP3
241,1.0,2135.0,rcp85,0.23877968532529628,pulse,ce_betas_SSP3
242,1.0,2136.0,rcp45,0.12463632997425658,pulse,ce_betas_SSP3
243,1.0,2136.0,rcp85,0.23891268538541657,pulse,ce_betas_SSP3
244,1.0,2137.0,rcp45,0.124434245276863,pulse,ce_betas_SSP3
245,1.0,2137.0,rcp85,0.23902966986279608,pulse,ce_betas_SSP3
246,1.0,2138.0,rcp45,0.12423003398195309,pulse,ce_betas_SSP3
247,1.0,2138.0,rcp85,0.2391313060759932,pulse,ce_betas_SSP3
248,1.0,2139.0,rcp45,0.12407024258021306,pulse,ce_betas_SSP3
249,1.0,2139.0,rcp85,0.23924972734777597,pulse,ce_betas_SSP3
250,1.0,2140.0,rcp45,0.12401782538625716,pulse,ce_betas_SSP3
251,1.0,2140.0,rcp85,0.23942758534086578,pulse,ce_betas_SSP3
252,1.0,2141.0,rcp45,0.12421244485549433,pulse,ce_betas_SSP3
253,1.0,2141.0,rcp85,0.23975881436349583,pulse,ce_betas_SSP3
254,1.0,2142.0,rcp45,0.12460018035419436,pulse,ce_betas_SSP3
255,1.0,2142.0,rcp85,0.2402047540593289,pulse,ce_betas_SSP3
256,1.0,2143.0,rcp45,0.12496088153166597,pulse,ce_betas_SSP3
257,1.0,2143.0,rcp85,0.24061546877047346,pulse,ce_betas_SSP3
258,1.0,2144.0,rcp45,0.12531764384753977,pulse,ce_betas_SSP3
259,1.0,2144.0,rcp85,0.2410066653230833,pulse,ce_betas_SSP3
260,1.0,2145.0,rcp45,0.12558883929927003,pulse,ce_betas_SSP3
261,1.0,2145.0,rcp85,0.24132393379823025,pulse,ce_betas_SSP3
262,1.0,2146.0,rcp45,0.12565253136724516,pulse,ce_betas_SSP3
263,1.0,2146.0,rcp85,0.24148711301855647,pulse,ce_betas_SSP3
264,1.0,2147.0,rcp45,0.1257121410508898,pulse,ce_betas_SSP3
265,1.0,2147.0,rcp85,0.2416326667213138,pulse,ce_betas_SSP3
266,1.0,2148.0,rcp45,0.1256715642138575,pulse,ce_betas_SSP3
267,1.0,2148.0,rcp85,0.2416974971321486,pulse,ce_betas_SSP3
268,1.0,2149.0,rcp45,0.12561059816177972,pulse,ce_betas_SSP3
269,1.0,2149.0,rcp85,0.24173309948045077,pulse,ce_betas_SSP3
270,1.0,2150.0,rcp45,0.12556940956291798,pulse,ce_betas_SSP3
271,1.0,2150.0,rcp85,0.24176479551444563,pulse,ce_betas_SSP3
272,1.0,2151.0,rcp45,0.1255772888675973,pulse,ce_betas_SSP3
273,1.0,2151.0,rcp85,0.24181325730919406,pulse,ce_betas_SSP3
274,1.0,2152.0,rcp45,0.12579114628864818,pulse,ce_betas_SSP3
275,1.0,2152.0,rcp85,0.24198108738122648,pulse,ce_betas_SSP3
276,1.0,2153.0,rcp45,0.12632204501292446,pulse,ce_betas_SSP3
277,1.0,2153.0,rcp85,0.24233912856419254,pulse,ce_betas_SSP3
278,1.0,2154.0,rcp45,0.1270188939101583,pulse,ce_betas_SSP3
279,1.0,2154.0,rcp85,0.2427886356061622,pulse,ce_betas_SSP3
280,1.0,2155.0,rcp45,0.1275731826938961,pulse,ce_betas_SSP3
281,1.0,2155.0,rcp85,0.2431320780538154,pulse,ce_betas_SSP3
282,1.0,2156.0,rcp45,0.127983378083089,pulse,ce_betas_SSP3
283,1.0,2156.0,rcp85,0.243370286796726,pulse,ce_betas_SSP3
284,1.0,2157.0,rcp45,0.1281770390290617,pulse,ce_betas_SSP3
285,1.0,2157.0,rcp85,0.2434592553130795,pulse,ce_betas_SSP3
286,1.0,2158.0,rcp45,0.1281306804229941,pulse,ce_betas_SSP3
287,1.0,2158.0,rcp85,0.24338658340020752,pulse,ce_betas_SSP3
288,1.0,2159.0,rcp45,0.12794368191254823,pulse,ce_betas_SSP3
289,1.0,2159.0,rcp85,0.24321714054807303,pulse,ce_betas_SSP3
290,1.0,2160.0,rcp45,0.12773341348920125,pulse,ce_betas_SSP3
291,1.0,2160.0,rcp85,0.24302594332160435,pulse,ce_betas_SSP3
292,1.0,2161.0,rcp45,0.12761786897346486,pulse,ce_betas_SSP3
293,1.0,2161.0,rcp85,0.24288708190264757,pulse,ce_betas_SSP3
294,1.0,2162.0,rcp45,0.12773123853947976,pulse,ce_betas_SSP3
295,1.0,2162.0,rcp85,0.24288337832708048,pulse,ce_betas_SSP3
296,1.0,2163.0,rcp45,0.12819453725104046,pulse,ce_betas_SSP3
297,1.0,2163.0,rcp85,0.2430881330631719,pulse,ce_betas_SSP3
298,1.0,2164.0,rcp45,0.1289096793405456,pulse,ce_betas_SSP3
299,1.0,2164.0,rcp85,0.2434385099895448,pulse,ce_betas_SSP3
300,1.0,2165.0,rcp45,0.1293828409967366,pulse,ce_betas_SSP3
301,1.0,2165.0,rcp85,0.24363023165336203,pulse,ce_betas_SSP3
302,1.0,2166.0,rcp45,0.12982126341064618,pulse,ce_betas_SSP3
303,1.0,2166.0,rcp85,0.24379179507220963,pulse,ce_betas_SSP3
304,1.0,2167.0,rcp45,0.12987192392807964,pulse,ce_betas_SSP3
305,1.0,2167.0,rcp85,0.24370906354479321,pulse,ce_betas_SSP3
306,1.0,2168.0,rcp45,0.12971306178301106,pulse,ce_betas_SSP3
307,1.0,2168.0,rcp85,0.24349312117173333,pulse,ce_betas_SSP3
308,1.0,2169.0,rcp45,0.12945940524215632,pulse,ce_betas_SSP3
309,1.0,2169.0,rcp85,0.24321504515976183,pulse,ce_betas_SSP3
310,1.0,2170.0,rcp45,0.12920369238101348,pulse,ce_betas_SSP3
311,1.0,2170.0,rcp85,0.2429316021030729,pulse,ce_betas_SSP3
312,1.0,2171.0,rcp45,0.12901354988804475,pulse,ce_betas_SSP3
313,1.0,2171.0,rcp85,0.24268357616621003,pulse,ce_betas_SSP3
314,1.0,2172.0,rcp45,0.12899252465403038,pulse,ce_betas_SSP3
315,1.0,2172.0,rcp85,0.2425325408222832,pulse,ce_betas_SSP3
316,1.0,2173.0,rcp45,0.12929601136535387,pulse,ce_betas_SSP3
317,1.0,2173.0,rcp85,0.2425700417773427,pulse,ce_betas_SSP3
318,1.0,2174.0,rcp45,0.1297258679928157,pulse,ce_betas_SSP3
319,1.0,2174.0,rcp85,0.24267663260542324,pulse,ce_betas_SSP3
320,1.0,2175.0,rcp45,0.13022873251889408,pulse,ce_betas_SSP3
321,1.0,2175.0,rcp85,0.24282009774726648,pulse,ce_betas_SSP3
322,1.0,2176.0,rcp45,0.13065009420918192,pulse,ce_betas_SSP3
323,1.0,2176.0,rcp85,0.24290926481747066,pulse,ce_betas_SSP3
324,1.0,2177.0,rcp45,0.13084471380620857,pulse,ce_betas_SSP3
325,1.0,2177.0,rcp85,0.24285968000400998,pulse,ce_betas_SSP3
326,1.0,2178.0,rcp45,0.13080481442643208,pulse,ce_betas_SSP3
327,1.0,2178.0,rcp85,0.24266845692137448,pulse,ce_betas_SSP3
328,1.0,2179.0,rcp45,0.13066607701456567,pulse,ce_betas_SSP3
329,1.0,2179.0,rcp85,0.24241634945048487,pulse,ce_betas_SSP3
330,1.0,2180.0,rcp45,0.13044014976420146,pulse,ce_betas_SSP3
331,1.0,2180.0,rcp85,0.24211101862524578,pulse,ce_betas_SSP3
332,1.0,2181.0,rcp45,0.13020629083940918,pulse,ce_betas_SSP3
333,1.0,2181.0,rcp85,0.24179908465850938,pulse,ce_betas_SSP3
334,1.0,2182.0,rcp45,0.12997396027636923,pulse,ce_betas_SSP3
335,1.0,2182.0,rcp85,0.24148630971187535,pulse,ce_betas_SSP3
336,1.0,2183.0,rcp45,0.12978953098440496,pulse,ce_betas_SSP3
337,1.0,2183.0,rcp85,0.24119951566210374,pulse,ce_betas_SSP3
338,1.0,2184.0,rcp45,0.12970636737566302,pulse,ce_betas_SSP3
339,1.0,2184.0,rcp85,0.2409692631423964,pulse,ce_betas_SSP3
340,1.0,2185.0,rcp45,0.12979534757559552,pulse,ce_betas_SSP3
341,1.0,2185.0,rcp85,0.240835608220942,pulse,ce_betas_SSP3
342,1.0,2186.0,rcp45,0.13019190325252036,pulse,ce_betas_SSP3
343,1.0,2186.0,rcp85,0.24087488690188238,pulse,ce_betas_SSP3
344,1.0,2187.0,rcp45,0.13056355528673969,pulse,ce_betas_SSP3
345,1.0,2187.0,rcp85,0.24089679354685478,pulse,ce_betas_SSP3
346,1.0,2188.0,rcp45,0.130958971320367,pulse,ce_betas_SSP3
347,1.0,2188.0,rcp85,0.24092923665773683,pulse,ce_betas_SSP3
348,1.0,2189.0,rcp45,0.13134550431434558,pulse,ce_betas_SSP3
349,1.0,2189.0,rcp85,0.24095382150157194,pulse,ce_betas_SSP3
350,1.0,2190.0,rcp45,0.13145139847004156,pulse,ce_betas_SSP3
351,1.0,2190.0,rcp85,0.2408179400179609,pulse,ce_betas_SSP3
352,1.0,2191.0,rcp45,0.13136700306877533,pulse,ce_betas_SSP3
353,1.0,2191.0,rcp85,0.24057396742247847,pulse,ce_betas_SSP3
354,1.0,2192.0,rcp45,0.1312034921663845,pulse,ce_betas_SSP3
355,1.0,2192.0,rcp85,0.2402852811232146,pulse,ce_betas_SSP3
356,1.0,2193.0,rcp45,0.13105795700841788,pulse,ce_betas_SSP3
357,1.0,2193.0,rcp85,0.2400066488695101,pulse,ce_betas_SSP3
358,1.0,2194.0,rcp45,0.13094894080067615,pulse,ce_betas_SSP3
359,1.0,2194.0,rcp85,0.23974854354444233,pulse,ce_betas_SSP3
360,1.0,2195.0,rcp45,0.13096135877929246,pulse,ce_betas_SSP3
361,1.0,2195.0,rcp85,0.23955805548409373,pulse,ce_betas_SSP3
362,1.0,2196.0,rcp45,0.13126044220406238,pulse,ce_betas_SSP3
363,1.0,2196.0,rcp85,0.23952611556444992,pulse,ce_betas_SSP3
364,1.0,2197.0,rcp45,0.13179224277335674,pulse,ce_betas_SSP3
365,1.0,2197.0,rcp85,0.23962185469253902,pulse,ce_betas_SSP3
366,1.0,2198.0,rcp45,0.13237903211671698,pulse,ce_betas_SSP3
367,1.0,2198.0,rcp85,0.239746553864435,pulse,ce_betas_SSP3
368,1.0,2199.0,rcp45,0.13277521838027587,pulse,ce_betas_SSP3
369,1.0,2199.0,rcp85,0.23976552404629953,pulse,ce_betas_SSP3
370,1.0,2200.0,rcp45,0.13296251188681363,pulse,ce_betas_SSP3
371,1.0,2200.0,rcp85,0.2396697454937857,pulse,ce_betas_SSP3
372,1.0,2201.0,rcp45,0.13288934780733722,pulse,ce_betas_SSP3
373,1.0,2201.0,rcp85,0.23943230226301918,pulse,ce_betas_SSP3
374,1.0,2202.0,rcp45,0.13275368712244492,pulse,ce_betas_SSP3
375,1.0,2202.0,rcp85,0.2391622566816533,pulse,ce_betas_SSP3
376,1.0,2203.0,rcp45,0.13259181994005653,pulse,ce_betas_SSP3
377,1.0,2203.0,rcp85,0.23887983340492905,pulse,ce_betas_SSP3
378,1.0,2204.0,rcp45,0.1323579905447687,pulse,ce_betas_SSP3
379,1.0,2204.0,rcp85,0.23856059670386295,pulse,ce_betas_SSP3
380,1.0,2205.0,rcp45,0.13214886524891034,pulse,ce_betas_SSP3
381,1.0,2205.0,rcp85,0.23825729458528,pulse,ce_betas_SSP3
382,1.0,2206.0,rcp45,0.1319486868723954,pulse,ce_betas_SSP3
383,1.0,2206.0,rcp85,0.23796151424567386,pulse,ce_betas_SSP3
384,1.0,2207.0,rcp45,0.13186635868815544,pulse,ce_betas_SSP3
385,1.0,2207.0,rcp85,0.23773198607168877,pulse,ce_betas_SSP3
386,1.0,2208.0,rcp45,0.1319853185120928,pulse,ce_betas_SSP3
387,1.0,2208.0,rcp85,0.23761319853959958,pulse,ce_betas_SSP3
388,1.0,2209.0,rcp45,0.13227525101345874,pulse,ce_betas_SSP3
389,1.0,2209.0,rcp85,0.2375883294537896,pulse,ce_betas_SSP3
