temp,ref,yhat_low_gdp,se_low_gdp,lowerci_low_gdp,upperci_low_gdp,yhat_high_gdp,se_high_gdp,lowerci_high_gdp,upperci_high_gdp,yhat_low_lrt,se_low_lrt,lowerci_low_lrt,upperci_low_lrt,yhat_high_lrt,se_high_lrt,lowerci_high_lrt,upperci_high_lrt
45,27,2.5146408,5.1636696,-7.6059656,12.635247,5.1063604,11.971536,-18.357418,28.570139,1.4459668,.93380207,-.38425159,3.2761853,-11.840484,8.2368727,-27.984457,4.3034906
40,27,1.0267167,3.0454452,-4.9422464,6.9956799,2.8345006,7.621654,-12.103666,17.772667,.87482488,.56821209,-.23885036,1.9885001,-5.9875927,5.1729164,-16.126324,4.1511369
35,27,-.23814307,1.2661062,-2.7196658,2.2433796,.80379325,5.4578805,-9.8934565,11.501042,.35157424,.25381455,-.14589314,.84904164,-.85917485,2.5634274,-5.8834,4.1650505
30,27,-.56487983,.48226213,-1.5100963,.38033658,-.21271838,3.4581075,-6.9904842,6.5650477,.029735627,.086219646,-.13925177,.19872303,1.222393,.96652597,-.67196298,3.1167493
10,27,4.6126871,3.6943014,-2.6280105,11.853385,2.7315807,24.668484,-45.61776,51.080921,.13458592,.60575467,-1.0526713,1.3218431,-11.511839,6.4361191,-24.1264,1.1027224
5,27,5.9693594,4.7808604,-3.400955,15.339674,3.5349867,31.92392,-59.034748,66.104721,.17417,.78391778,-1.3622806,1.7106206,-14.897674,8.3290949,-31.222401,1.4270525
0,27,7.3260322,5.8674197,-4.1738992,18.825964,4.3383927,39.179356,-72.451736,81.128517,.2137541,.9620809,-1.6718898,2.0993981,-18.283508,10.222071,-38.318401,1.7513826
-5,27,8.6827049,6.953979,-4.9468436,22.312254,5.141799,46.434792,-85.868721,96.152321,.25333819,1.140244,-1.9814991,2.4881754,-21.669344,12.115047,-45.414398,2.0757127
-10,27,10.039377,8.0405378,-5.7197876,25.798542,5.9452047,53.690228,-99.285713,111.17612,.29292229,1.3184072,-2.2911084,2.8769529,-25.055178,14.008023,-52.510399,2.4000428
