temp,ref,yhat_low_gdp,se_low_gdp,lowerci_low_gdp,upperci_low_gdp,yhat_high_gdp,se_high_gdp,lowerci_high_gdp,upperci_high_gdp,yhat_low_lrt,se_low_lrt,lowerci_low_lrt,upperci_low_lrt,yhat_high_lrt,se_high_lrt,lowerci_high_lrt,upperci_high_lrt
45,27,3.9127052,7.3035216,-10.401934,18.227345,1.2708491,13.997372,-26.163494,28.705193,1.4300916,1.158254,-.84004456,3.700228,-16.654598,9.2840395,-34.850979,1.5417846
40,27,1.3960831,3.6973419,-5.8505735,8.6427402,-.11922746,7.5434847,-14.904186,14.665731,.82467562,.60606623,-.36319232,2.0125437,-7.6292524,4.9427657,-17.316895,2.0583897
35,27,-.5902282,1.1283064,-2.8016679,1.6212116,-1.124648,6.9203997,-14.688382,12.439086,.29647115,.20608044,-.10743908,.7003814,-.23556201,2.1839132,-4.5159531,4.0448289
30,27,-.54303145,.51004332,-1.542698,.45663503,-.65508217,3.6645284,-7.8374262,6.5272617,.064338811,.084026054,-.10034923,.22902685,.90145451,.99189228,-1.0426186,2.8455276
10,27,3.3754783,3.1149452,-2.729702,9.4806585,3.9285014,21.831627,-38.860703,46.717705,-.3211551,.50318348,-1.3073766,.66506642,-6.0260477,5.8989873,-17.587851,5.5357556
5,27,4.3682656,4.0311055,-3.5325556,12.269087,5.0839429,28.252693,-50.290321,60.458206,-.41561249,.6511786,-1.6918991,.86067414,-7.7984147,7.6339841,-22.760748,7.163919
0,27,5.3610535,4.9472656,-4.3354092,15.057516,6.2393847,34.673759,-61.719936,74.198708,-.51006985,.79917377,-2.0764217,1.0562819,-9.5707817,9.3689804,-27.933645,8.7920818
-5,27,6.3538413,5.8634262,-5.1382627,17.845945,7.3948259,41.09483,-73.149559,87.939209,-.60452724,.94716889,-2.4609442,1.2518897,-11.343148,11.103976,-33.106544,10.420245
-10,27,7.3466291,6.7795863,-5.9411159,20.634375,8.5502672,47.515896,-84.579178,101.67971,-.69898462,1.0951641,-2.8454666,1.4474975,-13.115516,12.838973,-38.279438,12.048409
