temp,ref,yhat_low_gdp,se_low_gdp,lowerci_low_gdp,upperci_low_gdp,yhat_high_gdp,se_high_gdp,lowerci_high_gdp,upperci_high_gdp,yhat_low_lrt,se_low_lrt,lowerci_low_lrt,upperci_low_lrt,yhat_high_lrt,se_high_lrt,lowerci_high_lrt,upperci_high_lrt
45,27,-.70592278,14.797609,-29.708704,28.29686,-64.891624,51.945827,-166.70358,36.92033,3.7213938,3.8095434,-3.7451737,11.187962,-2.8094754,23.250593,-48.379803,42.760853
40,27,-.32965344,8.8700008,-17.714537,17.055229,-33.088428,31.522186,-94.870781,28.69392,2.1197748,2.3471248,-2.4805052,6.7200546,.4024685,14.515209,-28.04682,28.851757
35,27,-.0042974781,3.909271,-7.666328,7.657733,-5.1784148,18.100857,-40.655441,30.298613,.67862672,1.0450587,-1.3696507,2.7269042,2.9273336,6.7435579,-10.289797,16.144464
30,27,.10693642,1.5080689,-2.8488243,3.0626972,6.358398,10.540773,-14.301137,27.017933,-.087641485,.28330266,-.64290452,.46762154,2.5626106,1.9740593,-1.3064747,6.4316959
10,27,-.92818707,11.057479,-22.600447,20.744072,-60.669556,76.17128,-209.96252,88.623413,1.5122041,1.8241072,-2.0629804,5.0873885,-18.869755,12.331855,-43.039745,5.3002372
5,27,-1.2011833,14.309678,-29.247637,26.84527,-78.513542,98.5746,-271.71622,114.68912,1.9569699,2.3606093,-2.6697392,6.5836792,-24.419682,15.958871,-55.698494,6.8591304
0,27,-1.4741795,17.561878,-35.894829,32.946468,-96.357529,120.97791,-333.46988,140.75482,2.4017358,2.8971114,-3.2764983,8.0799694,-29.96961,19.585888,-68.357246,8.4180231
-5,27,-1.7471757,20.814077,-42.542019,39.047665,-114.20152,143.38124,-395.22357,166.82054,2.8465016,3.4336135,-3.8832572,9.5762606,-35.519539,23.212904,-81.015991,9.9769173
-10,27,-2.0201719,24.066277,-49.189209,45.148865,-132.0455,165.78455,-456.97726,192.88625,3.2912676,3.9701157,-4.490016,11.072552,-41.069466,26.83992,-93.674744,11.53581
