temp,ref,yhat_low_gdp,se_low_gdp,lowerci_low_gdp,upperci_low_gdp,yhat_high_gdp,se_high_gdp,lowerci_high_gdp,upperci_high_gdp,yhat_low_lrt,se_low_lrt,lowerci_low_lrt,upperci_low_lrt,yhat_high_lrt,se_high_lrt,lowerci_high_lrt,upperci_high_lrt
45,27,2.3543181,8.2582264,-13.831508,18.540144,19.084621,8.1772995,3.0574088,35.111832,.83344394,1.3611219,-1.834306,3.501194,1.899246,1.5280896,-1.0957546,4.8942466
40,27,.1944378,4.1611843,-7.9613333,8.3502092,9.5293016,4.1473222,1.4007003,17.657904,.62502265,.7107988,-.76811731,2.0181627,.87598532,.79382229,-.67987776,2.4318483
35,27,-1.4068894,1.2639285,-3.8841438,1.0703648,1.5518438,1.5174215,-1.4222476,4.5259352,.40803677,.24656512,-.075221986,.89129549,.036581453,.2754949,-.50337863,.57654154
30,27,-.86641175,.58473092,-2.0124633,.27963984,-.37521645,.73166955,-1.8092624,1.0588295,.15820925,.10314098,-.043943364,.36036184,-.097812727,.1180814,-.32924801,.13362256
10,27,5.2238526,3.5777607,-1.7884294,12.236135,3.013773,4.4248967,-5.658865,11.686411,-.90133667,.6180824,-2.1127558,.31008258,.6576916,.70932674,-.73256332,2.0479465
5,27,6.7602801,4.630043,-2.3144381,15.834998,3.9001768,5.7263365,-7.3232369,15.12359,-1.1664357,.79987133,-2.7341547,.40128332,.85113025,.9179523,-.94802314,2.6502836
0,27,8.2967072,5.6823258,-2.8404467,19.433861,4.7865806,7.0277767,-8.9876089,18.56077,-1.4315346,.98166025,-3.3555534,.49248409,1.044569,1.1265777,-1.1634829,3.2526209
-5,27,9.8331347,6.7346082,-3.3664553,23.032724,5.6729846,8.329217,-10.65198,21.99795,-1.6966337,1.1634492,-3.9769523,.58368486,1.2380077,1.3352033,-1.3789427,3.8549581
-10,27,11.369562,7.786891,-3.8924639,26.631588,6.5593882,9.6306572,-12.316353,25.435129,-1.9617327,1.3452382,-4.598351,.67488563,1.4314463,1.5438288,-1.5944026,4.4572954
