temp,ref,yhat_low_gdp,se_low_gdp,lowerci_low_gdp,upperci_low_gdp,yhat_ag_gdp,se_ag_gdp,lowerci_ag_gdp,upperci_ag_gdp,yhat_nonag_gdp,se_nonag_gdp,lowerci_nonag_gdp,upperci_nonag_gdp,yhat_low_lrt,se_low_lrt,lowerci_low_lrt,upperci_low_lrt,yhat_ag_lrt,se_ag_lrt,lowerci_ag_lrt,upperci_ag_lrt,yhat_nonag_lrt,se_nonag_lrt,lowerci_nonag_lrt,upperci_nonag_lrt
-19,27,11.052609,0,11.052609,11.052609,1.3299818,0,1.3299818,1.3299818,16.860325,0,16.860325,16.860325,.17069285,0,.17069285,.17069285,-10.346279,0,-10.346279,-10.346279,-.45080793,0,-.45080793,-.45080793
-18.9,27,11.028582,0,11.028582,11.028582,1.3270906,0,1.3270906,1.3270906,16.823671,0,16.823671,16.823671,.17032178,0,.17032178,.17032178,-10.323787,0,-10.323787,-10.323787,-.44982791,0,-.44982791,-.44982791
-18.8,27,11.004555,0,11.004555,11.004555,1.3241993,0,1.3241993,1.3241993,16.78702,0,16.78702,16.78702,.16995071,0,.16995071,.16995071,-10.301295,0,-10.301295,-10.301295,-.44884789,0,-.44884789,-.44884789
-18.7,27,10.980527,0,10.980527,10.980527,1.3213081,0,1.3213081,1.3213081,16.750366,0,16.750366,16.750366,.16957964,0,.16957964,.16957964,-10.278804,0,-10.278804,-10.278804,-.4478679,0,-.4478679,-.4478679
-18.6,27,10.9565,0,10.9565,10.9565,1.3184168,0,1.3184168,1.3184168,16.713715,0,16.713715,16.713715,.16920857,0,.16920857,.16920857,-10.256311,0,-10.256311,-10.256311,-.44688788,0,-.44688788,-.44688788
-18.5,27,10.932472,0,10.932472,10.932472,1.3155255,0,1.3155255,1.3155255,16.677061,0,16.677061,16.677061,.1688375,0,.1688375,.1688375,-10.23382,0,-10.23382,-10.23382,-.44590786,0,-.44590786,-.44590786
-18.4,27,10.908444,0,10.908444,10.908444,1.3126342,0,1.3126342,1.3126342,16.640408,0,16.640408,16.640408,.16846642,0,.16846642,.16846642,-10.211328,0,-10.211328,-10.211328,-.44492784,0,-.44492784,-.44492784
-18.3,27,10.884418,0,10.884418,10.884418,1.3097429,0,1.3097429,1.3097429,16.603754,0,16.603754,16.603754,.16809535,0,.16809535,.16809535,-10.188835,0,-10.188835,-10.188835,-.44394779,0,-.44394779,-.44394779
-18.2,27,10.860391,0,10.860391,10.860391,1.3068517,0,1.3068517,1.3068517,16.567102,0,16.567102,16.567102,.16772428,0,.16772428,.16772428,-10.166344,0,-10.166344,-10.166344,-.4429678,0,-.4429678,-.4429678
-18.1,27,10.836363,0,10.836363,10.836363,1.3039604,0,1.3039604,1.3039604,16.530449,0,16.530449,16.530449,.16735321,0,.16735321,.16735321,-10.143852,0,-10.143852,-10.143852,-.44198778,0,-.44198778,-.44198778
-18,27,10.812335,0,10.812335,10.812335,1.3010693,0,1.3010693,1.3010693,16.493795,0,16.493795,16.493795,.16698214,0,.16698214,.16698214,-10.12136,0,-10.12136,-10.12136,-.44100776,0,-.44100776,-.44100776
-17.9,27,10.788308,0,10.788308,10.788308,1.298178,0,1.298178,1.298178,16.457144,0,16.457144,16.457144,.16661106,0,.16661106,.16661106,-10.098868,0,-10.098868,-10.098868,-.44002774,0,-.44002774,-.44002774
-17.8,27,10.76428,0,10.76428,10.76428,1.2952867,0,1.2952867,1.2952867,16.42049,0,16.42049,16.42049,.16623999,0,.16623999,.16623999,-10.076376,0,-10.076376,-10.076376,-.43904772,0,-.43904772,-.43904772
-17.7,27,10.740253,0,10.740253,10.740253,1.2923955,0,1.2923955,1.2923955,16.383839,0,16.383839,16.383839,.16586892,0,.16586892,.16586892,-10.053885,0,-10.053885,-10.053885,-.4380677,0,-.4380677,-.4380677
-17.6,27,10.716226,0,10.716226,10.716226,1.2895042,0,1.2895042,1.2895042,16.347185,0,16.347185,16.347185,.16549785,0,.16549785,.16549785,-10.031392,0,-10.031392,-10.031392,-.43708768,0,-.43708768,-.43708768
-17.5,27,10.692198,0,10.692198,10.692198,1.2866129,0,1.2866129,1.2866129,16.310532,0,16.310532,16.310532,.16512679,0,.16512679,.16512679,-10.008901,0,-10.008901,-10.008901,-.43610767,0,-.43610767,-.43610767
-17.4,27,10.668171,0,10.668171,10.668171,1.2837216,0,1.2837216,1.2837216,16.273878,0,16.273878,16.273878,.1647557,0,.1647557,.1647557,-9.9864082,0,-9.9864082,-9.9864082,-.43512765,0,-.43512765,-.43512765
-17.3,27,10.644143,0,10.644143,10.644143,1.2808304,0,1.2808304,1.2808304,16.237226,0,16.237226,16.237226,.16438463,0,.16438463,.16438463,-9.9639168,0,-9.9639168,-9.9639168,-.43414763,0,-.43414763,-.43414763
-17.2,27,10.620116,0,10.620116,10.620116,1.2779391,0,1.2779391,1.2779391,16.200573,0,16.200573,16.200573,.16401356,0,.16401356,.16401356,-9.9414253,0,-9.9414253,-9.9414253,-.43316764,0,-.43316764,-.43316764
-17.1,27,10.596088,0,10.596088,10.596088,1.2750478,0,1.2750478,1.2750478,16.163921,0,16.163921,16.163921,.1636425,0,.1636425,.1636425,-9.9189329,0,-9.9189329,-9.9189329,-.43218762,0,-.43218762,-.43218762
-17,27,10.572062,0,10.572062,10.572062,1.2721566,0,1.2721566,1.2721566,16.127268,0,16.127268,16.127268,.16327143,0,.16327143,.16327143,-9.8964405,0,-9.8964405,-9.8964405,-.4312076,0,-.4312076,-.4312076
-16.9,27,10.548034,0,10.548034,10.548034,1.2692653,0,1.2692653,1.2692653,16.090614,0,16.090614,16.090614,.16290036,0,.16290036,.16290036,-9.8739491,0,-9.8739491,-9.8739491,-.43022758,0,-.43022758,-.43022758
-16.8,27,10.524006,0,10.524006,10.524006,1.266374,0,1.266374,1.266374,16.053961,0,16.053961,16.053961,.16252927,0,.16252927,.16252927,-9.8514566,0,-9.8514566,-9.8514566,-.42924756,0,-.42924756,-.42924756
-16.7,27,10.499979,0,10.499979,10.499979,1.2634828,0,1.2634828,1.2634828,16.017309,0,16.017309,16.017309,.16215821,0,.16215821,.16215821,-9.8289652,0,-9.8289652,-9.8289652,-.42826754,0,-.42826754,-.42826754
-16.6,27,10.475951,0,10.475951,10.475951,1.2605915,0,1.2605915,1.2605915,15.980656,0,15.980656,15.980656,.16178714,0,.16178714,.16178714,-9.8064737,0,-9.8064737,-9.8064737,-.42728752,0,-.42728752,-.42728752
-16.5,27,10.451924,0,10.451924,10.451924,1.2577002,0,1.2577002,1.2577002,15.944003,0,15.944003,15.944003,.16141607,0,.16141607,.16141607,-9.7839813,0,-9.7839813,-9.7839813,-.4263075,0,-.4263075,-.4263075
-16.4,27,10.427896,0,10.427896,10.427896,1.2548089,0,1.2548089,1.2548089,15.90735,0,15.90735,15.90735,.161045,0,.161045,.161045,-9.7614889,0,-9.7614889,-9.7614889,-.42532748,0,-.42532748,-.42532748
-16.3,27,10.403869,0,10.403869,10.403869,1.2519177,0,1.2519177,1.2519177,15.870697,0,15.870697,15.870697,.16067392,0,.16067392,.16067392,-9.7389975,0,-9.7389975,-9.7389975,-.42434746,0,-.42434746,-.42434746
-16.2,27,10.379842,0,10.379842,10.379842,1.2490264,0,1.2490264,1.2490264,15.834044,0,15.834044,15.834044,.16030286,0,.16030286,.16030286,-9.716506,0,-9.716506,-9.716506,-.42336747,0,-.42336747,-.42336747
-16.1,27,10.355815,0,10.355815,10.355815,1.2461352,0,1.2461352,1.2461352,15.797392,0,15.797392,15.797392,.15993178,0,.15993178,.15993178,-9.6940136,0,-9.6940136,-9.6940136,-.42238745,0,-.42238745,-.42238745
-16,27,10.331787,0,10.331787,10.331787,1.2432439,0,1.2432439,1.2432439,15.760738,0,15.760738,15.760738,.15956071,0,.15956071,.15956071,-9.6715221,0,-9.6715221,-9.6715221,-.42140743,0,-.42140743,-.42140743
-15.9,27,10.307759,0,10.307759,10.307759,1.2403526,0,1.2403526,1.2403526,15.724086,0,15.724086,15.724086,.15918964,0,.15918964,.15918964,-9.6490297,0,-9.6490297,-9.6490297,-.42042738,0,-.42042738,-.42042738
-15.8,27,10.283732,0,10.283732,10.283732,1.2374614,0,1.2374614,1.2374614,15.687433,0,15.687433,15.687433,.15881857,0,.15881857,.15881857,-9.6265383,0,-9.6265383,-9.6265383,-.41944739,0,-.41944739,-.41944739
-15.7,27,10.259705,0,10.259705,10.259705,1.2345701,0,1.2345701,1.2345701,15.65078,0,15.65078,15.65078,.15844749,0,.15844749,.15844749,-9.6040459,0,-9.6040459,-9.6040459,-.41846737,0,-.41846737,-.41846737
-15.6,27,10.235678,0,10.235678,10.235678,1.2316788,0,1.2316788,1.2316788,15.614127,0,15.614127,15.614127,.15807642,0,.15807642,.15807642,-9.5815544,0,-9.5815544,-9.5815544,-.41748735,0,-.41748735,-.41748735
-15.5,27,10.21165,0,10.21165,10.21165,1.2287875,0,1.2287875,1.2287875,15.577475,0,15.577475,15.577475,.15770535,0,.15770535,.15770535,-9.559062,0,-9.559062,-9.559062,-.41650733,0,-.41650733,-.41650733
-15.4,27,10.187622,0,10.187622,10.187622,1.2258964,0,1.2258964,1.2258964,15.540821,0,15.540821,15.540821,.15733428,0,.15733428,.15733428,-9.5365705,0,-9.5365705,-9.5365705,-.41552731,0,-.41552731,-.41552731
-15.3,27,10.163595,0,10.163595,10.163595,1.2230051,0,1.2230051,1.2230051,15.504169,0,15.504169,15.504169,.15696321,0,.15696321,.15696321,-9.5140781,0,-9.5140781,-9.5140781,-.41454729,0,-.41454729,-.41454729
-15.2,27,10.139567,0,10.139567,10.139567,1.2201138,0,1.2201138,1.2201138,15.467516,0,15.467516,15.467516,.15659215,0,.15659215,.15659215,-9.4915867,0,-9.4915867,-9.4915867,-.41356727,0,-.41356727,-.41356727
-15.1,27,10.115541,0,10.115541,10.115541,1.2172226,0,1.2172226,1.2172226,15.430862,0,15.430862,15.430862,.15622106,0,.15622106,.15622106,-9.4690943,0,-9.4690943,-9.4690943,-.41258726,0,-.41258726,-.41258726
-15,27,10.091513,0,10.091513,10.091513,1.2143313,0,1.2143313,1.2143313,15.39421,0,15.39421,15.39421,.15584999,0,.15584999,.15584999,-9.4466028,0,-9.4466028,-9.4466028,-.41160724,0,-.41160724,-.41160724
-14.9,27,10.067486,0,10.067486,10.067486,1.21144,0,1.21144,1.21144,15.357557,0,15.357557,15.357557,.15547892,0,.15547892,.15547892,-9.4241104,0,-9.4241104,-9.4241104,-.41062722,0,-.41062722,-.41062722
-14.8,27,10.043458,0,10.043458,10.043458,1.2085488,0,1.2085488,1.2085488,15.320904,0,15.320904,15.320904,.15510786,0,.15510786,.15510786,-9.401619,0,-9.401619,-9.401619,-.40964723,0,-.40964723,-.40964723
-14.7,27,10.01943,0,10.01943,10.01943,1.2056575,0,1.2056575,1.2056575,15.284251,0,15.284251,15.284251,.15473679,0,.15473679,.15473679,-9.3791265,0,-9.3791265,-9.3791265,-.40866718,0,-.40866718,-.40866718
-14.6,27,9.9954033,0,9.9954033,9.9954033,1.2027662,0,1.2027662,1.2027662,15.247599,0,15.247599,15.247599,.15436572,0,.15436572,.15436572,-9.3566351,0,-9.3566351,-9.3566351,-.40768719,0,-.40768719,-.40768719
-14.5,27,9.9713755,0,9.9713755,9.9713755,1.199875,0,1.199875,1.199875,15.210945,0,15.210945,15.210945,.15399463,0,.15399463,.15399463,-9.3341427,0,-9.3341427,-9.3341427,-.40670717,0,-.40670717,-.40670717
-14.4,27,9.9473486,0,9.9473486,9.9473486,1.1969837,0,1.1969837,1.1969837,15.174293,0,15.174293,15.174293,.15362357,0,.15362357,.15362357,-9.3116512,0,-9.3116512,-9.3116512,-.40572715,0,-.40572715,-.40572715
-14.3,27,9.9233208,0,9.9233208,9.9233208,1.1940924,0,1.1940924,1.1940924,15.13764,0,15.13764,15.13764,.1532525,0,.1532525,.1532525,-9.2891598,0,-9.2891598,-9.2891598,-.40474713,0,-.40474713,-.40474713
-14.2,27,9.8992939,0,9.8992939,9.8992939,1.1912011,0,1.1912011,1.1912011,15.100986,0,15.100986,15.100986,.15288143,0,.15288143,.15288143,-9.2666674,0,-9.2666674,-9.2666674,-.40376711,0,-.40376711,-.40376711
-14.1,27,9.8752661,0,9.8752661,9.8752661,1.1883099,0,1.1883099,1.1883099,15.064334,0,15.064334,15.064334,.15251036,0,.15251036,.15251036,-9.2441759,0,-9.2441759,-9.2441759,-.40278709,0,-.40278709,-.40278709
-14,27,9.8512392,0,9.8512392,9.8512392,1.1854186,0,1.1854186,1.1854186,15.027681,0,15.027681,15.027681,.15213928,0,.15213928,.15213928,-9.2216835,0,-9.2216835,-9.2216835,-.40180707,0,-.40180707,-.40180707
-13.9,27,9.8272114,0,9.8272114,9.8272114,1.1825273,0,1.1825273,1.1825273,14.991028,0,14.991028,14.991028,.15176821,0,.15176821,.15176821,-9.199192,0,-9.199192,-9.199192,-.40082705,0,-.40082705,-.40082705
-13.8,27,9.8031836,0,9.8031836,9.8031836,1.1796361,0,1.1796361,1.1796361,14.954375,0,14.954375,14.954375,.15139714,0,.15139714,.15139714,-9.1766996,0,-9.1766996,-9.1766996,-.39984703,0,-.39984703,-.39984703
-13.7,27,9.7791567,0,9.7791567,9.7791567,1.1767448,0,1.1767448,1.1767448,14.917723,0,14.917723,14.917723,.15102607,0,.15102607,.15102607,-9.1542082,0,-9.1542082,-9.1542082,-.39886701,0,-.39886701,-.39886701
-13.6,27,9.7551289,0,9.7551289,9.7551289,1.1738535,0,1.1738535,1.1738535,14.88107,0,14.88107,14.88107,.150655,0,.150655,.150655,-9.1317158,0,-9.1317158,-9.1317158,-.39788702,0,-.39788702,-.39788702
-13.5,27,9.731102,0,9.731102,9.731102,1.1709623,0,1.1709623,1.1709623,14.844417,0,14.844417,14.844417,.15028392,0,.15028392,.15028392,-9.1092243,0,-9.1092243,-9.1092243,-.39690697,0,-.39690697,-.39690697
-13.4,27,9.7070742,0,9.7070742,9.7070742,1.168071,0,1.168071,1.168071,14.807764,0,14.807764,14.807764,.14991285,0,.14991285,.14991285,-9.0867319,0,-9.0867319,-9.0867319,-.39592695,0,-.39592695,-.39592695
-13.3,27,9.6830473,0,9.6830473,9.6830473,1.1651797,0,1.1651797,1.1651797,14.771111,0,14.771111,14.771111,.14954178,0,.14954178,.14954178,-9.0642405,0,-9.0642405,-9.0642405,-.39494696,0,-.39494696,-.39494696
-13.2,27,9.6590195,0,9.6590195,9.6590195,1.1622885,0,1.1622885,1.1622885,14.734458,0,14.734458,14.734458,.14917071,0,.14917071,.14917071,-9.041748,0,-9.041748,-9.041748,-.39396694,0,-.39396694,-.39396694
-13.1,27,9.6349926,0,9.6349926,9.6349926,1.1593972,0,1.1593972,1.1593972,14.697805,0,14.697805,14.697805,.14879964,0,.14879964,.14879964,-9.0192566,0,-9.0192566,-9.0192566,-.39298692,0,-.39298692,-.39298692
-13,27,9.6109648,0,9.6109648,9.6109648,1.1565059,0,1.1565059,1.1565059,14.661152,0,14.661152,14.661152,.14842857,0,.14842857,.14842857,-8.9967642,0,-8.9967642,-8.9967642,-.3920069,0,-.3920069,-.3920069
-12.9,27,9.586937,0,9.586937,9.586937,1.1536146,0,1.1536146,1.1536146,14.624499,0,14.624499,14.624499,.14805749,0,.14805749,.14805749,-8.9742727,0,-8.9742727,-8.9742727,-.39102688,0,-.39102688,-.39102688
-12.8,27,9.5629101,0,9.5629101,9.5629101,1.1507235,0,1.1507235,1.1507235,14.587847,0,14.587847,14.587847,.14768642,0,.14768642,.14768642,-8.9517803,0,-8.9517803,-8.9517803,-.39004686,0,-.39004686,-.39004686
-12.7,27,9.5388823,0,9.5388823,9.5388823,1.1478322,0,1.1478322,1.1478322,14.551193,0,14.551193,14.551193,.14731535,0,.14731535,.14731535,-8.9292889,0,-8.9292889,-8.9292889,-.38906685,0,-.38906685,-.38906685
-12.6,27,9.5148554,0,9.5148554,9.5148554,1.144941,0,1.144941,1.144941,14.514541,0,14.514541,14.514541,.14694428,0,.14694428,.14694428,-8.9067965,0,-8.9067965,-8.9067965,-.38808683,0,-.38808683,-.38808683
-12.5,27,9.4908276,0,9.4908276,9.4908276,1.1420497,0,1.1420497,1.1420497,14.477888,0,14.477888,14.477888,.14657322,0,.14657322,.14657322,-8.884305,0,-8.884305,-8.884305,-.38710681,0,-.38710681,-.38710681
-12.4,27,9.4667997,0,9.4667997,9.4667997,1.1391584,0,1.1391584,1.1391584,14.441235,0,14.441235,14.441235,.14620213,0,.14620213,.14620213,-8.8618126,0,-8.8618126,-8.8618126,-.38612679,0,-.38612679,-.38612679
-12.3,27,9.4427729,0,9.4427729,9.4427729,1.1362671,0,1.1362671,1.1362671,14.404582,0,14.404582,14.404582,.14583106,0,.14583106,.14583106,-8.8393211,0,-8.8393211,-8.8393211,-.38514677,0,-.38514677,-.38514677
-12.2,27,9.418745,0,9.418745,9.418745,1.1333759,0,1.1333759,1.1333759,14.367929,0,14.367929,14.367929,.14545999,0,.14545999,.14545999,-8.8168287,0,-8.8168287,-8.8168287,-.38416675,0,-.38416675,-.38416675
-12.1,27,9.3947182,0,9.3947182,9.3947182,1.1304846,0,1.1304846,1.1304846,14.331277,0,14.331277,14.331277,.14508893,0,.14508893,.14508893,-8.7943373,0,-8.7943373,-8.7943373,-.38318676,0,-.38318676,-.38318676
-12,27,9.3706903,0,9.3706903,9.3706903,1.1275933,0,1.1275933,1.1275933,14.294623,0,14.294623,14.294623,.14471786,0,.14471786,.14471786,-8.7718458,0,-8.7718458,-8.7718458,-.38220674,0,-.38220674,-.38220674
-11.9,27,9.3466635,0,9.3466635,9.3466635,1.1247021,0,1.1247021,1.1247021,14.257971,0,14.257971,14.257971,.14434677,0,.14434677,.14434677,-8.7493534,0,-8.7493534,-8.7493534,-.38122672,0,-.38122672,-.38122672
-11.8,27,9.3226357,0,9.3226357,9.3226357,1.1218108,0,1.1218108,1.1218108,14.221317,0,14.221317,14.221317,.1439757,0,.1439757,.1439757,-8.726862,0,-8.726862,-8.726862,-.3802467,0,-.3802467,-.3802467
-11.7,27,9.2986078,0,9.2986078,9.2986078,1.1189195,0,1.1189195,1.1189195,14.184665,0,14.184665,14.184665,.14360464,0,.14360464,.14360464,-8.7043695,0,-8.7043695,-8.7043695,-.37926668,0,-.37926668,-.37926668
-11.6,27,9.274581,0,9.274581,9.274581,1.1160283,0,1.1160283,1.1160283,14.148012,0,14.148012,14.148012,.14323357,0,.14323357,.14323357,-8.6818781,0,-8.6818781,-8.6818781,-.37828666,0,-.37828666,-.37828666
-11.5,27,9.2505531,0,9.2505531,9.2505531,1.113137,0,1.113137,1.113137,14.111359,0,14.111359,14.111359,.1428625,0,.1428625,.1428625,-8.6593857,0,-8.6593857,-8.6593857,-.37730664,0,-.37730664,-.37730664
-11.4,27,9.2265263,0,9.2265263,9.2265263,1.1102457,0,1.1102457,1.1102457,14.074706,0,14.074706,14.074706,.14249143,0,.14249143,.14249143,-8.6368942,0,-8.6368942,-8.6368942,-.37632662,0,-.37632662,-.37632662
-11.3,27,9.2024984,0,9.2024984,9.2024984,1.1073545,0,1.1073545,1.1073545,14.038054,0,14.038054,14.038054,.14212036,0,.14212036,.14212036,-8.6144018,0,-8.6144018,-8.6144018,-.3753466,0,-.3753466,-.3753466
-11.2,27,9.1784716,0,9.1784716,9.1784716,1.1044632,0,1.1044632,1.1044632,14.0014,0,14.0014,14.0014,.14174928,0,.14174928,.14174928,-8.5919104,0,-8.5919104,-8.5919104,-.37436658,0,-.37436658,-.37436658
-11.1,27,9.1544437,0,9.1544437,9.1544437,1.1015719,0,1.1015719,1.1015719,13.964747,0,13.964747,13.964747,.14137821,0,.14137821,.14137821,-8.569418,0,-8.569418,-8.569418,-.37338656,0,-.37338656,-.37338656
-11,27,9.1304169,0,9.1304169,9.1304169,1.0986806,0,1.0986806,1.0986806,13.928095,0,13.928095,13.928095,.14100714,0,.14100714,.14100714,-8.5469265,0,-8.5469265,-8.5469265,-.37240654,0,-.37240654,-.37240654
-10.9,27,9.106389,0,9.106389,9.106389,1.0957894,0,1.0957894,1.0957894,13.891441,0,13.891441,13.891441,.14063607,0,.14063607,.14063607,-8.5244341,0,-8.5244341,-8.5244341,-.37142652,0,-.37142652,-.37142652
-10.8,27,9.0823612,0,9.0823612,9.0823612,1.0928981,0,1.0928981,1.0928981,13.854789,0,13.854789,13.854789,.140265,0,.140265,.140265,-8.5019426,0,-8.5019426,-8.5019426,-.37044653,0,-.37044653,-.37044653
-10.7,27,9.0583344,0,9.0583344,9.0583344,1.0900068,0,1.0900068,1.0900068,13.818136,0,13.818136,13.818136,.13989392,0,.13989392,.13989392,-8.4794502,0,-8.4794502,-8.4794502,-.36946651,0,-.36946651,-.36946651
-10.6,27,9.0343065,0,9.0343065,9.0343065,1.0871156,0,1.0871156,1.0871156,13.781484,0,13.781484,13.781484,.13952285,0,.13952285,.13952285,-8.4569588,0,-8.4569588,-8.4569588,-.36848649,0,-.36848649,-.36848649
-10.5,27,9.0102797,0,9.0102797,9.0102797,1.0842243,0,1.0842243,1.0842243,13.74483,0,13.74483,13.74483,.13915178,0,.13915178,.13915178,-8.4344664,0,-8.4344664,-8.4344664,-.36750647,0,-.36750647,-.36750647
-10.4,27,8.9862518,0,8.9862518,8.9862518,1.081333,0,1.081333,1.081333,13.708178,0,13.708178,13.708178,.13878071,0,.13878071,.13878071,-8.4119749,0,-8.4119749,-8.4119749,-.36652645,0,-.36652645,-.36652645
-10.3,27,8.962225,0,8.962225,8.962225,1.0784419,0,1.0784419,1.0784419,13.671525,0,13.671525,13.671525,.13840964,0,.13840964,.13840964,-8.3894825,0,-8.3894825,-8.3894825,-.36554644,0,-.36554644,-.36554644
-10.2,27,8.9381971,0,8.9381971,8.9381971,1.0755506,0,1.0755506,1.0755506,13.634871,0,13.634871,13.634871,.13803856,0,.13803856,.13803856,-8.366991,0,-8.366991,-8.366991,-.36456642,0,-.36456642,-.36456642
-10.1,27,8.9141703,0,8.9141703,8.9141703,1.0726593,0,1.0726593,1.0726593,13.598219,0,13.598219,13.598219,.13766749,0,.13766749,.13766749,-8.3444996,0,-8.3444996,-8.3444996,-.3635864,0,-.3635864,-.3635864
-10,27,8.8901424,0,8.8901424,8.8901424,1.0697681,0,1.0697681,1.0697681,13.561565,0,13.561565,13.561565,.13729642,0,.13729642,.13729642,-8.3220072,0,-8.3220072,-8.3220072,-.36260638,0,-.36260638,-.36260638
-9.9,27,8.8661146,0,8.8661146,8.8661146,1.0668768,0,1.0668768,1.0668768,13.524913,0,13.524913,13.524913,.13692535,0,.13692535,.13692535,-8.2995148,0,-8.2995148,-8.2995148,-.36162636,0,-.36162636,-.36162636
-9.800000000000001,27,8.8420877,0,8.8420877,8.8420877,1.0639855,0,1.0639855,1.0639855,13.48826,0,13.48826,13.48826,.13655429,0,.13655429,.13655429,-8.2770233,0,-8.2770233,-8.2770233,-.36064634,0,-.36064634,-.36064634
-9.699999999999999,27,8.8180599,0,8.8180599,8.8180599,1.0610942,0,1.0610942,1.0610942,13.451607,0,13.451607,13.451607,.13618322,0,.13618322,.13618322,-8.2545309,0,-8.2545309,-8.2545309,-.35966632,0,-.35966632,-.35966632
-9.6,27,8.7940331,0,8.7940331,8.7940331,1.058203,0,1.058203,1.058203,13.414954,0,13.414954,13.414954,.13581215,0,.13581215,.13581215,-8.2320395,0,-8.2320395,-8.2320395,-.35868633,0,-.35868633,-.35868633
-9.5,27,8.7700052,0,8.7700052,8.7700052,1.0553117,0,1.0553117,1.0553117,13.378302,0,13.378302,13.378302,.13544106,0,.13544106,.13544106,-8.209548,0,-8.209548,-8.209548,-.35770631,0,-.35770631,-.35770631
-9.4,27,8.7459774,0,8.7459774,8.7459774,1.0524204,0,1.0524204,1.0524204,13.341648,0,13.341648,13.341648,.13507,0,.13507,.13507,-8.1870556,0,-8.1870556,-8.1870556,-.35672629,0,-.35672629,-.35672629
-9.300000000000001,27,8.7219505,0,8.7219505,8.7219505,1.0495292,0,1.0495292,1.0495292,13.304996,0,13.304996,13.304996,.13469893,0,.13469893,.13469893,-8.1645641,0,-8.1645641,-8.1645641,-.35574627,0,-.35574627,-.35574627
-9.199999999999999,27,8.6979227,0,8.6979227,8.6979227,1.0466379,0,1.0466379,1.0466379,13.268343,0,13.268343,13.268343,.13432786,0,.13432786,.13432786,-8.1420717,0,-8.1420717,-8.1420717,-.35476625,0,-.35476625,-.35476625
-9.1,27,8.6738958,0,8.6738958,8.6738958,1.0437466,0,1.0437466,1.0437466,13.23169,0,13.23169,13.23169,.13395679,0,.13395679,.13395679,-8.1195803,0,-8.1195803,-8.1195803,-.35378623,0,-.35378623,-.35378623
-9,27,8.649868,0,8.649868,8.649868,1.0408554,0,1.0408554,1.0408554,13.195037,0,13.195037,13.195037,.13358571,0,.13358571,.13358571,-8.0970879,0,-8.0970879,-8.0970879,-.35280621,0,-.35280621,-.35280621
