temp,ref,yhat_low_gdp,se_low_gdp,lowerci_low_gdp,upperci_low_gdp,yhat_high_gdp,se_high_gdp,lowerci_high_gdp,upperci_high_gdp,yhat_low_lrt,se_low_lrt,lowerci_low_lrt,upperci_low_lrt,yhat_high_lrt,se_high_lrt,lowerci_high_lrt,upperci_high_lrt
45,27,-2.3604589,16.191486,-34.095192,29.374273,-64.716652,56.814285,-176.0706,46.637295,3.3615193,4.5110173,-5.4799123,12.202951,-9.0762606,23.859509,-55.840038,37.687519
40,27,-1.3288444,9.0400114,-19.04694,16.389252,-32.174267,32.170979,-95.228226,30.87969,1.77065,2.5790904,-3.2842743,6.8255744,-3.0201941,13.966261,-30.393562,24.353174
35,27,-.34629899,3.5544021,-7.312799,6.6202011,-1.5330657,20.543812,-41.798199,38.732067,.2655513,.86933255,-1.4383092,1.9694118,2.5744777,5.6060729,-8.4132233,13.562179
30,27,.00072457112,1.6733515,-3.2789841,3.2804334,4.4847088,11.259421,-17.583353,26.552771,-.1286789,.28283048,-.68301648,.42565864,2.193336,2.0964849,-1.9156988,6.302371
10,27,-.1251954,10.143593,-20.006271,19.75588,-30.104986,67.765579,-162.92308,102.71311,.94084036,1.6846495,-2.3610117,4.2426925,-13.567509,12.344886,-37.763039,10.628022
5,27,-.16201757,13.127003,-25.890469,25.566435,-38.959393,87.696632,-210.84163,132.92285,1.2175581,2.1801345,-3.0554271,5.4905434,-17.557953,15.975734,-48.869816,13.753911
0,27,-.19883974,16.110413,-31.774666,31.376987,-47.813801,107.62769,-258.76019,163.13258,1.4942758,2.6756196,-3.7498424,6.7383943,-21.548397,19.606583,-59.976593,16.879801
-5,27,-.23566192,19.093821,-37.658863,37.187542,-56.668209,127.55874,-306.67874,193.34233,1.7709936,3.1711049,-4.4442577,7.9862447,-25.538839,23.237431,-71.083366,20.00569
-10,27,-.27248409,22.07723,-43.54306,42.998093,-65.522614,147.48979,-354.59729,223.55206,2.0477114,3.66659,-5.1386728,9.2340956,-29.529284,26.86828,-82.190147,23.131578
