,year,ce_damages,reg_damages,fair_temperatures_anomaly_rcp,diff,level_ce,level_reg,slope_ce,slope_reg
176,2191,0.0018056462374880233,0.0018685523963970496,1.6742144,-6.290615890902629e-05,2.1758015174945284,2.176805323546197,1.2301291638374356,1.2730440760767998
177,2192,0.001814982610485849,0.0018785950567687948,1.6735885,-6.361244628294571e-05,2.1875703113592637,2.1885766171166496,1.2354781310702436,1.2788393558208
178,2193,0.00182445893318528,0.0018887517076180416,1.6732289,-6.429277443276149e-05,2.1996624956665856,2.200682144926234,1.2410827122566739,1.28487780659716
179,2194,0.0018347194471259876,0.0018996562890034596,1.6734054,-6.493684187747206e-05,2.2124190124325476,2.213475403617049,1.2472130498395186,1.2914167605432
180,2195,0.0018477100107672229,0.0019131707076298632,1.6753565,-6.546069686264033e-05,2.227403410766834,2.2285757828203194,1.2551052943845904,1.2996323344854
181,2196,0.001866766516277707,0.0019324473454527258,1.681497,-6.568082917501883e-05,2.247714893048176,2.249192435823657,1.2671916629266424,1.3118383001537999
182,2197,0.0018909671611062606,0.0019566161131510107,1.6910490000000002,-6.564895204475008e-05,2.2725078729027235,2.2744459850381604,1.2827531903036844,1.3273482122310003
183,2198,0.0019165559494993545,0.0019821026768549466,1.701425,-6.554672735559208e-05,2.298577866989148,2.30101662178204,1.2992351581779757,1.343730919705
184,2199,0.0019383289690280137,0.0020039687072022083,1.7090343999999997,-6.563973817419466e-05,2.321246123163474,2.3240659642249613,1.3130192347880674,1.3575451941081598
185,2200,0.0019555475963350943,0.0020214908241538154,1.7136037,-6.594322781872108e-05,2.3400370274288473,2.343105274451389,1.323787933710399,1.3684896219409999
186,2201,0.0019669835843236783,0.0020335034166794053,1.7143691000000003,-6.6519832355727e-05,2.3538360314076945,2.356984256070274,1.3307181533762908,1.37578324053176
187,2202,0.001977331410159877,0.00204450480697993,1.7142245999999999,-6.717339682005274e-05,2.3664283434193276,2.3696157751960625,1.3367227217196547,1.3821966867751199
188,2203,0.0019869770359917105,0.002054829640327327,1.7137002000000001,-6.785260433561646e-05,2.378508871664234,2.3817182524945713,1.3423345621276308,1.3882372275282
189,2204,0.001995146505057388,0.0020637640274467905,1.7121218,-6.861752238940255e-05,2.389163078182298,2.3923448169188237,1.3468505947197358,1.39323615093228
190,2205,0.0020037304932749578,0.0020730830936201983,1.7109083999999999,-6.935260034524049e-05,2.4002937865509013,2.403463588870869,1.3517310267442455,1.3985817741448798
191,2206,0.002012378568295059,0.0020824539657193775,1.7098289,-7.007539742431845e-05,2.4115927924691682,2.4147562321315643,1.3567397147868738,1.4040499285728
192,2207,0.002023862904015239,0.002094532001327032,1.7104881,-7.066909731179294e-05,2.4252490186145748,2.4284878501204954,1.3635624118511172,1.4112412924083602
193,2208,0.0020400236811228822,0.0021110530719488096,1.7141215,-7.102939082592741e-05,2.442994268035439,2.4464506676292403,1.373526297789626,1.4214161096427997
194,2209,0.0020603804334853315,0.002131571357744111,1.7202891,-7.119092425877938e-05,2.4643076631231584,2.4681078665785057,1.3862081412784835,1.4341715682633
195,2210,0.0020824226624842623,0.002153653317900961,1.7277156000000002,-7.12306554166986e-05,2.48749955825755,2.491704770197149,1.4002878862448984,1.44825255029896
196,2211,0.0021030433130064807,0.0021744074637055633,1.7339886000000002,-7.136415069908253e-05,2.5092116029989677,2.5137702260617885,1.4132062586466092,1.46122876297972
197,2212,0.0021219537812169342,0.002193525488625614,1.7392081000000001,-7.157170740867969e-05,2.5295421670969978,2.5344066467433315,1.4250540342411817,1.4731872928694003
198,2213,0.0021370457454907843,0.0022090418883418117,1.7418102,-7.19961428510274e-05,2.546210049593509,2.551256248214163,1.434130343365258,1.4825133800915198
199,2214,0.002150042106252137,0.0022225454918078924,1.7432572,-7.250338555575553e-05,2.5612515787658903,2.566424951570641,1.4419808946614383,1.49067542548464
200,2215,0.0021585788000484385,0.0022318177309359477,1.7419325,-7.323893088750921e-05,2.572299221513191,2.5774647436468827,1.4468311028190586,1.4959898626260002
201,2216,0.0021660929224980308,0.0022401468031847394,1.7398083,-7.40538806867086e-05,2.5821718625483836,2.5872890106136963,1.4507953857352784,1.5004643883053799
202,2217,0.0021747571135164456,0.0022495314233164088,1.7386662,-7.477430979996313e-05,2.593452004913069,2.598567813098233,1.4558167680823435,1.5059420193636397
203,2218,0.0021855578746490245,0.0022609569639904237,1.7387383,-7.539908934139916e-05,2.6064938075562485,2.6116686814472594,1.4621650634582006,1.5126786684591402
204,2219,0.0022014785732742403,0.0022772531537671448,1.741809,-7.577458049290442e-05,2.623944981220058,2.62933165868871,1.4718322965957342,1.5225636296764002
205,2220,0.0022234600376305202,0.0022992969481019365,1.7484872,-7.583691047141627e-05,2.6467970282249786,2.652580488163925,1.4855381792887472,1.5362776039590398
206,2221,0.002248419743588137,0.002324150922472512,1.7569643,-7.573117888437508e-05,2.672481908061883,2.6787559711213955,1.5013157521898564,1.5519543624772403
207,2222,0.002277824251526006,0.002353204335737935,1.7680904,-7.538008421192899e-05,2.702377690230173,2.709278397055411,1.520143716235593,1.57052116526016
208,2223,0.002301470843897313,0.0023768225203526505,1.7755083999999999,-7.535167645533747e-05,2.726855542418236,2.734198291927528,1.5349037607626443,1.58522897669928
209,2224,0.0023179556177779226,0.00239362377030794,1.7788042000000002,-7.566815253001735e-05,2.745112244686506,2.752691410828807,1.545074581444153,1.5955843434347603
210,2225,0.0023301573080796167,0.002406391753503101,1.7793653999999999,-7.623444542348423e-05,2.7591749975730697,2.7668535847563573,1.5521723823892957,1.6030262488195597
211,2226,0.0023375988088663036,0.002414637000287101,1.7772236000000001,-7.703819142079738e-05,2.7690348054241483,2.7766749293414055,1.5561939811014218,1.6075530634747204
212,2227,0.002345414517768152,0.002423225036704224,1.7754039000000001,-7.781051893607227e-05,2.7793747986555086,2.7869909529453754,1.560563858175381,1.6124100823523204
213,2228,0.002353062528724248,0.0024316829167978504,1.7733168999999998,-7.86203880736025e-05,2.7892768678426223,2.796853484575967,1.5646090500726149,1.6169599229475593
214,2229,0.0023647146184360146,0.002443909270835043,1.7737298,-7.919465239902834e-05,2.803082122870279,2.8107493029526576,1.5715201578850917,1.6242253635528
215,2230,0.002383276732403239,0.002462696394035291,1.7780038,-7.941966163205194e-05,2.822996026627735,2.8309588003345327,1.5829108886978271,1.63573443695124
216,2231,0.002405333979669244,0.0024848068516423183,1.7841341,-7.947287197307418e-05,2.8459478816203267,2.854306209308688,1.5965031141819463,1.6493272632599396
217,2232,0.0024264944104563924,0.0025060257303173294,1.7899641,-7.953131986093709e-05,2.8685395262042817,2.8772798337999204,1.6098029668635925,1.6626416941926996
218,2233,0.0024489849649826922,0.0025285313615364124,1.7963043,-7.95463965537202e-05,2.8920751363380695,2.9012269497050514,1.6237572702319645,1.6765747904184398
219,2234,0.0024671824394939534,0.002546970549283767,1.8001633000000001,-7.978810978981343e-05,2.911680890632124,2.9211149100816827,1.634848607558376,1.68779520636352
220,2235,0.002482172462411114,0.0025623589235794775,1.8022756999999998,-8.018646116836337e-05,2.9284817846883167,2.9381071349751395,1.643910485342864,1.6970933159905999
221,2236,0.0024919012570965293,0.002572781361005916,1.8013375,-8.088010390938649e-05,2.9402786349537484,2.949932341633943,1.64936890873905,1.7029797473900004
222,2237,0.00250099909782886,0.0025826230082448554,1.7999593,-8.162391041599548e-05,2.951336201247331,2.960996056748913,1.6542936087723707,1.7083615751782197
223,2238,0.0025098000022651945,0.0025921419999797024,1.7986978999999998,-8.23419977145079e-05,2.9625717492647716,2.972240657926938,1.6593449921751096,1.7138632704351
224,2239,0.002521018909175332,0.002603993988140374,1.7984973999999998,-8.297507896504186e-05,2.9755590854915006,2.985295292999715,1.6656597162362141,1.72056081315124
225,2240,0.002535969112373415,0.0026193351837928702,1.8006092,-8.336607141945507e-05,2.992413170292993,3.0023445097969303,1.6747633867429994,1.7298977729428802
226,2241,0.0025590588350858923,0.0026424064356955768,1.8069495,-8.334760060968449e-05,3.016431515609664,3.026792464004525,1.6890110995683456,1.74410086276
227,2242,0.002587408597935159,0.0026704529554550938,1.8160797,-8.304435751993466e-05,3.045339028629942,3.0562849151057905,1.7067133928082818,1.7615706430229197
228,2243,0.0026134241352644416,0.0026962599094377815,1.8240468999999997,-8.283577417333987e-05,3.0724644084255117,3.083932831035366,1.7230825834473797,1.7777772357696793
229,2244,0.002636826632252731,0.0027196386745313994,1.8302538000000002,-8.281204227866823e-05,3.096713513088505,3.1086102734887175,1.7373696583391687,1.7920129595758003
230,2245,0.0026531841814647628,0.0027363234102484313,1.8328137,-8.313922878366853e-05,3.114712784487853,3.126839914230162,1.7472271142902107,1.80205753097602
231,2246,0.002664315272713935,0.002748065934696342,1.8325599,-8.375066198240688e-05,3.1278154343107576,3.140019260792571,1.7536323198060564,1.8088368445421799
232,2247,0.0026741434420665122,0.0027585631205715444,1.8317047,-8.441967850503218e-05,3.1398564930838346,3.1521037288842937,1.759289111404319,1.8149089060394001
233,2248,0.0026820245427097156,0.0027672353802699057,1.8297298,-8.52108375601901e-05,3.149911556065192,3.1621384192058373,1.7635434800777228,1.81965484002688
234,2249,0.0026896278843566712,0.0027756468976396498,1.8276203000000002,-8.601901328297856e-05,3.1597070641356555,3.1719042553263597,1.7676107246025052,1.82422432261676
235,2250,0.002697719896707973,0.0027845376484849638,1.8256865000000002,-8.68177517769908e-05,3.1697911922931064,3.181966927512595,1.771878266135027,1.8289836264372004
236,2251,0.002707514384713061,0.002795040267235649,1.8246511000000003,-8.752588252258775e-05,3.1814503398727787,3.193655205178188,1.7772588905333493,1.8347959237582603
237,2252,0.0027208531450977347,0.0028088468351672446,1.8257368999999999,-8.799369006950997e-05,3.196881163545562,3.209236631058774,1.7853114836743713,1.8431333016953797
238,2253,0.0027407076020633525,0.0028288583963944625,1.8298997,-8.815079433110995e-05,3.217852215967812,3.230537446269997,1.7972794595631933,1.8551705618228602
239,2254,0.0027656007373839664,0.0028536001040988523,1.8368006999999997,-8.799936671488595e-05,3.243860048459723,3.2570355873948458,1.8127753472117782,1.8705408982893201
240,2255,0.002789662358265055,0.0028775701075574034,1.8431189,-8.790774929234857e-05,3.2689562059233817,3.282589684246102,1.8275919993488232,1.8852675483996797
241,2256,0.0028138282128136183,0.0029016540990762785,1.849337,-8.782588626266019e-05,3.2940045059950553,3.3080921494331488,1.842340572720447,1.8999288392950002
242,2257,0.0028347135966670933,0.002922605138064416,1.8540169999999998,-8.789154139732247e-05,3.3163320117980017,3.3307862402218387,1.8551671836947448,1.9127723815527995
243,2258,0.0028506163704915544,0.0029388663497034173,1.8560366999999998,-8.824997921186295e-05,3.3337866015844884,3.3484562707080876,1.8645987848026535,1.9224087464587394
244,2259,0.00286373737090706,0.002952483886267121,1.8567262999999998,-8.874651536006084e-05,3.348782528509338,3.3635911828374754,1.8723235271113587,1.93043216397454
245,2260,0.002872106183792411,0.00296163102324698,1.8549256,-8.95248394545689e-05,3.3591106351134346,3.3739133896106255,1.876811121934352,1.93539858486976
246,2261,0.0028796308001122206,0.0029699821591009368,1.8527125,-9.035135898871616e-05,3.368642658222459,3.3834133118295338,1.8807423622862331,1.9398396455549998
247,2262,0.002889244398679658,0.002980291252807632,1.8516462,-9.104685412797409e-05,3.380313106878969,3.3951180670212064,1.8861571741434457,1.9456820506841606
248,2263,0.0029017282735464,0.0029933288655179524,1.8519129,-9.160059197155235e-05,3.394493148766868,3.4094117812209945,1.8933172045432412,1.9531728344917403
249,2264,0.0029209158072638353,0.003012695807841581,1.8554814999999998,-9.178000057774582e-05,3.4149593157895555,3.4301887837715963,1.9048437951971526,1.9647855894622996
250,2265,0.0029474956673012365,0.00303902437617376,1.8627443,-9.152870887252362e-05,3.4425796733920455,3.4583437619846196,1.9213046528825801,1.98105553209354
251,2266,0.0029781675959075216,0.003069230982629456,1.8718523999999999,-9.106338672193459e-05,3.473947824607638,3.490357407892147,1.9402914421825486,1.9997081908613596
252,2267,0.003011215099733011,0.0031016615915664403,1.8821346999999997,-9.044649183342912e-05,3.5078538085661064,3.5249786000069196,1.9609340281042111,2.0199220797594397
253,2268,0.0030342920585479938,0.003124679467779945,1.8874866999999997,-9.038740923195121e-05,3.5322901036770125,3.5498391905736755,1.9750644319638764,2.03398745546196
254,2269,0.003051013436527139,0.003141698973728957,1.8897164,-9.068553720181782e-05,3.5506350551640997,3.5684257506779895,1.985044741870076,2.04413532571136
255,2270,0.0030614306480281073,0.003152787907044985,1.8887898999999997,-9.135725901687763e-05,3.562727831264297,3.5805742077930582,1.9907844142372841,2.0502816252793794
256,2271,0.0030692386975692543,0.0031613986562182284,1.8867093000000001,-9.215995864897408e-05,3.5725055450671013,3.5903373711005973,1.9949512848494706,2.05494376654514
257,2272,0.0030755115270064692,0.0031685800599352554,1.8838111000000002,-9.306853292878614e-05,3.580626086667621,3.5983921475614595,1.9979864130470166,2.05853860814674
258,2273,0.003084025091690812,0.0031778599681144826,1.882093,-9.383487642367072e-05,3.5910800162461802,3.6088497742745704,2.0026042976226113,2.063627181921
259,2274,0.0030988198030890146,0.003193049461762687,1.8834578000000002,-9.422965867367239e-05,3.6077086002042265,3.625670232110259,2.011427665900044,2.0726834928062408
260,2275,0.0031213831641139222,0.003215619196641928,1.8881907,-9.423603252800561e-05,3.63117098156495,3.649531564176375,2.024892652808953,2.0861171933790796
261,2276,0.003147008518369354,0.0032410234995636777,1.894608,-9.401498119432361e-05,3.6581656925848045,3.677029617609594,2.0407256971263346,2.101783321664
262,2277,0.0031704524790319155,0.003264370022877383,1.8999496999999999,-9.391754384546758e-05,3.6830959175855806,3.7023990673844023,2.0551316692722583,2.1161026779064596
263,2278,0.0031918739543863595,0.003285843729045723,1.904109,-9.396977465936374e-05,3.705694724139615,3.7253659971134363,2.0679468475199507,2.1289204478786
264,2279,0.003208392098946966,0.0033026758790750677,1.906047,-9.428378012810157e-05,3.7237576308637363,3.7436627693446716,2.0777067215653457,2.1388564634930005
265,2280,0.0032183852690810255,0.0033133564127449944,1.904943,-9.497114366396886e-05,3.7355095088037213,3.7554625727687316,2.0832319934095813,2.1447995143118
266,2281,0.0032263439112343306,0.0033221026650021024,1.9030006000000002,-9.575875376777176e-05,3.745496782344853,3.7654453105731616,2.0875705092896837,2.14962433277584
267,2282,0.0032352285726613417,0.0033317410188233865,1.9013984,-9.65124461620448e-05,3.7561736871974034,3.7761370010347113,2.092369355990466,2.1548831187519997
268,2283,0.0032452973887604486,0.003342497119483756,1.9003462,-9.719973072330745e-05,3.7679852732752575,3.787996727971383,2.09792974803711,2.1608600823123205
269,2284,0.0032603709214718,0.0033579723856664856,1.9015805000000001,-9.76014641946854e-05,3.784596916826928,3.8048007179241514,2.106720629496375,2.1698825510107
270,2285,0.003284493486685136,0.003381994780460751,1.9068165000000001,-9.750129377561478e-05,3.80970519248113,3.830354694188901,2.121213852005045,2.1842787527765
271,2286,0.0033155668883897427,0.003412530092370414,1.9153471000000002,-9.696320398067115e-05,3.841970726232625,3.863274129376186,2.1404578934206926,2.20315113514066
272,2287,0.003346383038723477,0.003442821225199566,1.9236943,-9.643818647608882e-05,3.8740653711648485,3.896010829443786,2.159520921397363,2.2218512327652595
273,2288,0.0033742219332784096,0.003470343418725097,1.9304421000000003,-9.612148544668742e-05,3.902896463205943,3.9253847825286643,2.1763664076019644,2.2384605211292006
274,2289,0.003389018522486964,0.0034855378811631255,1.9314917,-9.651935867616146e-05,3.919415597630576,3.9420931564231534,2.185064440786564,2.2473915211985203
275,2290,0.0034021994527293486,0.0034992296855098637,1.9317113000000001,-9.703023278051504e-05,3.9341310807102037,3.9569465059450897,2.192572386598663,2.25520109016896
276,2291,0.0034110816301891056,0.0035088733407611095,1.930015,-9.779171057200386e-05,3.9446373166168835,3.9674703951151,2.197303021898219,2.2603945899449998
277,2292,0.003417023512314099,0.0035157292191208,1.927123,-9.870570680670099e-05,3.9524914447577366,3.975264613302232,2.200277118076565,2.2639334793918002
278,2293,0.0034229643689851486,0.0035225857426191,1.9242479,-9.96213736339513e-05,3.9603535121593847,3.9830650966971186,2.203248249421275,2.2674700438625797
279,2294,0.0034337185094832634,0.003533996791724281,1.9234078000000001,-0.00010027828224101754,3.972679137181819,3.995457251131762,2.2091732652276685,2.2737893299356404
280,2295,0.0034540618161402747,0.003554440786630586,1.9267671999999998,-0.0001003789704903113,3.994309012027894,4.017426682971169,2.2212627772535765,2.28591487537472
281,2296,0.003480628354309623,0.003580725338459878,1.9329093000000002,-0.00010009698415025525,4.022224181967306,4.045861903336121,2.237487779107635,2.3019339062151603
282,2297,0.0035130113254409068,0.0036125056371636433,1.9414328,-9.949431172273648e-05,4.055654719948956,4.07996590047492,2.2572944923869835,2.32132452390144
283,2298,0.003542263805094592,0.0036413373433603624,1.948534,-9.907353826577037e-05,4.086078784433793,4.110972368912284,2.2750717544341446,2.3388029517124
284,2299,0.0035626572146210123,0.0036618064687550245,1.951856,-9.914925413401221e-05,4.108026210086335,4.133261581127305,2.2872898870311276,2.3510455019231995
285,2300,0.0035719121203330317,0.0036717889006467885,1.9503624,-9.98767803137568e-05,4.118982142972337,4.144252274365881,2.2923466127716923,2.35654515159792
