,year,ce_damages,reg_damages,fair_temperatures_anomaly_rcp,diff,level_ce,level_reg,slope_ce,slope_reg
12,2027,-2.6015753112063056e-05,-2.661159733473306e-05,0.38356054,5.958442226700056e-07,0.04563962421502525,0.045199456697292605,-0.01628054114203851,-0.016649901053124
13,2028,-1.0002634004122046e-05,-1.0739541395222985e-05,0.39987239,7.369073911009383e-07,0.0467648161086843,0.046317264527760894,-0.006365243857460026,-0.0068203009999620035
14,2029,-6.666801402292061e-05,-6.753132531420875e-05,0.41510904,8.63311291288138e-07,0.04814516755123038,0.04767762187999468,-0.04157273538454276,-0.04210639312884798
15,2030,-0.00011069893034362788,-0.00011152668544013589,0.43057269,8.277550965080094e-07,0.05326691861962459,0.05278424606408024,-0.06914516646634516,-0.06965840545330806
16,2031,-4.791110537957777e-07,-1.4511041102061029e-06,0.44620788,9.719930564103252e-07,0.05720445567025523,0.05670768141264869,-0.0006035293586606205,-0.0012098081351199774
17,2032,7.41690549455748e-05,7.318033402183011e-05,0.46339989,9.887209237446903e-07,0.06525457242447055,0.06473449628370388,0.04643948808658216,0.04581849827686999
18,2033,5.513120188727072e-05,5.4230356897083665e-05,0.48439425,9.008449901870552e-07,0.06673168420143097,0.066194673266396,0.03469000677918922,0.03412017636820004
19,2034,0.0001150605778373337,0.00011410337008685434,0.51044989,9.572077504793608e-07,0.07328090554027843,0.07272160380606474,0.07332982129559062,0.07271948642736799
20,2035,0.00018875108461233192,0.00018777300311025036,0.53582895,9.780815020815625e-07,0.07570770665294924,0.07512366062991942,0.12137368872687512,0.12074500343155
21,2036,0.00015851965146139457,0.00015760936752895471,0.56240374,9.102839324398593e-07,0.07963214910246193,0.07902525293886398,0.10268822935825368,0.10209863458148402
22,2037,0.00015877425646503018,0.0001577305022907316,0.58511758,1.0437541742985834e-06,0.08451178920414958,0.0838710230792464,0.10366474306093389,0.10298296646472802
23,2038,0.00020323650090750545,0.00020222693428553762,0.60725158,1.0095666219678279e-06,0.09845345221663516,0.0977653000888723,0.13381434448930352,0.133149864884924
24,2039,0.00020089180572803456,0.0001998898650553277,0.62563658,1.0019406727068692e-06,0.11282535362313577,0.11210472812122196,0.13325974226204013,0.13259541994079999
25,2040,0.00013224320952137658,0.00013124580343010228,0.64129239,9.974060912743e-07,0.12360320236112679,0.12286435921514349,0.08826910332506922,0.087603038460486
26,2041,0.00011677497822848437,0.00011585288073295841,0.65519005,9.220974955259642e-07,0.1355831422064207,0.13481256770782898,0.07846272553571146,0.07784280205392
27,2042,0.00011896477899978053,0.0001180227450978677,0.66963625,9.42033901912831e-07,0.1510501348592012,0.15024998374194948,0.08045033180051257,0.07981270786550002
28,2043,9.209108812038846e-05,9.103736507251603e-05,0.68555486,1.0537230478724346e-06,0.16164051293625595,0.1608365027188465,0.06258940855097078,0.06187145060083599
29,2044,0.0001231314344958545,0.00012204077879771069,0.70385188,1.0906556981438165e-06,0.16559857669148728,0.16479390638584548,0.0842845513582242,0.08353683610181599
30,2045,0.00016604220594440555,0.00016497789339384172,0.72710037,1.0643125505638285e-06,0.17223742260339817,0.17141543152380917,0.11442281680724672,0.11368897905417003
31,2046,0.00014876084484427565,0.00014779754756208408,0.75258142,9.632972821915775e-07,0.1825500933918015,0.18170947648797517,0.10302690998501216,0.10235928015021198
32,2047,0.0001758090009442992,0.00017473303903536852,0.78011495,1.0759619089306671e-06,0.1908192245386689,0.1899484467383432,0.12245945528607892,0.12170963520864002
33,2048,0.00020005234813924577,0.000198932911798122,0.80595964,1.1194363411237696e-06,0.19660593268138027,0.19569582698571436,0.14009183865984054,0.13930770827336797
34,2049,0.00022692620562794752,0.00022585508733868886,0.82703823,1.0711182892586546e-06,0.20729440074148717,0.20634199986395724,0.15971886895444012,0.158965124643692
35,2050,0.00019596019955170352,0.0001950378753323989,0.84294313,9.223242193046044e-07,0.22144268714939014,0.22045073727646747,0.1384970731572243,0.13784535248611599
36,2051,0.0002076669497539929,0.00020680402938585973,0.85671455,8.629203681331798e-07,0.2361413787647901,0.2351196042447955,0.14742089530036162,0.14680870204071003
37,2052,0.0002517525051744518,0.00025072185173677375,0.86894262,1.030653437678053e-06,0.24276986315970078,0.24173195908790768,0.1795461650483841,0.17881156797768002
38,2053,0.00022033555455591713,0.0002193618628188454,0.88048184,9.736917370717357e-07,0.2667613613519858,0.265693051588365,0.15769937505138187,0.157002886576416
39,2054,0.00019492450558283858,0.00019388850172313843,0.89349985,1.036003859700152e-06,0.28403938867862427,0.282951772112253,0.13997702991408126,0.13923311922756998
40,2055,0.0002673365175293041,0.00026617350075958113,0.90977699,1.1630167697229687e-06,0.28590405799893026,0.2847956497802271,0.1927666767526942,0.19192845985067197
41,2056,0.00026866583343587713,0.00026751136846531187,0.92916262,1.154464970565261e-06,0.28869133460360974,0.2875474506126992,0.1943476820663742,0.19351296534428003
42,2057,0.00025779763087513397,0.0002565862584778533,0.94747931,1.2113723972806412e-06,0.3045800131251434,0.30340287028092233,0.1870165751270619,0.186138035863434
43,2058,0.0003233598247587288,0.0003220688635223734,0.96541893,1.2909612363554146e-06,0.30584332494504907,0.3046525291902729,0.23532494708845553,0.23438595176179397
44,2059,0.000335244884327901,0.0003341438464661839,0.98279953,1.1010378617171135e-06,0.3233319956322849,0.3220887020521475,0.24461753485930396,0.243814993811038
45,2060,0.00032602191462954844,0.00032492845919152025,0.99645048,1.0934554380281902e-06,0.34432153923780934,0.34302301250629863,0.2384710766696685,0.237672133332592
46,2061,0.0003362380869895709,0.0003352307835041701,1.0074807,1.00730348540079e-06,0.35854929571710836,0.3572158180807876,0.24650393211142524,0.24576649948738
47,2062,0.000339366493578519,0.00033840588885225564,1.0168556,9.606047262633588e-07,0.3769302069118302,0.37555251446380833,0.24933016286115045,0.24862554098439998
48,2063,0.0002861507654524087,0.0002854454163060405,1.0261889000000002,7.053491463682171e-07,0.39441213473842307,0.39297589804126626,0.21059200132054356,0.2100742212720801
49,2064,0.0002998134907131744,0.0002989969590783681,1.0358493,8.165316348063278e-07,0.4091198146883134,0.40763963001688863,0.2210431850001653,0.22044240342426002
50,2065,0.0003056603525863899,0.00030485429807547426,1.0467879999999998,8.060545109156436e-07,0.42084117713085434,0.4193412094084927,0.22571920135160278,0.22512525203439987
51,2066,0.00027780479789951684,0.00027715073309420024,1.0615652,6.540648053166009e-07,0.44703396838129184,0.4454624835787395,0.2054121196714065,0.20492995262192001
52,2067,0.00031948016241190036,0.00031880632576986034,1.078802,6.738366420400155e-07,0.45772076609729306,0.4561068979743106,0.2365634293956932,0.23606607943479999
53,2068,0.0003681444122192179,0.0003672807190281957,1.0963715,8.636931910221968e-07,0.4684579064108839,0.46681016864595676,0.2729564309788086,0.27231757445680005
54,2069,0.00039101048070289135,0.00039034835330620243,1.1114022,6.621273966889163e-07,0.4610319944841634,0.45937744879065034,0.290220928927466,0.28973134601399997
55,2070,0.00039413528216603044,0.00039372482819033383,1.1230937,4.104539756966119e-07,0.4758745560604427,0.4741444272112558,0.2928177812204388,0.2925150508018
56,2071,0.0004252782791245302,0.0004248078270187583,1.1311525,4.7045210577190133e-07,0.4788385709322456,0.47708742366808465,0.3162010586550693,0.31585344983450003
57,2072,0.00044630266098172333,0.0004457346659116901,1.1378752,5.679950700332448e-07,0.4864035987734851,0.4846316497811417,0.33207123664453814,0.33165074467840006
58,2073,0.0004430480753850885,0.00044273250115556273,1.1438586000000002,3.155742295257724e-07,0.5018147505435218,0.49998353927290284,0.3297888160317607,0.32955631988512
59,2074,0.00045433712849141106,0.00045424735591237386,1.1486684999999999,8.977257903719504e-08,0.5106256052079547,0.5087285636238497,0.338296763294907,0.3382325785321
60,2075,0.00046444614061336154,0.00046461447647572207,1.1534024,-1.6833586236053577e-07,0.5184831441787507,0.5165668302417403,0.34590124604837813,0.34602960219632
61,2076,0.00047111604571281607,0.00047136309443596147,1.1579586000000002,-2.470487231454044e-07,0.5399538011826022,0.5379936861026353,0.350899682538739,0.35108678191520004
62,2077,0.0004901617391848134,0.000490566481081367,1.1637911,-4.047418965535954e-07,0.5479845923200739,0.5459622404589636,0.36512021705061914,0.36542501471574
63,2078,0.0005108708213614754,0.0005115309921153166,1.1720573,-6.601707538411716e-07,0.5616105487022811,0.559481656650574,0.38046591567355836,0.3809612219006
64,2079,0.0005209434525972334,0.0005217643881511025,1.1822703,-8.209355538690843e-07,0.5777694328770202,0.5755724173792321,0.38785479951858276,0.38846984300094
65,2080,0.0005080686103814402,0.0005092942291379243,1.1931011999999999,-1.2256187564840815e-06,0.5934494578011215,0.5911505007936135,0.37814199598943576,0.37905843955887997
66,2081,0.0005283326206142469,0.0005300467647415541,1.2025805,-1.7141441273071933e-06,0.5959284130684088,0.5935780579173592,0.39304805533268194,0.3943281258819
67,2082,0.0005311671316290401,0.0005330724994210279,1.2108259,-1.9053677919877998e-06,0.6065296848146031,0.6041752904986255,0.3949466994500195,0.3963685325938199
68,2083,0.0005322954281327119,0.0005346551396432364,1.2163725,-2.359711510524498e-06,0.5949397224967015,0.5926244752976051,0.3955729861561197,0.397332219286
69,2084,0.0005366266665070007,0.0005393741913879424,1.2208947,-2.747524880941654e-06,0.6168934847611476,0.6144882649960348,0.3985816684469646,0.40062846766518
70,2085,0.0005537611773770434,0.0005567199307572324,1.2227181,-2.9587533801889165e-06,0.6225540895039846,0.620066944762877,0.4111358017830129,0.41333872648865994
71,2086,0.0005403936980635793,0.0005439074284482315,1.2238072,-3.5137303846521917e-06,0.6314903416722,0.6288846725170427,0.4009909577539158,0.4036050370008001
72,2087,0.0005292831812785392,0.0005335289221550799,1.2258322,-4.245740876540616e-06,0.6458602786141607,0.6431428593606312,0.3925561462484386,0.39571271937235997
73,2088,0.0005193930066695884,0.000524558529055863,1.2289541000000002,-5.165522386274546e-06,0.6802723997534958,0.6773057701228304,0.3850086060283955,0.38884623578935995
74,2089,0.000538221205098055,0.0005438195665830037,1.2349582000000001,-5.598361484948633e-06,0.6826205377164812,0.6795701040270585,0.3987991267877561,0.4029562027758001
75,2090,0.0005487304785797287,0.000554953230910038,1.2446615,-6.2227523303093335e-06,0.6997764637502721,0.6966579356372163,0.4063735236676942,0.41099156412710003
76,2091,0.00056814602387667,0.0005748633035156381,1.2562155000000002,-6.7172796389680656e-06,0.7042044869707988,0.7010300206589106,0.420540749196323,0.42552299635530005
77,2092,0.0005942615023978304,0.0006013775440638636,1.2700677,-7.1160416660331904e-06,0.7128404005562963,0.7095977577315769,0.43965932816681214,0.4449344171048
78,2093,0.000599693363068865,0.0006075178699543882,1.2806598,-7.824506885523164e-06,0.7191246233084555,0.7158178398758034,0.44347552264061385,0.44927291878083997
79,2094,0.0005952670482901601,0.0006035820210146259,1.2872801999999999,-8.314972724465797e-06,0.7441042559583828,0.7407305039677627,0.4399011899260333,0.4460576719233199
80,2095,0.0006117695853993244,0.0006208703274594995,1.2914898000000001,-9.100742060175193e-06,0.7462539268782016,0.7426784698181905,0.45187387372254506,0.45860823214816016
81,2096,0.0006309531104391475,0.0006409947478521749,1.2934353,-1.0041637413027438e-05,0.7678015416842427,0.7639474133226678,0.46584826799254964,0.47327512079796
82,2097,0.000633308982674885,0.000644480946192183,1.2955333,-1.117196351729799e-05,0.7855512610719444,0.7814490383691935,0.4673064862169826,0.4755640126887799
83,2098,0.000642787741761186,0.0006543071943908574,1.2978009,-1.1519452629671356e-05,0.7950316294481514,0.7907826688009516,0.47406373096969623,0.4825735092249999
84,2099,0.0006653653219739208,0.0006774068779602516,1.3023663,-1.2041555986330721e-05,0.7877490657314442,0.7834250843918278,0.49043747530554926,0.4993275482396201
85,2100,0.0006678530498198665,0.0006806837704623758,1.3103247,-1.2830720642509341e-05,0.8198208618481722,0.8155188213130179,0.4919706513894127,0.5014376906308
86,2101,0.000682059717358241,0.0006954581969614848,1.3213606000000002,-1.3398479603243807e-05,0.8360194507154373,0.8316801599216884,0.5021809192413582,0.5120616701886802
87,2102,0.0006954883130876333,0.0007094680741076553,1.3310688999999998,-1.3979761020022075e-05,0.8516985652408997,0.8473188634494578,0.5117699139064043,0.5220731515894599
88,2103,0.0007083135865797452,0.0007228858438284025,1.3397151000000003,-1.4572257248657294e-05,0.8669596486182585,0.8625375068917875,0.5208652105142828,0.5315979030025002
89,2104,0.0007196660579543712,0.0007348628090607656,1.3462466999999998,-1.5196751106394402e-05,0.8812178611519266,0.8767381141314387,0.5288653565195931,0.54005046700996
90,2105,0.0007288332234470785,0.0007447084260590042,1.3497193,-1.5875202611925765e-05,0.8939173928770219,0.8893507747422325,0.5352095051075804,0.54688523362032
91,2106,0.0007371279880552528,0.00075370036239919,1.3520563,-1.6572374343937213e-05,0.9060396662674917,0.9013758238642458,0.5409434824122153,0.5531237488117999
92,2107,0.0007450989329613744,0.000762381916076138,1.3537843999999999,-1.7282983114763617e-05,0.9178529186723161,0.9130866601258617,0.5463519209477522,0.5590440608022398
93,2108,0.0007535967652595454,0.0007715742110450119,1.3562096000000001,-1.797744578546645e-05,0.9300679697546259,0.9252104903709166,0.5521784768135166,0.56537079269664
94,2109,0.0007634321182252712,0.0007820729802716642,1.3601261,-1.8640862046392925e-05,0.9431407832031831,0.9382148091104001,0.5588944791030662,0.5725614913417001
95,2110,0.0007757014321880806,0.0007949349729478028,1.3670715,-1.9233540759722167e-05,0.9579734170883583,0.9530255468549146,0.5674218181586779,0.5815119466429
96,2111,0.0007924326726426179,0.0008121349799926625,1.3793367,-1.9702307350044634e-05,0.9759693545661342,0.9710834414959777,0.5791565554662619,0.5935774348814801
97,2112,0.0008081185640875788,0.0008283122921970421,1.390087,-2.0193728109463294e-05,0.9932711293830518,0.9884351002874252,0.5901068361333954,0.6048744414960001
98,2113,0.0008230729270588544,0.0008437735796427148,1.3997438999999998,-2.0700652583860446e-05,1.010083708327202,1.0052902463308393,0.6005038381983931,0.6156288819492398
99,2114,0.000834542153180351,0.0008558499409312414,1.404941,-2.1307787750890483e-05,1.0243231384044973,1.0195117858327656,0.608295968472389,0.6238497912914001
100,2115,0.0008452072697453517,0.0008671472369197186,1.4089973999999998,-2.193996717436697e-05,1.0379250529376585,1.033082183520035,0.6154424563567871,0.6314413327905999
101,2116,0.0008534975339755668,0.0008761327102237981,1.4103004,-2.2635176248231303e-05,1.0498630584720936,1.0449473278617738,0.6209362101919382,0.63742751118904
102,2117,0.0008613195925946115,0.0008846720382185147,1.4108704,-2.335244562390315e-05,1.0613553379641458,1.0563556058598085,0.6259886087565639,0.64298505296448
103,2118,0.0008690231899306511,0.0008930947203202866,1.4113508,-2.4071530389635498e-05,1.0727966398881432,1.0677120189911073,0.6309905549178432,0.6484937043639999
104,2119,0.0008775123381494776,0.0009022796925794996,1.4127159,-2.476735443002198e-05,1.0848055185605043,1.079652325754829,0.6365532790020263,0.6545452935342398
105,2120,0.0008889015481634566,0.0009142748857382532,1.4173639999999998,-2.537333757479665e-05,1.098939954238038,1.0937800216285507,0.6442086715404225,0.6626234763407999
106,2121,0.000903877573812828,0.0009297426717573831,1.4259917,-2.586509794455516e-05,1.1157314658160282,1.1106442312564906,0.6544483949078845,0.6732024362596999
107,2122,0.0009218982597212211,0.0009481537712709986,1.4378886,-2.6255511549777566e-05,1.1348295754777138,1.1298844214907597,0.6668727138227503,0.68589199447156
108,2123,0.0009362423407863751,0.0009630056975167278,1.4453938,-2.6763356730352683e-05,1.1511561293854924,1.1462773168708167,0.6765658550613938,0.69593340182116
109,2124,0.000950618095679534,0.0009778897746075543,1.452718,-2.7271678928020293e-05,1.1674680157870494,1.1626582416972913,0.6862126202665341,0.7059266523924
110,2125,0.0009609405177206654,0.0009888393428023612,1.4556832,-2.7898825081695833e-05,1.180859407174798,1.1760375361663695,0.6930640164086443,0.71321387790592
111,2126,0.0009687086362708541,0.0009973279309472005,1.4556537,-2.8619294676346385e-05,1.1921925819426655,1.1872994306340527,0.6979608844870634,0.7186101426990399
112,2127,0.0009758753996458314,0.001005232797517408,1.4550363000000002,-2.935739787157665e-05,1.2031123725706325,1.1981353743302274,0.702465396518485,0.7236272679996403
113,2128,0.0009829592158969724,0.0010130691736875974,1.4541746000000002,-3.0109957790624975e-05,1.2138536591945979,1.2087872049075967,0.7067999143762465,0.7284807285083603
114,2129,0.0009913278184279228,0.0010221437300876879,1.4547521,-3.081591165976505e-05,1.2256111374637324,1.2204859643401433,0.7120997634902166,0.7342664953174199
115,2130,0.001002889556852793,0.001034297731932643,1.4587476000000001,-3.1408175079850054e-05,1.239830584776807,1.2347246491280965,0.7197336242394048,0.7423052773328801
116,2131,0.0010210609283693994,0.0010528300751975195,1.4695791999999999,-3.176914682812004e-05,1.259088959123031,1.254162351072034,0.7320953990358118,0.7549052758300799
117,2132,0.0010388633274365233,0.001071002331583415,1.4798447,-3.2139004146891637e-05,1.2781143787080493,1.2733620523666938,0.744169644950579,0.7672236714696399
118,2133,0.001056658447359915,0.0010891629998608376,1.4899293,-3.2504552500922657e-05,1.2971790939331749,1.292604210148289,0.7562161834132737,0.7795108204446402
119,2134,0.001071051508650278,0.0011040495873717582,1.4962122,-3.2998078721480084e-05,1.3135010005057741,1.3090212211104126,0.7656965536965732,0.7893195425984799
120,2135,0.0010814063635637972,0.0011150323179682786,1.4984455,-3.362595440448146e-05,1.32678114842277,1.3223047509765404,0.7723814434333763,0.7964315184751001
121,2136,0.0010880070364354122,0.0011223920656013853,1.4969335,-3.438502916597308e-05,1.3371747477930964,1.3326114401772333,0.7764288186886386,0.8010006202293
122,2137,0.0010947173088222684,0.0011298705932734077,1.4953854,-3.51532844511393e-05,1.347526332571448,1.342873688469632,0.7804359407923307,0.8055315506687601
123,2138,0.0011013871644420803,0.0011373133619621,1.4938067,-3.59261975200198e-05,1.3578398173815533,1.3530958151111672,0.7844062492784525,0.8100279426114398
124,2139,0.0011086739185648398,0.0011453524165769835,1.4928443,-3.6678498012143734e-05,1.3686250017300043,1.363803932224788,0.788807827486042,0.81493988173124
125,2140,0.0011174115299794618,0.0011547847311452752,1.4933755,-3.737320116581344e-05,1.3805865889677362,1.3757272578621347,0.7942890956409399,0.8208914194552002
126,2141,0.0011297244411472285,0.0011676592659137786,1.4973483,-3.793482476655008e-05,1.3953106495276586,1.3905066957446999,0.8023009420746336,0.8292780969758601
127,2142,0.0011449164717813876,0.0011833026455052575,1.5040171999999998,-3.838617372386999e-05,1.4122744090585844,1.4076027436168843,0.8123420891395752,0.83961509210616
128,2143,0.0011599197880731715,0.0011987685816876592,1.5103168,-3.8848793614487676e-05,1.4290359930820626,1.424491495981032,0.8221724530259696,0.8497468010995202
129,2144,0.0011749026969516407,0.001214207401806,1.5165693999999998,-3.930470485435933e-05,1.445853204235568,1.4414395615561064,0.8320278687185318,0.8599001836549999
130,2145,0.0011887328467812264,0.0012285370121429828,1.5216346,-3.980416536175646e-05,1.4617655915597103,1.4574543942568297,0.8410490175580949,0.8692495830964801
131,2146,0.0011997244052679434,0.0012401498185896642,1.5238056999999998,-4.042541332172078e-05,1.475293139568373,1.4710054326417077,0.8479256872935108,0.8765360014746799
132,2147,0.0012105375074371594,0.0012515795432905819,1.5259236999999999,-4.1042035853422476e-05,1.4888016308665835,1.484537888494002,0.8547826212924474,0.8838026435031999
133,2148,0.0012198762142601183,0.0012615942388647383,1.5266423999999998,-4.171802460462004e-05,1.5011308211521477,1.4968519344387285,0.8605861582491694,0.89005704492752
134,2149,0.0012289440940471685,0.0012713498395233724,1.527091,-4.2405745476203904e-05,1.5132339765107385,1.508932592768066,0.8661880342062296,0.8961172340494
135,2150,0.0012383585350881354,0.0012814396737319544,1.5278352,-4.308113864381902e-05,1.5255997407315398,1.5212849582776893,0.8720238288870084,0.9024018168943999
136,2151,0.001248584458603652,0.0012923097192940602,1.5292875,-4.372526069040816e-05,1.5385955793967314,1.534289903163995,0.8784201941135964,0.9092241356974997
137,2152,0.0012620129180351825,0.0013062474182503614,1.533651,-4.423450021517894e-05,1.554187619288233,1.54998236487313,0.8871197736998551,0.9182562101144
138,2153,0.0012806513271241826,0.0013251887215013358,1.5424912,-4.4537394377153205e-05,1.573859218521938,1.5699001810428448,0.8994028801392935,0.9307240361696001
139,2154,0.001302116816748633,0.0013468386226171969,1.5536908,-4.472180586856389e-05,1.5958403526607985,1.5922054850325327,0.9136484421280844,0.9450707949932802
140,2155,0.0013215104083610374,0.001366498430749541,1.5629091999999998,-4.4988022388503524e-05,1.616204954331856,1.6128392579883606,0.926414658215646,0.9579954071016799
141,2156,0.001338661806118413,0.0013839984399399707,1.5701201999999999,-4.5336633821557726e-05,1.6348538260452696,1.6316989454633701,0.937652018077034,0.9694508447137999
142,2157,0.001352617088119512,0.001398447608549347,1.5742968000000002,-4.583052042983482e-05,1.650747586224498,1.6477110700195619,0.9464995780124651,0.9786133591476801
143,2158,0.0013623420964758992,0.001408814286102178,1.5751001,-4.647218962627875e-05,1.6634831141879722,1.6604585929866964,0.95263760629522,0.98517819071762
144,2159,0.001370058242886163,0.0014172799456775298,1.5739251,-4.722170279136684e-05,1.6743328269921203,1.6712559701045469,0.9571614178936297,0.9901966950380001
145,2160,0.0013772912858218689,0.0014252774118141964,1.5724261,-4.7986125992327544e-05,1.684859251047628,1.6817178294122237,0.9614068206367785,0.9949486459919598
146,2161,0.0013861098539922345,0.0014347954758635595,1.5722698999999998,-4.868562187132497e-05,1.6966685222543734,1.6935067837543043,0.9667516152838197,1.0007538295252798
147,2162,0.001398821593179722,0.001448042791595272,1.5753591,-4.922119841554995e-05,1.7116353336420298,1.708565041354144,0.9748021667678024,1.0091496990281
148,2163,0.0014176738534457112,0.001467174763659651,1.5834143999999999,-4.9500910213939875e-05,1.731535451860944,1.7287306542037972,0.9870486053994847,1.0215602127622398
149,2164,0.0014408160349104193,0.0014903942079906862,1.5950567,-4.957817308026691e-05,1.755169225000682,1.7527589764533924,1.002398533510207,1.03693780847794
150,2165,0.001460190841892972,0.0015100213484977587,1.6032851000000001,-4.9830506604786606e-05,1.7755774208400035,1.7734492544337,1.0149629878939246,1.0496468507502001
151,2166,0.0014788182304827924,0.001528907072050556,1.6110373,-5.008884156776361e-05,1.7956463350240286,1.793788219199365,1.0271997534493642,1.06203936606888
152,2167,0.0014910975208506372,0.0015417436520959171,1.6132935,-5.0646131245279946e-05,1.8101540762380126,1.8083777413837838,1.0347946274758169,1.0699900884001998
153,2168,0.0014996274631557949,0.0015509879082089562,1.6125778999999998,-5.1360445053161286e-05,1.8215977422188845,1.819799167515714,1.0398468311612163,1.0755089084971199
154,2169,0.0015063718300138973,0.0015585196308813831,1.6105173000000002,-5.214780086748583e-05,1.831629145311545,1.8297594739746563,1.043725224908861,1.0799062832071802
155,2170,0.0015132716980545968,0.0015662184702351922,1.6084294,-5.29467721805954e-05,1.8416123225947927,1.8396681533766206,1.0475601053866774,1.0842623239938798
156,2171,0.0015212355685798595,0.0015749284322630341,1.6072788999999998,-5.369286368317461e-05,1.852561669067152,1.850575868221714,1.0521973103372726,1.08938572721782
157,2172,0.0015320668617926358,0.001586363601902674,1.6085466,-5.4296740110038044e-05,1.8660573862705792,1.864120136189526,1.0589563062337566,1.09653696104616
158,2173,0.00154910074020842,0.0016037409897300403,1.6144573999999998,-5.4640249521620277e-05,1.8845266756622308,1.8828146515578545,1.069844700804469,1.1076318888708798
159,2174,0.0015685933647788808,0.0016234654588942465,1.6221888,-5.4872094115365755e-05,1.9050631993438003,1.9036493011212532,1.0824127170922662,1.12032899649024
160,2175,0.0015893838423024498,0.001644409767448174,1.6309824,-5.502592514572413e-05,1.9269050128611935,1.9258339713011372,1.0960066961119068,1.1340032676441598
161,2176,0.0016090439756759611,0.0016642904600381314,1.6386271000000001,-5.524648436217028e-05,1.9476430140488548,1.9468758154554688,1.108649466319854,1.1467669814836199
162,2177,0.0016246999113385119,0.0016803557885278764,1.643038,-5.565587718936449e-05,1.9649006786126937,1.9643173930188516,1.1184359071243368,1.1568016059404
163,2178,0.001635669034774745,0.00169192114910377,1.6440968999999996,-5.6252114329025105e-05,1.9784504118802162,1.977924359819355,1.125212014159053,1.1639620244868598
164,2179,0.0016449007500254353,0.0017018392569607688,1.6437439999999999,-5.693850693533342e-05,1.990416242409449,1.9898932632233493,1.1307058410515578,1.1698989567807998
165,2180,0.0016525820812094416,0.0017102887387947519,1.6421429,-5.770665758531024e-05,2.0009605992081956,2.0003896083705524,1.1350476916250132,1.1747367113367204
166,2181,0.0016601023092892575,0.00171858695248428,1.6404310000000002,-5.8484643195022556e-05,2.01136248107721,2.0107395443602227,1.1392717494628306,1.1794626102324
167,2182,0.0016674136149781305,0.0017266696312399077,1.638744,-5.9256016261777233e-05,2.021775690787706,2.0210982262672297,1.1435025951985458,1.1841955100159998
168,2183,0.001675769989355036,0.0017357608478083542,1.6377504999999999,-5.9990858453318197e-05,2.032968173432028,2.0322644350641745,1.1483654229032205,1.1895318349838997
169,2184,0.0016861304180522119,0.0017467640619774905,1.6382211000000002,-6.063364392527859e-05,2.045839514977539,2.0451692548015266,1.1545940194561883,1.1961701419265403
170,2185,0.001699830630687238,0.0017609427764346819,1.6411833999999998,-6.111214574744395e-05,2.0616118766558933,2.06108023710443,1.1631795380879777,1.20505514031168
171,2186,0.001720002223477124,0.0017813077390935739,1.6486001000000001,-6.130551561644992e-05,2.0826559533698457,2.082452230744612,1.176020077465631,1.2179939201078802
172,2187,0.0017397102792249264,0.0018012196416417048,1.6556734,-6.15093624167784e-05,2.1034306062447916,2.10354422173908,1.1886040220245675,1.23068597872816
173,2188,0.0017600502541226248,0.0018217320106970192,1.6631068,-6.168175657439434e-05,2.1247686784188047,2.1252185621032416,1.2016007119473613,1.2437691355848
174,2189,0.0017803654493597776,0.0018422195733913682,1.6704286,-6.185412403159063e-05,2.146111987825148,2.14689745354943,1.2145609589135913,1.2568157021282802
175,2190,0.0017950595380891166,0.0018573516506412702,1.6736971999999999,-6.229211255215361e-05,2.162626235989102,2.1635787057538627,1.2236676927363124,1.26618980227848
