,discrate,year,mc_damages,pulse,rcp,variable
0,1.0,2015.0,0.0,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
1,1.0,2016.0,0.0,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
2,1.0,2017.0,0.0,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
3,1.0,2018.0,0.0,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
4,1.0,2019.0,0.0,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
5,1.0,2020.0,-0.005954433361833988,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
6,1.0,2021.0,-0.014418071416935518,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
7,1.0,2022.0,-0.01975839621721054,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
8,1.0,2023.0,-0.018448185707757858,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
9,1.0,2024.0,-0.011903858342027007,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
10,1.0,2025.0,-0.00525403089624632,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
11,1.0,2026.0,-0.006328407131864111,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
12,1.0,2027.0,0.00018890894119039103,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
13,1.0,2028.0,0.007486217737421086,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
14,1.0,2029.0,0.003906381261845837,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
15,1.0,2030.0,0.0007807879873613643,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
16,1.0,2031.0,0.020010971384762044,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
17,1.0,2032.0,0.028868880554767884,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
18,1.0,2033.0,0.02847881633061533,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
19,1.0,2034.0,0.03302657096088879,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
20,1.0,2035.0,0.045703213133208465,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
21,1.0,2036.0,0.04436854970219173,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
22,1.0,2037.0,0.04488086602113128,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
23,1.0,2038.0,0.048638472363979446,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
24,1.0,2039.0,0.04849036254679362,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
25,1.0,2040.0,0.04185463864990169,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
26,1.0,2041.0,0.040688697564021936,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
27,1.0,2042.0,0.04449925329538473,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
28,1.0,2043.0,0.045881605014145066,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
29,1.0,2044.0,0.051942865686697814,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
30,1.0,2045.0,0.05837443620988836,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
31,1.0,2046.0,0.06147142975098774,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
32,1.0,2047.0,0.06569913019364293,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
33,1.0,2048.0,0.0705716036430104,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
34,1.0,2049.0,0.07576709100914059,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
35,1.0,2050.0,0.07621962529447757,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
36,1.0,2051.0,0.08046339683561143,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
37,1.0,2052.0,0.08294368108801109,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
38,1.0,2053.0,0.08256238316411668,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
39,1.0,2054.0,0.08217564215689777,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
40,1.0,2055.0,0.08968716336019611,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
41,1.0,2056.0,0.09195604760726894,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
42,1.0,2057.0,0.09441533829341608,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
43,1.0,2058.0,0.10180723148536686,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
44,1.0,2059.0,0.10519572179845227,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
45,1.0,2060.0,0.10500749883661342,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
46,1.0,2061.0,0.10813590579768118,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
47,1.0,2062.0,0.10942689216101087,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
48,1.0,2063.0,0.10698164561000567,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
49,1.0,2064.0,0.10783101261509387,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
50,1.0,2065.0,0.11111212107930157,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
51,1.0,2066.0,0.1120556985444523,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
52,1.0,2067.0,0.11547623130692841,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
53,1.0,2068.0,0.11931286945610964,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
54,1.0,2069.0,0.12487244248632123,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
55,1.0,2070.0,0.12787790923854914,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
56,1.0,2071.0,0.1289681021256115,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
57,1.0,2072.0,0.13128034242583908,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
58,1.0,2073.0,0.13298777377636384,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
59,1.0,2074.0,0.13554379795476734,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
60,1.0,2075.0,0.1388463773643025,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
61,1.0,2076.0,0.13966632523414546,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
62,1.0,2077.0,0.14326678035737928,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
63,1.0,2078.0,0.148060647724634,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
64,1.0,2079.0,0.15018391235173567,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
65,1.0,2080.0,0.15120644491614144,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
66,1.0,2081.0,0.15749680011668943,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
67,1.0,2082.0,0.15988471109392322,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
68,1.0,2083.0,0.16257048796160234,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
69,1.0,2084.0,0.1649212025300244,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
70,1.0,2085.0,0.16676877006690916,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
71,1.0,2086.0,0.16683036404080553,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
72,1.0,2087.0,0.16884056402506076,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
73,1.0,2088.0,0.1700244685132759,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
74,1.0,2089.0,0.17238257997499318,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
75,1.0,2090.0,0.17633861322855182,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
76,1.0,2091.0,0.18014779406803427,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
77,1.0,2092.0,0.18266931543382725,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
78,1.0,2093.0,0.18615469835498288,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
79,1.0,2094.0,0.18741722904042035,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
80,1.0,2095.0,0.18827689326786867,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
81,1.0,2096.0,0.18972561473634642,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
82,1.0,2097.0,0.1918158975378219,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
83,1.0,2098.0,0.19128367196930185,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
84,1.0,2099.0,0.19301324909264395,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
85,1.0,2100.0,0.1968630192825458,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
86,1.0,2101.0,0.19888725782544725,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
87,1.0,2102.0,0.20076704999161166,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
88,1.0,2103.0,0.2025230834729541,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
89,1.0,2104.0,0.2040890492123708,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
90,1.0,2105.0,0.20540683788487968,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
91,1.0,2106.0,0.20660643452384875,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
92,1.0,2107.0,0.2077247380207723,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
93,1.0,2108.0,0.20884803203870206,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
94,1.0,2109.0,0.21002764892352843,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
95,1.0,2110.0,0.2113612109370706,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
96,1.0,2111.0,0.21299077590379056,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
97,1.0,2112.0,0.21447975108156925,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
98,1.0,2113.0,0.21585630353428087,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
99,1.0,2114.0,0.21691214398293823,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
100,1.0,2115.0,0.21785823589902975,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
101,1.0,2116.0,0.21859726247959088,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
102,1.0,2117.0,0.21925688095586793,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
103,1.0,2118.0,0.21987803772759662,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
104,1.0,2119.0,0.220520499267991,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
105,1.0,2120.0,0.22132851659466724,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
106,1.0,2121.0,0.22233950035837324,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
107,1.0,2122.0,0.22350606758999447,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
108,1.0,2123.0,0.2243711365011336,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
109,1.0,2124.0,0.22518695772976116,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
110,1.0,2125.0,0.2257099063780288,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
111,1.0,2126.0,0.22602426206987047,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
112,1.0,2127.0,0.2262728832273524,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
113,1.0,2128.0,0.226476851155212,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
114,1.0,2129.0,0.22673277404919645,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
115,1.0,2130.0,0.22715165723013797,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
116,1.0,2131.0,0.22792208349414977,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
117,1.0,2132.0,0.22862306203808203,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
118,1.0,2133.0,0.22927651932070603,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
119,1.0,2134.0,0.22968334019094527,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
120,1.0,2135.0,0.22983464234152962,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
121,1.0,2136.0,0.22975188619420805,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
122,1.0,2137.0,0.22964032889854025,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
123,1.0,2138.0,0.22950099377442257,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
124,1.0,2139.0,0.22936875886796315,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
125,1.0,2140.0,0.22928987445175153,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
126,1.0,2141.0,0.2293654327523882,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
127,1.0,2142.0,0.22955285016860216,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
128,1.0,2143.0,0.22969063849950544,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
129,1.0,2144.0,0.22979597282107989,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
130,1.0,2145.0,0.22981103670429093,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
131,1.0,2146.0,0.22965084491738708,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
132,1.0,2147.0,0.2294619453444966,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
133,1.0,2148.0,0.22917764691180764,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
134,1.0,2149.0,0.22885311712821022,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
135,1.0,2150.0,0.22851556166801856,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
136,1.0,2151.0,0.2281865965343286,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
137,1.0,2152.0,0.22797386399395236,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
138,1.0,2153.0,0.2279506805920164,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
139,1.0,2154.0,0.2280123335647204,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
140,1.0,2155.0,0.2279518082773393,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
141,1.0,2156.0,0.22777088617374375,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
142,1.0,2157.0,0.22742483642275602,pulse,rcp85,smooth_anomalies_df_mean_output_SSP3
