region,year,main_histclim,main_fulladapt,main_diff,clipped_histclim,clipped_fulladapt,clipped_diff,unclipped_histclim,unclipped_fulladapt,unclipped_diff
SDN.6.16.75.230,1987,-3.3662492999999993,-3.3662492999999993,0.0,-15.736068,-15.736068,0.0,17.178648000000003,17.178648000000003,0.0
SDN.6.16.75.230,1988,-1.5752455,-1.5752455,0.0,-14.474654000000001,-14.474654000000001,0.0,18.440063000000002,18.440063000000002,0.0
SDN.6.16.75.230,1989,-3.9465093999999996,-3.9465093999999996,0.0,-16.156723,-16.156723,0.0,16.757994,16.757994,0.0
SDN.6.16.75.230,1990,-8.093019,-8.093019,0.0,-18.953691,-18.953691,0.0,13.961025,13.961025,0.0
SDN.6.16.75.230,1991,-6.701723599999999,-6.701723599999999,0.0,-18.130003,-18.130003,0.0,14.784714000000001,14.784714000000001,0.0
SDN.6.16.75.230,1992,-3.4307506,-3.4307506,0.0,-15.790969,-15.790969,0.0,17.123749,17.123749,0.0
SDN.6.16.75.230,1993,-5.192354,-5.192354,0.0,-17.019281,-17.019281,0.0,15.895435,15.895435,0.0
SDN.6.16.75.230,1994,0.12279947,0.12279947,0.0,-13.5130005,-13.5130005,0.0,19.401716,19.401716,0.0
SDN.6.16.75.230,1995,0.6371566999999999,0.6371566999999999,0.0,-12.966538,-12.966538,0.0,19.948176999999998,19.948176999999998,0.0
SDN.6.16.75.230,1996,-1.198966,-1.198966,0.0,-14.25847,-14.25847,0.0,18.656246,18.656246,0.0
SDN.6.16.75.230,1997,-4.392807,-4.392807,0.0,-16.488768,-16.488768,0.0,16.42595,16.42595,0.0
SDN.6.16.75.230,1998,-5.500788,-5.500788,0.0,-17.29441,-17.29441,0.0,15.620306,15.620306,0.0
SDN.6.16.75.230,1999,-3.1092169999999997,-3.1092169999999997,0.0,-15.562678,-15.562678,0.0,17.35204,17.35204,0.0
SDN.6.16.75.230,2000,-4.8509116,-4.8509116,0.0,-16.636953,-16.636953,0.0,16.277763,16.277763,0.0
SDN.6.16.75.230,2001,-8.628938,-8.628938,0.0,-19.212942,-19.212942,0.0,13.701773999999999,13.701773999999999,0.0
SDN.6.16.75.230,2002,-9.018538000000001,-9.018538000000001,0.0,-19.39575,-19.39575,0.0,13.518966,13.518966,0.0
SDN.6.16.75.230,2003,-5.280755999999999,-5.280755999999999,0.0,-16.967735,-16.967735,0.0,15.946981,15.946981,0.0
SDN.6.16.75.230,2004,-8.330695,-8.330695,0.0,-19.028257,-19.028257,0.0,13.886459,13.886459,0.0
SDN.6.16.75.230,2005,-10.179191000000001,-10.179191000000001,0.0,-20.329916,-20.329916,0.0,12.584802,12.584802,0.0
SDN.6.16.75.230,2006,-8.330695,-11.3540745,-3.023379499999999,-19.028257,-21.083267000000003,-2.055010000000003,13.886459,11.83145,-2.055009
SDN.6.16.75.230,2007,-5.280755999999999,-5.644209,-0.3634530000000007,-16.967735,-17.201802999999998,-0.23406799999999706,15.946981,15.7129135,-0.23406749999999832
SDN.6.16.75.230,2008,-9.018538000000001,-10.435919,-1.417380999999999,-19.39575,-20.517418,-1.1216679999999997,13.518966,12.397299,-1.1216670000000004
SDN.6.16.75.230,2009,-8.628938,-7.1263065,1.5026314999999997,-19.212942,-18.19975,1.013192,13.701773999999999,14.714966,1.0131920000000019
SDN.6.16.75.230,2010,-4.8509116,-9.545562,-4.6946504000000004,-16.636953,-19.81328,-3.1763270000000006,16.277763,13.101436,-3.1763270000000006
SDN.6.16.75.230,2011,-3.1092169999999997,-9.577486,-6.468269000000001,-15.562678,-19.843485,-4.280807000000001,17.35204,13.071231,-4.280809
SDN.6.16.75.230,2012,-5.500788,-7.3486156000000005,-1.8478276000000005,-17.29441,-18.408667,-1.114257000000002,15.620306,14.50605,-1.1142559999999992
SDN.6.16.75.230,2013,-4.392807,-10.069891,-5.677084,-16.488768,-20.324842,-3.836074,16.42595,12.589874,-3.8360760000000003
SDN.6.16.75.230,2014,-1.198966,-8.37987,-7.180904,-14.25847,-19.029125,-4.770655,18.656246,13.8855915,-4.770654499999999
SDN.6.16.75.230,2015,0.6371566999999999,-6.942878,-7.580034700000001,-12.966538,-18.075594,-5.109055999999999,19.948176999999998,14.839123,-5.109053999999997
SDN.6.16.75.230,2016,0.12279947,-3.9270597,-4.04985917,-13.468348,-16.006076999999998,-2.537728999999997,19.355045,16.817316,-2.537728999999999
SDN.6.16.75.230,2017,-5.192354,-4.681351,0.5110029999999997,-16.870693,-16.369244000000002,0.5014489999999974,15.8028345,16.304285,0.5014505000000007
SDN.6.16.75.230,2018,-3.4307506,-9.92278,-6.4920294,-15.546273999999999,-19.751158,-4.204884000000002,16.9408,12.735916,-4.204884
SDN.6.16.75.230,2019,-6.701723599999999,-7.361037700000001,-0.6593141000000013,-17.711676,-17.972182999999998,-0.26050699999999694,14.564551000000002,14.304044000000001,-0.2605070000000005
SDN.6.16.75.230,2020,-8.093019,-0.9597543,7.1332647,-18.359351999999998,-13.60563,4.753721999999998,13.688953,18.442677,4.753724
SDN.6.16.75.230,2021,-3.9465093999999996,-9.272561999999999,-5.326052599999999,-15.523428,-18.92071,-3.3972820000000006,16.3091,12.911817999999998,-3.3972820000000024
SDN.6.16.75.230,2022,-1.5752455,-9.3932495,-7.818003999999999,-13.797494,-18.728317,-4.930823,17.828362,12.897539,-4.930822999999998
SDN.6.16.75.230,2023,-3.3662492999999993,-12.730567,-9.3643177,-14.887122,-20.918067999999998,-6.030945999999998,16.539068,10.5081215,-6.030946500000001
SDN.6.16.75.230,2024,-7.2640324000000005,-9.514149,-2.2501165999999992,-17.169532999999998,-18.655403,-1.485870000000002,14.062494000000001,12.576626,-1.4858680000000017
SDN.6.16.75.230,2025,-6.635637299999999,-14.768873000000001,-8.133235700000002,-16.825449,-21.925253,-5.0998040000000024,14.216821,9.117016,-5.099805
SDN.6.16.75.230,2026,-3.3672663999999997,-5.4279485,-2.0606821000000006,-14.53841,-15.736237,-1.1978269999999984,16.320292000000002,15.122465,-1.197827000000002
SDN.6.16.75.230,2027,-3.6396660000000005,-9.713846,-6.07418,-14.603316,-18.373735,-3.7704190000000004,16.076918,12.306499,-3.7704189999999986
SDN.6.16.75.230,2028,-3.0103698,-8.811131,-5.8007612,-14.197438,-17.748398,-3.5509600000000017,16.308575,12.757616,-3.5509590000000006
SDN.6.16.75.230,2029,-2.9120220000000003,-12.366437,-9.454415,-13.844211999999999,-19.813406,-5.969194000000002,16.491160999999998,10.521967,-5.969193999999998
SDN.6.16.75.230,2030,-3.0103698,-8.684619999999999,-5.6742501999999995,-14.00694,-17.428295000000002,-3.421355000000002,16.160833,12.739478,-3.421355
SDN.6.16.75.230,2031,-3.6396660000000005,-14.131148999999999,-10.491482999999999,-14.214220999999998,-20.63853,-6.424309000000001,15.790723000000002,9.366413,-6.424310000000002
SDN.6.16.75.230,2032,-3.3672663999999997,-17.527582000000002,-14.160315600000002,-13.961673000000001,-22.54458,-8.582906999999999,15.884563,7.301656200000001,-8.5829068
SDN.6.16.75.230,2033,-6.635637299999999,-11.608286999999999,-4.9726497,-15.943717999999999,-18.794022000000002,-2.850304000000003,13.747394,10.897091,-2.8503030000000003
SDN.6.16.75.230,2034,-7.2640324000000005,-11.047494,-3.7834616,-16.047218,-18.336879999999997,-2.2896619999999963,13.491903,11.202243,-2.2896600000000014
SDN.6.16.75.230,2035,-3.3662492999999993,-11.845335,-8.4790857,-13.725767999999999,-18.753756,-5.027988000000001,15.664124,10.636135000000001,-5.027988999999998
SDN.6.16.75.230,2036,-1.5752455,-10.991558,-9.4163125,-12.545760000000001,-18.08587,-5.5401099999999985,16.697627999999998,11.157518,-5.5401099999999985
SDN.6.16.75.230,2037,-3.9465093999999996,-13.25022,-9.3037106,-13.923953,-19.370804,-5.4468510000000006,15.175357,9.728506,-5.4468510000000006
SDN.6.16.75.230,2038,-8.093019,-13.916561999999999,-5.823542999999999,-16.239056,-19.555412,-3.316355999999999,12.718341,9.401983999999999,-3.3163570000000018
SDN.6.16.75.230,2039,-6.701723599999999,-6.875234599999999,-0.17351099999999953,-15.445530999999999,-15.400938,0.044592999999998995,13.371893,13.416485,0.04459199999999974
SDN.6.16.75.230,2040,-3.4307506,-15.303151000000002,-11.872400400000002,-13.367432999999998,-20.162937,-6.795504000000001,15.311765,8.516261,-6.795503999999999
SDN.6.16.75.230,2041,-5.192354,-14.952316,-9.759962,-14.236856,-19.69087,-5.454014000000001,14.161391,8.707378,-5.454013
SDN.6.16.75.230,2042,0.12279947,-11.914344999999999,-12.03714447,-11.163546,-17.681906,-6.518360000000001,16.946123,10.427763,-6.5183599999999995
SDN.6.16.75.230,2043,0.6371566999999999,-12.807407000000001,-13.444563700000002,-10.562787,-18.114265,-7.5514779999999995,17.250671,9.699192,-7.5514790000000005
SDN.6.16.75.230,2044,-1.198966,-11.690598,-10.491632,-11.462746000000001,-17.151373,-5.6886269999999985,16.046871,10.358245,-5.688625999999999
SDN.6.16.75.230,2045,-4.392807,-13.535207999999999,-9.142401,-13.076772,-17.885202,-4.8084299999999995,14.121375,9.312945,-4.808430000000001
SDN.6.16.75.230,2046,-5.500788,-11.518772,-6.017984,-13.532751999999999,-16.576113,-3.043361000000001,13.366414,10.323053,-3.043361000000001
SDN.6.16.75.230,2047,-3.1092169999999997,-9.118975,-6.0097580000000015,-12.008109,-15.165181,-3.157072000000001,14.60506,11.447987,-3.1570730000000005
