temp,ref,yhat_low,se_low,lowerci_low,upperci_low,yhat_high_noag,se_high,lowerci_high,upperci_high
7.1,27,-37.298367,46.547905,-128.53058,53.933853,-30.464903,58.298359,-144.72758,83.797783
7.2,27,-37.110935,46.313995,-127.8847,53.66283,-30.311813,58.005402,-144.00031,83.376686
7.3,27,-36.923508,46.080086,-127.23882,53.391804,-30.158722,57.712444,-143.27304,82.955589
7.4,27,-36.736076,45.846176,-126.59293,53.120781,-30.005632,57.419487,-142.54576,82.534492
7.5,27,-36.548649,45.61227,-125.94705,52.849754,-29.852543,57.12653,-141.81848,82.113403
7.6,27,-36.361221,45.378361,-125.30117,52.578732,-29.699453,56.833576,-141.09122,81.692307
7.7,27,-36.17379,45.144451,-124.65529,52.307709,-29.546362,56.540619,-140.36394,81.271217
7.8,27,-35.986362,44.910542,-124.00941,52.036682,-29.393272,56.247662,-139.63666,80.850121
7.9,27,-35.798935,44.676632,-123.36353,51.765659,-29.240183,55.954704,-138.90939,80.429024
8,27,-35.611504,44.442722,-122.71764,51.494633,-29.087093,55.661747,-138.18211,80.007927
8.1,27,-35.424076,44.208813,-122.07175,51.223606,-28.934002,55.36879,-137.45483,79.58683
8.199999999999999,27,-35.236649,43.974907,-121.42588,50.952583,-28.780912,55.075836,-136.72757,79.165741
8.300000000000001,27,-35.049217,43.740997,-120.77999,50.681561,-28.627823,54.782879,-136.00029,78.744644
8.4,27,-34.86179,43.507088,-120.13412,50.410538,-28.474733,54.489922,-135.27303,78.323555
8.5,27,-34.674358,43.273178,-119.48823,50.139511,-28.321642,54.196964,-134.54575,77.902458
8.6,27,-34.486931,43.039268,-118.84235,49.868484,-28.168552,53.904007,-133.81847,77.481361
8.699999999999999,27,-34.299503,42.805359,-118.19646,49.597462,-28.015463,53.611053,-133.0912,77.060272
8.800000000000001,27,-34.112072,42.571449,-117.55058,49.326439,-27.862373,53.318096,-132.36392,76.639175
8.9,27,-33.924644,42.337543,-116.9047,49.055416,-27.709284,53.025139,-131.63664,76.218079
9,27,-33.737213,42.103634,-116.25882,48.784389,-27.556192,52.732182,-130.90938,75.796989
9.1,27,-33.549786,41.869724,-115.61294,48.513363,-27.403103,52.439224,-130.1821,75.375893
9.199999999999999,27,-33.362358,41.635815,-114.96706,48.24234,-27.250013,52.146271,-129.45482,74.954796
9.300000000000001,27,-33.174927,41.401905,-114.32117,47.971317,-27.096922,51.853313,-128.72755,74.533699
9.4,27,-32.987499,41.167999,-113.67529,47.700294,-26.943834,51.560356,-128.00027,74.11261
9.5,27,-32.800072,40.934086,-113.0294,47.429268,-26.790743,51.267399,-127.273,73.691513
9.6,27,-32.61264,40.700176,-112.38352,47.158241,-26.637653,50.974442,-126.54572,73.270416
9.699999999999999,27,-32.425213,40.46627,-111.73764,46.887218,-26.484564,50.681488,-125.81845,72.849327
9.800000000000001,27,-32.237782,40.232361,-111.09176,46.616196,-26.331472,50.388531,-125.09118,72.42823
9.9,27,-32.050354,39.998451,-110.44588,46.345173,-26.178383,50.095573,-124.36391,72.007141
10,27,-31.862925,39.764542,-109.8,46.074146,-26.025293,49.802616,-123.63663,71.586044
10.1,27,-31.675495,39.530632,-109.15411,45.80312,-25.872202,49.509659,-122.90936,71.164948
10.2,27,-31.488068,39.296726,-108.50823,45.532097,-25.719114,49.216705,-122.18208,70.743851
10.3,27,-31.300638,39.062813,-107.86235,45.26107,-25.566023,48.923748,-121.4548,70.322762
10.4,27,-31.113211,38.828907,-107.21647,44.990047,-25.412933,48.630791,-120.72753,69.901665
10.5,27,-30.925779,38.594997,-106.57059,44.719025,-25.259844,48.337833,-120.00026,69.480568
10.6,27,-30.73835,38.361088,-105.9247,44.447998,-25.106752,48.044876,-119.27298,69.059471
10.7,27,-30.550922,38.127178,-105.27882,44.176975,-24.953663,47.751923,-118.54571,68.638382
10.8,27,-30.363493,37.893269,-104.63293,43.905949,-24.800573,47.458965,-117.81844,68.217285
10.9,27,-30.176065,37.659363,-103.98706,43.634926,-24.647484,47.166008,-117.09116,67.796196
11,27,-29.988636,37.425453,-103.34117,43.363903,-24.494394,46.873051,-116.36388,67.375099
11.1,27,-29.801205,37.19154,-102.69529,43.092876,-24.341303,46.580093,-115.63661,66.954002
11.2,27,-29.613777,36.957634,-102.04941,42.821854,-24.188213,46.28714,-114.90934,66.532913
11.3,27,-29.426348,36.723724,-101.40353,42.550827,-24.035124,45.994183,-114.18206,66.111816
11.4,27,-29.23892,36.489815,-100.75764,42.279804,-23.882034,45.701225,-113.45479,65.69072
11.5,27,-29.051491,36.255905,-100.11176,42.008781,-23.728945,45.408268,-112.72752,65.26963
11.6,27,-28.864061,36.021996,-99.465874,41.737755,-23.575853,45.115311,-112.00024,64.848534
11.7,27,-28.676632,35.78809,-98.82,41.466732,-23.422764,44.822357,-111.27296,64.427437
11.8,27,-28.489202,35.55418,-98.17411,41.195705,-23.269674,44.5294,-110.54569,64.00634
11.9,27,-28.301775,35.320271,-97.528236,40.924683,-23.116585,44.236443,-109.81842,63.585251
12,27,-28.114346,35.086361,-96.882347,40.65366,-22.963493,43.943485,-109.09114,63.164154
12.1,27,-27.926916,34.852451,-96.236465,40.382633,-22.810404,43.650528,-108.36387,62.743057
12.2,27,-27.739489,34.618542,-95.590584,40.11161,-22.657314,43.357574,-107.6366,62.321968
12.3,27,-27.552059,34.384632,-94.944702,39.840584,-22.504225,43.064617,-106.90932,61.900871
12.4,27,-27.36463,34.150726,-94.29882,39.569561,-22.351135,42.77166,-106.18204,61.479778
12.5,27,-27.1772,33.916817,-93.652939,39.298534,-22.198044,42.478703,-105.45477,61.058681
12.6,27,-26.989771,33.682907,-93.00705,39.027512,-22.044954,42.185745,-104.72749,60.637589
12.7,27,-26.802343,33.448997,-92.361176,38.756489,-21.891865,41.892792,-104.00022,60.216496
12.8,27,-26.614914,33.215088,-91.715286,38.485462,-21.738773,41.599831,-103.27295,59.795399
12.9,27,-26.427486,32.981178,-91.069412,38.214439,-21.585686,41.306877,-102.54568,59.374306
13,27,-26.240055,32.747269,-90.423523,37.943413,-21.432594,41.01392,-101.8184,58.953213
13.1,27,-26.052626,32.513359,-89.777641,37.67239,-21.279505,40.720963,-101.09113,58.532116
13.2,27,-25.865198,32.279453,-89.13176,37.401367,-21.126415,40.428009,-100.36385,58.111023
13.3,27,-25.677769,32.045544,-88.485878,37.130341,-20.973324,40.135048,-99.636574,57.689926
13.4,27,-25.490341,31.811634,-87.839996,36.859318,-20.820234,39.842094,-98.909309,57.268837
13.5,27,-25.302912,31.577724,-87.194115,36.588291,-20.667145,39.549137,-98.18203,56.84774
13.6,27,-25.11548,31.343815,-86.548233,36.317268,-20.514053,39.25618,-97.45475,56.426643
13.7,27,-24.928053,31.109907,-85.902351,36.046246,-20.360966,38.963226,-96.727478,56.00555
13.8,27,-24.740623,30.875998,-85.25647,35.775219,-20.207874,38.670265,-96.000206,55.584457
13.9,27,-24.553196,30.64209,-84.610588,35.504196,-20.054785,38.377312,-95.272934,55.163364
14,27,-24.365767,30.40818,-83.964699,35.23317,-19.901695,38.084354,-94.545654,54.742268
14.1,27,-24.178337,30.174269,-83.318817,34.962143,-19.748604,37.791397,-93.818382,54.321171
14.2,27,-23.990908,29.940361,-82.672935,34.69112,-19.595514,37.49844,-93.09111,53.900082
14.3,27,-23.803478,29.706451,-82.027054,34.420097,-19.442425,37.205482,-92.363831,53.478985
14.4,27,-23.616051,29.472544,-81.381172,34.149075,-19.289335,36.912529,-91.636566,53.057892
14.5,27,-23.428621,29.238634,-80.735291,33.878048,-19.136246,36.619572,-90.909286,52.636795
14.6,27,-23.241192,29.004725,-80.089409,33.607021,-18.983154,36.326614,-90.182007,52.215698
14.7,27,-23.053764,28.770817,-79.443527,33.335999,-18.830065,36.033657,-89.454742,51.794609
14.8,27,-22.866335,28.536907,-78.797646,33.064976,-18.676975,35.7407,-88.727463,51.373512
14.9,27,-22.678905,28.302999,-78.151764,32.793953,-18.523886,35.447746,-88.000191,50.952419
15,27,-22.491476,28.069088,-77.505882,32.522926,-18.370794,35.154789,-87.272911,50.531322
15.1,27,-22.304047,27.835178,-76.859993,32.2519,-18.217705,34.861832,-86.545639,50.110229
15.2,27,-22.116619,27.601271,-76.214119,31.980879,-18.064615,34.568874,-85.818367,49.689137
15.3,27,-21.92919,27.367361,-75.56823,31.709852,-17.911526,34.275917,-85.091087,49.26804
15.4,27,-21.741762,27.133453,-74.922356,31.438829,-17.758436,33.982964,-84.363823,48.846947
15.5,27,-21.554331,26.899544,-74.276466,31.167805,-17.605345,33.690006,-83.636543,48.425854
15.6,27,-21.366901,26.665634,-73.630585,30.896778,-17.452255,33.397049,-82.909264,48.004757
15.7,27,-21.179474,26.431726,-72.984703,30.625755,-17.299166,33.104092,-82.181999,47.583664
15.8,27,-20.992044,26.197815,-72.338821,30.354731,-17.146076,32.811134,-81.45472,47.162567
15.9,27,-20.804617,25.963907,-71.69294,30.083708,-16.992987,32.518181,-80.727448,46.741478
16,27,-20.617188,25.729998,-71.047058,29.812683,-16.839895,32.225224,-80.000168,46.320381
16.1,27,-20.429756,25.496088,-70.401169,29.541656,-16.686806,31.932264,-79.272896,45.899284
16.2,27,-20.242327,25.262178,-69.755287,29.270632,-16.533714,31.639307,-78.545616,45.478188
16.3,27,-20.054901,25.028273,-69.109413,28.999611,-16.380627,31.346355,-77.818352,45.057102
16.4,27,-19.867472,24.794363,-68.463531,28.728586,-16.227537,31.053398,-77.09108,44.636005
16.5,27,-19.680042,24.560453,-67.817642,28.457561,-16.074446,30.760441,-76.3638,44.214909
16.6,27,-19.492613,24.326542,-67.171761,28.186535,-15.921355,30.467482,-75.63652,43.793812
16.7,27,-19.305183,24.092632,-66.525871,27.91551,-15.768265,30.174524,-74.909248,43.372715
16.8,27,-19.117756,23.858727,-65.880005,27.644489,-15.615177,29.881573,-74.181984,42.95163
16.9,27,-18.930326,23.624817,-65.234116,27.373465,-15.462087,29.588615,-73.454704,42.530533
17,27,-18.742897,23.390907,-64.588234,27.102438,-15.308996,29.295656,-72.727432,42.109436
17.1,27,-18.555468,23.156998,-63.942348,26.831413,-15.155906,29.002699,-72.000153,41.688339
17.2,27,-18.368038,22.923088,-63.296463,26.560389,-15.002815,28.709742,-71.272873,41.267246
17.3,27,-18.180611,22.689182,-62.650589,26.289368,-14.849728,28.41679,-70.545609,40.846157
17.4,27,-17.993181,22.455273,-62.004707,26.018343,-14.696637,28.123833,-69.818336,40.42506
17.5,27,-17.805752,22.221361,-61.358822,25.747316,-14.543547,27.830873,-69.091057,40.003963
17.6,27,-17.618322,21.987452,-60.712936,25.476292,-14.390455,27.537916,-68.363777,39.58287
17.7,27,-17.430893,21.753542,-60.067051,25.205265,-14.237365,27.244959,-67.636505,39.161774
17.8,27,-17.243467,21.519636,-59.421181,24.934246,-14.084277,26.952007,-66.909241,38.740685
17.9,27,-17.056038,21.285727,-58.775295,24.663219,-13.931187,26.659048,-66.181961,38.319588
18,27,-16.868607,21.051817,-58.12941,24.392195,-13.778096,26.366091,-65.454689,37.898495
18.1,27,-16.681177,20.817907,-57.483524,24.12117,-13.625006,26.073133,-64.727409,37.477398
18.2,27,-16.493748,20.583996,-56.837639,23.850143,-13.471915,25.780176,-64.00013,37.056301
18.3,27,-16.306322,20.350092,-56.191769,23.579124,-13.318828,25.487225,-63.272869,36.635212
18.4,27,-16.118893,20.11618,-55.545883,23.308098,-13.165737,25.194265,-62.545593,36.214119
18.5,27,-15.931462,19.882271,-54.899998,23.037073,-13.012647,24.901308,-61.818314,35.793022
18.6,27,-15.744033,19.648361,-54.254112,22.766047,-12.859556,24.608351,-61.091038,35.371925
18.7,27,-15.556603,19.414452,-53.608227,22.495022,-12.706466,24.315393,-60.363762,34.950829
18.8,27,-15.369177,19.180546,-52.962357,22.224001,-12.553378,24.022442,-59.636497,34.529743
18.9,27,-15.181747,18.946636,-52.316471,21.952976,-12.400288,23.729483,-58.909222,34.108646
19,27,-14.994318,18.712727,-51.670586,21.681952,-12.247197,23.436525,-58.181942,33.68755
19.1,27,-14.806888,18.478815,-51.0247,21.410925,-12.094107,23.143568,-57.454666,33.266453
19.2,27,-14.619458,18.244905,-50.378819,21.1399,-11.941016,22.850611,-56.72739,32.845356
19.3,27,-14.432033,18.011,-49.732944,20.868879,-11.787929,22.557657,-56.000126,32.424271
19.4,27,-14.244602,17.77709,-49.087059,20.597855,-11.634837,22.2647,-55.27285,32.003174
19.5,27,-14.057173,17.54318,-48.441174,20.32683,-11.481747,21.971743,-54.54557,31.582077
19.6,27,-13.869743,17.309271,-47.795288,20.055803,-11.328656,21.678785,-53.818295,31.160982
19.7,27,-13.682313,17.075361,-47.149406,19.784779,-11.175566,21.385828,-53.091019,30.739885
19.8,27,-13.494887,16.841455,-46.503532,19.513758,-11.022478,21.092875,-52.363754,30.318798
19.9,27,-13.307458,16.607546,-45.857647,19.242733,-10.869388,20.799917,-51.636478,29.897701
20,27,-13.120028,16.373634,-45.211761,18.971706,-10.716297,20.50696,-50.909199,29.476606
20.1,27,-12.932598,16.139725,-44.56588,18.700682,-10.563207,20.214003,-50.181923,29.05551
20.2,27,-12.745169,15.905815,-43.919994,18.429657,-10.410116,19.921045,-49.454647,28.634415
20.3,27,-12.557742,15.671909,-43.27412,18.158636,-10.257029,19.628092,-48.727383,28.213326
20.4,27,-12.370313,15.438,-42.628235,17.887611,-10.103938,19.335135,-48.000107,27.792231
20.5,27,-12.182883,15.20409,-41.982349,17.616585,-9.9508476,19.042177,-47.272827,27.371134
20.6,27,-11.995454,14.97018,-41.336468,17.34556,-9.7977571,18.74922,-46.545551,26.950037
20.7,27,-11.808023,14.73627,-40.690582,17.074533,-9.6446667,18.456263,-45.818275,26.528942
20.8,27,-11.620598,14.502364,-40.044708,16.803514,-9.4915791,18.163309,-45.091011,26.107855
20.9,27,-11.433167,14.268455,-39.398823,16.532488,-9.3384886,17.870352,-44.363735,25.686758
21,27,-11.245738,14.034544,-38.752941,16.261463,-9.1853971,17.577394,-43.636456,25.265661
21.1,27,-11.058309,13.800634,-38.107056,15.990438,-9.0323067,17.284437,-42.90918,24.844566
21.2,27,-10.870879,13.566725,-37.46117,15.719413,-8.8792162,16.991478,-42.181904,24.42347
21.3,27,-10.683453,13.332819,-36.815296,15.448392,-8.7261286,16.698526,-41.454639,24.002382
21.4,27,-10.496023,13.098909,-36.169415,15.177366,-8.5730381,16.405569,-40.727364,23.581285
21.5,27,-10.308594,12.864999,-35.523529,14.906342,-8.4199476,16.112612,-40.000084,23.160191
21.6,27,-10.121163,12.631089,-34.877644,14.635316,-8.2668571,15.819654,-39.272808,22.739094
21.7,27,-9.9337339,12.397179,-34.231758,14.36429,-8.1137667,15.526696,-38.545532,22.317999
21.8,27,-9.7463083,12.163274,-33.585884,14.09327,-7.9606791,15.233744,-37.818268,21.89691
21.9,27,-9.5588779,11.929363,-32.940002,13.822245,-7.8075886,14.940786,-37.090992,21.475815
22,27,-9.3714485,11.695454,-32.294117,13.551219,-7.6544981,14.647828,-36.363716,21.054718
22.1,27,-9.1840191,11.461544,-31.648232,13.280194,-7.5014076,14.354871,-35.636436,20.633623
22.2,27,-8.9965887,11.227633,-31.002346,13.009169,-7.3483171,14.061913,-34.909161,20.212526
22.3,27,-8.8091631,10.993729,-30.356474,12.738149,-7.1952295,13.768961,-34.181896,19.791439
22.4,27,-8.6217337,10.759818,-29.71059,12.467123,-7.0421386,13.476004,-33.45462,19.370342
22.5,27,-8.4343033,10.525908,-29.064705,12.196097,-6.8890481,13.183045,-32.727345,18.949247
22.6,27,-8.2468739,10.291998,-28.418819,11.925072,-6.7359576,12.890088,-32.000065,18.528151
22.7,27,-8.0594444,10.058088,-27.772936,11.654047,-6.5828671,12.59713,-31.272789,18.107054
22.8,27,-7.8720183,9.8241825,-27.127062,11.383026,-6.4297795,12.304178,-30.545527,17.685966
22.9,27,-7.6845884,9.5902729,-26.481178,11.112,-6.2766891,12.011221,-29.818249,17.264872
23,27,-7.497159,9.3563633,-25.835293,10.840976,-6.1235986,11.718263,-29.090971,16.843775
23.1,27,-7.3097291,9.1224527,-25.189409,10.56995,-5.9705081,11.425305,-28.363695,16.422678
23.2,27,-7.1222997,8.8885431,-24.543524,10.298924,-5.8174171,11.132347,-27.636417,16.001583
23.3,27,-6.9348731,8.6546373,-23.897652,10.027905,-5.6643295,10.839396,-26.909155,15.580495
23.4,27,-6.7474437,8.4207277,-23.251766,9.7568789,-5.5112391,10.546437,-26.181877,15.159399
23.5,27,-6.5600138,8.1868172,-22.605881,9.4858532,-5.3581486,10.25348,-25.454599,14.738303
23.6,27,-6.3725843,7.9529076,-21.959997,9.2148285,-5.2050581,9.9605227,-24.727324,14.317207
23.7,27,-6.1851544,7.7189975,-21.314112,8.9438028,-5.0519676,9.6675644,-24.000046,13.896111
23.8,27,-5.9977283,7.4850922,-20.66824,8.6727829,-4.89888,9.3746128,-23.272783,13.475023
23.9,27,-5.8102989,7.2511821,-20.022354,8.4017572,-4.7457895,9.0816545,-22.545506,13.053927
24,27,-5.622869,7.017272,-19.376471,8.1307316,-4.5926986,8.7886972,-21.818228,12.632831
24.1,27,-5.4354396,6.7833624,-18.730585,7.8597064,-4.4396081,8.495739,-21.090952,12.211735
24.2,27,-5.2480097,6.5494523,-18.0847,7.5886807,-4.2865176,8.2027817,-20.363674,11.790639
24.3,27,-5.0605836,6.3155465,-17.438828,7.3176603,-4.13343,7.9098296,-19.636412,11.369551
24.4,27,-4.8731542,6.0816369,-16.792942,7.0466352,-3.9803395,7.6168718,-18.909134,10.948455
24.5,27,-4.6857243,5.8477268,-16.147058,6.7756095,-3.8272491,7.3239141,-18.181858,10.527359
24.6,27,-4.4982944,5.6138167,-15.501173,6.5045843,-3.6741586,7.0309567,-17.45458,10.106263
24.7,27,-4.3108649,5.3799067,-14.855289,6.2335587,-3.5210679,6.737999,-16.727303,9.6851673
24.8,27,-4.1234388,5.1460013,-14.209416,5.9625387,-3.3679802,6.4450469,-16.00004,9.2640791
24.9,27,-3.9360092,4.9120913,-13.563531,5.6915131,-3.2148898,6.1520891,-15.272763,8.8429832
25,27,-3.7485795,4.6781816,-12.917646,5.4204879,-3.0617993,5.8591313,-14.545485,8.4218874
25.1,27,-3.5611498,4.4442716,-12.271762,5.1494622,-2.9087086,5.5661736,-13.818209,8.0007915
25.2,27,-3.3737199,4.2103615,-11.625877,4.878437,-2.7556181,5.2732162,-13.090932,7.5796952
25.3,27,-3.1862938,3.9764559,-10.980004,4.6074166,-2.6025305,4.9802637,-12.363668,7.1586075
25.4,27,-2.9988642,3.7425461,-10.33412,4.3363914,-2.44944,4.6873064,-11.636392,6.7375116
25.5,27,-2.8114345,3.508636,-9.6882353,4.0653658,-2.2963493,4.3943486,-10.909114,6.3164153
25.6,27,-2.6240048,3.2747262,-9.0423498,3.7943404,-2.1432588,4.1013908,-10.181837,5.8953195
25.7,27,-2.4365752,3.0408161,-8.3964653,3.523315,-1.9901683,3.8084333,-9.4545603,5.4742236
25.8,27,-2.2491491,2.8069108,-7.7505927,3.2522948,-1.8370807,3.515481,-8.7272968,5.0531354
25.9,27,-2.0617194,2.5730007,-7.1047082,2.9812694,-1.6839901,3.2225235,-8.00002,4.6320395
26,27,-1.8742898,2.3390908,-6.4588232,2.7102439,-1.5308996,2.9295657,-7.2727427,4.2109437
26.1,27,-1.68686,2.1051807,-5.8129387,2.4392185,-1.377809,2.6366081,-6.5454659,3.7898476
26.2,27,-1.4994303,1.8712708,-5.1670537,2.1681931,-1.2247186,2.3436503,-5.8181887,3.3687518
26.3,27,-1.3120042,1.6373653,-4.5211811,1.8971728,-1.0716308,2.0506983,-5.0909257,2.9476638
26.4,27,-1.1245745,1.4034554,-3.8752964,1.6261474,-.91854036,1.7577405,-4.3636484,2.5265677
26.5,27,-.93714488,1.1695454,-3.2294116,1.355122,-.76544982,1.4647828,-3.6363714,2.1054718
26.6,27,-.74971515,.93563539,-2.5835268,1.0840966,-.61235929,1.1718252,-2.9090943,1.6843759
26.7,27,-.56228548,.70172542,-1.9376421,.81307107,-.45926872,.87886745,-2.1818173,1.2632799
26.8,27,-.37485936,.46781993,-1.2917696,.54205084,-.3061811,.58591539,-1.4545541,.84219193
26.9,27,-.18742968,.23390996,-.64588481,.27102542,-.15309055,.29295769,-.72727704,.42109597
27,27,0,0,0,0,0,0,0,0
27.1,27,.18739501,.23388977,-.27102053,.64581054,.15304996,.29293326,-.42108867,.72718859
27.2,27,.37458196,.4676584,-.54201168,1.2911756,.30585644,.58571988,-.84213346,1.4538463
27.3,27,.56134921,.70118046,-.81293923,1.9356376,.45817298,.8782078,-1.2630827,2.1794286
27.4,27,.74749583,.93434417,-1.0837851,2.5787766,.60976195,1.1702621,-1.6839097,2.9034336
27.5,27,.93281019,1.1670249,-1.3545164,3.2201369,.76037687,1.4617313,-2.104564,3.6253176
27.6,27,1.1170843,1.3991028,-1.6251069,3.8592753,.90977436,1.7524704,-2.5250044,4.344553
27.7,27,1.3001099,1.6304594,-1.8955318,4.4957514,1.0577108,2.0423348,-2.9451916,5.0606132
27.8,27,1.4816755,1.8609722,-2.1657627,5.1291137,1.2039399,2.3311753,-3.3650796,5.7729592
27.9,27,1.6615802,2.090533,-2.4357893,5.7589498,1.3482238,2.6188605,-3.7846484,6.4810963
28,27,1.8396124,2.3190222,-2.7055876,6.3848124,1.4903163,2.9052436,-4.2038565,7.1844893
28.1,27,2.0155637,2.5463254,-2.9751425,7.0062704,1.6299738,3.1901846,-4.622673,7.8826208
28.2,27,2.1892266,2.7723305,-3.2444413,7.6228943,1.7669528,3.4735448,-5.04107,8.574976
28.3,27,2.360389,2.9969218,-3.5134697,8.2342482,1.9010068,3.755182,-5.4590149,9.2610283
28.4,27,2.5288503,3.2199998,-3.7822332,8.8399334,2.0318983,4.0349727,-5.8765025,9.940299
28.5,27,2.6943984,3.4414532,-4.0507259,9.4395227,2.1593807,4.3127775,-6.2935076,10.612269
28.6,27,2.8568258,3.6611781,-4.3189516,10.032603,2.2832108,4.5884662,-6.7100182,11.27644
28.7,27,3.0159242,3.8790731,-4.5869193,10.618768,2.4031446,4.8619108,-7.1260257,11.932315
28.8,27,3.1714818,4.0950346,-4.8546386,11.197602,2.5189364,5.1329803,-7.5415201,12.579392
28.9,27,3.3232977,4.3089762,-5.1221399,11.768736,2.6303477,5.4015622,-7.9565201,13.217216
29,27,3.4711607,4.5208006,-5.3894453,12.331766,2.7371328,5.6675324,-8.371027,13.845292
29.1,27,3.6148622,4.7304192,-5.6565886,12.886313,2.8390479,5.9307737,-8.7850552,14.463151
29.2,27,3.7541943,4.937747,-5.9236116,13.432,2.9358492,6.191174,-9.1986294,15.070328
29.3,27,3.8889456,5.1426983,-6.190558,13.96845,3.0272908,6.4486189,-9.6117697,15.666351
29.4,27,4.0189147,5.3452063,-6.4574971,14.495327,3.1131349,6.7030139,-10.024531,16.250801
29.5,27,4.1438909,5.5451941,-6.7244902,15.012272,3.1931348,6.9542542,-10.436953,16.823223
29.6,27,4.2636647,5.7425957,-6.9916153,15.518946,3.2670474,7.2022433,-10.849091,17.383184
29.7,27,4.3780293,5.9373488,-7.2589602,16.015018,3.3346288,7.4468913,-11.26101,17.930267
29.8,27,4.4867725,6.1293936,-7.5266185,16.500164,3.395633,7.688107,-11.67278,18.464046
29.9,27,4.5896935,6.3186903,-7.7947116,16.974098,3.4498219,7.9258227,-12.084505,18.984148
30,27,4.6865807,6.5051908,-8.0633593,17.436522,3.4969494,8.1599588,-12.496276,19.490175
30.1,27,4.777226,6.6888599,-8.3326979,17.88715,3.5367723,8.3904495,-12.908206,19.98175
30.2,27,4.8614211,6.869668,-8.6028814,18.325724,3.569046,8.6172333,-13.320421,20.458513
30.3,27,4.9389548,7.0475912,-8.8740702,18.75198,3.5935254,8.8402548,-13.733055,20.920105
30.4,27,5.0096259,7.2226257,-9.1464615,19.165712,3.6099715,9.0594788,-14.146279,21.366222
30.5,27,5.0732226,7.3947644,-9.420249,19.566694,3.6181393,9.2748642,-14.56026,21.796539
30.6,27,5.1295376,7.564013,-9.6956558,19.954731,3.6177845,9.4863834,-14.975185,22.210754
30.7,27,5.1783614,7.7303877,-9.9729195,20.329643,3.6086633,9.6940203,-15.391267,22.608593
30.8,27,5.2194843,7.8939114,-10.252297,20.691265,3.5905302,9.8977604,-15.808722,22.989784
30.9,27,5.2527037,8.0546303,-10.534082,21.03949,3.5631466,10.097618,-16.227821,23.354113
31,27,5.2778087,8.2125912,-10.818575,21.374191,3.5262668,10.293602,-16.648823,23.701357
31.1,27,5.294591,8.367857,-11.106106,21.695288,3.4796469,10.485741,-17.072025,24.031321
31.2,27,5.3028436,8.5205021,-11.397034,22.002722,3.4230442,10.674071,-17.497751,24.343838
31.3,27,5.302352,8.6706133,-11.691737,22.296442,3.3562098,10.858641,-17.926334,24.638754
31.4,27,5.2929187,8.8183041,-11.99064,22.576477,3.278909,11.039529,-18.35817,24.915987
31.5,27,5.2743306,8.9636908,-12.29418,22.84284,3.1908944,11.216811,-18.793652,25.17544
31.6,27,5.2463794,9.1069088,-12.602834,23.095592,3.0919223,11.390586,-19.233217,25.417061
31.7,27,5.2088571,9.2481127,-12.917111,23.334826,2.9817491,11.560968,-19.677334,25.640831
31.8,27,5.1615515,9.3874702,-13.237552,23.560654,2.8601274,11.728085,-20.126497,25.846752
31.9,27,5.1042633,9.5251789,-13.564744,23.773272,2.7268217,11.892098,-20.581263,26.034906
32,27,5.0367804,9.6614447,-13.899303,23.972864,2.5815847,12.053174,-21.042202,26.205372
32.1,27,4.95889,9.7964926,-14.241883,24.159664,2.4241693,12.211497,-21.509924,26.358263
32.2,27,4.8703961,9.9305868,-14.593197,24.333988,2.2543421,12.367297,-21.985115,26.493799
32.3,27,4.7710743,10.063982,-14.953968,24.496117,2.0718451,12.520786,-22.468447,26.612137
32.4,27,4.6607332,10.196989,-15.324998,24.646463,1.8764501,12.672248,-22.960699,26.713598
32.5,27,4.5391498,10.329908,-15.707098,24.785397,1.6679001,12.821941,-23.462643,26.798443
32.6,27,4.4061227,10.463088,-16.101152,24.913399,1.4459574,12.970185,-23.97514,26.867054
32.7,27,4.2614517,10.5969,-16.508091,25.030994,1.2103853,13.117327,-24.499102,26.919872
32.8,27,4.1049118,10.731716,-16.928865,25.138689,.96092564,13.263703,-25.035456,26.957308
32.9,27,3.9363134,10.867963,-17.364504,25.237129,.69735098,13.409728,-25.585234,26.979935
33,27,3.7554314,11.006061,-17.816051,25.326914,.41940323,13.555796,-26.149467,26.988274
33.1,27,3.5620658,11.146475,-18.284622,25.408754,.12684606,13.702363,-26.729292,26.982985
33.2,27,3.3560159,11.289696,-18.771381,25.483412,-.18055865,13.849916,-27.325895,26.964779
33.3,27,3.1370561,11.436212,-19.277508,25.55162,-.50306904,13.99894,-27.940487,26.934349
33.4,27,2.9049981,11.586566,-19.804255,25.61425,-.84091121,14.149988,-28.574379,26.892555
33.5,27,2.6596167,11.74129,-20.352888,25.672123,-1.1943433,14.303605,-29.228895,26.840208
33.6,27,2.4007115,11.900958,-20.924736,25.72616,-1.5636023,14.460395,-29.905455,26.77825
33.7,27,2.1280797,12.06616,-21.52116,25.777319,-1.9489288,14.620985,-30.605534,26.707676
33.8,27,1.8414997,12.237486,-22.143532,25.82653,-2.3505759,14.786008,-31.330618,26.629467
33.9,27,1.5407801,12.415562,-22.793274,25.874834,-2.7687736,14.956156,-32.082298,26.544752
34,27,1.225698,12.601002,-23.471811,25.923208,-3.2037773,15.13211,-32.862167,26.454613
34.1,27,.89605081,12.79445,-24.180609,25.972712,-3.6558266,15.314602,-33.671894,26.360241
34.2,27,.55163848,12.996555,-24.921143,26.024418,-4.1251583,15.504384,-34.513191,26.262877
