temp,ref,yhat_low,se_low,lowerci_low,upperci_low,yhat_high_gdp,se_high,lowerci_high,upperci_high
6.0999999,27,-1.1193579,5.9845581,-12.848876,10.61016,8.8498945,6.5164042,-3.9220226,21.621813
6.1999998,27,-1.1140022,5.9559236,-12.787398,10.559394,8.8075504,6.4852252,-3.9032569,21.518358
6.3000002,27,-1.1086464,5.9272895,-12.72592,10.508627,8.7652063,6.4540462,-3.8844912,21.414906
6.4000001,27,-1.1032907,5.8986554,-12.664442,10.457861,8.7228632,6.4228673,-3.8657255,21.311451
6.5,27,-1.0979348,5.8700209,-12.602964,10.407095,8.6805191,6.3916883,-3.8469598,21.207998
6.5999999,27,-1.0925791,5.8413868,-12.541487,10.356329,8.638175,6.3605094,-3.8281944,21.104544
6.6999998,27,-1.0872233,5.8127527,-12.480009,10.305562,8.5958309,6.3293304,-3.8094287,21.001091
6.8000002,27,-1.0818675,5.7841182,-12.41853,10.254796,8.5534868,6.2981515,-3.790663,20.897636
6.9000001,27,-1.0765117,5.7554841,-12.357053,10.204029,8.5111427,6.2669725,-3.7718973,20.794184
7,27,-1.071156,5.7268496,-12.295575,10.153263,8.4687986,6.2357936,-3.7531316,20.690729
7.0999999,27,-1.0658002,5.6982155,-12.234097,10.102497,8.4264545,6.2046146,-3.7343659,20.587276
7.1999998,27,-1.0604445,5.6695814,-12.17262,10.051731,8.3841105,6.1734357,-3.7156005,20.483822
7.3000002,27,-1.0550886,5.6409469,-12.111141,10.000964,8.3417664,6.1422563,-3.6968346,20.380367
7.4000001,27,-1.0497328,5.6123128,-12.049664,9.9501982,8.2994232,6.1110773,-3.6780691,20.276915
7.5,27,-1.0443771,5.5836782,-11.988186,9.8994312,8.2570791,6.0798984,-3.6593034,20.173462
7.5999999,27,-1.0390213,5.5550442,-11.926708,9.8486652,8.214735,6.0487194,-3.6405377,20.070007
7.6999998,27,-1.0336655,5.5264101,-11.865231,9.7978992,8.1723909,6.0175405,-3.6217721,19.966555
7.8000002,27,-1.0283097,5.4977756,-11.803752,9.7471323,8.1300468,5.9863615,-3.6030064,19.8631
7.9000001,27,-1.022954,5.4691415,-11.742274,9.6963663,8.0877028,5.9551826,-3.5842407,19.759645
8,27,-1.0175982,5.4405074,-11.680797,9.6456003,8.0453587,5.9240036,-3.565475,19.656193
8.1000004,27,-1.0122423,5.4118729,-11.619318,9.5948334,8.0030146,5.8928246,-3.5467093,19.552738
8.1999998,27,-1.0068866,5.3832388,-11.55784,9.5440674,7.9606709,5.8616457,-3.5279438,19.449286
8.3000002,27,-1.0015308,5.3546042,-11.496363,9.4933014,7.9183269,5.8304667,-3.5091782,19.345831
8.3999996,27,-.99617505,5.3259702,-11.434885,9.4425354,7.8759832,5.7992878,-3.4904125,19.242378
8.5,27,-.99081928,5.2973361,-11.373407,9.3917685,7.8336387,5.7681088,-3.4716468,19.138924
8.6000004,27,-.98546344,5.2687016,-11.311929,9.3410015,7.7912946,5.7369299,-3.4528811,19.035471
8.6999998,27,-.98010772,5.2400675,-11.250451,9.2902355,7.748951,5.7057509,-3.4341154,18.932018
8.8000002,27,-.97475189,5.2114334,-11.188973,9.2394695,7.7066069,5.674572,-3.4153497,18.828564
8.8999996,27,-.96939617,5.1827993,-11.127496,9.1887035,7.6642632,5.643393,-3.3965843,18.725111
9,27,-.9640404,5.1541648,-11.066018,9.1379366,7.6219192,5.6122141,-3.3778186,18.621656
9.1000004,27,-.95868456,5.1255302,-11.004539,9.0871706,7.5795746,5.5810351,-3.3590527,18.518202
9.1999998,27,-.95332885,5.0968962,-10.943062,9.0364046,7.537231,5.5498562,-3.3402872,18.414749
9.3000002,27,-.94797301,5.0682621,-10.881584,8.9856377,7.4948869,5.5186772,-3.3215215,18.311295
9.3999996,27,-.9426173,5.039628,-10.820107,8.9348717,7.4525433,5.4874983,-3.3027558,18.207842
9.5,27,-.93726146,5.0109935,-10.758628,8.8841057,7.4101992,5.4563193,-3.2839901,18.104387
9.6000004,27,-.93190569,4.9823589,-10.69715,8.8333387,7.3678546,5.4251399,-3.2652245,18.000935
9.6999998,27,-.92654991,4.9537249,-10.635673,8.7825727,7.325511,5.3939614,-3.246459,17.897482
9.8000002,27,-.92119414,4.9250908,-10.574195,8.7318058,7.2831669,5.3627825,-3.2276931,17.794027
9.8999996,27,-.91583836,4.8964567,-10.512717,8.6810398,7.2408233,5.3316035,-3.2089276,17.690575
10,27,-.91048259,4.8678222,-10.451239,8.6302738,7.1984792,5.3004246,-3.1901619,17.58712
10.1,27,-.90512675,4.8391881,-10.389761,8.5795069,7.1561346,5.2692451,-3.1713963,17.483665
10.2,27,-.89977103,4.810554,-10.328283,8.5287409,7.113791,5.2380667,-3.1526306,17.380213
10.3,27,-.8944152,4.7819195,-10.266805,8.4779749,7.0714469,5.2068872,-3.1338649,17.276758
10.4,27,-.88905948,4.7532854,-10.205328,8.4272089,7.0291033,5.1757088,-3.1150994,17.173306
10.5,27,-.88370365,4.7246509,-10.143849,8.376442,6.9867592,5.1445293,-3.0963335,17.069851
10.6,27,-.87834787,4.6960168,-10.082372,8.325676,6.9444151,5.1133504,-3.0775678,16.966398
10.7,27,-.8729921,4.6673827,-10.020894,8.27491,6.902071,5.0821714,-3.0588024,16.862944
10.8,27,-.86763632,4.6387482,-9.9594154,8.224143,6.8597269,5.0509925,-3.0400367,16.759491
10.9,27,-.86228055,4.6101141,-9.8979378,8.173377,6.8173833,5.019814,-3.021271,16.656038
11,27,-.85692477,4.5814795,-9.8364601,8.122611,6.7750392,4.9886346,-3.0025053,16.552584
11.1,27,-.851569,4.5528455,-9.7749825,8.0718441,6.7326951,4.9574556,-2.9837396,16.449129
11.2,27,-.84621322,4.5242114,-9.7135048,8.0210781,6.690351,4.9262767,-2.9649739,16.345676
11.3,27,-.84085745,4.4955769,-9.6520262,7.9703116,6.6480069,4.8950977,-2.9462082,16.242222
11.4,27,-.83550167,4.4669428,-9.5905485,7.9195457,6.6056633,4.8639188,-2.9274428,16.138769
11.5,27,-.8301459,4.4383087,-9.5290709,7.8687792,6.5633192,4.8327398,-2.9086771,16.035315
11.6,27,-.82479006,4.4096742,-9.4675922,7.8180127,6.5209751,4.8015609,-2.8899114,15.931861
11.7,27,-.81943434,4.3810401,-9.4061155,7.7672462,6.478631,4.7703819,-2.8711457,15.828408
11.8,27,-.81407851,4.3524055,-9.3446369,7.7164798,6.4362869,4.739203,-2.85238,15.724954
11.9,27,-.80872279,4.3237715,-9.2831593,7.6657138,6.3939433,4.708024,-2.8336146,15.621501
12,27,-.80336696,4.2951374,-9.2216816,7.6149473,6.3515992,4.6768451,-2.8148487,15.518047
12.1,27,-.79801118,4.2665029,-9.160203,7.5641809,6.3092551,4.6456661,-2.796083,15.414593
12.2,27,-.79265541,4.2378688,-9.0987253,7.5134149,6.266911,4.6144872,-2.7773175,15.31114
12.3,27,-.78729963,4.2092347,-9.0372477,7.4626484,6.2245669,4.5833082,-2.7585518,15.207685
12.4,27,-.78194386,4.1806002,-8.97577,7.4118824,6.1822233,4.5521293,-2.7397861,15.104233
12.5,27,-.77658808,4.1519661,-8.9142923,7.3611159,6.1398792,4.5209503,-2.7210205,15.000779
12.6,27,-.77123225,4.1233315,-8.8528137,7.3103495,6.0975351,4.4897709,-2.7022548,14.897325
12.7,27,-.76587653,4.0946975,-8.7913361,7.2595835,6.055191,4.4585924,-2.6834891,14.793872
12.8,27,-.7605207,4.0660634,-8.7298584,7.208817,6.0128469,4.4274135,-2.6647234,14.690417
12.9,27,-.75516498,4.0374293,-8.6683807,7.1580505,5.9705033,4.3962345,-2.6459579,14.586965
13,27,-.74980921,4.0087948,-8.6069031,7.1072841,5.9281592,4.3650556,-2.6271923,14.483511
13.1,27,-.74445337,3.9801605,-8.5454245,7.0565176,5.8858151,4.3338761,-2.6084263,14.380056
13.2,27,-.73909765,3.9515264,-8.4839468,7.0057516,5.8434711,4.3026977,-2.5896609,14.276604
13.3,27,-.73374182,3.9228921,-8.4224691,6.9549851,5.801127,4.2715182,-2.5708952,14.173149
13.4,27,-.7283861,3.894258,-8.3609915,6.9042192,5.7587833,4.2403398,-2.5521295,14.069696
13.5,27,-.72303027,3.8656235,-8.2995129,6.8534527,5.7164392,4.2091603,-2.5333638,13.966242
13.6,27,-.71767449,3.8369892,-8.2380352,6.8026862,5.6740952,4.1779814,-2.5145981,13.862788
13.7,27,-.71231872,3.8083551,-8.1765575,6.7519202,5.6317511,4.1468029,-2.4958327,13.759336
13.8,27,-.70696294,3.7797208,-8.1150799,6.7011538,5.589407,4.1156235,-2.4770668,13.655881
13.9,27,-.70160717,3.7510867,-8.0536022,6.6503878,5.5470634,4.084445,-2.4583013,13.552428
14,27,-.69625139,3.7224524,-7.9921241,6.5996213,5.5047193,4.0532656,-2.4395356,13.448974
14.1,27,-.69089556,3.6938179,-7.9306459,6.5488544,5.4623752,4.0220866,-2.4207699,13.34552
14.2,27,-.68553984,3.6651838,-7.8691683,6.4980884,5.4200315,3.9909079,-2.4020042,13.242067
14.3,27,-.68018401,3.6365495,-7.8076901,6.4473219,5.377687,3.9597287,-2.3832386,13.138613
14.4,27,-.67482829,3.6079154,-7.7462125,6.3965559,5.3353434,3.92855,-2.3644731,13.03516
14.5,27,-.66947246,3.5792811,-7.6847343,6.3457894,5.2929993,3.8973708,-2.3457072,12.931705
14.6,27,-.66411668,3.5506468,-7.6232562,6.295023,5.2506552,3.8661919,-2.3269415,12.828252
14.7,27,-.65876091,3.5220127,-7.561779,6.244257,5.2083116,3.8350129,-2.308176,12.724799
14.8,27,-.65340513,3.4933782,-7.5003009,6.1934905,5.165967,3.803834,-2.2894104,12.621345
14.9,27,-.64804935,3.4647441,-7.4388232,6.1427245,5.1236234,3.772655,-2.2706447,12.517892
15,27,-.64269358,3.4361098,-7.3773451,6.091958,5.0812793,3.7414761,-2.251879,12.414437
15.1,27,-.6373378,3.4074755,-7.3158669,6.0411916,5.0389352,3.7102969,-2.2331133,12.310984
15.2,27,-.63198203,3.3788414,-7.2543893,5.9904256,4.9965916,3.6791182,-2.2143476,12.20753
15.3,27,-.62662625,3.3502071,-7.1929111,5.9396591,4.954247,3.647939,-2.1955819,12.104076
15.4,27,-.62127048,3.321573,-7.131434,5.8888927,4.9119034,3.6167603,-2.1768165,12.000624
15.5,27,-.6159147,3.2929385,-7.0699558,5.8381262,4.8695593,3.5855813,-2.1580508,11.897169
15.6,27,-.61055887,3.2643042,-7.0084777,5.7873597,4.8272152,3.5544021,-2.1392851,11.793715
15.7,27,-.60520315,3.2356701,-6.947,5.7365937,4.7848716,3.5232234,-2.1205194,11.690262
15.8,27,-.59984732,3.2070358,-6.8855219,5.6858273,4.7425275,3.4920442,-2.1017537,11.586808
15.9,27,-.5944916,3.1784017,-6.8240442,5.6350613,4.7001834,3.4608655,-2.082988,11.483356
16,27,-.58913577,3.1497674,-6.7625666,5.5842948,4.6578393,3.4296863,-2.0642223,11.379901
16.1,27,-.58377999,3.1211331,-6.7010884,5.5335283,4.6154952,3.3985074,-2.0454566,11.276447
16.200001,27,-.57842416,3.0924985,-6.6396103,5.4827619,4.5731511,3.3673282,-2.026691,11.172993
16.299999,27,-.5730685,3.0638647,-6.5781331,5.4319963,4.5308075,3.3361497,-2.0079255,11.069541
16.4,27,-.56771266,3.0352304,-6.516655,5.3812299,4.4884634,3.3049705,-1.9891598,10.966087
16.5,27,-.56235689,3.0065961,-6.4551768,5.3304634,4.4461193,3.2737916,-1.9703941,10.862633
16.6,27,-.55700105,2.9779618,-6.3936987,5.2796965,4.4037752,3.2426124,-1.9516284,10.759179
16.700001,27,-.55164528,2.9493275,-6.3322206,5.22893,4.3614311,3.2114334,-1.9328626,10.655725
16.799999,27,-.54628956,2.9206936,-6.2707438,5.1781645,4.3190875,3.1802549,-1.9140973,10.552273
16.9,27,-.54093379,2.8920593,-6.2092657,5.127398,4.2767434,3.1490757,-1.8953315,10.448818
17,27,-.53557801,2.8634248,-6.1477876,5.0766315,4.2343993,3.1178968,-1.8765658,10.345365
17.1,27,-.53022218,2.8347905,-6.0863094,5.0258651,4.1920552,3.0867176,-1.8578001,10.241911
17.200001,27,-.5248664,2.8061562,-6.0248313,4.9750986,4.1497111,3.0555384,-1.8390343,10.138456
17.299999,27,-.51951069,2.7775223,-5.9633546,4.9243331,4.1073675,3.0243599,-1.820269,10.035005
17.4,27,-.51415491,2.748888,-5.9018764,4.8735666,4.0650234,2.993181,-1.8015033,9.93155
17.5,27,-.50879908,2.7202537,-5.8403983,4.8228002,4.0226793,2.9620018,-1.7827375,9.8280964
17.6,27,-.5034433,2.6916192,-5.7789202,4.7720337,3.9803352,2.9308228,-1.7639718,9.7246428
17.700001,27,-.4980875,2.6629848,-5.717442,4.7212672,3.9379911,2.8996437,-1.7452061,9.6211882
17.799999,27,-.49273178,2.634351,-5.6559649,4.6705012,3.8956478,2.8684652,-1.7264407,9.5177364
17.9,27,-.48737597,2.6057167,-5.5944867,4.6197348,3.8533037,2.837286,-1.707675,9.4142818
18,27,-.4820202,2.5770824,-5.5330091,4.5689683,3.8109596,2.806107,-1.6889093,9.3108282
18.1,27,-.47666439,2.5484481,-5.4715309,4.5182018,3.7686152,2.7749279,-1.6701435,9.2073746
18.200001,27,-.47130859,2.5198135,-5.4100528,4.4674354,3.7262712,2.7437489,-1.6513778,9.10392
18.299999,27,-.46595287,2.4911799,-5.3485756,4.4166698,3.6839278,2.7125704,-1.6326125,9.0004683
18.4,27,-.4605971,2.4625454,-5.2870975,4.3659034,3.6415837,2.6813912,-1.6138467,8.8970137
18.5,27,-.45524129,2.4339111,-5.2256193,4.3151369,3.5992396,2.6502123,-1.595081,8.79356
18.6,27,-.44988549,2.4052768,-5.1641412,4.2643704,3.5568953,2.6190331,-1.5763152,8.6901054
18.700001,27,-.44452968,2.3766425,-5.102663,4.213604,3.5145512,2.5878539,-1.5575495,8.5866518
18.799999,27,-.439174,2.3480086,-5.0411863,4.1628385,3.4722078,2.5566754,-1.5387841,8.4832001
18.9,27,-.43381819,2.3193743,-4.9797082,4.112072,3.4298637,2.5254965,-1.5200183,8.3797455
19,27,-.42846239,2.2907398,-4.9182301,4.0613055,3.3875196,2.4943173,-1.5012527,8.2762918
19.1,27,-.42310658,2.2621055,-4.8567519,4.0105386,3.3451753,2.4631383,-1.482487,8.1728373
19.200001,27,-.41775078,2.2334712,-4.7952738,3.9597723,3.3028312,2.4319592,-1.4637212,8.0693836
19.299999,27,-.41239509,2.2048373,-4.7337971,3.9090068,3.2604878,2.4007807,-1.4449558,7.9659314
19.4,27,-.40703928,2.176203,-4.6723189,3.8582401,3.2181437,2.3696017,-1.4261901,7.8624773
19.5,27,-.40168348,2.1475687,-4.6108408,3.8074737,3.1757996,2.3384225,-1.4074243,7.7590237
19.6,27,-.39632767,2.1189344,-4.5493627,3.7567072,3.1334555,2.3072433,-1.3886586,7.6555696
19.700001,27,-.3909719,2.0902998,-4.4878845,3.7059407,3.0911112,2.2760644,-1.369893,7.5521154
19.799999,27,-.38561618,2.061666,-4.4264073,3.6551752,3.0487678,2.2448859,-1.3511275,7.4486632
19.9,27,-.38026038,2.0330317,-4.3649292,3.6044087,3.0064237,2.2137067,-1.3323618,7.3452091
20,27,-.3749046,2.0043974,-4.3034515,3.553642,2.9640796,2.1825278,-1.3135961,7.2417555
20.1,27,-.3695488,1.9757631,-4.2419734,3.5028756,2.9217355,2.1513486,-1.2948303,7.1383014
20.200001,27,-.36419299,1.9471287,-4.1804953,3.4521091,2.8793912,2.1201694,-1.2760646,7.0348473
20.299999,27,-.35883728,1.9184948,-4.1190181,3.4013436,2.8370478,2.0889909,-1.2572993,6.9313951
20.4,27,-.3534815,1.8898605,-4.0575399,3.3505771,2.7947037,2.057812,-1.2385335,6.8279409
20.5,27,-.3481257,1.8612262,-3.996062,3.2998106,2.7523596,2.0266328,-1.2197678,6.7244868
20.6,27,-.34276989,1.8325918,-3.9345839,3.2490439,2.7100155,1.9954537,-1.201002,6.6210332
20.700001,27,-.33741409,1.8039575,-3.8731058,3.1982775,2.6676712,1.9642746,-1.1822363,6.5175791
20.799999,27,-.3320584,1.7753236,-3.8116288,3.147512,2.6253281,1.9330962,-1.163471,6.4141269
20.9,27,-.32670259,1.7466893,-3.7501507,3.0967455,2.5829837,1.9019171,-1.1447052,6.3106728
21,27,-.32134679,1.7180549,-3.6886725,3.045979,2.5406396,1.870738,-1.1259395,6.2072186
21.1,27,-.31599098,1.6894206,-3.6271944,2.9952126,2.4982955,1.839559,-1.1071738,6.1037645
21.200001,27,-.31063518,1.6607862,-3.5657163,2.9444458,2.4559512,1.8083799,-1.088408,6.0003109
21.299999,27,-.30527949,1.6321524,-3.5042393,2.8936803,2.4136081,1.7772014,-1.0696427,5.8968587
21.4,27,-.29992369,1.603518,-3.4427612,2.8429139,2.3712637,1.7460222,-1.050877,5.7934046
21.5,27,-.29456788,1.5748837,-3.3812833,2.7921474,2.3289196,1.7148432,-1.0321112,5.6899505
21.6,27,-.28921208,1.5462493,-3.3198051,2.7413809,2.2865756,1.6836641,-1.0133455,5.5864964
21.700001,27,-.2838563,1.517615,-3.258327,2.6906145,2.2442315,1.652485,-.99457973,5.4830422
21.799999,27,-.27850059,1.4889811,-3.1968501,2.6398487,2.2018881,1.6213065,-.9758144,5.3795905
21.9,27,-.27314478,1.4603468,-3.1353719,2.5890822,2.1595438,1.5901275,-.95704865,5.2761364
22,27,-.26778901,1.4317124,-3.0738938,2.5383158,2.1171997,1.5589484,-.93828291,5.1726823
22.1,27,-.2624332,1.4030781,-3.0124156,2.4875493,2.0748556,1.5277692,-.91951716,5.0692282
22.200001,27,-.2570774,1.3744438,-2.9509375,2.4367828,2.0325115,1.4965901,-.90075147,4.9657741
22.299999,27,-.25172168,1.3458099,-2.8894606,2.3860173,1.9901681,1.4654117,-.88198608,4.8623223
22.4,27,-.24636589,1.3171755,-2.8279824,2.3352506,1.9478239,1.4342326,-.86322033,4.7588682
22.5,27,-.2410101,1.2885412,-2.7665045,2.2844841,1.9054798,1.4030535,-.84445465,4.6554141
22.6,27,-.23565429,1.2599068,-2.7050264,2.2337177,1.8631356,1.3718745,-.8256889,4.55196
22.700001,27,-.23029849,1.2312725,-2.6435483,2.1829512,1.8207914,1.3406954,-.80692315,4.4485059
22.799999,27,-.22494279,1.2026386,-2.5820713,2.1321857,1.7784481,1.3095169,-.78815776,4.3450541
22.9,27,-.219587,1.1740043,-2.5205932,2.0814192,1.7361039,1.2783377,-.76939207,4.2416
23,27,-.21423119,1.1453699,-2.459115,2.0306528,1.6937598,1.2471586,-.75062633,4.1381459
23.1,27,-.20887539,1.1167356,-2.3976369,1.9798862,1.6514156,1.2159796,-.73186058,4.0346918
23.200001,27,-.2035196,1.0881013,-2.3361588,1.9291196,1.6090715,1.1848005,-.71309489,3.9312377
23.299999,27,-.1981639,1.0594674,-2.2746818,1.8783541,1.5667281,1.153622,-.6943295,3.8277857
23.4,27,-.19280809,1.030833,-2.2132037,1.8275876,1.5243839,1.122443,-.67556375,3.7243316
23.5,27,-.1874523,1.0021987,-2.1517258,1.776821,1.4820398,1.0912639,-.65679806,3.6208777
23.6,27,-.1820965,.97356433,-2.0902476,1.7260545,1.4396956,1.0600847,-.63803232,3.5174236
23.700001,27,-.17674069,.94492996,-2.0287695,1.6752881,1.3973515,1.0289056,-.61926657,3.4139695
23.799999,27,-.17138499,.91629618,-1.9672925,1.6245224,1.3550081,.99772716,-.60050118,3.3105175
23.9,27,-.1660292,.88766181,-1.9058144,1.573756,1.312664,.96654809,-.58173549,3.2070634
24,27,-.16067339,.85902745,-1.8443363,1.5229895,1.2703198,.93536901,-.56296974,3.1036093
24.1,27,-.15531759,.83039308,-1.7828581,1.4722229,1.2279756,.90418994,-.544204,3.0001554
24.200001,27,-.1499618,.80175877,-1.72138,1.4214565,1.1856315,.87301081,-.52543831,2.8967013
24.299999,27,-.1446061,.77312493,-1.6599032,1.3706909,1.1432881,.84183234,-.50667292,2.7932491
24.4,27,-.13925029,.74449056,-1.598425,1.3199244,1.100944,.81065327,-.4879072,2.6897953
24.5,27,-.1338945,.71585619,-1.5369469,1.2691579,1.0585998,.7794742,-.46914145,2.5863411
24.6,27,-.1285387,.68722188,-1.4754688,1.2183914,1.0162557,.74829507,-.45037574,2.482887
24.700001,27,-.12318289,.65858752,-1.4139906,1.1676248,.97391152,.717116,-.43160999,2.3794332
24.799999,27,-.1178272,.62995368,-1.3525138,1.1168593,.93156821,.68593752,-.41284463,2.2759809
24.9,27,-.11247139,.60131931,-1.2910357,1.0660928,.88922405,.65475845,-.39407888,2.1725271
25,27,-.1071156,.57268494,-1.2295575,1.0153264,.8468799,.62357932,-.37531316,2.069073
25.1,27,-.1017598,.54405063,-1.1680794,.96455979,.80453575,.59240025,-.35654745,1.9656188
25.200001,27,-.096403994,.51541626,-1.1066012,.91379333,.76219159,.56122118,-.3377817,1.8621649
25.299999,27,-.0910483,.48678243,-1.0451244,.86302775,.71984822,.53004265,-.31901634,1.7587128
25.4,27,-.085692495,.45814809,-.98364627,.81226122,.67750406,.49886358,-.30025059,1.6552588
25.5,27,-.080336697,.42951372,-.92216814,.76149476,.63515991,.46768451,-.28148487,1.5518047
25.6,27,-.0749809,.40087938,-.86069,.71072823,.59281576,.43650541,-.26271915,1.4483507
25.700001,27,-.069625095,.37224501,-.79921192,.6599617,.5504716,.40532634,-.24395342,1.3448966
25.799999,27,-.064269401,.34361121,-.73773497,.60919619,.50812823,.37414783,-.22518805,1.2414446
25.9,27,-.0589136,.31497684,-.6762569,.55842966,.4657841,.34296876,-.20642231,1.1379905
26,27,-.053557798,.28634247,-.61477876,.50766319,.42343995,.31178966,-.18765658,1.0345365
26.1,27,-.048201997,.25770813,-.55330062,.45689666,.3810958,.28061059,-.16889085,.93108243
26.200001,27,-.042846199,.22907376,-.49182254,.40613014,.33875164,.24943149,-.15012512,.82762837
26.299999,27,-.037490498,.20043996,-.43034559,.35536459,.2964083,.218253,-.13135976,.72417629
26.4,27,-.032134701,.17180561,-.36886749,.30459809,.25406411,.18707392,-.11259402,.62072229
26.5,27,-.026778899,.14317124,-.30738938,.2538316,.21171997,.15589483,-.093828291,.51726824
26.6,27,-.0214231,.11453688,-.24591127,.20306507,.16937582,.12471575,-.075062558,.41381419
26.700001,27,-.016067298,.085902527,-.18443316,.15229855,.12703165,.09353666,-.056296833,.31036016
26.799999,27,-.0107116,.057268716,-.12295622,.10153302,.084688313,.062358171,-.037531458,.20690808
26.9,27,-.0053558,.028634358,-.061478112,.050766509,.042344157,.031179085,-.018765729,.10345404
27,27,0,0,0,0,0,0,0,0
27.1,27,.005352716,.028632505,-.050765961,.061471395,-.042337894,.031176981,-.10344365,.018767864
27.200001,27,.010686927,.057253897,-.10152865,.12290251,-.084638231,.062341332,-.20682499,.037548538
27.299999,27,.015984025,.085852534,-.15228385,.1842519,-.12686263,.093479842,-.31007975,.056354493
27.4,27,.021225708,.11441845,-.20303035,.24548176,-.16897516,.1245811,-.41314963,.075199313
27.5,27,.026393369,.14294012,-.25376412,.30655086,-.21093744,.15563194,-.51597041,.094095565
27.6,27,.031468499,.17140661,-.30448228,.36741927,-.25271189,.18661983,-.61848003,.11305626
27.700001,27,.036432598,.19980709,-.35518211,.4280473,-.29426098,.21753231,-.72061646,.13209449
27.799999,27,.041267067,.22813033,-.40586016,.48839429,-.33554637,.24835634,-.82231587,.15122312
27.9,27,.045953583,.25636685,-.45651618,.54842335,-.37653205,.27908078,-.92352033,.17045625
28,27,.050473548,.28450567,-.50714731,.60809439,-.41717964,.30969277,-1.0241663,.18980703
28.1,27,.05480846,.3125366,-.55775201,.66736895,-.45745164,.34018013,-1.1241924,.20928915
28.200001,27,.058939807,.34044957,-.60832912,.72620875,-.49731043,.37053078,-1.2235374,.22891653
28.299999,27,.062849015,.36823431,-.65887702,.78457505,-.53671777,.40073219,-1.3221384,.24870293
28.4,27,.066517726,.39588231,-.70939732,.8424328,-.57563752,.43077374,-1.4199386,.2686635
28.5,27,.069927357,.42338371,-.75988948,.89974421,-.61403143,.46064311,-1.5168753,.28881249
28.6,27,.073059402,.45072958,-.81035429,.95647311,-.65186185,.49032879,-1.6128886,.30916488
28.700001,27,.075895362,.4779112,-.86079335,1.0125841,-.68909132,.51981938,-1.7079186,.32973593
28.799999,27,.078416683,.50491977,-.91120785,1.0680412,-.72568154,.5491032,-1.8019041,.35054091
28.9,27,.080604948,.53174829,-.96160257,1.1228125,-.76159638,.5781703,-1.8947893,.37159657
29,27,.082441606,.55838883,-1.0119804,1.1768636,-.79679751,.60700935,-1.986514,.39291897
29.1,27,.083908156,.58483416,-1.0623457,1.230162,-.83124739,.63560981,-2.0770197,.41452494
29.200001,27,.084986083,.61107761,-1.112704,1.2826762,-.86490846,.66396135,-2.1662488,.43643183
29.299999,27,.085656874,.63711256,-1.1630608,1.3343745,-.89774257,.69205332,-2.2541423,.458657
29.4,27,.085902058,.6629343,-1.2134253,1.3852293,-.92971337,.71987706,-2.3406465,.48121968
29.5,27,.085703112,.68853724,-1.263805,1.4352113,-.96078271,.74742246,-2.4257038,.50413835
29.6,27,.085041516,.71391684,-1.3142098,1.4842929,-.99091297,.77468032,-2.5092585,.52743256
29.700001,27,.083898775,.73906928,-1.3646504,1.5324479,-1.0200666,.80164182,-2.5912557,.55112249
29.799999,27,.082256421,.76399076,-1.4151379,1.5796508,-1.0482056,.82829791,-2.6716397,.57522851
29.9,27,.08009588,.78867972,-1.465688,1.6258798,-1.0752933,.8546415,-2.7503598,.59977317
30,27,.07739868,.8131339,-1.5163145,1.6711118,-1.1012918,.88066423,-2.8273621,.62477833
30.1,27,.074146308,.83735228,-1.567034,1.7153267,-1.1261634,.90635884,-2.9025941,.65026724
30.200001,27,.070320256,.86133468,-1.6178646,1.7585052,-1.1498706,.93171841,-2.9760051,.67626393
30.299999,27,.065902129,.88508123,-1.6688253,1.8006295,-1.1723753,.95673603,-3.0475435,.70279282
30.4,27,.060873214,.90859449,-1.7199394,1.8416858,-1.1936409,.98140681,-3.1171629,.72988099
30.5,27,.055215128,.93187654,-1.7712294,1.8816596,-1.2136296,1.0057248,-3.184814,.75755483
30.6,27,.048909344,.9549309,-1.8227208,1.9205395,-1.2323035,1.0296853,-3.2504494,.78584248
30.700001,27,.041937348,.97776216,-1.8744413,1.958316,-1.2496251,1.0532838,-3.3140233,.81477314
30.799999,27,.034280796,1.0003755,-1.9264193,1.9949809,-1.2655567,1.0765164,-3.3754902,.84437674
30.9,27,.025920888,1.0227789,-1.9786888,2.0305307,-1.2800611,1.0993811,-3.4348085,.87468624
31,27,.016839273,1.0449797,-2.0312834,2.0649619,-1.2931007,1.1218752,-3.4919357,.90573412
31.1,27,.007017422,1.0669874,-2.0842395,2.0982742,-1.3046379,1.143997,-3.5468307,.93755496
31.200001,27,-.0035631373,1.0888125,-2.1375964,2.1304703,-1.314635,1.1657459,-3.5994549,.97018492
31.299999,27,-.014920744,1.1104667,-2.1913955,2.1615541,-1.3230543,1.1871214,-3.6497695,1.003661
31.4,27,-.0270743,1.1319643,-2.2456837,2.191535,-1.3298585,1.2081255,-3.697741,1.0380239
31.5,27,-.040042076,1.1533197,-2.3005071,2.220423,-1.3350102,1.2287595,-3.7433348,1.0733143
31.6,27,-.053842634,1.1745493,-2.355917,2.2482316,-1.3384714,1.2490263,-3.7865181,1.1095752
31.700001,27,-.068494424,1.1956712,-2.4119668,2.2749779,-1.340205,1.2689296,-3.8272612,1.1468514
31.799999,27,-.08401569,1.2167046,-2.4687128,2.3006814,-1.340173,1.2884741,-3.8655357,1.1851897
31.9,27,-.1004255,1.2376715,-2.5262172,2.3253663,-1.338338,1.3076663,-3.9013169,1.2246408
