temp,ref,yhat_low,se_low,lowerci_low,upperci_low,yhat_hr_ag,se_hr_ag,lowerci_hr_ag,upperci_hr_ag,yhat_hr_noag,se_hr_noag,lowerci_hr_noag,upperci_hr_noag
43.6,27,-7.3978429,75.819862,-156.00204,141.20636,-395.60556,97.605209,-586.90826,-204.30287,-123.26254,91.983223,-303.54636,57.021263
43.7,27,-7.6177278,76.693619,-157.93445,142.69901,-400.6416,98.670189,-594.03162,-207.25159,-125.00596,93.036354,-307.35385,57.341942
43.8,27,-7.8376007,77.567596,-159.86731,144.19211,-405.67737,99.735687,-601.1557,-210.19904,-126.74929,94.089966,-311.16223,57.663662
43.9,27,-8.0574856,78.441887,-161.80077,145.68579,-410.71341,100.80178,-608.28125,-213.14555,-128.49271,95.144157,-314.97183,57.98642
44,27,-8.2773809,79.316444,-163.73476,147.17999,-415.74951,101.86842,-615.40796,-216.09108,-130.23616,96.19886,-318.78247,58.31015
44.1,27,-8.4972754,80.191246,-165.66924,148.67468,-420.78564,102.93559,-622.53571,-219.0356,-131.97961,97.254051,-322.59406,58.634834
44.2,27,-8.7171602,81.066284,-167.60416,150.16983,-425.82169,104.00324,-629.66431,-221.97906,-133.72302,98.309708,-326.40649,58.960461
44.3,27,-8.9370308,81.941505,-169.53943,151.66536,-430.85742,105.07133,-636.79346,-224.9214,-135.46634,99.365761,-330.21964,59.286968
44.4,27,-9.1569185,82.817001,-171.47525,153.16142,-435.89349,106.13995,-643.92395,-227.86302,-137.20978,100.42232,-334.03391,59.614353
44.5,27,-9.3768129,83.692719,-173.41153,154.6579,-440.9296,107.20902,-651.05542,-230.80377,-138.95322,101.47931,-337.849,59.94257
44.6,27,-9.5967073,84.568649,-175.34821,156.1548,-445.96573,108.27855,-658.18781,-233.74367,-140.69667,102.53671,-341.66495,60.271595
44.7,27,-9.8165922,85.444771,-177.28528,157.65208,-451.00174,109.3485,-665.32086,-236.68263,-142.44009,103.59451,-345.4816,60.601429
44.8,27,-10.036463,86.321045,-179.22261,159.14969,-456.03751,110.4188,-672.45441,-239.62062,-144.18341,104.65265,-349.29883,60.932011
44.9,27,-10.256351,87.197571,-181.16045,160.64775,-461.07358,111.48959,-679.58917,-242.558,-145.92683,105.71122,-353.11703,61.263351
45,27,-10.476245,88.07428,-183.09866,162.14618,-466.10968,112.56076,-686.72473,-245.49464,-147.67029,106.77017,-356.93597,61.595394
45.1,27,-10.696135,88.951164,-185.0372,163.64494,-471.14572,113.63231,-693.86096,-248.4305,-149.41371,107.82945,-360.75555,61.928139
45.2,27,-10.916027,89.828239,-186.97614,165.14409,-476.18188,114.70425,-700.99805,-251.36566,-151.15718,108.88911,-364.57593,62.261578
45.3,27,-11.135895,90.705414,-188.91524,166.64345,-481.21759,115.77647,-708.13531,-254.29985,-152.90047,109.94903,-368.39661,62.595657
45.4,27,-11.355791,91.582832,-190.85484,168.14326,-486.25378,116.84914,-715.27386,-257.23367,-154.64395,111.00936,-372.21829,62.930393
45.5,27,-11.575678,92.460381,-192.79469,169.64334,-491.28976,117.92211,-722.41284,-260.16666,-156.38736,112.06996,-376.04047,63.265739
45.6,27,-11.795567,93.338089,-194.73486,171.14374,-496.32581,118.99543,-729.55255,-263.09906,-158.13078,113.13089,-379.86325,63.601688
45.7,27,-12.01546,94.215973,-196.67538,172.64445,-501.36194,120.06909,-736.69305,-266.03085,-159.87424,114.19214,-383.68671,63.938236
45.8,27,-12.235328,95.093933,-198.61601,174.14536,-506.39764,121.14298,-743.83356,-268.96176,-161.61754,115.25359,-387.51044,64.275345
45.9,27,-12.45522,95.972107,-200.5571,175.64665,-511.43381,122.21728,-750.97528,-271.89236,-163.36101,116.31541,-391.33502,64.613022
46,27,-12.67511,96.850403,-202.49841,177.14819,-516.46985,123.29183,-758.11737,-274.8223,-165.10443,117.37749,-395.16006,64.951225
46.1,27,-12.895,97.728836,-204.43999,178.64999,-521.50586,124.36668,-765.26013,-277.75165,-166.84784,118.43983,-398.98566,65.289955
46.2,27,-13.114892,98.607414,-206.38188,180.1521,-526.54205,125.44186,-772.40356,-280.68051,-168.59131,119.50246,-402.81183,65.629211
46.3,27,-13.33476,99.486053,-208.32385,181.65433,-531.57776,126.51721,-779.54694,-283.60855,-170.33461,120.56525,-406.63815,65.968956
46.4,27,-13.554653,100.3649,-210.26624,183.15694,-536.61389,127.59293,-786.69141,-286.53635,-172.07806,121.62839,-410.46533,66.309196
46.5,27,-13.774542,101.24384,-212.20882,184.65973,-541.6499,128.66887,-793.8363,-289.46356,-173.82149,122.69173,-414.29288,66.649895
46.6,27,-13.994426,102.12288,-214.1516,186.16275,-546.68585,129.74506,-800.98151,-292.39023,-175.56488,123.7553,-418.12082,66.991051
46.7,27,-14.214325,103.00209,-216.09471,187.66606,-551.72211,130.82156,-808.12769,-295.31656,-177.30838,124.81915,-421.94943,67.332672
46.8,27,-14.434193,103.88132,-218.03786,189.16946,-556.75781,131.89821,-815.27356,-298.2421,-179.05167,125.88313,-425.77808,67.674721
46.9,27,-14.654085,104.76075,-219.98138,190.6732,-561.79395,132.97517,-822.42053,-301.16742,-180.79514,126.9474,-429.60748,68.017212
47,27,-14.873975,105.64025,-221.92506,192.17712,-566.83002,134.05235,-829.56775,-304.09222,-182.53856,128.01187,-433.43723,68.3601
