temp,ref,yhat_low,se_low,lowerci_low,upperci_low,yhat_high_ag,se_high,lowerci_high,upperci_high
7.2,27,-30.728281,40.906326,-110.90321,49.446648,189.57439,409.65952,-613.34351,992.49231
7.3,27,-30.573088,40.69973,-110.34309,49.196918,188.61694,407.59055,-610.24585,987.47974
7.4,27,-30.417894,40.493134,-109.78297,48.947186,187.6595,405.52155,-607.14813,982.4671
7.5,27,-30.262701,40.286533,-109.22285,48.697456,186.70206,403.45258,-604.05042,977.45453
7.6,27,-30.107508,40.079937,-108.66274,48.447727,185.74461,401.38358,-600.95276,972.44196
7.7,27,-29.952314,39.873341,-108.10262,48.197998,184.78716,399.31461,-597.85504,967.42938
7.8,27,-29.797121,39.66674,-107.5425,47.948265,183.82971,397.24561,-594.75732,962.41675
7.9,27,-29.641928,39.460144,-106.98239,47.698536,182.87227,395.17661,-591.65967,957.40417
8,27,-29.486734,39.253548,-106.42227,47.448803,181.91483,393.10764,-588.56195,952.3916
8.1,27,-29.331539,39.046947,-105.86215,47.199074,180.95737,391.03864,-585.46423,947.37903
8.199999999999999,27,-29.176348,38.840351,-105.30204,46.949345,179.99992,388.96967,-582.36658,942.36646
8.300000000000001,27,-29.021154,38.633755,-104.74192,46.699612,179.04248,386.90067,-579.26886,937.35382
8.4,27,-28.865961,38.427158,-104.18181,46.449883,178.08504,384.8317,-576.1712,932.34131
8.5,27,-28.710768,38.220558,-103.62169,46.20015,177.12759,382.7627,-573.07349,927.32867
8.6,27,-28.555573,38.013962,-103.06157,45.95042,176.17014,380.6937,-569.97577,922.31604
8.699999999999999,27,-28.400381,37.807365,-102.50145,45.700691,175.21269,378.62473,-566.87811,917.30353
8.800000000000001,27,-28.245188,37.600765,-101.94133,45.450958,174.25525,376.55573,-563.7804,912.29089
8.9,27,-28.089994,37.394169,-101.38122,45.201229,173.29781,374.48676,-560.68274,907.27832
9,27,-27.934801,37.187572,-100.8211,44.9515,172.34036,372.41776,-557.58502,902.26575
9.1,27,-27.779606,36.980972,-100.26098,44.701767,171.3829,370.34875,-554.4873,897.25311
9.199999999999999,27,-27.624414,36.774376,-99.700867,44.452038,170.42546,368.27979,-551.38965,892.2406
9.300000000000001,27,-27.469221,36.567776,-99.140747,44.202305,169.46802,366.21078,-548.29193,887.22797
9.4,27,-27.314028,36.361179,-98.580635,43.952576,168.51057,364.14182,-545.19427,882.21539
9.5,27,-27.158834,36.154583,-98.020515,43.702847,167.55313,362.07281,-542.09656,877.20282
9.6,27,-27.003639,35.947983,-97.460396,43.453114,166.59567,360.00381,-538.99884,872.19019
9.699999999999999,27,-26.848448,35.741386,-96.900284,43.203384,165.63823,357.93484,-535.90118,867.17761
9.800000000000001,27,-26.693254,35.53479,-96.340164,42.953655,164.68079,355.86584,-532.80347,862.16504
9.9,27,-26.538061,35.328194,-95.780045,42.703926,163.72334,353.79688,-529.70581,857.15247
10,27,-26.382868,35.121593,-95.219925,42.454193,162.7659,351.72787,-526.60809,852.13983
10.1,27,-26.227673,34.914997,-94.659805,42.20446,161.80844,349.65887,-523.51038,847.12726
10.2,27,-26.072481,34.708401,-94.099693,41.954731,160.851,347.5899,-520.41272,842.11469
10.3,27,-25.917288,34.501801,-93.539574,41.705002,159.89355,345.5209,-517.315,837.10211
10.4,27,-25.762094,34.295204,-92.979462,41.455273,158.93611,343.45193,-514.21729,832.08954
10.5,27,-25.606901,34.088608,-92.419342,41.20554,157.97865,341.38293,-511.1196,827.0769
10.6,27,-25.451706,33.882008,-91.859222,40.955811,157.02121,339.31393,-508.02191,822.06433
10.7,27,-25.296515,33.675411,-91.29911,40.706081,156.06377,337.24496,-504.92422,817.05176
10.8,27,-25.141321,33.468815,-90.738991,40.456348,155.10632,335.17596,-501.82651,812.03912
10.9,27,-24.986128,33.262218,-90.178871,40.206619,154.14888,333.10699,-498.72885,807.02661
11,27,-24.830935,33.055618,-89.618759,39.956886,153.19142,331.03799,-495.63113,802.01398
11.1,27,-24.675739,32.849022,-89.05864,39.707157,152.23398,328.96899,-492.53342,797.0014
11.2,27,-24.520548,32.642422,-88.49852,39.457428,151.27654,326.90002,-489.43576,791.98883
11.3,27,-24.365355,32.435825,-87.9384,39.207695,150.31909,324.83102,-486.33804,786.9762
11.4,27,-24.210161,32.229229,-87.378288,38.957966,149.36165,322.76205,-483.24036,781.96368
11.5,27,-24.054968,32.022629,-86.818169,38.708237,148.40419,320.69305,-480.14267,776.95105
11.6,27,-23.899773,31.816032,-86.258049,38.458504,147.44675,318.62405,-477.04495,771.93842
11.7,27,-23.744581,31.609436,-85.697937,38.208775,146.4893,316.55508,-473.94727,766.9259
11.8,27,-23.589386,31.402838,-85.137817,37.959042,145.53186,314.48608,-470.84958,761.91327
11.9,27,-23.434195,31.196241,-84.577705,37.709312,144.57442,312.41711,-467.75189,756.9007
12,27,-23.279001,30.989643,-84.017586,37.459583,143.61696,310.34811,-464.65417,751.88812
12.1,27,-23.123806,30.783045,-83.457466,37.20985,142.65952,308.27914,-461.55649,746.87549
12.2,27,-22.968615,30.576447,-82.897346,36.960121,141.70207,306.21014,-458.4588,741.86298
12.3,27,-22.813419,30.369848,-82.337227,36.710392,140.74463,304.14117,-455.36108,736.85034
12.4,27,-22.658228,30.163252,-81.777115,36.460663,139.78719,302.07217,-452.26343,731.83777
12.5,27,-22.503035,29.956654,-81.216995,36.21093,138.82973,300.00317,-449.16571,726.8252
12.6,27,-22.347839,29.750055,-80.656876,35.961197,137.87228,297.9342,-446.06799,721.81256
12.7,27,-22.192648,29.543459,-80.096764,35.711468,136.91484,295.8652,-442.97034,716.79999
12.8,27,-22.037453,29.336861,-79.536644,35.461739,135.9574,293.79623,-439.87262,711.78741
12.9,27,-21.882261,29.130264,-78.976532,35.212009,134.99995,291.72723,-436.77493,706.77484
13,27,-21.727068,28.923666,-78.416412,34.962276,134.0425,289.65826,-433.67725,701.76227
13.1,27,-21.571873,28.717068,-77.856293,34.712543,133.08505,287.58926,-430.57953,696.74963
13.2,27,-21.416681,28.510471,-77.296181,34.462814,132.12761,285.52029,-427.48184,691.73706
13.3,27,-21.261486,28.303873,-76.736061,34.213085,131.17015,283.45129,-424.38416,686.72449
13.4,27,-21.106295,28.097277,-76.175941,33.963356,130.21272,281.38229,-421.28647,681.71191
13.5,27,-20.951101,27.890678,-75.615822,33.713623,129.25526,279.31332,-418.18878,676.69928
13.6,27,-20.795906,27.68408,-75.055702,33.463894,128.29782,277.24432,-415.09106,671.68671
13.7,27,-20.640715,27.477484,-74.49559,33.214165,127.34038,275.17535,-411.99338,666.67413
13.8,27,-20.485519,27.270885,-73.935471,32.964432,126.38293,273.10635,-408.89569,661.66156
13.9,27,-20.330328,27.064289,-73.375359,32.714703,125.42548,271.03738,-405.798,656.64899
14,27,-20.175135,26.857691,-72.815239,32.46497,124.46803,268.96838,-402.70029,651.63635
14.1,27,-20.019939,26.651091,-72.255119,32.21524,123.51058,266.89938,-399.6026,646.62378
14.2,27,-19.864748,26.444494,-71.695007,31.965511,122.55315,264.83041,-396.50491,641.61121
14.3,27,-19.709553,26.237896,-71.134888,31.715778,121.5957,262.76141,-393.4072,636.59857
14.4,27,-19.554361,26.0313,-70.574776,31.466049,120.63825,260.69244,-390.30954,631.58606
14.5,27,-19.399168,25.824701,-70.014656,31.216318,119.6808,258.62344,-387.21182,626.57343
14.6,27,-19.243973,25.618103,-69.454536,30.966587,118.72335,256.55444,-384.11411,621.56079
14.7,27,-19.088781,25.411507,-68.894417,30.716858,117.76591,254.48547,-381.01645,616.54828
14.8,27,-18.933586,25.204908,-68.334297,30.467127,116.80846,252.41647,-377.91873,611.53564
14.9,27,-18.778395,24.998312,-67.774185,30.217398,115.85102,250.3475,-374.82104,606.52307
15,27,-18.623201,24.791714,-67.214066,29.967667,114.89357,248.2785,-371.72336,601.5105
15.1,27,-18.468006,24.585115,-66.653946,29.717934,113.93612,246.2095,-368.62564,596.49786
15.2,27,-18.312815,24.378519,-66.093834,29.468204,112.97868,244.14053,-365.52795,591.48535
15.3,27,-18.157619,24.171921,-65.533714,29.218473,112.02123,242.07153,-362.43027,586.47272
15.4,27,-18.002428,23.965324,-64.973602,28.968744,111.06379,240.00256,-359.33258,581.46014
15.5,27,-17.847233,23.758726,-64.413483,28.719013,110.10634,237.93356,-356.23486,576.44757
15.6,27,-17.692039,23.552128,-63.853363,28.469282,109.14889,235.86456,-353.13718,571.43494
15.7,27,-17.536848,23.345531,-63.293247,28.219553,108.19144,233.79559,-350.03949,566.42236
15.8,27,-17.381653,23.138933,-62.733128,27.96982,107.234,231.72659,-346.94177,561.40979
15.9,27,-17.226461,22.932337,-62.173016,27.720091,106.27656,229.65762,-343.84412,556.39722
16,27,-17.071266,22.725739,-61.612896,27.47036,105.31911,227.58862,-340.7464,551.38464
16.1,27,-16.916073,22.519138,-61.052776,27.220629,104.36166,225.51962,-337.64868,546.37201
16.2,27,-16.76088,22.31254,-60.492657,26.970898,103.40421,223.45064,-334.55099,541.35938
16.3,27,-16.605688,22.105946,-59.932549,26.72117,102.44678,221.38168,-331.45334,536.34686
16.4,27,-16.450495,21.899347,-59.372429,26.471439,101.48933,219.31268,-328.35565,531.33429
16.5,27,-16.2953,21.692749,-58.812309,26.221708,100.53188,217.24368,-325.25793,526.32166
16.6,27,-16.140106,21.486151,-58.25219,25.971975,99.574425,215.1747,-322.16022,521.30908
16.7,27,-15.984913,21.279552,-57.69207,25.722244,98.616974,213.1057,-319.06253,516.29645
16.8,27,-15.829721,21.072958,-57.131962,25.472517,97.659546,211.03674,-315.96487,511.28397
16.9,27,-15.674527,20.86636,-56.571842,25.222786,96.702095,208.96774,-312.86716,506.27136
17,27,-15.519334,20.659761,-56.011723,24.973055,95.744644,206.89876,-309.76947,501.25873
17.1,27,-15.36414,20.453163,-55.451603,24.723324,94.787193,204.82976,-306.67175,496.24612
17.2,27,-15.208946,20.246565,-54.891483,24.473593,93.829742,202.76076,-303.57404,491.23352
17.3,27,-15.053755,20.03997,-54.331375,24.223866,92.872307,200.6918,-300.47641,486.22101
17.4,27,-14.898561,19.833372,-53.771255,23.974134,91.914864,198.6228,-297.37869,481.2084
17.5,27,-14.743367,19.626774,-53.211136,23.724401,90.957413,196.55382,-294.28098,476.1958
17.6,27,-14.588173,19.420176,-52.651016,23.47467,89.999962,194.48482,-291.18329,471.1832
17.7,27,-14.43298,19.213577,-52.090897,23.224939,89.042511,192.41582,-288.08557,466.17059
17.8,27,-14.277788,19.006983,-51.530788,22.975212,88.085075,190.34686,-284.98792,461.15808
17.9,27,-14.122594,18.800385,-50.970669,22.725481,87.127625,188.27788,-281.89023,456.14548
18,27,-13.967401,18.593786,-50.410549,22.47575,86.170181,186.20888,-278.79251,451.13287
18.1,27,-13.812206,18.387186,-49.85043,22.226017,85.21273,184.13988,-275.69479,446.12027
18.2,27,-13.657012,18.180588,-49.29031,21.976286,84.25528,182.07089,-272.59711,441.10767
18.3,27,-13.501822,17.973993,-48.730202,21.726559,83.297844,180.00192,-269.49945,436.09515
18.4,27,-13.346627,17.767395,-48.170082,21.476828,82.340393,177.93294,-266.40173,431.08255
18.5,27,-13.191434,17.560797,-47.609962,21.227097,81.38295,175.86394,-263.30405,426.06992
18.6,27,-13.03624,17.354198,-47.049843,20.977365,80.425499,173.79494,-260.20633,421.05731
18.7,27,-12.881045,17.1476,-46.489727,20.727634,79.468048,171.72595,-257.10861,416.04471
18.8,27,-12.725855,16.941006,-45.929615,20.477907,78.510612,169.657,-254.01099,411.0322
18.9,27,-12.570661,16.734407,-45.369495,20.228176,77.553162,167.588,-250.91327,406.01959
19,27,-12.415467,16.527809,-44.80938,19.978443,76.595711,165.519,-247.81557,401.00699
19.1,27,-12.260273,16.321211,-44.24926,19.728712,75.638268,163.45001,-244.71786,395.99438
19.2,27,-12.105079,16.114613,-43.68914,19.478981,74.680817,161.38101,-241.62015,390.98178
19.3,27,-11.949888,15.908018,-43.129032,19.229254,73.723381,159.31206,-238.52251,385.96927
19.4,27,-11.794694,15.70142,-42.568913,18.979523,72.76593,157.24306,-235.4248,380.95667
19.5,27,-11.639501,15.494822,-42.008793,18.729792,71.808479,155.17406,-232.32709,375.94406
19.6,27,-11.484306,15.288222,-41.448673,18.480059,70.851028,153.10507,-229.22939,370.93146
19.7,27,-11.329112,15.081624,-40.888554,18.230328,69.893585,151.03607,-226.13168,365.91885
19.8,27,-11.173922,14.87503,-40.328445,17.980602,68.93615,148.96712,-223.03403,360.90634
19.9,27,-11.018727,14.668431,-39.768326,17.730869,67.978699,146.89812,-219.93633,355.89374
20,27,-10.863534,14.461833,-39.208206,17.481138,67.021248,144.82913,-216.83862,350.88113
20.1,27,-10.70834,14.255235,-38.648087,17.231407,66.063797,142.76013,-213.74092,345.8685
20.2,27,-10.553145,14.048636,-38.087967,16.981676,65.106346,140.69113,-210.6432,340.8559
20.3,27,-10.397955,13.842042,-37.527859,16.731949,64.148918,138.62218,-207.54556,335.84338
20.4,27,-10.242761,13.635444,-36.967739,16.482218,63.191467,136.55318,-204.44786,330.83078
20.5,27,-10.087567,13.428845,-36.407619,16.232485,62.234016,134.48419,-201.35014,325.81818
20.6,27,-9.932373,13.222246,-35.8475,15.982754,61.276569,132.41519,-198.25244,320.80557
20.7,27,-9.7771788,13.015648,-35.28738,15.733023,60.319118,130.34619,-195.15474,315.79297
20.8,27,-9.6219883,12.809053,-34.727272,15.483295,59.361687,128.27724,-192.05708,310.78046
20.9,27,-9.466794,12.602455,-34.167152,15.233564,58.404236,126.20824,-188.95938,305.76785
21,27,-9.3116007,12.395857,-33.607033,14.983833,57.446785,124.13925,-185.86168,300.75525
21.1,27,-9.1564064,12.189259,-33.046913,14.734101,56.489334,122.07025,-182.76396,295.74265
21.2,27,-9.0012121,11.98266,-32.486794,14.48437,55.531887,120.00126,-179.66626,290.73004
21.3,27,-8.8460217,11.776066,-31.926685,14.234643,54.574455,117.9323,-176.56862,285.71753
21.4,27,-8.6908274,11.569468,-31.366566,13.984912,53.617004,115.86331,-173.4709,280.70493
21.5,27,-8.5356331,11.362869,-30.806448,13.73518,52.659554,113.79431,-170.3732,275.69232
21.6,27,-8.3804398,11.15627,-30.246328,13.485449,51.702103,111.72532,-167.2755,270.67969
21.7,27,-8.2252455,10.949672,-29.686209,13.235717,50.744652,109.65632,-164.1778,265.66708
21.8,27,-8.070055,10.743077,-29.126101,12.985991,49.78722,107.58736,-161.08014,260.65457
21.9,27,-7.9148607,10.536479,-28.565981,12.736259,48.829773,105.51837,-157.98244,255.64198
22,27,-7.7596669,10.329881,-28.005861,12.486527,47.872322,103.44938,-154.88474,250.62936
22.1,27,-7.6044731,10.123282,-27.445742,12.236796,46.914871,101.38038,-151.78702,245.61676
22.2,27,-7.4492788,9.9166842,-26.885622,11.987064,45.95742,99.311386,-148.68932,240.60416
22.3,27,-7.2940879,9.7100897,-26.325514,11.737338,44.999989,97.242432,-145.59167,235.59164
22.4,27,-7.1388941,9.5034914,-25.765394,11.487606,44.042538,95.173431,-142.49396,230.57904
22.5,27,-6.9837003,9.2968931,-25.205275,11.237875,43.085091,93.104439,-139.39626,225.56644
22.6,27,-6.828506,9.0902939,-24.645155,10.988143,42.12764,91.035446,-136.29855,220.55383
22.7,27,-6.6733122,8.8836956,-24.085035,10.738412,41.170189,88.966446,-133.20084,215.54121
22.8,27,-6.5181212,8.6771011,-23.524927,10.488685,40.212757,86.897491,-130.1032,210.52872
22.9,27,-6.3629274,8.4705029,-22.964808,10.238954,39.255306,84.828499,-127.00549,205.5161
23,27,-6.2077336,8.2639046,-22.40469,9.9892216,38.297855,82.759499,-123.90778,200.50349
23.1,27,-6.0525393,8.0573063,-21.84457,9.7394905,37.340408,80.690506,-120.81007,195.49089
23.2,27,-5.8973455,7.850708,-21.284451,9.4897585,36.382957,78.621506,-117.71237,190.47829
23.3,27,-5.7421546,7.6441135,-20.724342,9.2400322,35.425526,76.552551,-114.61472,185.46577
23.4,27,-5.5869608,7.4375148,-20.164223,8.9903011,34.468075,74.483559,-111.51701,180.45317
23.5,27,-5.431767,7.2309165,-19.604103,8.7405691,33.510624,72.414566,-108.41931,175.44057
23.6,27,-5.2765727,7.0243182,-19.043983,8.4908381,32.553173,70.345566,-105.3216,170.42795
23.7,27,-5.1213789,6.8177199,-18.483864,8.241106,31.595724,68.276573,-102.2239,165.41534
23.8,27,-4.966188,6.6111255,-17.923756,7.9913793,30.638292,66.207619,-99.126251,160.40283
23.9,27,-4.8109941,6.4045267,-17.363636,7.7416477,29.680843,64.138618,-96.028542,155.39023
24,27,-4.6558003,6.1979284,-16.803516,7.4919167,28.723392,62.069626,-92.93084,150.37762
24.1,27,-4.5006061,5.9913301,-16.243397,7.2421851,27.765944,60.000629,-89.83313,145.36502
24.2,27,-4.3454123,5.7847319,-15.683278,6.9924536,26.808493,57.931633,-86.735428,140.35242
24.3,27,-4.1902213,5.5781374,-15.123169,6.7427268,25.851061,55.862679,-83.637779,135.3399
24.4,27,-4.0350275,5.3715386,-14.56305,6.4929953,24.89361,53.793682,-80.54007,130.32729
24.5,27,-3.8798335,5.1649404,-14.002931,6.2432637,23.936161,51.724689,-77.442368,125.31468
24.6,27,-3.7246394,4.9583421,-13.442811,5.9935322,22.97871,49.655693,-74.344658,120.30208
24.7,27,-3.5694456,4.7517438,-12.882691,5.7438006,22.021261,47.586697,-71.246948,115.28947
24.8,27,-3.4142547,4.5451493,-12.322583,5.4940739,21.063829,45.517742,-68.149307,110.27696
24.9,27,-3.2590606,4.3385506,-11.762464,5.2443423,20.106379,43.448746,-65.051598,105.26436
25,27,-3.1038668,4.1319523,-11.202345,4.9946108,19.148928,41.379749,-61.953892,100.25175
25.1,27,-2.9486728,3.925354,-10.642225,4.7448792,18.191479,39.310753,-58.856186,95.239143
25.2,27,-2.793479,3.7187555,-10.082106,4.4951482,17.234028,37.24176,-55.75848,90.226532
25.3,27,-2.638288,3.512161,-9.5219975,4.2454214,16.276596,35.172802,-52.660831,85.214027
25.4,27,-2.483094,3.3055627,-8.9618778,3.9956896,15.319146,33.103809,-49.563126,80.201416
25.5,27,-2.3279002,3.0989642,-8.4017582,3.7459583,14.361696,31.034813,-46.46542,75.188812
25.6,27,-2.1727061,2.8923659,-7.841639,3.4962268,13.404246,28.965816,-43.367714,70.176208
25.7,27,-2.0175121,2.6857674,-7.2815194,3.2464952,12.446796,26.896822,-40.270004,65.163597
25.8,27,-1.8623213,2.4791729,-6.7214108,2.9967685,11.489365,24.827866,-37.172359,60.151089
25.9,27,-1.7071273,2.2725747,-6.1612916,2.7470369,10.531915,22.758871,-34.074654,55.138481
26,27,-1.5519334,2.0659761,-5.6011724,2.4973054,9.5744638,20.689875,-30.976946,50.125874
26.1,27,-1.3967395,1.8593777,-5.0410528,2.2475741,8.6170139,18.62088,-27.87924,45.113266
26.2,27,-1.2415456,1.6527793,-4.4809337,1.9978424,7.659564,16.551884,-24.781532,40.100662
26.3,27,-1.0863545,1.4461849,-3.9208248,1.7481158,6.7021322,14.482928,-21.683886,35.08815
26.4,27,-.93116063,1.2395865,-3.3607054,1.4983842,5.7446823,12.413933,-18.58618,30.075544
26.5,27,-.7759667,1.0329881,-2.8005862,1.2486527,4.7872319,10.344937,-15.488473,25.062937
26.6,27,-.62077278,.82638967,-2.2404668,.99892122,3.829782,8.2759418,-12.390766,20.050331
26.7,27,-.46557882,.61979127,-1.6803474,.74918973,2.8723319,6.2069468,-9.2930603,15.037724
26.8,27,-.31038785,.4131968,-1.1202387,.49946299,1.9149002,4.137991,-6.1954126,10.025213
26.9,27,-.15519392,.2065984,-.56011933,.2497315,.95745009,2.0689955,-3.0977063,5.0126066
27,27,0,0,0,0,0,0,0,0
27.1,27,.15516253,.2065808,-.24972841,.56005347,-.95729357,2.0688848,-5.0122333,3.097646
27.2,27,.31013662,.41305605,-.49943835,1.1197116,-1.9136484,4.1371059,-10.022227,6.1949301
27.3,27,.46473089,.61931634,-.74910676,1.6785686,-2.8681071,6.2039604,-15.027646,9.2914324
27.4,27,.61876285,.82526428,-.99872547,2.2362511,-3.8197672,8.2688646,-20.026443,12.386909
27.5,27,.77204102,1.0307912,-1.2482725,2.7923546,-4.7676721,10.331117,-25.016289,15.480945
27.6,27,.92437708,1.2357926,-1.4977319,3.3464861,-5.7108827,12.390057,-29.994947,18.573181
27.7,27,1.0755825,1.4401648,-1.7470886,3.8982537,-6.6484599,14.445024,-34.960186,21.663267
27.8,27,1.225466,1.6438006,-1.9963241,4.4472561,-7.5794468,16.495321,-39.909683,24.75079
27.9,27,1.3738451,1.8466059,-2.245436,4.9931259,-8.5029402,18.540373,-44.841404,27.835522
28,27,1.5205282,2.0484755,-2.4944098,5.5354662,-9.417985,20.579485,-49.753033,30.917065
28.1,27,1.665327,2.2493091,-2.7432377,6.0738916,-10.32364,22.612007,-54.642357,33.995079
28.2,27,1.808053,2.4490077,-2.991914,6.6080203,-11.218967,24.637289,-59.507168,37.069233
28.3,27,1.9485149,2.6474705,-3.2404318,7.1374617,-12.103011,26.65465,-64.345169,40.139145
28.4,27,2.0865302,2.8446088,-3.4888005,7.6618609,-12.974867,28.663527,-69.154343,43.204613
28.5,27,2.2219074,3.0403244,-3.7370191,8.1808338,-13.833578,30.663239,-73.932419,46.265266
28.6,27,2.3544583,3.2345254,-3.9850953,8.6940117,-14.678206,32.653156,-78.677216,49.320805
28.7,27,2.483994,3.4271212,-4.2330399,9.2010279,-15.507813,34.632648,-83.386559,52.370934
28.8,27,2.6103237,3.6180193,-4.480864,9.7015114,-16.32144,36.601055,-88.058189,55.41531
28.9,27,2.7332644,3.8071423,-4.7285972,10.195127,-17.118185,38.557835,-92.690155,58.453781
29,27,2.8526251,3.9944024,-4.9762602,10.68151,-17.897093,40.502331,-97.280205,61.486019
29.1,27,2.9682171,4.1797194,-5.2238832,11.160317,-18.657223,42.433945,-101.82623,64.51178
29.2,27,3.0798519,4.3630161,-5.4715023,11.631207,-19.397635,44.352066,-106.32609,67.530823
29.3,27,3.1873384,4.5442133,-5.7191563,12.093833,-20.117374,46.256073,-110.77761,70.542862
29.4,27,3.2904937,4.7232485,-5.9669032,12.547891,-20.815538,48.145447,-115.17888,73.547806
29.5,27,3.389127,4.9000502,-6.2147951,12.99305,-21.491169,50.019577,-119.52773,76.545395
29.6,27,3.4830494,5.0745554,-6.4628963,13.428995,-22.143328,51.877888,-123.82212,79.535461
29.7,27,3.5720725,5.2467041,-6.7112789,13.855424,-22.771074,53.719822,-128.06,82.517845
29.8,27,3.6560049,5.4164386,-6.9600196,14.27203,-23.373455,55.544785,-132.23924,85.492325
29.9,27,3.7346644,5.5837159,-7.2092175,14.678547,-23.949564,57.352318,-136.35803,88.458908
30,27,3.8078594,5.7484875,-7.4589696,15.074688,-24.498446,59.141842,-140.41432,91.417435
30.1,27,3.8754015,5.9107141,-7.7093854,15.460188,-25.019163,60.912838,-144.40613,94.367805
30.2,27,3.9371018,6.0703616,-7.960588,15.834792,-25.510773,62.664799,-148.33153,97.309982
30.3,27,3.99277,6.2273984,-8.2127066,16.198246,-25.972321,64.397186,-152.18849,100.24385
30.4,27,4.042222,6.3818116,-8.4658985,16.550343,-26.402905,66.109596,-155.97533,103.16952
30.5,27,4.0852685,6.5335832,-8.7203188,16.890856,-26.801565,67.801514,-159.69009,106.08696
30.6,27,4.1217194,6.6827059,-8.9761438,17.219582,-27.167368,69.472481,-163.33093,108.9962
30.7,27,4.1513863,6.8291812,-9.2335625,17.536335,-27.499369,71.122063,-166.89606,111.89732
30.8,27,4.1740789,6.9730144,-9.4927788,17.840937,-27.796614,72.749794,-170.38359,114.79036
30.9,27,4.1896133,7.1142316,-9.7540236,18.133251,-28.058199,74.355339,-173.79198,117.67558
31,27,4.1977997,7.2528563,-10.017537,18.413137,-28.283169,75.938263,-177.11943,120.5531
31.1,27,4.1984487,7.388926,-10.28358,18.680477,-28.470583,77.498207,-180.36427,123.42311
31.2,27,4.1913724,7.5224881,-10.552434,18.935179,-28.619507,79.034813,-183.52489,126.28587
31.3,27,4.1763778,7.6535978,-10.824398,19.177153,-28.728971,80.547691,-186.59955,129.1416
31.4,27,4.1532845,7.7823334,-11.099809,19.406378,-28.798088,82.036636,-189.58694,131.99077
31.5,27,4.1219001,7.9087744,-11.379012,19.622812,-28.825893,83.501305,-192.48544,134.83366
31.6,27,4.0820365,8.0330153,-11.662384,19.826458,-28.811451,84.941437,-195.29361,137.67072
31.7,27,4.033505,8.1551657,-11.950327,20.017336,-28.753819,86.356796,-198.01003,140.5024
31.8,27,3.9761133,8.2753458,-12.243267,20.195494,-28.652039,87.747124,-200.63324,143.32916
31.9,27,3.9096806,8.3937025,-12.541674,20.361034,-28.505213,89.112328,-203.16216,146.15173
32,27,3.8340151,8.5103846,-12.846032,20.514063,-28.312384,90.452202,-205.59543,148.97067
32.1,27,3.7489247,8.6255598,-13.156861,20.654711,-28.07259,91.766586,-207.93179,151.78661
32.2,27,3.6542308,8.7394257,-13.47473,20.783192,-27.784954,93.055504,-210.17039,154.60049
32.3,27,3.5497313,8.8521738,-13.800211,20.899673,-27.448452,94.318748,-212.3098,157.4129
32.4,27,3.435252,8.9640427,-14.133948,21.004452,-27.062233,95.556458,-214.34944,160.22499
32.5,27,3.3105912,9.0752583,-14.476588,21.097771,-26.625277,96.768486,-216.28802,163.03748
32.6,27,3.1755667,9.1860914,-14.828841,21.179976,-26.136681,97.954971,-218.12491,165.85155
32.7,27,3.0299964,9.2968302,-15.191456,21.251448,-25.595549,99.116096,-219.85953,168.66843
32.8,27,2.873678,9.4077616,-15.565197,21.312551,-25.000854,100.25184,-221.49084,171.48914
32.9,27,2.7064381,9.5192251,-15.950899,21.363775,-24.351749,101.36255,-223.01869,174.31519
33,27,2.528074,9.631547,-16.349411,21.40556,-23.647213,102.4483,-224.4422,177.14778
33.1,27,2.3384049,9.7451019,-16.761642,21.438454,-22.886345,103.50948,-225.7612,179.98851
33.2,27,2.1372473,9.86028,-17.188547,21.463041,-22.068243,104.54649,-226.9756,182.83911
33.3,27,1.9243988,9.9774752,-17.631092,21.479891,-21.191883,105.55957,-228.08484,185.70108
33.4,27,1.6996872,10.097127,-18.090319,21.489693,-20.25642,106.54935,-229.08931,188.57648
33.5,27,1.4629102,10.21967,-18.567274,21.493095,-19.260834,107.51619,-229.98869,191.46703
33.6,27,1.2138855,10.345575,-19.06307,21.490841,-18.204222,108.46074,-230.78337,194.37492
33.7,27,.95242858,10.475334,-19.57885,21.483706,-17.085672,109.38373,-231.47385,197.30249
33.8,27,.67834049,10.609434,-20.115768,21.47245,-15.904181,110.28573,-232.06024,200.25188
33.9,27,.39144635,10.748405,-20.675041,21.457933,-14.658888,111.16769,-232.54355,203.22578
34,27,.091545418,10.892766,-21.257885,21.440975,-13.34878,112.03033,-232.92419,206.22662
34.1,27,-.22154613,11.043067,-21.865559,21.422466,-11.972949,112.87467,-233.20325,209.25734
34.2,27,-.54801023,11.199865,-22.499344,21.403322,-10.530495,113.70184,-233.38199,212.321
34.3,27,-.88805038,11.363714,-23.160521,21.38442,-9.0203905,114.51277,-233.4613,215.42052
34.4,27,-1.2418377,11.535192,-23.850397,21.366722,-7.4417949,115.30887,-233.44302,218.55943
34.5,27,-1.6095741,11.714858,-24.570274,21.351126,-5.7936912,116.09127,-233.3284,221.74101
34.6,27,-1.9914432,11.903294,-25.32147,21.338585,-4.0751696,116.86145,-233.11942,224.96907
34.7,27,-2.3876269,12.101074,-26.105297,21.330044,-2.2853312,117.62099,-232.81825,228.24759
34.8,27,-2.7983286,12.308758,-26.923052,21.326393,-.42314729,118.37135,-232.42674,231.58044
34.9,27,-3.2237191,12.526916,-27.776022,21.328585,1.5122161,119.1144,-231.94771,234.97214
