year,placeholder,growth_rate,cons,beta1,beta2,anomalymin,anomalymax,ssp,global_consumption,ratio
2113,"ss","value",0,.3758154,.5316194,0,11,"SSP2",7.332e+14,1.222463
2114,"ss","value",0,.3812463,.5393019,0,11,"SSP2",7.438e+14,1.240129
2115,"ss","value",0,.3867557,.5470954,0,11,"SSP2",7.546e+14,1.25805
2116,"ss","value",0,.3923448,.5550015,0,11,"SSP2",7.655e+14,1.27623
2117,"ss","value",0,.3980146,.5630219,0,11,"SSP2",7.766e+14,1.294673
2118,"ss","value",0,.4037664,.5711582,0,11,"SSP2",7.878e+14,1.313383
2119,"ss","value",0,.4096013,.579412,0,11,"SSP2",7.992e+14,1.332363
2120,"ss","value",0,.4155204,.5877852,0,11,"SSP2",8.107e+14,1.351617
2121,"ss","value",0,.4215252,.5962794,0,11,"SSP2",8.224e+14,1.371149
2122,"ss","value",0,.4276167,.6048962,0,11,"SSP2",8.343e+14,1.390964
2123,"ss","value",0,.4337962,.6136377,0,11,"SSP2",8.464e+14,1.411065
2124,"ss","value",0,.4400651,.6225054,0,11,"SSP2",8.586e+14,1.431456
2125,"ss","value",0,.4464245,.6315013,0,11,"SSP2",8.710e+14,1.452142
2126,"ss","value",0,.4528759,.6406273,0,11,"SSP2",8.836e+14,1.473128
2127,"ss","value",0,.4594204,.649885,0,11,"SSP2",8.964e+14,1.494416
2128,"ss","value",0,.4660595,.6592765,0,11,"SSP2",9.093e+14,1.516012
2129,"ss","value",0,.4727946,.6688039,0,11,"SSP2",9.225e+14,1.53792
2130,"ss","value",0,.479627,.6784688,0,11,"SSP2",9.358e+14,1.560145
2131,"ss","value",0,.4865582,.6882735,0,11,"SSP2",9.493e+14,1.58269
2132,"ss","value",0,.4935895,.6982198,0,11,"SSP2",9.630e+14,1.605562
2133,"ss","value",0,.5007224,.7083098,0,11,"SSP2",9.769e+14,1.628764
2134,"ss","value",0,.5079584,.7185457,0,11,"SSP2",9.911e+14,1.652302
2135,"ss","value",0,.515299,.7289295,0,11,"SSP2",1.005e+15,1.676179
2136,"ss","value",0,.5227456,.7394633,0,11,"SSP2",1.020e+15,1.700402
2137,"ss","value",0,.5302998,.7501494,0,11,"SSP2",1.035e+15,1.724975
2138,"ss","value",0,.5379633,.7609899,0,11,"SSP2",1.050e+15,1.749902
2139,"ss","value",0,.5457374,.771987,0,11,"SSP2",1.065e+15,1.77519
2140,"ss","value",0,.553624,.7831431,0,11,"SSP2",1.080e+15,1.800844
2141,"ss","value",0,.5616245,.7944604,0,11,"SSP2",1.096e+15,1.826868
2142,"ss","value",0,.5697405,.8059413,0,11,"SSP2",1.112e+15,1.853269
2143,"ss","value",0,.577974,.817588,0,11,"SSP2",1.128e+15,1.88005
2144,"ss","value",0,.5863263,.829403,0,11,"SSP2",1.144e+15,1.907219
2145,"ss","value",0,.5947994,.8413889,0,11,"SSP2",1.160e+15,1.934781
2146,"ss","value",0,.6033949,.8535479,0,11,"SSP2",1.177e+15,1.96274
2147,"ss","value",0,.6121146,.8658826,0,11,"SSP2",1.194e+15,1.991104
2148,"ss","value",0,.6209604,.8783956,0,11,"SSP2",1.212e+15,2.019878
2149,"ss","value",0,.629934,.8910894,0,11,"SSP2",1.229e+15,2.049067
2150,"ss","value",0,.6390372,.9039666,0,11,"SSP2",1.247e+15,2.078679
2151,"ss","value",0,.648272,.9170299,0,11,"SSP2",1.265e+15,2.108718
2152,"ss","value",0,.6576403,.9302821,0,11,"SSP2",1.283e+15,2.139191
2153,"ss","value",0,.6671439,.9437256,0,11,"SSP2",1.302e+15,2.170105
2154,"ss","value",0,.6767848,.9573635,0,11,"SSP2",1.320e+15,2.201465
2155,"ss","value",0,.6865651,.9711984,0,11,"SSP2",1.340e+15,2.233279
2156,"ss","value",0,.6964868,.9852334,0,11,"SSP2",1.359e+15,2.265552
2157,"ss","value",0,.7065517,.9994711,0,11,"SSP2",1.379e+15,2.298292
2158,"ss","value",0,.7167622,1.013915,0,11,"SSP2",1.398e+15,2.331505
2159,"ss","value",0,.7271202,1.028567,0,11,"SSP2",1.419e+15,2.365198
2160,"ss","value",0,.7376279,1.043431,0,11,"SSP2",1.439e+15,2.399377
2161,"ss","value",0,.7482874,1.058509,0,11,"SSP2",1.460e+15,2.434051
2162,"ss","value",0,.7591011,1.073806,0,11,"SSP2",1.481e+15,2.469226
2163,"ss","value",0,.770071,1.089324,0,11,"SSP2",1.502e+15,2.504909
2164,"ss","value",0,.7811993,1.105066,0,11,"SSP2",1.524e+15,2.541108
2165,"ss","value",0,.7924886,1.121035,0,11,"SSP2",1.546e+15,2.57783
2166,"ss","value",0,.8039409,1.137235,0,11,"SSP2",1.569e+15,2.615082
2167,"ss","value",0,.8155587,1.15367,0,11,"SSP2",1.591e+15,2.652873
2168,"ss","value",0,.8273444,1.170341,0,11,"SSP2",1.614e+15,2.69121
2169,"ss","value",0,.8393005,1.187254,0,11,"SSP2",1.638e+15,2.730101
2170,"ss","value",0,.8514293,1.204411,0,11,"SSP2",1.661e+15,2.769554
2171,"ss","value",0,.8637334,1.221817,0,11,"SSP2",1.685e+15,2.809577
2172,"ss","value",0,.8762153,1.239473,0,11,"SSP2",1.710e+15,2.850178
2173,"ss","value",0,.8888776,1.257385,0,11,"SSP2",1.734e+15,2.891367
2174,"ss","value",0,.9017229,1.275555,0,11,"SSP2",1.759e+15,2.93315
2175,"ss","value",0,.9147538,1.293989,0,11,"SSP2",1.785e+15,2.975538
2176,"ss","value",0,.927973,1.312688,0,11,"SSP2",1.811e+15,3.018537
2177,"ss","value",0,.9413832,1.331658,0,11,"SSP2",1.837e+15,3.062159
2178,"ss","value",0,.9549873,1.350902,0,11,"SSP2",1.863e+15,3.10641
2179,"ss","value",0,.968788,1.370424,0,11,"SSP2",1.890e+15,3.151301
2180,"ss","value",0,.982788,1.390228,0,11,"SSP2",1.917e+15,3.196841
2181,"ss","value",0,.9969904,1.410319,0,11,"SSP2",1.945e+15,3.243039
2182,"ss","value",0,1.011398,1.430699,0,11,"SSP2",1.973e+15,3.289905
2183,"ss","value",0,1.026014,1.451374,0,11,"SSP2",2.002e+15,3.337447
2184,"ss","value",0,1.040841,1.472348,0,11,"SSP2",2.031e+15,3.385677
2185,"ss","value",0,1.055882,1.493626,0,11,"SSP2",2.060e+15,3.434604
2186,"ss","value",0,1.071141,1.51521,0,11,"SSP2",2.090e+15,3.484238
2187,"ss","value",0,1.08662,1.537107,0,11,"SSP2",2.120e+15,3.534589
2188,"ss","value",0,1.102323,1.559319,0,11,"SSP2",2.151e+15,3.585668
2189,"ss","value",0,1.118253,1.581853,0,11,"SSP2",2.182e+15,3.637485
2190,"ss","value",0,1.134413,1.604713,0,11,"SSP2",2.213e+15,3.69005
2191,"ss","value",0,1.150806,1.627903,0,11,"SSP2",2.245e+15,3.743376
2192,"ss","value",0,1.167437,1.651428,0,11,"SSP2",2.278e+15,3.797472
2193,"ss","value",0,1.184307,1.675293,0,11,"SSP2",2.311e+15,3.85235
2194,"ss","value",0,1.201422,1.699503,0,11,"SSP2",2.344e+15,3.90802
2195,"ss","value",0,1.218784,1.724062,0,11,"SSP2",2.378e+15,3.964495
2196,"ss","value",0,1.236397,1.748977,0,11,"SSP2",2.412e+15,4.021787
2197,"ss","value",0,1.254264,1.774252,0,11,"SSP2",2.447e+15,4.079906
2198,"ss","value",0,1.27239,1.799892,0,11,"SSP2",2.483e+15,4.138865
2199,"ss","value",0,1.290777,1.825902,0,11,"SSP2",2.518e+15,4.198677
2200,"ss","value",0,1.30943,1.852288,0,11,"SSP2",2.555e+15,4.259352
2201,"ss","value",0,1.328353,1.879056,0,11,"SSP2",2.592e+15,4.320904
2202,"ss","value",0,1.347549,1.906211,0,11,"SSP2",2.629e+15,4.383347
2203,"ss","value",0,1.367023,1.933757,0,11,"SSP2",2.667e+15,4.446691
2204,"ss","value",0,1.386778,1.961702,0,11,"SSP2",2.706e+15,4.51095
2205,"ss","value",0,1.406818,1.990051,0,11,"SSP2",2.745e+15,4.576138
2206,"ss","value",0,1.427148,2.018809,0,11,"SSP2",2.784e+15,4.642269
2207,"ss","value",0,1.447772,2.047984,0,11,"SSP2",2.825e+15,4.709355
2208,"ss","value",0,1.468694,2.077579,0,11,"SSP2",2.866e+15,4.77741
2209,"ss","value",0,1.489918,2.107602,0,11,"SSP2",2.907e+15,4.846449
2210,"ss","value",0,1.511449,2.13806,0,11,"SSP2",2.949e+15,4.916486
2211,"ss","value",0,1.533291,2.168957,0,11,"SSP2",2.992e+15,4.987535
2212,"ss","value",0,1.555449,2.200301,0,11,"SSP2",3.035e+15,5.05961
2213,"ss","value",0,1.577927,2.232098,0,11,"SSP2",3.079e+15,5.132727
2214,"ss","value",0,1.60073,2.264354,0,11,"SSP2",3.123e+15,5.206901
2215,"ss","value",0,1.623862,2.297076,0,11,"SSP2",3.168e+15,5.282146
2216,"ss","value",0,1.647329,2.330272,0,11,"SSP2",3.214e+15,5.358479
2217,"ss","value",0,1.671135,2.363947,0,11,"SSP2",3.260e+15,5.435915
2218,"ss","value",0,1.695284,2.398108,0,11,"SSP2",3.308e+15,5.51447
2219,"ss","value",0,1.719783,2.432764,0,11,"SSP2",3.355e+15,5.59416
2220,"ss","value",0,1.744636,2.46792,0,11,"SSP2",3.404e+15,5.675002
2221,"ss","value",0,1.769848,2.503584,0,11,"SSP2",3.453e+15,5.757012
2222,"ss","value",0,1.795424,2.539764,0,11,"SSP2",3.503e+15,5.840208
2223,"ss","value",0,1.82137,2.576466,0,11,"SSP2",3.554e+15,5.924605
2224,"ss","value",0,1.847691,2.613699,0,11,"SSP2",3.605e+15,6.010222
2225,"ss","value",0,1.874392,2.65147,0,11,"SSP2",3.657e+15,6.097076
2226,"ss","value",0,1.901479,2.689786,0,11,"SSP2",3.710e+15,6.185186
2227,"ss","value",0,1.928958,2.728657,0,11,"SSP2",3.764e+15,6.274569
2228,"ss","value",0,1.956833,2.768089,0,11,"SSP2",3.818e+15,6.365243
2229,"ss","value",0,1.985112,2.808091,0,11,"SSP2",3.873e+15,6.457228
2230,"ss","value",0,2.013799,2.848671,0,11,"SSP2",3.929e+15,6.550542
2231,"ss","value",0,2.0429,2.889838,0,11,"SSP2",3.986e+15,6.645205
2232,"ss","value",0,2.072423,2.931599,0,11,"SSP2",4.043e+15,6.741236
2233,"ss","value",0,2.102371,2.973964,0,11,"SSP2",4.102e+15,6.838654
2234,"ss","value",0,2.132753,3.016941,0,11,"SSP2",4.161e+15,6.93748
2235,"ss","value",0,2.163574,3.060539,0,11,"SSP2",4.221e+15,7.037735
2236,"ss","value",0,2.19484,3.104767,0,11,"SSP2",4.282e+15,7.139438
2237,"ss","value",0,2.226557,3.149635,0,11,"SSP2",4.344e+15,7.24261
2238,"ss","value",0,2.258734,3.19515,0,11,"SSP2",4.407e+15,7.347274
2239,"ss","value",0,2.291375,3.241324,0,11,"SSP2",4.471e+15,7.453451
2240,"ss","value",0,2.324488,3.288165,0,11,"SSP2",4.535e+15,7.561162
2241,"ss","value",0,2.358079,3.335682,0,11,"SSP2",4.601e+15,7.670429
2242,"ss","value",0,2.392156,3.383887,0,11,"SSP2",4.667e+15,7.781275
2243,"ss","value",0,2.426726,3.432788,0,11,"SSP2",4.735e+15,7.893723
2244,"ss","value",0,2.461795,3.482395,0,11,"SSP2",4.803e+15,8.007796
2245,"ss","value",0,2.49737,3.53272,0,11,"SSP2",4.873e+15,8.123518
2246,"ss","value",0,2.53346,3.583771,0,11,"SSP2",4.943e+15,8.240911
2247,"ss","value",0,2.570071,3.635561,0,11,"SSP2",5.014e+15,8.360002
2248,"ss","value",0,2.607212,3.688099,0,11,"SSP2",5.087e+15,8.480813
2249,"ss","value",0,2.644889,3.741396,0,11,"SSP2",5.160e+15,8.603371
2250,"ss","value",0,2.68311,3.795463,0,11,"SSP2",5.235e+15,8.727698
2251,"ss","value",0,2.721884,3.850312,0,11,"SSP2",5.311e+15,8.853824
2252,"ss","value",0,2.761219,3.905953,0,11,"SSP2",5.387e+15,8.981771
2253,"ss","value",0,2.801121,3.962399,0,11,"SSP2",5.465e+15,9.111568
2254,"ss","value",0,2.841601,4.01966,0,11,"SSP2",5.544e+15,9.24324
2255,"ss","value",0,2.882665,4.077748,0,11,"SSP2",5.624e+15,9.376816
2256,"ss","value",0,2.924323,4.136676,0,11,"SSP2",5.706e+15,9.512321
2257,"ss","value",0,2.966582,4.196456,0,11,"SSP2",5.788e+15,9.649784
2258,"ss","value",0,3.009453,4.2571,0,11,"SSP2",5.872e+15,9.789235
2259,"ss","value",0,3.052943,4.318619,0,11,"SSP2",5.956e+15,9.9307
2260,"ss","value",0,3.097061,4.381028,0,11,"SSP2",6.043e+15,10.07421
2261,"ss","value",0,3.141817,4.444339,0,11,"SSP2",6.130e+15,10.21979
2262,"ss","value",0,3.18722,4.508564,0,11,"SSP2",6.218e+15,10.36748
2263,"ss","value",0,3.233279,4.573719,0,11,"SSP2",6.308e+15,10.5173
2264,"ss","value",0,3.280003,4.639814,0,11,"SSP2",6.399e+15,10.66929
2265,"ss","value",0,3.327403,4.706864,0,11,"SSP2",6.492e+15,10.82347
2266,"ss","value",0,3.375488,4.774883,0,11,"SSP2",6.586e+15,10.97988
2267,"ss","value",0,3.424267,4.843886,0,11,"SSP2",6.681e+15,11.13856
2268,"ss","value",0,3.473752,4.913886,0,11,"SSP2",6.777e+15,11.29952
2269,"ss","value",0,3.523951,4.984897,0,11,"SSP2",6.875e+15,11.46281
2270,"ss","value",0,3.574876,5.056934,0,11,"SSP2",6.975e+15,11.62846
2271,"ss","value",0,3.626537,5.130012,0,11,"SSP2",7.076e+15,11.7965
2272,"ss","value",0,3.678945,5.204147,0,11,"SSP2",7.178e+15,11.96698
2273,"ss","value",0,3.73211,5.279352,0,11,"SSP2",7.282e+15,12.13991
2274,"ss","value",0,3.786043,5.355645,0,11,"SSP2",7.387e+15,12.31535
2275,"ss","value",0,3.840755,5.43304,0,11,"SSP2",7.494e+15,12.49332
2276,"ss","value",0,3.896259,5.511554,0,11,"SSP2",7.602e+15,12.67386
2277,"ss","value",0,3.952564,5.591202,0,11,"SSP2",7.712e+15,12.85701
2278,"ss","value",0,4.009683,5.672,0,11,"SSP2",7.823e+15,13.04281
2279,"ss","value",0,4.067627,5.753967,0,11,"SSP2",7.936e+15,13.23129
2280,"ss","value",0,4.126409,5.837119,0,11,"SSP2",8.051e+15,13.4225
2281,"ss","value",0,4.18604,5.921472,0,11,"SSP2",8.167e+15,13.61647
2282,"ss","value",0,4.246533,6.007043,0,11,"SSP2",8.285e+15,13.81324
2283,"ss","value",0,4.3079,6.093852,0,11,"SSP2",8.405e+15,14.01286
2284,"ss","value",0,4.370154,6.181915,0,11,"SSP2",8.526e+15,14.21536
2285,"ss","value",0,4.433308,6.271251,0,11,"SSP2",8.650e+15,14.42079
2286,"ss","value",0,4.497374,6.361877,0,11,"SSP2",8.775e+15,14.62919
2287,"ss","value",0,4.562366,6.453813,0,11,"SSP2",8.901e+15,14.8406
2288,"ss","value",0,4.628297,6.547078,0,11,"SSP2",9.030e+15,15.05506
2289,"ss","value",0,4.695181,6.64169,0,11,"SSP2",9.161e+15,15.27262
2290,"ss","value",0,4.763032,6.73767,0,11,"SSP2",9.293e+15,15.49333
2291,"ss","value",0,4.831863,6.835037,0,11,"SSP2",9.427e+15,15.71722
2292,"ss","value",0,4.901689,6.933811,0,11,"SSP2",9.563e+15,15.94436
2293,"ss","value",0,4.972524,7.034012,0,11,"SSP2",9.702e+15,16.17477
2294,"ss","value",0,5.044382,7.135662,0,11,"SSP2",9.842e+15,16.40851
2295,"ss","value",0,5.11728,7.23878,0,11,"SSP2",9.984e+15,16.64563
2296,"ss","value",0,5.191229,7.343388,0,11,"SSP2",1.013e+16,16.88618
2297,"ss","value",0,5.266249,7.449508,0,11,"SSP2",1.027e+16,17.13021
2298,"ss","value",0,5.342352,7.557162,0,11,"SSP2",1.042e+16,17.37776
2299,"ss","value",0,5.419555,7.666372,0,11,"SSP2",1.057e+16,17.62889
2300,"ss","value",0,5.497874,7.77716,0,11,"SSP2",1.073e+16,17.88364
