,year,cons_damages,no_cons_damages,fair_temperatures_anomaly_rcp,diff,level_cons,level_no_cons,slope_cons,slope_no_cons
34,2049,0.00038938611107852683,0.00046218285836685524,1.2513832,-7.279674728832841e-05,0.3007255533796673,0.3139889186367857,0.28587838800928,0.33946936816896
35,2050,0.0003956127349265537,0.000486099162746112,1.2878665,-9.048642781955829e-05,0.31616380048064247,0.3334416731850184,0.2923998072778,0.3594618448546
36,2051,0.00042181011707176364,0.0005154936630698548,1.3228704,-9.368354599809114e-05,0.3424866233553632,0.3607222803917904,0.31383989482048,0.38372469306688
37,2052,0.00043920248670908935,0.0005166148111834801,1.3569617,-7.741232447439073e-05,0.3656205403904229,0.3808071823153032,0.32890866829880006,0.38701775177532005
38,2053,0.00044155071824636405,0.0005396595350642963,1.3909743,-9.810881681793227e-05,0.39069836832118576,0.41008952520788755,0.3327411411133201,0.40684556883932
39,2054,0.0004438287654716655,0.0005567034093564294,1.427058,-0.00011287464388476387,0.40988117053374,0.43259815936103063,0.3365515667396,0.4223390158364
40,2055,0.0004892563259475957,0.0005771811657642734,1.4669782,-8.792483981667765e-05,0.44226681355522385,0.46063084335155025,0.37329344185695995,0.44051697538775997
41,2056,0.0005066627937716506,0.0005941911209111916,1.5105731000000002,-8.752832713954106e-05,0.45684731113594523,0.4763190255911264,0.3888633981614001,0.45617647318976007
42,2057,0.0005254733291897296,0.0006227165078748209,1.5536563,-9.724317868509136e-05,0.48275161913156345,0.5054993207159232,0.4055992019708201,0.48080689733016
43,2058,0.0005721750507743373,0.0006485260915134461,1.5969106000000002,-7.635104073910881e-05,0.5189439851661171,0.5375479824054535,0.44429744552148,0.5036923104645601
44,2059,0.000597128824021631,0.0006754783813844867,1.6401457999999998,-7.834955736285565e-05,0.5554812316069018,0.5754625154509849,0.4662902892226799,0.52757957070444
45,2060,0.0006020373736680407,0.0006884496972223708,1.6801840000000001,-8.641232355433015e-05,0.5858787851579395,0.6086400070832201,0.4727092229936001,0.5406736878703999
46,2061,0.0006261552110795598,0.0007142808729396766,1.7180898,-8.812566186011672e-05,0.6201764924523898,0.6439636887672007,0.49433287264732,0.56401890930388
47,2062,0.0006400627394876901,0.0007323461986804558,1.7547654,-9.22834591927657e-05,0.6546860258059244,0.6799371198101031,0.5079263067945999,0.58127260963116
48,2063,0.0006319746662342141,0.0007457907878982706,1.7917816999999998,-0.00011381612166405652,0.6663701730816747,0.6978151691817345,0.50412861616424,0.5950603585063399
49,2064,0.0006433849030500483,0.0007562798133969872,1.8294802,-0.00011289491034693899,0.6998072014410875,0.7309634390261872,0.5158383321776401,0.60648432414104
50,2065,0.0006695812027097681,0.0007863309019104925,1.8687958999999998,-0.00011674969920072442,0.7336175208150963,0.7655670841964202,0.5395299572564198,0.6337334859096599
51,2066,0.0006819787425721424,0.0008167744941280919,1.9122813000000003,-0.00013479575155594947,0.7675248431398425,0.8047208150508063,0.5522259529994802,0.6615219506060601
52,2067,0.0007098702605810026,0.0008336465399236825,1.9585569999999999,-0.00012377627934267998,0.8139980818816068,0.8492002214799013,0.5775494928717999,0.6783801694978
53,2068,0.000740817110476355,0.0008512420903029616,2.0054991,-0.0001104249798266066,0.8658629092905303,0.8985182705119636,0.6055630237003201,0.69593362379606
54,2069,0.0007829739947419201,0.0008860964648083058,2.050241,-0.00010312247006638575,0.8972581793573731,0.9288974883372347,0.64308210517,0.7278760259304
55,2070,0.0008100376642097284,0.0009168942533062108,2.0919859,-0.00010685658909648232,0.9395436432389499,0.9733875356933527,0.6681681212326,0.75640719018388
56,2071,0.0008250276093059172,0.0009207983639460959,2.1304309,-9.57707546401787e-05,0.9764803531990424,1.0075571844501356,0.6836536535532199,0.7630969336949399
57,2072,0.0008482493833548155,0.0009391840099330917,2.1678905,-9.093462657827622e-05,1.0190040041933484,1.049188650541449,0.705950064576,0.7817064968523999
58,2073,0.0008678133834028046,0.0009639062309836355,2.2049757999999997,-9.609284758083092e-05,1.059685579294276,1.0922473212164054,0.72537340893536,0.8057732912237999
59,2074,0.0008932543742041776,0.0009887390842284738,2.2412639,-9.548471002429615e-05,1.103141382899632,1.1358822870011953,0.7498423287497399,0.83007349373856
60,2075,0.0009242209288866654,0.0010201746068592144,2.2778602,-9.595367797254895e-05,1.1490806482235705,1.1821781183738702,0.77898161295436,0.85993089574304
61,2076,0.0009389367661729597,0.001038222710015857,2.3146701000000003,-9.928594384289724e-05,1.200612264390169,1.2347994212782651,0.7946069857832001,0.87870530124648
62,2077,0.000972724908689937,0.0010703680512957892,2.3531532000000004,-9.764314260585216e-05,1.2547757769225034,1.2881526691162817,0.8264971702328802,0.9095317135172002
63,2078,0.0010155343966289365,0.0011132089712160287,2.3944728,-9.767457458709217e-05,1.3216600479776335,1.3551388296540405,0.8660425854416,0.9494061986392
64,2079,0.0010402640675610808,0.0011396758943980068,2.4381482999999995,-9.941182683692595e-05,1.378770607105095,1.4132495694173373,0.8906324101253398,0.9758108572001198
65,2080,0.0010579701522432927,0.0011651931899907542,2.4828563,-0.00010722303774746145,1.4218295499810232,1.4597328687267703,0.90906059821412,1.00126156051138
66,2081,0.001112891631738444,0.0012181408556561912,2.5269627999999997,-0.00010524922391774716,1.490327184365377,1.5282455094257008,0.9598867808682399,1.0507322521400797
67,2082,0.0011410686061086306,0.001248667067075493,2.5703447,-0.00010759846096686232,1.545058191358911,1.58467655859714,0.98777253387806,1.0809819479595402
68,2083,0.0011719735327115899,0.001277291745428455,2.6113617000000002,-0.00010531821271686503,1.5798490170578277,1.6192535189398332,1.0180544256575201,1.10960417265762
69,2084,0.0012007694691682502,0.001310372011098293,2.6515601,-0.00010960254193004282,1.6498825693129502,1.6917142598045565,1.0468019438299399,1.14241526783014
70,2085,0.001226358302746089,0.0013321475300764885,2.6891732000000004,-0.00010578922733039953,1.7097889352045468,1.750749583019945,1.0728601901255201,1.16546875828864
71,2086,0.0012387872210553041,0.0013491275146140236,2.7260993,-0.00011034029355871944,1.7490968480576,1.792538093603925,1.0877323341277,1.18468016316844
72,2087,0.0012664414023928483,0.0013835051249528885,2.7639617999999997,-0.00011706372256004016,1.8054711312281786,1.8519550343184472,1.1156401235448397,1.2188293145508
73,2088,0.0012880928679590564,0.00141508662436296,2.8028904999999997,-0.00012699375640390365,1.8793001352434715,1.9304771780826129,1.1385272528987997,1.2508443573487
74,2089,0.0013189776968607347,0.0014412066426634507,2.8446512000000004,-0.00012222894580271593,1.9453684929348656,1.9958061747772018,1.1697640474928002,1.2782303215968003
75,2090,0.0013625244161272754,0.0014866753910078856,2.8900495,-0.00012415097488061022,2.0323639104871476,2.0854380961480383,1.2125841211822999,1.3231375362064999
76,2091,0.0014061039623665117,0.0015268376663724048,2.9369428,-0.00012073370400589312,2.1135204903191944,2.167218907335039,1.25528562698328,1.3631312421966402
77,2092,0.001440100395771804,0.0015554097072163486,2.9857771,-0.0001153093114445447,2.197740026526892,2.2516590603958466,1.2897909026904,1.3931228346937599
78,2093,0.0014822700585290782,0.001598100880704667,3.0310009,-0.00011583082217558882,2.274610783773503,2.331042983243349,1.33185756361222,1.43599214126228
79,2094,0.0015072226421164459,0.0016288421171233303,3.0719117999999996,-0.00012161947500688441,2.3511233308897994,2.412072435220813,1.3586765117838797,1.4683694461394
80,2095,0.0015293516256065232,0.0016465131861194138,3.1100807,-0.00011716156051289062,2.4172413023249657,2.4766199283950785,1.3829965317454405,1.48900229926624
81,2096,0.0015564252528057487,0.0016731352307481906,3.1456673,-0.00011670997794244187,2.510009436128673,2.5690306855990093,1.41208483714036,1.51802583960764
82,2097,0.0015894489835206471,0.001709912405357894,3.1811016,-0.0001204634218372469,2.593551972252211,2.6541789472830732,1.4465121421585598,1.5561974666873597
83,2098,0.0016006992703543332,0.0017187494957475735,3.2164152,-0.00011805022539324028,2.6557908517071844,2.7178142758887183,1.4615464558,1.56938762536752
84,2099,0.0016315401912283534,0.001742333601423951,3.2537515,-0.00011079341019559763,2.728511460056203,2.789203740255572,1.4942167050061,1.595734263413
85,2100,0.0016806037867533874,0.00180172119216504,3.2942221,-0.00012111740541165261,2.844589996008772,2.9110661082892473,1.5441027437644,1.65543445268892
86,2101,0.0017148667684891983,0.0018368497873808565,3.3374540999999995,-0.00012198301889165819,2.941106669393614,3.010602450829,1.58052630697798,1.6930041494465198
87,2102,0.0017485229676799108,0.001871567152345932,3.3790736000000003,-0.0001230441846660213,3.037190325552535,3.10972983214298,1.61646829033504,1.7302697955024002
88,2103,0.0017814056003433443,0.001905659563789186,3.419374,-0.00012425396344584172,3.133175674038096,3.2088154897598007,1.6520661268499999,1.7673479256591997
89,2104,0.0018132271110040676,0.001938915076729053,3.4573275999999997,-0.00012568796572498542,3.2272106524682926,3.3058871140287103,1.6867448569748802,1.8037140829692797
90,2105,0.001842915296060177,0.001970267663951031,3.4920127,-0.0001273523678908539,3.3174824873785584,3.3990143931772887,1.7199673950964802,1.83887165864842
91,2106,0.0018720913943885975,0.002001254708013711,3.5253726999999997,-0.00012916331362511357,3.407087627421662,3.4915135814197447,1.7527639751821997,1.8737418835362798
92,2107,0.0019008956479358297,0.0020319710188907436,3.5579534,-0.00013107537095491395,3.4968850098952458,3.5843078032446307,1.78542076904464,1.9085805611125601
93,2108,0.0019306523615547633,0.0020637038699997667,3.5910778,-0.00013305150844500346,3.5892191122115493,3.679901227327064,1.81867012912652,1.9440507518155599
94,2109,0.0019609509682685378,0.0020959437539422865,3.6255577000000003,-0.00013499278567374873,3.6856601687356343,3.7799792152647442,1.8529766353669006,1.9805822718264001
95,2110,0.001992902165482313,0.0021297407238818344,3.6629464999999994,-0.0001368385583995213,3.789298634716286,3.8878463946215707,1.8892437241678992,2.019010058776
96,2111,0.0020282852339494895,0.0021667972901662225,3.7055364,-0.00013851205621673301,3.9048908448035293,4.008579829963364,1.92882629796016,2.0605909168671204
97,2112,0.002063205910689092,0.0022035739683712308,3.7464979,-0.00014036805768213867,4.019622875780875,4.128493696772965,1.9678413573432003,2.10176543257204
98,2113,0.002097128469646492,0.0022394555443536746,3.786258,-0.00014232707470718253,4.134184285801276,4.248330178967274,2.0065169829928,2.1427379487767997
99,2114,0.0021285750207766796,0.002273145874118754,3.821456,-0.0001445708533420742,4.241589465927902,4.360629188128946,2.0428646136224002,2.1816570730784006
100,2115,0.002159141523992325,0.002306055091108483,3.8554161,-0.0001469135671161581,4.348261411173137,4.472258195367561,2.0787891176658997,2.2202778006535198
101,2116,0.0021880252742327855,0.00233745632010951,3.8865314,-0.0001494310458767245,4.450686929434108,4.57946511770686,2.1133171500096397,2.2576880760932796
102,2117,0.002217100748731937,0.002369172990971613,3.9168274,-0.00015207224223967586,4.552932875731752,4.686590462864469,2.14762729183788,2.2949759699038
103,2118,0.002245266916162336,0.00239997248386814,3.9469535000000002,-0.00015470556770580401,4.656345436124831,4.795074413737895,2.182102285405,2.3324968697758
104,2119,0.0022746414189338537,0.0024320395243435655,3.9778898000000003,-0.00015739810540971177,4.763089055068279,4.907236786072824,2.21733542325728,2.3708089754618404
105,2120,0.0023054168714073953,0.0024653859795185085,4.0120411,-0.0001599691081111132,4.878683954210048,5.0289810079875705,2.25481386688892,2.4113121134048603
106,2121,0.0023389276935716907,0.0025013932714887943,4.0500884,-0.0001624655779171036,5.005071681992919,5.162389334644845,2.2950017848243998,2.4544561231129602
107,2122,0.0023754567219516076,0.0025404341976864586,4.0913129,-0.000164977475734851,5.141057466053015,5.306193943873614,2.33750162151534,2.49988252211856
108,2123,0.002408305708265779,0.0025759487965526517,4.1280499,-0.0001676430882868729,5.268828893096281,5.4413436170074405,2.3775515493251795,2.54309282416218
109,2124,0.0024407958060344015,0.0026111522168958956,4.1645055,-0.0001703564108614941,5.398028356861588,5.57815394873998,2.4177473929849,2.586533689005
110,2125,0.002470729453882825,0.002644010173490585,4.196500299999999,-0.00017328071960776015,5.518373672249405,5.705623883147367,2.45542961609668,2.6276754843026002
111,2126,0.002499705122323448,0.002676117779348175,4.2253981,-0.00017641265702472708,5.632767818311577,5.826854098431556,2.4914105275675196,2.66727565594978
112,2127,0.002527270393039238,0.002706801827054406,4.2536054000000005,-0.0001795314340151677,5.746969069134659,5.948003721894114,2.527200946179121,2.70676496227024
113,2128,0.002554624310664444,0.0027373175361065094,4.281467,-0.00018269322544206545,5.861799521474554,6.069952228993553,2.5630163353022004,2.7463469033592
114,2129,0.0025828535215488557,0.0027687045070097227,4.3106675,-0.00018585098546086698,5.981607395814694,6.1973626397631625,2.5999509198585,2.7870690153245
115,2130,0.00261299171066387,0.0028019297687409406,4.3431888,-0.00018893805807707054,6.111783922804166,6.33602175977122,2.63932668221344,2.8302054390265603
116,2131,0.0026488883008717323,0.00284088468527699,4.3824492,-0.00019199638440525746,6.261904295903448,6.496212241619128,2.68345067196808,2.87798829279344
117,2132,0.002683345960646122,0.0028783936248908404,4.4210496,-0.00019504766424471853,6.412683955244331,6.657256998429483,2.72748144266752,2.925772926304
118,2133,0.0027176654126011,0.0029158243530043038,4.4593763,-0.0001981589404032036,6.5651223782221,6.820235436696612,2.77166767715024,2.97379949713584
119,2134,0.0027505801602591973,0.0029520693642268725,4.4938101999999995,-0.00020148920396767522,6.709017523227457,6.974202093789107,2.81356269986168,3.01970054437376
120,2135,0.0027796645448407986,0.0029845286806793325,4.5241041,-0.0002048641358385339,6.843193117364709,7.117878665792482,2.8529480687580198,3.0632479209684593
121,2136,0.0028073553974978793,0.003015788680370335,4.550561900000001,-0.00020843328287245555,6.968045403697857,7.251684372351562,2.889974983430021,3.104576773519561
122,2137,0.0028323381546027093,0.003044174563859414,4.5768938,-0.00021183640925670488,7.094015745746127,7.386826201950067,2.9271482351637204,3.14610977530872
123,2138,0.0028598505118475614,0.0030753104414973365,4.603104599999999,-0.000215459929649775,7.221115711538414,7.5233104504818655,2.9644704072747188,3.1878461890185195
124,2139,0.002886520221953681,0.0031055309677068266,4.6298432,-0.00021901074575314539,7.351284609050265,7.663230708743418,3.0023905462937597,3.2302263551615997
125,2140,0.0029153274915696414,0.003137984792111581,4.657988099999999,-0.00022265730054193966,7.487265738720498,7.809544650027702,3.0415329928462396,3.273862498741999
126,2141,0.0029436344240867385,0.0031697049333576643,4.6894894,-0.00022607050927092587,7.6352482032164914,7.968917777776599,3.0832942560894803,3.32012358883092
127,2142,0.002976779955335296,0.003206498825100823,4.7236037,-0.00022971886976552724,7.793336565725935,8.139329466980913,3.1271886089958607,3.3685472306893196
128,2143,0.003007757047819304,0.003241024367490297,4.757268900000001,-0.00023326731967099334,7.952178841691126,8.310714967764445,3.1710623421644604,3.4170272080848405
129,2144,0.003038952307701237,0.0032758277353561738,4.7908087,-0.00023687542765493674,8.112771797665381,8.484144307709377,3.2151423681275,3.46578323958238
130,2145,0.0030705774814077103,0.0033112090610778466,4.8230839,-0.00024063157967013638,8.271403268475963,8.655615611128452,3.2586035232463204,3.51400190055488
131,2146,0.0030975448174341835,0.003341787209643954,4.8523893,-0.0002442423922097703,8.422288889510066,8.818891592048635,3.3001855667433198,3.5604377494022996
132,2147,0.0031266967804892687,0.003374757878766843,4.8815650999999995,-0.0002480610982775744,8.574560885864013,8.983815977746184,3.3419307720936,3.6070990266793
133,2148,0.0031538105199704347,0.003405644536057295,4.9092665,-0.0002518340160868604,8.723666664397152,9.145467518417156,3.3828473726567,3.6530011449342
134,2149,0.0031806063149719677,0.003436236609283938,4.9365706,-0.0002556302943119704,8.873118155312527,9.307641243671366,3.4237124329440394,3.6989123011859597
135,2150,0.003207451461980426,0.00346689679535217,4.964014499999999,-0.0002594453333717439,9.024739186549809,9.472308002289404,3.4649222213315,3.7452244424096994
136,2151,0.0032360021823567564,0.0034993921392558747,4.9919667,-0.00026338995689911826,9.179849479861275,9.640892959552872,3.5067550151850195,3.7922128093056804
137,2152,0.0032649798645216777,0.003532212375501942,5.022603,-0.00026723251098026424,9.346248845940156,9.821841570974355,3.5508602931032,3.8415216072472007
138,2153,0.0032964948699873986,0.003567553833740078,5.0574708,-0.00027105896375267946,9.529870187499228,10.021585945315415,3.5984459234264,3.8943629786213596
139,2154,0.0033312560941602953,0.0036063190411397272,5.0944419000000005,-0.0002750629469794319,9.723566968166622,10.232413953149793,3.64794421989104,3.9491856725854
140,2155,0.0033629812958970717,0.0036419648365200175,5.1291699,-0.0002789835406229457,9.91160348851143,10.437291423849599,3.69604697994146,4.0026899059301995
141,2156,0.0033945720119188394,0.003677628827741586,5.1616254,-0.00028305681582274644,10.093555759486751,10.63575305579596,3.7426998234926,4.054814263016921
142,2157,0.0034242117899108138,0.003711397588332943,5.1907797,-0.0002871857984221293,10.265226095668204,10.823241382429114,3.78707488765622,4.104722436599521
143,2158,0.003448973788152898,0.0037401089950570565,5.2162929,-0.0002911352069041584,10.424884849297545,10.997863695981442,3.8288631071289805,4.1520940889068605
144,2159,0.003474005995059315,0.00376925688673424,5.2395597,-0.00029525089167492524,10.57748247350691,11.164971184147907,3.8691127971859998,4.19797158811638
145,2160,0.003498959538815072,0.0037983672622416975,5.262234200000001,-0.0002994077234266257,10.729214400544745,11.331275853234704,3.9090985705191206,4.24363024827624
146,2161,0.0035246309476875126,0.0038282107241442986,5.2859864000000005,-0.000303579776456786,10.886614721328996,11.503870993646442,3.9501399382540803,4.290397175509601
147,2162,0.003551978572140513,0.0038597251118659415,5.3127213,-0.00030774653972542865,11.057433097445921,11.69118679182889,3.9937735156882996,4.339825330037299
148,2163,0.003582631700469463,0.003894592496092031,5.3441639,-0.00031196079562256784,11.249034102732645,11.9012484456266,4.04142175321494,4.39335964558392
149,2164,0.003616039367393853,0.00393229897163927,5.3789387,-0.0003162596042454169,11.456477318118145,12.128708887081267,4.09203732429034,4.449955131284019
150,2165,0.0036484703205630353,0.0039691722140737795,5.410049,-0.0003207018935107442,11.651301604409948,12.342625003263143,4.139985398298,4.503918765213399
151,2166,0.003678297902087735,0.004003277526988924,5.440435900000001,-0.00032497962490118937,11.845299574328617,12.55581392154345,4.18761594802104,4.557621006397561
152,2167,0.0037060754245867855,0.00403548151659372,5.4650822,-0.00032940609200693416,12.017145840396534,12.74505539359172,4.23080333207624,4.60687541588888
153,2168,0.003729809876382717,0.004063467635550211,5.4865141,-0.00033365775916749385,12.176893052497014,12.921260003681049,4.271555859880481,4.6537031998620195
154,2169,0.003754061412204024,0.004092110202178034,5.506360099999999,-0.00033804878997401033,12.33117760451114,13.09163806454236,4.311182972517659,4.6994263521744
155,2170,0.0037759057031259147,0.004118152008986797,5.525940900000001,-0.00034224630586088267,12.485554369704921,13.262244091369528,4.35076254642618,4.745139908150221
156,2171,0.003800373695622028,0.004147027787020363,5.5462226999999995,-0.00034665409139833514,12.644242774647067,13.437681450130768,4.39110216724026,4.791666190877061
157,2172,0.003826391628086512,0.004177489867386086,5.568688900000001,-0.0003510982392995743,12.813911861146806,13.625226593736583,4.43346216295364,4.840289398520441
158,2173,0.0038538003037693613,0.0042092566453515445,5.5955682,-0.0003554563415821832,13.004821670954819,13.836113412611306,4.479756947127839,4.89297441656948
159,2174,0.0038863912204885054,0.004246622016893298,5.6240406,-0.0003602307964047924,13.204826520022932,14.057099004799927,4.52764488345288,4.947339364038039
160,2175,0.003917341077437797,0.004282172116441885,5.653351799999999,-0.00036483103900408764,13.41071370710546,14.28467574348782,4.57650145914912,5.002747139603359
161,2176,0.003944959980927365,0.004314169267390255,5.681294,-0.0003692092864628904,13.612408825336079,14.50783373980616,4.624439649406799,5.057266848898
162,2177,0.003975108844715081,0.004349127314759116,5.7057838,-0.0003740184700440352,13.799988299306182,14.715718438042192,4.6696376983780405,5.1090296680562
163,2178,0.0040017018586944175,0.0043803881589141724,5.7267056,-0.0003786863002197549,13.972450494429483,14.9072002864289,4.711950665656641,5.15787381885248
164,2179,0.004025653188890033,0.0044088476545756095,5.7460012,-0.0003831944656855768,14.138579443159333,15.091874383532845,4.75302863534384,5.2054855767951205
165,2180,0.004049913436601216,0.004437728038590549,5.7638364,-0.0003878146019893336,14.298966767501886,15.270388058097433,4.79299337782752,5.251989228123439
166,2181,0.0040700402694628934,0.004462099125206009,5.7813501,-0.00039205885574311594,14.45895140947914,15.44856932164821,4.83283155176604,5.298393293492641
167,2182,0.004094321919717814,0.004491039294810761,5.7986789000000005,-0.0003967173750929476,14.61916059508711,15.62711296640803,4.8726600281896,5.344818729821981
168,2183,0.0041164870988907865,0.0045176398304835885,5.8164935,-0.00040115273159280207,14.782877580206865,15.809616485390759,4.9130751667593,5.391880122263701
169,2184,0.0041444852767380524,0.004550588551119006,5.8355665,-0.0004061032743809534,14.95398550359401,16.00035095227033,4.9547729035481,5.4402977816629985
170,2185,0.004169228277538295,0.004579860729180041,5.8569283,-0.0004106324516417459,15.137803572620522,16.205165362772345,4.99869942534816,5.49105180740254
171,2186,0.004199638534496231,0.0046151665800380215,5.882544,-0.0004155280455417909,15.344548071239595,16.435315238981083,5.046659629267201,5.5460192886751996
172,2187,0.004229645552442207,0.004650070830013675,5.9076185,-0.00042042527757146786,15.550404864670865,16.66464017530016,5.0943536568644,5.600754644435599
173,2188,0.004259779032043554,0.0046851220646892955,5.932858,-0.0004253430326457419,15.75893617359774,16.89705836954681,5.142419179788001,5.655918580185201
174,2189,0.004289164390467448,0.0047193802588161304,5.9577928,-0.0004302158683486823,15.967739710897838,17.129927869525847,5.190428624513441,5.7110677306539195
175,2190,0.004316359453259366,0.004751443214470186,5.9784832,-0.0004350837612108194,16.156142263089432,17.34049286803381,5.23474360409088,5.76242303165824
176,2191,0.00434024743871575,0.004780013351588508,5.9962316,-0.00043976591287275824,16.330460201356154,17.53567714880528,5.276515642385199,5.8111704149020005
177,2192,0.004366270875092226,0.004811004808193076,6.012647599999999,-0.0004447339331008493,16.498890045339387,17.724487788158534,5.3172051314380795,5.858821580185199
178,2193,0.0043896784795016686,0.004839116845545277,6.0291419,-0.00044943836604360854,16.668823272467716,17.91506436369854,5.35811121891436,5.906726224478719
179,2194,0.004413317341587231,0.004867472569610953,6.0459852,-0.00045415522802372266,16.841738288902246,18.10903758120127,5.3994904632816,5.955151776319119
180,2195,0.004438143524811977,0.004897070695491834,6.0644183,-0.000458927170679857,17.024434517940488,18.313916487502787,5.44251868062228,6.00532669311858
181,2196,0.004468774757562244,0.00493289660634133,6.086857299999999,-0.0004641218487790866,17.23038582139661,18.544577689646793,5.48950931519242,6.05966660917212
182,2197,0.0044986111346823066,0.004967711003974529,6.1125274,-0.00046909986929222214,17.455863780640808,18.796944891662857,5.539774692000601,6.11746654745188
