,discrate,year,rcp,variable,pulse,damages
0,1.0,2020.0,rcp45,ce_betas_SSP3,pulse,0.0028976084386993744
1,1.0,2020.0,rcp85,ce_betas_SSP3,pulse,-5.407225977540032e-05
2,1.0,2021.0,rcp45,ce_betas_SSP3,pulse,0.008903366805303207
3,1.0,2021.0,rcp85,ce_betas_SSP3,pulse,0.005813308894713775
4,1.0,2022.0,rcp45,ce_betas_SSP3,pulse,0.013024135734303097
5,1.0,2022.0,rcp85,ce_betas_SSP3,pulse,0.006538359340636125
6,1.0,2023.0,rcp45,ce_betas_SSP3,pulse,0.018882480665386718
7,1.0,2023.0,rcp85,ce_betas_SSP3,pulse,0.0119185613324756
8,1.0,2024.0,rcp45,ce_betas_SSP3,pulse,0.025291645897334313
9,1.0,2024.0,rcp85,ce_betas_SSP3,pulse,0.017773141777064034
10,1.0,2025.0,rcp45,ce_betas_SSP3,pulse,0.031130140611113268
11,1.0,2025.0,rcp85,ce_betas_SSP3,pulse,0.02609712205276596
12,1.0,2026.0,rcp45,ce_betas_SSP3,pulse,0.028709031550198428
13,1.0,2026.0,rcp85,ce_betas_SSP3,pulse,0.021386206023313235
14,1.0,2027.0,rcp45,ce_betas_SSP3,pulse,0.029255685514537298
15,1.0,2027.0,rcp85,ce_betas_SSP3,pulse,0.020475055159761637
16,1.0,2028.0,rcp45,ce_betas_SSP3,pulse,0.03389878558214746
17,1.0,2028.0,rcp85,ce_betas_SSP3,pulse,0.028327400356494472
18,1.0,2029.0,rcp45,ce_betas_SSP3,pulse,0.03582798467008585
19,1.0,2029.0,rcp85,ce_betas_SSP3,pulse,0.03346004329440197
20,1.0,2030.0,rcp45,ce_betas_SSP3,pulse,0.038165064269084364
21,1.0,2030.0,rcp85,ce_betas_SSP3,pulse,0.0373390739309672
22,1.0,2031.0,rcp45,ce_betas_SSP3,pulse,0.04514556686417283
23,1.0,2031.0,rcp85,ce_betas_SSP3,pulse,0.046279922656460463
24,1.0,2032.0,rcp45,ce_betas_SSP3,pulse,0.048233270350586006
25,1.0,2032.0,rcp85,ce_betas_SSP3,pulse,0.04712694112894917
26,1.0,2033.0,rcp45,ce_betas_SSP3,pulse,0.04810599774751504
27,1.0,2033.0,rcp85,ce_betas_SSP3,pulse,0.04890833145003432
28,1.0,2034.0,rcp45,ce_betas_SSP3,pulse,0.047851115390369556
29,1.0,2034.0,rcp85,ce_betas_SSP3,pulse,0.04566807687519659
30,1.0,2035.0,rcp45,ce_betas_SSP3,pulse,0.05199109681619536
31,1.0,2035.0,rcp85,ce_betas_SSP3,pulse,0.05216527513259248
32,1.0,2036.0,rcp45,ce_betas_SSP3,pulse,0.0525587439684682
33,1.0,2036.0,rcp85,ce_betas_SSP3,pulse,0.054591363144430895
34,1.0,2037.0,rcp45,ce_betas_SSP3,pulse,0.052954843974728466
35,1.0,2037.0,rcp85,ce_betas_SSP3,pulse,0.05529253171474915
36,1.0,2038.0,rcp45,ce_betas_SSP3,pulse,0.05607398052958123
37,1.0,2038.0,rcp85,ce_betas_SSP3,pulse,0.05595392982968551
38,1.0,2039.0,rcp45,ce_betas_SSP3,pulse,0.05899331245809017
39,1.0,2039.0,rcp85,ce_betas_SSP3,pulse,0.05757787760035759
40,1.0,2040.0,rcp45,ce_betas_SSP3,pulse,0.05925316288621464
41,1.0,2040.0,rcp85,ce_betas_SSP3,pulse,0.058054274706537214
42,1.0,2041.0,rcp45,ce_betas_SSP3,pulse,0.06097037279809101
43,1.0,2041.0,rcp85,ce_betas_SSP3,pulse,0.0594165952085002
44,1.0,2042.0,rcp45,ce_betas_SSP3,pulse,0.0660395850025736
45,1.0,2042.0,rcp85,ce_betas_SSP3,pulse,0.06577664723970615
46,1.0,2043.0,rcp45,ce_betas_SSP3,pulse,0.06889462144129496
47,1.0,2043.0,rcp85,ce_betas_SSP3,pulse,0.07153793229988402
48,1.0,2044.0,rcp45,ce_betas_SSP3,pulse,0.0707740545387608
49,1.0,2044.0,rcp85,ce_betas_SSP3,pulse,0.07568568021524434
50,1.0,2045.0,rcp45,ce_betas_SSP3,pulse,0.0730315586665341
51,1.0,2045.0,rcp85,ce_betas_SSP3,pulse,0.07914056950723557
52,1.0,2046.0,rcp45,ce_betas_SSP3,pulse,0.07570809535817627
53,1.0,2046.0,rcp85,ce_betas_SSP3,pulse,0.0851312196827302
54,1.0,2047.0,rcp45,ce_betas_SSP3,pulse,0.07721688342537121
55,1.0,2047.0,rcp85,ce_betas_SSP3,pulse,0.08744049280098355
56,1.0,2048.0,rcp45,ce_betas_SSP3,pulse,0.07872622557962992
57,1.0,2048.0,rcp85,ce_betas_SSP3,pulse,0.09078903329416434
58,1.0,2049.0,rcp45,ce_betas_SSP3,pulse,0.08150207199831187
59,1.0,2049.0,rcp85,ce_betas_SSP3,pulse,0.09499612719993931
60,1.0,2050.0,rcp45,ce_betas_SSP3,pulse,0.08336027961361885
61,1.0,2050.0,rcp85,ce_betas_SSP3,pulse,0.09892207463593711
62,1.0,2051.0,rcp45,ce_betas_SSP3,pulse,0.08655554471615388
63,1.0,2051.0,rcp85,ce_betas_SSP3,pulse,0.10386966642736942
64,1.0,2052.0,rcp45,ce_betas_SSP3,pulse,0.08675042055182995
65,1.0,2052.0,rcp85,ce_betas_SSP3,pulse,0.10306642022739362
