,discount_type,ssp,year,global_cons_constant_model_collapsed
490,constant_model_collapsed,SSP3,2229,614290112416566.9
491,constant_model_collapsed,SSP3,2230,617026204649767.5
492,constant_model_collapsed,SSP3,2231,619774483634076.9
493,constant_model_collapsed,SSP3,2232,622535003650158.8
494,constant_model_collapsed,SSP3,2233,625307819220446.9
495,constant_model_collapsed,SSP3,2234,628092985110221.9
496,constant_model_collapsed,SSP3,2235,630890556328692.8
497,constant_model_collapsed,SSP3,2236,633700588130083.6
498,constant_model_collapsed,SSP3,2237,636523136014724.8
499,constant_model_collapsed,SSP3,2238,639358255730149.1
500,constant_model_collapsed,SSP3,2239,642206003272192.6
501,constant_model_collapsed,SSP3,2240,645066434886101.2
502,constant_model_collapsed,SSP3,2241,647939607067641.1
503,constant_model_collapsed,SSP3,2242,650825576564214.4
504,constant_model_collapsed,SSP3,2243,653724400375980.6
505,constant_model_collapsed,SSP3,2244,656636135756981.6
506,constant_model_collapsed,SSP3,2245,659560840216273.2
507,constant_model_collapsed,SSP3,2246,662498571519060.9
508,constant_model_collapsed,SSP3,2247,665449387687839.8
509,constant_model_collapsed,SSP3,2248,668413347003541.8
510,constant_model_collapsed,SSP3,2249,671390508006686.6
511,constant_model_collapsed,SSP3,2250,674380929498537.0
512,constant_model_collapsed,SSP3,2251,677384670542261.1
513,constant_model_collapsed,SSP3,2252,680401790464098.6
514,constant_model_collapsed,SSP3,2253,683432348854532.5
515,constant_model_collapsed,SSP3,2254,686476405569466.1
516,constant_model_collapsed,SSP3,2255,689534020731405.0
517,constant_model_collapsed,SSP3,2256,692605254730645.1
518,constant_model_collapsed,SSP3,2257,695690168226464.6
519,constant_model_collapsed,SSP3,2258,698788822148323.0
520,constant_model_collapsed,SSP3,2259,701901277697063.6
521,constant_model_collapsed,SSP3,2260,705027596346122.9
522,constant_model_collapsed,SSP3,2261,708167839842743.8
523,constant_model_collapsed,SSP3,2262,711322070209196.9
524,constant_model_collapsed,SSP3,2263,714490349744003.6
525,constant_model_collapsed,SSP3,2264,717672741023168.0
526,constant_model_collapsed,SSP3,2265,720869306901411.6
527,constant_model_collapsed,SSP3,2266,724080110513416.0
528,constant_model_collapsed,SSP3,2267,727305215275068.6
529,constant_model_collapsed,SSP3,2268,730544684884716.0
530,constant_model_collapsed,SSP3,2269,733798583324422.0
531,constant_model_collapsed,SSP3,2270,737066974861230.8
532,constant_model_collapsed,SSP3,2271,740349924048436.5
533,constant_model_collapsed,SSP3,2272,743647495726858.5
534,constant_model_collapsed,SSP3,2273,746959755026121.9
535,constant_model_collapsed,SSP3,2274,750286767365943.6
536,constant_model_collapsed,SSP3,2275,753628598457424.8
537,constant_model_collapsed,SSP3,2276,756985314304348.5
538,constant_model_collapsed,SSP3,2277,760356981204483.4
539,constant_model_collapsed,SSP3,2278,763743665750893.0
540,constant_model_collapsed,SSP3,2279,767145434833251.5
541,constant_model_collapsed,SSP3,2280,770562355639164.1
542,constant_model_collapsed,SSP3,2281,773994495655494.5
543,constant_model_collapsed,SSP3,2282,777441922669698.1
544,constant_model_collapsed,SSP3,2283,780904704771160.0
545,constant_model_collapsed,SSP3,2284,784382910352540.6
546,constant_model_collapsed,SSP3,2285,787876608111125.9
547,constant_model_collapsed,SSP3,2286,791385867050184.6
548,constant_model_collapsed,SSP3,2287,794910756480331.2
549,constant_model_collapsed,SSP3,2288,798451346020894.4
550,constant_model_collapsed,SSP3,2289,802007705601292.4
551,constant_model_collapsed,SSP3,2290,805579905462413.8
552,constant_model_collapsed,SSP3,2291,809168016158005.5
553,constant_model_collapsed,SSP3,2292,812772108556066.0
554,constant_model_collapsed,SSP3,2293,816392253840244.5
555,constant_model_collapsed,SSP3,2294,820028523511247.5
556,constant_model_collapsed,SSP3,2295,823680989388250.9
557,constant_model_collapsed,SSP3,2296,827349723610318.1
558,constant_model_collapsed,SSP3,2297,831034798637825.4
559,constant_model_collapsed,SSP3,2298,834736287253892.2
560,constant_model_collapsed,SSP3,2299,838454262565819.9
561,constant_model_collapsed,SSP3,2300,842188798006534.5
562,constant_model_collapsed,SSP4,2020,131110720042976.34
563,constant_model_collapsed,SSP4,2021,135785262105399.75
564,constant_model_collapsed,SSP4,2022,140663484916490.12
565,constant_model_collapsed,SSP4,2023,145755814047064.25
566,constant_model_collapsed,SSP4,2024,151073280262909.06
567,constant_model_collapsed,SSP4,2025,156627559209767.3
568,constant_model_collapsed,SSP4,2026,161195365627753.44
569,constant_model_collapsed,SSP4,2027,165915998165059.16
570,constant_model_collapsed,SSP4,2028,170795250037348.6
571,constant_model_collapsed,SSP4,2029,175839158874862.7
572,constant_model_collapsed,SSP4,2030,181054018193863.25
573,constant_model_collapsed,SSP4,2031,185340687366191.3
574,constant_model_collapsed,SSP4,2032,189739224341168.56
575,constant_model_collapsed,SSP4,2033,194252869467751.12
576,constant_model_collapsed,SSP4,2034,198884966254183.97
577,constant_model_collapsed,SSP4,2035,203638964966504.56
578,constant_model_collapsed,SSP4,2036,207601170738171.62
579,constant_model_collapsed,SSP4,2037,211648645186140.38
580,constant_model_collapsed,SSP4,2038,215783443363139.25
581,constant_model_collapsed,SSP4,2039,220007675469076.72
582,constant_model_collapsed,SSP4,2040,224323508483353.44
583,constant_model_collapsed,SSP4,2041,227946570396454.47
584,constant_model_collapsed,SSP4,2042,231635616671927.94
585,constant_model_collapsed,SSP4,2043,235392001492974.06
586,constant_model_collapsed,SSP4,2044,239217110177075.1
587,constant_model_collapsed,SSP4,2045,243112359969904.2
588,constant_model_collapsed,SSP4,2046,246311687793727.56
589,constant_model_collapsed,SSP4,2047,249560896912678.94
590,constant_model_collapsed,SSP4,2048,252860878157630.25
591,constant_model_collapsed,SSP4,2049,256212540415283.62
592,constant_model_collapsed,SSP4,2050,259616811039140.34
593,constant_model_collapsed,SSP4,2051,262550086823000.4
594,constant_model_collapsed,SSP4,2052,265525173954079.06
595,constant_model_collapsed,SSP4,2053,268542764268462.94
596,constant_model_collapsed,SSP4,2054,271603562719258.62
597,constant_model_collapsed,SSP4,2055,274708287655078.7
598,constant_model_collapsed,SSP4,2056,277504414269243.47
599,constant_model_collapsed,SSP4,2057,280337375436702.06
600,constant_model_collapsed,SSP4,2058,283207704386440.44
601,constant_model_collapsed,SSP4,2059,286115942779630.9
602,constant_model_collapsed,SSP4,2060,289062640854690.5
603,constant_model_collapsed,SSP4,2061,291748197475181.56
604,constant_model_collapsed,SSP4,2062,294465978809211.25
605,constant_model_collapsed,SSP4,2063,297216389186617.1
606,constant_model_collapsed,SSP4,2064,299999838153851.4
607,constant_model_collapsed,SSP4,2065,302816740543332.9
608,constant_model_collapsed,SSP4,2066,305289223863910.7
609,constant_model_collapsed,SSP4,2067,307787194665006.56
610,constant_model_collapsed,SSP4,2068,310310915726201.56
611,constant_model_collapsed,SSP4,2069,312860652437926.8
612,constant_model_collapsed,SSP4,2070,315436672830640.6
613,constant_model_collapsed,SSP4,2071,317709240612438.0
614,constant_model_collapsed,SSP4,2072,320001922375052.3
615,constant_model_collapsed,SSP4,2073,322314892464652.5
616,constant_model_collapsed,SSP4,2074,324648326724331.8
617,constant_model_collapsed,SSP4,2075,327002402519019.5
618,constant_model_collapsed,SSP4,2076,329128527406160.5
619,constant_model_collapsed,SSP4,2077,331269444307292.8
620,constant_model_collapsed,SSP4,2078,333425214559978.0
621,constant_model_collapsed,SSP4,2079,335595898916511.06
622,constant_model_collapsed,SSP4,2080,337781557533437.25
623,constant_model_collapsed,SSP4,2081,339804040403747.9
624,constant_model_collapsed,SSP4,2082,341837584291673.4
625,constant_model_collapsed,SSP4,2083,343882176377097.6
626,constant_model_collapsed,SSP4,2084,345937801959140.1
627,constant_model_collapsed,SSP4,2085,348004444422585.4
628,constant_model_collapsed,SSP4,2086,349931970734308.25
629,constant_model_collapsed,SSP4,2087,351866640485595.6
630,constant_model_collapsed,SSP4,2088,353808353600753.25
631,constant_model_collapsed,SSP4,2089,355757006410671.1
632,constant_model_collapsed,SSP4,2090,357712491585002.1
633,constant_model_collapsed,SSP4,2091,359649754280736.5
634,constant_model_collapsed,SSP4,2092,361592556061975.1
635,constant_model_collapsed,SSP4,2093,363540748353432.56
636,constant_model_collapsed,SSP4,2094,365494177867866.3
637,constant_model_collapsed,SSP4,2095,367452686512659.75
638,constant_model_collapsed,SSP4,2096,369279580210795.4
639,constant_model_collapsed,SSP4,2097,371108250082366.25
640,constant_model_collapsed,SSP4,2098,372938479519902.75
641,constant_model_collapsed,SSP4,2099,374770046234246.0
642,constant_model_collapsed,SSP4,2100,377116899330424.75
643,constant_model_collapsed,SSP4,2101,379478448690380.1
644,constant_model_collapsed,SSP4,2102,381854786343804.75
645,constant_model_collapsed,SSP4,2103,384246004896691.7
646,constant_model_collapsed,SSP4,2104,386652197534943.44
647,constant_model_collapsed,SSP4,2105,389073458028003.3
648,constant_model_collapsed,SSP4,2106,391509880732509.56
649,constant_model_collapsed,SSP4,2107,393961560595972.75
650,constant_model_collapsed,SSP4,2108,396428593160475.5
651,constant_model_collapsed,SSP4,2109,398911074566395.94
652,constant_model_collapsed,SSP4,2110,401409101556154.2
653,constant_model_collapsed,SSP4,2111,403922771477982.94
654,constant_model_collapsed,SSP4,2112,406452182289720.25
655,constant_model_collapsed,SSP4,2113,408997432562627.7
656,constant_model_collapsed,SSP4,2114,411558621485231.25
657,constant_model_collapsed,SSP4,2115,414135848867186.8
658,constant_model_collapsed,SSP4,2116,416729215143170.1
659,constant_model_collapsed,SSP4,2117,419338821376790.0
660,constant_model_collapsed,SSP4,2118,421964769264527.44
661,constant_model_collapsed,SSP4,2119,424607161139698.4
662,constant_model_collapsed,SSP4,2120,427266099976441.8
663,constant_model_collapsed,SSP4,2121,429941689393732.6
664,constant_model_collapsed,SSP4,2122,432634033659419.56
665,constant_model_collapsed,SSP4,2123,435343237694288.7
666,constant_model_collapsed,SSP4,2124,438069407076152.06
667,constant_model_collapsed,SSP4,2125,440812648043962.1
668,constant_model_collapsed,SSP4,2126,443573067501951.9
669,constant_model_collapsed,SSP4,2127,446350773023800.9
670,constant_model_collapsed,SSP4,2128,449145872856827.4
671,constant_model_collapsed,SSP4,2129,451958475926206.94
672,constant_model_collapsed,SSP4,2130,454788691839216.9
673,constant_model_collapsed,SSP4,2131,457636630889508.06
674,constant_model_collapsed,SSP4,2132,460502404061402.8
675,constant_model_collapsed,SSP4,2133,463386123034220.06
676,constant_model_collapsed,SSP4,2134,466287900186627.25
677,constant_model_collapsed,SSP4,2135,469207848601020.2
678,constant_model_collapsed,SSP4,2136,472146082067929.7
679,constant_model_collapsed,SSP4,2137,475102715090455.75
680,constant_model_collapsed,SSP4,2138,478077862888730.06
681,constant_model_collapsed,SSP4,2139,481071641404405.94
682,constant_model_collapsed,SSP4,2140,484084167305176.7
683,constant_model_collapsed,SSP4,2141,487115557989322.1
684,constant_model_collapsed,SSP4,2142,490165931590283.7
685,constant_model_collapsed,SSP4,2143,493235406981267.75
686,constant_model_collapsed,SSP4,2144,496324103779878.6
687,constant_model_collapsed,SSP4,2145,499432142352779.7
688,constant_model_collapsed,SSP4,2146,502559643820384.25
689,constant_model_collapsed,SSP4,2147,505706730061575.4
690,constant_model_collapsed,SSP4,2148,508873523718455.94
691,constant_model_collapsed,SSP4,2149,512060148201127.56
692,constant_model_collapsed,SSP4,2150,515266727692500.4
693,constant_model_collapsed,SSP4,2151,518493387153131.8
694,constant_model_collapsed,SSP4,2152,521740252326097.06
695,constant_model_collapsed,SSP4,2153,525007449741888.56
696,constant_model_collapsed,SSP4,2154,528295106723347.44
697,constant_model_collapsed,SSP4,2155,531603351390624.8
698,constant_model_collapsed,SSP4,2156,534932312666175.4
699,constant_model_collapsed,SSP4,2157,538282120279780.7
700,constant_model_collapsed,SSP4,2158,541652904773605.06
701,constant_model_collapsed,SSP4,2159,545044797507283.1
702,constant_model_collapsed,SSP4,2160,548457930663038.56
703,constant_model_collapsed,SSP4,2161,551892437250835.06
704,constant_model_collapsed,SSP4,2162,555348451113560.44
705,constant_model_collapsed,SSP4,2163,558826106932241.56
706,constant_model_collapsed,SSP4,2164,562325540231293.75
707,constant_model_collapsed,SSP4,2165,565846887383801.5
708,constant_model_collapsed,SSP4,2166,569390285616833.6
709,constant_model_collapsed,SSP4,2167,572955873016790.1
710,constant_model_collapsed,SSP4,2168,576543788534784.4
711,constant_model_collapsed,SSP4,2169,580154171992057.1
712,constant_model_collapsed,SSP4,2170,583787164085426.2
713,constant_model_collapsed,SSP4,2171,587442906392768.9
714,constant_model_collapsed,SSP4,2172,591121541378539.4
715,constant_model_collapsed,SSP4,2173,594823212399320.6
716,constant_model_collapsed,SSP4,2174,598548063709411.2
717,constant_model_collapsed,SSP4,2175,602296240466446.5
718,constant_model_collapsed,SSP4,2176,606067888737055.6
719,constant_model_collapsed,SSP4,2177,609863155502553.9
720,constant_model_collapsed,SSP4,2178,613682188664670.4
721,constant_model_collapsed,SSP4,2179,617525137051311.9
722,constant_model_collapsed,SSP4,2180,621392150422362.5
723,constant_model_collapsed,SSP4,2181,625283379475519.9
724,constant_model_collapsed,SSP4,2182,629198975852168.5
725,constant_model_collapsed,SSP4,2183,633139092143288.0
726,constant_model_collapsed,SSP4,2184,637103881895400.4
727,constant_model_collapsed,SSP4,2185,641093499616554.1
728,constant_model_collapsed,SSP4,2186,645108100782344.1
729,constant_model_collapsed,SSP4,2187,649147841841971.9
730,constant_model_collapsed,SSP4,2188,653212880224341.2
731,constant_model_collapsed,SSP4,2189,657303374344194.6
732,constant_model_collapsed,SSP4,2190,661419483608285.1
733,constant_model_collapsed,SSP4,2191,665561368421589.5
734,constant_model_collapsed,SSP4,2192,669729190193559.2
735,constant_model_collapsed,SSP4,2193,673923111344409.8
736,constant_model_collapsed,SSP4,2194,678143295311451.0
737,constant_model_collapsed,SSP4,2195,682389906555455.8
738,constant_model_collapsed,SSP4,2196,686663110567069.4
739,constant_model_collapsed,SSP4,2197,690963073873258.5
740,constant_model_collapsed,SSP4,2198,695289964043800.8
741,constant_model_collapsed,SSP4,2199,699643949697815.2
742,constant_model_collapsed,SSP4,2200,704025200510332.8
743,constant_model_collapsed,SSP4,2201,708433887218909.2
744,constant_model_collapsed,SSP4,2202,712870181630278.8
745,constant_model_collapsed,SSP4,2203,717334256627048.4
746,constant_model_collapsed,SSP4,2204,721826286174436.6
747,constant_model_collapsed,SSP4,2205,726346445327051.6
748,constant_model_collapsed,SSP4,2206,730894910235714.0
749,constant_model_collapsed,SSP4,2207,735471858154320.6
750,constant_model_collapsed,SSP4,2208,740077467446753.0
751,constant_model_collapsed,SSP4,2209,744711917593827.9
752,constant_model_collapsed,SSP4,2210,749375389200291.0
753,constant_model_collapsed,SSP4,2211,754068064001856.2
754,constant_model_collapsed,SSP4,2212,758790124872287.0
755,constant_model_collapsed,SSP4,2213,763541755830523.8
756,constant_model_collapsed,SSP4,2214,768323142047853.8
757,constant_model_collapsed,SSP4,2215,773134469855129.5
758,constant_model_collapsed,SSP4,2216,777975926750027.5
759,constant_model_collapsed,SSP4,2217,782847701404356.8
760,constant_model_collapsed,SSP4,2218,787749983671410.9
761,constant_model_collapsed,SSP4,2219,792682964593366.6
762,constant_model_collapsed,SSP4,2220,797646836408728.8
763,constant_model_collapsed,SSP4,2221,802641792559821.5
764,constant_model_collapsed,SSP4,2222,807668027700327.0
765,constant_model_collapsed,SSP4,2223,812725737702871.6
766,constant_model_collapsed,SSP4,2224,817815119666658.6
767,constant_model_collapsed,SSP4,2225,822936371925148.4
768,constant_model_collapsed,SSP4,2226,828089694053789.1
769,constant_model_collapsed,SSP4,2227,833275286877792.9
770,constant_model_collapsed,SSP4,2228,838493352479962.2
771,constant_model_collapsed,SSP4,2229,843744094208566.0
772,constant_model_collapsed,SSP4,2230,849027716685262.8
773,constant_model_collapsed,SSP4,2231,854344425813075.4
774,constant_model_collapsed,SSP4,2232,859694428784415.5
775,constant_model_collapsed,SSP4,2233,865077934089157.0
776,constant_model_collapsed,SSP4,2234,870495151522761.8
777,constant_model_collapsed,SSP4,2235,875946292194454.9
778,constant_model_collapsed,SSP4,2236,881431568535451.4
779,constant_model_collapsed,SSP4,2237,886951194307235.0
780,constant_model_collapsed,SSP4,2238,892505384609888.9
781,constant_model_collapsed,SSP4,2239,898094355890477.1
782,constant_model_collapsed,SSP4,2240,903718325951480.5
783,constant_model_collapsed,SSP4,2241,909377513959283.8
784,constant_model_collapsed,SSP4,2242,915072140452716.9
785,constant_model_collapsed,SSP4,2243,920802427351649.2
786,constant_model_collapsed,SSP4,2244,926568597965638.0
787,constant_model_collapsed,SSP4,2245,932370877002630.4
788,constant_model_collapsed,SSP4,2246,938209490577720.9
789,constant_model_collapsed,SSP4,2247,944084666221962.1
790,constant_model_collapsed,SSP4,2248,949996632891232.8
791,constant_model_collapsed,SSP4,2249,955945620975159.5
792,constant_model_collapsed,SSP4,2250,961931862306095.0
793,constant_model_collapsed,SSP4,2251,967955590168153.1
794,constant_model_collapsed,SSP4,2252,974017039306299.5
795,constant_model_collapsed,SSP4,2253,980116445935499.6
796,constant_model_collapsed,SSP4,2254,986254047749924.6
797,constant_model_collapsed,SSP4,2255,992430083932213.4
798,constant_model_collapsed,SSP4,2256,998644795162794.2
799,constant_model_collapsed,SSP4,2257,1004898423629263.8
800,constant_model_collapsed,SSP4,2258,1011191213035825.4
801,constant_model_collapsed,SSP4,2259,1017523408612786.1
802,constant_model_collapsed,SSP4,2260,1023895257126113.5
803,constant_model_collapsed,SSP4,2261,1030307006887051.5
804,constant_model_collapsed,SSP4,2262,1036758907761798.0
805,constant_model_collapsed,SSP4,2263,1043251211181241.8
806,constant_model_collapsed,SSP4,2264,1049784170150760.4
807,constant_model_collapsed,SSP4,2265,1056358039260080.5
808,constant_model_collapsed,SSP4,2266,1062973074693198.6
809,constant_model_collapsed,SSP4,2267,1069629534238364.9
810,constant_model_collapsed,SSP4,2268,1076327677298129.4
811,constant_model_collapsed,SSP4,2269,1083067764899450.5
812,constant_model_collapsed,SSP4,2270,1089850059703867.5
813,constant_model_collapsed,SSP4,2271,1096674826017736.6
814,constant_model_collapsed,SSP4,2272,1103542329802530.4
815,constant_model_collapsed,SSP4,2273,1110452838685202.9
816,constant_model_collapsed,SSP4,2274,1117406621968619.1
817,constant_model_collapsed,SSP4,2275,1124403950642049.5
818,constant_model_collapsed,SSP4,2276,1131445097391730.0
819,constant_model_collapsed,SSP4,2277,1138530336611489.8
820,constant_model_collapsed,SSP4,2278,1145659944413443.2
821,constant_model_collapsed,SSP4,2279,1152834198638750.5
822,constant_model_collapsed,SSP4,2280,1160053378868445.5
823,constant_model_collapsed,SSP4,2281,1167317766434330.0
824,constant_model_collapsed,SSP4,2282,1174627644429938.5
825,constant_model_collapsed,SSP4,2283,1181983297721569.0
826,constant_model_collapsed,SSP4,2284,1189385012959386.0
827,constant_model_collapsed,SSP4,2285,1196833078588589.8
828,constant_model_collapsed,SSP4,2286,1204327784860657.0
829,constant_model_collapsed,SSP4,2287,1211869423844653.2
830,constant_model_collapsed,SSP4,2288,1219458289438614.2
831,constant_model_collapsed,SSP4,2289,1227094677380998.2
832,constant_model_collapsed,SSP4,2290,1234778885262212.0
833,constant_model_collapsed,SSP4,2291,1242511212536208.0
834,constant_model_collapsed,SSP4,2292,1250291960532153.0
835,constant_model_collapsed,SSP4,2293,1258121432466172.5
836,constant_model_collapsed,SSP4,2294,1265999933453166.2
837,constant_model_collapsed,SSP4,2295,1273927770518697.2
838,constant_model_collapsed,SSP4,2296,1281905252610959.2
839,constant_model_collapsed,SSP4,2297,1289932690612814.5
840,constant_model_collapsed,SSP4,2298,1298010397353909.8
841,constant_model_collapsed,SSP4,2299,1306138687622866.5
842,constant_model_collapsed,SSP4,2300,1314317878179548.8
