,discrate,year,ce_damages,pulse,rcp,variable
0,1.0,2015.0,0.0,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
1,1.0,2016.0,0.0,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
2,1.0,2017.0,0.0,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
3,1.0,2018.0,0.0,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
4,1.0,2019.0,0.0,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
5,1.0,2020.0,0.0026128301492756023,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
6,1.0,2021.0,0.008242629335973639,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
7,1.0,2022.0,0.012117144315236139,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
8,1.0,2023.0,0.01766436151278139,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
9,1.0,2024.0,0.0237515224867213,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
10,1.0,2025.0,0.0292956803401605,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
11,1.0,2026.0,0.02698815612681038,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
12,1.0,2027.0,0.027500138772563076,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
13,1.0,2028.0,0.031909850025867215,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
14,1.0,2029.0,0.03374223729408321,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
15,1.0,2030.0,0.03595963150441506,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
16,1.0,2031.0,0.0426002859961816,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
17,1.0,2032.0,0.04554222466578395,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
18,1.0,2033.0,0.04542680693019996,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
19,1.0,2034.0,0.0451870956681919,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
20,1.0,2035.0,0.04912754370328898,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
21,1.0,2036.0,0.04966609235819064,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
22,1.0,2037.0,0.050048139964111726,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
23,1.0,2038.0,0.053012059843531745,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
24,1.0,2039.0,0.05578330269763754,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
25,1.0,2040.0,0.0560286230390048,pulse,rcp45,nocons_smooth_df_mean_output_SSP3
