,discrate,year,ce_damages,pulse,rcp,variable
0,1.0,2015.0,0.0,pulse,rcp45,nocons_ce_df_coeffs_SSP3
1,1.0,2016.0,0.0,pulse,rcp45,nocons_ce_df_coeffs_SSP3
2,1.0,2017.0,0.0,pulse,rcp45,nocons_ce_df_coeffs_SSP3
3,1.0,2018.0,0.0,pulse,rcp45,nocons_ce_df_coeffs_SSP3
4,1.0,2019.0,0.0,pulse,rcp45,nocons_ce_df_coeffs_SSP3
5,1.0,2020.0,0.0027569744126991758,pulse,rcp45,nocons_ce_df_coeffs_SSP3
6,1.0,2021.0,0.008471248827655486,pulse,rcp45,nocons_ce_df_coeffs_SSP3
7,1.0,2022.0,0.012392018301138563,pulse,rcp45,nocons_ce_df_coeffs_SSP3
8,1.0,2023.0,0.01796603188561452,pulse,rcp45,nocons_ce_df_coeffs_SSP3
9,1.0,2024.0,0.02406413177454425,pulse,rcp45,nocons_ce_df_coeffs_SSP3
10,1.0,2025.0,0.029619258377641344,pulse,rcp45,nocons_ce_df_coeffs_SSP3
11,1.0,2026.0,0.027315655482743395,pulse,rcp45,nocons_ce_df_coeffs_SSP3
12,1.0,2027.0,0.027835780620115713,pulse,rcp45,nocons_ce_df_coeffs_SSP3
13,1.0,2028.0,0.032253529853944585,pulse,rcp45,nocons_ce_df_coeffs_SSP3
14,1.0,2029.0,0.03408909849946973,pulse,rcp45,nocons_ce_df_coeffs_SSP3
15,1.0,2030.0,0.036312748101183345,pulse,rcp45,nocons_ce_df_coeffs_SSP3
16,1.0,2031.0,0.0429544574038232,pulse,rcp45,nocons_ce_df_coeffs_SSP3
17,1.0,2032.0,0.04589229953983498,pulse,rcp45,nocons_ce_df_coeffs_SSP3
18,1.0,2033.0,0.04577120369659404,pulse,rcp45,nocons_ce_df_coeffs_SSP3
19,1.0,2034.0,0.04552869042088403,pulse,rcp45,nocons_ce_df_coeffs_SSP3
20,1.0,2035.0,0.049467743982045675,pulse,rcp45,nocons_ce_df_coeffs_SSP3
21,1.0,2036.0,0.05000784105380163,pulse,rcp45,nocons_ce_df_coeffs_SSP3
22,1.0,2037.0,0.050384716475711855,pulse,rcp45,nocons_ce_df_coeffs_SSP3
23,1.0,2038.0,0.05335247067774418,pulse,rcp45,nocons_ce_df_coeffs_SSP3
24,1.0,2039.0,0.056130116406365005,pulse,rcp45,nocons_ce_df_coeffs_SSP3
25,1.0,2040.0,0.05637735214284589,pulse,rcp45,nocons_ce_df_coeffs_SSP3
26,1.0,2041.0,0.058011218524988806,pulse,rcp45,nocons_ce_df_coeffs_SSP3
27,1.0,2042.0,0.06283440100333948,pulse,rcp45,nocons_ce_df_coeffs_SSP3
28,1.0,2043.0,0.06555086780816666,pulse,rcp45,nocons_ce_df_coeffs_SSP3
29,1.0,2044.0,0.06733908724212156,pulse,rcp45,nocons_ce_df_coeffs_SSP3
30,1.0,2045.0,0.06948702137809448,pulse,rcp45,nocons_ce_df_coeffs_SSP3
31,1.0,2046.0,0.07203365643628601,pulse,rcp45,nocons_ce_df_coeffs_SSP3
32,1.0,2047.0,0.07346921682179186,pulse,rcp45,nocons_ce_df_coeffs_SSP3
33,1.0,2048.0,0.0749053012147769,pulse,rcp45,nocons_ce_df_coeffs_SSP3
34,1.0,2049.0,0.07754642677379309,pulse,rcp45,nocons_ce_df_coeffs_SSP3
35,1.0,2050.0,0.07931444620779615,pulse,rcp45,nocons_ce_df_coeffs_SSP3
36,1.0,2051.0,0.08235463332434989,pulse,rcp45,nocons_ce_df_coeffs_SSP3
37,1.0,2052.0,0.08254005010397236,pulse,rcp45,nocons_ce_df_coeffs_SSP3
38,1.0,2053.0,0.08510451616980674,pulse,rcp45,nocons_ce_df_coeffs_SSP3
39,1.0,2054.0,0.08616958080963144,pulse,rcp45,nocons_ce_df_coeffs_SSP3
40,1.0,2055.0,0.08787903348133597,pulse,rcp45,nocons_ce_df_coeffs_SSP3
41,1.0,2056.0,0.0875770396298492,pulse,rcp45,nocons_ce_df_coeffs_SSP3
42,1.0,2057.0,0.0893713487032386,pulse,rcp45,nocons_ce_df_coeffs_SSP3
43,1.0,2058.0,0.09118943751293074,pulse,rcp45,nocons_ce_df_coeffs_SSP3
44,1.0,2059.0,0.09352941123253089,pulse,rcp45,nocons_ce_df_coeffs_SSP3
45,1.0,2060.0,0.09465742299759228,pulse,rcp45,nocons_ce_df_coeffs_SSP3
46,1.0,2061.0,0.09635226277153208,pulse,rcp45,nocons_ce_df_coeffs_SSP3
47,1.0,2062.0,0.0977110992971717,pulse,rcp45,nocons_ce_df_coeffs_SSP3
48,1.0,2063.0,0.09680858332022524,pulse,rcp45,nocons_ce_df_coeffs_SSP3
49,1.0,2064.0,0.097412209668299,pulse,rcp45,nocons_ce_df_coeffs_SSP3
50,1.0,2065.0,0.09847289501877299,pulse,rcp45,nocons_ce_df_coeffs_SSP3
51,1.0,2066.0,0.09975440713042616,pulse,rcp45,nocons_ce_df_coeffs_SSP3
