ph1,ph2,ph3,year,cons,beta1,beta2,anomalymin,anomalymax
"vv","aa","ss",2051,.4575693,-.3320045,.2971251,.8519991,2.783
"vv","aa","ss",2052,.1965846,.0033465,.1990246,.922,2.863
"vv","aa","ss",2053,.3503984,-.1380476,.2395686,.9408361,2.983
"vv","aa","ss",2054,.4695424,-.265333,.277684,.8994269,3.083
"vv","aa","ss",2055,.5992706,-.357529,.2984864,1.002,3.173
"vv","aa","ss",2056,.7362512,-.4775976,.3299977,1.022,3.273
"vv","aa","ss",2057,.7722037,-.4981978,.3393294,1.052,3.373
"vv","aa","ss",2058,.7942438,-.4874741,.3397195,1.06828,3.463
"vv","aa","ss",2059,.9701515,-.5966186,.3628893,1.112,3.583
"vv","aa","ss",2060,.8693714,-.4639405,.331719,1.132,3.713
"vv","aa","ss",2061,.9963756,-.5615386,.3616061,1.162,3.803
"vv","aa","ss",2062,1.240736,-.6922628,.3853601,1.124158,3.903
"vv","aa","ss",2063,1.297279,-.702032,.3827848,1.222,3.993
"vv","aa","ss",2064,1.236285,-.5841727,.3564203,1.242,4.123
"vv","aa","ss",2065,1.428769,-.7092017,.3799469,1.272,4.263
"vv","aa","ss",2066,1.77669,-.9698052,.4268835,1.302,4.423
"vv","aa","ss",2067,1.78124,-.9232641,.4128326,1.332,4.603
"vv","aa","ss",2068,1.707536,-.8210111,.3916872,1.362,4.753
"vv","aa","ss",2069,1.798214,-.9262123,.418107,1.382,4.863
"vv","aa","ss",2070,1.980429,-1.021366,.4364309,1.412,4.983
"vv","aa","ss",2071,1.758849,-.8222625,.3988343,1.442,5.093
"vv","aa","ss",2072,1.541528,-.6567463,.3743464,1.472,5.203
"vv","aa","ss",2073,1.634294,-.686191,.3799883,1.502,5.313
"vv","aa","ss",2074,1.838029,-.7782045,.3912861,1.532,5.423
"vv","aa","ss",2075,1.893536,-.8333537,.4074589,1.552,5.553
"vv","aa","ss",2076,2.16039,-.9429165,.4182427,1.582,5.703
"vv","aa","ss",2077,2.399752,-1.069618,.4404533,1.612,5.863
"vv","aa","ss",2078,2.598399,-1.194951,.4624025,1.642,6.043
"vv","aa","ss",2079,2.612253,-1.198012,.4654482,1.672,6.243
"vv","aa","ss",2080,2.687645,-1.242425,.471585,1.702,6.403
"vv","aa","ss",2081,2.743499,-1.314556,.4962081,1.732,6.573
"vv","aa","ss",2082,2.730379,-1.317084,.501603,1.752,6.723
"vv","aa","ss",2083,2.415986,-1.181082,.4911394,1.782,6.883
"vv","aa","ss",2084,2.42894,-1.19854,.4961239,1.812,7.033
"vv","aa","ss",2085,2.523618,-1.231103,.4982858,1.842,7.183
"vv","aa","ss",2086,2.438408,-1.180783,.4933929,1.872,7.303
"vv","aa","ss",2087,2.411749,-1.201201,.5031992,1.902,7.433
"vv","aa","ss",2088,2.883571,-1.402927,.5265617,1.932,7.553
"vv","aa","ss",2089,2.982936,-1.432963,.5307844,1.962,7.773
"vv","aa","ss",2090,3.147084,-1.501629,.544279,1.992,7.902999
"vv","aa","ss",2091,3.28748,-1.606483,.5610406,2.022,8.033
"vv","aa","ss",2092,3.583056,-1.730259,.5740747,2.042,8.163
"vv","aa","ss",2093,3.483618,-1.730251,.5794061,2.072,8.283
"vv","aa","ss",2094,3.814982,-1.861083,.5915409,2.092,8.403
"vv","aa","ss",2095,3.91202,-1.907986,.5950823,2.122,8.513
"vv","aa","ss",2096,4.278714,-2.059833,.6096461,2.152,8.653
"vv","aa","ss",2097,4.271489,-2.073871,.6111825,2.172,8.873
"vv","aa","ss",2098,4.730204,-2.222933,.6206768,2.202,9.073
"vv","aa","ss",2099,4.720881,-2.243766,.6352471,0,11
"vv","aa","ss",2100,4.903174,-2.325409,.6455556,0,11
"vv","aa","ss",2101,5.085468,-2.407053,.6558641,0,11
"vv","aa","ss",2102,5.267761,-2.488697,.6661726,0,11
"vv","aa","ss",2103,5.450055,-2.57034,.6764811,0,11
"vv","aa","ss",2104,5.632348,-2.651984,.6867896,0,11
"vv","aa","ss",2105,5.814641,-2.733627,.6970982,0,11
"vv","aa","ss",2106,5.996934,-2.815271,.7074067,0,11
"vv","aa","ss",2107,6.179227,-2.896914,.7177152,0,11
"vv","aa","ss",2108,6.361521,-2.978558,.7280238,0,11
"vv","aa","ss",2109,6.543814,-3.060202,.7383323,0,11
"vv","aa","ss",2110,6.726108,-3.141845,.7486408,0,11
"vv","aa","ss",2111,6.908401,-3.223489,.7589493,0,11
"vv","aa","ss",2112,7.090694,-3.305132,.7692578,0,11
"vv","aa","ss",2113,7.272987,-3.386776,.7795663,0,11
"vv","aa","ss",2114,7.455281,-3.46842,.7898749,0,11
"vv","aa","ss",2115,7.637574,-3.550063,.8001834,0,11
"vv","aa","ss",2116,7.819867,-3.631707,.8104919,0,11
"vv","aa","ss",2117,8.00216,-3.71335,.8208005,0,11
"vv","aa","ss",2118,8.184454,-3.794994,.831109,0,11
"vv","aa","ss",2119,8.366747,-3.876637,.8414175,0,11
"vv","aa","ss",2120,8.54904,-3.958281,.8517261,0,11
"vv","aa","ss",2121,8.731334,-4.039925,.8620346,0,11
"vv","aa","ss",2122,8.913627,-4.121568,.8723431,0,11
"vv","aa","ss",2123,9.095921,-4.203212,.8826516,0,11
"vv","aa","ss",2124,9.278214,-4.284855,.8929601,0,11
"vv","aa","ss",2125,9.460506,-4.366499,.9032686,0,11
"vv","aa","ss",2126,9.6428,-4.448143,.9135772,0,11
"vv","aa","ss",2127,9.825093,-4.529786,.9238857,0,11
"vv","aa","ss",2128,10.00739,-4.61143,.9341942,0,11
"vv","aa","ss",2129,10.18968,-4.693073,.9445028,0,11
"vv","aa","ss",2130,10.37197,-4.774717,.9548113,0,11
"vv","aa","ss",2131,10.55427,-4.85636,.9651198,0,11
"vv","aa","ss",2132,10.73656,-4.938004,.9754283,0,11
"vv","aa","ss",2133,10.91885,-5.019648,.9857368,0,11
"vv","aa","ss",2134,11.10115,-5.101291,.9960454,0,11
"vv","aa","ss",2135,11.28344,-5.182935,1.006354,0,11
"vv","aa","ss",2136,11.46573,-5.264578,1.016662,0,11
"vv","aa","ss",2137,11.64803,-5.346222,1.026971,0,11
"vv","aa","ss",2138,11.83032,-5.427866,1.037279,0,11
"vv","aa","ss",2139,12.01261,-5.509509,1.047588,0,11
"vv","aa","ss",2140,12.19491,-5.591152,1.057896,0,11
"vv","aa","ss",2141,12.3772,-5.672796,1.068205,0,11
"vv","aa","ss",2142,12.55949,-5.754439,1.078514,0,11
"vv","aa","ss",2143,12.74179,-5.836083,1.088822,0,11
"vv","aa","ss",2144,12.92408,-5.917727,1.099131,0,11
"vv","aa","ss",2145,13.10637,-5.99937,1.109439,0,11
"vv","aa","ss",2146,13.28867,-6.081014,1.119748,0,11
"vv","aa","ss",2147,13.47096,-6.162657,1.130056,0,11
"vv","aa","ss",2148,13.65325,-6.244301,1.140365,0,11
"vv","aa","ss",2149,13.83555,-6.325944,1.150673,0,11
"vv","aa","ss",2150,14.01784,-6.407588,1.160982,0,11
"vv","aa","ss",2151,14.20013,-6.489232,1.17129,0,11
"vv","aa","ss",2152,14.38243,-6.570875,1.181599,0,11
"vv","aa","ss",2153,14.56472,-6.652519,1.191907,0,11
"vv","aa","ss",2154,14.74701,-6.734162,1.202216,0,11
"vv","aa","ss",2155,14.92931,-6.815806,1.212524,0,11
"vv","aa","ss",2156,15.1116,-6.897449,1.222833,0,11
"vv","aa","ss",2157,15.29389,-6.979093,1.233141,0,11
"vv","aa","ss",2158,15.47618,-7.060737,1.24345,0,11
"vv","aa","ss",2159,15.65848,-7.14238,1.253758,0,11
"vv","aa","ss",2160,15.84077,-7.224024,1.264067,0,11
"vv","aa","ss",2161,16.02307,-7.305667,1.274376,0,11
"vv","aa","ss",2162,16.20536,-7.387311,1.284684,0,11
"vv","aa","ss",2163,16.38765,-7.468955,1.294993,0,11
"vv","aa","ss",2164,16.56994,-7.550598,1.305301,0,11
"vv","aa","ss",2165,16.75224,-7.632242,1.31561,0,11
"vv","aa","ss",2166,16.93453,-7.713885,1.325918,0,11
"vv","aa","ss",2167,17.11683,-7.795529,1.336227,0,11
"vv","aa","ss",2168,17.29912,-7.877172,1.346535,0,11
"vv","aa","ss",2169,17.48141,-7.958816,1.356844,0,11
"vv","aa","ss",2170,17.6637,-8.04046,1.367152,0,11
"vv","aa","ss",2171,17.846,-8.122104,1.377461,0,11
"vv","aa","ss",2172,18.02829,-8.203747,1.387769,0,11
"vv","aa","ss",2173,18.21058,-8.285391,1.398078,0,11
"vv","aa","ss",2174,18.39288,-8.367034,1.408386,0,11
"vv","aa","ss",2175,18.57517,-8.448677,1.418695,0,11
"vv","aa","ss",2176,18.75746,-8.530321,1.429003,0,11
"vv","aa","ss",2177,18.93976,-8.611964,1.439312,0,11
"vv","aa","ss",2178,19.12205,-8.693608,1.44962,0,11
"vv","aa","ss",2179,19.30434,-8.775251,1.459929,0,11
"vv","aa","ss",2180,19.48664,-8.856895,1.470237,0,11
"vv","aa","ss",2181,19.66893,-8.938539,1.480546,0,11
"vv","aa","ss",2182,19.85122,-9.020183,1.490855,0,11
"vv","aa","ss",2183,20.03352,-9.101826,1.501163,0,11
"vv","aa","ss",2184,20.21581,-9.18347,1.511472,0,11
"vv","aa","ss",2185,20.3981,-9.265113,1.52178,0,11
"vv","aa","ss",2186,20.5804,-9.346757,1.532089,0,11
"vv","aa","ss",2187,20.76269,-9.4284,1.542397,0,11
"vv","aa","ss",2188,20.94498,-9.510044,1.552706,0,11
"vv","aa","ss",2189,21.12728,-9.591687,1.563014,0,11
"vv","aa","ss",2190,21.30957,-9.673331,1.573323,0,11
"vv","aa","ss",2191,21.49186,-9.754974,1.583631,0,11
"vv","aa","ss",2192,21.67416,-9.836618,1.59394,0,11
"vv","aa","ss",2193,21.85645,-9.918262,1.604248,0,11
"vv","aa","ss",2194,22.03874,-9.999906,1.614557,0,11
"vv","aa","ss",2195,22.22104,-10.08155,1.624865,0,11
"vv","aa","ss",2196,22.40333,-10.16319,1.635174,0,11
"vv","aa","ss",2197,22.58562,-10.24484,1.645482,0,11
"vv","aa","ss",2198,22.76792,-10.32648,1.655791,0,11
"vv","aa","ss",2199,22.95021,-10.40812,1.666099,0,11
"vv","aa","ss",2200,23.1325,-10.48977,1.676408,0,11
"vv","aa","ss",2201,23.3148,-10.57141,1.686716,0,11
"vv","aa","ss",2202,23.49709,-10.65305,1.697025,0,11
"vv","aa","ss",2203,23.67938,-10.7347,1.707333,0,11
"vv","aa","ss",2204,23.86168,-10.81634,1.717642,0,11
"vv","aa","ss",2205,24.04397,-10.89798,1.727951,0,11
"vv","aa","ss",2206,24.22626,-10.97963,1.738259,0,11
"vv","aa","ss",2207,24.40856,-11.06127,1.748568,0,11
"vv","aa","ss",2208,24.59085,-11.14292,1.758876,0,11
"vv","aa","ss",2209,24.77314,-11.22456,1.769185,0,11
"vv","aa","ss",2210,24.95544,-11.3062,1.779493,0,11
"vv","aa","ss",2211,25.13773,-11.38785,1.789802,0,11
"vv","aa","ss",2212,25.32002,-11.46949,1.80011,0,11
"vv","aa","ss",2213,25.50232,-11.55113,1.810419,0,11
"vv","aa","ss",2214,25.68461,-11.63278,1.820727,0,11
"vv","aa","ss",2215,25.8669,-11.71442,1.831036,0,11
"vv","aa","ss",2216,26.0492,-11.79606,1.841344,0,11
"vv","aa","ss",2217,26.23149,-11.87771,1.851653,0,11
"vv","aa","ss",2218,26.41378,-11.95935,1.861961,0,11
"vv","aa","ss",2219,26.59608,-12.04099,1.87227,0,11
"vv","aa","ss",2220,26.77837,-12.12264,1.882578,0,11
"vv","aa","ss",2221,26.96066,-12.20428,1.892887,0,11
"vv","aa","ss",2222,27.14296,-12.28593,1.903196,0,11
"vv","aa","ss",2223,27.32525,-12.36757,1.913504,0,11
"vv","aa","ss",2224,27.50754,-12.44921,1.923813,0,11
"vv","aa","ss",2225,27.68983,-12.53086,1.934121,0,11
"vv","aa","ss",2226,27.87213,-12.6125,1.94443,0,11
"vv","aa","ss",2227,28.05442,-12.69414,1.954738,0,11
"vv","aa","ss",2228,28.23672,-12.77579,1.965047,0,11
"vv","aa","ss",2229,28.41901,-12.85743,1.975355,0,11
"vv","aa","ss",2230,28.6013,-12.93907,1.985664,0,11
"vv","aa","ss",2231,28.7836,-13.02072,1.995972,0,11
"vv","aa","ss",2232,28.96589,-13.10236,2.006281,0,11
"vv","aa","ss",2233,29.14818,-13.184,2.016589,0,11
"vv","aa","ss",2234,29.33047,-13.26565,2.026898,0,11
"vv","aa","ss",2235,29.51277,-13.34729,2.037206,0,11
"vv","aa","ss",2236,29.69506,-13.42894,2.047515,0,11
"vv","aa","ss",2237,29.87736,-13.51058,2.057823,0,11
"vv","aa","ss",2238,30.05965,-13.59222,2.068132,0,11
"vv","aa","ss",2239,30.24194,-13.67387,2.07844,0,11
"vv","aa","ss",2240,30.42423,-13.75551,2.088749,0,11
"vv","aa","ss",2241,30.60653,-13.83715,2.099057,0,11
"vv","aa","ss",2242,30.78882,-13.9188,2.109366,0,11
"vv","aa","ss",2243,30.97112,-14.00044,2.119674,0,11
"vv","aa","ss",2244,31.15341,-14.08208,2.129983,0,11
"vv","aa","ss",2245,31.3357,-14.16373,2.140291,0,11
"vv","aa","ss",2246,31.51799,-14.24537,2.1506,0,11
"vv","aa","ss",2247,31.70029,-14.32701,2.160908,0,11
"vv","aa","ss",2248,31.88258,-14.40866,2.171217,0,11
"vv","aa","ss",2249,32.06487,-14.4903,2.181525,0,11
"vv","aa","ss",2250,32.24717,-14.57195,2.191834,0,11
"vv","aa","ss",2251,32.42946,-14.65359,2.202143,0,11
"vv","aa","ss",2252,32.61176,-14.73523,2.212451,0,11
"vv","aa","ss",2253,32.79405,-14.81688,2.22276,0,11
"vv","aa","ss",2254,32.97634,-14.89852,2.233068,0,11
"vv","aa","ss",2255,33.15863,-14.98016,2.243377,0,11
"vv","aa","ss",2256,33.34093,-15.06181,2.253685,0,11
"vv","aa","ss",2257,33.52322,-15.14345,2.263994,0,11
"vv","aa","ss",2258,33.70551,-15.22509,2.274302,0,11
"vv","aa","ss",2259,33.88781,-15.30674,2.284611,0,11
"vv","aa","ss",2260,34.0701,-15.38838,2.294919,0,11
"vv","aa","ss",2261,34.2524,-15.47003,2.305228,0,11
"vv","aa","ss",2262,34.43469,-15.55167,2.315536,0,11
"vv","aa","ss",2263,34.61698,-15.63331,2.325845,0,11
"vv","aa","ss",2264,34.79927,-15.71496,2.336154,0,11
"vv","aa","ss",2265,34.98157,-15.7966,2.346462,0,11
"vv","aa","ss",2266,35.16386,-15.87824,2.356771,0,11
"vv","aa","ss",2267,35.34615,-15.95989,2.367079,0,11
"vv","aa","ss",2268,35.52845,-16.04153,2.377388,0,11
"vv","aa","ss",2269,35.71074,-16.12317,2.387696,0,11
"vv","aa","ss",2270,35.89303,-16.20482,2.398005,0,11
"vv","aa","ss",2271,36.07533,-16.28646,2.408313,0,11
"vv","aa","ss",2272,36.25762,-16.3681,2.418622,0,11
"vv","aa","ss",2273,36.43991,-16.44975,2.42893,0,11
"vv","aa","ss",2274,36.62221,-16.53139,2.439239,0,11
"vv","aa","ss",2275,36.8045,-16.61304,2.449547,0,11
"vv","aa","ss",2276,36.98679,-16.69468,2.459856,0,11
"vv","aa","ss",2277,37.16909,-16.77632,2.470164,0,11
"vv","aa","ss",2278,37.35138,-16.85797,2.480473,0,11
"vv","aa","ss",2279,37.53367,-16.93961,2.490781,0,11
"vv","aa","ss",2280,37.71597,-17.02125,2.50109,0,11
"vv","aa","ss",2281,37.89826,-17.1029,2.511398,0,11
"vv","aa","ss",2282,38.08055,-17.18454,2.521707,0,11
"vv","aa","ss",2283,38.26285,-17.26618,2.532015,0,11
"vv","aa","ss",2284,38.44514,-17.34783,2.542324,0,11
"vv","aa","ss",2285,38.62743,-17.42947,2.552632,0,11
"vv","aa","ss",2286,38.80973,-17.51111,2.562941,0,11
"vv","aa","ss",2287,38.99202,-17.59276,2.57325,0,11
"vv","aa","ss",2288,39.17431,-17.6744,2.583558,0,11
"vv","aa","ss",2289,39.35661,-17.75604,2.593867,0,11
"vv","aa","ss",2290,39.5389,-17.83769,2.604175,0,11
"vv","aa","ss",2291,39.72119,-17.91933,2.614484,0,11
"vv","aa","ss",2292,39.90348,-18.00098,2.624792,0,11
"vv","aa","ss",2293,40.08578,-18.08262,2.635101,0,11
"vv","aa","ss",2294,40.26807,-18.16426,2.645409,0,11
"vv","aa","ss",2295,40.45037,-18.24591,2.655718,0,11
"vv","aa","ss",2296,40.63266,-18.32755,2.666026,0,11
"vv","aa","ss",2297,40.81495,-18.40919,2.676335,0,11
"vv","aa","ss",2298,40.99725,-18.49084,2.686643,0,11
"vv","aa","ss",2299,41.17954,-18.57248,2.696952,0,11
"vv","aa","ss",2300,41.36183,-18.65413,2.70726,0,11
