ph1,ph2,ph3,year,cons,beta1,beta2,anomalymin,anomalymax
"vv","aa","ss",2100,.4200442,-.2044432,.2064064,0,11
"vv","aa","ss",2101,.4160547,-.205978,.2075409,0,11
"vv","aa","ss",2102,.4120653,-.2075129,.2086754,0,11
"vv","aa","ss",2103,.4080759,-.2090477,.2098099,0,11
"vv","aa","ss",2104,.4040865,-.2105825,.2109444,0,11
"vv","aa","ss",2105,.4000971,-.2121173,.2120789,0,11
"vv","aa","ss",2106,.3961076,-.2136521,.2132134,0,11
"vv","aa","ss",2107,.3921182,-.215187,.2143479,0,11
"vv","aa","ss",2108,.3881288,-.2167218,.2154824,0,11
"vv","aa","ss",2109,.3841394,-.2182566,.2166169,0,11
"vv","aa","ss",2110,.38015,-.2197914,.2177514,0,11
"vv","aa","ss",2111,.3761606,-.2213263,.2188859,0,11
"vv","aa","ss",2112,.3721711,-.2228611,.2200204,0,11
"vv","aa","ss",2113,.3681817,-.2243959,.2211549,0,11
"vv","aa","ss",2114,.3641923,-.2259307,.2222894,0,11
"vv","aa","ss",2115,.3602029,-.2274656,.2234239,0,11
"vv","aa","ss",2116,.3562135,-.2290004,.2245584,0,11
"vv","aa","ss",2117,.3522241,-.2305352,.2256929,0,11
"vv","aa","ss",2118,.3482346,-.23207,.2268274,0,11
"vv","aa","ss",2119,.3442452,-.2336048,.2279619,0,11
"vv","aa","ss",2120,.3402558,-.2351397,.2290964,0,11
"vv","aa","ss",2121,.3362664,-.2366745,.230231,0,11
"vv","aa","ss",2122,.3322769,-.2382093,.2313655,0,11
"vv","aa","ss",2123,.3282875,-.2397441,.2325,0,11
"vv","aa","ss",2124,.3242981,-.241279,.2336345,0,11
"vv","aa","ss",2125,.3203087,-.2428138,.234769,0,11
"vv","aa","ss",2126,.3163193,-.2443486,.2359035,0,11
"vv","aa","ss",2127,.3123299,-.2458834,.237038,0,11
"vv","aa","ss",2128,.3083405,-.2474182,.2381725,0,11
"vv","aa","ss",2129,.304351,-.2489531,.239307,0,11
"vv","aa","ss",2130,.3003616,-.2504879,.2404415,0,11
"vv","aa","ss",2131,.2963722,-.2520227,.241576,0,11
"vv","aa","ss",2132,.2923828,-.2535575,.2427105,0,11
"vv","aa","ss",2133,.2883933,-.2550924,.243845,0,11
"vv","aa","ss",2134,.2844039,-.2566272,.2449795,0,11
"vv","aa","ss",2135,.2804145,-.258162,.246114,0,11
"vv","aa","ss",2136,.2764251,-.2596968,.2472485,0,11
"vv","aa","ss",2137,.2724357,-.2612317,.248383,0,11
"vv","aa","ss",2138,.2684463,-.2627665,.2495175,0,11
"vv","aa","ss",2139,.2644568,-.2643013,.250652,0,11
"vv","aa","ss",2140,.2604674,-.2658361,.2517865,0,11
"vv","aa","ss",2141,.256478,-.2673709,.252921,0,11
"vv","aa","ss",2142,.2524886,-.2689058,.2540555,0,11
"vv","aa","ss",2143,.2484992,-.2704406,.25519,0,11
"vv","aa","ss",2144,.2445098,-.2719754,.2563245,0,11
"vv","aa","ss",2145,.2405203,-.2735102,.257459,0,11
"vv","aa","ss",2146,.2365309,-.2750451,.2585935,0,11
"vv","aa","ss",2147,.2325415,-.2765799,.259728,0,11
"vv","aa","ss",2148,.2285521,-.2781147,.2608625,0,11
"vv","aa","ss",2149,.2245627,-.2796495,.261997,0,11
"vv","aa","ss",2150,.2205732,-.2811843,.2631316,0,11
"vv","aa","ss",2151,.2165838,-.2827192,.264266,0,11
"vv","aa","ss",2152,.2125944,-.284254,.2654006,0,11
"vv","aa","ss",2153,.208605,-.2857888,.266535,0,11
"vv","aa","ss",2154,.2046156,-.2873236,.2676696,0,11
"vv","aa","ss",2155,.2006261,-.2888584,.2688041,0,11
"vv","aa","ss",2156,.1966367,-.2903933,.2699386,0,11
"vv","aa","ss",2157,.1926473,-.2919281,.2710731,0,11
"vv","aa","ss",2158,.1886579,-.2934629,.2722076,0,11
"vv","aa","ss",2159,.1846685,-.2949978,.2733421,0,11
"vv","aa","ss",2160,.1806791,-.2965326,.2744766,0,11
"vv","aa","ss",2161,.1766897,-.2980674,.2756111,0,11
"vv","aa","ss",2162,.1727002,-.2996022,.2767456,0,11
"vv","aa","ss",2163,.1687108,-.301137,.2778801,0,11
"vv","aa","ss",2164,.1647214,-.3026718,.2790146,0,11
"vv","aa","ss",2165,.160732,-.3042067,.2801491,0,11
"vv","aa","ss",2166,.1567426,-.3057415,.2812836,0,11
"vv","aa","ss",2167,.1527531,-.3072763,.2824181,0,11
"vv","aa","ss",2168,.1487637,-.3088112,.2835526,0,11
"vv","aa","ss",2169,.1447743,-.310346,.2846871,0,11
"vv","aa","ss",2170,.1407849,-.3118808,.2858216,0,11
"vv","aa","ss",2171,.1367955,-.3134156,.2869561,0,11
"vv","aa","ss",2172,.132806,-.3149504,.2880906,0,11
"vv","aa","ss",2173,.1288166,-.3164853,.2892251,0,11
"vv","aa","ss",2174,.1248272,-.3180201,.2903596,0,11
"vv","aa","ss",2175,.1208378,-.3195549,.2914941,0,11
"vv","aa","ss",2176,.1168484,-.3210897,.2926286,0,11
"vv","aa","ss",2177,.112859,-.3226246,.2937631,0,11
"vv","aa","ss",2178,.1088695,-.3241594,.2948976,0,11
"vv","aa","ss",2179,.1048801,-.3256942,.2960321,0,11
"vv","aa","ss",2180,.1008907,-.327229,.2971666,0,11
"vv","aa","ss",2181,.0969013,-.3287638,.2983011,0,11
"vv","aa","ss",2182,.0929119,-.3302987,.2994356,0,11
"vv","aa","ss",2183,.0889224,-.3318335,.3005702,0,11
"vv","aa","ss",2184,.084933,-.3333683,.3017046,0,11
"vv","aa","ss",2185,.0809436,-.3349032,.3028392,0,11
"vv","aa","ss",2186,.0769542,-.336438,.3039737,0,11
"vv","aa","ss",2187,.0729648,-.3379728,.3051082,0,11
"vv","aa","ss",2188,.0689754,-.3395076,.3062427,0,11
"vv","aa","ss",2189,.0649859,-.3410424,.3073772,0,11
"vv","aa","ss",2190,.0609965,-.3425772,.3085117,0,11
"vv","aa","ss",2191,.0570071,-.3441121,.3096462,0,11
"vv","aa","ss",2192,.0530177,-.3456469,.3107807,0,11
"vv","aa","ss",2193,.0490283,-.3471817,.3119152,0,11
"vv","aa","ss",2194,.0450388,-.3487165,.3130497,0,11
"vv","aa","ss",2195,.0410494,-.3502514,.3141842,0,11
"vv","aa","ss",2196,.03706,-.3517862,.3153187,0,11
"vv","aa","ss",2197,.0330706,-.353321,.3164532,0,11
"vv","aa","ss",2198,.0290812,-.3548558,.3175877,0,11
"vv","aa","ss",2199,.0250918,-.3563907,.3187222,0,11
"vv","aa","ss",2200,.0211023,-.3579255,.3198567,0,11
"vv","aa","ss",2201,.0171129,-.3594603,.3209912,0,11
"vv","aa","ss",2202,.0131235,-.3609951,.3221257,0,11
"vv","aa","ss",2203,.0091341,-.3625299,.3232602,0,11
"vv","aa","ss",2204,.0051447,-.3640648,.3243947,0,11
"vv","aa","ss",2205,.0011553,-.3655996,.3255292,0,11
"vv","aa","ss",2206,-.0028342,-.3671344,.3266637,0,11
"vv","aa","ss",2207,-.0068236,-.3686692,.3277982,0,11
"vv","aa","ss",2208,-.010813,-.3702041,.3289327,0,11
"vv","aa","ss",2209,-.0148024,-.3717389,.3300672,0,11
"vv","aa","ss",2210,-.0187918,-.3732737,.3312017,0,11
"vv","aa","ss",2211,-.0227813,-.3748085,.3323362,0,11
"vv","aa","ss",2212,-.0267707,-.3763433,.3334707,0,11
"vv","aa","ss",2213,-.0307601,-.3778782,.3346052,0,11
"vv","aa","ss",2214,-.0347495,-.379413,.3357398,0,11
"vv","aa","ss",2215,-.0387389,-.3809478,.3368742,0,11
"vv","aa","ss",2216,-.0427283,-.3824826,.3380088,0,11
"vv","aa","ss",2217,-.0467178,-.3840175,.3391432,0,11
"vv","aa","ss",2218,-.0507072,-.3855523,.3402778,0,11
"vv","aa","ss",2219,-.0546966,-.3870871,.3414123,0,11
"vv","aa","ss",2220,-.058686,-.3886219,.3425468,0,11
"vv","aa","ss",2221,-.0626754,-.3901567,.3436813,0,11
"vv","aa","ss",2222,-.0666649,-.3916916,.3448158,0,11
"vv","aa","ss",2223,-.0706543,-.3932264,.3459503,0,11
"vv","aa","ss",2224,-.0746437,-.3947612,.3470848,0,11
"vv","aa","ss",2225,-.0786331,-.3962961,.3482193,0,11
"vv","aa","ss",2226,-.0826225,-.3978309,.3493538,0,11
"vv","aa","ss",2227,-.0866119,-.3993657,.3504883,0,11
"vv","aa","ss",2228,-.0906014,-.4009005,.3516228,0,11
"vv","aa","ss",2229,-.0945908,-.4024353,.3527573,0,11
"vv","aa","ss",2230,-.0985802,-.4039702,.3538918,0,11
"vv","aa","ss",2231,-.1025696,-.405505,.3550263,0,11
"vv","aa","ss",2232,-.106559,-.4070398,.3561608,0,11
"vv","aa","ss",2233,-.1105485,-.4085746,.3572953,0,11
"vv","aa","ss",2234,-.1145379,-.4101095,.3584298,0,11
"vv","aa","ss",2235,-.1185273,-.4116443,.3595643,0,11
"vv","aa","ss",2236,-.1225167,-.4131791,.3606988,0,11
"vv","aa","ss",2237,-.1265061,-.4147139,.3618333,0,11
"vv","aa","ss",2238,-.1304955,-.4162487,.3629678,0,11
"vv","aa","ss",2239,-.134485,-.4177836,.3641023,0,11
"vv","aa","ss",2240,-.1384744,-.4193184,.3652368,0,11
"vv","aa","ss",2241,-.1424638,-.4208532,.3663713,0,11
"vv","aa","ss",2242,-.1464532,-.422388,.3675058,0,11
"vv","aa","ss",2243,-.1504426,-.4239228,.3686403,0,11
"vv","aa","ss",2244,-.1544321,-.4254577,.3697748,0,11
"vv","aa","ss",2245,-.1584215,-.4269925,.3709094,0,11
"vv","aa","ss",2246,-.1624109,-.4285273,.3720438,0,11
"vv","aa","ss",2247,-.1664003,-.4300621,.3731784,0,11
"vv","aa","ss",2248,-.1703897,-.431597,.3743128,0,11
"vv","aa","ss",2249,-.1743791,-.4331318,.3754474,0,11
"vv","aa","ss",2250,-.1783686,-.4346666,.3765819,0,11
"vv","aa","ss",2251,-.182358,-.4362014,.3777164,0,11
"vv","aa","ss",2252,-.1863474,-.4377362,.3788509,0,11
"vv","aa","ss",2253,-.1903368,-.4392711,.3799854,0,11
"vv","aa","ss",2254,-.1943262,-.4408059,.3811199,0,11
"vv","aa","ss",2255,-.1983157,-.4423407,.3822544,0,11
"vv","aa","ss",2256,-.2023051,-.4438756,.3833889,0,11
"vv","aa","ss",2257,-.2062945,-.4454104,.3845234,0,11
"vv","aa","ss",2258,-.2102839,-.4469452,.3856579,0,11
"vv","aa","ss",2259,-.2142733,-.44848,.3867924,0,11
"vv","aa","ss",2260,-.2182627,-.4500148,.3879269,0,11
"vv","aa","ss",2261,-.2222522,-.4515496,.3890614,0,11
"vv","aa","ss",2262,-.2262416,-.4530845,.3901959,0,11
"vv","aa","ss",2263,-.230231,-.4546193,.3913304,0,11
"vv","aa","ss",2264,-.2342204,-.4561541,.3924649,0,11
"vv","aa","ss",2265,-.2382098,-.457689,.3935994,0,11
"vv","aa","ss",2266,-.2421993,-.4592238,.3947339,0,11
"vv","aa","ss",2267,-.2461887,-.4607586,.3958684,0,11
"vv","aa","ss",2268,-.2501781,-.4622934,.3970029,0,11
"vv","aa","ss",2269,-.2541675,-.4638282,.3981374,0,11
"vv","aa","ss",2270,-.2581569,-.4653631,.3992719,0,11
"vv","aa","ss",2271,-.2621464,-.4668979,.4004064,0,11
"vv","aa","ss",2272,-.2661358,-.4684327,.4015409,0,11
"vv","aa","ss",2273,-.2701252,-.4699675,.4026754,0,11
"vv","aa","ss",2274,-.2741146,-.4715024,.4038099,0,11
"vv","aa","ss",2275,-.278104,-.4730372,.4049444,0,11
"vv","aa","ss",2276,-.2820934,-.474572,.406079,0,11
"vv","aa","ss",2277,-.2860829,-.4761068,.4072134,0,11
"vv","aa","ss",2278,-.2900723,-.4776416,.408348,0,11
"vv","aa","ss",2279,-.2940617,-.4791765,.4094824,0,11
"vv","aa","ss",2280,-.2980511,-.4807113,.410617,0,11
"vv","aa","ss",2281,-.3020405,-.4822461,.4117515,0,11
"vv","aa","ss",2282,-.3060299,-.4837809,.412886,0,11
"vv","aa","ss",2283,-.3100194,-.4853158,.4140205,0,11
"vv","aa","ss",2284,-.3140088,-.4868506,.415155,0,11
"vv","aa","ss",2285,-.3179982,-.4883854,.4162895,0,11
"vv","aa","ss",2286,-.3219876,-.4899202,.417424,0,11
"vv","aa","ss",2287,-.325977,-.491455,.4185585,0,11
"vv","aa","ss",2288,-.3299665,-.4929899,.419693,0,11
"vv","aa","ss",2289,-.3339559,-.4945247,.4208275,0,11
"vv","aa","ss",2290,-.3379453,-.4960595,.421962,0,11
"vv","aa","ss",2291,-.3419347,-.4975943,.4230965,0,11
"vv","aa","ss",2292,-.3459241,-.4991291,.424231,0,11
"vv","aa","ss",2293,-.3499135,-.500664,.4253655,0,11
"vv","aa","ss",2294,-.353903,-.5021988,.4265,0,11
"vv","aa","ss",2295,-.3578924,-.5037336,.4276345,0,11
"vv","aa","ss",2296,-.3618818,-.5052685,.428769,0,11
"vv","aa","ss",2297,-.3658712,-.5068033,.4299035,0,11
"vv","aa","ss",2298,-.3698606,-.5083381,.431038,0,11
"vv","aa","ss",2299,-.37385,-.5098729,.4321725,0,11
"vv","aa","ss",2300,-.3778395,-.5114077,.433307,0,11
