ph1,ph2,ph3,year,cons,beta1,beta2,anomalymin,anomalymax
"vv","aa","ss",2063,.2296084,.211531,.1055125,.4245885,2.816
"vv","aa","ss",2064,.1912729,.308498,.0814219,.64,2.866
"vv","aa","ss",2065,.2305771,.2533055,.1018518,.6196865,2.916
"vv","aa","ss",2066,.4250398,.0175949,.1644978,.65,2.956
"vv","aa","ss",2067,.4805911,-.0669616,.1924063,.65,3.006
"vv","aa","ss",2068,.4797816,-.0930187,.2132909,.5796475,3.056
"vv","aa","ss",2069,.5021797,-.1643873,.2359497,.5591405,3.106
"vv","aa","ss",2070,.5086541,-.1597999,.2316067,.5639315,3.156
"vv","aa","ss",2071,.5063758,-.1517509,.2323868,.6183445,3.206
"vv","aa","ss",2072,.4939268,-.1257923,.2296755,.67,3.246
"vv","aa","ss",2073,.4514564,-.0442773,.1984821,.67,3.286
"vv","aa","ss",2074,.4424519,-.0199427,.1932792,.5767795,3.326
"vv","aa","ss",2075,.4280238,-.0170663,.2076261,.6257295,3.366
"vv","aa","ss",2076,.4865551,-.0470294,.2113975,.5862395,3.406
"vv","aa","ss",2077,.4379896,.0060145,.1993777,.6261565,3.446
"vv","aa","ss",2078,.4024572,-.005562,.2252908,.68,3.476
"vv","aa","ss",2079,.360303,.0164541,.2254269,.6430325,3.516
"vv","aa","ss",2080,.3804029,.0073058,.2189338,.68,3.546
"vv","aa","ss",2081,.3084405,.0545986,.2159574,.5753445,3.596
"vv","aa","ss",2082,.3738337,-.0127008,.2325479,.5878575,3.636
"vv","aa","ss",2083,.4321973,-.0685427,.2345656,.5288975,3.666
"vv","aa","ss",2084,.4607058,-.0934381,.2430263,.6570405,3.696
"vv","aa","ss",2085,.4476445,-.0908694,.2423213,.5746435,3.726
"vv","aa","ss",2086,.4385433,-.0576022,.2304127,.68,3.756
"vv","aa","ss",2087,.4832414,-.089563,.2338905,.68,3.786
"vv","aa","ss",2088,.4776398,-.0595245,.2242119,.6326565,3.816
"vv","aa","ss",2089,.3981294,.0279464,.2042782,.6408665,3.846
"vv","aa","ss",2090,.3821549,.0474453,.1973455,.69,3.876
"vv","aa","ss",2091,.3224186,.0605801,.1934327,.5692105,3.906
"vv","aa","ss",2092,.262668,.0718415,.1948047,.5683865,3.936
"vv","aa","ss",2093,.2516707,.0388005,.2049527,.6647915,3.966
"vv","aa","ss",2094,.3635327,-.08247,.2196098,.69,3.986
"vv","aa","ss",2095,.3314768,-.0762456,.2195311,.5614595,4.016
"vv","aa","ss",2096,.2393977,-.0121736,.2153008,.5649685,4.046
"vv","aa","ss",2097,.1811317,.0351878,.2037185,.6889615,4.076
"vv","aa","ss",2098,.0994027,.1093263,.1877312,.69,4.106
"vv","aa","ss",2099,.1108513,.08113,.1936166,0,11
"vv","aa","ss",2100,.0831974,.0913844,.1912975,0,11
"vv","aa","ss",2101,.0555435,.1016388,.1889785,0,11
"vv","aa","ss",2102,.0278896,.1118933,.1866594,0,11
"vv","aa","ss",2103,.0002357,.1221477,.1843404,0,11
"vv","aa","ss",2104,-.0274182,.1324021,.1820213,0,11
"vv","aa","ss",2105,-.0550721,.1426565,.1797023,0,11
"vv","aa","ss",2106,-.082726,.1529109,.1773832,0,11
"vv","aa","ss",2107,-.1103799,.1631654,.1750642,0,11
"vv","aa","ss",2108,-.1380337,.1734198,.1727452,0,11
"vv","aa","ss",2109,-.1656876,.1836742,.1704261,0,11
"vv","aa","ss",2110,-.1933415,.1939286,.168107,0,11
"vv","aa","ss",2111,-.2209954,.204183,.165788,0,11
"vv","aa","ss",2112,-.2486493,.2144375,.163469,0,11
"vv","aa","ss",2113,-.2763032,.2246919,.1611499,0,11
"vv","aa","ss",2114,-.3039571,.2349463,.1588309,0,11
"vv","aa","ss",2115,-.3316109,.2452007,.1565118,0,11
"vv","aa","ss",2116,-.3592649,.2554551,.1541928,0,11
"vv","aa","ss",2117,-.3869187,.2657095,.1518737,0,11
"vv","aa","ss",2118,-.4145726,.275964,.1495547,0,11
"vv","aa","ss",2119,-.4422265,.2862184,.1472356,0,11
"vv","aa","ss",2120,-.4698804,.2964728,.1449166,0,11
"vv","aa","ss",2121,-.4975343,.3067272,.1425975,0,11
"vv","aa","ss",2122,-.5251882,.3169817,.1402785,0,11
"vv","aa","ss",2123,-.5528421,.3272361,.1379594,0,11
"vv","aa","ss",2124,-.580496,.3374905,.1356404,0,11
"vv","aa","ss",2125,-.6081498,.3477449,.1333213,0,11
"vv","aa","ss",2126,-.6358038,.3579994,.1310023,0,11
"vv","aa","ss",2127,-.6634576,.3682538,.1286833,0,11
"vv","aa","ss",2128,-.6911115,.3785082,.1263642,0,11
"vv","aa","ss",2129,-.7187654,.3887626,.1240452,0,11
"vv","aa","ss",2130,-.7464193,.399017,.1217261,0,11
"vv","aa","ss",2131,-.7740732,.4092714,.1194071,0,11
"vv","aa","ss",2132,-.8017271,.4195259,.117088,0,11
"vv","aa","ss",2133,-.8293809,.4297803,.114769,0,11
"vv","aa","ss",2134,-.8570349,.4400347,.1124499,0,11
"vv","aa","ss",2135,-.8846887,.4502891,.1101309,0,11
"vv","aa","ss",2136,-.9123426,.4605435,.1078118,0,11
"vv","aa","ss",2137,-.9399965,.470798,.1054928,0,11
"vv","aa","ss",2138,-.9676504,.4810524,.1031737,0,11
"vv","aa","ss",2139,-.9953043,.4913068,.1008547,0,11
"vv","aa","ss",2140,-1.022958,.5015612,.0985356,0,11
"vv","aa","ss",2141,-1.050612,.5118157,.0962166,0,11
"vv","aa","ss",2142,-1.078266,.5220701,.0938975,0,11
"vv","aa","ss",2143,-1.10592,.5323245,.0915785,0,11
"vv","aa","ss",2144,-1.133574,.5425789,.0892594,0,11
"vv","aa","ss",2145,-1.161228,.5528333,.0869404,0,11
"vv","aa","ss",2146,-1.188882,.5630878,.0846214,0,11
"vv","aa","ss",2147,-1.216535,.5733421,.0823023,0,11
"vv","aa","ss",2148,-1.244189,.5835966,.0799833,0,11
"vv","aa","ss",2149,-1.271843,.593851,.0776642,0,11
"vv","aa","ss",2150,-1.299497,.6041054,.0753452,0,11
"vv","aa","ss",2151,-1.327151,.6143599,.0730261,0,11
"vv","aa","ss",2152,-1.354805,.6246143,.0707071,0,11
"vv","aa","ss",2153,-1.382459,.6348687,.068388,0,11
"vv","aa","ss",2154,-1.410113,.6451231,.066069,0,11
"vv","aa","ss",2155,-1.437767,.6553775,.0637499,0,11
"vv","aa","ss",2156,-1.46542,.6656319,.0614309,0,11
"vv","aa","ss",2157,-1.493074,.6758864,.0591118,0,11
"vv","aa","ss",2158,-1.520728,.6861408,.0567928,0,11
"vv","aa","ss",2159,-1.548382,.6963952,.0544737,0,11
"vv","aa","ss",2160,-1.576036,.7066497,.0521547,0,11
"vv","aa","ss",2161,-1.60369,.716904,.0498356,0,11
"vv","aa","ss",2162,-1.631344,.7271585,.0475166,0,11
"vv","aa","ss",2163,-1.658998,.7374129,.0451975,0,11
"vv","aa","ss",2164,-1.686651,.7476673,.0428785,0,11
"vv","aa","ss",2165,-1.714305,.7579218,.0405595,0,11
"vv","aa","ss",2166,-1.741959,.7681761,.0382404,0,11
"vv","aa","ss",2167,-1.769613,.7784306,.0359214,0,11
"vv","aa","ss",2168,-1.797267,.788685,.0336023,0,11
"vv","aa","ss",2169,-1.824921,.7989394,.0312833,0,11
"vv","aa","ss",2170,-1.852575,.8091938,.0289642,0,11
"vv","aa","ss",2171,-1.880229,.8194482,.0266452,0,11
"vv","aa","ss",2172,-1.907883,.8297027,.0243261,0,11
"vv","aa","ss",2173,-1.935537,.8399571,.0220071,0,11
"vv","aa","ss",2174,-1.96319,.8502115,.019688,0,11
"vv","aa","ss",2175,-1.990844,.8604659,.017369,0,11
"vv","aa","ss",2176,-2.018498,.8707204,.0150499,0,11
"vv","aa","ss",2177,-2.046152,.8809748,.0127309,0,11
"vv","aa","ss",2178,-2.073806,.8912292,.0104118,0,11
"vv","aa","ss",2179,-2.10146,.9014836,.0080928,0,11
"vv","aa","ss",2180,-2.129114,.911738,.0057737,0,11
"vv","aa","ss",2181,-2.156768,.9219925,.0034547,0,11
"vv","aa","ss",2182,-2.184422,.9322469,.0011356,0,11
"vv","aa","ss",2183,-2.212075,.9425013,-.0011834,0,11
"vv","aa","ss",2184,-2.239729,.9527557,-.0035024,0,11
"vv","aa","ss",2185,-2.267383,.9630101,-.0058215,0,11
"vv","aa","ss",2186,-2.295037,.9732646,-.0081405,0,11
"vv","aa","ss",2187,-2.322691,.983519,-.0104596,0,11
"vv","aa","ss",2188,-2.350345,.9937734,-.0127786,0,11
"vv","aa","ss",2189,-2.377999,1.004028,-.0150977,0,11
"vv","aa","ss",2190,-2.405653,1.014282,-.0174167,0,11
"vv","aa","ss",2191,-2.433306,1.024537,-.0197358,0,11
"vv","aa","ss",2192,-2.46096,1.034791,-.0220548,0,11
"vv","aa","ss",2193,-2.488614,1.045045,-.0243739,0,11
"vv","aa","ss",2194,-2.516268,1.0553,-.0266929,0,11
"vv","aa","ss",2195,-2.543922,1.065554,-.029012,0,11
"vv","aa","ss",2196,-2.571576,1.075809,-.031331,0,11
"vv","aa","ss",2197,-2.59923,1.086063,-.0336501,0,11
"vv","aa","ss",2198,-2.626884,1.096318,-.0359691,0,11
"vv","aa","ss",2199,-2.654538,1.106572,-.0382882,0,11
"vv","aa","ss",2200,-2.682191,1.116826,-.0406072,0,11
"vv","aa","ss",2201,-2.709845,1.127081,-.0429262,0,11
"vv","aa","ss",2202,-2.737499,1.137335,-.0452453,0,11
"vv","aa","ss",2203,-2.765153,1.14759,-.0475643,0,11
"vv","aa","ss",2204,-2.792807,1.157844,-.0498834,0,11
"vv","aa","ss",2205,-2.820461,1.168099,-.0522024,0,11
"vv","aa","ss",2206,-2.848115,1.178353,-.0545215,0,11
"vv","aa","ss",2207,-2.875769,1.188607,-.0568405,0,11
"vv","aa","ss",2208,-2.903423,1.198862,-.0591596,0,11
"vv","aa","ss",2209,-2.931077,1.209116,-.0614786,0,11
"vv","aa","ss",2210,-2.95873,1.219371,-.0637977,0,11
"vv","aa","ss",2211,-2.986384,1.229625,-.0661167,0,11
"vv","aa","ss",2212,-3.014038,1.239879,-.0684358,0,11
"vv","aa","ss",2213,-3.041692,1.250134,-.0707548,0,11
"vv","aa","ss",2214,-3.069346,1.260388,-.0730739,0,11
"vv","aa","ss",2215,-3.097,1.270643,-.0753929,0,11
"vv","aa","ss",2216,-3.124654,1.280897,-.077712,0,11
"vv","aa","ss",2217,-3.152308,1.291152,-.080031,0,11
"vv","aa","ss",2218,-3.179961,1.301406,-.0823501,0,11
"vv","aa","ss",2219,-3.207615,1.31166,-.0846691,0,11
"vv","aa","ss",2220,-3.235269,1.321915,-.0869881,0,11
"vv","aa","ss",2221,-3.262923,1.332169,-.0893072,0,11
"vv","aa","ss",2222,-3.290577,1.342424,-.0916262,0,11
"vv","aa","ss",2223,-3.318231,1.352678,-.0939453,0,11
"vv","aa","ss",2224,-3.345885,1.362933,-.0962643,0,11
"vv","aa","ss",2225,-3.373539,1.373187,-.0985834,0,11
"vv","aa","ss",2226,-3.401193,1.383441,-.1009024,0,11
"vv","aa","ss",2227,-3.428847,1.393696,-.1032215,0,11
"vv","aa","ss",2228,-3.4565,1.40395,-.1055405,0,11
"vv","aa","ss",2229,-3.484154,1.414205,-.1078596,0,11
"vv","aa","ss",2230,-3.511808,1.424459,-.1101786,0,11
"vv","aa","ss",2231,-3.539462,1.434713,-.1124977,0,11
"vv","aa","ss",2232,-3.567116,1.444968,-.1148167,0,11
"vv","aa","ss",2233,-3.59477,1.455222,-.1171358,0,11
"vv","aa","ss",2234,-3.622424,1.465477,-.1194548,0,11
"vv","aa","ss",2235,-3.650078,1.475731,-.1217739,0,11
"vv","aa","ss",2236,-3.677732,1.485986,-.1240929,0,11
"vv","aa","ss",2237,-3.705385,1.49624,-.1264119,0,11
"vv","aa","ss",2238,-3.733039,1.506494,-.128731,0,11
"vv","aa","ss",2239,-3.760693,1.516749,-.1310501,0,11
"vv","aa","ss",2240,-3.788347,1.527003,-.1333691,0,11
"vv","aa","ss",2241,-3.816001,1.537258,-.1356881,0,11
"vv","aa","ss",2242,-3.843655,1.547512,-.1380072,0,11
"vv","aa","ss",2243,-3.871309,1.557767,-.1403262,0,11
"vv","aa","ss",2244,-3.898962,1.568021,-.1426453,0,11
"vv","aa","ss",2245,-3.926616,1.578275,-.1449643,0,11
"vv","aa","ss",2246,-3.95427,1.58853,-.1472834,0,11
"vv","aa","ss",2247,-3.981924,1.598784,-.1496024,0,11
"vv","aa","ss",2248,-4.009578,1.609039,-.1519215,0,11
"vv","aa","ss",2249,-4.037232,1.619293,-.1542405,0,11
"vv","aa","ss",2250,-4.064886,1.629547,-.1565596,0,11
"vv","aa","ss",2251,-4.09254,1.639802,-.1588786,0,11
"vv","aa","ss",2252,-4.120193,1.650056,-.1611977,0,11
"vv","aa","ss",2253,-4.147848,1.660311,-.1635167,0,11
"vv","aa","ss",2254,-4.175501,1.670565,-.1658358,0,11
"vv","aa","ss",2255,-4.203156,1.68082,-.1681548,0,11
"vv","aa","ss",2256,-4.230809,1.691074,-.1704738,0,11
"vv","aa","ss",2257,-4.258463,1.701328,-.1727929,0,11
"vv","aa","ss",2258,-4.286117,1.711583,-.1751119,0,11
"vv","aa","ss",2259,-4.313771,1.721837,-.177431,0,11
"vv","aa","ss",2260,-4.341425,1.732092,-.17975,0,11
"vv","aa","ss",2261,-4.369079,1.742346,-.1820691,0,11
"vv","aa","ss",2262,-4.396733,1.752601,-.1843881,0,11
"vv","aa","ss",2263,-4.424387,1.762855,-.1867072,0,11
"vv","aa","ss",2264,-4.45204,1.773109,-.1890262,0,11
"vv","aa","ss",2265,-4.479694,1.783364,-.1913453,0,11
"vv","aa","ss",2266,-4.507348,1.793618,-.1936643,0,11
"vv","aa","ss",2267,-4.535002,1.803873,-.1959834,0,11
"vv","aa","ss",2268,-4.562656,1.814127,-.1983024,0,11
"vv","aa","ss",2269,-4.59031,1.824381,-.2006215,0,11
"vv","aa","ss",2270,-4.617964,1.834636,-.2029405,0,11
"vv","aa","ss",2271,-4.645617,1.84489,-.2052596,0,11
"vv","aa","ss",2272,-4.673272,1.855145,-.2075786,0,11
"vv","aa","ss",2273,-4.700925,1.865399,-.2098977,0,11
"vv","aa","ss",2274,-4.728579,1.875654,-.2122167,0,11
"vv","aa","ss",2275,-4.756233,1.885908,-.2145357,0,11
"vv","aa","ss",2276,-4.783887,1.896162,-.2168548,0,11
"vv","aa","ss",2277,-4.811541,1.906417,-.2191738,0,11
"vv","aa","ss",2278,-4.839195,1.916671,-.2214929,0,11
"vv","aa","ss",2279,-4.866848,1.926926,-.2238119,0,11
"vv","aa","ss",2280,-4.894503,1.93718,-.226131,0,11
"vv","aa","ss",2281,-4.922156,1.947435,-.22845,0,11
"vv","aa","ss",2282,-4.949811,1.957689,-.2307691,0,11
"vv","aa","ss",2283,-4.977464,1.967943,-.2330881,0,11
"vv","aa","ss",2284,-5.005118,1.978198,-.2354072,0,11
"vv","aa","ss",2285,-5.032772,1.988452,-.2377262,0,11
"vv","aa","ss",2286,-5.060426,1.998707,-.2400453,0,11
"vv","aa","ss",2287,-5.08808,2.008961,-.2423643,0,11
"vv","aa","ss",2288,-5.115734,2.019215,-.2446834,0,11
"vv","aa","ss",2289,-5.143388,2.02947,-.2470024,0,11
"vv","aa","ss",2290,-5.171041,2.039724,-.2493215,0,11
"vv","aa","ss",2291,-5.198695,2.049979,-.2516405,0,11
"vv","aa","ss",2292,-5.226349,2.060233,-.2539595,0,11
"vv","aa","ss",2293,-5.254003,2.070487,-.2562786,0,11
"vv","aa","ss",2294,-5.281657,2.080742,-.2585976,0,11
"vv","aa","ss",2295,-5.309311,2.090996,-.2609167,0,11
"vv","aa","ss",2296,-5.336965,2.101251,-.2632357,0,11
"vv","aa","ss",2297,-5.364619,2.111505,-.2655548,0,11
"vv","aa","ss",2298,-5.392272,2.12176,-.2678738,0,11
"vv","aa","ss",2299,-5.419927,2.132014,-.2701929,0,11
"vv","aa","ss",2300,-5.44758,2.142268,-.2725119,0,11
