ph1,ph2,ph3,year,cons,beta1,beta2,anomalymin,anomalymax
"vv","aa","ss",2068,.338706,-.0726162,.1465264,.5796475,4.753
"vv","aa","ss",2069,.3475817,-.1051918,.1573696,.5591405,4.863
"vv","aa","ss",2070,.3555624,-.1084263,.1603743,.5639315,4.983
"vv","aa","ss",2071,.3237076,-.0647581,.1501396,.6183445,5.093
"vv","aa","ss",2072,.3076901,-.0433001,.1469219,.67,5.203
"vv","aa","ss",2073,.3207423,-.0505774,.1497023,.67,5.313
"vv","aa","ss",2074,.3295181,-.0455157,.1493808,.5767795,5.423
"vv","aa","ss",2075,.3337518,-.04837,.1536486,.6257295,5.553
"vv","aa","ss",2076,.36487,-.0520586,.1534474,.5862395,5.703
"vv","aa","ss",2077,.3710532,-.0564231,.1573013,.6261565,5.863
"vv","aa","ss",2078,.3652551,-.0556502,.1616829,.68,6.043
"vv","aa","ss",2079,.3558617,-.0534726,.1636558,.6430325,6.243
"vv","aa","ss",2080,.3825975,-.0785895,.1682156,.68,6.403
"vv","aa","ss",2081,.3776792,-.0947534,.1779866,.5753445,6.573
"vv","aa","ss",2082,.3994491,-.1111713,.1824944,.5878575,6.723
"vv","aa","ss",2083,.4168978,-.1415218,.1891466,.5288975,6.883
"vv","aa","ss",2084,.4317279,-.1501478,.1918315,.6570405,7.033
"vv","aa","ss",2085,.4288082,-.1457723,.1913209,.5746435,7.183
"vv","aa","ss",2086,.4403564,-.1492247,.1921528,.68,7.303
"vv","aa","ss",2087,.4748671,-.1771335,.1981686,.68,7.433
"vv","aa","ss",2088,.5088185,-.1876537,.2011328,.6326565,7.553
"vv","aa","ss",2089,.5064083,-.1818433,.201952,.6408665,7.773
"vv","aa","ss",2090,.5106528,-.1850091,.2058909,.69,7.902999
"vv","aa","ss",2091,.490859,-.1931332,.2094168,.5692105,8.033
"vv","aa","ss",2092,.4514863,-.1730581,.2080293,.5683865,8.163
"vv","aa","ss",2093,.4451023,-.1922,.213331,.6647915,8.283
"vv","aa","ss",2094,.4641829,-.2101214,.2162748,.69,8.403
"vv","aa","ss",2095,.445163,-.2039039,.2156376,.5614595,8.513
"vv","aa","ss",2096,.4332846,-.1943155,.2154156,.5649685,8.653
"vv","aa","ss",2097,.4244748,-.1962153,.2166571,.6889615,8.873
"vv","aa","ss",2098,.4072689,-.1776858,.2130645,.69,9.073
"vv","aa","ss",2099,.4087148,-.1857266,.2192423,0,11
"vv","aa","ss",2100,.4029834,-.1864022,.2208912,0,11
"vv","aa","ss",2101,.397252,-.1870778,.2225401,0,11
"vv","aa","ss",2102,.3915206,-.1877533,.224189,0,11
"vv","aa","ss",2103,.3857892,-.1884289,.2258379,0,11
"vv","aa","ss",2104,.3800578,-.1891045,.2274869,0,11
"vv","aa","ss",2105,.3743264,-.18978,.2291358,0,11
"vv","aa","ss",2106,.368595,-.1904556,.2307847,0,11
"vv","aa","ss",2107,.3628636,-.1911312,.2324336,0,11
"vv","aa","ss",2108,.3571322,-.1918067,.2340825,0,11
"vv","aa","ss",2109,.3514009,-.1924823,.2357315,0,11
"vv","aa","ss",2110,.3456694,-.1931579,.2373804,0,11
"vv","aa","ss",2111,.339938,-.1938334,.2390293,0,11
"vv","aa","ss",2112,.3342067,-.194509,.2406782,0,11
"vv","aa","ss",2113,.3284753,-.1951845,.2423272,0,11
"vv","aa","ss",2114,.3227439,-.1958601,.2439761,0,11
"vv","aa","ss",2115,.3170125,-.1965357,.245625,0,11
"vv","aa","ss",2116,.3112811,-.1972112,.2472739,0,11
"vv","aa","ss",2117,.3055497,-.1978868,.2489228,0,11
"vv","aa","ss",2118,.2998183,-.1985624,.2505718,0,11
"vv","aa","ss",2119,.2940869,-.1992379,.2522207,0,11
"vv","aa","ss",2120,.2883555,-.1999135,.2538696,0,11
"vv","aa","ss",2121,.2826241,-.2005891,.2555185,0,11
"vv","aa","ss",2122,.2768927,-.2012646,.2571674,0,11
"vv","aa","ss",2123,.2711613,-.2019402,.2588164,0,11
"vv","aa","ss",2124,.2654299,-.2026158,.2604653,0,11
"vv","aa","ss",2125,.2596985,-.2032913,.2621142,0,11
"vv","aa","ss",2126,.2539672,-.2039669,.2637631,0,11
"vv","aa","ss",2127,.2482358,-.2046424,.265412,0,11
"vv","aa","ss",2128,.2425044,-.205318,.267061,0,11
"vv","aa","ss",2129,.236773,-.2059936,.2687099,0,11
"vv","aa","ss",2130,.2310416,-.2066691,.2703588,0,11
"vv","aa","ss",2131,.2253102,-.2073447,.2720077,0,11
"vv","aa","ss",2132,.2195788,-.2080203,.2736566,0,11
"vv","aa","ss",2133,.2138474,-.2086958,.2753056,0,11
"vv","aa","ss",2134,.208116,-.2093714,.2769545,0,11
"vv","aa","ss",2135,.2023846,-.2100469,.2786034,0,11
"vv","aa","ss",2136,.1966532,-.2107225,.2802523,0,11
"vv","aa","ss",2137,.1909218,-.2113981,.2819012,0,11
"vv","aa","ss",2138,.1851904,-.2120736,.2835502,0,11
"vv","aa","ss",2139,.1794591,-.2127492,.2851991,0,11
"vv","aa","ss",2140,.1737276,-.2134248,.286848,0,11
"vv","aa","ss",2141,.1679963,-.2141003,.2884969,0,11
"vv","aa","ss",2142,.1622649,-.2147759,.2901458,0,11
"vv","aa","ss",2143,.1565335,-.2154515,.2917948,0,11
"vv","aa","ss",2144,.1508021,-.216127,.2934437,0,11
"vv","aa","ss",2145,.1450707,-.2168026,.2950926,0,11
"vv","aa","ss",2146,.1393393,-.2174782,.2967415,0,11
"vv","aa","ss",2147,.1336079,-.2181537,.2983904,0,11
"vv","aa","ss",2148,.1278765,-.2188293,.3000394,0,11
"vv","aa","ss",2149,.1221451,-.2195048,.3016883,0,11
"vv","aa","ss",2150,.1164137,-.2201804,.3033372,0,11
"vv","aa","ss",2151,.1106823,-.220856,.3049861,0,11
"vv","aa","ss",2152,.1049509,-.2215315,.3066351,0,11
"vv","aa","ss",2153,.0992195,-.2222071,.308284,0,11
"vv","aa","ss",2154,.0934881,-.2228827,.3099329,0,11
"vv","aa","ss",2155,.0877568,-.2235582,.3115818,0,11
"vv","aa","ss",2156,.0820254,-.2242338,.3132307,0,11
"vv","aa","ss",2157,.076294,-.2249094,.3148797,0,11
"vv","aa","ss",2158,.0705626,-.2255849,.3165286,0,11
"vv","aa","ss",2159,.0648312,-.2262605,.3181775,0,11
"vv","aa","ss",2160,.0590998,-.2269361,.3198264,0,11
"vv","aa","ss",2161,.0533684,-.2276116,.3214753,0,11
"vv","aa","ss",2162,.047637,-.2282872,.3231243,0,11
"vv","aa","ss",2163,.0419056,-.2289627,.3247732,0,11
"vv","aa","ss",2164,.0361742,-.2296383,.3264221,0,11
"vv","aa","ss",2165,.0304428,-.2303139,.328071,0,11
"vv","aa","ss",2166,.0247114,-.2309894,.3297199,0,11
"vv","aa","ss",2167,.01898,-.231665,.3313689,0,11
"vv","aa","ss",2168,.0132486,-.2323406,.3330178,0,11
"vv","aa","ss",2169,.0075173,-.2330161,.3346667,0,11
"vv","aa","ss",2170,.0017859,-.2336917,.3363156,0,11
"vv","aa","ss",2171,-.0039455,-.2343673,.3379645,0,11
"vv","aa","ss",2172,-.0096769,-.2350428,.3396135,0,11
"vv","aa","ss",2173,-.0154083,-.2357184,.3412624,0,11
"vv","aa","ss",2174,-.0211397,-.236394,.3429113,0,11
"vv","aa","ss",2175,-.0268711,-.2370695,.3445602,0,11
"vv","aa","ss",2176,-.0326025,-.2377451,.3462091,0,11
"vv","aa","ss",2177,-.0383339,-.2384207,.347858,0,11
"vv","aa","ss",2178,-.0440653,-.2390962,.349507,0,11
"vv","aa","ss",2179,-.0497967,-.2397718,.3511559,0,11
"vv","aa","ss",2180,-.0555281,-.2404473,.3528048,0,11
"vv","aa","ss",2181,-.0612595,-.2411229,.3544537,0,11
"vv","aa","ss",2182,-.0669909,-.2417985,.3561026,0,11
"vv","aa","ss",2183,-.0727222,-.242474,.3577516,0,11
"vv","aa","ss",2184,-.0784536,-.2431496,.3594005,0,11
"vv","aa","ss",2185,-.084185,-.2438252,.3610494,0,11
"vv","aa","ss",2186,-.0899164,-.2445007,.3626983,0,11
"vv","aa","ss",2187,-.0956478,-.2451763,.3643472,0,11
"vv","aa","ss",2188,-.1013792,-.2458518,.3659962,0,11
"vv","aa","ss",2189,-.1071106,-.2465274,.3676451,0,11
"vv","aa","ss",2190,-.112842,-.247203,.369294,0,11
"vv","aa","ss",2191,-.1185734,-.2478785,.370943,0,11
"vv","aa","ss",2192,-.1243048,-.2485541,.3725919,0,11
"vv","aa","ss",2193,-.1300362,-.2492297,.3742408,0,11
"vv","aa","ss",2194,-.1357676,-.2499052,.3758897,0,11
"vv","aa","ss",2195,-.141499,-.2505808,.3775386,0,11
"vv","aa","ss",2196,-.1472304,-.2512564,.3791876,0,11
"vv","aa","ss",2197,-.1529618,-.2519319,.3808365,0,11
"vv","aa","ss",2198,-.1586931,-.2526075,.3824854,0,11
"vv","aa","ss",2199,-.1644245,-.2532831,.3841343,0,11
"vv","aa","ss",2200,-.1701559,-.2539586,.3857832,0,11
"vv","aa","ss",2201,-.1758873,-.2546342,.3874322,0,11
"vv","aa","ss",2202,-.1816187,-.2553098,.3890811,0,11
"vv","aa","ss",2203,-.1873501,-.2559853,.39073,0,11
"vv","aa","ss",2204,-.1930815,-.2566609,.3923789,0,11
"vv","aa","ss",2205,-.1988129,-.2573364,.3940278,0,11
"vv","aa","ss",2206,-.2045443,-.258012,.3956768,0,11
"vv","aa","ss",2207,-.2102757,-.2586876,.3973257,0,11
"vv","aa","ss",2208,-.2160071,-.2593631,.3989746,0,11
"vv","aa","ss",2209,-.2217385,-.2600387,.4006235,0,11
"vv","aa","ss",2210,-.2274699,-.2607143,.4022724,0,11
"vv","aa","ss",2211,-.2332013,-.2613898,.4039213,0,11
"vv","aa","ss",2212,-.2389327,-.2620654,.4055703,0,11
"vv","aa","ss",2213,-.244664,-.2627409,.4072192,0,11
"vv","aa","ss",2214,-.2503954,-.2634165,.4088681,0,11
"vv","aa","ss",2215,-.2561268,-.2640921,.410517,0,11
"vv","aa","ss",2216,-.2618582,-.2647676,.4121659,0,11
"vv","aa","ss",2217,-.2675896,-.2654432,.4138149,0,11
"vv","aa","ss",2218,-.273321,-.2661188,.4154638,0,11
"vv","aa","ss",2219,-.2790524,-.2667943,.4171127,0,11
"vv","aa","ss",2220,-.2847838,-.2674699,.4187616,0,11
"vv","aa","ss",2221,-.2905152,-.2681455,.4204105,0,11
"vv","aa","ss",2222,-.2962466,-.268821,.4220595,0,11
"vv","aa","ss",2223,-.301978,-.2694966,.4237084,0,11
"vv","aa","ss",2224,-.3077094,-.2701721,.4253573,0,11
"vv","aa","ss",2225,-.3134408,-.2708477,.4270062,0,11
"vv","aa","ss",2226,-.3191721,-.2715233,.4286551,0,11
"vv","aa","ss",2227,-.3249035,-.2721989,.4303041,0,11
"vv","aa","ss",2228,-.330635,-.2728744,.431953,0,11
"vv","aa","ss",2229,-.3363663,-.27355,.4336019,0,11
"vv","aa","ss",2230,-.3420977,-.2742255,.4352508,0,11
"vv","aa","ss",2231,-.3478291,-.2749011,.4368998,0,11
"vv","aa","ss",2232,-.3535605,-.2755767,.4385487,0,11
"vv","aa","ss",2233,-.3592919,-.2762522,.4401976,0,11
"vv","aa","ss",2234,-.3650233,-.2769278,.4418465,0,11
"vv","aa","ss",2235,-.3707547,-.2776034,.4434955,0,11
"vv","aa","ss",2236,-.3764861,-.2782789,.4451444,0,11
"vv","aa","ss",2237,-.3822175,-.2789545,.4467933,0,11
"vv","aa","ss",2238,-.3879489,-.2796301,.4484422,0,11
"vv","aa","ss",2239,-.3936803,-.2803056,.4500911,0,11
"vv","aa","ss",2240,-.3994116,-.2809812,.45174,0,11
"vv","aa","ss",2241,-.4051431,-.2816567,.453389,0,11
"vv","aa","ss",2242,-.4108745,-.2823323,.4550379,0,11
"vv","aa","ss",2243,-.4166058,-.2830079,.4566868,0,11
"vv","aa","ss",2244,-.4223372,-.2836834,.4583357,0,11
"vv","aa","ss",2245,-.4280686,-.284359,.4599846,0,11
"vv","aa","ss",2246,-.4338,-.2850346,.4616336,0,11
"vv","aa","ss",2247,-.4395314,-.2857101,.4632825,0,11
"vv","aa","ss",2248,-.4452628,-.2863857,.4649314,0,11
"vv","aa","ss",2249,-.4509942,-.2870613,.4665803,0,11
"vv","aa","ss",2250,-.4567256,-.2877368,.4682292,0,11
"vv","aa","ss",2251,-.462457,-.2884124,.4698782,0,11
"vv","aa","ss",2252,-.4681884,-.289088,.4715271,0,11
"vv","aa","ss",2253,-.4739198,-.2897635,.473176,0,11
"vv","aa","ss",2254,-.4796512,-.2904391,.4748249,0,11
"vv","aa","ss",2255,-.4853826,-.2911147,.4764738,0,11
"vv","aa","ss",2256,-.491114,-.2917902,.4781228,0,11
"vv","aa","ss",2257,-.4968453,-.2924658,.4797717,0,11
"vv","aa","ss",2258,-.5025767,-.2931413,.4814206,0,11
"vv","aa","ss",2259,-.5083081,-.2938169,.4830695,0,11
"vv","aa","ss",2260,-.5140395,-.2944925,.4847184,0,11
"vv","aa","ss",2261,-.5197709,-.295168,.4863674,0,11
"vv","aa","ss",2262,-.5255023,-.2958436,.4880163,0,11
"vv","aa","ss",2263,-.5312337,-.2965192,.4896652,0,11
"vv","aa","ss",2264,-.5369651,-.2971947,.4913141,0,11
"vv","aa","ss",2265,-.5426965,-.2978703,.492963,0,11
"vv","aa","ss",2266,-.5484279,-.2985459,.494612,0,11
"vv","aa","ss",2267,-.5541593,-.2992214,.4962609,0,11
"vv","aa","ss",2268,-.5598907,-.299897,.4979098,0,11
"vv","aa","ss",2269,-.5656221,-.3005725,.4995587,0,11
"vv","aa","ss",2270,-.5713534,-.3012481,.5012076,0,11
"vv","aa","ss",2271,-.5770848,-.3019237,.5028566,0,11
"vv","aa","ss",2272,-.5828162,-.3025993,.5045055,0,11
"vv","aa","ss",2273,-.5885476,-.3032748,.5061544,0,11
"vv","aa","ss",2274,-.5942791,-.3039504,.5078033,0,11
"vv","aa","ss",2275,-.6000104,-.3046259,.5094523,0,11
"vv","aa","ss",2276,-.6057418,-.3053015,.5111012,0,11
"vv","aa","ss",2277,-.6114732,-.305977,.5127501,0,11
"vv","aa","ss",2278,-.6172046,-.3066526,.514399,0,11
"vv","aa","ss",2279,-.622936,-.3073282,.516048,0,11
"vv","aa","ss",2280,-.6286674,-.3080038,.5176969,0,11
"vv","aa","ss",2281,-.6343988,-.3086793,.5193458,0,11
"vv","aa","ss",2282,-.6401302,-.3093549,.5209947,0,11
"vv","aa","ss",2283,-.6458616,-.3100304,.5226436,0,11
"vv","aa","ss",2284,-.651593,-.310706,.5242925,0,11
"vv","aa","ss",2285,-.6573244,-.3113816,.5259414,0,11
"vv","aa","ss",2286,-.6630557,-.3120571,.5275904,0,11
"vv","aa","ss",2287,-.6687871,-.3127327,.5292393,0,11
"vv","aa","ss",2288,-.6745185,-.3134083,.5308882,0,11
"vv","aa","ss",2289,-.6802499,-.3140838,.5325372,0,11
"vv","aa","ss",2290,-.6859813,-.3147594,.5341861,0,11
"vv","aa","ss",2291,-.6917127,-.315435,.535835,0,11
"vv","aa","ss",2292,-.6974441,-.3161105,.5374839,0,11
"vv","aa","ss",2293,-.7031755,-.3167861,.5391328,0,11
"vv","aa","ss",2294,-.7089069,-.3174616,.5407817,0,11
"vv","aa","ss",2295,-.7146383,-.3181372,.5424306,0,11
"vv","aa","ss",2296,-.7203697,-.3188128,.5440796,0,11
"vv","aa","ss",2297,-.726101,-.3194883,.5457285,0,11
"vv","aa","ss",2298,-.7318324,-.3201639,.5473774,0,11
"vv","aa","ss",2299,-.7375638,-.3208395,.5490264,0,11
"vv","aa","ss",2300,-.7432953,-.321515,.5506753,0,11
