year,placeholder,growth_rate,cons,beta1,beta2,anomalymin,anomalymax
2128,"ss","value",0,.4710805,.2796521,0,11
2129,"ss","value",0,.4704483,.2815807,0,11
2130,"ss","value",0,.4698161,.2835094,0,11
2131,"ss","value",0,.4691839,.285438,0,11
2132,"ss","value",0,.4685517,.2873667,0,11
2133,"ss","value",0,.4679195,.2892953,0,11
2134,"ss","value",0,.4672873,.2912239,0,11
2135,"ss","value",0,.466655,.2931526,0,11
2136,"ss","value",0,.4660228,.2950812,0,11
2137,"ss","value",0,.4653906,.2970099,0,11
2138,"ss","value",0,.4647584,.2989385,0,11
2139,"ss","value",0,.4641262,.3008672,0,11
2140,"ss","value",0,.463494,.3027958,0,11
2141,"ss","value",0,.4628618,.3047244,0,11
2142,"ss","value",0,.4622295,.3066531,0,11
2143,"ss","value",0,.4615974,.3085817,0,11
2144,"ss","value",0,.4609651,.3105104,0,11
2145,"ss","value",0,.4603329,.312439,0,11
2146,"ss","value",0,.4597007,.3143677,0,11
2147,"ss","value",0,.4590685,.3162963,0,11
2148,"ss","value",0,.4584363,.3182249,0,11
2149,"ss","value",0,.4578041,.3201536,0,11
2150,"ss","value",0,.4571719,.3220822,0,11
2151,"ss","value",0,.4565396,.3240108,0,11
2152,"ss","value",0,.4559074,.3259395,0,11
2153,"ss","value",0,.4552752,.3278681,0,11
2154,"ss","value",0,.454643,.3297968,0,11
2155,"ss","value",0,.4540108,.3317254,0,11
2156,"ss","value",0,.4533786,.333654,0,11
2157,"ss","value",0,.4527463,.3355827,0,11
2158,"ss","value",0,.4521141,.3375113,0,11
2159,"ss","value",0,.4514819,.33944,0,11
2160,"ss","value",0,.4508497,.3413686,0,11
2161,"ss","value",0,.4502175,.3432973,0,11
2162,"ss","value",0,.4495853,.3452259,0,11
2163,"ss","value",0,.4489531,.3471546,0,11
2164,"ss","value",0,.4483208,.3490832,0,11
2165,"ss","value",0,.4476886,.3510118,0,11
2166,"ss","value",0,.4470564,.3529405,0,11
2167,"ss","value",0,.4464242,.3548691,0,11
2168,"ss","value",0,.445792,.3567978,0,11
2169,"ss","value",0,.4451598,.3587264,0,11
2170,"ss","value",0,.4445276,.360655,0,11
2171,"ss","value",0,.4438953,.3625837,0,11
2172,"ss","value",0,.4432631,.3645123,0,11
2173,"ss","value",0,.4426309,.366441,0,11
2174,"ss","value",0,.4419987,.3683696,0,11
2175,"ss","value",0,.4413665,.3702982,0,11
2176,"ss","value",0,.4407343,.3722269,0,11
2177,"ss","value",0,.4401021,.3741555,0,11
2178,"ss","value",0,.4394698,.3760842,0,11
2179,"ss","value",0,.4388376,.3780128,0,11
2180,"ss","value",0,.4382054,.3799415,0,11
2181,"ss","value",0,.4375732,.3818701,0,11
2182,"ss","value",0,.436941,.3837987,0,11
2183,"ss","value",0,.4363088,.3857274,0,11
2184,"ss","value",0,.4356766,.387656,0,11
2185,"ss","value",0,.4350443,.3895847,0,11
2186,"ss","value",0,.4344122,.3915133,0,11
2187,"ss","value",0,.4337799,.3934419,0,11
2188,"ss","value",0,.4331477,.3953706,0,11
2189,"ss","value",0,.4325155,.3972992,0,11
2190,"ss","value",0,.4318833,.3992279,0,11
2191,"ss","value",0,.4312511,.4011565,0,11
2192,"ss","value",0,.4306189,.4030851,0,11
2193,"ss","value",0,.4299866,.4050138,0,11
2194,"ss","value",0,.4293544,.4069424,0,11
2195,"ss","value",0,.4287222,.4088711,0,11
2196,"ss","value",0,.42809,.4107997,0,11
2197,"ss","value",0,.4274578,.4127283,0,11
2198,"ss","value",0,.4268256,.414657,0,11
2199,"ss","value",0,.4261934,.4165856,0,11
2200,"ss","value",0,.4255611,.4185143,0,11
2201,"ss","value",0,.4249289,.4204429,0,11
2202,"ss","value",0,.4242967,.4223716,0,11
2203,"ss","value",0,.4236645,.4243002,0,11
2204,"ss","value",0,.4230323,.4262289,0,11
2205,"ss","value",0,.4224001,.4281575,0,11
2206,"ss","value",0,.4217679,.4300861,0,11
2207,"ss","value",0,.4211356,.4320148,0,11
2208,"ss","value",0,.4205034,.4339434,0,11
2209,"ss","value",0,.4198712,.435872,0,11
2210,"ss","value",0,.419239,.4378007,0,11
2211,"ss","value",0,.4186068,.4397293,0,11
2212,"ss","value",0,.4179746,.441658,0,11
2213,"ss","value",0,.4173424,.4435866,0,11
2214,"ss","value",0,.4167101,.4455152,0,11
2215,"ss","value",0,.4160779,.4474439,0,11
2216,"ss","value",0,.4154457,.4493725,0,11
2217,"ss","value",0,.4148135,.4513012,0,11
2218,"ss","value",0,.4141813,.4532298,0,11
2219,"ss","value",0,.4135491,.4551585,0,11
2220,"ss","value",0,.4129169,.4570871,0,11
2221,"ss","value",0,.4122846,.4590158,0,11
2222,"ss","value",0,.4116524,.4609444,0,11
2223,"ss","value",0,.4110202,.462873,0,11
2224,"ss","value",0,.410388,.4648017,0,11
2225,"ss","value",0,.4097558,.4667303,0,11
2226,"ss","value",0,.4091236,.468659,0,11
2227,"ss","value",0,.4084914,.4705876,0,11
2228,"ss","value",0,.4078591,.4725162,0,11
2229,"ss","value",0,.4072269,.4744449,0,11
2230,"ss","value",0,.4065947,.4763735,0,11
2231,"ss","value",0,.4059625,.4783022,0,11
2232,"ss","value",0,.4053303,.4802308,0,11
2233,"ss","value",0,.4046981,.4821594,0,11
2234,"ss","value",0,.4040658,.4840881,0,11
2235,"ss","value",0,.4034337,.4860167,0,11
2236,"ss","value",0,.4028014,.4879454,0,11
2237,"ss","value",0,.4021692,.489874,0,11
2238,"ss","value",0,.401537,.4918027,0,11
2239,"ss","value",0,.4009048,.4937313,0,11
2240,"ss","value",0,.4002726,.4956599,0,11
2241,"ss","value",0,.3996404,.4975886,0,11
2242,"ss","value",0,.3990082,.4995172,0,11
2243,"ss","value",0,.3983759,.5014458,0,11
2244,"ss","value",0,.3977437,.5033745,0,11
2245,"ss","value",0,.3971115,.5053031,0,11
2246,"ss","value",0,.3964793,.5072318,0,11
2247,"ss","value",0,.3958471,.5091604,0,11
2248,"ss","value",0,.3952149,.5110891,0,11
2249,"ss","value",0,.3945827,.5130177,0,11
2250,"ss","value",0,.3939504,.5149463,0,11
2251,"ss","value",0,.3933182,.516875,0,11
2252,"ss","value",0,.392686,.5188037,0,11
2253,"ss","value",0,.3920538,.5207323,0,11
2254,"ss","value",0,.3914216,.5226609,0,11
2255,"ss","value",0,.3907894,.5245895,0,11
2256,"ss","value",0,.3901572,.5265182,0,11
2257,"ss","value",0,.3895249,.5284469,0,11
2258,"ss","value",0,.3888927,.5303755,0,11
2259,"ss","value",0,.3882605,.5323041,0,11
2260,"ss","value",0,.3876283,.5342327,0,11
2261,"ss","value",0,.3869961,.5361614,0,11
2262,"ss","value",0,.3863639,.5380901,0,11
2263,"ss","value",0,.3857317,.5400187,0,11
2264,"ss","value",0,.3850994,.5419473,0,11
2265,"ss","value",0,.3844672,.543876,0,11
2266,"ss","value",0,.383835,.5458046,0,11
2267,"ss","value",0,.3832028,.5477332,0,11
2268,"ss","value",0,.3825706,.5496619,0,11
2269,"ss","value",0,.3819384,.5515905,0,11
2270,"ss","value",0,.3813061,.5535192,0,11
2271,"ss","value",0,.3806739,.5554478,0,11
2272,"ss","value",0,.3800417,.5573764,0,11
2273,"ss","value",0,.3794095,.5593051,0,11
2274,"ss","value",0,.3787773,.5612338,0,11
2275,"ss","value",0,.3781451,.5631624,0,11
2276,"ss","value",0,.3775129,.565091,0,11
2277,"ss","value",0,.3768806,.5670196,0,11
2278,"ss","value",0,.3762484,.5689483,0,11
2279,"ss","value",0,.3756162,.570877,0,11
2280,"ss","value",0,.374984,.5728056,0,11
2281,"ss","value",0,.3743518,.5747342,0,11
2282,"ss","value",0,.3737196,.5766628,0,11
2283,"ss","value",0,.3730874,.5785915,0,11
2284,"ss","value",0,.3724551,.5805202,0,11
2285,"ss","value",0,.371823,.5824488,0,11
2286,"ss","value",0,.3711907,.5843774,0,11
2287,"ss","value",0,.3705585,.5863061,0,11
2288,"ss","value",0,.3699263,.5882347,0,11
2289,"ss","value",0,.3692941,.5901634,0,11
2290,"ss","value",0,.3686619,.592092,0,11
2291,"ss","value",0,.3680297,.5940207,0,11
2292,"ss","value",0,.3673975,.5959493,0,11
2293,"ss","value",0,.3667652,.5978779,0,11
2294,"ss","value",0,.366133,.5998065,0,11
2295,"ss","value",0,.3655008,.6017352,0,11
2296,"ss","value",0,.3648686,.6036639,0,11
2297,"ss","value",0,.3642364,.6055925,0,11
2298,"ss","value",0,.3636042,.6075211,0,11
2299,"ss","value",0,.362972,.6094497,0,11
2300,"ss","value",0,.3623397,.6113784,0,11
