year,placeholder,growth_rate,cons,beta1,beta2,anomalymin,anomalymax
2128,"ss","value",0,.0891075,.3103188,0,11
2129,"ss","value",0,.088292,.3130347,0,11
2130,"ss","value",0,.0874765,.3157506,0,11
2131,"ss","value",0,.0866609,.3184666,0,11
2132,"ss","value",0,.0858454,.3211825,0,11
2133,"ss","value",0,.0850298,.3238984,0,11
2134,"ss","value",0,.0842143,.3266144,0,11
2135,"ss","value",0,.0833988,.3293303,0,11
2136,"ss","value",0,.0825832,.3320462,0,11
2137,"ss","value",0,.0817677,.3347622,0,11
2138,"ss","value",0,.0809522,.3374781,0,11
2139,"ss","value",0,.0801366,.340194,0,11
2140,"ss","value",0,.0793211,.34291,0,11
2141,"ss","value",0,.0785056,.3456259,0,11
2142,"ss","value",0,.07769,.3483418,0,11
2143,"ss","value",0,.0768745,.3510578,0,11
2144,"ss","value",0,.076059,.3537737,0,11
2145,"ss","value",0,.0752434,.3564896,0,11
2146,"ss","value",0,.0744279,.3592055,0,11
2147,"ss","value",0,.0736123,.3619215,0,11
2148,"ss","value",0,.0727968,.3646374,0,11
2149,"ss","value",0,.0719813,.3673533,0,11
2150,"ss","value",0,.0711657,.3700693,0,11
2151,"ss","value",0,.0703502,.3727852,0,11
2152,"ss","value",0,.0695347,.3755012,0,11
2153,"ss","value",0,.0687191,.3782171,0,11
2154,"ss","value",0,.0679036,.380933,0,11
2155,"ss","value",0,.0670881,.383649,0,11
2156,"ss","value",0,.0662725,.3863649,0,11
2157,"ss","value",0,.065457,.3890808,0,11
2158,"ss","value",0,.0646414,.3917967,0,11
2159,"ss","value",0,.0638259,.3945127,0,11
2160,"ss","value",0,.0630104,.3972286,0,11
2161,"ss","value",0,.0621948,.3999445,0,11
2162,"ss","value",0,.0613793,.4026605,0,11
2163,"ss","value",0,.0605638,.4053764,0,11
2164,"ss","value",0,.0597482,.4080923,0,11
2165,"ss","value",0,.0589327,.4108083,0,11
2166,"ss","value",0,.0581172,.4135242,0,11
2167,"ss","value",0,.0573016,.4162402,0,11
2168,"ss","value",0,.0564861,.4189561,0,11
2169,"ss","value",0,.0556706,.421672,0,11
2170,"ss","value",0,.054855,.4243879,0,11
2171,"ss","value",0,.0540395,.4271039,0,11
2172,"ss","value",0,.0532239,.4298198,0,11
2173,"ss","value",0,.0524084,.4325357,0,11
2174,"ss","value",0,.0515929,.4352517,0,11
2175,"ss","value",0,.0507773,.4379676,0,11
2176,"ss","value",0,.0499618,.4406835,0,11
2177,"ss","value",0,.0491463,.4433995,0,11
2178,"ss","value",0,.0483307,.4461154,0,11
2179,"ss","value",0,.0475152,.4488313,0,11
2180,"ss","value",0,.0466997,.4515473,0,11
2181,"ss","value",0,.0458841,.4542632,0,11
2182,"ss","value",0,.0450686,.4569791,0,11
2183,"ss","value",0,.044253,.4596951,0,11
2184,"ss","value",0,.0434375,.462411,0,11
2185,"ss","value",0,.042622,.4651269,0,11
2186,"ss","value",0,.0418064,.4678429,0,11
2187,"ss","value",0,.0409909,.4705588,0,11
2188,"ss","value",0,.0401754,.4732747,0,11
2189,"ss","value",0,.0393598,.4759907,0,11
2190,"ss","value",0,.0385443,.4787066,0,11
2191,"ss","value",0,.0377288,.4814225,0,11
2192,"ss","value",0,.0369132,.4841385,0,11
2193,"ss","value",0,.0360977,.4868544,0,11
2194,"ss","value",0,.0352822,.4895703,0,11
2195,"ss","value",0,.0344666,.4922863,0,11
2196,"ss","value",0,.0336511,.4950022,0,11
2197,"ss","value",0,.0328355,.4977181,0,11
2198,"ss","value",0,.03202,.500434,0,11
2199,"ss","value",0,.0312045,.50315,0,11
2200,"ss","value",0,.0303889,.5058659,0,11
2201,"ss","value",0,.0295734,.5085819,0,11
2202,"ss","value",0,.0287579,.5112978,0,11
2203,"ss","value",0,.0279423,.5140137,0,11
2204,"ss","value",0,.0271268,.5167297,0,11
2205,"ss","value",0,.0263113,.5194456,0,11
2206,"ss","value",0,.0254957,.5221615,0,11
2207,"ss","value",0,.0246802,.5248775,0,11
2208,"ss","value",0,.0238646,.5275934,0,11
2209,"ss","value",0,.0230491,.5303093,0,11
2210,"ss","value",0,.0222336,.5330253,0,11
2211,"ss","value",0,.021418,.5357412,0,11
2212,"ss","value",0,.0206025,.5384571,0,11
2213,"ss","value",0,.019787,.541173,0,11
2214,"ss","value",0,.0189714,.543889,0,11
2215,"ss","value",0,.0181559,.5466049,0,11
2216,"ss","value",0,.0173404,.5493209,0,11
2217,"ss","value",0,.0165248,.5520368,0,11
2218,"ss","value",0,.0157093,.5547527,0,11
2219,"ss","value",0,.0148938,.5574687,0,11
2220,"ss","value",0,.0140782,.5601846,0,11
2221,"ss","value",0,.0132627,.5629005,0,11
2222,"ss","value",0,.0124471,.5656164,0,11
2223,"ss","value",0,.0116316,.5683324,0,11
2224,"ss","value",0,.0108161,.5710483,0,11
2225,"ss","value",0,.0100005,.5737643,0,11
2226,"ss","value",0,.009185,.5764802,0,11
2227,"ss","value",0,.0083695,.5791961,0,11
2228,"ss","value",0,.0075539,.581912,0,11
2229,"ss","value",0,.0067384,.584628,0,11
2230,"ss","value",0,.0059229,.5873439,0,11
2231,"ss","value",0,.0051073,.5900599,0,11
2232,"ss","value",0,.0042918,.5927758,0,11
2233,"ss","value",0,.0034762,.5954917,0,11
2234,"ss","value",0,.0026607,.5982077,0,11
2235,"ss","value",0,.0018452,.6009236,0,11
2236,"ss","value",0,.0010296,.6036395,0,11
2237,"ss","value",0,.0002141,.6063554,0,11
2238,"ss","value",0,-.0006014,.6090714,0,11
2239,"ss","value",0,-.001417,.6117873,0,11
2240,"ss","value",0,-.0022325,.6145033,0,11
2241,"ss","value",0,-.003048,.6172192,0,11
2242,"ss","value",0,-.0038636,.6199351,0,11
2243,"ss","value",0,-.0046791,.622651,0,11
2244,"ss","value",0,-.0054946,.625367,0,11
2245,"ss","value",0,-.0063102,.6280829,0,11
2246,"ss","value",0,-.0071257,.6307988,0,11
2247,"ss","value",0,-.0079413,.6335148,0,11
2248,"ss","value",0,-.0087568,.6362307,0,11
2249,"ss","value",0,-.0095723,.6389467,0,11
2250,"ss","value",0,-.0103879,.6416626,0,11
2251,"ss","value",0,-.0112034,.6443785,0,11
2252,"ss","value",0,-.0120189,.6470944,0,11
2253,"ss","value",0,-.0128345,.6498104,0,11
2254,"ss","value",0,-.01365,.6525263,0,11
2255,"ss","value",0,-.0144655,.6552423,0,11
2256,"ss","value",0,-.0152811,.6579581,0,11
2257,"ss","value",0,-.0160966,.6606741,0,11
2258,"ss","value",0,-.0169122,.66339,0,11
2259,"ss","value",0,-.0177277,.666106,0,11
2260,"ss","value",0,-.0185432,.6688219,0,11
2261,"ss","value",0,-.0193588,.6715378,0,11
2262,"ss","value",0,-.0201743,.6742538,0,11
2263,"ss","value",0,-.0209898,.6769697,0,11
2264,"ss","value",0,-.0218054,.6796857,0,11
2265,"ss","value",0,-.0226209,.6824016,0,11
2266,"ss","value",0,-.0234364,.6851175,0,11
2267,"ss","value",0,-.024252,.6878334,0,11
2268,"ss","value",0,-.0250675,.6905494,0,11
2269,"ss","value",0,-.025883,.6932653,0,11
2270,"ss","value",0,-.0266986,.6959812,0,11
2271,"ss","value",0,-.0275141,.6986971,0,11
2272,"ss","value",0,-.0283297,.7014131,0,11
2273,"ss","value",0,-.0291452,.704129,0,11
2274,"ss","value",0,-.0299607,.706845,0,11
2275,"ss","value",0,-.0307763,.7095609,0,11
2276,"ss","value",0,-.0315918,.7122768,0,11
2277,"ss","value",0,-.0324073,.7149928,0,11
2278,"ss","value",0,-.0332229,.7177087,0,11
2279,"ss","value",0,-.0340384,.7204247,0,11
2280,"ss","value",0,-.0348539,.7231405,0,11
2281,"ss","value",0,-.0356695,.7258565,0,11
2282,"ss","value",0,-.036485,.7285724,0,11
2283,"ss","value",0,-.0373005,.7312884,0,11
2284,"ss","value",0,-.0381161,.7340043,0,11
2285,"ss","value",0,-.0389316,.7367202,0,11
2286,"ss","value",0,-.0397472,.7394361,0,11
2287,"ss","value",0,-.0405627,.7421521,0,11
2288,"ss","value",0,-.0413782,.744868,0,11
2289,"ss","value",0,-.0421938,.747584,0,11
2290,"ss","value",0,-.0430093,.7502999,0,11
2291,"ss","value",0,-.0438248,.7530158,0,11
2292,"ss","value",0,-.0446404,.7557318,0,11
2293,"ss","value",0,-.0454559,.7584477,0,11
2294,"ss","value",0,-.0462714,.7611637,0,11
2295,"ss","value",0,-.047087,.7638795,0,11
2296,"ss","value",0,-.0479025,.7665955,0,11
2297,"ss","value",0,-.0487181,.7693114,0,11
2298,"ss","value",0,-.0495336,.7720274,0,11
2299,"ss","value",0,-.0503491,.7747433,0,11
2300,"ss","value",0,-.0511647,.7774592,0,11
