inc_log,yhat,se_hi,lowerci_hi,upperci_hi
6.6200733,.94551289,.010335731,.92525524,.96577054
6.7452364,.92491031,.0098763835,.90555298,.94426769
6.856462,.90660191,.0094803143,.88802087,.925183
6.9565454,.8901276,.0091349566,.87222344,.90803182
7.0475173,.87515312,.0088311834,.85784429,.8924619
7.130899,.86142796,.0085621485,.84464645,.87820947
7.20786,.84875977,.0083225807,.83244777,.86507171
7.2793188,.83699721,.0081083328,.82110518,.85288924
7.3460102,.82601941,.0079160752,.8105042,.84153461
7.4085307,.81572819,.0077430941,.80055195,.83090436
7.467371,.80604273,.0075871474,.79117215,.82091326
7.5229411,.7968955,.0074463524,.78230095,.81149012
7.5755849,.78823006,.0073191193,.77388483,.80257529
7.6255951,.77999806,.0072040856,.76587832,.79411781
7.673223,.77215827,.0071000736,.75824237,.78607416
7.7186856,.76467484,.0070060599,.75094318,.77840644
7.7621708,.75751692,.0069211475,.74395174,.7710821
7.8038435,.75065732,.0068445452,.73724228,.76407242
7.8438487,.74407226,.0067755496,.7307924,.75735211
7.8823147,.73774052,.0067135342,.72458225,.75089884
7.9193563,.73164326,.0066579347,.71859396,.74469256
7.9550743,.72576386,.0066082478,.71281195,.73871577
7.9895606,.72008723,.0065640137,.70722198,.73295242
8.0228968,.71459991,.0065248189,.70181149,.72738832
8.0551577,.70928955,.0064902841,.69656885,.72201025
8.0864105,.70414513,.0064600655,.69148368,.71680665
8.1167154,.69915676,.0064338483,.68654668,.7117669
8.1461296,.69431502,.006411342,.68174905,.70688105
8.1747026,.68961173,.0063922824,.67708308,.70214039
8.2024822,.68503904,.0063764239,.6725415,.69753665
8.2295113,.68058991,.0063635418,.66811758,.69306225
8.2558289,.67625791,.0063534277,.66380543,.68871039
8.2814713,.67203701,.0063458895,.6595993,.68447471
8.3064718,.66792178,.0063407491,.65549409,.68034941
8.330864,.66390669,.006337841,.65148473,.6763286
8.3546743,.65998733,.0063370122,.64756703,.67240769
8.3779316,.65615904,.0063381209,.64373654,.66858155
8.4006596,.6524179,.0063410345,.63998967,.66484612
8.4228821,.64875996,.0063456306,.63632274,.66119713
8.444622,.64518142,.0063517946,.63273215,.65763068
8.4658995,.64167905,.0063594198,.62921482,.65414327
8.4867344,.63824946,.006368408,.62576765,.65073133
8.507143,.63489008,.0063786651,.62238812,.64739203
8.5271435,.63159788,.0063901059,.61907351,.6441223
8.546752,.62837023,.0064026499,.61582124,.64091921
8.5659838,.62520456,.0064162216,.612629,.63778013
8.5848522,.62209868,.0064307507,.60949469,.63470274
