year,placeholder,growth_rate,cons,beta1,beta2,anomalymin,anomalymax
2050,"ss","value",0,.2579507,.1844289,.872,2.703
2051,"ss","value",0,.2621681,.1969812,.892,2.783
2052,"ss","value",0,.3093513,.1766024,.922,2.863
2053,"ss","value",0,.3224435,.1869172,.952,2.983
2054,"ss","value",0,.3416075,.1868145,.9720001,3.083
2055,"ss","value",0,.3815586,.1775918,1.002,3.173
2056,"ss","value",0,.3621076,.1936008,1.022,3.273
2057,"ss","value",0,.3357871,.2159197,1.052,3.373
2058,"ss","value",0,.3410716,.2200473,1.082,3.463
2059,"ss","value",0,.3489515,.2298348,1.112,3.583
2060,"ss","value",0,.3432915,.2370469,1.132,3.713
2061,"ss","value",0,.3323945,.2508549,1.162,3.803
2062,"ss","value",0,.3737067,.2462106,1.192,3.903
2063,"ss","value",0,.3587701,.2558236,1.222,3.993
2064,"ss","value",0,.3910848,.2486854,1.242,4.123
2065,"ss","value",0,.3841784,.262052,1.272,4.263
2066,"ss","value",0,.3541638,.2817951,1.302,4.423
2067,"ss","value",0,.3691911,.2819565,1.332,4.603
2068,"ss","value",0,.3951293,.2785275,1.362,4.753
2069,"ss","value",0,.3467296,.3013875,1.382,4.863
2070,"ss","value",0,.3459497,.3120223,1.412,4.983
2071,"ss","value",0,.366572,.3068424,1.442,5.093
2072,"ss","value",0,.3684359,.3119852,1.472,5.203
2073,"ss","value",0,.3894154,.314331,1.502,5.313
2074,"ss","value",0,.3870973,.3216425,1.532,5.423
2075,"ss","value",0,.3480132,.3401142,1.552,5.553
2076,"ss","value",0,.3634011,.3410882,1.582,5.703
2077,"ss","value",0,.3595658,.3519849,1.612,5.863
2078,"ss","value",0,.3253683,.3690203,1.642,6.043
2079,"ss","value",0,.3167768,.3771383,1.672,6.243
2080,"ss","value",0,.2870124,.3880956,1.702,6.403
2081,"ss","value",0,.234736,.414288,1.732,6.573
2082,"ss","value",0,.2011064,.4287634,1.752,6.723
2083,"ss","value",0,.148178,.4453118,1.782,6.883
2084,"ss","value",0,.1232986,.457085,1.812,7.033
2085,"ss","value",0,.1286248,.4598794,1.842,7.183
2086,"ss","value",0,.1067943,.4667089,1.872,7.303
2087,"ss","value",0,.049809,.4861045,1.902,7.433
2088,"ss","value",0,.0606486,.4908549,1.932,7.553
2089,"ss","value",0,.0608249,.4942132,1.962,7.773
2090,"ss","value",0,.0399831,.5083698,1.992,7.902999
2091,"ss","value",0,-.0013301,.5242512,2.022,8.033
2092,"ss","value",0,-.0067825,.5297831,2.042,8.163
2093,"ss","value",0,-.065475,.5460583,2.072,8.283
2094,"ss","value",0,-.0729762,.5523327,2.092,8.403
2095,"ss","value",0,-.093068,.5570447,2.122,8.513
2096,"ss","value",0,-.1022194,.5627095,2.152,8.653
2097,"ss","value",0,-.1578914,.5789873,2.172,8.873
2098,"ss","value",0,-.1349682,.5769354,2.202,9.073
2099,"ss","value",0,-.1523456,.585075,2.222,9.243
2100,"ss","value",0,-.1804212,.6033732,0,11
2101,"ss","value",0,-.2000261,.6128064,0,11
2102,"ss","value",0,-.2196309,.6222395,0,11
2103,"ss","value",0,-.2392357,.6316727,0,11
2104,"ss","value",0,-.2588406,.6411058,0,11
2105,"ss","value",0,-.2784454,.650539,0,11
2106,"ss","value",0,-.2980502,.6599722,0,11
2107,"ss","value",0,-.3176551,.6694053,0,11
2108,"ss","value",0,-.3372599,.6788385,0,11
2109,"ss","value",0,-.3568647,.6882716,0,11
2110,"ss","value",0,-.3764696,.6977048,0,11
2111,"ss","value",0,-.3960744,.7071379,0,11
2112,"ss","value",0,-.4156792,.7165711,0,11
2113,"ss","value",0,-.4352841,.7260042,0,11
2114,"ss","value",0,-.4548889,.7354374,0,11
2115,"ss","value",0,-.4744937,.7448705,0,11
2116,"ss","value",0,-.4940986,.7543037,0,11
2117,"ss","value",0,-.5137034,.7637369,0,11
2118,"ss","value",0,-.5333083,.7731701,0,11
2119,"ss","value",0,-.5529131,.7826032,0,11
2120,"ss","value",0,-.5725179,.7920364,0,11
2121,"ss","value",0,-.5921227,.8014695,0,11
2122,"ss","value",0,-.6117276,.8109027,0,11
2123,"ss","value",0,-.6313324,.8203358,0,11
2124,"ss","value",0,-.6509373,.829769,0,11
2125,"ss","value",0,-.6705421,.8392021,0,11
2126,"ss","value",0,-.6901469,.8486353,0,11
2127,"ss","value",0,-.7097517,.8580684,0,11
2128,"ss","value",0,-.7293566,.8675016,0,11
2129,"ss","value",0,-.7489614,.8769348,0,11
2130,"ss","value",0,-.7685663,.8863679,0,11
2131,"ss","value",0,-.7881711,.8958011,0,11
2132,"ss","value",0,-.8077759,.9052342,0,11
2133,"ss","value",0,-.8273808,.9146674,0,11
2134,"ss","value",0,-.8469856,.9241005,0,11
2135,"ss","value",0,-.8665904,.9335337,0,11
2136,"ss","value",0,-.8861952,.9429668,0,11
2137,"ss","value",0,-.9058001,.9524,0,11
2138,"ss","value",0,-.9254049,.9618331,0,11
2139,"ss","value",0,-.9450098,.9712663,0,11
2140,"ss","value",0,-.9646146,.9806995,0,11
2141,"ss","value",0,-.9842194,.9901326,0,11
2142,"ss","value",0,-1.003824,.9995658,0,11
2143,"ss","value",0,-1.023429,1.008999,0,11
2144,"ss","value",0,-1.043034,1.018432,0,11
2145,"ss","value",0,-1.062639,1.027865,0,11
2146,"ss","value",0,-1.082244,1.037298,0,11
2147,"ss","value",0,-1.101848,1.046732,0,11
2148,"ss","value",0,-1.121453,1.056165,0,11
2149,"ss","value",0,-1.141058,1.065598,0,11
2150,"ss","value",0,-1.160663,1.075031,0,11
2151,"ss","value",0,-1.180268,1.084464,0,11
2152,"ss","value",0,-1.199873,1.093897,0,11
2153,"ss","value",0,-1.219477,1.10333,0,11
2154,"ss","value",0,-1.239082,1.112764,0,11
2155,"ss","value",0,-1.258687,1.122197,0,11
2156,"ss","value",0,-1.278292,1.13163,0,11
2157,"ss","value",0,-1.297897,1.141063,0,11
2158,"ss","value",0,-1.317502,1.150496,0,11
2159,"ss","value",0,-1.337106,1.159929,0,11
2160,"ss","value",0,-1.356711,1.169363,0,11
2161,"ss","value",0,-1.376316,1.178796,0,11
2162,"ss","value",0,-1.395921,1.188229,0,11
2163,"ss","value",0,-1.415526,1.197662,0,11
2164,"ss","value",0,-1.435131,1.207095,0,11
2165,"ss","value",0,-1.454735,1.216528,0,11
2166,"ss","value",0,-1.47434,1.225961,0,11
2167,"ss","value",0,-1.493945,1.235395,0,11
2168,"ss","value",0,-1.51355,1.244828,0,11
2169,"ss","value",0,-1.533155,1.254261,0,11
2170,"ss","value",0,-1.55276,1.263694,0,11
2171,"ss","value",0,-1.572364,1.273127,0,11
2172,"ss","value",0,-1.591969,1.28256,0,11
2173,"ss","value",0,-1.611574,1.291994,0,11
2174,"ss","value",0,-1.631179,1.301427,0,11
2175,"ss","value",0,-1.650784,1.31086,0,11
2176,"ss","value",0,-1.670389,1.320293,0,11
2177,"ss","value",0,-1.689994,1.329726,0,11
2178,"ss","value",0,-1.709598,1.339159,0,11
2179,"ss","value",0,-1.729203,1.348593,0,11
2180,"ss","value",0,-1.748808,1.358026,0,11
2181,"ss","value",0,-1.768413,1.367459,0,11
2182,"ss","value",0,-1.788018,1.376892,0,11
2183,"ss","value",0,-1.807622,1.386325,0,11
2184,"ss","value",0,-1.827227,1.395758,0,11
2185,"ss","value",0,-1.846832,1.405191,0,11
2186,"ss","value",0,-1.866437,1.414625,0,11
2187,"ss","value",0,-1.886042,1.424058,0,11
2188,"ss","value",0,-1.905647,1.433491,0,11
2189,"ss","value",0,-1.925251,1.442924,0,11
2190,"ss","value",0,-1.944856,1.452357,0,11
2191,"ss","value",0,-1.964461,1.46179,0,11
2192,"ss","value",0,-1.984066,1.471224,0,11
2193,"ss","value",0,-2.003671,1.480657,0,11
2194,"ss","value",0,-2.023276,1.49009,0,11
2195,"ss","value",0,-2.042881,1.499523,0,11
2196,"ss","value",0,-2.062485,1.508956,0,11
2197,"ss","value",0,-2.08209,1.518389,0,11
2198,"ss","value",0,-2.101695,1.527822,0,11
2199,"ss","value",0,-2.1213,1.537256,0,11
2200,"ss","value",0,-2.140905,1.546689,0,11
2201,"ss","value",0,-2.160509,1.556122,0,11
2202,"ss","value",0,-2.180114,1.565555,0,11
2203,"ss","value",0,-2.199719,1.574988,0,11
2204,"ss","value",0,-2.219324,1.584421,0,11
2205,"ss","value",0,-2.238929,1.593855,0,11
2206,"ss","value",0,-2.258534,1.603288,0,11
2207,"ss","value",0,-2.278138,1.612721,0,11
2208,"ss","value",0,-2.297743,1.622154,0,11
2209,"ss","value",0,-2.317348,1.631587,0,11
2210,"ss","value",0,-2.336953,1.64102,0,11
2211,"ss","value",0,-2.356558,1.650454,0,11
2212,"ss","value",0,-2.376163,1.659887,0,11
2213,"ss","value",0,-2.395767,1.66932,0,11
2214,"ss","value",0,-2.415372,1.678753,0,11
2215,"ss","value",0,-2.434977,1.688186,0,11
2216,"ss","value",0,-2.454582,1.697619,0,11
2217,"ss","value",0,-2.474187,1.707052,0,11
2218,"ss","value",0,-2.493792,1.716486,0,11
2219,"ss","value",0,-2.513397,1.725919,0,11
2220,"ss","value",0,-2.533001,1.735352,0,11
2221,"ss","value",0,-2.552606,1.744785,0,11
2222,"ss","value",0,-2.572211,1.754218,0,11
2223,"ss","value",0,-2.591816,1.763651,0,11
2224,"ss","value",0,-2.611421,1.773085,0,11
2225,"ss","value",0,-2.631026,1.782518,0,11
2226,"ss","value",0,-2.65063,1.791951,0,11
2227,"ss","value",0,-2.670235,1.801384,0,11
2228,"ss","value",0,-2.68984,1.810817,0,11
2229,"ss","value",0,-2.709445,1.82025,0,11
2230,"ss","value",0,-2.72905,1.829683,0,11
2231,"ss","value",0,-2.748655,1.839117,0,11
2232,"ss","value",0,-2.768259,1.84855,0,11
2233,"ss","value",0,-2.787864,1.857983,0,11
2234,"ss","value",0,-2.807469,1.867416,0,11
2235,"ss","value",0,-2.827074,1.876849,0,11
2236,"ss","value",0,-2.846679,1.886282,0,11
2237,"ss","value",0,-2.866283,1.895716,0,11
2238,"ss","value",0,-2.885888,1.905149,0,11
2239,"ss","value",0,-2.905493,1.914582,0,11
2240,"ss","value",0,-2.925098,1.924015,0,11
2241,"ss","value",0,-2.944703,1.933448,0,11
2242,"ss","value",0,-2.964308,1.942881,0,11
2243,"ss","value",0,-2.983912,1.952314,0,11
2244,"ss","value",0,-3.003517,1.961748,0,11
2245,"ss","value",0,-3.023122,1.971181,0,11
2246,"ss","value",0,-3.042727,1.980614,0,11
2247,"ss","value",0,-3.062332,1.990047,0,11
2248,"ss","value",0,-3.081937,1.99948,0,11
2249,"ss","value",0,-3.101542,2.008914,0,11
2250,"ss","value",0,-3.121146,2.018347,0,11
2251,"ss","value",0,-3.140751,2.02778,0,11
2252,"ss","value",0,-3.160356,2.037213,0,11
2253,"ss","value",0,-3.179961,2.046646,0,11
2254,"ss","value",0,-3.199566,2.056079,0,11
2255,"ss","value",0,-3.219171,2.065512,0,11
2256,"ss","value",0,-3.238775,2.074945,0,11
2257,"ss","value",0,-3.25838,2.084379,0,11
2258,"ss","value",0,-3.277985,2.093812,0,11
2259,"ss","value",0,-3.29759,2.103245,0,11
2260,"ss","value",0,-3.317195,2.112678,0,11
2261,"ss","value",0,-3.3368,2.122111,0,11
2262,"ss","value",0,-3.356404,2.131544,0,11
2263,"ss","value",0,-3.376009,2.140978,0,11
2264,"ss","value",0,-3.395614,2.150411,0,11
2265,"ss","value",0,-3.415219,2.159844,0,11
2266,"ss","value",0,-3.434824,2.169277,0,11
2267,"ss","value",0,-3.454428,2.17871,0,11
2268,"ss","value",0,-3.474033,2.188143,0,11
2269,"ss","value",0,-3.493638,2.197577,0,11
2270,"ss","value",0,-3.513243,2.20701,0,11
2271,"ss","value",0,-3.532848,2.216443,0,11
2272,"ss","value",0,-3.552453,2.225876,0,11
2273,"ss","value",0,-3.572057,2.235309,0,11
2274,"ss","value",0,-3.591662,2.244742,0,11
2275,"ss","value",0,-3.611267,2.254175,0,11
2276,"ss","value",0,-3.630872,2.263609,0,11
2277,"ss","value",0,-3.650477,2.273042,0,11
2278,"ss","value",0,-3.670082,2.282475,0,11
2279,"ss","value",0,-3.689687,2.291908,0,11
2280,"ss","value",0,-3.709291,2.301341,0,11
2281,"ss","value",0,-3.728896,2.310774,0,11
2282,"ss","value",0,-3.748501,2.320208,0,11
2283,"ss","value",0,-3.768106,2.329641,0,11
2284,"ss","value",0,-3.787711,2.339074,0,11
2285,"ss","value",0,-3.807316,2.348507,0,11
2286,"ss","value",0,-3.82692,2.35794,0,11
2287,"ss","value",0,-3.846525,2.367373,0,11
2288,"ss","value",0,-3.86613,2.376806,0,11
2289,"ss","value",0,-3.885735,2.38624,0,11
2290,"ss","value",0,-3.90534,2.395673,0,11
2291,"ss","value",0,-3.924945,2.405106,0,11
2292,"ss","value",0,-3.944549,2.414539,0,11
2293,"ss","value",0,-3.964154,2.423972,0,11
2294,"ss","value",0,-3.983759,2.433405,0,11
2295,"ss","value",0,-4.003364,2.442839,0,11
2296,"ss","value",0,-4.022969,2.452272,0,11
2297,"ss","value",0,-4.042573,2.461705,0,11
2298,"ss","value",0,-4.062178,2.471138,0,11
2299,"ss","value",0,-4.081783,2.480571,0,11
2300,"ss","value",0,-4.101388,2.490004,0,11
