var_type,year,pctile,beta1,beta2,anomalymin,anomalymax,ssp,global_consumption,ratio
"value",2029,.25,-.075069,-.0089585,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,.3,-.0208246,-.0171788,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,.35,.0188392,-.0213161,.2793244,1.043,"SSP3",1.682e+14,
"value",2030,.05,-.4306691,-.0109068,.296344,1.103,"SSP3",1.725e+14,
"value",2030,.1,-.294969,-.0070358,.296344,1.103,"SSP3",1.725e+14,
"value",2030,.15,-.2101888,.0088799,.296344,1.103,"SSP3",1.725e+14,
"value",2030,.2,-.1365869,.0021858,.296344,1.103,"SSP3",1.725e+14,
"value",2030,.25,-.0743431,-.0121726,.296344,1.103,"SSP3",1.725e+14,
"value",2030,.3,-.0179835,-.0209876,.296344,1.103,"SSP3",1.725e+14,
"value",2030,.35,.0196047,-.0221054,.296344,1.103,"SSP3",1.725e+14,
"value",2031,.05,-.4389596,.0213731,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,.1,-.2873378,.0119452,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,.15,-.1962131,.0272306,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,.2,-.1213653,.013613,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,.25,-.060728,.0039925,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,.3,-.0150835,.0036734,.3052537,1.173,"SSP3",1.758e+14,
"value",2031,.35,.0086107,.0210334,.3052537,1.173,"SSP3",1.758e+14,
"value",2032,.05,-.4205202,.019544,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,.1,-.26746,.006546,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,.15,-.1876608,.0257703,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,.2,-.1081444,.0120964,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,.25,-.0517548,.0084254,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,.3,.0001548,-.0015274,.3230438,1.233,"SSP3",1.793e+14,
"value",2032,.35,.0318476,.009332,.3230438,1.233,"SSP3",1.793e+14,
"value",2033,.05,-.4616358,.0641911,.34,1.303,"SSP3",1.828e+14,
"value",2033,.1,-.3196432,.0640502,.34,1.303,"SSP3",1.828e+14,
"value",2033,.15,-.2293777,.06926,.34,1.303,"SSP3",1.828e+14,
"value",2033,.2,-.1506597,.0576924,.34,1.303,"SSP3",1.828e+14,
"value",2033,.25,-.0926516,.0505289,.34,1.303,"SSP3",1.828e+14,
"value",2033,.3,-.03578,.0395433,.34,1.303,"SSP3",1.828e+14,
"value",2033,.35,.0029216,.0399675,.34,1.303,"SSP3",1.828e+14,
"value",2034,.05,-.4597136,.0573562,.3436951,1.363,"SSP3",1.863e+14,
"value",2034,.1,-.2987627,.0408214,.3436951,1.363,"SSP3",1.863e+14,
"value",2034,.15,-.2216332,.0592662,.3436951,1.363,"SSP3",1.863e+14,
"value",2034,.2,-.1488028,.0550462,.3436951,1.363,"SSP3",1.863e+14,
"value",2034,.25,-.078662,.0345194,.3436951,1.363,"SSP3",1.863e+14,
"value",2034,.3,-.0166864,.0155652,.3436951,1.363,"SSP3",1.863e+14,
"value",2034,.35,.0283169,.0115576,.3436951,1.363,"SSP3",1.863e+14,
"value",2035,.05,-.4844113,.1015414,.3410126,1.443,"SSP3",1.900e+14,
"value",2035,.1,-.3174866,.0738652,.3410126,1.443,"SSP3",1.900e+14,
"value",2035,.15,-.2379535,.0873874,.3410126,1.443,"SSP3",1.900e+14,
"value",2035,.2,-.1575318,.0745356,.3410126,1.443,"SSP3",1.900e+14,
"value",2035,.25,-.0911641,.060278,.3410126,1.443,"SSP3",1.900e+14,
"value",2035,.3,-.0293825,.0413889,.3410126,1.443,"SSP3",1.900e+14,
"value",2035,.35,.0127967,.0416075,.3410126,1.443,"SSP3",1.900e+14,
"value",2036,.05,-.4831879,.0995318,.3475724,1.513,"SSP3",1.930e+14,
"value",2036,.1,-.3282669,.0823738,.3475724,1.513,"SSP3",1.930e+14,
"value",2036,.15,-.2489417,.0948275,.3475724,1.513,"SSP3",1.930e+14,
"value",2036,.2,-.174221,.0880202,.3475724,1.513,"SSP3",1.930e+14,
"value",2036,.25,-.1087117,.0762334,.3475724,1.513,"SSP3",1.930e+14,
"value",2036,.3,-.0511388,.0619673,.3475724,1.513,"SSP3",1.930e+14,
"value",2036,.35,-.0043525,.0592597,.3475724,1.513,"SSP3",1.930e+14,
"value",2037,.05,-.4851641,.1026325,.3653474,1.593,"SSP3",1.960e+14,
"value",2037,.1,-.345749,.0983302,.3653474,1.593,"SSP3",1.960e+14,
"value",2037,.15,-.2625265,.106408,.3653474,1.593,"SSP3",1.960e+14,
"value",2037,.2,-.1935498,.1053295,.3653474,1.593,"SSP3",1.960e+14,
"value",2037,.25,-.1243057,.0897667,.3653474,1.593,"SSP3",1.960e+14,
"value",2037,.3,-.0660804,.075989,.3653474,1.593,"SSP3",1.960e+14,
"value",2037,.35,-.0127579,.0676431,.3653474,1.593,"SSP3",1.960e+14,
"value",2038,.05,-.5129314,.1343535,.3843217,1.663,"SSP3",1.991e+14,
"value",2038,.1,-.3529318,.1094666,.3843217,1.663,"SSP3",1.991e+14,
"value",2038,.15,-.2601192,.1075987,.3843217,1.663,"SSP3",1.991e+14,
"value",2038,.2,-.1806805,.0965726,.3843217,1.663,"SSP3",1.991e+14,
"value",2038,.25,-.1087491,.0801151,.3843217,1.663,"SSP3",1.991e+14,
"value",2038,.3,-.0443513,.0662244,.3843217,1.663,"SSP3",1.991e+14,
"value",2038,.35,.0047021,.0639407,.3843217,1.663,"SSP3",1.991e+14,
"value",2039,.05,-.4509844,.0740726,.4037126,1.733,"SSP3",2.023e+14,
"value",2039,.1,-.3163495,.0782384,.4037126,1.733,"SSP3",2.023e+14,
"value",2039,.15,-.2180021,.0747194,.4037126,1.733,"SSP3",2.023e+14,
"value",2039,.2,-.1358479,.0652034,.4037126,1.733,"SSP3",2.023e+14,
"value",2039,.25,-.0704962,.0557071,.4037126,1.733,"SSP3",2.023e+14,
"value",2039,.3,-.0176507,.053327,.4037126,1.733,"SSP3",2.023e+14,
"value",2039,.35,.0369467,.0459617,.4037126,1.733,"SSP3",2.023e+14,
"value",2040,.05,-.4059745,.0337918,.4052308,1.813,"SSP3",2.055e+14,
"value",2040,.1,-.2817336,.0492784,.4052308,1.813,"SSP3",2.055e+14,
"value",2040,.15,-.1924028,.0502637,.4052308,1.813,"SSP3",2.055e+14,
"value",2040,.2,-.1119919,.0419601,.4052308,1.813,"SSP3",2.055e+14,
"value",2040,.25,-.0511074,.0384799,.4052308,1.813,"SSP3",2.055e+14,
"value",2040,.3,-.0037033,.0413205,.4052308,1.813,"SSP3",2.055e+14,
"value",2040,.35,.0460216,.0396007,.4052308,1.813,"SSP3",2.055e+14,
"value",2041,.05,-.3997928,.0329459,.4187425,1.893,"SSP3",2.082e+14,
"value",2041,.1,-.2759407,.0478062,.4187425,1.893,"SSP3",2.082e+14,
"value",2041,.15,-.1932556,.0557624,.4187425,1.893,"SSP3",2.082e+14,
"value",2041,.2,-.1112453,.0452655,.4187425,1.893,"SSP3",2.082e+14,
"value",2041,.25,-.0511739,.043007,.4187425,1.893,"SSP3",2.082e+14,
"value",2041,.3,.0008171,.0416741,.4187425,1.893,"SSP3",2.082e+14,
"value",2041,.35,.0637871,.0290125,.4187425,1.893,"SSP3",2.082e+14,
"value",2042,.05,-.4282022,.0785156,.4325287,1.983,"SSP3",2.109e+14,
"value",2042,.1,-.2729031,.0665791,.4325287,1.983,"SSP3",2.109e+14,
"value",2042,.15,-.1836226,.0667214,.4325287,1.983,"SSP3",2.109e+14,
"value",2042,.2,-.0953249,.0498333,.4325287,1.983,"SSP3",2.109e+14,
"value",2042,.25,-.0299035,.0432325,.4325287,1.983,"SSP3",2.109e+14,
"value",2042,.3,.0266957,.0386404,.4325287,1.983,"SSP3",2.109e+14,
"value",2042,.35,.0788535,.0324096,.4325287,1.983,"SSP3",2.109e+14,
"value",2043,.05,-.3949379,.0615085,.46,2.073,"SSP3",2.137e+14,
"value",2043,.1,-.2526115,.0621637,.46,2.073,"SSP3",2.137e+14,
"value",2043,.15,-.1485527,.0507439,.46,2.073,"SSP3",2.137e+14,
"value",2043,.2,-.0751671,.047451,.46,2.073,"SSP3",2.137e+14,
"value",2043,.25,-.0217645,.0475834,.46,2.073,"SSP3",2.137e+14,
"value",2043,.3,.0366307,.0390631,.46,2.073,"SSP3",2.137e+14,
"value",2043,.35,.0800406,.0410368,.46,2.073,"SSP3",2.137e+14,
"value",2044,.05,-.4143578,.0899547,.47,2.173,"SSP3",2.165e+14,
"value",2044,.1,-.2654291,.0835441,.47,2.173,"SSP3",2.165e+14,
"value",2044,.15,-.160307,.0692065,.47,2.173,"SSP3",2.165e+14,
"value",2044,.2,-.0896111,.0662395,.47,2.173,"SSP3",2.165e+14,
"value",2044,.25,-.036071,.0649002,.47,2.173,"SSP3",2.165e+14,
"value",2044,.3,.0261071,.0540344,.47,2.173,"SSP3",2.165e+14,
"value",2044,.35,.0752264,.0503263,.47,2.173,"SSP3",2.165e+14,
"value",2045,.05,-.4155696,.1009592,.48,2.273,"SSP3",2.193e+14,
"value",2045,.1,-.2737235,.1008976,.48,2.273,"SSP3",2.193e+14,
"value",2045,.15,-.1669568,.0809727,.48,2.273,"SSP3",2.193e+14,
"value",2045,.2,-.1029551,.084001,.48,2.273,"SSP3",2.193e+14,
"value",2045,.25,-.0339613,.0704953,.48,2.273,"SSP3",2.193e+14,
"value",2045,.3,.0250181,.0620437,.48,2.273,"SSP3",2.193e+14,
"value",2045,.35,.0765181,.0572871,.48,2.273,"SSP3",2.193e+14,
"value",2046,.05,-.4217913,.10885,.49,2.353,"SSP3",2.216e+14,
"value",2046,.1,-.2714394,.1046943,.49,2.353,"SSP3",2.216e+14,
"value",2046,.15,-.1696681,.0897632,.49,2.353,"SSP3",2.216e+14,
"value",2046,.2,-.1071698,.0934718,.49,2.353,"SSP3",2.216e+14,
"value",2046,.25,-.0369272,.0803564,.49,2.353,"SSP3",2.216e+14,
"value",2046,.3,.0236088,.0718483,.49,2.353,"SSP3",2.216e+14,
"value",2046,.35,.0663996,.0747936,.49,2.353,"SSP3",2.216e+14,
"value",2047,.05,-.4203389,.1038868,.5,2.443,"SSP3",2.240e+14,
"value",2047,.1,-.2761597,.1065863,.5,2.443,"SSP3",2.240e+14,
"value",2047,.15,-.181792,.0970523,.5,2.443,"SSP3",2.240e+14,
"value",2047,.2,-.112982,.0978261,.5,2.443,"SSP3",2.240e+14,
"value",2047,.25,-.0417763,.0850574,.5,2.443,"SSP3",2.240e+14,
"value",2047,.3,.0198877,.0774509,.5,2.443,"SSP3",2.240e+14,
"value",2047,.35,.0651536,.0806675,.5,2.443,"SSP3",2.240e+14,
"value",2048,.05,-.4875124,.1468173,.51,2.533,"SSP3",2.263e+14,
"value",2048,.1,-.3030511,.1232932,.51,2.533,"SSP3",2.263e+14,
"value",2048,.15,-.2105815,.1188853,.51,2.533,"SSP3",2.263e+14,
"value",2048,.2,-.1348515,.1148333,.51,2.533,"SSP3",2.263e+14,
"value",2048,.25,-.0542229,.0961585,.51,2.533,"SSP3",2.263e+14,
"value",2048,.3,.006611,.0903203,.51,2.533,"SSP3",2.263e+14,
"value",2048,.35,.0594764,.0880053,.51,2.533,"SSP3",2.263e+14,
"value",2049,.05,-.4871608,.1476067,.52,2.623,"SSP3",2.287e+14,
"value",2049,.1,-.3037254,.1260609,.52,2.623,"SSP3",2.287e+14,
"value",2049,.15,-.2100393,.1212458,.52,2.623,"SSP3",2.287e+14,
"value",2049,.2,-.1261438,.1144846,.52,2.623,"SSP3",2.287e+14,
"value",2049,.25,-.052038,.1008721,.52,2.623,"SSP3",2.287e+14,
"value",2049,.3,.0023834,.0994369,.52,2.623,"SSP3",2.287e+14,
"value",2049,.35,.0529292,.0986458,.52,2.623,"SSP3",2.287e+14,
"value",2050,.05,-.4836911,.1461945,.53,2.703,"SSP3",2.312e+14,
"value",2050,.1,-.2976771,.1251004,.53,2.703,"SSP3",2.312e+14,
"value",2050,.15,-.2121477,.1281835,.53,2.703,"SSP3",2.312e+14,
"value",2050,.2,-.1363601,.1228205,.53,2.703,"SSP3",2.312e+14,
"value",2050,.25,-.0667175,.1144987,.53,2.703,"SSP3",2.312e+14,
"value",2050,.3,-.0067132,.1088574,.53,2.703,"SSP3",2.312e+14,
"value",2050,.35,.0433293,.1086122,.53,2.703,"SSP3",2.312e+14,
"value",2051,.05,-.4518566,.1313737,.54,2.783,"SSP3",2.333e+14,
"value",2051,.1,-.2949474,.1323651,.54,2.783,"SSP3",2.333e+14,
"value",2051,.15,-.2035574,.1303657,.54,2.783,"SSP3",2.333e+14,
"value",2051,.2,-.1210893,.1187121,.54,2.783,"SSP3",2.333e+14,
"value",2051,.25,-.0506828,.1109613,.54,2.783,"SSP3",2.333e+14,
"value",2051,.3,.005319,.1092433,.54,2.783,"SSP3",2.333e+14,
"value",2051,.35,.0570312,.1090318,.54,2.783,"SSP3",2.333e+14,
"value",2052,.05,-.443514,.1279354,.55,2.863,"SSP3",2.354e+14,
"value",2052,.1,-.2864403,.1274458,.55,2.863,"SSP3",2.354e+14,
"value",2052,.15,-.1874278,.1201885,.55,2.863,"SSP3",2.354e+14,
"value",2052,.2,-.1040873,.1104514,.55,2.863,"SSP3",2.354e+14,
"value",2052,.25,-.0392151,.105559,.55,2.863,"SSP3",2.354e+14,
"value",2052,.3,.0198395,.1027171,.55,2.863,"SSP3",2.354e+14,
"value",2052,.35,.0732725,.1006589,.55,2.863,"SSP3",2.354e+14,
"value",2053,.05,-.3607152,.0827356,.56,2.983,"SSP3",2.376e+14,
"value",2053,.1,-.2377948,.101432,.56,2.983,"SSP3",2.376e+14,
"value",2053,.15,-.1558324,.1066738,.56,2.983,"SSP3",2.376e+14,
"value",2053,.2,-.084624,.1042517,.56,2.983,"SSP3",2.376e+14,
"value",2053,.25,-.0221733,.1021829,.56,2.983,"SSP3",2.376e+14,
"value",2053,.3,.0305966,.1045665,.56,2.983,"SSP3",2.376e+14,
"value",2053,.35,.0863661,.1007682,.56,2.983,"SSP3",2.376e+14,
"value",2054,.05,-.3205027,.0657008,.57,3.083,"SSP3",2.398e+14,
"value",2054,.1,-.2185749,.0938702,.57,3.083,"SSP3",2.398e+14,
"value",2054,.15,-.1456812,.1050647,.57,3.083,"SSP3",2.398e+14,
"value",2054,.2,-.0842664,.1082737,.57,3.083,"SSP3",2.398e+14,
"value",2054,.25,-.0242181,.1096882,.57,3.083,"SSP3",2.398e+14,
"value",2054,.3,.0376713,.1046507,.57,3.083,"SSP3",2.398e+14,
"value",2054,.35,.0955072,.0994704,.57,3.083,"SSP3",2.398e+14,
"value",2055,.05,-.3309132,.0749228,.58,3.173,"SSP3",2.420e+14,
"value",2055,.1,-.2352185,.1089978,.58,3.173,"SSP3",2.420e+14,
"value",2055,.15,-.1478346,.1121685,.58,3.173,"SSP3",2.420e+14,
"value",2055,.2,-.0791941,.1102592,.58,3.173,"SSP3",2.420e+14,
"value",2055,.25,-.0253336,.1158735,.58,3.173,"SSP3",2.420e+14,
"value",2055,.3,.033736,.1124667,.58,3.173,"SSP3",2.420e+14,
"value",2055,.35,.0938214,.1056369,.58,3.173,"SSP3",2.420e+14,
"value",2056,.05,-.3857428,.1015993,.59,3.273,"SSP3",2.441e+14,
"value",2056,.1,-.2515673,.1153501,.59,3.273,"SSP3",2.441e+14,
"value",2056,.15,-.1762014,.1252472,.59,3.273,"SSP3",2.441e+14,
"value",2056,.2,-.0948733,.1182407,.59,3.273,"SSP3",2.441e+14,
"value",2056,.25,-.0319749,.119319,.59,3.273,"SSP3",2.441e+14,
"value",2056,.3,.0223662,.118888,.59,3.273,"SSP3",2.441e+14,
"value",2056,.35,.0834058,.1108216,.59,3.273,"SSP3",2.441e+14,
"value",2057,.05,-.3648438,.0921315,.59,3.373,"SSP3",2.462e+14,
"value",2057,.1,-.2447131,.1156252,.59,3.373,"SSP3",2.462e+14,
"value",2057,.15,-.1792078,.1313707,.59,3.373,"SSP3",2.462e+14,
"value",2057,.2,-.1016856,.1275858,.59,3.373,"SSP3",2.462e+14,
"value",2057,.25,-.0308686,.1228755,.59,3.373,"SSP3",2.462e+14,
"value",2057,.3,.0191238,.1247581,.59,3.373,"SSP3",2.462e+14,
"value",2057,.35,.0736563,.1216715,.59,3.373,"SSP3",2.462e+14,
"value",2058,.05,-.3969458,.1153343,.6,3.463,"SSP3",2.483e+14,
"value",2058,.1,-.2681086,.1334156,.6,3.463,"SSP3",2.483e+14,
"value",2058,.15,-.1835978,.1367432,.6,3.463,"SSP3",2.483e+14,
"value",2058,.2,-.1075041,.1338701,.6,3.463,"SSP3",2.483e+14,
"value",2058,.25,-.0489032,.1354777,.6,3.463,"SSP3",2.483e+14,
"value",2058,.3,.0103575,.1324628,.6,3.463,"SSP3",2.483e+14,
"value",2059,.05,-.3923463,.1174148,.61,3.583,"SSP3",2.504e+14,
"value",2059,.1,-.2617599,.1341719,.61,3.583,"SSP3",2.504e+14,
"value",2059,.15,-.1805569,.1390068,.61,3.583,"SSP3",2.504e+14,
"value",2059,.2,-.0996417,.133914,.61,3.583,"SSP3",2.504e+14,
"value",2059,.25,-.0364437,.1349413,.61,3.583,"SSP3",2.504e+14,
"value",2059,.3,.0094448,.1381126,.61,3.583,"SSP3",2.504e+14,
"value",2060,.05,-.3738655,.1087564,.61,3.713,"SSP3",2.526e+14,
"value",2060,.1,-.2492122,.1286015,.61,3.713,"SSP3",2.526e+14,
"value",2060,.15,-.1586183,.1295502,.61,3.713,"SSP3",2.526e+14,
"value",2060,.2,-.0702358,.1206446,.61,3.713,"SSP3",2.526e+14,
"value",2060,.25,-.0158922,.1264732,.61,3.713,"SSP3",2.526e+14,
"value",2060,.3,.0292475,.1314785,.61,3.713,"SSP3",2.526e+14,
"value",2061,.05,-.36416,.1074318,.62,3.803,"SSP3",2.547e+14,
"value",2061,.1,-.2434197,.1283279,.62,3.803,"SSP3",2.547e+14,
"value",2061,.15,-.1457067,.1268302,.62,3.803,"SSP3",2.547e+14,
"value",2061,.2,-.0706045,.1258099,.62,3.803,"SSP3",2.547e+14,
"value",2061,.25,-.0104735,.1277384,.62,3.803,"SSP3",2.547e+14,
"value",2061,.3,.0356475,.1323621,.62,3.803,"SSP3",2.547e+14,
"value",2062,.05,-.3500733,.1031462,.63,3.903,"SSP3",2.568e+14,
"value",2062,.1,-.2367563,.1290606,.63,3.903,"SSP3",2.568e+14,
"value",2062,.15,-.1367293,.1262392,.63,3.903,"SSP3",2.568e+14,
"value",2062,.2,-.0696784,.1306214,.63,3.903,"SSP3",2.568e+14,
"value",2062,.25,-.0003246,.1269688,.63,3.903,"SSP3",2.568e+14,
"value",2062,.3,.0504866,.1298468,.63,3.903,"SSP3",2.568e+14,
"value",2063,.05,-.3376178,.0983648,.63,3.993,"SSP3",2.589e+14,
"value",2063,.1,-.2460932,.1323763,.63,3.993,"SSP3",2.589e+14,
"value",2063,.15,-.1417984,.1280638,.63,3.993,"SSP3",2.589e+14,
"value",2063,.2,-.0670213,.1279593,.63,3.993,"SSP3",2.589e+14,
"value",2063,.25,-.0048197,.1277463,.63,3.993,"SSP3",2.589e+14,
"value",2063,.3,.0525601,.1293439,.63,3.993,"SSP3",2.589e+14,
"value",2064,.05,-.3307551,.0961253,.64,4.123,"SSP3",2.611e+14,
"value",2064,.1,-.2413207,.1319368,.64,4.123,"SSP3",2.611e+14,
"value",2064,.15,-.1465818,.131968,.64,4.123,"SSP3",2.611e+14,
"value",2064,.2,-.0675,.1301324,.64,4.123,"SSP3",2.611e+14,
"value",2064,.25,-.0066387,.1316204,.64,4.123,"SSP3",2.611e+14,
"value",2064,.3,.0560595,.129779,.64,4.123,"SSP3",2.611e+14,
"value",2065,.05,-.3324744,.099868,.64,4.263,"SSP3",2.633e+14,
"value",2065,.1,-.2441615,.1365132,.64,4.263,"SSP3",2.633e+14,
"value",2065,.15,-.151153,.1371575,.64,4.263,"SSP3",2.633e+14,
"value",2065,.2,-.0783601,.1396985,.64,4.263,"SSP3",2.633e+14,
"value",2065,.25,-.0162373,.1404043,.64,4.263,"SSP3",2.633e+14,
"value",2065,.3,.0569526,.1344585,.64,4.263,"SSP3",2.633e+14,
"value",2066,.05,-.3060313,.0907037,.65,4.423,"SSP3",2.654e+14,
"value",2066,.1,-.2269906,.1343444,.65,4.423,"SSP3",2.654e+14,
"value",2066,.15,-.1435896,.1381083,.65,4.423,"SSP3",2.654e+14,
"value",2066,.2,-.0717625,.1398901,.65,4.423,"SSP3",2.654e+14,
