var_type,year,pctile,beta1,beta2,anomalymin,anomalymax,ssp,global_consumption,ratio
"value",2018,.05,-.6372885,.2794842,.1313385,.5439752,"SSP3",1.191e+14,
"value",2018,.1,-.4190996,.1325848,.1313385,.5439752,"SSP3",1.191e+14,
"value",2018,.15,-.2781156,-.0060187,.1313385,.5439752,"SSP3",1.191e+14,
"value",2018,.2,-.1974854,-.0454939,.1313385,.5439752,"SSP3",1.191e+14,
"value",2018,.25,-.1337177,-.0777118,.1313385,.5439752,"SSP3",1.191e+14,
"value",2018,.3,-.0694108,-.1383686,.1313385,.5439752,"SSP3",1.191e+14,
"value",2018,.35,-.0220032,-.1606928,.1313385,.5439752,"SSP3",1.191e+14,
"value",2019,.05,-.6331558,.2560188,.1356659,.5908411,"SSP3",1.240e+14,
"value",2019,.1,-.4109566,.0978091,.1356659,.5908411,"SSP3",1.240e+14,
"value",2019,.15,-.2894415,.0108618,.1356659,.5908411,"SSP3",1.240e+14,
"value",2019,.2,-.2038438,-.0408123,.1356659,.5908411,"SSP3",1.240e+14,
"value",2019,.25,-.1303049,-.0956835,.1356659,.5908411,"SSP3",1.240e+14,
"value",2019,.3,-.070627,-.1341366,.1356659,.5908411,"SSP3",1.240e+14,
"value",2019,.35,-.0241157,-.1496879,.1356659,.5908411,"SSP3",1.240e+14,
"value",2020,.05,-.603377,.1858616,.1499573,.6357951,"SSP3",1.293e+14,
"value",2020,.1,-.4000232,.0755967,.1499573,.6357951,"SSP3",1.293e+14,
"value",2020,.15,-.2934255,.0244844,.1499573,.6357951,"SSP3",1.293e+14,
"value",2020,.2,-.2013953,-.03681,.1499573,.6357951,"SSP3",1.293e+14,
"value",2020,.25,-.1256947,-.0833909,.1499573,.6357951,"SSP3",1.293e+14,
"value",2020,.3,-.0609968,-.1337728,.1499573,.6357951,"SSP3",1.293e+14,
"value",2020,.35,-.0188515,-.1375519,.1499573,.6357951,"SSP3",1.293e+14,
"value",2021,.05,-.5929204,.2149178,.1627564,.6857845,"SSP3",1.334e+14,
"value",2021,.1,-.3965963,.1159701,.1627564,.6857845,"SSP3",1.334e+14,
"value",2021,.15,-.2962813,.0887012,.1627564,.6857845,"SSP3",1.334e+14,
"value",2021,.2,-.1929779,.0023858,.1627564,.6857845,"SSP3",1.334e+14,
"value",2021,.25,-.1250953,-.0306209,.1627564,.6857845,"SSP3",1.334e+14,
"value",2021,.3,-.078226,-.035352,.1627564,.6857845,"SSP3",1.334e+14,
"value",2021,.35,-.0288276,-.059234,.1627564,.6857845,"SSP3",1.334e+14,
"value",2022,.05,-.5568599,.1598629,.185022,.7193935,"SSP3",1.378e+14,
"value",2022,.1,-.3807144,.1142818,.185022,.7193935,"SSP3",1.378e+14,
"value",2022,.15,-.2605007,.0425973,.185022,.7193935,"SSP3",1.378e+14,
"value",2022,.2,-.1528064,-.0430562,.185022,.7193935,"SSP3",1.378e+14,
"value",2022,.25,-.0845156,-.0804441,.185022,.7193935,"SSP3",1.378e+14,
"value",2022,.3,-.0267953,-.1078189,.185022,.7193935,"SSP3",1.378e+14,
"value",2022,.35,.0262679,-.13827,.185022,.7193935,"SSP3",1.378e+14,
"value",2023,.05,-.5035186,.0935754,.2035401,.7588283,"SSP3",1.424e+14,
"value",2023,.1,-.324636,.0320471,.2035401,.7588283,"SSP3",1.424e+14,
"value",2023,.15,-.2117628,-.0230876,.2035401,.7588283,"SSP3",1.424e+14,
"value",2023,.2,-.1164591,-.0799669,.2035401,.7588283,"SSP3",1.424e+14,
"value",2023,.25,-.0482363,-.1149253,.2035401,.7588283,"SSP3",1.424e+14,
"value",2023,.3,-.0097642,-.1017387,.2035401,.7588283,"SSP3",1.424e+14,
"value",2023,.35,.041787,-.1288367,.2035401,.7588283,"SSP3",1.424e+14,
"value",2024,.05,-.4585246,.0603708,.2167926,.8046947,"SSP3",1.471e+14,
"value",2024,.1,-.2853999,.0133323,.2167926,.8046947,"SSP3",1.471e+14,
"value",2024,.15,-.1741022,-.0429232,.2167926,.8046947,"SSP3",1.471e+14,
"value",2024,.2,-.0875058,-.0821487,.2167926,.8046947,"SSP3",1.471e+14,
"value",2024,.25,-.0308078,-.0956463,.2167926,.8046947,"SSP3",1.471e+14,
"value",2024,.3,.0169672,-.1038365,.2167926,.8046947,"SSP3",1.471e+14,
"value",2024,.35,.0667182,-.1328386,.2167926,.8046947,"SSP3",1.471e+14,
"value",2025,.05,-.4569289,.0690987,.2303988,.8440318,"SSP3",1.521e+14,
"value",2025,.1,-.2796683,.0227679,.2303988,.8440318,"SSP3",1.521e+14,
"value",2025,.15,-.1925214,.0162031,.2303988,.8440318,"SSP3",1.521e+14,
"value",2025,.2,-.1043398,-.0345897,.2303988,.8440318,"SSP3",1.521e+14,
"value",2025,.25,-.0510794,-.0390317,.2303988,.8440318,"SSP3",1.521e+14,
"value",2025,.3,.0016117,-.0585844,.2303988,.8440318,"SSP3",1.521e+14,
"value",2025,.35,.0449343,-.0713225,.2303988,.8440318,"SSP3",1.521e+14,
"value",2026,.05,-.5008689,.1153963,.25,.8832209,"SSP3",1.560e+14,
"value",2026,.1,-.3078837,.0406214,.25,.8832209,"SSP3",1.560e+14,
"value",2026,.15,-.210414,.0155741,.25,.8832209,"SSP3",1.560e+14,
"value",2026,.2,-.1218165,-.0262225,.25,.8832209,"SSP3",1.560e+14,
"value",2026,.25,-.065638,-.0356747,.25,.8832209,"SSP3",1.560e+14,
"value",2026,.3,-.0038004,-.0642288,.25,.8832209,"SSP3",1.560e+14,
"value",2026,.35,.0434756,-.0811043,.25,.8832209,"SSP3",1.560e+14,
"value",2027,.05,-.4339719,-.0067981,.27,.9260995,"SSP3",1.599e+14,
"value",2027,.1,-.2785144,-.0272102,.27,.9260995,"SSP3",1.599e+14,
"value",2027,.15,-.2017111,.0005261,.27,.9260995,"SSP3",1.599e+14,
"value",2027,.2,-.111411,-.037138,.27,.9260995,"SSP3",1.599e+14,
"value",2027,.25,-.0554349,-.0456037,.27,.9260995,"SSP3",1.599e+14,
"value",2027,.3,.0056956,-.0702468,.27,.9260995,"SSP3",1.599e+14,
"value",2027,.35,.0516903,-.0847835,.27,.9260995,"SSP3",1.599e+14,
"value",2028,.05,-.4074897,-.0322613,.2737382,.983,"SSP3",1.640e+14,
"value",2028,.1,-.2684366,-.0263368,.2737382,.983,"SSP3",1.640e+14,
"value",2028,.15,-.1796937,-.0166389,.2737382,.983,"SSP3",1.640e+14,
"value",2028,.2,-.109485,-.0253848,.2737382,.983,"SSP3",1.640e+14,
"value",2028,.25,-.052313,-.0378014,.2737382,.983,"SSP3",1.640e+14,
"value",2028,.3,.0004377,-.0468011,.2737382,.983,"SSP3",1.640e+14,
"value",2028,.35,.0396891,-.0509536,.2737382,.983,"SSP3",1.640e+14,
"value",2029,.05,-.4409883,.0050907,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,.1,-.3067182,.0175802,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,.15,-.2156639,.0249402,.2793244,1.043,"SSP3",1.682e+14,
"value",2029,.2,-.1339538,.0028881,.2793244,1.043,"SSP3",1.682e+14,
