year,pctile,beta1,beta2
2062,.35,.10915,.1244841
2062,.4,.1637577,.1280874
2062,.45,.218969,.1274576
2062,.5,.2715056,.1253347
2062,.55,.3333083,.1192868
2062,.6,.3895307,.1180246
2062,.65,.4423451,.1223746
2062,.7,.4907665,.1282358
2062,.75,.5613427,.1248542
2062,.8,.6425313,.122961
2062,.85,.7243429,.1257732
2062,.9,.8585836,.1171813
2062,.95,1.07376,.102007
2063,.05,-.3308073,.0963805
2063,.1,-.2411289,.1297059
2063,.15,-.138938,.1254804
2063,.2,-.0656693,.1253781
2063,.25,-.0047225,.1251693
2063,.3,.0514999,.1267347
2063,.35,.1145192,.1230078
2063,.4,.1744576,.1234065
2063,.45,.2283635,.1237519
2063,.5,.2811671,.1219299
2063,.55,.3382472,.1176866
2063,.6,.393941,.1171754
2063,.65,.4364587,.1249036
2063,.7,.4929558,.127608
2063,.75,.5612686,.1291573
2063,.8,.6400756,.1264441
2063,.85,.7227091,.1304628
2063,.9,.856345,.1187936
2063,.95,1.07987,.1017939
2064,.05,-.324083,.0941862
2064,.1,-.2364527,.1292753
2064,.15,-.1436249,.1293059
2064,.2,-.0661384,.1275074
2064,.25,-.0065048,.1289653
2064,.3,.0549286,.1271611
2064,.35,.1225146,.121195
2064,.4,.1861565,.1200739
2064,.45,.2375721,.1218239
2064,.5,.2889188,.121363
2064,.55,.3477346,.1176905
2064,.6,.402003,.1184442
2064,.65,.4423464,.1274216
2064,.7,.5044103,.1270882
2064,.75,.5724756,.1283264
2064,.8,.6469048,.126078
2064,.85,.7398201,.1275679
2064,.9,.8746995,.1182227
2064,.95,1.123688,.090727
2065,.05,-.3257676,.0978534
2065,.1,-.2392362,.1337594
2065,.15,-.1481039,.1343907
2065,.2,-.0767793,.1368804
2065,.25,-.0159097,.1375719
2065,.3,.0558038,.1317462
2065,.35,.1134128,.1306738
2065,.4,.1745534,.1303549
2065,.45,.237978,.1258003
2065,.5,.2911479,.1240775
2065,.55,.3365994,.1275882
2065,.6,.387555,.1307195
2065,.65,.4335153,.1360232
2065,.7,.490832,.1398091
2065,.75,.5662662,.1360158
2065,.8,.6374906,.1388206
2065,.85,.7348573,.1364016
2065,.9,.8691185,.1311938
2065,.95,1.10325,.111679
2066,.05,-.2998579,.088874
2066,.1,-.2224116,.1316344
2066,.15,-.1406931,.1353224
2066,.2,-.0703149,.1370682
2066,.25,-.0139191,.140302
2066,.3,.053169,.1359464
2066,.35,.1207899,.1321233
2066,.4,.1726727,.1337769
2066,.45,.236983,.1300291
2066,.5,.287966,.1303357
2066,.55,.333636,.1350681
2066,.6,.3841734,.1372046
2066,.65,.4352166,.1422294
2066,.7,.4985131,.1427595
2066,.75,.5700741,.1420104
2066,.8,.6458417,.1431511
2066,.85,.7458604,.1397815
2066,.9,.8966039,.1296793
2066,.95,1.126901,.1122303
2067,.05,-.3013968,.0883418
2067,.1,-.23109,.1369153
2067,.15,-.1385654,.1358166
2067,.2,-.0766573,.1428722
2067,.25,-.0147726,.1431377
2067,.3,.0549184,.1366546
2067,.35,.1252856,.1317136
2067,.4,.1793038,.1321792
2067,.45,.240322,.1310029
2067,.5,.2844937,.1360915
2067,.55,.340941,.1374926
2067,.6,.3882739,.1403305
2067,.65,.442254,.1434593
2067,.7,.5081819,.1445777
2067,.75,.5728369,.1461938
2067,.8,.6519117,.1445163
2067,.85,.7628677,.1386358
2067,.9,.9022601,.1353562
2067,.95,1.141056,.1134442
2068,.05,-.3038042,.0888483
2068,.1,-.2345092,.1407503
2068,.15,-.1449812,.1405576
2068,.2,-.0727039,.1439324
2068,.25,-.0128247,.1443976
2068,.3,.0566949,.1384812
2068,.35,.1293188,.1329898
2068,.4,.1835864,.1329439
2068,.45,.2408668,.1338695
2068,.5,.2863122,.140179
2068,.55,.3439806,.140271
2068,.6,.3932489,.1438134
2068,.65,.4468266,.1470166
2068,.7,.5190391,.1446673
2068,.75,.5762098,.1501239
2068,.8,.6648148,.1440388
2068,.85,.7784688,.1394967
2068,.9,.9319423,.1313255
2068,.95,1.159468,.1140607
2069,.05,-.3499743,.113829
2069,.1,-.2705446,.1547644
2069,.15,-.1701986,.1515325
2069,.2,-.1012544,.1567029
2069,.25,-.0307937,.1530323
2069,.3,.0321335,.1504385
2069,.35,.0918421,.1507417
2069,.4,.160753,.1447964
2069,.45,.2132521,.14719
2069,.5,.2592116,.1527753
2069,.55,.3146988,.1533394
2069,.6,.3649558,.1580032
2069,.65,.4250078,.1585165
2069,.7,.4760573,.1655018
2069,.75,.5462183,.1644807
2069,.8,.6313136,.1623283
2069,.85,.7470914,.1587241
2069,.9,.8915111,.1523305
2069,.95,1.096163,.1461554
2070,.05,-.3538678,.1149779
2070,.1,-.2774523,.1570588
2070,.15,-.1786505,.1561986
2070,.2,-.1127833,.1630825
2070,.25,-.029271,.1549399
2070,.3,.025644,.1555072
2070,.35,.0875874,.1554335
2070,.4,.1537558,.1511126
2070,.45,.2054438,.1551473
2070,.5,.2580076,.1579946
2070,.55,.3184637,.1565381
2070,.6,.3719933,.1612597
2070,.65,.4295253,.1630668
2070,.7,.479667,.1702997
2070,.75,.5594486,.1661195
2070,.8,.6367208,.1693367
2070,.85,.7573555,.1633962
2070,.9,.8889239,.1615469
2070,.95,1.121004,.1473696
2071,.05,-.3588679,.1164532
2071,.1,-.2848812,.158932
2071,.15,-.18596,.157956
2071,.2,-.1167123,.1632505
2071,.25,-.0369641,.1579995
2071,.3,.0256388,.1555082
2071,.35,.0967657,.1508995
2071,.4,.1668946,.1465999
2071,.45,.2076724,.1539984
2071,.5,.2688825,.1535369
2071,.55,.3254766,.1554001
2071,.6,.3760769,.1603485
2071,.65,.4336257,.1621471
2071,.7,.4911787,.1660078
2071,.75,.5642568,.1661505
2071,.8,.6415746,.1692165
2071,.85,.7620974,.1634407
2071,.9,.9017367,.1589967
2071,.95,1.124257,.1507405
2072,.05,-.3696373,.122307
2072,.1,-.2851545,.1591498
2072,.15,-.1873958,.1596268
2072,.2,-.122215,.1671667
2072,.25,-.0416173,.1622488
2072,.3,.0238529,.1586138
2072,.35,.094311,.1546901
2072,.4,.1655605,.1492799
2072,.45,.2096108,.1569899
2072,.5,.2696859,.1565091
2072,.55,.3242547,.1599054
2072,.6,.374116,.1644496
2072,.65,.4455909,.1610849
2072,.7,.5001644,.1662152
2072,.75,.5606404,.1724831
2072,.8,.6486766,.1707662
2072,.85,.7643628,.1689945
2072,.9,.9045733,.1662939
2072,.95,1.136744,.1537872
2073,.05,-.3564856,.1187611
2073,.1,-.2729661,.1569023
2073,.15,-.1802877,.1605279
2073,.2,-.1106884,.1659695
2073,.25,-.034273,.1641879
2073,.3,.0313623,.1604338
2073,.35,.0949091,.1588117
2073,.4,.1562862,.1575959
2073,.45,.2191851,.1579753
2073,.5,.2763407,.1585633
2073,.55,.3261826,.1631386
2073,.6,.3781833,.1679263
2073,.65,.4438896,.1667893
2073,.7,.496138,.173068
2073,.75,.561662,.1763506
2073,.8,.650152,.1762723
2073,.85,.766094,.1724192
2073,.9,.8945298,.1774346
2073,.95,1.134778,.157836
2074,.05,-.3552373,.1163057
2074,.1,-.2698382,.1561232
2074,.15,-.1705689,.1587777
2074,.2,-.0996911,.1639675
2074,.25,-.0310615,.1661604
2074,.3,.030677,.1638399
2074,.35,.0927267,.162594
2074,.4,.1444301,.1674585
2074,.45,.2179672,.162031
2074,.5,.2701543,.1647204
2074,.55,.3223103,.1693563
2074,.6,.3786793,.1723145
2074,.65,.4460584,.1707887
2074,.7,.4852956,.1826068
2074,.75,.5589029,.1827794
2074,.8,.6514952,.1811205
2074,.85,.77244,.1742944
2074,.9,.8990537,.1810347
2074,.95,1.148336,.1609515
2075,.05,-.3597679,.1215394
2075,.1,-.2653898,.1570092
2075,.15,-.1671158,.1607054
2075,.2,-.107032,.1715019
2075,.25,-.0300533,.1686806
2075,.3,.0333947,.166927
2075,.35,.0904686,.1681026
2075,.4,.1482304,.1711548
2075,.45,.2137136,.1689261
2075,.5,.272578,.1694301
2075,.55,.3183196,.1763155
2075,.6,.3712714,.178762
2075,.65,.434141,.1795688
2075,.7,.4815425,.1877911
2075,.75,.5359668,.1964466
2075,.8,.6381199,.1900367
2075,.85,.7454708,.1902039
2075,.9,.8905362,.1924311
2075,.95,1.109014,.182538
2076,.05,-.3319133,.1148716
2076,.1,-.2298091,.1474372
2076,.15,-.1425483,.1544946
2076,.2,-.0740593,.1633277
2076,.25,-.0129372,.1665412
2076,.3,.0476179,.1672097
2076,.35,.1008373,.1705458
2076,.4,.1640085,.1701616
2076,.45,.2346989,.166733
2076,.5,.291136,.1687127
2076,.55,.3367948,.1744998
2076,.6,.3889302,.1772842
2076,.65,.4463397,.1802195
2076,.7,.4963341,.186129
2076,.75,.5609165,.1929435
2076,.8,.6561411,.1885742
2076,.85,.756056,.1930313
2076,.9,.9105011,.1918524
2076,.95,1.117858,.1853611
2077,.05,-.3263038,.114636
2077,.1,-.2378142,.1515787
2077,.15,-.1470719,.1591634
2077,.2,-.0769946,.1668214
2077,.25,-.0195314,.1725041
2077,.3,.0376394,.1752097
2077,.35,.0944868,.1770647
2077,.4,.157847,.1759824
2077,.45,.2259943,.1741295
2077,.5,.2876527,.1748167
2077,.55,.3308927,.1809886
2077,.6,.3830668,.1847244
2077,.65,.441167,.1881458
2077,.7,.4883586,.1965076
2077,.75,.5732107,.1964112
2077,.8,.6575441,.1963158
2077,.85,.7490305,.2036738
2077,.9,.9088719,.1989592
2077,.95,1.11702,.1950243
2078,.05,-.3356745,.1185826
2078,.1,-.2537227,.1595306
2078,.15,-.1558366,.1651029
2078,.2,-.0866194,.1726952
2078,.25,-.0219645,.1765144
2078,.3,.0270161,.1830933
2078,.35,.0985399,.1812212
2078,.4,.1564026,.182227
2078,.45,.2246287,.1812788
2078,.5,.2727481,.1865621
2078,.55,.3207202,.1903278
2078,.6,.3747845,.1945049
2078,.65,.427818,.19962
2078,.7,.4953231,.2034212
2078,.75,.5735748,.2046359
2078,.8,.6548044,.2076445
2078,.85,.7608861,.2113112
2078,.9,.9118139,.2094848
2078,.95,1.122073,.2115761
2079,.05,-.3251688,.1175927
2079,.1,-.2669078,.1652226
2079,.15,-.1634406,.1688128
2079,.2,-.0841233,.173878
2079,.25,-.0223273,.17947
2079,.3,.0291479,.1849735
2079,.35,.0987491,.1836252
2079,.4,.1553333,.1871805
2079,.45,.2318474,.1830996
2079,.5,.2724325,.1902554
2079,.55,.3181304,.1950817
2079,.6,.3783677,.1972496
2079,.65,.4389908,.199626
2079,.7,.5114629,.2037402
2079,.75,.5791364,.2080795
2079,.8,.652761,.2143012
2079,.85,.7664245,.2147251
2079,.9,.9163396,.2145042
2079,.95,1.137111,.2173224
2080,.05,-.3427967,.1249435
2080,.1,-.2717815,.1671088
2080,.15,-.1599532,.1682357
2080,.2,-.0897645,.1763703
2080,.25,-.0302942,.183085
2080,.3,.0220634,.1875202
2080,.35,.0906072,.1872717
2080,.4,.143581,.1920955
2080,.45,.2205103,.1880948
2080,.5,.264558,.1946851
2080,.55,.313186,.1994
2080,.6,.3743484,.2010248
2080,.65,.4414043,.2022711
2080,.7,.511593,.2058471
2080,.75,.5826964,.2105194
2080,.8,.6521655,.2175757
2080,.85,.7697423,.217571
2080,.9,.9117613,.2215428
2080,.95,1.142036,.2211985
2081,.05,-.3573729,.1319258
2081,.1,-.2928763,.177856
2081,.15,-.1633582,.1737213
2081,.2,-.1026634,.1861486
2081,.25,-.0376229,.1912132
2081,.3,.0187443,.1932048
2081,.35,.0742563,.1982128
2081,.4,.1379777,.1991705
2081,.45,.1957263,.202854
2081,.5,.2576715,.2027039
2081,.55,.2981012,.2108716
2081,.6,.3615936,.2119084
2081,.65,.4273357,.2160383
2081,.7,.4977432,.2193536
2081,.75,.559926,.2271549
2081,.8,.6315886,.2335704
2081,.85,.7402093,.2353148
2081,.9,.8900567,.237803
2081,.95,1.099314,.2448456
2082,.05,-.3624206,.134131
2082,.1,-.2801336,.1763994
2082,.15,-.157955,.1741226
2082,.2,-.0965404,.1871844
2082,.25,-.0377495,.1938313
2082,.3,.0191847,.1960008
2082,.35,.0715457,.2026748
2082,.4,.1349805,.2035925
2082,.45,.1956532,.2051983
2082,.5,.2433442,.2113563
2082,.55,.2887786,.2169325
2082,.6,.3511227,.2183336
2082,.65,.4290597,.2190671
2082,.7,.4933778,.2234895
2082,.75,.5545882,.2326256
2082,.8,.6281826,.2400274
2082,.85,.7269182,.2443371
2082,.9,.8633245,.2513098
2082,.95,1.081074,.2550739
2083,.05,-.3737379,.1388024
2083,.1,-.2922397,.1793866
2083,.15,-.1763668,.1783698
2083,.2,-.1218745,.1956218
2083,.25,-.064094,.2018427
2083,.3,-.0035688,.2035323
2083,.35,.0466172,.2108245
2083,.4,.1092705,.2118592
2083,.45,.1817165,.2097931
2083,.5,.2230094,.2181438
2083,.55,.2654939,.2247861
2083,.6,.3340985,.224187
2083,.65,.4080509,.2269195
2083,.7,.457979,.2367497
2083,.75,.5308742,.2414939
2083,.8,.5956942,.2510685
2083,.85,.6945344,.2550415
2083,.9,.8335546,.2603221
2083,.95,1.045564,.2679566
2084,.05,-.3702942,.1397864
2084,.1,-.2895588,.1798923
2084,.15,-.1658455,.17806
2084,.2,-.1237877,.1988958
2084,.25,-.0583799,.2034325
2084,.3,-.0053285,.208267
2084,.35,.0527352,.2125457
2084,.4,.12501,.2105991
2084,.45,.1868511,.2123553
2084,.5,.2250037,.2223424
2084,.55,.2710095,.2284008
2084,.6,.3407449,.2285674
2084,.65,.4103532,.2322197
2084,.7,.4617254,.2420796
2084,.75,.5236027,.2506675
2084,.8,.6115791,.2530848
2084,.85,.7142816,.2591404
2084,.9,.8350142,.2694282
2084,.95,1.052121,.2767748
2085,.05,-.3748125,.1409035
2085,.1,-.2923367,.1808226
2085,.15,-.1662192,.1784624
2085,.2,-.1270231,.2001155
2085,.25,-.0583448,.2034927
2085,.3,-.0069726,.2100706
2085,.35,.0420199,.2167093
2085,.4,.1182831,.2145151
2085,.45,.178127,.2174021
2085,.5,.2231553,.2252387
2085,.55,.2650065,.2332197
2085,.6,.3363653,.2328829
2085,.65,.4120051,.2342686
2085,.7,.4627932,.2452967
2085,.75,.519861,.2548014
2085,.8,.6113518,.2581921
2085,.85,.7203211,.2616192
2085,.9,.8488256,.2705533
2085,.95,1.062438,.2829839
2086,.05,-.374359,.1412769
2086,.1,-.2867844,.1795915
2086,.15,-.1679871,.1790235
2086,.2,-.1405482,.2031536
2086,.25,-.0694557,.2066367
2086,.3,-.0126852,.2118393
2086,.35,.0361664,.2185092
2086,.4,.1172452,.2151585
2086,.45,.1633312,.2234048
2086,.5,.2214137,.2272748
2086,.55,.2687498,.2329078
2086,.6,.3374398,.2328479
2086,.65,.3986628,.2385637
2086,.7,.4534331,.2483018
2086,.75,.519682,.25502
2086,.8,.6071169,.2618249
2086,.85,.7138686,.2655674
2086,.9,.8592777,.2713821
2086,.95,1.06258,.2860787
2087,.05,-.3683055,.1404264
2087,.1,-.289568,.1821898
2087,.15,-.1801925,.1846842
2087,.2,-.1544891,.2090615
2087,.25,-.0735699,.2090408
2087,.3,-.0326463,.221488
2087,.35,.0322639,.2214406
2087,.4,.1075169,.2208942
2087,.45,.1598012,.2273697
2087,.5,.2062817,.2359787
2087,.55,.2631213,.2381229
2087,.6,.3250947,.2402861
2087,.65,.3831829,.2465844
2087,.7,.4430597,.2537192
2087,.75,.5125554,.2617439
2087,.8,.5972767,.2699693
2087,.85,.6965533,.2770225
2087,.9,.866231,.2768871
2087,.95,1.079798,.2920573
2088,.05,-.3371478,.1331804
2088,.1,-.2755609,.1816082
2088,.15,-.1635243,.1837442
2088,.2,-.1340618,.2062907
2088,.25,-.0559939,.2075093
2088,.3,-.0118038,.2183804
2088,.35,.0528739,.2194389
2088,.4,.1101169,.2245492
2088,.45,.1616891,.23215
2088,.5,.2149927,.2383946
2088,.55,.274326,.2405965
2088,.6,.3438726,.2408292
2088,.65,.3993193,.2485473
2088,.7,.4726429,.2506713
2088,.75,.5507227,.2583481
2088,.8,.6163351,.2729196
2088,.85,.7166114,.2789482
2088,.9,.8670921,.2860654
2088,.95,1.132913,.2854702
2089,.05,-.3161165,.1291217
2089,.1,-.2692997,.1806888
2089,.15,-.1606438,.1839476
2089,.2,-.1379461,.2090568
2089,.25,-.0535807,.208448
2089,.3,-.0085984,.2186125
2089,.35,.0476768,.2220102
2089,.4,.1064374,.2268719
2089,.45,.1563383,.2357723
2089,.5,.2144131,.240257
2089,.55,.2748319,.2429214
2089,.6,.3415527,.2438352
2089,.65,.3913258,.2527753
2089,.7,.4616992,.2576499
2089,.75,.5399263,.2654795
2089,.8,.6072217,.2769596
2089,.85,.7169646,.2836666
2089,.9,.8629496,.2900125
2089,.95,1.112469,.2997254
2090,.05,-.3177193,.1308104
2090,.1,-.2668961,.183594
2090,.15,-.1557794,.1871569
2090,.2,-.1309123,.2113626
2090,.25,-.048274,.2112048
2090,.3,.0036578,.2191359
2090,.35,.0524989,.2259341
2090,.4,.1109859,.2315251
2090,.45,.165373,.2391085
2090,.5,.2199995,.2446414
2090,.55,.2845925,.2464337
2090,.6,.3412179,.2508946
2090,.65,.4028027,.2556916
2090,.7,.4717028,.2619951
2090,.75,.5446017,.2713979
2090,.8,.6036077,.2867637
2090,.85,.7148837,.2934139
2090,.9,.8628369,.2972462
2090,.95,1.115225,.3092053
2091,.05,-.3332918,.134355
2091,.1,-.2705254,.1854472
2091,.15,-.1666072,.1919342
2091,.2,-.140613,.2159005
2091,.25,-.0581667,.2158778
2091,.3,-.0051423,.2229455
2091,.35,.0416959,.2311785
2091,.4,.0934055,.2402357
2091,.45,.1517145,.246572
2091,.5,.2067742,.2524629
2091,.55,.2759918,.2525452
2091,.6,.3317668,.2580143
2091,.65,.3911136,.26416
2091,.7,.4671302,.2675224
2091,.75,.5242919,.2820107
2091,.8,.5933012,.2945512
2091,.85,.6954611,.3054028
2091,.9,.8675899,.3057909
2091,.95,1.121447,.3124015
2092,.05,-.3372427,.13639
2092,.1,-.2682694,.1861149
2092,.15,-.162902,.1914654
2092,.2,-.1349704,.2151299
2092,.25,-.0550292,.2172852
2092,.3,-.0047994,.2251787
2092,.35,.0401421,.2333599
2092,.4,.0880657,.2427339
2092,.45,.1518897,.2490964
2092,.5,.215272,.2534736
2092,.55,.2770089,.2550297
2092,.6,.3419737,.2586863
2092,.65,.4033466,.2655509
2092,.7,.4680829,.2715325
2092,.75,.5308794,.2829758
2092,.8,.6019933,.2964784
2092,.85,.6922572,.3108028
2092,.9,.8453665,.3149186
2092,.95,1.106891,.3263681
2093,.05,-.3492379,.1407747
2093,.1,-.275054,.188188
2093,.15,-.1730547,.1954626
2093,.2,-.1328826,.2169282
2093,.25,-.0587577,.2206466
2093,.3,-.0052708,.2273826
2093,.35,.032239,.2386924
2093,.4,.0931826,.2453804
2093,.45,.1518124,.2524657
2093,.5,.2116082,.2576266
2093,.55,.2569989,.2641905
2093,.6,.3322369,.2649306
2093,.65,.3927804,.2720211
2093,.7,.4572197,.2781371
2093,.75,.5116139,.2925921
2093,.8,.5882611,.3045316
2093,.85,.6850836,.3174084
2093,.9,.828391,.3278539
2093,.95,1.081404,.3384424
2094,.05,-.3377711,.1379954
2094,.1,-.2723682,.1886764
2094,.15,-.1705739,.1968171
2094,.2,-.1424307,.2216249
2094,.25,-.0624374,.2236396
2094,.3,-.0026199,.2287957
2094,.35,.0361494,.2411886
2094,.4,.0998701,.246853
2094,.45,.1630734,.2529477
2094,.5,.2118095,.2604948
2094,.55,.2629782,.265905
2094,.6,.3335055,.2691314
2094,.65,.4010679,.2740097
2094,.7,.4701097,.2795204
2094,.75,.5193224,.2962559
2094,.8,.6075218,.3047279
2094,.85,.698895,.3194048
2094,.9,.8438423,.3277252
2094,.95,1.096657,.3400658
2095,.05,-.338341,.1398529
2095,.1,-.2675617,.1872964
2095,.15,-.1726718,.1978942
2095,.2,-.1383651,.221141
2095,.25,-.0677581,.2265262
2095,.3,-.0084901,.2309226
2095,.35,.0395412,.2400292
2095,.4,.0971204,.2476479
2095,.45,.1632807,.2529231
2095,.5,.2132802,.2606559
2095,.55,.2671254,.2655812
2095,.6,.3288393,.2725897
2095,.65,.3963978,.2762873
2095,.7,.4624483,.2819521
2095,.75,.5060406,.3012403
2095,.8,.5992146,.3102317
2095,.85,.7058029,.3193839
2095,.9,.8496844,.3292404
2095,.95,1.109722,.3379673
2096,.05,-.3269058,.1380106
2096,.1,-.2519409,.1854681
2096,.15,-.1529124,.1960021
2096,.2,-.1233992,.220752
2096,.25,-.0519943,.2261803
2096,.3,.0040087,.2316419
2096,.35,.0429684,.2434735
2096,.4,.1079069,.2487232
2096,.45,.1755734,.2530026
2096,.5,.2231945,.2620778
2096,.55,.2935512,.2644489
2096,.6,.3461938,.2732142
2096,.65,.4101872,.2779897
2096,.7,.4799613,.2823794
2096,.75,.5298805,.2996163
2096,.8,.6211682,.3108934
2096,.85,.7285352,.3185664
2096,.9,.8663989,.3324716
2096,.95,1.159134,.3363288
2097,.05,-.3426906,.1436448
2097,.1,-.2624128,.1905293
2097,.15,-.1542089,.2005138
2097,.2,-.119131,.2232866
2097,.25,-.0615498,.2316035
2097,.3,.0171396,.2310522
2097,.35,.0560099,.2438743
2097,.4,.1197306,.250373
2097,.45,.1753686,.2587599
2097,.5,.2324541,.2641796
2097,.55,.2830127,.2736758
2097,.6,.3485365,.2771176
2097,.65,.4200424,.2795126
2097,.7,.4790808,.2887023
2097,.75,.5488287,.3011229
2097,.8,.6251541,.316602
2097,.85,.7206402,.3285075
2097,.9,.868332,.3406853
2097,.95,1.177384,.339664
2098,.05,-.3420221,.1422625
2098,.1,-.2585849,.1886275
2098,.15,-.1412184,.1974031
2098,.2,-.1149942,.222552
2098,.25,-.0583028,.2312283
2098,.3,.0193854,.230528
2098,.35,.0614114,.2421167
2098,.4,.1293527,.2486993
2098,.45,.1790456,.2583621
2098,.5,.2442222,.2617297
2098,.55,.2959634,.2714541
2098,.6,.3573182,.275744
2098,.65,.4309674,.2772874
2098,.7,.4823232,.2880898
2098,.75,.5655779,.2987176
2098,.8,.6316023,.3174322
2098,.85,.7408081,.3234102
2098,.9,.8818178,.3381162
2098,.95,1.185854,.3384532
2099,.05,-.3549815,.1462636
2099,.1,-.2645504,.1925089
2099,.15,-.1447728,.199986
2099,.2,-.1134126,.223723
2099,.25,-.0531007,.2312774
2099,.3,.0203423,.2308648
2099,.35,.0647061,.2431126
2099,.4,.1235355,.2526079
2099,.45,.1741971,.2608958
2099,.5,.2483771,.2622591
2099,.55,.2927633,.2733819
2099,.6,.3500884,.2788085
2099,.65,.4194524,.2809729
2099,.7,.4617955,.2940125
2099,.75,.5465843,.305454
2099,.8,.6284784,.3192119
2099,.85,.7318687,.3297782
2099,.9,.8728365,.3439905
2099,.95,1.155466,.3493839
2100,.05,-.3565626,.1469151
2100,.1,-.2657287,.1933663
2100,.15,-.1454176,.2008767
2100,.2,-.1139177,.2247195
2100,.25,-.0533372,.2323075
2100,.3,.0204329,.2318931
2100,.35,.0649943,.2441954
2100,.4,.1240857,.253733
2100,.45,.174973,.2620578
2100,.5,.2494834,.2634272
2100,.55,.2940673,.2745995
2100,.6,.3516477,.2800503
2100,.65,.4213206,.2822244
2100,.7,.4638523,.295322
2100,.75,.5490188,.3068145
2100,.8,.6312777,.3206337
2100,.85,.7351285,.331247
2100,.9,.8767241,.3455226
2100,.95,1.160612,.35094
2101,.05,-.3581508,.1475694
2101,.1,-.2669123,.1942276
2101,.15,-.1460653,.2017715
2101,.2,-.1144251,.2257204
2101,.25,-.0535748,.2333422
2101,.3,.0205239,.2329259
2101,.35,.0652838,.2452831
2101,.4,.1246384,.2548632
2101,.45,.1757523,.263225
2101,.5,.2505946,.2646005
2101,.55,.2953771,.2758226
2101,.6,.353214,.2812977
2101,.65,.4231972,.2834814
2101,.7,.4659184,.2966374
2101,.75,.5514642,.308181
2101,.8,.6340894,.3220618
2101,.85,.7384028,.3327224
2101,.9,.8806291,.3470616
2101,.95,1.165782,.3525032
2102,.05,-.359746,.1482267
2102,.1,-.2681011,.1950927
2102,.15,-.1467159,.2026702
2102,.2,-.1149348,.2267258
2102,.25,-.0538134,.2343816
2102,.3,.0206153,.2339634
2102,.35,.0655746,.2463756
2102,.4,.1251936,.2559983
2102,.45,.1765351,.2643975
2102,.5,.2517108,.2657791
2102,.55,.2966927,.2770512
2102,.6,.3547872,.2825506
2102,.65,.4250822,.2847441
2102,.7,.4679936,.2979586
2102,.75,.5539204,.3095537
2102,.8,.6369137,.3234963
2102,.85,.7416916,.3342044
2102,.9,.8845515,.3486075
2102,.95,1.170974,.3540733
2103,.05,-.3613483,.1488869
2103,.1,-.2692953,.1959617
2103,.15,-.1473694,.2035729
2103,.2,-.1154467,.2277356
2103,.25,-.0540531,.2354255
2103,.3,.0207072,.2350055
2103,.35,.0658666,.247473
2103,.4,.1257512,.2571386
2103,.45,.1773214,.2655751
2103,.5,.2528319,.2669629
2103,.55,.2980142,.2782852
2103,.6,.3563674,.2838091
2103,.65,.4269755,.2860123
2103,.7,.4700781,.2992858
2103,.75,.5563877,.3109325
2103,.8,.6397505,.3249372
2103,.85,.7449952,.335693
2103,.9,.8884913,.3501602
2103,.95,1.17619,.3556503
2104,.05,-.3629578,.1495501
2104,.1,-.2704947,.1968345
2104,.15,-.1480258,.2044796
2104,.2,-.1159609,.22875
2104,.25,-.0542939,.2364741
2104,.3,.0207994,.2360522
2104,.35,.06616,.2485752
2104,.4,.1263113,.2582839
2104,.45,.1781112,.266758
2104,.5,.253958,.268152
2104,.55,.2993416,.2795247
2104,.6,.3579547,.2850732
2104,.65,.4288774,.2872863
2104,.7,.4721719,.3006188
2104,.75,.5588658,.3123174
2104,.8,.6426001,.3263845
2104,.85,.7483135,.3371882
2104,.9,.8924488,.3517199
2104,.95,1.181429,.3572344
2105,.05,-.3645745,.1502162
2105,.1,-.2716995,.1977112
2105,.15,-.1486851,.2053904
2105,.2,-.1164774,.2297688
2105,.25,-.0545357,.2375274
2105,.3,.020892,.2371036
2105,.35,.0664547,.2496824
2105,.4,.1268739,.2594343
2105,.45,.1789046,.2679462
2105,.5,.2550892,.2693463
2105,.55,.3006749,.2807697
2105,.6,.3595491,.286343
2105,.65,.4307876,.2885658
2105,.7,.474275,.3019578
2105,.75,.5613551,.3137085
2105,.8,.6454623,.3278382
2105,.85,.7516466,.33869
2105,.9,.8964238,.3532864
2105,.95,1.186691,.3588256
2106,.05,-.3661983,.1508853
2106,.1,-.2729097,.1985918
2106,.15,-.1493474,.2063052
2106,.2,-.1169962,.2307922
2106,.25,-.0547786,.2385854
2106,.3,.0209851,.2381597
2106,.35,.0667507,.2507945
2106,.4,.127439,.2605899
2106,.45,.1797014,.2691396
2106,.5,.2562254,.270546
2106,.55,.3020141,.2820203
2106,.6,.3611506,.2876184
2106,.65,.4327064,.2898511
2106,.7,.4763874,.3033028
2106,.75,.5638554,.3151058
2106,.8,.6483372,.3292984
2106,.85,.7549945,.3401986
2106,.9,.9004166,.35486
2106,.95,1.191977,.3604238
2107,.05,-.3678294,.1515573
2107,.1,-.2741253,.1994764
2107,.15,-.1500126,.2072241
2107,.2,-.1175173,.2318202
2107,.25,-.0550226,.239648
2107,.3,.0210785,.2392205
2107,.35,.067048,.2519116
2107,.4,.1280066,.2617505
2107,.45,.1805018,.2703384
2107,.5,.2573666,.271751
2107,.55,.3033593,.2832764
2107,.6,.3627591,.2888994
2107,.65,.4346336,.2911422
2107,.7,.4785093,.3046537
2107,.75,.5663669,.3165093
2107,.8,.6512249,.3307651
2107,.85,.7583572,.3417139
2107,.9,.9044271,.3564405
2107,.95,1.197286,.3620291
2108,.05,-.3694677,.1522324
