year,pctile,beta1,beta2
2108,.1,-.2753462,.2003649
2108,.15,-.1506807,.2081471
2108,.2,-.1180408,.2328528
2108,.25,-.0552677,.2407154
2108,.3,.0211724,.240286
2108,.35,.0673466,.2530336
2108,.4,.1285768,.2629164
2108,.45,.1813058,.2715425
2108,.5,.2585129,.2729614
2108,.55,.3047105,.2845381
2108,.6,.3643749,.2901862
2108,.65,.4365695,.2924389
2108,.7,.4806406,.3060106
2108,.75,.5688895,.317919
2108,.8,.6541256,.3322384
2108,.85,.761735,.3432359
2108,.9,.9084554,.3580282
2108,.95,1.202619,.3636416
2109,.05,-.3711133,.1529104
2109,.1,-.2765726,.2012573
2109,.15,-.1513519,.2090742
2109,.2,-.1185665,.2338899
2109,.25,-.0555138,.2417876
2109,.3,.0212667,.2413562
2109,.35,.0676466,.2541606
2109,.4,.1291495,.2640875
2109,.45,.1821133,.272752
2109,.5,.2596644,.2741772
2109,.55,.3060677,.2858055
2109,.6,.3659979,.2914787
2109,.65,.4385141,.2937415
2109,.7,.4827814,.3073736
2109,.75,.5714234,.3193351
2109,.8,.657039,.3337182
2109,.85,.7651278,.3447647
2109,.9,.9125018,.3596229
2109,.95,1.207975,.3652613
2110,.05,-.3727663,.1535915
2110,.1,-.2778046,.2021537
2110,.15,-.152026,.2100054
2110,.2,-.1190946,.2349317
2110,.25,-.0557611,.2428646
2110,.3,.0213615,.2424313
2110,.35,.0679479,.2552927
2110,.4,.1297247,.2652637
2110,.45,.1829245,.2739668
2110,.5,.260821,.2753985
2110,.55,.3074309,.2870785
2110,.6,.3676281,.292777
2110,.65,.4404672,.2950498
2110,.7,.4849318,.3087427
2110,.75,.5739685,.3207574
2110,.8,.6599656,.3352046
2110,.85,.7685358,.3463003
2110,.9,.9165662,.3612247
2110,.95,1.213356,.3668883
2111,.05,-.3744266,.1542756
2111,.1,-.2790419,.2030541
2111,.15,-.1527031,.2109408
2111,.2,-.1196251,.2359781
2111,.25,-.0560094,.2439463
2111,.3,.0214566,.2435111
2111,.35,.0682506,.2564298
2111,.4,.1303025,.2664452
2111,.45,.1837392,.2751871
2111,.5,.2619827,.2766251
2111,.55,.3088003,.2883572
2111,.6,.3692655,.294081
2111,.65,.4424291,.296364
2111,.7,.4870917,.3101179
2111,.75,.576525,.3221861
2111,.8,.6629051,.3366976
2111,.85,.7719589,.3478428
2111,.9,.9206486,.3628336
2111,.95,1.21876,.3685224
2112,.05,-.3760944,.1549628
2112,.1,-.2802848,.2039585
2112,.15,-.1533833,.2118803
2112,.2,-.1201579,.2370291
2112,.25,-.0562589,.2450328
2112,.3,.0215522,.2445957
2112,.35,.0685546,.2575719
2112,.4,.1308829,.267632
2112,.45,.1845576,.2764128
2112,.5,.2631496,.2778572
2112,.55,.3101757,.2896415
2112,.6,.3709102,.2953909
2112,.65,.4443997,.297684
2112,.7,.4892612,.3114991
2112,.75,.5790929,.3236211
2112,.8,.6658577,.3381973
2112,.85,.7753972,.3493921
2112,.9,.9247492,.3644497
2112,.95,1.224188,.3701638
2113,.05,-.3777695,.155653
2113,.1,-.2815332,.204867
2113,.15,-.1540665,.2128241
2113,.2,-.1206931,.2380849
2113,.25,-.0565095,.2461242
2113,.3,.0216482,.2456851
2113,.35,.0688599,.2587192
2113,.4,.1314659,.2688241
2113,.45,.1853797,.277644
2113,.5,.2643217,.2790948
2113,.55,.3115572,.2909316
2113,.6,.3725623,.2967066
2113,.65,.4463791,.2990099
2113,.7,.4914404,.3128866
2113,.75,.5816723,.3250626
2113,.8,.6688235,.3397037
2113,.85,.7788509,.3509483
2113,.9,.9288681,.366073
2113,.95,1.229641,.3718126
2114,.05,-.3794521,.1563463
2114,.1,-.2827871,.2057795
2114,.15,-.1547527,.213772
2114,.2,-.1212307,.2391453
2114,.25,-.0567612,.2472205
2114,.3,.0217446,.2467794
2114,.35,.0691666,.2598715
2114,.4,.1320514,.2700214
2114,.45,.1862054,.2788806
2114,.5,.265499,.2803379
2114,.55,.3129449,.2922274
2114,.6,.3742217,.2980281
2114,.65,.4483673,.3003418
2114,.7,.4936293,.3142802
2114,.75,.584263,.3265104
2114,.8,.6718025,.3412167
2114,.85,.78232,.3525114
2114,.9,.9330054,.3677035
2114,.95,1.235118,.3734686
2115,.05,-.3811422,.1570426
2115,.1,-.2840467,.206696
2115,.15,-.155442,.2147242
2115,.2,-.1217707,.2402105
2115,.25,-.057014,.2483216
2115,.3,.0218414,.2478786
2115,.35,.0694747,.261029
2115,.4,.1326396,.2712241
2115,.45,.1870347,.2801228
2115,.5,.2666815,.2815866
2115,.55,.3143388,.293529
2115,.6,.3758885,.2993556
2115,.65,.4503644,.3016795
2115,.7,.495828,.31568
2115,.75,.5868654,.3279647
2115,.8,.6747948,.3427365
2115,.85,.7858045,.3540815
2115,.9,.937161,.3693412
2115,.95,1.240619,.3751321
2116,.05,-.3828399,.1577421
2116,.1,-.2853118,.2076167
2116,.15,-.1561343,.2156806
2116,.2,-.122313,.2412804
2116,.25,-.057268,.2494277
2116,.3,.0219387,.2489827
2116,.35,.0697841,.2621917
2116,.4,.1332304,.2724321
2116,.45,.1878678,.2813705
2116,.5,.2678693,.2828408
2116,.55,.3157389,.2948364
2116,.6,.3775627,.3006889
2116,.65,.4523703,.3030232
2116,.7,.4980364,.3170861
2116,.75,.5894793,.3294255
2116,.8,.6778004,.3442631
2116,.85,.7893045,.3556587
2116,.9,.9413352,.3709863
2116,.95,1.246145,.376803
2117,.05,-.3845451,.1584447
2117,.1,-.2865827,.2085414
2117,.15,-.1568298,.2166412
2117,.2,-.1228578,.2423551
2117,.25,-.057523,.2505386
2117,.3,.0220364,.2500917
2117,.35,.070095,.2633595
2117,.4,.1338238,.2736456
2117,.45,.1887046,.2826237
2117,.5,.2690624,.2841006
2117,.55,.3171452,.2961497
2117,.6,.3792444,.3020282
2117,.65,.4543852,.3043729
2117,.7,.5002548,.3184984
2117,.75,.5921049,.3308928
2117,.8,.6808193,.3457965
2117,.85,.7928202,.3572428
2117,.9,.945528,.3726387
2117,.95,1.251696,.3784813
2118,.05,-.3862579,.1591505
2118,.1,-.2878591,.2094703
2118,.15,-.1575283,.2176062
2118,.2,-.123405,.2434345
2118,.25,-.0577792,.2516546
2118,.3,.0221346,.2512056
2118,.35,.0704072,.2645325
2118,.4,.1344198,.2748644
2118,.45,.1895451,.2838825
2118,.5,.2702609,.285366
2118,.55,.3185578,.2974688
2118,.6,.3809336,.3033735
2118,.65,.4564091,.3057286
2118,.7,.502483,.3199171
2118,.75,.5947422,.3323666
2118,.8,.6838517,.3473367
2118,.85,.7963514,.358834
2118,.9,.9497395,.3742985
2118,.95,1.257271,.3801671
2119,.05,-.3879783,.1598593
2119,.1,-.2891413,.2104033
2119,.15,-.1582299,.2185754
2119,.2,-.1239547,.2445188
2119,.25,-.0580366,.2527754
2119,.3,.0222332,.2523245
2119,.35,.0707208,.2657107
2119,.4,.1350185,.2760887
2119,.45,.1903893,.285147
2119,.5,.2714646,.286637
2119,.55,.3199767,.2987937
2119,.6,.3826303,.3047247
2119,.65,.4584419,.3070903
2119,.7,.504721,.321342
2119,.75,.5973912,.333847
2119,.8,.6868976,.3488837
2119,.85,.7998984,.3604322
2119,.9,.9539696,.3759656
2119,.95,1.262871,.3818603
2120,.05,-.3897064,.1605713
2120,.1,-.2904291,.2113404
2120,.15,-.1589347,.2195489
2120,.2,-.1245068,.2456079
2120,.25,-.0582951,.2539013
2120,.3,.0223322,.2534484
2120,.35,.0710358,.2668943
2120,.4,.1356199,.2773184
2120,.45,.1912373,.286417
2120,.5,.2726738,.2879137
2120,.55,.3214019,.3001245
2120,.6,.3843346,.306082
2120,.65,.4604839,.3084581
2120,.7,.5069691,.3227732
2120,.75,.6000521,.335334
2120,.8,.6899571,.3504377
2120,.85,.8034613,.3620376
2120,.9,.9582188,.3776402
2120,.95,1.268495,.3835612
2121,.05,-.3914421,.1612865
2121,.1,-.2917227,.2122817
2121,.15,-.1596426,.2205268
2121,.2,-.1250613,.2467019
2121,.25,-.0585547,.2550322
2121,.3,.0224317,.2545772
2121,.35,.0713522,.268083
2121,.4,.136224,.2785536
2121,.45,.1920891,.2876927
2121,.5,.2738882,.2891961
2121,.55,.3228334,.3014613
2121,.6,.3860464,.3074453
2121,.65,.4625349,.309832
2121,.7,.5092272,.3242109
2121,.75,.6027247,.3368276
2121,.8,.6930302,.3519986
2121,.85,.8070399,.3636501
2121,.9,.9624867,.3793222
2121,.95,1.274145,.3852696
2122,.05,-.3931856,.1620049
2122,.1,-.2930221,.2132273
2122,.15,-.1603537,.2215091
2122,.2,-.1256184,.2478007
2122,.25,-.0588156,.2561682
2122,.3,.0225316,.2557111
2122,.35,.07167,.2692771
2122,.4,.1368307,.2797943
2122,.45,.1929447,.2889741
2122,.5,.2751082,.2904842
2122,.55,.3242713,.302804
2122,.6,.3877659,.3088147
2122,.65,.4645951,.311212
2122,.7,.5114953,.325655
2122,.75,.6054093,.3383278
2122,.8,.696117,.3535664
2122,.85,.8106345,.3652699
2122,.9,.9667736,.3810118
2122,.95,1.279821,.3869856
2123,.05,-.3949369,.1627265
2123,.1,-.2943272,.214177
2123,.15,-.1610679,.2224957
2123,.2,-.1261779,.2489044
2123,.25,-.0590775,.2573091
2123,.3,.022632,.2568501
2123,.35,.0719892,.2704765
2123,.4,.1374402,.2810405
2123,.45,.1938041,.2902613
2123,.5,.2763335,.291778
2123,.55,.3257157,.3041528
2123,.6,.389493,.3101902
2123,.65,.4666644,.3125982
2123,.7,.5137735,.3271055
2123,.75,.6081058,.3398348
2123,.8,.6992176,.3551412
2123,.85,.8142452,.3668968
2123,.9,.9710798,.3827088
2123,.95,1.285521,.3887093
2124,.05,-.396696,.1634513
2124,.1,-.2956382,.215131
2124,.15,-.1617853,.2234867
2124,.2,-.1267399,.2500131
2124,.25,-.0593407,.2584552
2124,.3,.0227328,.2579941
2124,.35,.0723098,.2716812
2124,.4,.1380524,.2822923
2124,.45,.1946673,.2915541
2124,.5,.2775643,.2930776
2124,.55,.3271664,.3055075
2124,.6,.3912279,.3115718
2124,.65,.468743,.3139905
2124,.7,.5160619,.3285624
2124,.75,.6108144,.3413484
2124,.8,.702332,.356723
2124,.85,.8178719,.368531
2124,.9,.975405,.3844134
2124,.95,1.291247,.3904406
2125,.05,-.3984629,.1641793
2125,.1,-.296955,.2160892
2125,.15,-.1625059,.2244821
2125,.2,-.1273044,.2511266
2125,.25,-.059605,.2596064
2125,.3,.022834,.2591432
2125,.35,.0726319,.2728913
2125,.4,.1386673,.2835497
2125,.45,.1955344,.2928527
2125,.5,.2788006,.294383
2125,.55,.3286237,.3068682
2125,.6,.3929704,.3129596
2125,.65,.4708308,.315389
2125,.7,.5183605,.3300259
2125,.75,.613535,.3428688
2125,.8,.7054603,.3583119
2125,.85,.8215147,.3701725
2125,.9,.9797495,.3861256
2125,.95,1.296998,.3921796
2126,.05,-.4002377,.1649106
2126,.1,-.2982776,.2170516
2126,.15,-.1632297,.225482
2126,.2,-.1278714,.2522452
2126,.25,-.0598704,.2607627
2126,.3,.0229357,.2602975
2126,.35,.0729554,.2741067
2126,.4,.1392849,.2848126
2126,.45,.1964053,.2941571
2126,.5,.2800424,.2956942
2126,.55,.3300873,.308235
2126,.6,.3947208,.3143535
2126,.65,.4729279,.3167938
2126,.7,.5206693,.3314958
2126,.75,.6162677,.344396
2126,.8,.7086024,.3599079
2126,.85,.8251738,.3718212
2126,.9,.9841134,.3878455
2126,.95,1.302775,.3939264
2127,.05,-.4020204,.1656451
2127,.1,-.2996062,.2180184
2127,.15,-.1639568,.2264863
2127,.2,-.128441,.2533687
2127,.25,-.0601371,.2619241
2127,.3,.0230379,.2614569
2127,.35,.0732804,.2753276
2127,.4,.1399053,.2860812
2127,.45,.1972801,.2954673
2127,.5,.2812898,.2970113
2127,.55,.3315576,.3096079
2127,.6,.3964789,.3157536
2127,.65,.4750344,.3182048
2127,.7,.5229884,.3329723
2127,.75,.6190126,.3459299
2127,.8,.7117586,.3615109
2127,.85,.8288492,.3734774
2127,.9,.9884967,.3895729
2127,.95,1.308578,.395681
2128,.05,-.403811,.1663829
2128,.1,-.3009406,.2189895
2128,.15,-.164687,.2274951
2128,.2,-.1290131,.2544972
2128,.25,-.060405,.2630908
2128,.3,.0231405,.2626214
2128,.35,.0736068,.276554
2128,.4,.1405284,.2873554
2128,.45,.1981588,.2967833
2128,.5,.2825426,.2983342
2128,.55,.3330343,.3109869
2128,.6,.3982448,.31716
2128,.65,.4771502,.3196221
2128,.7,.5253178,.3344554
2128,.75,.6217697,.3474707
2128,.8,.7149287,.3631211
2128,.85,.8325409,.3751408
2128,.9,.9928995,.3913081
2128,.95,1.314406,.3974434
2129,.05,-.4056096,.167124
2129,.1,-.302281,.2199649
2129,.15,-.1654205,.2285084
2129,.2,-.1295877,.2556308
2129,.25,-.060674,.2642626
2129,.3,.0232436,.2637911
2129,.35,.0739346,.2777857
2129,.4,.1411543,.2886353
2129,.45,.1990414,.2981052
2129,.5,.2838011,.2996629
2129,.55,.3345177,.3123721
2129,.6,.4000186,.3185727
2129,.65,.4792754,.3210458
2129,.7,.5276576,.3359451
2129,.75,.6245391,.3490184
2129,.8,.7181131,.3647385
2129,.85,.8362491,.3768117
2129,.9,.997322,.393051
2129,.95,1.320261,.3992136
2130,.05,-.4074163,.1678684
2130,.1,-.3036274,.2209446
2130,.15,-.1661573,.2295262
2130,.2,-.1301649,.2567694
2130,.25,-.0609443,.2654397
2130,.3,.0233471,.2649661
2130,.35,.0742639,.2790231
2130,.4,.1417831,.2899209
2130,.45,.1999279,.299433
2130,.5,.2850652,.3009977
2130,.55,.3360077,.3137634
2130,.6,.4018003,.3199916
2130,.65,.4814102,.3224757
2130,.7,.5300078,.3374414
2130,.75,.6273209,.3505729
2130,.8,.7213117,.366363
2130,.85,.8399739,.3784901
2130,.9,1.001764,.3948017
2130,.95,1.326141,.4009918
2131,.05,-.4092309,.1686161
2131,.1,-.3049798,.2219287
2131,.15,-.1668974,.2305485
2131,.2,-.1307447,.257913
2131,.25,-.0612157,.2666219
2131,.3,.0234511,.2661463
2131,.35,.0745947,.2802658
2131,.4,.1424146,.2912122
2131,.45,.2008184,.3007667
2131,.5,.2863348,.3023383
2131,.55,.3375043,.315161
2131,.6,.40359,.3214169
2131,.65,.4835544,.3239121
2131,.7,.5323685,.3389444
2131,.75,.630115,.3521344
2131,.8,.7245244,.3679948
2131,.85,.8437151,.3801759
2131,.9,1.006226,.3965602
2131,.95,1.332048,.4027778
2132,.05,-.4110537,.1693671
2132,.1,-.3063382,.2229172
2132,.15,-.1676408,.2315754
2132,.2,-.131327,.2590618
2132,.25,-.0614884,.2678095
2132,.3,.0235555,.2673317
2132,.35,.0749269,.2815141
2132,.4,.1430489,.2925093
2132,.45,.2017129,.3021064
2132,.5,.2876102,.303685
2132,.55,.3390076,.3165647
2132,.6,.4053876,.3228485
2132,.65,.4857082,.3253548
2132,.7,.5347398,.3404541
2132,.75,.6329216,.3537029
2132,.8,.7277516,.3696339
2132,.85,.8474731,.3818693
2132,.9,1.010708,.3983265
2132,.95,1.337981,.4045718
2133,.05,-.4128845,.1701215
2133,.1,-.3077027,.2239101
2133,.15,-.1683875,.2326068
2133,.2,-.1319119,.2602157
2133,.25,-.0617622,.2690023
2133,.3,.0236604,.2685224
2133,.35,.0752607,.282768
2133,.4,.1436861,.2938122
2133,.45,.2026113,.3034519
2133,.5,.2888913,.3050376
2133,.55,.3405175,.3179747
2133,.6,.4071932,.3242865
2133,.65,.4878716,.3268039
2133,.7,.5371215,.3419705
2133,.75,.6357407,.3552783
2133,.8,.730993,.3712803
2133,.85,.8512478,.3835701
2133,.9,1.01521,.4001007
2133,.95,1.34394,.4063738
2134,.05,-.4147235,.1708792
2134,.1,-.3090732,.2249074
2134,.15,-.1691375,.2336429
2134,.2,-.1324995,.2613747
2134,.25,-.0620373,.2702005
2134,.3,.0237658,.2697184
2134,.35,.0755959,.2840275
2134,.4,.144326,.2951208
2134,.45,.2035138,.3048035
2134,.5,.290178,.3063963
2134,.55,.3420342,.319391
2134,.6,.4090069,.3257309
2134,.65,.4900446,.3282595
2134,.7,.5395139,.3434936
2134,.75,.6385723,.3568607
2134,.8,.7342489,.372934
2134,.85,.8550394,.3852786
2134,.9,1.019731,.4018828
2134,.95,1.349926,.4081838
2135,.05,-.4165708,.1716403
2135,.1,-.3104498,.2259092
2135,.15,-.1698909,.2346835
2135,.2,-.1330897,.2625389
2135,.25,-.0623137,.271404
2135,.3,.0238717,.2709198
2135,.35,.0759326,.2852926
2135,.4,.1449689,.2964353
2135,.45,.2044203,.3061612
2135,.5,.2914705,.307761
2135,.55,.3435577,.3208136
2135,.6,.4108286,.3271817
2135,.65,.4922273,.3297217
2135,.7,.541917,.3450236
2135,.75,.6414166,.3584502
2135,.8,.7375193,.3745951
2135,.85,.8588478,.3869947
2135,.9,1.024273,.4036728
2135,.95,1.355939,.4100019
2136,.05,-.4184262,.1724048
2136,.1,-.3118326,.2269154
2136,.15,-.1706476,.2357288
2136,.2,-.1336825,.2637083
2136,.25,-.0625912,.2726128
2136,.3,.023978,.2721265
2136,.35,.0762708,.2865633
2136,.4,.1456146,.2977557
2136,.45,.2053308,.3075248
2136,.5,.2927687,.3091318
2136,.55,.3450879,.3222425
2136,.6,.4126585,.328639
2136,.65,.4944197,.3311903
2136,.7,.5443307,.3465604
2136,.75,.6442735,.3600468
2136,.8,.7408043,.3762636
2136,.85,.8626732,.3887184
2136,.9,1.028836,.4054708
2136,.95,1.361979,.4118281
2137,.05,-.4202899,.1731727
2137,.1,-.3132215,.2279261
2137,.15,-.1714076,.2367788
2137,.2,-.1342779,.2648828
2137,.25,-.06287,.2738271
2137,.3,.0240848,.2733386
2137,.35,.0766105,.2878397
2137,.4,.1462632,.2990819
2137,.45,.2062453,.3088945
2137,.5,.2940727,.3105087
2137,.55,.3466249,.3236778
2137,.6,.4144965,.3301028
2137,.65,.4966219,.3326654
2137,.7,.5467551,.3481039
2137,.75,.6471431,.3616504
2137,.8,.7441038,.3779395
2137,.85,.8665155,.3904497
2137,.9,1.033418,.4072768
2137,.95,1.368045,.4136624
2138,.05,-.4221618,.173944
2138,.1,-.3146166,.2289413
2138,.15,-.1721711,.2378334
2138,.2,-.134876,.2660626
2138,.25,-.06315,.2750467
2138,.3,.0241921,.274556
2138,.35,.0769517,.2891217
2138,.4,.1469146,.300414
2138,.45,.2071639,.3102704
2138,.5,.2953825,.3118917
2138,.55,.3481688,.3251195
2138,.6,.4163427,.3315731
2138,.65,.4988339,.3341471
2138,.7,.5491904,.3496544
2138,.75,.6500255,.3632612
2138,.8,.7474181,.3796228
2138,.85,.870375,.3921888
2138,.9,1.038021,.4090908
2138,.95,1.374138,.4155049
2139,.05,-.4240422,.1747188
2139,.1,-.316018,.229961
2139,.15,-.172938,.2388927
2139,.2,-.1354767,.2672477
2139,.25,-.0634313,.2762718
2139,.3,.0242998,.2757789
2139,.35,.0772945,.2904095
2139,.4,.147569,.3017521
2139,.45,.2080867,.3116524
2139,.5,.2966982,.3132809
2139,.55,.3497196,.3265676
2139,.6,.4181971,.33305
2139,.65,.5010557,.3356354
2139,.7,.5516366,.3512118
2139,.75,.6529208,.3648792
2139,.8,.7507472,.3813137
2139,.85,.8742518,.3939357
2139,.9,1.042645,.4109129
2139,.95,1.380259,.4173556
2140,.05,-.4259309,.175497
2140,.1,-.3174255,.2309852
2140,.15,-.1737082,.2399568
2140,.2,-.1360801,.268438
2140,.25,-.0637138,.2775023
2140,.3,.0244081,.2770073
2140,.35,.0776388,.291703
2140,.4,.1482263,.3030961
2140,.45,.2090135,.3130405
2140,.5,.2980197,.3146763
2140,.55,.3512773,.3280222
2140,.6,.4200598,.3345334
2140,.65,.5032874,.3371303
2140,.7,.5540936,.3527761
2140,.75,.655829,.3665044
2140,.8,.754091,.3830121
2140,.85,.8781457,.3956903
2140,.9,1.047288,.4127432
2140,.95,1.386406,.4192145
2141,.05,-.4278281,.1762787
2141,.1,-.3188394,.2320141
2141,.15,-.1744819,.2410256
2141,.2,-.1366863,.2696337
2141,.25,-.0639976,.2787383
2141,.3,.0245168,.2782411
2141,.35,.0779846,.2930023
2141,.4,.1488865,.3044462
2141,.45,.2099445,.3144348
2141,.5,.2993471,.3160779
2141,.55,.3528419,.3294832
2141,.6,.4219308,.3360234
2141,.65,.5055292,.338632
2141,.7,.5565616,.3543474
2141,.75,.6587501,.3681369
2141,.8,.7574499,.3847181
2141,.85,.8820571,.3974527
2141,.9,1.051953,.4145816
2141,.95,1.392582,.4210818
2142,.05,-.4297336,.1770638
2142,.1,-.3202595,.2330475
2142,.15,-.1752591,.2420991
2142,.2,-.1372951,.2708346
2142,.25,-.0642827,.2799799
2142,.3,.024626,.2794804
2142,.35,.0783319,.2943073
2142,.4,.1495496,.3058021
2142,.45,.2108795,.3158353
2142,.5,.3006804,.3174857
2142,.55,.3544134,.3309507
2142,.6,.4238101,.3375201
2142,.65,.5077808,.3401402
2142,.7,.5590405,.3559257
2142,.75,.6616842,.3697765
2142,.8,.7608235,.3864316
2142,.85,.8859857,.399223
2142,.9,1.056639,.4164281
2142,.95,1.398784,.4229572
2143,.05,-.4316477,.1778525
2143,.1,-.3216859,.2340855
2143,.15,-.1760397,.2431774
2143,.2,-.1379066,.272041
2143,.25,-.064569,.2812269
2143,.3,.0247357,.2807252
2143,.35,.0786808,.2956182
2143,.4,.1502157,.3071642
2143,.45,.2118188,.3172421
2143,.5,.3020197,.3188998
2143,.55,.355992,.3324248
2143,.6,.4256978,.3390234
2143,.65,.5100425,.3416553
2143,.7,.5615305,.357511
2143,.75,.6646314,.3714236
2143,.8,.7642123,.3881528
2143,.85,.889932,.4010012
2143,.9,1.061345,.4182829
2143,.95,1.405015,.4248411
2144,.05,-.4335703,.1786447
2144,.1,-.3231187,.2351281
2144,.15,-.1768238,.2442606
2144,.2,-.1385208,.2732527
2144,.25,-.0648566,.2824795
2144,.3,.0248458,.2819756
2144,.35,.0790313,.2969349
2144,.4,.1508848,.3085324
2144,.45,.2127623,.3186551
2144,.5,.3033649,.3203202
2144,.55,.3575777,.3339055
2144,.6,.4275939,.3405335
2144,.65,.5123143,.343177
2144,.7,.5640317,.3591034
2144,.75,.6675917,.3730779
2144,.8,.7676162,.3898817
2144,.85,.8938959,.4027872
2144,.9,1.066072,.420146
2144,.95,1.411273,.4267334
2145,.05,-.4355014,.1794403
2145,.1,-.3245579,.2361754
2145,.15,-.1776114,.2453485
2145,.2,-.1391378,.2744697
2145,.25,-.0651454,.2837377
2145,.3,.0249565,.2832315
2145,.35,.0793833,.2982574
2145,.4,.1515569,.3099066
2145,.45,.21371,.3200744
2145,.5,.3047161,.3217469
2145,.55,.3591703,.3353927
2145,.6,.4294984,.3420502
2145,.65,.5145962,.3447056
2145,.7,.5665439,.3607029
2145,.75,.6705652,.3747396
2145,.8,.7710352,.3916183
2145,.85,.8978773,.4045813
2145,.9,1.070821,.4220173
2145,.95,1.417559,.4286341
2146,.05,-.4374412,.1802396
2146,.1,-.3260036,.2372274
2146,.15,-.1784025,.2464413
2146,.2,-.1397575,.2756923
2146,.25,-.0654356,.2850015
2146,.3,.0250677,.284493
2146,.35,.0797369,.2995859
2146,.4,.1522319,.3112869
2146,.45,.2146618,.3215
2146,.5,.3060733,.32318
2146,.55,.3607701,.3368866
2146,.6,.4314114,.3435737
2146,.65,.5168882,.3462409
2146,.7,.5690673,.3623095
2146,.75,.673552,.3764088
2146,.8,.7744695,.3933626
2146,.85,.9018766,.4063833
2146,.9,1.07559,.4238971
2146,.95,1.423872,.4305433
2147,.05,-.4393896,.1810424
2147,.1,-.3274556,.238284
2147,.15,-.1791971,.247539
2147,.2,-.14038,.2769202
2147,.25,-.0657271,.2862709
2147,.3,.0251793,.2857602
2147,.35,.080092,.3009203
2147,.4,.15291,.3126734
2147,.45,.2156179,.322932
2147,.5,.3074366,.3246195
2147,.55,.362377,.338387
2147,.6,.4333329,.345104
2147,.65,.5191904,.3477831
2147,.7,.5716019,.3639232
2147,.75,.6765519,.3780853
2147,.8,.7779189,.3951146
2147,.85,.9058936,.4081933
2147,.9,1.080381,.4257851
2147,.95,1.430214,.4324609
2148,.05,-.4413466,.1818488
2148,.1,-.3289141,.2393453
2148,.15,-.1799953,.2486415
2148,.2,-.1410053,.2781536
2148,.25,-.0660198,.287546
2148,.3,.0252915,.287033
2148,.35,.0804488,.3022606
2148,.4,.153591,.3140661
2148,.45,.2165783,.3243704
2148,.5,.3088059,.3260654
2148,.55,.3639911,.3398943
2148,.6,.435263,.3466412
2148,.65,.521503,.3493321
2148,.7,.5741479,.3655442
2148,.75,.6795654,.3797693
2148,.8,.7813839,.3968745
2148,.85,.9099284,.4100115
2148,.9,1.085193,.4276816
2148,.95,1.436585,.4343871
2149,.05,-.4433124,.1826587
2149,.1,-.3303791,.2404114
2149,.15,-.180797,.249749
2149,.2,-.1416333,.2793925
2149,.25,-.0663139,.2888267
2149,.3,.0254041,.2883115
2149,.35,.0808071,.3036069
2149,.4,.1542751,.315465
2149,.45,.217543,.3258151
2149,.5,.3101814,.3275177
2149,.55,.3656123,.3414082
2149,.6,.4372017,.3481851
2149,.65,.5238258,.3508881
2149,.7,.5767052,.3671723
2149,.75,.6825922,.3814608
2149,.8,.7848642,.3986422
2149,.85,.9139814,.4118377
2149,.9,1.090026,.4295865
2149,.95,1.442983,.4363219
2150,.05,-.445287,.1834723
2150,.1,-.3318506,.2414822
2150,.15,-.1816023,.2508614
2150,.2,-.1422642,.280637
2150,.25,-.0666092,.2901132
2150,.3,.0255173,.2895956
2150,.35,.081167,.3049592
2150,.4,.1549623,.3168701
2150,.45,.2185119,.3272663
2150,.5,.311563,.3289765
2150,.55,.3672408,.3429289
2150,.6,.4391491,.349736
2150,.65,.5261589,.352451
2150,.7,.5792739,.3688078
2150,.75,.6856326,.3831599
2150,.8,.7883601,.4004178
2150,.85,.9180523,.4136721
2150,.9,1.094882,.4314999
2150,.95,1.449411,.4382654
2151,.05,-.4472703,.1842895
2151,.1,-.3333287,.2425577
2151,.15,-.1824111,.2519788
2151,.2,-.1428978,.2818869
2151,.25,-.0669059,.2914054
2151,.3,.0256309,.2908855
2151,.35,.0815285,.3063175
2151,.4,.1556525,.3182814
2151,.45,.2194852,.328724
2151,.5,.3129507,.3304417
2151,.55,.3688765,.3444563
2151,.6,.4411051,.3512937
2151,.65,.5285025,.3540208
2151,.7,.581854,.3704504
2151,.75,.6886864,.3848665
2151,.8,.7918715,.4022012
2151,.85,.9221414,.4155146
2151,.9,1.099758,.4334219
2151,.95,1.455866,.4402174
2152,.05,-.4492625,.1851103
2152,.1,-.3348134,.2436381
2152,.15,-.1832236,.2531011
2152,.2,-.1435343,.2831425
2152,.25,-.0672039,.2927033
2152,.3,.0257451,.2921811
2152,.35,.0818917,.3076819
2152,.4,.1563458,.3196991
2152,.45,.2204628,.3301882
2152,.5,.3143446,.3319136
2152,.55,.3705195,.3459905
2152,.6,.4430698,.3528584
2152,.65,.5308565,.3555976
2152,.7,.5844457,.3721005
2152,.75,.6917539,.3865808
2152,.8,.7953986,.4039927
2152,.85,.9262487,.4173653
2152,.9,1.104657,.4353524
2152,.95,1.462351,.4421782
2153,.05,-.4512636,.1859348
2153,.1,-.3363047,.2447233
2153,.15,-.1840397,.2542284
2153,.2,-.1441736,.2844037
2153,.25,-.0675033,.2940071
2153,.3,.0258598,.2934825
2153,.35,.0822564,.3090523
2153,.4,.1570422,.3211231
2153,.45,.2214448,.3316589
2153,.5,.3157447,.3333919
2153,.55,.3721698,.3475316
2153,.6,.4450433,.35443
2153,.65,.5332209,.3571815
2153,.7,.5870488,.3737578
2153,.75,.694835,.3883026
2153,.8,.7989414,.4057921
