temp,no_wgt_comm,risk_adj_sample_wgt_old_comm,pop_adj_sample_wgt_comm,no_wgt_low,risk_adj_sample_wgt_old_low,pop_adj_sample_wgt_low,no_wgt_high,risk_adj_sample_wgt_old_high,pop_adj_sample_wgt_high
34.5,15981,.0028824727091883,.0045121956014766,9030,.0005685726010254,.0012957970870458,6951,.0023139001081628,.0032163985144308
34.6,15227,.0022880393997038,.0034862056417132,8809,.0005667515225094,.001031546080642,6418,.0017212878771944,.0024546595610712
34.7,13994,.0045684074053899,.0070103810269614,7903,.0006887282098716,.0016500489749434,6091,.0038796791955183,.005360332052018
34.8,12752,.0036094075758814,.0054612813302788,7106,.0006185663177187,.0013339425673675,5646,.0029908412581628,.0041273387629113
34.9,12252,.0028832994012531,.0046802153602273,6699,.000671958734258,.0016099596258056,5553,.0022113406669951,.0030702557344218
35,12087,.0043087454499952,.006698907394648,6742,.0006990159066426,.0016596118675368,5345,.0036097295433526,.0050392955271112
35.1,12350,.0034901228930923,.0052656303816963,7156,.0005959957833053,.0012502061000964,5194,.002894127109787,.0040154242815999
35.2,10387,.0037303890638188,.0056960974729638,5686,.0005856134814614,.0013276750674117,4701,.0031447755823574,.0043684224055522
35.3,9743,.0026707392023294,.0041538913163677,5194,.0005562112968917,.0012210022710321,4549,.0021145279054377,.0029328890453357
35.4,9619,.001927688509344,.002963808800354,5599,.0004474926601366,.0008911439376716,4020,.0014801958492074,.0020726648626824
35.5,6785,.0020499130142789,.0030750835537598,3634,.0003214045697092,.0006622776198788,3151,.0017285084445697,.002412805933881
35.6,9140,.0036685233592674,.0066465112408425,4870,.0010720579130128,.0030630164598103,4270,.0025964654462546,.0035834947810322
35.7,8787,.003367818786697,.005082015417656,4575,.0004511351662974,.0010590568712346,4212,.0029166836203996,.0040229585464213
35.8,6818,.0022423179146153,.0036043666943354,3317,.0003960590890719,.0009866047268781,3501,.0018462588255434,.0026177619674573
35.9,7913,.0015971878132187,.0024208317026666,4426,.0003242290483698,.0006268799876082,3487,.001272958764849,.0017939517150584
36,7637,.0015447828559793,.0025582166194086,4174,.0003462969977928,.0008817124270661,3463,.0011984858581866,.0016765041923426
36.1,6446,.0025635046309219,.0038302559907974,3377,.0004196474381392,.0008814832824182,3069,.0021438571927827,.0029487727083792
36.2,6790,.003095224012204,.0053450702495494,3607,.000869082095407,.0022765927139571,3183,.002226141916797,.0030684775355923
36.3,5855,.003132145787892,.0065015130602489,3163,.0014187703633126,.0041329027301729,2692,.0017133754245794,.0023686103300761
36.4,7588,.0020395695324333,.0031531067454459,4024,.0002980591014671,.0007459255871552,3564,.0017415104309663,.0024071811582906
36.5,7100,.0021995754570867,.0032638917272053,3917,.0003546124718201,.0007003531148986,3183,.0018449629852666,.0025635386123066
36.6,4918,.000802269306578,.0012289153428342,2665,.0001614630649607,.0003311159805142,2253,.0006408062416173,.00089779936232
36.7,5681,.0032328807176456,.0049718016128634,2828,.0004080258307286,.0010928065342127,2853,.0028248548869169,.0038789950786506
36.8,5466,.0017276350040276,.0026462821485628,2880,.0002608987773142,.0006161981232546,2586,.0014667362267134,.0020300840253081
36.9,4248,.0021831245897427,.0036389959798615,2295,.0004338114551158,.0012103646111252,1953,.0017493131346269,.0024286313687363
37,4720,.002031304711288,.0032016337874294,2418,.0003244362527067,.0008176321092797,2302,.0017068684585813,.0023840016781497
37.1,4376,.0021438765947864,.0037829440103282,2339,.0005744691520553,.0016251994266625,2037,.001569407442731,.0021577445836657
37.2,5696,.0029799525588829,.0050100403268103,3199,.0006346022368952,.0017802282662813,2497,.0023453503219877,.003229812060529
37.3,3287,.0021851683456447,.0033939640145114,1640,.0003161716706993,.0008200099797901,1647,.0018689966749454,.0025739540347213
37.4,3804,.0013204995634185,.001993254619894,2005,.0002584497880361,.0005220122081601,1799,.0010620497753824,.0014712424117339
37.5,3091,.0020965092610493,.0034751213741888,1627,.0004296403625599,.0011815317240031,1464,.0016668688984894,.0022935896501857
37.6,3384,.0022516758064686,.003363387433495,1798,.0003463171727626,.0007521112723101,1586,.0019053586337061,.0026112761611848
37.7,2288,.0013712729255939,.0021435502662854,1154,.0002530569028345,.0006089606403108,1134,.0011182160227594,.0015345896259746
37.8,2568,.0027041474871218,.0038704533566355,1354,.0002824703139909,.0005629464082019,1214,.002421677173131,.0033075069484336
37.9,2666,.0014534297336761,.002102548743866,1391,.0001101695873188,.0002414827036458,1275,.0013432601463573,.0018610660402202
38,2674,.0008416281276664,.0012158725350562,1560,.0001152274752148,.0002092550094128,1114,.0007264006524517,.0010066175256433
38.1,2678,.0009071307120794,.0013967825326515,1488,.0001376210596256,.0003327927792665,1190,.0007695096524538,.0010639897533851
38.2,2298,.001638503111008,.0025473056743488,1260,.0002725414235869,.0006722320199797,1038,.0013659616874211,.0018750736543691
38.3,1798,.0005640243059852,.0008539767873589,968,.0001351840616034,.000249338497082,830,.0004288402443818,.0006046382902769
38.4,1612,.0009108347493825,.0012803861405168,927,.0001433285847128,.0002206343021148,685,.0007675061646696,.001059751838402
38.5,2589,.0011898614581525,.0017929208861527,1437,.000199477047879,.0004261807759216,1152,.0009903844102735,.0013667401102311
38.6,2098,.0012793951197808,.0019822851235617,1151,.0001770751555514,.0004387414359551,947,.0011023199642294,.0015435436876066
38.7,1575,.0009496644046995,.0013776267842062,700,.0001177823098089,.0002357166854363,875,.0008318820948906,.00114191009877
38.8,1975,.0013439293940022,.0020951549349293,1072,.0002011269495763,.0005270105469553,903,.0011428024444259,.001568144387974
38.9,1869,.0017713115105186,.0027642807084127,1033,.0002089688030928,.0006276845880151,836,.0015623427074257,.0021365961203976
39,2357,.0005906347858388,.0008660937180518,1368,.0001139155433455,.000196870038484,989,.0004767192424933,.0006692236795678
39.1,1027,.0010085331249107,.0014936376031265,543,.0001583971611031,.0003278925715597,484,.0008501359638076,.0011657450315667
39.2,936,.0011560650849164,.0017825109726344,406,.0001198381320275,.0003691504812946,530,.0010362269528889,.0014133604913398
39.3,1010,.0012791091806926,.0019325024435677,475,.000143115222172,.0003678528395061,535,.0011359939585206,.0015646496040616
39.4,1238,.000698530131327,.0010719188847571,718,.0001694849862199,.0003485828467009,520,.0005290451451071,.0007233360380562
39.5,1681,.0004912657765606,.0007536278055373,955,.0000834677739657,.0001907953614164,726,.0004077980025948,.0005628324441209
39.6,1010,.0006089472837898,.000871228072812,472,.0000883632622104,.0001553608358826,538,.0005205840215794,.0007158672369294
39.7,986,.0008800176411606,.0014030846525075,534,.0001735544111767,.0004342982539163,452,.0007064632299839,.0009687863985912
39.8,833,.0004890405821973,.0007630209726515,424,.0000628897370356,.0001774270212986,409,.0004261508451617,.0005855939513528
39.9,892,.0006446888844105,.0009519797719928,424,.0000444906817301,.000122793444651,468,.0006001982026804,.0008291863273417
40,789,.0008048579234023,.0012160421572635,399,.0000792489370267,.0002241768004225,390,.0007256089863756,.0009918653568409
40.1,885,.0004252099641321,.0007064213864183,503,.0001390790959479,.000315068587416,382,.0002861308681842,.0003913527990023
40.2,1026,.0010610345583286,.0015722921229955,525,.0000937273749388,.0002530406358512,501,.0009673071833898,.0013192514871443
40.3,1063,.0007790463169278,.0012253413871204,588,.0001260503984029,.0003345016938445,475,.000652995918525,.0008908396932759
40.4,899,.0005597977767228,.0008222026004099,434,.0000705018991369,.000150595899939,465,.0004892958775859,.0006716067004708
40.5,1056,.0012345203162857,.0018492537557508,559,.0000972032519646,.0002997938867775,497,.0011373170643211,.0015494598689734
40.6,1249,.0010112379126894,.0015789163754958,599,.0001328416425195,.0003720496145918,650,.0008783962701699,.001206866760904
40.7,669,.0007162328236273,.0010574448152825,311,.0000817316994135,.0001922544397803,358,.0006345011242138,.0008651903755021
40.8,862,.000694323784145,.0010914494261187,370,.0000803221026868,.0002226221532564,492,.0006140016814582,.0008688272728623
40.9,451,.0003159020312056,.0004920483507638,261,.0000448670429489,.0001225070358251,190,.0002710349882566,.0003695413149387
41,754,.0008109265604229,.0011937022386594,400,.0000526573736326,.0001604798828643,354,.0007582691867903,.0010332223557952
41.1,338,.0004932805016682,.000731923314925,186,.0000965351867666,.0001867787464707,152,.0003967453149016,.0005451445684543
41.2,368,.0004230379432555,.0005969568024204,183,.0000766596775428,.0001239985965302,185,.0003463782657127,.0004729582058902
41.3,466,.0010868683636009,.0015893132855314,232,.0000786202017793,.0002166560210339,234,.0010082481618217,.0013726572644974
41.4,457,.0007842613369413,.0011386905288853,181,.000053266378532,.0001412349470562,276,.0007309949584093,.0009974555818291
41.5,692,.0004557206368391,.0006882914275754,354,.000065917146008,.0001545097576672,338,.0003898034908311,.0005337816699083
41.6,705,.0001756000095848,.0002689104618012,418,.0000516625275067,.0000984191870861,287,.0001239374820782,.0001704912747151
41.7,899,.0003741566862322,.0005880270457346,485,.0000535418835436,.0001498764581277,414,.0003206148026886,.0004381505876069
41.8,500,.0002427823693487,.0003467019912058,303,.0000474364496043,.0000789239568724,197,.0001953459197445,.0002677780343334
41.9,344,.0003200023369228,.0004577688094414,178,.0000519500622342,.0000918195481403,166,.0002680522746885,.0003659492613011
42,547,.0001417061257845,.000199849396564,284,.0000239258124008,.0000381721287599,263,.0001177803133836,.0001616772678041
42.1,270,.0003524535701628,.0004961871942453,145,.0000265960027965,.0000524255526495,125,.0003258575673663,.0004437616415958
42.2,648,.0002483209219342,.0003490088789917,344,.0000158691037262,.0000312830092335,304,.000232451818208,.0003177258697582
42.3,299,.0004417547767839,.0006689125257795,133,.0000551143984211,.0001421765060594,166,.0003866403783628,.0005267360197201
42.4,146,.000146587955165,.0002226674685084,72,.0000109439977167,.0000318746153747,74,.0001356439574483,.0001907928531337
42.5,188,.0002404625743115,.0003450435014587,90,.0000112112652983,.0000324989179958,98,.0002292513090132,.0003125445834629
42.6,201,.0001625987394991,.0002542631577258,110,.0000126504021078,.0000391110497133,91,.0001499483373912,.0002151521080125
42.7,73,.0002970581082788,.0004606371837514,28,.0000316733292607,.0000994308424502,45,.0002653847790182,.0003612063413012
42.8,159,.0002311416647998,.000383556591383,84,.0000564241296583,.0001455720025585,75,.0001747175351414,.0002379845888245
42.9,263,.0000824284105303,.0001179289003059,145,3.62367795326e-06,.0000103619718046,118,.000078804732577,.0001075669285013
43,66,.0003349141413054,.0004955835819658,15,.0000293045921609,.0000797684404859,51,.0003056095491445,.0004158151414799
43.1,7,.0000199811265702,.0000318977574807,2,2.59810894931e-06,8.24626613394e-06,5,.0000173830176209,.0000236514913468
43.2,82,.0000113380031266,.0000133259785322,35,7.17438761111e-06,7.20582708524e-06,47,4.16361551547e-06,6.12015144696e-06
43.4,141,.0000589482901443,.0000881311939671,66,.0000123327426733,.0000242806711501,75,.000046615547471,.000063850522817
43.6,33,3.65390465440e-07,5.50706392488e-07,24,3.07827346058e-07,4.13496314078e-07,9,5.75631193822e-08,1.37210078410e-07
43.7,23,2.23015720513e-06,2.24320862374e-06,12,2.19870411211e-06,2.16823559196e-06,11,3.14530930190e-08,7.49730317828e-08
43.8,143,.0000344245375625,.0000599915209389,79,.0000120659947349,.0000292770438284,64,.0000223585428276,.0000307144771106
43.9,40,.0000264871930065,.0000387484337474,18,3.42399020736e-06,7.26430962361e-06,22,.0000230632027991,.0000314841241238
44,2,3.67346115127e-06,7.21894502931e-06,1,1.22470123642e-06,3.88713988286e-06,1,2.44875991484e-06,3.33180514644e-06
44.2,7,.0000181594900823,.0000357490257556,3,.0000132676209432,.0000129662926156,4,4.89186913910e-06,.00002278273314
44.3,1,2.45769524554e-06,7.80060054240e-06,1,2.45769524554e-06,7.80060054240e-06,0,0,0
44.7,2,4.51226514997e-06,4.40978465122e-06,2,4.51226514997e-06,4.40978465122e-06,0,0,0
44.9,8,1.44785241840e-06,1.99073484275e-06,3,2.79527307967e-08,3.75481619130e-08,5,1.41989968760e-06,1.95318668084e-06
45,2,3.25579298988e-06,3.18184902426e-06,2,3.25579298988e-06,3.18184902426e-06,0,0,0
45.1,48,6.36949970545e-07,1.00938511860e-06,27,4.89130633774e-07,6.57036194340e-07,21,1.47819336771e-07,3.52348924260e-07
45.2,4,2.79824030258e-06,3.80731125915e-06,0,0,0,4,2.79824030258e-06,3.80731125915e-06
45.3,76,.0000277104423527,.0000381182370353,31,6.39367888855e-07,8.58845922380e-07,45,.0000270710744639,.0000372593911129
45.7,7,.0000541738313586,.0000822536280793,1,4.71186558570e-06,.0000149552233779,6,.0000494619657729,.0000672984047014
45.8,161,8.55745588724e-06,.0000121221775133,78,9.56143199282e-07,1.28436177427e-06,83,7.60131268795e-06,.0000108378157391
46.1,2,.0000233569808188,.0000317797239404,0,0,0,2,.0000233569808188,.0000317797239404
