temp,no_wgt_comm,risk_adj_sample_wgt_old_comm,pop_adj_sample_wgt_comm,no_wgt_low,risk_adj_sample_wgt_old_low,pop_adj_sample_wgt_low,no_wgt_high,risk_adj_sample_wgt_old_high,pop_adj_sample_wgt_high
11.2,257,.0005751630831838,.0007184026796381,185,.0005257879706164,.0005281229908292,72,.0000493751125674,.0001902796888089
11.3,196,.0005304150964491,.0006436347329668,152,.0004933971932815,.0005054410377738,44,.0000370179031677,.000138193695193
11.4,197,.0005078735724311,.0005930756086912,163,.0004803718332198,.0004771829710819,34,.0000275017392113,.0001158926376092
11.5,259,.0006250634756633,.0007784337102894,205,.0005753152600931,.0005963662660893,54,.0000497482155701,.0001820674442001
11.6,264,.0007634318643284,.0009849279210812,195,.0006966467373672,.0007041565588679,69,.0000667851269611,.0002807713622133
11.7,173,.000420035262124,.0004863104108495,142,.0003997580708983,.0004084674110345,31,.0000202771912257,.0000778429998149
11.8,219,.0005000966728526,.0006516201971127,150,.0004502248991445,.0004507763549508,69,.0000498717737081,.0002008438421619
11.9,190,.0004282163906164,.0005662035969003,126,.0003815387588739,.0003908935766352,64,.0000466776317425,.0001753100202651
12,212,.0005818669159883,.000733870407057,160,.0005284899137994,.0005309472566886,52,.0000533770021889,.0002029231503684
12.1,397,.000522622093089,.0006898240562632,241,.0004702787506656,.0004831446016094,156,.0000523433424233,.0002066794546538
12.2,272,.0005826875299384,.0007117149638312,189,.000537047513367,.0005410834397477,83,.0000456400165714,.0001706315240835
12.3,216,.0004424478644083,.0005864410844367,154,.000395074109349,.0004041210526395,62,.0000473737550593,.0001823200317972
12.4,206,.0005914297781118,.0006955590564246,160,.0005551223556211,.0005542403737593,46,.0000363074224907,.0001413186826653
12.5,218,.0005642749945736,.0007083479447374,161,.0005172733058316,.0005167944900393,57,.0000470016887419,.0001915534546981
12.6,203,.0005527954523359,.0007053687391476,154,.0005020119741062,.0005067845469853,49,.0000507834782297,.0001985841921623
12.7,287,.0003991795103866,.000513968002311,191,.0003616297047335,.0003689456464153,96,.0000375498056531,.0001450223558956
12.8,238,.0005557964345115,.0007276747718405,160,.0004988657579474,.0005069322037343,78,.0000569306765641,.0002207425681062
12.9,236,.0005755157959833,.0007102455157764,166,.0005239389427025,.0005210138845513,70,.0000515768532807,.0001892316312251
13,255,.0007516420090994,.0009290655033425,189,.0006942809781734,.0006808164823369,66,.000057361030926,.0002482490210056
13.1,243,.0004613864719258,.0005789616876557,178,.0004232454152349,.0004351216019383,65,.000038141056691,.0001438400857174
13.2,195,.000537156245187,.0006368121245828,163,.000507074676193,.0005136533695236,32,.000030081568994,.0001231587550592
13.3,200,.0003965558800871,.0005300441518727,149,.0003564715261462,.000363433000274,51,.000040084353941,.0001666111515988
13.4,249,.0006966751831745,.00085886084526,180,.0006402666769167,.0006487656347383,69,.0000564085062578,.0002100952105217
13.5,324,.000567735000693,.0007751431103502,200,.0005013914085028,.0005106480273263,124,.0000663435921902,.000264495083024
13.6,195,.0004129343245061,.0005151790930036,146,.0003808472866078,.000383080666075,49,.0000320870378983,.0001320984269286
13.7,303,.0005401170707926,.0007123851042063,208,.0004838114370682,.0004837075130835,95,.0000563056337244,.0002286775911229
13.8,252,.0005500151464459,.0007142583029647,183,.0004945933164655,.0004950497736984,69,.0000554218299804,.0002192085292663
13.9,213,.0004491861203055,.0005342469095408,153,.0004198111233902,.0004228644582662,60,.0000293749969154,.0001113824512746
14,229,.0005112672575009,.0007283437620247,136,.0004427110596747,.000443053165466,93,.0000685561978262,.0002852905965587
14.1,235,.0005030475083763,.0006415177249144,164,.0004637287314284,.0004652845571331,71,.0000393187769478,.0001762331677813
14.2,347,.0007984785943229,.0009768333578855,264,.0007460993753696,.0007570986997187,83,.0000523792189533,.0002197346581667
14.3,336,.00069647871767,.0009329631270187,220,.000627217189229,.000633302663207,116,.000069261528441,.0002996604638117
14.4,310,.0008232731324052,.0009370454561148,214,.0007822408646909,.0007731722433073,96,.0000410322677142,.0001638732128075
14.5,586,.0005021219342345,.0006918487416532,329,.0004425173507734,.0004492305731834,257,.0000596045834611,.0002426181684698
14.6,238,.0004849231672459,.0006393447505877,165,.0004355274492847,.0004440353180195,73,.0000493957179613,.0001953094325682
14.7,490,.0007296682808066,.0008881414248934,315,.0006813795961347,.0006717870263326,175,.0000482886846719,.0002163543985607
14.8,269,.0007783313987773,.0009668132087768,194,.0007194109768989,.0007136075268477,75,.0000589204218784,.0002532056819291
14.9,643,.0005046992048832,.0006308297297961,408,.0004643881887325,.0004692378785158,235,.0000403110161507,.0001615918512803
15,486,.0005077102978908,.0006762059325989,294,.0004515217719234,.0004579074723918,192,.0000561885259673,.000218298460207
15.1,330,.0006830402086057,.0008458127848152,230,.000633552950333,.000634512569371,100,.0000494872582727,.0002113002154442
15.2,244,.0003734835526035,.0005007397667796,155,.0003326215664732,.0003361592549544,89,.0000408619861303,.0001645805118251
15.3,567,.0006194011376397,.0007349110711239,390,.0005816212966225,.000590301070114,177,.0000377798410172,.0001446100010098
15.4,511,.0005649497236775,.0008299006176702,306,.0004813470728877,.0004841656753851,205,.0000836026507898,.0003457349422851
15.5,667,.000731460410645,.0008318731057995,409,.0006933884016989,.0006910074112616,258,.0000380720089461,.0001408656945379
15.6,681,.0006711318503489,.00081530480377,381,.0006147420467677,.0006145085601164,300,.0000563898035812,.0002007962436537
15.7,392,.0007989356201659,.0010028603683683,249,.0007381111355547,.0007379230280069,143,.0000608244846112,.0002649373403614
15.8,519,.0008324791462462,.0010298963512958,336,.0007673073891818,.0007714683029674,183,.0000651717570643,.0002584280483284
15.9,794,.0007642935197432,.0009115887805962,490,.0007189275097845,.00072040646155,304,.0000453660099586,.0001911823190461
16,2357,.0008676831031239,.0009766068854191,497,.0007276498321751,.0007263026356861,906,.0000559358773203,.0002341363998342
16.1,763,.000807314714793,.0009735034514038,472,.0007529928627517,.0007506265692121,291,.0000543218520414,.0002228768821917
16.2,355,.000597644263322,.0007900906471838,200,.0005403674965099,.0005428976958508,155,.0000572767668121,.000247192951333
16.3,722,.0006732272780142,.0008787815624243,422,.0006103426430411,.000616959728772,300,.0000628846349732,.0002618218336523
16.4,559,.0006616202643176,.0008554372805472,345,.0006043129236706,.000604746254147,214,.000057307340647,.0002506910264002
16.5,1102,.000787050029075,.0009946826605978,602,.000717528576385,.0007170085046635,500,.00006952145269,.0002776741559343
16.6,1136,.0008766659709387,.0010892640760138,709,.0007996365099032,.0007936529901695,427,.0000770294610355,.0002956110858443
16.7,2639,.0009766122473199,.0011299513130122,556,.0008111126742381,.0008062836754247,969,.0000729883597093,.0003058822182929
16.8,882,.0007502184899971,.0009157014325389,539,.0006964233268816,.0007026978673397,343,.0000537951631155,.0002130035651993
16.9,2562,.0007755141384903,.000892108777928,668,.0006116467422597,.0006131433827489,957,.0000696509048415,.0002608521336156
17,1441,.0006865516374804,.0008890844868934,800,.0006183283518872,.0006165544277539,641,.0000682232855932,.0002725300591395
17.1,3201,.0008088389620322,.000937875776624,827,.000675391003058,.0006719598977991,1173,.0000617072943777,.0002521236285716
17.2,2196,.0006314046682152,.0006176471504631,253,.0005182763838087,.0005122593509439,820,.0000231875355348,.0000880965557122
17.3,1161,.0009945760949242,.0014458412557521,642,.0008175511897071,.0009136132878325,519,.0001770249052172,.0005322279679196
17.4,4553,.0010990515172894,.0011038483999779,560,.0008644684664063,.0008567929282803,1650,.0000517163817603,.000211899080671
17.5,2884,.0008187367763837,.0010028978439123,763,.0006817396605566,.0006887079135954,1124,.0000740387713977,.0003020860941944
17.6,1475,.000688157512192,.0008358369412501,905,.000638662310412,.0006277655071433,570,.00004949520178,.0002080714341068
17.7,869,.0007890121765409,.0009860311178054,495,.0007315521533078,.0007280965941616,374,.0000574600232331,.0002579345236438
17.8,1150,.0009253995423291,.0011154921502341,718,.0008615508605478,.0008570491634423,432,.0000638486817812,.0002584429867918
17.9,4461,.0007022618320443,.0008242578979738,1572,.0005716490731564,.0005762564838871,1709,.00006138566876,.0002346924023691
18,7070,.0010964116065207,.0012366543715328,852,.0006865963491592,.0007444654018098,2618,.0001647402201996,.0004450729264818
18.1,4082,.0010387848376124,.0012939185336481,1272,.000841534009537,.0008438115389785,1625,.0001252456796219,.0004362638970138
18.2,6441,.0012690373457193,.0013844787495121,958,.0009045912096043,.0009227617224753,2390,.0001367442083628,.0004179409903186
18.3,2527,.0006247997423824,.0007750423293131,1488,.0005724216545462,.0005735877035545,1039,.0000523780878362,.0002014546257586
18.4,5462,.0010104873936512,.0010487812526017,1236,.000814560526611,.0008174474544673,2148,.0000609317901117,.000205380792393
18.5,5479,.0012503399381459,.00153148128133,2069,.0009740740871853,.0009772663969186,2236,.0001876858783007,.0005371852520502
18.6,10666,.0013400690504712,.00127947121987,1216,.000709809888475,.0007349588067725,4076,.0002142133161576,.0004645269758609
18.7,8697,.0010312815971822,.0010666926246239,1915,.0007062285098322,.0007230099406372,3463,.0000862058432267,.0002977639435353
18.8,2509,.0010236630310098,.0012841364282286,1352,.0009041052584968,.0009043599854427,1157,.000119557772513,.0003797764427859
18.9,2849,.0010923502496449,.0013512676767181,1769,.0009583334429774,.0009677692473447,1080,.0001340168066675,.0003834984293734
19,11308,.0014962230917858,.0015888607415052,1583,.0009630316162295,.0010009656593214,4250,.0001444663460433,.000513162093692
19.1,2908,.0010228839979123,.0013396698651457,1583,.0007901466832667,.000807892378336,1325,.0002327373146456,.0005317774868097
19.2,4933,.0013156068287516,.0016444536779536,2123,.0010506891701693,.0011133834225745,1921,.000190688861358,.0005167996579483
19.3,6024,.0014805682440869,.0015672009864339,1577,.0012493332936961,.0012484300262787,2262,.0000843150039562,.0002905253804969
19.4,5194,.0009219582232151,.0010090065267812,2049,.0007868698132328,.0007964668570534,2058,.0000578376462196,.0001976880946576
19.5,8072,.0017189613547625,.0017015212907808,2037,.0010495018517326,.001059737836731,3011,.000208914302876,.0005532429494431
19.6,14293,.0016624325133336,.0016634083877791,2457,.0010689526754808,.001087806893947,5499,.0001533083923858,.0004909778739389
19.7,8254,.0011260014758249,.0012645068731351,2881,.0008098234080222,.0008274262761167,3242,.0001673934676319,.0004084765347847
19.8,12254,.0014157405202244,.0014952034276893,3239,.0007411708581447,.0007690069605346,4665,.0003230569222058,.0006586176162108
19.9,9907,.0011920857542856,.0014248748917431,2892,.0008490125434109,.0008891811112763,3800,.0001246509221177,.0004937017682732
20,10449,.0011970517069562,.0012233580673908,3427,.000916737947303,.0009348041161617,4157,.0000768701591484,.0002494416142537
20.1,5109,.000823397543403,.0010823238494247,2927,.0007329342018504,.0007425398318636,2182,.0000904633415526,.0003397840175611
20.2,12888,.0013537257934055,.0010908229702962,3080,.0007403383205047,.0007435989853725,4889,.0000698386573811,.0002427259107277
20.3,7541,.0009176018459684,.0011756769963793,3546,.0007318224469763,.0007710862901227,3038,.0001230378246259,.0003925285445731
20.4,17959,.0022453872398875,.0016968280071641,3477,.0009966372446208,.0010015922868673,6529,.0001401296832566,.0004821018047568
20.5,9680,.0011848366259013,.0014436252766679,4684,.0009331804874221,.0010122307877181,4045,.0001666441929233,.000415050815048
20.6,18548,.0016894585697648,.0013776373825738,3533,.0006699759056595,.0006812585366534,6982,.0002131134450314,.0005413531562488
20.7,14782,.001984388111753,.001836969039808,4085,.0010789712696673,.0011251569758025,5911,.0002070723380019,.0005775542870374
20.8,15796,.002247232072815,.0015414586499057,4857,.0008797616968566,.0009062957334591,6077,.0001256666833506,.0003964242957536
20.9,16206,.0014390072371425,.0011984358759712,4043,.0006482357830044,.000648260756017,6222,.0001113382510062,.0004195530689542
21,11792,.0010491511112089,.001129807487031,3891,.0005967489391084,.0006397518803136,4867,.0001910932624541,.0004398185774646
21.1,23062,.0019375079268397,.0015999472294386,5080,.0008341739374958,.0008674065264351,8606,.0002202694935379,.0005627702308444
21.2,10455,.0008068465801819,.0009753239780934,4736,.0006355451529473,.0006748212880668,4538,.0001028814084995,.0002873488389396
21.3,18221,.0020469420942844,.0018296564167971,5530,.0009100970846112,.0009472134131432,7307,.0003139609530112,.0007242423107293
21.4,12662,.0011956441880236,.0013583364617122,5447,.0008319873348211,.000864649155102,5164,.0001996884193142,.0004621641296126
21.5,19988,.0025477081998722,.001878680649009,6450,.0009702083716299,.0009974646990989,7944,.000221142374896,.0006204541968287
21.6,22169,.0028695081983943,.0019411184840699,4692,.0009249523076502,.0009557068731069,8793,.0002357900733073,.0006568988229393
21.7,30854,.002860709585799,.0018583023393161,6345,.0008471100319595,.0009011102521052,11602,.0002486535468746,.0006178785733302
21.8,24454,.0019197509503536,.0014974384097648,7847,.0008042762070125,.0008348823700026,9625,.0001396407345125,.0004749504894719
21.9,23618,.0021434177350544,.0016637842826033,6407,.0007431780609589,.000771176641066,9366,.0002648268900773,.0006743228329501
22,29506,.0029010562969117,.0020453124641091,8654,.0008253034750131,.0009000592954093,11027,.0003942485380274,.0008219814502875
22.1,30143,.0031416908339434,.0021062925343223,7437,.0009306228940443,.000976899360183,11627,.0003295458191142,.0007676677283123
22.2,27386,.0022654885666029,.0017472864324619,9039,.0008348743547925,.0008910435097957,10890,.0002310631982701,.0006256274436871
22.3,22509,.0022958106858804,.0021977838047735,8148,.0009606838993816,.00104422818209,9159,.0004740077304746,.0009880041943313
22.4,27083,.0026995275510485,.0021018702127424,8128,.0010594503532978,.0011349338258272,10809,.0002873903456015,.0007068803122414
22.5,26289,.0028013577921848,.0019026751208436,8201,.0007712361164196,.0008106245836619,10634,.0003253775713905,.0007643109282662
22.6,26215,.0028494215171371,.0019335480064902,8175,.00074679219128,.0008159173122529,10410,.0003445804037919,.0007796431553688
22.7,28824,.0029647809244559,.0021402898879773,8590,.000881035253002,.0009651466487747,11358,.0003299836281606,.0008379798584972
22.8,31890,.0032116187553992,.0024114229557227,9611,.000905086560014,.0010072688202436,12325,.0005298686909644,.0010625879149009
22.9,26050,.002128499927616,.0019785547733457,10064,.0008192943963246,.0009683292261678,10253,.0004247283170028,.0008401834775923
23,35599,.0037385983672926,.0022988725127147,10359,.000960805505793,.0010559202149062,13743,.0003172253815102,.0007699045131847
23.1,40329,.0040359301556139,.0028285568587864,10509,.0009429344856189,.0010135908915185,15348,.0006874935123112,.0013525045733149
23.2,25396,.0020409176259945,.0018687734334039,9877,.0007926557211989,.0008757475140862,10292,.0003351197019198,.0008174729637097
23.3,22158,.0017549228264346,.0018340518505519,8280,.000827324590541,.0009007525702331,9091,.0004173513288741,.000835203547956
23.4,31217,.0024844856651307,.0019835355805939,9865,.0008237452493846,.0009466164533323,11875,.0003641749011119,.000787652464701
23.5,31814,.0022794852537012,.0019980824303693,12378,.0009294025154053,.0010401107565232,12408,.0003395912833845,.0007637031780731
23.6,32377,.0030777407857041,.0023951809326521,11475,.0007863020350971,.0009015395712831,13095,.0005300626533345,.0011550141693233
23.7,33320,.0030388084022232,.0026433044324619,11855,.0010076909178541,.0011594327583481,12840,.0006580101064749,.0012198897232923
23.8,40280,.0031832612357443,.0025813965550951,12932,.0010370276176155,.0011405393680921,15817,.0005744171767412,.0011386731218457
23.9,32735,.0040025436171717,.003089396596582,10790,.0011234242484589,.0012651486136423,12330,.0007753268758806,.0014197907244752
24,31613,.0032707680315454,.0027114758722508,11641,.0010748289898926,.0012298425396994,12423,.0006121816275568,.0011771535972991
24.1,27635,.0028184739223858,.0023824873078593,10522,.0009675557946583,.0011246365008483,10583,.0004620349105175,.000990835927667
24.2,42308,.0045511031887907,.0031954560844871,11293,.0012064211164901,.0013453027403537,16151,.000674377816988,.0013367833505064
24.3,42047,.0047007860328783,.0035784372038636,11218,.0009845865792333,.0011975849570861,16059,.0010622618415766,.001870628765243
24.4,31308,.0029323620222747,.0027858293791268,11347,.0010365595993151,.0012479920040233,12793,.0005872625653789,.0012862686272687
24.5,32145,.0025510888854683,.0026482265990964,13724,.0010479474786219,.0012509919926809,13053,.0007174930730824,.0012461925367491
24.6,48036,.0057462789656992,.0036178290730267,11135,.0010969140395484,.0013079579882377,17719,.0007925044628619,.0015683838826195
24.7,40917,.0040008172416564,.0028978888118385,11966,.000871808398007,.0011022578905394,15420,.0006812420033247,.0013250440788698
24.8,36874,.0033918917176251,.0030139294484015,10994,.0007950598402194,.001181267290153,14432,.0008747781294352,.0015015947449775
24.9,42578,.0042047428534641,.0025424784072649,10997,.0008521927538828,.0009855808041177,16193,.0004441210523998,.0009977477619131
25,35321,.003353305601774,.0024798537520822,11363,.000832043378203,.0009873559318506,13357,.0005975926499374,.0011226694638315
25.1,48744,.0051041168127068,.0030603642589552,11671,.0009171309511465,.0010808393172664,18030,.0006351782668476,.0012966846108213
25.2,33430,.003573989579539,.0027371630421486,10570,.000972374249833,.0011156180091164,12977,.0006845396260647,.0012529843562201
25.3,49997,.0051867530450664,.0036017128476018,12035,.0010950405119331,.0012958890366802,18489,.0009234840747534,.0016967271431173
25.4,46104,.0041765543248823,.0033169480542397,11556,.0007843787367919,.0011033124942101,16891,.0010724294057675,.0017676608817675
25.5,45043,.0040825800639931,.002992450866314,10633,.0007238578442798,.0009552275295774,16862,.0008710914118518,.0015589725874064
25.6,51381,.0041870228344586,.003094361167704,12030,.0009287829710913,.0012435313889561,19291,.0007135463754936,.0013616086437403
25.7,55417,.0066404323894645,.0043521620490118,10564,.0010245257588789,.0014194948438358,20349,.001231796591605,.0020898154808192
25.8,44948,.0043274384799538,.0028282032562905,9743,.0007716092573397,.000950559886751,16282,.0007093157288809,.0013303968854766
25.9,65168,.0064314890954449,.0036016963599936,10664,.0011065069022195,.0013306821476869,22787,.0005558113324697,.0013541339686844
26,42034,.003693944518317,.0024154273072945,9465,.0007516779927812,.0008220926043238,15514,.0006137360688382,.0011456712344201
26.1,61417,.005941591919388,.0035586266937098,9820,.0008475106548574,.0010823298532031,21342,.0008978103698826,.0016695574748956
26.2,65262,.006974557431896,.0040423075527346,11815,.0011914941973127,.0013871424982458,23802,.0008893268905335,.0017143369120755
26.3,56572,.0046028160023933,.0033451220352534,11829,.0009105999259968,.0012124043025765,20565,.0008429622176808,.0015849444101364
26.4,71149,.0083786448614363,.0056949585746405,11285,.000989721164875,.0013834384316554,25117,.0019041144099405,.0032570573409526
26.5,80232,.0080369464099704,.0044838928485444,11863,.0009417653746163,.0011265169269138,27981,.0012358335493772,.0022309075905487
26.6,64199,.0052988334526634,.0028518676153853,11061,.0007299264093236,.0008466167409318,22611,.0006119481895412,.0012445196070663
26.7,73556,.0073360876583069,.0042113714057889,12407,.0009173223291268,.0012079169037224,25650,.001115448004081,.001983883801387
26.8,72380,.007586886542888,.0045658239133631,10940,.0009798650942267,.0012521534316816,25386,.0013069588633359,.0022947255085287
26.9,74523,.0075410874481796,.0044632035362887,11129,.0010572825369228,.0011894584323907,26144,.001308119985007,.0022787119235732
27,58925,.0050036534733879,.0032723716911844,12322,.0008068089122361,.0010112671594022,20974,.0009137205374284,.0016299190192299
27.1,84847,.0080751969732266,.0048838014558497,11554,.0009755965424579,.0012300623590271,28774,.0015464385397429,.0025861354042727
27.2,50867,.0043344291738989,.0034298250330168,10432,.0009264127443014,.0012338381749163,18355,.0010020323816872,.0017334328206221
27.3,74368,.0072242790930913,.0040052236695582,10539,.0009623318820797,.0011842455662934,25925,.0009507372116721,.0017998900238125
27.4,77640,.0087546563513705,.004683993244253,10717,.0008672829898607,.001089846994176,25664,.0013450506610821,.0023363749097127
27.5,69502,.0066771121730144,.0044701367034697,13760,.0011927491201316,.0015966829904146,24064,.0011702815332536,.0020440650768777
27.6,67237,.0077297324620589,.0061448422501511,11483,.0010766671238724,.0017874407904362,22878,.0022611400530033,.0035130472433195
27.7,69177,.0065622543525787,.0046967738423331,12070,.0010185645360897,.0013781624987827,23374,.0015888899828965,.0025582951503695
27.8,79740,.0081399547964438,.0052842506501844,11348,.0007600122661899,.0010546510378882,27560,.0020122531911884,.0031976532960912
27.9,68811,.0064384406371991,.0045341942550128,12425,.0009360780925279,.0013589197214735,23475,.0014767497469174,.002401344442314
28,70438,.0070208447553306,.0054990782321454,12017,.0009320003399218,.0013751308180291,24521,.0021903728676431,.003374460419192
28.1,81148,.0086909131276132,.0062123908904029,12340,.0011483515474702,.0019793141122003,27619,.0019529178644041,.0031584594013129
28.2,70737,.0062810953388191,.0054759681377375,12270,.0009179919276436,.0014943518832602,23615,.0022069237323345,.0033748359832494
28.3,66642,.0069031537475623,.0052249546223676,11321,.0009751346323342,.0016006298343171,22763,.0018310801538904,.0028366821340537
28.4,65273,.0059230068465696,.0038075057246909,11082,.0006840902938177,.0010302220165267,21816,.0011811998450601,.0019971815931986
28.5,69130,.007040276013221,.0045179088920195,9349,.0008468420837537,.0012166899638957,23854,.0014336872294775,.0023861504945364
28.6,60948,.0073309321601115,.0060378312027966,11062,.0011646139117301,.0018434126481205,20766,.0021776340835609,.0034275880486698
28.7,86565,.0082107294101796,.004820017764846,10955,.0009180707848801,.0013861272186622,27819,.0013564515888234,.0022926458486841
28.8,73131,.0061130934424785,.0040913810584983,10936,.0009050828542369,.0011756866749398,24805,.0012999862911661,.0021643708584484
28.9,68569,.0067632395363951,.0054342641348619,12210,.0009004766418298,.0013327775336281,22614,.0022330341053443,.0034036658034899
29,77367,.0074666607251818,.0056464922382383,12612,.0008604248606818,.0012056479960144,27315,.0023426726957826,.003621167836598
29.1,55315,.0069037187245113,.0067232079423832,9939,.0011045448196866,.0020049370442375,18761,.0027929955630414,.0041403286077693
29.2,87692,.0088301440973819,.0062632577166007,12740,.0010745554198209,.0015285939949299,29213,.0022561147377883,.0036773816175394
29.3,64628,.0052304555110441,.0045607619541312,12705,.0008412745459043,.0012367207509734,22053,.0018854965085854,.0028427041157876
29.4,61730,.0060907074936093,.005385796570411,11819,.0011162106257293,.0018976337028496,21079,.0018901325411997,.0028951892041909
29.5,55362,.0054581396922557,.0050506333606592,12739,.0009218255990975,.0015337077830528,18883,.0020060626393296,.0030304809458735
29.6,62522,.0065428648922217,.0062488468712681,10787,.0008877604700571,.0016281895554033,21455,.0027611531314803,.0040642908449355
29.7,66576,.0062296159974183,.0048812834712879,12770,.0007636753749641,.0011317703471431,22499,.0019931704525717,.0030818678563504
29.8,68761,.0065680649994672,.0058196954912643,13544,.0009295255250805,.0014083529851586,23250,.0025648633626534,.003820423668305
29.9,51882,.0050200334993694,.0049626126195376,12091,.0008936367388074,.0014520860771644,18456,.0021023644248025,.0031214032937324
30,72116,.0077564491603888,.007727082256107,14199,.0011623681151485,.0021511895739132,24273,.0033701044458561,.0049560783503244
30.1,67221,.0077890077312044,.0068148798223402,12957,.0007551000302727,.0013201312915589,22806,.003225267183622,.0047625316852356
30.2,53417,.0063982938545882,.0067325513184782,12028,.0009172903160714,.001452247341807,19367,.0033508611561023,.0048707809126778
30.3,65634,.0073928382134515,.007096268912905,12813,.0007443117735726,.0012598141074183,21883,.0036144326916915,.0052531457367443
30.4,62489,.0076756824304887,.0069919731352655,11704,.000862729923748,.0016161879764614,20816,.0031823797707707,.0046778021117692
30.5,47630,.0066813003530495,.0082995698509549,14224,.0011628544919271,.0024670931905426,16792,.0038512201397687,.0055119500183988
30.6,55869,.0082747226831473,.0086606471010318,12437,.0011167266281528,.0018709483141118,18730,.0043354705659986,.0062470640342914
30.7,48782,.007793775027428,.0085675090564546,10003,.0010474110613993,.0018861330982368,16680,.0043338713005455,.0062175706289542
30.8,36260,.0061251949117508,.0080463938679654,11200,.0013649950337965,.0028422797460098,13727,.0035187324988924,.004965440158869
30.9,46939,.0075640327036615,.0079987715659499,10287,.0008204123292424,.0015160511272552,16568,.0040761522589289,.005969895697004
31,45964,.0064656262129827,.0072915090578701,12331,.0009904875498543,.0018949810706185,16106,.0035029758288878,.0050173767284452
31.1,45457,.0062371487786574,.0064225642446806,10964,.000936464831402,.0016630979571307,15677,.0030167438288072,.0043203753779717
31.2,40934,.0061025523188782,.0068856557447763,11867,.0009673999182577,.0018519553806086,14665,.00325954162721,.0046731113832071
31.3,42842,.0066837293724144,.0077809811727659,12914,.0011718590992985,.0020031165683607,15241,.0038183933810852,.0054522911347517
31.4,43580,.0086354487836602,.0112519359279478,11454,.0013256911175071,.0029333786084041,15458,.005717532491424,.0080124496441314
31.5,42750,.0070610698419838,.0087193348886181,11814,.0013009196012115,.0026292002823878,14951,.0040585452801354,.0057629985037051
31.6,34612,.0057234743675912,.0073824553645027,11737,.0010403572747137,.0020150759473322,12908,.0036074636882789,.0051605834389985
31.7,35804,.0071477252822059,.009579426946826,11039,.0013178417810393,.0028934834112603,13125,.0046295937603781,.0064551860348916
31.8,33612,.0058117397444337,.0080342235758263,12126,.0010752389539114,.0024033358094217,12223,.0038454292276305,.0054595779235821
31.9,34879,.0047101812412615,.0058542275423622,11950,.0008716358466412,.0016356058471252,12553,.0028417615533256,.0040269885086844
32,27233,.0045195059899483,.0060917490518734,13023,.0009062566268222,.0014617914543805,10552,.0032278591791596,.0045558657573138
32.1,34031,.0076613022047143,.010375926963212,12305,.0009370850025733,.0020509976765904,12747,.0058342817704809,.0081538378665874
32.2,31211,.0056699637134852,.0073378992409758,13277,.0009131998951554,.0017833970178766,11651,.0038248547100554,.0053753413013343
32.3,37363,.0060864513665206,.0077251809817291,13413,.0011399458366683,.002403021438031,13482,.0035612754158738,.0050558469792947
32.4,27125,.0050917774548467,.0070363809209365,10310,.0008243611865935,.0018085376808701,10788,.0036480807543268,.0051087750598401
32.5,23232,.0048200639114036,.0071857622586525,11747,.0009417465139322,.0019566638671685,9628,.0037275111446437,.005200105663506
32.6,39746,.005907970856995,.0073405555901577,13079,.0009943104169536,.0022472319639246,14057,.0033715818399153,.0047968567053671
32.7,34170,.0035174651013503,.004190789852109,12821,.0006603965977706,.0010663561480939,12753,.0020584690867653,.002970901769853
32.8,33920,.004666831212144,.0053816231056329,11191,.0007786770215208,.001320957282789,12251,.0026714358252779,.0038267498944894
32.9,26092,.0050326681149244,.0073284002782177,11520,.0008955564376951,.002051517695326,10335,.0037035540764539,.0051935304850459
33,23850,.0051667454843943,.007833303359116,12522,.0010560373628403,.0022310559365707,10308,.0040208066879409,.0055849637370701
33.1,24795,.004259407893317,.0063468000297189,10955,.0009290395108339,.0020131607143556,10064,.0030046673259582,.0042710227992223
33.2,23186,.0037993798890496,.0056777343532525,12027,.0009002105902595,.0017841708667358,9301,.0027409361855273,.003863142933402
33.3,19378,.0046854308037372,.0070670839387179,10757,.0009780845038487,.0019153716711131,8621,.0037073462998884,.0051517122676048
33.4,20470,.0039005220202211,.005653080436035,11055,.0007188669346212,.0013381397252952,8455,.003104066213927,.0043000241339539
33.5,20961,.0042899141282507,.005958912076618,10913,.0006434808510804,.0012402898336991,8910,.0033180999113841,.0046554996617169
33.6,23195,.0060939600962604,.0091560381318014,11607,.001095516172966,.002587888609033,9495,.0046633967521246,.0065037362024002
33.7,19934,.0035073198726946,.0049667366512062,10478,.0007415294073118,.001346622000358,8404,.0025566135042226,.0035799000665758
33.8,17952,.0030224870924648,.0046419752041625,10541,.0006895546940275,.0013609691792763,7411,.0023329323984373,.0032810060248862
33.9,16149,.0028311623659271,.0044526249397092,8885,.0006479663298927,.0013389771319848,7264,.0021831960360343,.0031136478077244
34,19232,.0039979086800215,.0056773931538303,9227,.0005734115397581,.0010966019914522,8212,.0032819892720001,.0045533938110305
34.1,18752,.0036719192086701,.0056900324142749,10011,.000768984399686,.0017864228956851,7818,.0028056467881127,.0038849057507797
34.2,18776,.0050064821235145,.007382079312936,9209,.0006231528227321,.0015317250468994,7785,.0041940428778661,.0058139636677703
34.3,13772,.0027483303840503,.0043682299325356,7498,.0005437222822118,.0012583961758657,6274,.0022046081018384,.00310983375667
34.4,17237,.0031627311391246,.0046937264958705,9067,.0004773903419727,.0009950434944406,7206,.0026147901604965,.0036851195357749
