temp,no_wgt_comm,risk_adj_sample_wgt_sector_comm,pop_adj_sample_wgt_comm,no_wgt_low,risk_adj_sample_wgt_sector_low,pop_adj_sample_wgt_low,no_wgt_ag,risk_adj_sample_wgt_sector_ag,pop_adj_sample_wgt_ag,no_wgt_nonag,risk_adj_sample_wgt_sector_nonag,pop_adj_sample_wgt_nonag
7.5,138,.0009478168906298,.0004648169597772,103,.0007032285915329,.0003506035833425,0,0,0,35,.0002445882990969,.0001142133764347
7.6,262,.0014249655690932,.0007194619373934,213,.0010660942231766,.0005375455101273,3,2.18650129113e-08,.0000103996819689,46,.0003588494809037,.0001715167452971
7.7,183,.0014536455504568,.0007379791780551,138,.0010443522006653,.0005417233199552,2,6.53848664101e-09,3.52880442733e-06,43,.0004092868113048,.0001927270536726
7.8,286,.0016287629595448,.0008180368001547,221,.0012948928066407,.0006490807344619,6,1.93287272854e-08,8.46186281933e-06,59,.0003338508241768,.0001604942028735
7.9,163,.0011161782900579,.0005667791879773,136,.0009482316169738,.0004760971154383,6,5.56516646100e-08,.0000107782321379,21,.0001678910214196,.0000799038404011
8,183,.0009018020169944,.0004588982225187,121,.0005804805884964,.0002899014560285,5,1.55224722409e-07,.0000164085093957,57,.0003211662037756,.0001525882570945
8.1,229,.0015750439542284,.000781135423324,180,.0011393267872108,.0005762232672737,2,4.23454582510e-09,1.55265809099e-06,47,.0004357129324717,.0002033594979594
8.199999999999999,219,.0012552453621015,.0006434245764098,180,.0010408556029802,.0005181143936142,8,1.22903002220e-07,.0000159288173336,31,.0002142668561191,.000109381365462
8.300000000000001,350,.0016288542889704,.0008271399816522,259,.0012137201963469,.0006061250759899,6,9.87403616648e-08,.0000172528659732,85,.0004150353522618,.0002037620396891
8.4,226,.0012817809429233,.0006409981427282,178,.0010237600063761,.0005181680955957,3,6.57866472409e-09,2.41216355334e-06,45,.0002580143578825,.0001204178835792
8.5,134,.0010289234365075,.0005271502345181,105,.0008702669623517,.0004380984315162,2,1.29773894741e-07,.0000120502986647,27,.0001585267002611,.0000770015043372
8.6,220,.0015535221189966,.0007812059180452,179,.0012140626143662,.0006149464807805,4,6.83822920511e-08,8.16284529037e-06,37,.0003393911223384,.0001580965919743
8.699999999999999,218,.0013588877440782,.0006941913105152,177,.0011245584870494,.0005669503505032,5,1.53552906612e-07,.0000155150233923,36,.0002341757041222,.0001117259366197
8.800000000000001,230,.0014986510101611,.0007745111919348,178,.0011363573301537,.0005801526407367,7,3.43792715185e-07,.0000320520861123,45,.0003619498872922,.0001623064650857
8.9,184,.0012963780043473,.0006506891783715,139,.0010187718968382,.0005131964597922,6,7.10378098567e-08,.0000108966174821,39,.0002775350696993,.0001265961010972
9,269,.0015718173357673,.0008025493421542,190,.0010748022172038,.0005457373557647,7,2.23649900377e-07,.0000211712546161,72,.0004967914686631,.0002356407317734
9.1,206,.0015524339654167,.0007711604683607,148,.0009180684317016,.0004599156205529,5,1.88397466516e-07,.0000177092596232,53,.0006341771362486,.0002935355881846
9.199999999999999,272,.0018110980513519,.0009018473338753,212,.0012966320949221,.0006545198229242,4,4.14990353192e-08,.0000127089722355,56,.0005144244573945,.0002346185387156
9.300000000000001,242,.0015236146479674,.0007708579231576,196,.0012533549871705,.000629582132774,7,9.06238164511e-08,.0000173965996737,39,.0002701690369804,.0001238791907099
9.4,259,.0014305167344413,.0007002434634273,209,.0009500985102022,.000471882734189,2,5.99231619880e-09,2.19717037453e-06,48,.0004804122319229,.0002261635588638
9.5,235,.0013316997550099,.0006669093695564,192,.0009981920593418,.0005117348358681,3,8.52075707769e-08,8.76368562786e-06,40,.0003334224880973,.0001464108480604
9.6,217,.0017289381491352,.0008556457056557,166,.0013426639927729,.0006709012824899,1,9.03727865875e-08,8.39166477817e-06,50,.0003861837835757,.0001763527583876
9.699999999999999,195,.0012926540648763,.0006428411462025,142,.0008919806002723,.0004545384019252,2,1.30975671198e-07,.0000121618913909,51,.0004005424889328,.0001761408528864
9.800000000000001,210,.0013280854766116,.0006712041925994,164,.0010681376046477,.0005450169289816,1,1.45361944703e-08,1.41124053243e-06,45,.0002599333357693,.0001247760230854
9.9,199,.0010305308618688,.0005326417070819,160,.0008217201761909,.0004188134022343,6,1.84952142934e-07,.0000186142115126,33,.000208625733535,.000095214093335
10,203,.0014682759933748,.0007229771009065,154,.0010429674659918,.0005254076458527,0,0,0,49,.0004253085273831,.0001975694550538
10.1,211,.0016106581388744,.0008415392558447,167,.0013506382937862,.0006866362294033,7,3.29677165567e-07,.0000374592158323,37,.0002596901679226,.0001174438106091
10.2,205,.0014975957339347,.0007607526590618,155,.0011646067863467,.0005895264650917,4,8.38077029996e-08,.0000110726969069,46,.000332905139885,.0001601534970632
10.3,246,.0014480735065421,.0007235195169244,174,.0009961185716065,.0005150357004879,4,6.29743839298e-08,6.11384245985e-06,68,.0004518919605516,.0002023699739766
10.4,187,.0012593253548214,.000654987268689,133,.0008134718677866,.0004118110724676,8,2.30765548892e-07,.0000283985642682,46,.000445622721486,.0002147776319532
10.5,217,.0019189852716863,.0009514254114151,176,.0014721948328997,.0007505008825888,0,0,0,41,.0004467904387866,.0002009245288264
10.6,204,.0013041634691886,.0006487588115647,154,.0009938262827518,.0005059326272203,6,5.59008581646e-08,7.41020488704e-06,44,.0003102812855786,.0001354159794573
10.7,227,.001266348428655,.0006435012460884,184,.0009911457076441,.0005137408078326,5,1.67343157109e-07,.0000157428081593,38,.0002750353778538,.0001140176300964
10.8,238,.0014629698940816,.0007540228800167,180,.0010140906042011,.0005313157737703,5,2.81542899216e-07,.0000262061951162,53,.0004485977469812,.0001965009111302
10.9,252,.0015426883129093,.000798086844668,196,.0012364586402782,.0006270930860524,11,3.30257037495e-07,.0000426655584533,45,.0003058994155936,.0001283282001623
11,199,.0013395648353849,.0006891150309229,145,.0009955796507484,.0005059812114041,7,2.50075382180e-07,.000026554182682,47,.0003437351092543,.0001565796368368
11.1,233,.0016160477250082,.0008511470250312,185,.0012318880742441,.0006341155708185,6,4.37151982169e-07,.0000405922314712,42,.0003837224987819,.0001764392227415
11.2,257,.0014021765300782,.0007184026796381,185,.0010279055895808,.0005281229908292,8,2.57356091993e-07,.0000302744240344,64,.0003740135844055,.0001600052647746
11.3,196,.0012710538333724,.0006436347329668,152,.0009645822259472,.0005054410377738,2,9.10753872319e-08,8.54340328260e-06,42,.000306380532038,.0001296502919104
11.4,197,.0011716088496525,.0005930756086912,163,.0009391178993496,.0004771829710819,3,8.09622731079e-08,8.41766734538e-06,31,.0002324099880298,.0001074749702639
11.5,259,.0014455227107923,.0007784337102894,205,.0011247305118758,.0005963662660893,10,4.98571065322e-07,.0000466491978841,44,.0003202936278512,.000135418246316
11.6,264,.0018739283378579,.0009849279210812,195,.0013619312688888,.0007041565588679,9,2.85987852067e-07,.0000480740152398,60,.000511711081117,.0002326973469735
11.7,173,.000918471137668,.0004863104108495,142,.0007815195068588,.0004084674110345,4,1.06317331827e-07,.0000206577237805,27,.0001368453134774,.0000571852760345
11.8,219,.0012599261042074,.0006516201971127,150,.0008801812055435,.0004507763549508,7,3.17558322527e-07,.0000306417052087,62,.0003794273403415,.0001702021369532
11.9,190,.0010433884222668,.0005662035969003,126,.0007459010955184,.0003908935766352,21,5.11023359490e-07,.0000475853619237,43,.0002969763033889,.0001277246583413
12,212,.0014179554566915,.000733870407057,160,.0010331878409282,.0005309472566886,6,3.99879603208e-07,.0000371312626157,46,.0003843677361601,.0001657918877527
12.1,397,.0013644892114963,.0006898240562632,241,.0009193861127894,.0004831446016094,7,6.55733702892e-08,.0000141056075069,149,.0004450375253366,.0001925738471469
12.2,272,.0014368192624055,.0007117149638312,189,.0010499177873697,.0005410834397477,1,5.73278846616e-08,5.32324474989e-06,82,.0003868441471511,.0001653082793336
12.3,216,.0011390428021025,.0005864410844367,154,.0007723624541995,.0004041210526395,9,2.49097475979e-07,.0000236425150888,53,.000366431250427,.0001586775167084
12.4,206,.001386360795113,.0006955590564246,160,.0010852537653818,.0005542403737593,4,3.60848009251e-07,9.52025629886e-06,42,.0003007461817219,.0001317984263665
12.5,218,.0014300657902488,.0007083479447374,161,.0010112595726923,.0005167944900393,3,4.97816365908e-08,4.83302994780e-06,54,.0004187564359199,.0001867204247503
12.6,203,.0014057872081819,.0007053687391476,154,.0009814239664365,.0005067845469853,4,1.31828710170e-07,.0000136755672884,45,.0004242314130352,.000184908624874
12.7,287,.0010219990846878,.000513968002311,191,.0007069792656011,.0003689456464153,9,1.06430605828e-07,.0000102712385353,87,.0003149133884808,.0001347511173604
12.8,238,.0013915760962414,.0007276747718405,160,.0009752731722301,.0005069322037343,29,3.34100038885e-07,.0000424333785558,49,.0004159688239724,.0001783091895504
12.9,236,.0014141588980143,.0007102455157764,166,.0010242907795828,.0005210138845513,8,2.86068043032e-07,.0000269448598829,62,.0003895820503885,.0001622867713422
13,255,.001877209884503,.0009290655033425,189,.0013573062558621,.0006808164823369,3,5.98136136176e-08,5.80698019803e-06,63,.0005198438150273,.0002424420408076
13.1,243,.0011200065433396,.0005789616876557,178,.0008274368265848,.0004351216019383,10,2.18650623954e-07,.0000207111628345,55,.0002923510661308,.0001231289228829
13.2,195,.0012511900359087,.0006368121245828,163,.0009913214532844,.0005136533695236,1,6.12692829804e-08,5.68922723687e-06,31,.0002598073133413,.0001174695278223
13.3,200,.0010578451327099,.0005300441518727,149,.0006968951248609,.000363433000274,1,2.20365343750e-08,8.08001732366e-06,50,.0003609279713146,.0001585311342751
13.4,249,.0016546599562322,.00085886084526,180,.0012517093012896,.0006487656347383,15,3.59979098974e-07,.0000408525766034,54,.0004025906758436,.0001692426339184
13.5,324,.0015067793990703,.0007751431103502,200,.0009802107755279,.0005106480273263,16,3.70860178692e-07,.0000345088262623,108,.0005261977633637,.0002299862567616
13.6,195,.0010322313662186,.0005151790930036,146,.000744549282798,.000383080666075,4,4.40985803707e-08,4.27103717282e-06,45,.0002876379848402,.0001278273897558
13.7,303,.0014174958878245,.0007123851042063,208,.0009458422552675,.0004837075130835,9,2.07435890617e-07,.0000209174229202,86,.0004714461966664,.0002077601682027
13.8,252,.0013978107459248,.0007142583029647,183,.0009669206352552,.0004950497736984,19,1.66276299673e-07,.0000320929991275,50,.0004307238343699,.0001871155301387
13.9,213,.0010349731915271,.0005342469095408,153,.0008207228447663,.0004228644582662,12,2.01850608172e-07,.0000208806364448,48,.0002140484961526,.0000905018148298
14,229,.0014209423288696,.0007283437620247,136,.0008654918079971,.000443053165466,17,3.49507731215e-07,.0000336881123815,76,.0005551010131413,.0002516024841772
14.1,235,.0012348310348317,.0006415177249144,164,.0009065809510824,.0004652845571331,8,7.30545103023e-08,.00002236493073,63,.0003281770292389,.0001538682370512
14.2,347,.0019326358408041,.0009768333578855,264,.0014586102367176,.0007570986997187,3,3.14319610339e-08,6.87165697855e-06,80,.0004739941721255,.0002128630011882
14.3,336,.0018397423537181,.0009329631270187,220,.0012261978133079,.000633302663207,8,1.90015757490e-07,.0000208541338127,108,.0006133545246527,.000278806329999
14.4,310,.0018485393054959,.0009370454561148,214,.0015292661655888,.0007731722433073,15,1.65380078312e-07,.0000235412752594,81,.0003191077598288,.0001403319375481
14.5,586,.0013176211966214,.0006918487416532,329,.0008651131089308,.0004492305731834,33,3.49470977809e-07,.0000381388234501,224,.0004521586167128,.0002044793450198
14.6,238,.0013010768090336,.0006393447505877,165,.0008514479669746,.0004440353180195,1,1.54055967982e-08,1.49564607455e-06,72,.0004496134364622,.0001938137864936
14.7,490,.0017905334664428,.0008881414248934,315,.0013320842878208,.0006717870263326,20,1.03783661942e-08,5.08199782256e-07,155,.0004584388002558,.0002158461987785
14.8,269,.0019325597114559,.0009668132087768,194,.0014064349277305,.0007136075268477,4,1.19523399178e-07,.0000113369667361,71,.0005260052603262,.000241868715193
14.9,643,.0012499524392946,.0006308297297961,408,.0009078701731835,.0004692378785158,16,7.09268733121e-08,.0000118668469722,219,.0003420113392378,.0001497250043081
15,486,.0012779273929575,.0006762059325989,294,.0008827165642176,.0004579074723918,31,4.37804526410e-07,.0000439622438684,161,.0003947730242135,.0001743362163387
15.1,330,.0016430010422566,.0008458127848152,230,.0012385840930156,.000634512569371,31,7.30931289661e-08,.00003039155439,69,.0004043438561121,.0001809086610542
15.2,244,.0009896503269506,.0005007397667796,155,.0006502689042316,.0003361592549544,22,1.18492525542e-07,.0000164870506101,67,.0003392629301935,.000148093461215
15.3,567,.0014259350790172,.0007349110711239,390,.0011370586877986,.000590301070114,36,2.21894073005e-07,.000020908997536,141,.0002886544971457,.0001237010034738
15.4,511,.0016951354588899,.0008299006176702,306,.0009410244762109,.0004841656753851,17,1.26459422746e-07,.0000120785745237,188,.0007539845232563,.0003336563677614
15.5,667,.0015993980170959,.0008318731057995,409,.0013555612832752,.0006910074112616,35,2.68380510274e-07,.0000402201087422,223,.0002435683533104,.0001006455857957
15.6,681,.0016346151706209,.00081530480377,381,.0012018091321311,.0006145085601164,20,6.44183846377e-07,.0000215860211759,280,.0004321618546435,.0001792102224778
15.7,392,.0019159544847933,.0010028603683683,249,.0014429933813771,.0007379230280069,35,4.11721228166e-07,.0000378420519249,108,.000472549382188,.0002270952884365
15.8,519,.0019916113257868,.0010298963512958,336,.0015000715107814,.0007714683029674,18,3.17872073580e-07,.0000415196690886,165,.0004912219429318,.0002169083792398
15.9,794,.0017925758833212,.0009115887805962,490,.0014054897621443,.00072040646155,67,1.28441597025e-07,.0000152983623982,237,.0003869576795799,.0001758839566479
16,2357,.0019179878189338,.0009766068854191,1451,.0014513354198233,.000742470485585,64,9.60288243082e-08,.000030113847385,842,.0004665563702861,.0002040225524491
16.1,763,.0019055816210999,.0009735034514038,472,.0014720868848865,.0007506265692121,80,1.81944007721e-07,.0000308242634715,211,.0004333127922056,.0001920526187202
16.2,355,.0015177575580453,.0007900906471838,200,.0010564082883042,.0005428976958508,47,2.90231804229e-07,.0000283370615444,108,.0004610590379368,.0002188558897886
16.3,722,.0017736628355732,.0008787815624243,422,.0011932083752271,.000616959728772,40,2.24825892001e-08,2.43967007840e-06,260,.0005804319777569,.0002593821635739
16.4,559,.0016713457605366,.0008554372805472,345,.0011814203996754,.000604746254147,37,1.93128305764e-07,.0000265959412795,177,.0004897322325554,.0002240950851207
16.5,1102,.0019540941893572,.0009946826605978,602,.0014027548736686,.0007170085046635,88,3.05193152972e-07,.0000370649962753,412,.0005510341225357,.000240609159659
16.6,1136,.0021381001035337,.0010892640760138,709,.0015632743257363,.0007936529901695,20,1.88376804979e-06,.0000424044780925,407,.0005729420097476,.0002532066077519
16.7,2639,.0022367242950059,.0011299513130122,1670,.0016173844664324,.0008240690947193,47,2.53494925284e-07,.0000249643513643,922,.0006190863336482,.0002809178669285
16.8,882,.0017866247848045,.0009157014325389,539,.001361494500721,.0007026978673397,53,2.64140954123e-07,.000025764050176,290,.0004248661431294,.0001872395150233
16.9,2562,.0017780946732094,.000892108777928,1605,.0012280161878893,.0006312566443124,32,3.19830863655e-07,.0000316943780262,925,.0005497586544565,.0002291577555894
17,1441,.0017697672466565,.0008890844868934,800,.001208820302264,.0006165544277539,65,3.19407155100e-07,.0000288248565459,576,.0005606275372374,.0002437052025936
17.1,3201,.0018554738773744,.000937875776624,2028,.0013449396364545,.0006857521480523,112,1.53238358985e-07,.0000297413543757,1061,.0005103810025608,.0002223822741959
17.2,2196,.0012393083741112,.0006176471504631,1376,.0010440149496049,.0005295505947509,112,7.64933064442e-08,7.39995238996e-06,708,.0001952169311998,.0000806966033222
17.3,1161,.0024668708825615,.0014458412557521,642,.0015982972020598,.0009136132878325,128,.0000149569180117,.0001377835597842,391,.00085361676249,.0003944444081354
17.4,4553,.0021340232342024,.0011038483999779,2903,.0017526304007545,.0008919493193069,129,3.40176422614e-07,.0000442781519077,1521,.0003810526570254,.0001676209287633
17.5,2884,.0019165571583002,.0010028978439123,1760,.0013543442056109,.0007008117497179,155,4.67104346633e-07,.0000492586877183,969,.0005617458483427,.000252827406476
17.6,1475,.0016676677012446,.0008358369412501,905,.0012485728076417,.0006277655071433,106,1.08352707001e-07,.0000220645447586,464,.0004189865408959,.0001860068893482
17.7,869,.0019296710329173,.0009860311178054,495,.0014301706995503,.0007280965941616,91,1.47729113158e-07,.0000199036887167,283,.0004993526042538,.000238030834927
17.8,1150,.0022254374573404,.0011154921502341,718,.0016843157219919,.0008570491634423,82,1.68611068593e-07,.0000172617523027,350,.0005409531242799,.0002411812344891
17.9,4461,.001651051903366,.0008242578979738,2752,.0011412654938698,.0005895654956047,189,1.96773045337e-07,.0000196140643305,1520,.0005095896364509,.0002150783380386
18,7070,.002209454529609,.0012366543715328,4452,.0014261929633184,.000791581445051,127,.0000148673903522,.0001139076525392,2491,.0007683941759384,.0003311652739426
18.1,4082,.0024959947452357,.0012939185336481,2457,.0016698366474807,.0008576546366342,162,4.26220245487e-06,.0000616708394396,1463,.0008218958953001,.0003745930575742
18.2,6441,.0025965785036634,.0013844787495121,4051,.0018464205238747,.0009665377591935,214,.0000102942289265,.0000853410362158,2176,.0007398637508622,.0003325999541027
18.3,2527,.0015231202211438,.0007750423293131,1488,.0011190735674562,.0005735877035545,160,2.86829949073e-07,.0000299036997773,879,.0004037598237385,.0001715509259813
18.4,5462,.0020405581295908,.0010487812526017,3314,.0016386707900369,.0008434004602087,308,1.73614538616e-06,.0000408759065814,1840,.0004001511941678,.0001645048858115
18.5,5479,.0028404147801557,.00153148128133,3243,.0019346249777173,.0009942960292798,236,.0000160812568878,.0001354815736487,2000,.0008897085455506,.0004017036784014
18.6,10666,.0021969990188583,.00127947121987,6590,.0015301128326337,.0008149442440092,314,.0000236328769282,.0001804467460871,3762,.0006432533092964,.0002840802297738
18.7,8697,.0020336828751562,.0010666926246239,5234,.0014624411546952,.0007689286810886,250,2.20501176071e-06,.0000582475407394,3213,.0005690367087003,.000239516402796
18.8,2509,.0024555250490102,.0012841364282286,1352,.0017675087808939,.0009043599854427,228,7.50385434479e-06,.0000769265321554,929,.0006805124137714,.0003028499106305
18.9,2849,.0024423548709667,.0013512676767181,1769,.0018735238590113,.0009677692473447,133,.0000112370061494,.0001323631376453,947,.000557594005806,.0002511352917281
19,11308,.0031088467675405,.0015888607415052,7058,.0020158023360588,.0010756986478132,279,5.01177795854e-06,.000041708095917,3971,.0010880326535232,.000471453997775
19.1,2908,.0022797501285986,.0013396698651457,1583,.0015447219007875,.000807892378336,275,.000027317178521,.0002253416255742,1050,.0007077110492901,.0003064358612355
19.2,4933,.0028959080588625,.0016444536779536,3012,.0020794923884442,.0011276540200054,329,.0000158058115279,.000165309244709,1592,.0008006098588904,.0003514904132392
19.3,6024,.0030520846510079,.0015672009864339,3762,.0024927262684512,.001276675605937,215,3.07592885715e-06,.0000528282844819,2047,.0005562824536995,.000237697096015
19.4,5194,.0019955288098185,.0010090065267812,3136,.0015647651754893,.0008113184321236,304,1.16820994027e-06,.0000207786825002,1754,.0004295954243889,.0001769094121574
19.5,8072,.0030909926315205,.0017015212907808,5061,.0022094401419809,.0011482783413377,357,.0000196090432762,.0001835324795998,2654,.0008619434462633,.0003697104698434
19.6,14293,.0032361947964009,.0016634083877791,8794,.0022404904701868,.0011724305138403,508,7.70402625406e-06,.0000737660616041,4991,.00098800029996,.0004172118123347
19.7,8254,.0022867002550021,.0012645068731351,5012,.0016341311312421,.0008560303383504,360,.000016360233171,.0001327891493856,2882,.0006362088905889,.0002756873853991
19.8,12254,.0023398860578873,.0014952034276893,7589,.0015693277821913,.0008365858114785,607,.0000380496390394,.0003307164319678,4058,.0007325086366565,.000327901184243
19.9,9907,.0027720413640427,.0014248748917431,6107,.0017345880692518,.00093117312347,348,1.02998803498e-06,.000039881521701,3452,.0010364233067559,.0004538202465722
20,10449,.0023876520296839,.0012233580673908,6292,.0018618614745775,.0009739164531371,499,2.19875111795e-06,.0000378125563965,3658,.0005235918039885,.0002116290578573
20.1,5109,.0021620678560732,.0010823238494247,2927,.0014328725758306,.0007425398318636,486,3.81562676816e-07,.0000317995916645,1696,.0007288137175658,.0003079844258965
20.2,12888,.0022113016732572,.0010908229702962,7999,.0016334504506684,.0008480970595685,510,3.09528641008e-07,.0000194563401692,4379,.0005775416939477,.0002232695705585
20.3,7541,.0021780877063207,.0011756769963793,4503,.0014521808993357,.0007831484518062,450,6.85724210422e-06,.0000775481650901,2588,.0007190495648808,.000314980379483
20.4,17959,.0033363827981733,.0016968280071641,11430,.0023279820413701,.0012147262024073,575,3.09681638959e-06,.0000844593661196,5954,.0010053039404136,.0003976424386372
20.5,9680,.0025226588281374,.0014436252766679,5635,.0018534571107294,.0010285744616199,512,.0000155477550742,.0001476228346478,3533,.0006536539623339,.0002674279804002
20.6,18548,.0025154450032156,.0013776373825738,11566,.0015858790223089,.000836284226325,652,.0000183150343711,.0001543397890338,6330,.0009112509465357,.000387013367215
20.7,14782,.003474839493915,.001836969039808,8871,.0023484712196451,.0012594147527706,788,.0000147750286416,.0001291692302716,5123,.0011115932456283,.0004483850567658
20.8,15796,.0030780822970141,.0015414586499057,9719,.0021450925266059,.0011450343541521,740,3.44543453258e-06,.0000481588718004,5337,.0009295443358757,.0003482654239532
20.9,16206,.00242327570791,.0011984358759712,9984,.0014999164918226,.000778882807017,603,5.20412473190e-07,.0000422439119052,5619,.0009228388036142,.000377309157049
21,11792,.0019305982040079,.001129807487031,6925,.0012561012040802,.0006899889095664,736,.0000191675297028,.0001860808141697,4131,.000655329470225,.0002537377632949
21.1,23062,.002930178401347,.0015999472294386,14456,.0019331424043194,.0010371769985942,751,.0000187850465788,.0001828050915762,7855,.0009782509504488,.0003799651392682
21.2,10455,.0017943560405055,.0009753239780934,5917,.001265904807604,.0006879751391538,860,5.62428107012e-06,.0000853962810481,3678,.0005228269518314,.0002019525578915
21.3,18221,.0032507831945378,.0018296564167971,10914,.0020609658495618,.0011054141060678,932,.000031275327943,.0002664809999248,6375,.001158542017033,.0004577613108045
21.4,12662,.00241763686691,.0013583364617122,7498,.0016826599211753,.0008961723320997,816,.0000192535988338,.0001841159317009,4348,.0007157233469008,.0002780481979117
21.5,19988,.0036519266789338,.001878680649009,12044,.002361135576515,.0012582264521803,877,.0000135003911334,.0001328112323411,7067,.0012772907112855,.0004876429644876
21.6,22169,.0037046648147122,.0019411184840699,13376,.0023933201457572,.0012842196611306,1092,.0000138699397349,.0001484360033109,7701,.00129747472922,.0005084628196284
21.7,30854,.0034200708262629,.0018583023393161,19252,.002260375215456,.0012404237659859,1062,.0000202793689664,.0002051100152349,10540,.0011394162418406,.0004127685580952
21.8,24454,.0029363347124692,.0014974384097648,14829,.0019064557761129,.0010224879202929,1241,8.28699051098e-07,.0000902003818209,8384,.0010290502373052,.0003847501076509
21.9,23618,.0030581702716023,.0016637842826033,14252,.0018416474401315,.0009894614496532,1203,.0000208558651604,.0002122297945982,8163,.0011956669663105,.0004620930383519
22,29506,.0034394848569713,.0020453124641091,18479,.0021891746126823,.0012233310138216,991,.0000411273797213,.0003522401837185,10036,.0012091828645677,.000469741266569
22.1,30143,.0038313537391026,.0021062925343223,18516,.0024635552373727,.00133862480601,1321,.0000307456028915,.0002834290851491,10306,.0013370528988383,.0004842386431632
22.2,27386,.0033436101130469,.0017472864324619,16496,.0020428719326476,.0011216589887748,1322,.0000119087473673,.0001316083667453,9568,.001288829433032,.0004940190769418
22.3,22509,.0035962445467445,.0021977838047735,13350,.0021729532087204,.0012097796104423,1389,.0000541509322468,.0004468993982606,7770,.0013691404057774,.0005411047960707
22.4,27083,.0038146183875642,.0021018702127424,16274,.0025343451923102,.001394989900501,1604,.0000242911451055,.0002352410913175,9205,.0012559820501485,.000471639220924
22.5,26289,.0034377954650644,.0019026751208436,15655,.0020914309284876,.0011383641925773,1379,.0000292146873003,.000272043244063,9255,.0013171498492766,.0004922676842032
22.6,26215,.0034423601558659,.0019335480064902,15805,.0020618942787165,.0011539048511214,1333,.0000327043389545,.0002982595759437,9077,.0013477615381949,.0004813835794251
22.7,28824,.0039229367479932,.0021402898879773,17466,.0023228691732893,.0013023100294801,1548,.0000262494332187,.000244670542997,9810,.0015738181414853,.0005933093155001
22.8,31890,.0038596936930366,.0024114229557227,19565,.0023777301403439,.0013488350408217,1644,.0000639002282738,.0005203314731009,10681,.001418063324419,.0005422564418
22.9,26050,.0030572216774102,.0019785547733457,15797,.0019045368574848,.0011383712957534,1512,.0000488790774386,.0004180076268634,8741,.0011038057424868,.0004221758507289
23,35599,.004306047356056,.0022988725127147,21856,.0027208180940392,.00152896799953,1611,.0000128968146521,.0001394790397377,12132,.0015723324473647,.000630425473447
23.1,40329,.0045374084145258,.0028285568587864,24981,.0026670270472954,.0014760522854715,1524,.0000878628380131,.0006978396738716,13824,.0017825185292173,.0006546648994433
23.2,25396,.0033198716238987,.0018687734334039,15104,.0018622732316859,.0010513004696942,1560,.0000239360592944,.0002394678341314,8732,.0014336623329183,.0005780051295783
23.3,22158,.0029126948457137,.0018340518505519,13067,.0017921048945602,.0009988483025959,1474,.0000510065864823,.0004345560726022,7617,.0010695833646712,.0004006474753538
23.4,31217,.0032244181235328,.0019835355805939,19342,.0020543310526311,.0011958831158929,1422,.000030419722367,.0003420469847319,10453,.0011396673485347,.000445605479969
23.5,31814,.0034222152742391,.0019980824303693,19406,.0021629415643939,.0012343792522962,1801,.0000299362543637,.0003091824909648,10607,.0012293374554815,.0004545206871083
23.6,32377,.0039445786192776,.0023951809326521,19282,.0021402744565256,.0012401667633287,1944,.0000478230978692,.0004699369216029,11151,.0017564810648827,.0006850772477204
23.7,33320,.0039385974530102,.0026433044324619,20480,.0024401481690633,.0014234147091696,1537,.0000865890795535,.0006928505970163,11303,.0014118602043933,.0005270391262761
23.8,40280,.0042197397011937,.0025813965550951,24463,.002565535874572,.0014427234332494,2122,.0000654959818123,.0005510587076034,13695,.0015887078448094,.0005876144142423
23.9,32735,.0046593908153526,.003089396596582,20405,.0029165802680425,.0016696058721068,1420,.0000946275987231,.0007651991488287,10910,.001648182948587,.0006545915756465
24,31613,.0042384065000778,.0027114758722508,19190,.0026435252510645,.0015343222749517,1774,.0000729832523758,.0005981958751361,10649,.0015218979966376,.000578957722163
24.1,27635,.0038854862199942,.0023824873078593,17052,.0023670861737805,.0013916513801923,1685,.0000486876348909,.0004353109387637,8898,.0014697124113228,.0005555249889033
24.2,42308,.0051655296213379,.0031954560844871,26157,.0032728027108818,.0018586727339808,2038,.0000814210844161,.0006736799516143,14113,.0018113058260399,.000663103398892
24.3,42047,.0049481389126516,.0035784372038636,25988,.0028335166882451,.0017078084386207,2186,.0001278362227549,.001009815873995,13873,.0019867860016516,.000860812891248
24.4,31308,.0044845872971402,.0027858293791268,18515,.00247447894517,.0014995607518581,2118,.0000568230281029,.0005067527092833,10675,.0019532853238673,.0007795159179854
24.5,32145,.0037008292730792,.0026482265990964,19092,.0023177118161891,.0014020340623473,2018,.0000897026459292,.0007376343238034,11035,.0012934148109609,.0005085582129457
24.6,48036,.0057773678168052,.0036178290730267,30317,.0034649775012008,.0020494451904071,1837,.0000932501966851,.0007518086036352,15882,.0022191401189193,.0008165752789843
24.7,40917,.0043613622828938,.0028978888118385,25497,.0025424476672022,.0015728447329687,2355,.0000780004379024,.0006437813861725,13065,.0017409141777891,.0006812626926973
24.8,36874,.0036402633295791,.0030139294484015,22442,.0021439324147271,.001512334703424,1975,.0001240559903791,.0009937189487474,12457,.0013722749244729,.0005078757962301
24.9,42578,.0044951381155719,.0025424784072649,26385,.0026618232959275,.0015447306453518,2314,.0000412671801659,.0003737769764926,13879,.0017920476394786,.0006239707854205
25,35321,.0037955139392638,.0024798537520822,21964,.0022852647765193,.0013571842882506,2156,.0000584217213166,.0005057198028264,11201,.0014518274414279,.0006169496610051
