temp,risk,bins,poly2,poly3,poly4,rcs,ref
-15.1,low,-8.070858,-14.327245,-23.637186,-44.326302,-2.4178169,27
-15,low,-8.070858,-14.243295,-23.443529,-43.85041,-2.4120736,27
-14.9,low,-8.070858,-14.159582,-23.250816,-43.378094,-2.4063306,27
-14.8,low,-8.070858,-14.076108,-23.059052,-42.909332,-2.4005876,27
-14.7,low,-8.070858,-13.992871,-22.868225,-42.444103,-2.3948445,27
-14.6,low,-8.070858,-13.909873,-22.678343,-41.982395,-2.3891015,27
-14.5,low,-8.070858,-13.827111,-22.489395,-41.524185,-2.3833585,27
-14.4,low,-8.070858,-13.744587,-22.301384,-41.069458,-2.3776155,27
-14.3,low,-8.070858,-13.662302,-22.114309,-40.618202,-2.3718724,27
-14.2,low,-8.070858,-13.580254,-21.928164,-40.170391,-2.3661294,27
-14.1,low,-8.070858,-13.498443,-21.74295,-39.726021,-2.3603864,27
-14,low,-8.070858,-13.41687,-21.558662,-39.285057,-2.3546433,27
-13.9,low,-8.070858,-13.335535,-21.375301,-38.847496,-2.3489003,27
-13.8,low,-8.070858,-13.254437,-21.192863,-38.413319,-2.3431573,27
-13.7,low,-8.070858,-13.173578,-21.011347,-37.982502,-2.3374143,27
-13.6,low,-8.070858,-13.092957,-20.830751,-37.555038,-2.3316712,27
-13.5,low,-8.070858,-13.012571,-20.65107,-37.130901,-2.3259282,27
-13.4,low,-8.070858,-12.932425,-20.472305,-36.710079,-2.3201852,27
-13.3,low,-8.070858,-12.852516,-20.294455,-36.292557,-2.3144422,27
-13.2,low,-8.070858,-12.772845,-20.117512,-35.878315,-2.3086991,27
-13.1,low,-8.070858,-12.693412,-19.941481,-35.467339,-2.3029561,27
-13,low,-8.070858,-12.614216,-19.766356,-35.059608,-2.2972131,27
-12.9,low,-8.070858,-12.535258,-19.592134,-34.655106,-2.2914701,27
-12.8,low,-8.070858,-12.456538,-19.418818,-34.253822,-2.285727,27
-12.7,low,-8.070858,-12.378056,-19.246399,-33.855736,-2.279984,27
-12.6,low,-8.070858,-12.29981,-19.074883,-33.460835,-2.274241,27
-12.5,low,-8.070858,-12.221804,-18.904259,-33.069092,-2.2684979,27
-12.4,low,-8.070858,-12.144033,-18.734529,-32.6805,-2.2627549,27
-12.3,low,-8.070858,-12.066503,-18.565695,-32.295044,-2.2570119,27
-12.2,low,-8.070858,-11.989208,-18.397747,-31.912703,-2.2512689,27
-12.1,low,-8.070858,-11.912152,-18.23069,-31.533464,-2.2455258,27
-12,low,-8.070858,-11.835333,-18.064518,-31.157305,-2.2397828,27
-11.9,low,-8.070858,-11.758752,-17.899229,-30.784216,-2.2340398,27
-11.8,low,-8.070858,-11.682409,-17.734823,-30.414179,-2.2282968,27
-11.7,low,-8.070858,-11.606303,-17.571295,-30.047176,-2.2225537,27
-11.6,low,-8.070858,-11.530436,-17.408648,-29.683197,-2.2168107,27
-11.5,low,-8.070858,-11.454805,-17.246872,-29.322218,-2.2110677,27
-11.4,low,-8.070858,-11.379413,-17.085972,-28.964226,-2.2053244,27
-11.3,low,-8.070858,-11.304258,-16.925943,-28.609209,-2.1995816,27
-11.2,low,-8.070858,-11.229342,-16.766783,-28.257145,-2.1938384,27
-11.1,low,-8.070858,-11.154662,-16.60849,-27.908026,-2.1880956,27
-11,low,-8.070858,-11.08022,-16.451061,-27.561827,-2.1823523,27
-10.9,low,-8.070858,-11.006017,-16.294497,-27.218536,-2.1766093,27
-10.8,low,-8.070858,-10.932051,-16.138794,-26.878143,-2.1708663,27
-10.7,low,-8.070858,-10.858322,-15.983947,-26.540625,-2.1651232,27
-10.6,low,-8.070858,-10.784831,-15.829959,-26.205971,-2.1593802,27
-10.5,low,-8.070858,-10.711578,-15.676825,-25.874159,-2.1536372,27
-10.4,low,-8.070858,-10.638562,-15.524542,-25.545179,-2.1478941,27
-10.3,low,-8.070858,-10.565785,-15.373112,-25.219019,-2.1421511,27
-10.2,low,-8.070858,-10.493245,-15.222528,-24.895655,-2.1364081,27
-10.1,low,-8.070858,-10.420943,-15.072793,-24.575077,-2.1306651,27
-10,low,-8.070858,-10.348879,-14.9239,-24.257267,-2.124922,27
-9.8999996,low,-8.070858,-10.277052,-14.775848,-23.942211,-2.119179,27
-9.8000002,low,-8.070858,-10.205462,-14.628638,-23.629898,-2.113436,27
-9.6999998,low,-8.070858,-10.134111,-14.482265,-23.320303,-2.107693,27
-9.6000004,low,-8.070858,-10.062998,-14.336729,-23.013422,-2.1019499,27
-9.5,low,-8.070858,-9.9921217,-14.192026,-22.70923,-2.0962069,27
-9.3999996,low,-8.070858,-9.921483,-14.048154,-22.407717,-2.0904639,27
-9.3000002,low,-8.070858,-9.8510828,-13.905112,-22.10887,-2.0847208,27
-9.1999998,low,-8.070858,-9.78092,-13.762897,-21.812666,-2.0789778,27
-9.1000004,low,-8.070858,-9.7109947,-13.621509,-21.5191,-2.0732348,27
-9,low,-8.070858,-9.6413069,-13.480943,-21.228151,-2.0674918,27
-8.8999996,low,-8.070858,-9.5718575,-13.341197,-20.939804,-2.0617487,27
-8.8000002,low,-8.070858,-9.5026455,-13.202272,-20.654049,-2.0560057,27
-8.6999998,low,-8.070858,-9.433671,-13.064163,-20.370865,-2.0502627,27
-8.6000004,low,-8.070858,-9.3649349,-12.92687,-20.090242,-2.0445197,27
-8.5,low,-8.070858,-9.2964354,-12.790388,-19.812162,-2.0387766,27
-8.3999996,low,-8.070858,-9.2281742,-12.654717,-19.536612,-2.0330336,27
-8.3000002,low,-8.070858,-9.1601515,-12.519857,-19.263578,-2.0272906,27
-8.1999998,low,-8.070858,-9.0923653,-12.385801,-18.993044,-2.0215476,27
-8.1000004,low,-8.070858,-9.0248175,-12.252552,-18.724998,-2.0158045,27
-8,low,-8.070858,-8.9575071,-12.120103,-18.459423,-2.0100615,27
-7.9000001,low,-8.070858,-8.8904343,-11.988455,-18.196304,-2.0043185,27
-7.8000002,low,-8.070858,-8.8235989,-11.857606,-17.935629,-1.9985753,27
-7.6999998,low,-8.070858,-8.7570019,-11.727551,-17.677382,-1.9928323,27
-7.5999999,low,-8.070858,-8.6906424,-11.598292,-17.421549,-1.9870893,27
-7.5,low,-8.070858,-8.6245203,-11.469825,-17.168116,-1.9813462,27
-7.4000001,low,-8.070858,-8.5586367,-11.342147,-16.91707,-1.9756032,27
-7.3000002,low,-8.070858,-8.4929905,-11.215257,-16.668394,-1.9698602,27
-7.1999998,low,-8.070858,-8.4275808,-11.089152,-16.422075,-1.9641172,27
-7.0999999,low,-8.070858,-8.3624105,-10.963832,-16.178101,-1.9583741,27
-7,low,-8.070858,-8.2974768,-10.839293,-15.936455,-1.9526311,27
-6.9000001,low,-8.070858,-8.2327814,-10.715533,-15.697125,-1.9468881,27
-6.8000002,low,-8.070858,-8.1683235,-10.59255,-15.460096,-1.9411451,27
-6.6999998,low,-8.070858,-8.1041031,-10.470343,-15.225353,-1.935402,27
-6.5999999,low,-8.070858,-8.0401211,-10.348908,-14.992886,-1.929659,27
-6.5,low,-8.070858,-7.9763761,-10.228246,-14.762677,-1.923916,27
-6.4000001,low,-8.070858,-7.912869,-10.108352,-14.534714,-1.918173,27
-6.3000002,low,-8.070858,-7.8495994,-9.9892244,-14.308984,-1.9124299,27
-6.1999998,low,-8.070858,-7.7865677,-9.870862,-14.08547,-1.9066868,27
-6.0999999,low,-8.070858,-7.723774,-9.7532625,-13.864162,-1.9009438,27
-6,low,-8.070858,-7.6612177,-9.6364231,-13.645045,-1.8952007,27
-5.9000001,low,-8.070858,-7.5988989,-9.5203428,-13.428106,-1.8894577,27
-5.8000002,low,-8.070858,-7.5368185,-9.4050188,-13.213331,-1.8837147,27
-5.6999998,low,-8.070858,-7.4749751,-9.2904482,-13.000705,-1.8779716,27
-5.5999999,low,-8.070858,-7.4133697,-9.176631,-12.790217,-1.8722286,27
-5.5,low,-8.070858,-7.3520021,-9.0635643,-12.581853,-1.8664856,27
-5.4000001,low,-8.070858,-7.2908721,-8.9512453,-12.375598,-1.8607426,27
-5.3000002,low,-8.070858,-7.22998,-8.8396721,-12.171441,-1.8549995,27
-5.1999998,low,-8.070858,-7.1693249,-8.7288418,-11.969366,-1.8492565,27
-5.0999999,low,-8.070858,-7.1089082,-8.6187544,-11.769361,-1.8435135,27
-5,low,-8.070858,-7.0487289,-8.509407,-11.571415,-1.8377705,27
-4.9000001,low,-8.070858,-6.9887877,-8.4007969,-11.375512,-1.8320274,27
-4.8000002,low,-8.070858,-6.9290838,-8.292923,-11.181641,-1.8262844,27
-4.6999998,low,-8.070858,-6.8696175,-8.1857815,-10.989785,-1.8205414,27
-4.5999999,low,-8.070858,-6.810389,-8.0793715,-10.799935,-1.8147984,27
-4.5,low,-8.070858,-6.7513986,-7.9736915,-10.612078,-1.8090553,27
-4.4000001,low,-8.070858,-6.692646,-7.8687382,-10.426199,-1.8033123,27
-4.3000002,low,-8.070858,-6.6341305,-7.7645102,-10.242286,-1.7975693,27
-4.1999998,low,-8.070858,-6.5758529,-7.661005,-10.060324,-1.7918261,27
-4.0999999,low,-8.070858,-6.5178132,-7.5582209,-9.8803034,-1.7860831,27
-4,low,-8.070858,-6.460011,-7.4561558,-9.7022104,-1.7803401,27
-3.9000001,low,-8.070858,-6.4024467,-7.3548074,-9.5260324,-1.774597,27
-3.8,low,-8.070858,-6.34512,-7.2541733,-9.3517561,-1.768854,27
-3.7,low,-8.070858,-6.2880311,-7.1542525,-9.179369,-1.763111,27
-3.5999999,low,-8.070858,-6.2311797,-7.0550413,-9.0088577,-1.757368,27
-3.5,low,-8.070858,-6.1745663,-6.9565392,-8.8402119,-1.7516249,27
-3.4000001,low,-8.070858,-6.1181903,-6.8587437,-8.6734171,-1.7458819,27
-3.3,low,-8.070858,-6.0620518,-6.7616515,-8.508461,-1.7401389,27
-3.2,low,-8.070858,-6.0061517,-6.6652622,-8.3453321,-1.7343959,27
-3.0999999,low,-8.070858,-5.9504886,-6.5695724,-8.1840162,-1.7286528,27
-3,low,-8.070858,-5.8950639,-6.4745812,-8.0245037,-1.7229098,27
-2.9000001,low,-8.070858,-5.8398767,-6.3802857,-7.8667803,-1.7171668,27
-2.8,low,-8.070858,-5.7849269,-6.2866836,-7.710834,-1.7114238,27
-2.7,low,-8.070858,-5.7302151,-6.1937737,-7.556653,-1.7056807,27
-2.5999999,low,-8.070858,-5.6757407,-6.101553,-7.4042249,-1.6999377,27
-2.5,low,-8.070858,-5.6215043,-6.0100203,-7.2535377,-1.6941947,27
-2.4000001,low,-8.070858,-5.5675054,-5.9191728,-7.104579,-1.6884516,27
-2.3,low,-8.070858,-5.5137444,-5.8290086,-6.9573369,-1.6827086,27
-2.2,low,-8.070858,-5.4602208,-5.7395253,-6.8117995,-1.6769656,27
-2.0999999,low,-8.070858,-5.4069352,-5.6507215,-6.6679544,-1.6712224,27
-2,low,-8.070858,-5.3538871,-5.5625954,-6.5257902,-1.6654794,27
-1.9,low,-8.070858,-5.3010769,-5.4751434,-6.3852949,-1.6597364,27
-1.8,low,-8.070858,-5.2485042,-5.3883648,-6.2464561,-1.6539934,27
-1.7,low,-8.070858,-5.1961694,-5.3022571,-6.1092629,-1.6482503,27
-1.6,low,-8.070858,-5.1440721,-5.2168179,-5.9737029,-1.6425073,27
-1.5,low,-8.070858,-5.0922127,-5.1320453,-5.8397646,-1.6367643,27
-1.4,low,-8.070858,-5.0405912,-5.0479374,-5.7074366,-1.6310213,27
-1.3,low,-8.070858,-4.9892068,-4.9644918,-5.5767064,-1.6252782,27
-1.2,low,-8.070858,-4.9380608,-4.8817072,-5.4475636,-1.6195352,27
-1.1,low,-8.070858,-4.8871522,-4.7995806,-5.3199959,-1.6137922,27
-1,low,-8.070858,-4.8364811,-4.7181096,-5.1939917,-1.6080492,27
-.89999998,low,-8.070858,-4.7860479,-4.6372933,-5.0695395,-1.6023061,27
-.80000001,low,-8.070858,-4.7358522,-4.5571289,-4.9466286,-1.5965631,27
-.69999999,low,-8.070858,-4.6858945,-4.4776144,-4.8252468,-1.5908201,27
-.60000002,low,-8.070858,-4.6361747,-4.3987479,-4.7053833,-1.585077,27
-.5,low,-8.070858,-4.5866923,-4.3205271,-4.5870266,-1.579334,27
-.40000001,low,-8.070858,-4.5374475,-4.24295,-4.4701657,-1.573591,27
-.30000001,low,-8.070858,-4.4884405,-4.1660147,-4.3547888,-1.567848,27
-.2,low,-8.070858,-4.439671,-4.0897188,-4.2408853,-1.5621049,27
-.1,low,-8.070858,-4.3911395,-4.01406,-4.1284442,-1.5563618,27
0,low,-8.070858,-4.3428459,-3.9390368,-4.0174537,-1.5506188,27
.1,low,-8.070858,-4.2947898,-3.8646469,-3.9079032,-1.5448757,27
.2,low,-8.070858,-4.2469711,-3.7908881,-3.7997818,-1.5391327,27
.30000001,low,-8.070858,-4.1993904,-3.7177582,-3.6930783,-1.5333897,27
.40000001,low,-8.070858,-4.1520476,-3.6452553,-3.5877821,-1.5276467,27
.5,low,-8.070858,-4.1049423,-3.5733776,-3.483882,-1.5219036,27
.60000002,low,-8.070858,-4.0580745,-3.5021224,-3.3813672,-1.5161606,27
.69999999,low,-8.070858,-4.0114446,-3.431488,-3.2802272,-1.5104176,27
.80000001,low,-8.070858,-3.9650524,-3.3614724,-3.1804512,-1.5046746,27
.89999998,low,-8.070858,-3.9188979,-3.292073,-3.0820282,-1.4989315,27
1,low,-8.070858,-3.8729811,-3.2232883,-2.9849477,-1.4931885,27
1.1,low,-8.070858,-3.827302,-3.1551158,-2.8891993,-1.4874455,27
1.2,low,-8.070858,-3.7818606,-3.0875537,-2.7947721,-1.4817024,27
1.3,low,-8.070858,-3.7366571,-3.0205998,-2.7016559,-1.4759594,27
1.4,low,-8.070858,-3.6916912,-2.954252,-2.6098399,-1.4702164,27
1.5,low,-8.070858,-3.6469629,-2.8885081,-2.5193138,-1.4644734,27
1.6,low,-8.070858,-3.6024723,-2.8233662,-2.4300673,-1.4587303,27
1.7,low,-8.070858,-3.5582194,-2.7588239,-2.3420899,-1.4529873,27
1.8,low,-8.070858,-3.5142043,-2.6948798,-2.2553713,-1.4472443,27
1.9,low,-8.070858,-3.4704268,-2.631531,-2.1699014,-1.4415011,27
2,low,-8.070858,-3.426887,-2.5687759,-2.0856695,-1.4357581,27
2.0999999,low,-8.070858,-3.3835852,-2.5066123,-2.002666,-1.4300151,27
2.2,low,-8.070858,-3.3405209,-2.4450378,-1.9208803,-1.4242721,27
2.3,low,-8.070858,-3.2976942,-2.3840511,-1.8403027,-1.418529,27
2.4000001,low,-8.070858,-3.2551053,-2.3236492,-1.7609227,-1.412786,27
2.5,low,-8.070858,-3.212754,-2.2638307,-1.6827307,-1.407043,27
2.5999999,low,-8.070858,-3.1706407,-2.2045932,-1.6057165,-1.4013,27
2.7,low,-8.070858,-3.1287649,-2.1459346,-1.52987,-1.3955569,27
2.8,low,-8.070858,-3.0871267,-2.0878527,-1.4551818,-1.3898139,27
2.9000001,low,-8.070858,-3.0457263,-2.0303457,-1.3816415,-1.3840709,27
3,low,-8.070858,-3.0045638,-1.9734116,-1.3092397,-1.3783278,27
3.0999999,low,-8.070858,-2.9636388,-1.9170479,-1.2379665,-1.3725848,27
3.2,low,-8.070858,-2.9229515,-1.8612527,-1.1678121,-1.3668418,27
3.3,low,-8.070858,-2.8825021,-1.806024,-1.098767,-1.3610988,27
3.4000001,low,-8.070858,-2.8422902,-1.7513595,-1.0308212,-1.3553557,27
3.5,low,-8.070858,-2.8023162,-1.6972574,-.96396565,-1.3496127,27
3.5999999,low,-8.070858,-2.7625797,-1.6437154,-.8981905,-1.3438697,27
3.7,low,-8.070858,-2.7230809,-1.5907314,-.83348602,-1.3381267,27
3.8,low,-8.070858,-2.68382,-1.5383035,-.76984316,-1.3323836,27
3.9000001,low,-8.070858,-2.6447966,-1.4864293,-.7072522,-1.3266405,27
4,low,-8.070858,-2.6060112,-1.4351072,-.64570397,-1.3208975,27
4.0999999,low,-8.070858,-2.5674632,-1.3843347,-.5851891,-1.3151544,27
4.1999998,low,-8.070858,-2.5291531,-1.3341099,-.52569818,-1.3094114,27
4.3000002,low,-8.070858,-2.4910805,-1.2844303,-.46722171,-1.3036684,27
4.4000001,low,-8.070858,-2.4532456,-1.2352945,-.40975109,-1.2979254,27
4.5,low,-8.070858,-2.4156487,-1.1867,-.35327679,-1.2921823,27
4.5999999,low,-8.070858,-2.3782895,-1.1386448,-.29778978,-1.2864393,27
4.6999998,low,-8.070858,-2.3411677,-1.0911267,-.24328089,-1.2806963,27
4.8000002,low,-8.070858,-2.3042836,-1.0441436,-.18974088,-1.2749532,27
4.9000001,low,-8.070858,-2.2676375,-.99769372,-.13716124,-1.2692102,27
5,low,-8.070858,-2.2312291,-.95177472,-.085532755,-1.2634672,27
5.0999999,low,-8.070858,-2.1950583,-.90638459,-.034846514,-1.2577242,27
5.1999998,low,-8.070858,-2.1591251,-.86152118,.014906345,-1.2519811,27
5.3000002,low,-8.070858,-2.1234295,-.81718224,.063734889,-1.2462381,27
5.4000001,low,-8.070858,-2.0879719,-.77336603,.11164743,-1.2404951,27
5.5,low,-8.070858,-2.052752,-.73007041,.15865296,-1.2347521,27
5.5999999,low,-8.070858,-2.0177698,-.68729311,.20476018,-1.229009,27
5.6999998,low,-8.070858,-1.9830252,-.64503211,.24997774,-1.223266,27
5.8000002,low,-8.070858,-1.9485182,-.60328519,.29431444,-1.2175229,27
5.9000001,low,-8.070858,-1.9142491,-.56205058,.33777851,-1.2117798,27
6,low,-8.070858,-1.8802177,-.52132601,.3803786,-1.2060368,27
6.0999999,low,-8.070858,-1.8464239,-.48110938,.42212325,-1.2002938,27
6.1999998,low,-8.070858,-1.8128679,-.44139862,.46302089,-1.1945508,27
6.3000002,low,-8.070858,-1.7795495,-.40219146,.50308013,-1.1888077,27
6.4000001,low,-8.070858,-1.7464688,-.36348617,.54230893,-1.1830647,27
6.5,low,-8.070858,-1.7136259,-.32528049,.58071584,-1.1773217,27
6.5999999,low,-8.070858,-1.6810207,-.28757232,.61830908,-1.1715786,27
6.6999998,low,-8.070858,-1.6486533,-.25035959,.65509689,-1.1658356,27
6.8000002,low,-8.070858,-1.6165234,-.21364003,.69108772,-1.1600926,27
6.9000001,low,-8.070858,-1.5846312,-.17741188,.72628921,-1.1543496,27
7,low,-8.070858,-1.5529768,-.14167291,.76070982,-1.1486065,27
7.0999999,low,-8.070858,-1.5215602,-.10642099,.79435748,-1.1428635,27
7.1999998,low,-8.070858,-1.4903812,-.071654074,.82724029,-1.1371205,27
7.3000002,low,-8.070858,-1.4594399,-.037369888,.85936636,-1.1313775,27
7.4000001,low,-8.070858,-1.4287363,-.0035666774,.89074326,-1.1256344,27
7.5,low,-8.070858,-1.3982705,.029757811,.92137909,-1.1198914,27
7.5999999,low,-8.070858,-1.3680423,.062605664,.95128173,-1.1141484,27
7.6999998,low,-8.070858,-1.338052,.094978973,.98045897,-1.1084054,27
7.8000002,low,-8.070858,-1.3082992,.12687998,1.0089186,-1.1026622,27
7.9000001,low,-8.070858,-1.2787842,.15831046,1.0366683,-1.0969192,27
8,low,-8.070858,-1.2495068,.18927266,1.0637158,-1.0911762,27
8.1000004,low,-8.070858,-1.2204671,.21976881,1.0900687,-1.0854331,27
8.1999998,low,-8.070858,-1.1916653,.24980056,1.1157343,-1.0796901,27
8.3000002,low,-8.070858,-1.1631011,.27937058,1.1407208,-1.0739471,27
8.3999996,low,-8.070858,-1.1347747,.30848041,1.1650351,-1.068204,27
8.5,low,-8.070858,-1.1066858,.33713266,1.1886853,-1.062461,27
8.6000004,low,-8.070858,-1.0788345,.36532915,1.2116783,-1.056718,27
8.6999998,low,-8.070858,-1.0512214,.39307171,1.2340214,-1.050975,27
8.8000002,low,-8.070858,-1.0238456,.42036295,1.2557224,-1.0452319,27
8.8999996,low,-8.070858,-.99670774,.44720444,1.2767882,-1.0394889,27
9,low,16.753199,-.96980739,.47359881,1.2972264,-1.0337459,27
9.1000004,low,16.753199,-.94314474,.49954784,1.3170441,-1.0280029,27
9.1999998,low,16.753199,-.91672003,.52505344,1.3362483,-1.0222598,27
9.3000002,low,16.753199,-.89053279,.55011809,1.3548462,-1.0165168,27
9.3999996,low,16.753199,-.86458349,.57474345,1.3728451,-1.0107738,27
9.5,low,16.753199,-.83887166,.59893215,1.3902518,-1.0050308,27
9.6000004,low,16.753199,-.81339759,.62268591,1.4070734,-.99928766,27
9.6999998,low,16.753199,-.7881614,.6460067,1.4233167,-.99354464,27
9.8000002,low,16.753199,-.76316267,.66889703,1.4389889,-.98780161,27
9.8999996,low,16.753199,-.73840195,.69135851,1.4540967,-.98205858,27
10,low,16.753199,-.71387863,.71339369,1.468647,-.97631556,27
10.1,low,16.753199,-.68959308,.73500443,1.4826465,-.97057247,27
10.2,low,16.753199,-.6655454,.75619256,1.496102,-.9648295,27
10.3,low,16.753199,-.64173526,.77696073,1.5090202,-.95908642,27
10.4,low,16.753199,-.61816299,.79731047,1.5214077,-.95334345,27
10.5,low,16.753199,-.59482825,.81724441,1.5332713,-.94760036,27
10.6,low,16.753199,-.57173121,.83676428,1.5446175,-.94185734,27
10.7,low,16.753199,-.54887205,.85587209,1.5554526,-.93611431,27
10.8,low,16.753199,-.52625042,.87457025,1.5657835,-.93037128,27
10.9,low,16.753199,-.50386673,.89286053,1.5756162,-.92462826,27
11,low,16.753199,-.48172054,.91074532,1.5849575,-.91888523,27
11.1,low,16.753199,-.45981202,.92822659,1.5938137,-.91314214,27
11.2,low,16.753199,-.43814144,.94530618,1.6021907,-.90739918,27
11.3,low,16.753199,-.41670832,.9619866,1.6100954,-.90165609,27
11.4,low,16.753199,-.39551315,.97826958,1.6175336,-.89591312,27
11.5,low,16.753199,-.37455547,.99415749,1.6245117,-.89017004,27
11.6,low,16.753199,-.35383549,1.0096524,1.6310358,-.88442701,27
11.7,low,16.753199,-.33335343,1.024756,1.6371119,-.87868398,27
11.8,low,16.753199,-.31310886,1.0394708,1.6427463,-.87294096,27
11.9,low,16.753199,-.2931022,1.0537987,1.6479448,-.86719793,27
12,low,-15.798522,-.27333307,1.067742,1.6527135,-.8614549,27
12.1,low,-15.798522,-.25380164,1.0813025,1.6570584,-.85571182,27
12.2,low,-15.798522,-.2345081,1.0944824,1.6609851,-.84996885,27
12.3,low,-15.798522,-.21545208,1.1072838,1.6644998,-.84422576,27
12.4,low,-15.798522,-.19663395,1.1197089,1.6676081,-.8384828,27
12.5,low,-15.798522,-.17805335,1.1317596,1.6703159,-.83273971,27
12.6,low,-15.798522,-.15971045,1.1434381,1.6726289,-.82699668,27
12.7,low,-15.798522,-.14160544,1.1547464,1.6745527,-.82125366,27
12.8,low,-15.798522,-.12373795,1.1656868,1.676093,-.81551063,27
12.9,low,-15.798522,-.10610835,1.1762611,1.6772553,-.8097676,27
13,low,-15.798522,-.088716276,1.1864716,1.6780454,-.80402458,27
13.1,low,-15.798522,-.071561918,1.1963203,1.6784686,-.79828149,27
13.2,low,-15.798522,-.054645427,1.2058092,1.6785305,-.79253852,27
13.3,low,-15.798522,-.037966482,1.2149405,1.6782362,-.78679544,27
13.4,low,-15.798522,-.021525403,1.2237164,1.6775917,-.78105247,27
13.5,low,-15.798522,-.0053218734,1.2321389,1.6766018,-.77530938,27
13.6,low,-15.798522,.010643948,1.2402099,1.6752721,-.76956636,27
13.7,low,-15.798522,.026371911,1.2479317,1.6736077,-.76382333,27
13.8,low,-15.798522,.04186232,1.2553064,1.6716139,-.7580803,27
13.9,low,-15.798522,.057114873,1.2623358,1.6692958,-.75233728,27
14,low,-15.798522,.072129868,1.2690223,1.6666586,-.74659425,27
14.1,low,-15.798522,.086907148,1.2753681,1.6637075,-.74085116,27
14.2,low,-15.798522,.10144658,1.2813748,1.6604472,-.7351082,27
14.3,low,-15.798522,.11574846,1.2870449,1.6568831,-.72936511,27
14.4,low,-15.798522,.12981248,1.2923803,1.6530199,-.72362214,27
14.5,low,-15.798522,.14363894,1.2973833,1.6488627,-.71787906,27
14.6,low,-15.798522,.15722768,1.3020557,1.6444162,-.71213603,27
14.7,low,-15.798522,.1705786,1.3063997,1.6396853,-.706393,27
14.8,low,-15.798522,.18369193,1.3104175,1.6346748,-.70064998,27
14.9,low,-15.798522,.19656743,1.314111,1.6293895,-.69490695,27
15,low,4.4677768,.20920534,1.3174825,1.6238341,-.68916392,27
15.1,low,4.4677768,.22160555,1.3205339,1.6180131,-.68342084,27
15.2,low,4.4677768,.23376794,1.3232673,1.6119314,-.67767787,27
15.3,low,4.4677768,.24569274,1.3256849,1.6055934,-.67193478,27
15.4,low,4.4677768,.25737971,1.3277888,1.5990037,-.66619182,27
15.5,low,4.4677768,.26882911,1.329581,1.5921667,-.66044873,27
15.6,low,4.4677768,.28004077,1.3310636,1.5850869,-.6547057,27
15.7,low,4.4677768,.29101464,1.3322387,1.5777688,-.64896268,27
15.8,low,4.4677768,.3017509,1.3331084,1.5702167,-.64321965,27
15.9,low,4.4677768,.31224933,1.3336748,1.5624348,-.63747662,27
16,low,4.4677768,.32251018,1.3339399,1.5544275,-.6317336,27
16.1,low,4.4677768,.3325333,1.3339059,1.5461991,-.62599051,27
16.200001,low,4.4677768,.34231874,1.3335749,1.5377537,-.62024748,27
16.299999,low,4.4677768,.35186628,1.3329488,1.5290956,-.61450452,27
16.4,low,4.4677768,.36117628,1.3320299,1.5202287,-.60876149,27
16.5,low,4.4677768,.37024859,1.3308202,1.5111573,-.6030184,27
16.6,low,4.4677768,.37908319,1.3293217,1.5018852,-.59727538,27
16.700001,low,4.4677768,.38768008,1.3275367,1.4924164,-.59153229,27
16.799999,low,4.4677768,.3960391,1.3254672,1.4827552,-.58578938,27
16.9,low,4.4677768,.40416059,1.3231152,1.4729049,-.5800463,27
17,low,4.4677768,.41204435,1.3204829,1.4628699,-.57430327,27
17.1,low,4.4677768,.4196904,1.3175722,1.4526536,-.56856018,27
17.200001,low,4.4677768,.42709875,1.3143854,1.4422601,-.56281716,27
17.299999,low,4.4677768,.43426928,1.3109246,1.4316932,-.55707419,27
17.4,low,4.4677768,.44120222,1.3071917,1.4209561,-.55133116,27
17.5,low,4.4677768,.44789743,1.3031889,1.4100529,-.54558808,27
17.6,low,4.4677768,.45435497,1.2989184,1.3989869,-.53984505,27
17.700001,low,4.4677768,.46057478,1.294382,1.3877618,-.53410196,27
17.799999,low,4.4677768,.46655679,1.289582,1.3763814,-.52835906,27
17.9,low,4.4677768,.47230119,1.2845205,1.3648486,-.52261597,27
18,low,6.6070333,.47780788,1.2791995,1.3531672,-.51687294,27
18.1,low,6.6070333,.48307684,1.2736211,1.3413404,-.51112986,27
18.200001,low,6.6070333,.48810813,1.2677873,1.3293718,-.50538683,27
18.299999,low,6.6070333,.49290162,1.2617005,1.3172647,-.49964389,27
18.4,low,6.6070333,.49745747,1.2553625,1.305022,-.49390084,27
18.5,low,6.6070333,.50177562,1.2487754,1.2926471,-.48815778,27
18.6,low,6.6070333,.5058561,1.2419413,1.2801434,-.48241472,27
18.700001,low,6.6070333,.50969881,1.2348624,1.2675138,-.47667167,27
18.799999,low,6.6070333,.51330376,1.227541,1.2547616,-.47092873,27
18.9,low,6.6070333,.51667112,1.2199787,1.2418895,-.46518567,27
19,low,6.6070333,.51980072,1.2121778,1.2289007,-.45944262,27
19.1,low,6.6070333,.52269262,1.2041403,1.2157981,-.45369956,27
19.200001,low,6.6070333,.52534682,1.1958685,1.2025849,-.4479565,27
19.299999,low,6.6070333,.52776331,1.1873646,1.1892638,-.44221357,27
19.4,low,6.6070333,.5299421,1.1786301,1.1758375,-.43647051,27
19.5,low,6.6070333,.53188318,1.1696676,1.1623089,-.43072745,27
19.6,low,6.6070333,.53358656,1.1604789,1.1486807,-.4249844,27
19.700001,low,6.6070333,.53505218,1.1510664,1.1349558,-.41924134,27
