temp,risk,bins,poly2,poly3,poly4,rcs,ref
16,high,52.026459,-5.9273281,-15.829265,-10.331,-51.880856,27
16.1,high,52.026459,-5.7574639,-15.677994,-10.291298,-51.409206,27
16.200001,high,52.026459,-5.5897279,-15.525557,-10.249754,-50.937561,27
16.299999,high,52.026459,-5.4241228,-15.371992,-10.206384,-50.465923,27
16.4,high,52.026459,-5.2606425,-15.217331,-10.161201,-49.994278,27
16.5,high,52.026459,-5.0992904,-15.061611,-10.11422,-49.522633,27
16.6,high,52.026459,-4.9400663,-14.904869,-10.065458,-49.050987,27
16.700001,high,52.026459,-4.7829704,-14.747141,-10.01493,-48.579342,27
16.799999,high,52.026459,-4.6280055,-14.588467,-9.9626532,-48.107704,27
16.9,high,52.026459,-4.4751658,-14.428876,-9.9086418,-47.636059,27
17,high,52.026459,-4.3244543,-14.268408,-9.8529148,-47.164413,27
17.1,high,52.026459,-4.1758704,-14.107099,-9.7954874,-46.692768,27
17.200001,high,52.026459,-4.0294147,-13.944984,-9.7363787,-46.221119,27
17.299999,high,52.026459,-3.8850901,-13.782104,-9.6756058,-45.749485,27
17.4,high,52.026459,-3.7428906,-13.618489,-9.6131868,-45.27784,27
17.5,high,52.026459,-3.602819,-13.454177,-9.5491409,-44.80619,27
17.6,high,52.026459,-3.4648757,-13.289205,-9.4834852,-44.334545,27
17.700001,high,52.026459,-3.3290603,-13.123608,-9.4162407,-43.8629,27
17.799999,high,52.026459,-3.1953757,-12.957426,-9.3474274,-43.391262,27
17.9,high,52.026459,-3.0638165,-12.790689,-9.2770624,-42.919617,27
18,high,-101.71306,-2.9343853,-12.623437,-9.2051678,-42.447971,27
18.1,high,-101.71306,-2.8070822,-12.455705,-9.1317644,-41.976326,27
18.200001,high,-101.71306,-2.6819072,-12.28753,-9.0568714,-41.504681,27
18.299999,high,-101.71306,-2.5588627,-12.11895,-8.9805136,-41.033043,27
18.4,high,-101.71306,-2.4379437,-11.949997,-8.9027081,-40.561398,27
18.5,high,-101.71306,-2.3191528,-11.780708,-8.8234787,-40.089752,27
18.6,high,-101.71306,-2.2024901,-11.611121,-8.7428484,-39.618103,27
18.700001,high,-101.71306,-2.0879552,-11.441271,-8.6608391,-39.146458,27
18.799999,high,-101.71306,-1.9755508,-11.271198,-8.5774746,-38.67482,27
18.9,high,-101.71306,-1.8652722,-11.100931,-8.4927759,-38.203175,27
19,high,-101.71306,-1.7571217,-10.930511,-8.4067688,-37.731529,27
19.1,high,-101.71306,-1.6510992,-10.759973,-8.3194761,-37.259884,27
19.200001,high,-101.71306,-1.5472047,-10.589353,-8.2309217,-36.788239,27
19.299999,high,-101.71306,-1.4454404,-10.41869,-8.1411333,-36.316601,27
19.4,high,-101.71306,-1.3458021,-10.248014,-8.0501318,-35.844955,27
19.5,high,-101.71306,-1.2482919,-10.077365,-7.9579444,-35.37331,27
19.6,high,-101.71306,-1.1529096,-9.9067793,-7.8645964,-34.901665,27
19.700001,high,-101.71306,-1.0596555,-9.7362928,-7.7701139,-34.430019,27
19.799999,high,-101.71306,-.96853119,-9.5659447,-7.6745253,-33.958382,27
19.9,high,-101.71306,-.87953317,-9.3957644,-7.5778537,-33.486736,27
20,high,-101.71306,-.79266322,-9.225791,-7.4801269,-33.015087,27
20.1,high,-101.71306,-.70792133,-9.0560617,-7.3813734,-32.543442,27
20.200001,high,-101.71306,-.62530756,-8.8866129,-7.2816205,-32.071796,27
20.299999,high,-101.71306,-.54482335,-8.7174826,-7.1808982,-31.600161,27
20.4,high,-101.71306,-.46646562,-8.5487013,-7.0792308,-31.128513,27
20.5,high,-101.71306,-.39023596,-8.3803091,-6.9766493,-30.656868,27
20.6,high,-101.71306,-.31613439,-8.2123404,-6.8731823,-30.185223,27
20.700001,high,-101.71306,-.24416089,-8.0448322,-6.7688594,-29.713575,27
20.799999,high,-101.71306,-.17431676,-7.8778248,-6.6637125,-29.24194,27
20.9,high,-101.71306,-.10659935,-7.7113471,-6.5577679,-28.770294,27
21,high,9.8140087,-.041010004,-7.5454378,-6.451057,-28.298647,27
21.1,high,9.8140087,.02245127,-7.3801346,-6.3436112,-27.827002,27
21.200001,high,9.8140087,.083784476,-7.2154722,-6.2354617,-27.355356,27
21.299999,high,9.8140087,.1429885,-7.0514908,-6.1266422,-26.883718,27
21.4,high,9.8140087,.20006561,-6.8882198,-6.0171795,-26.412073,27
21.5,high,9.8140087,.25501466,-6.7256989,-5.9071088,-25.940428,27
21.6,high,9.8140087,.30783564,-6.5639639,-5.7964616,-25.468781,27
21.700001,high,9.8140087,.35852852,-6.4030514,-5.6852713,-24.997135,27
21.799999,high,9.8140087,.40709245,-6.2430005,-5.5735726,-24.525497,27
21.9,high,9.8140087,.45352927,-6.0838408,-5.4613953,-24.053852,27
22,high,9.8140087,.49783802,-5.9256115,-5.3487754,-23.582207,27
22.1,high,9.8140087,.54001868,-5.7683496,-5.2357464,-23.110559,27
22.200001,high,9.8140087,.58007127,-5.6120906,-5.1223431,-22.638914,27
22.299999,high,9.8140087,.61799514,-5.4568739,-5.0086031,-22.167278,27
22.4,high,9.8140087,.65379161,-5.3027291,-4.894556,-21.695631,27
22.5,high,9.8140087,.68746006,-5.1496964,-4.780241,-21.223986,27
22.6,high,9.8140087,.71900046,-4.9978108,-4.6656923,-20.75234,27
22.700001,high,9.8140087,.74841273,-4.8471098,-4.5509477,-20.280693,27
22.799999,high,9.8140087,.77569646,-4.6976309,-4.4360447,-19.809057,27
22.9,high,9.8140087,.80085272,-4.5494056,-4.3210163,-19.33741,27
23,high,9.8140087,.82388085,-4.402473,-4.2059016,-18.865765,27
23.1,high,9.8140087,.84478092,-4.2568684,-4.0907388,-18.394119,27
23.200001,high,9.8140087,.86355293,-4.1126285,-3.9755654,-17.922474,27
23.299999,high,9.8140087,.88019651,-3.9697921,-3.8604217,-17.450836,27
23.4,high,9.8140087,.89471245,-3.8283901,-3.745342,-16.979191,27
23.5,high,9.8140087,.90710026,-3.6884613,-3.6303675,-16.507544,27
23.6,high,9.8140087,.91736007,-3.5500417,-3.5155373,-16.035898,27
23.700001,high,9.8140087,.92549175,-3.4131675,-3.4008911,-15.564253,27
23.799999,high,9.8140087,.93149531,-3.2778773,-3.2864711,-15.092615,27
23.9,high,9.8140087,.93537092,-3.1442027,-3.172313,-14.62097,27
24,high,-35.599995,.93711841,-3.0121818,-3.0584598,-14.149323,27
24.1,high,-35.599995,.9367379,-2.881851,-2.9449522,-13.677678,27
24.200001,high,-35.599995,.93422931,-2.7532463,-2.8318319,-13.206032,27
24.299999,high,-35.599995,.92959273,-2.6264067,-2.7191424,-12.734395,27
24.4,high,-35.599995,.92282802,-2.501363,-2.6069214,-12.262749,27
24.5,high,-35.599995,.9139353,-2.3781543,-2.4952133,-11.791103,27
24.6,high,-35.599995,.90291446,-2.2568164,-2.3840611,-11.319457,27
24.700001,high,-35.599995,.88976556,-2.1373854,-2.2735074,-10.847812,27
24.799999,high,-35.599995,.87448889,-2.0199001,-2.1635978,-10.376174,27
24.9,high,-35.599995,.85708392,-1.9043916,-2.0543718,-9.9045286,27
25,high,-35.599995,.83755082,-1.7908989,-1.9458754,-9.4328823,27
25.1,high,-35.599995,.81588972,-1.6794579,-1.8381532,-8.961237,27
25.200001,high,-35.599995,.79210049,-1.5701046,-1.7312498,-8.4895906,27
25.299999,high,-35.599995,.76618373,-1.4628775,-1.6252121,-8.0179539,27
25.4,high,-35.599995,.73813844,-1.3578085,-1.5200816,-7.5463076,27
25.5,high,-35.599995,.70796508,-1.2549357,-1.4159061,-7.0746617,27
25.6,high,-35.599995,.67566365,-1.1542956,-1.3127315,-6.6030159,27
25.700001,high,-35.599995,.64123416,-1.0559241,-1.2106043,-6.1313701,27
25.799999,high,-35.599995,.60467726,-.95985919,-1.1095731,-5.6597333,27
25.9,high,-35.599995,.5659917,-.86613345,-1.0096813,-5.188087,27
26,high,-35.599995,.52517802,-.77478486,-.91097802,-4.7164412,27
26.1,high,-35.599995,.4822363,-.68584961,-.81351119,-4.2447953,27
26.200001,high,-35.599995,.43716648,-.59936374,-.71732879,-3.7731495,27
26.299999,high,-35.599995,.38996953,-.51536518,-.62248117,-3.3015125,27
26.4,high,-35.599995,.34064361,-.43388674,-.52901351,-2.8298666,27
26.5,high,-35.599995,.28918967,-.35496625,-.43697664,-2.3582206,27
26.6,high,-35.599995,.23560762,-.27863988,-.34642011,-1.8865747,27
26.700001,high,-35.599995,.17989752,-.20494379,-.25739369,-1.4149288,27
26.799999,high,-35.599995,.12206047,-.13391547,-.16994922,-.94329184,27
26.9,high,-35.599995,.062094267,-.065588355,-.084133811,-.47164592,27
27,high,0,0,0,0,0,27
27.1,high,0,-.064222336,.062813438,.08240106,.47137207,27
27.200001,high,0,-.13057274,.1228158,.16301785,.9411009,27
27.299999,high,0,-.19904989,.17996985,.24179706,1.4075345,27
27.4,high,0,-.26965639,.23424163,.31868947,1.8690475,27
27.5,high,0,-.34239095,.28559384,.39364108,2.3239877,27
27.6,high,0,-.41725361,.33399034,.46659896,2.7707119,27
27.700001,high,0,-.49424431,.37939495,.53750998,3.207577,27
27.799999,high,0,-.57336158,.42177072,.60631919,3.6329317,27
27.9,high,0,-.65460837,.46108314,.67297542,4.0451488,27
28,high,0,-.73798323,.4972952,.73742312,4.4425778,27
28.1,high,0,-.82348615,.53037077,.79960763,4.8238692,27
28.200001,high,0,-.9111172,.56027359,.85947406,5.1888556,27
28.299999,high,0,-1.0008745,.58696711,.91696614,5.5376558,27
28.4,high,0,-1.0927616,.61041617,.97203046,5.8704104,27
28.5,high,0,-1.1867768,.63058406,1.0246099,6.1872387,27
28.6,high,0,-1.28292,.64743465,1.0746483,6.4882669,27
28.700001,high,0,-1.3811914,.66093171,1.1220889,6.773622,27
28.799999,high,0,-1.4815887,.67103899,1.1668741,7.0434246,27
28.9,high,0,-1.5841162,.67772061,1.2089481,7.2978115,27
29,high,0,-1.6887716,.68094033,1.2482526,7.5369043,27
29.1,high,0,-1.7955552,.68066192,1.2847295,7.7608294,27
29.200001,high,0,-1.9044669,.67684919,1.3183205,7.9697127,27
29.299999,high,0,-2.0155044,.6694662,1.3489665,8.1636772,27
29.4,high,0,-2.1286721,.65847647,1.3766094,8.3428574,27
29.5,high,0,-2.2439678,.64384395,1.4011897,8.5073748,27
29.6,high,0,-2.3613918,.62553251,1.4226472,8.6573563,27
29.700001,high,0,-2.4809437,.60350603,1.4409223,8.7929277,27
29.799999,high,0,-2.6026213,.57772875,1.4559542,8.9142141,27
29.9,high,0,-2.7264292,.54816359,1.4676828,9.0213461,27
30,high,4.1636868,-2.8523653,.51477492,1.4760467,9.1144485,27
30.1,high,4.1636868,-2.9804294,.47752646,1.4809847,9.1936464,27
30.200001,high,4.1636868,-3.1106217,.43638211,1.4824349,9.2590675,27
30.299999,high,4.1636868,-3.2429395,.39130661,1.4803354,9.3108358,27
30.4,high,4.1636868,-3.3773878,.34226203,1.4746236,9.3490801,27
30.5,high,4.1636868,-3.5139642,.28921309,1.4652369,9.3739271,27
30.6,high,4.1636868,-3.6526685,.23212361,1.4521123,9.3855019,27
30.700001,high,4.1636868,-3.7935011,.17095743,1.4351861,9.3839302,27
30.799999,high,4.1636868,-3.9364588,.10567966,1.4143953,9.3693399,27
30.9,high,4.1636868,-4.0815473,.036251664,1.3896748,9.3418579,27
31,high,4.1636868,-4.2287641,-.037361518,1.3609606,9.301609,27
31.1,high,4.1636868,-4.378109,-.11519605,1.3281879,9.2487192,27
31.200001,high,4.1636868,-4.5295815,-.19728808,1.2912915,9.1833172,27
31.299999,high,4.1636868,-4.6831799,-.28367209,1.2502069,9.1055298,27
31.4,high,4.1636868,-4.8389087,-.37438756,1.2048666,9.0154791,27
31.5,high,4.1636868,-4.9967656,-.46946898,1.1552054,8.9132948,27
31.6,high,4.1636868,-5.1567507,-.56895256,1.1011566,8.7991018,27
31.700001,high,4.1636868,-5.3188639,-.67287451,1.0426534,8.673028,27
31.799999,high,4.1636868,-5.4831018,-.78126878,.97963011,8.535202,27
31.9,high,4.1636868,-5.6494708,-.89417565,.91201657,8.3857441,27
32,high,4.1636868,-5.8179684,-1.0116293,.83974624,8.2247829,27
32.099998,high,4.1636868,-5.9885902,-1.1336637,.76275235,8.0524521,27
32.200001,high,4.1636868,-6.1613469,-1.2603219,.68096191,7.8688622,27
32.299999,high,4.1636868,-6.336225,-1.3916304,.59431225,7.6741571,27
32.400002,high,4.1636868,-6.513238,-1.5276355,.50272763,7.4684472,27
32.5,high,4.1636868,-6.6923723,-1.6683627,.40614539,7.2518778,27
32.599998,high,4.1636868,-6.8736343,-1.8138537,.30449232,7.02456,27
32.700001,high,4.1636868,-7.0570316,-1.9641502,.19769402,6.7866192,27
32.799999,high,4.1636868,-7.2425499,-2.119277,.08568804,6.5381966,27
32.900002,high,4.1636868,-7.430203,-2.2792819,-.031605043,6.2793989,27
33,high,-21.469637,-7.6199775,-2.4441891,-.15424754,6.0103726,27
33.099998,high,-21.469637,-7.8118796,-2.6140409,-.28231537,5.7312331,27
33.200001,high,-21.469637,-8.0059175,-2.7888796,-.41588572,5.4420996,27
33.299999,high,-21.469637,-8.202076,-2.9687285,-.55502063,5.1431174,27
33.400002,high,-21.469637,-8.4003696,-3.1536376,-.69980329,4.8343911,27
33.5,high,-21.469637,-8.6007843,-3.3436286,-.85029572,4.5160713,27
33.599998,high,-21.469637,-8.8033266,-3.5387449,-1.0065764,4.1882696,27
33.700001,high,-21.469637,-9.0080042,-3.7390301,-1.1687255,3.8511026,27
33.799999,high,-21.469637,-9.2148027,-3.9445055,-1.3368045,3.504724,27
33.900002,high,-21.469637,-9.4237375,-4.1552224,-1.5109005,3.1492264,27
34,high,-21.469637,-9.6347923,-4.3712015,-1.691075,2.7847703,27
34.099998,high,-21.469637,-9.8479748,-4.5924864,-1.8774092,2.4114695,27
34.200001,high,-21.469637,-10.063293,-4.8191218,-2.0699863,2.0294302,27
34.299999,high,-21.469637,-10.280731,-5.0511274,-2.268867,1.6388103,27
34.400002,high,-21.469637,-10.500306,-5.2885566,-2.4741426,1.2397066,27
34.5,high,-21.469637,-10.722001,-5.5314269,-2.6858737,.83227539,27
34.599998,high,-21.469637,-10.945824,-5.7797847,-2.9041448,.41662651,27
34.700001,high,-21.469637,-11.171782,-6.0336747,-3.1290414,-.0071238531,27
34.799999,high,-21.469637,-11.399861,-6.2931147,-3.3606243,-.43882361,27
34.900002,high,-21.469637,-11.630077,-6.5581598,-3.5989881,-.8783741,27
35,high,-21.469637,-11.862411,-6.8288264,-3.8441932,-1.3256191,27
35.099998,high,-21.469637,-12.096874,-7.1051602,-4.0963268,-1.7804487,27
35.200001,high,-21.469637,-12.333474,-7.3872089,-4.3554778,-2.2427528,27
35.299999,high,-21.469637,-12.572193,-7.6749868,-4.6217051,-2.7123713,27
35.400002,high,-21.469637,-12.813048,-7.9685521,-4.8951087,-3.1892095,27
35.5,high,-21.469637,-13.056024,-8.2679186,-5.1757474,-3.673111,27
35.599998,high,-21.469637,-13.301126,-8.5731335,-5.4637117,-4.1639619,27
35.700001,high,-21.469637,-13.548367,-8.8842449,-5.7590938,-4.6616569,27
35.799999,high,-21.469637,-13.797725,-9.2012644,-6.0619512,-5.1660347,27
35.900002,high,-21.469637,-14.049222,-9.5242538,-6.3723884,-5.6770053,27
36,high,5.9641547,-14.302836,-9.8532248,-6.6904631,-6.1944003,27
36.099998,high,5.9641547,-14.558579,-10.188224,-7.0162687,-6.7181177,27
36.200001,high,5.9641547,-14.81646,-10.529302,-7.3499012,-7.248044,27
36.299999,high,5.9641547,-15.076459,-10.876468,-7.6914163,-7.7840219,27
36.400002,high,5.9641547,-15.338596,-11.229786,-8.0409231,-8.3259583,27
36.5,high,5.9641547,-15.602851,-11.589264,-8.3984795,-8.8736906,27
36.599998,high,5.9641547,-15.869234,-11.954951,-8.7641802,-9.4271078,27
36.700001,high,5.9641547,-16.137754,-12.3269,-9.1381245,-9.9861059,27
36.799999,high,5.9641547,-16.408394,-12.705116,-9.5203676,-10.550521,27
36.900002,high,5.9641547,-16.681171,-13.089666,-9.9110241,-11.120271,27
37,high,5.9641547,-16.956066,-13.480556,-10.310147,-11.695174,27
37.099998,high,5.9641547,-17.233089,-13.877837,-10.717839,-12.275139,27
37.200001,high,5.9641547,-17.512251,-14.28156,-11.1342,-12.86005,27
37.299999,high,5.9641547,-17.793531,-14.69173,-11.559285,-13.449743,27
37.400002,high,5.9641547,-18.076948,-15.108417,-11.993212,-14.04414,27
37.5,high,5.9641547,-18.362484,-15.531623,-12.436033,-14.643055,27
37.599998,high,5.9641547,-18.650146,-15.9614,-12.887855,-15.246405,27
37.700001,high,5.9641547,-18.939949,-16.397802,-13.34878,-15.854074,27
37.799999,high,5.9641547,-19.231869,-16.84083,-13.81886,-16.465885,27
37.900002,high,5.9641547,-19.525927,-17.290556,-14.298222,-17.081764,27
38,high,5.9641547,-19.822102,-17.746983,-14.786914,-17.70154,27
38.099998,high,5.9641547,-20.120405,-18.210159,-15.285046,-18.325111,27
38.200001,high,5.9641547,-20.420847,-18.680145,-15.792724,-18.95237,27
38.299999,high,5.9641547,-20.723408,-19.156937,-16.309999,-19.583141,27
38.400002,high,5.9641547,-21.028107,-19.640606,-16.837002,-20.217354,27
38.5,high,5.9641547,-21.334921,-20.131155,-17.373779,-20.854828,27
38.599998,high,5.9641547,-21.643866,-20.628639,-17.920444,-21.495461,27
38.700001,high,5.9641547,-21.954948,-21.13311,-18.477108,-22.139141,27
38.799999,high,5.9641547,-22.268148,-21.644567,-19.043818,-22.785725,27
38.900002,high,5.9641547,-22.583487,-22.163086,-19.62071,-23.435099,27
39,high,-64.885109,-22.900942,-22.688663,-20.207832,-24.087107,27
39.099998,high,-64.885109,-23.220526,-23.221354,-20.805296,-24.741646,27
39.200001,high,-64.885109,-23.54225,-23.761215,-21.413219,-25.3986,27
39.299999,high,-64.885109,-23.866089,-24.308243,-22.031649,-26.057819,27
39.400002,high,-64.885109,-24.192068,-24.862514,-22.660723,-26.719204,27
39.5,high,-64.885109,-24.520164,-25.424025,-23.300488,-27.382586,27
39.599998,high,-64.885109,-24.850388,-25.992828,-23.951061,-28.047865,27
39.700001,high,-64.885109,-25.182753,-26.568985,-24.612562,-28.714939,27
39.799999,high,-64.885109,-25.517233,-27.152487,-25.285034,-29.383638,27
39.900002,high,-64.885109,-25.853853,-27.743414,-25.968624,-30.053871,27
40,high,-64.885109,-26.192589,-28.341759,-26.663374,-30.72547,27
40.099998,high,-64.885109,-26.533451,-28.947578,-27.369408,-31.398329,27
40.200001,high,-64.885109,-26.876457,-29.560934,-28.086843,-32.072357,27
40.299999,high,-64.885109,-27.221577,-30.181814,-28.815729,-32.747364,27
40.400002,high,-64.885109,-27.568836,-30.810303,-29.556211,-33.42329,27
40.5,high,-64.885109,-27.918213,-31.446388,-30.308332,-34.099945,27
40.599998,high,-64.885109,-28.269716,-32.09013,-31.072218,-34.777233,27
40.700001,high,-64.885109,-28.623362,-32.741585,-31.847996,-35.455048,27
40.799999,high,-64.885109,-28.979122,-33.400749,-32.6357,-36.133224,27
40.900002,high,-64.885109,-29.337023,-34.067703,-33.435497,-36.811676,27
41,high,-64.885109,-29.697039,-34.742432,-34.247417,-37.490227,27
41.099998,high,-64.885109,-30.059183,-35.424995,-35.07159,-38.1688,27
41.200001,high,-64.885109,-30.42347,-36.115459,-35.908154,-38.847393,27
41.299999,high,-64.885109,-30.789869,-36.813808,-36.757133,-39.52597,27
41.400002,high,-64.885109,-31.158411,-37.52013,-37.618702,-40.204563,27
41.5,high,-64.885109,-31.529066,-38.234406,-38.492893,-40.883148,27
41.599998,high,-64.885109,-31.90185,-38.956699,-39.379837,-41.561707,27
41.700001,high,-64.885109,-32.276775,-39.687077,-40.279667,-42.240307,27
41.799999,high,-64.885109,-32.653816,-40.425514,-41.192421,-42.918884,27
41.900002,high,-64.885109,-33.033001,-41.172108,-42.118267,-43.597485,27
42,high,-38.033279,-33.414295,-41.926838,-43.05724,-44.276051,27
42.099998,high,-38.033279,-33.797718,-42.689762,-44.009472,-44.954628,27
42.200001,high,-38.033279,-34.183285,-43.460957,-44.975105,-45.633221,27
42.299999,high,-38.033279,-34.570965,-44.240387,-45.95417,-46.311787,27
42.400002,high,-38.033279,-34.960789,-45.028156,-46.946838,-46.990387,27
42.5,high,-38.033279,-35.352726,-45.824242,-47.953148,-47.668964,27
42.599998,high,-38.033279,-35.746788,-46.628704,-48.973232,-48.347542,27
42.700001,high,-38.033279,-36.142998,-47.441616,-50.00724,-49.026142,27
42.799999,high,-38.033279,-36.541317,-48.262947,-51.055195,-49.704708,27
42.900002,high,-38.033279,-36.94178,-49.092796,-52.117279,-50.383301,27
43,high,-38.033279,-37.344357,-49.931141,-53.193523,-51.061878,27
43.099998,high,-38.033279,-37.749062,-50.778046,-54.284069,-51.740444,27
43.200001,high,-38.033279,-38.155907,-51.633579,-55.389065,-52.419044,27
43.299999,high,-38.033279,-38.564869,-52.497711,-56.508533,-53.097622,27
43.400002,high,-38.033279,-38.975971,-53.370548,-57.642666,-53.776222,27
43.5,high,-38.033279,-39.389191,-54.252052,-58.791481,-54.454781,27
43.599998,high,-38.033279,-39.804535,-55.142303,-59.955135,-55.133366,27
43.700001,high,-38.033279,-40.222023,-56.041363,-61.133778,-55.811958,27
43.799999,high,-38.033279,-40.641621,-56.949203,-62.327423,-56.490536,27
43.900002,high,-38.033279,-41.063366,-57.865925,-63.536278,-57.169136,27
44,high,-38.033279,-41.487225,-58.7915,-64.760353,-57.847702,27
44.099998,high,-38.033279,-41.913208,-59.725998,-65.999809,-58.526279,27
44.200001,high,-38.033279,-42.341335,-60.669491,-67.254799,-59.204872,27
44.299999,high,-38.033279,-42.771576,-61.621941,-68.52533,-59.883446,27
44.400002,high,-38.033279,-43.20396,-62.583458,-69.811623,-60.562038,27
44.5,high,-38.033279,-43.638458,-63.554005,-71.113686,-61.240616,27
44.599998,high,-38.033279,-44.075085,-64.533653,-72.431671,-61.919174,27
44.700001,high,-38.033279,-44.513851,-65.522476,-73.765747,-62.597782,27
44.799999,high,-38.033279,-44.954731,-66.520439,-75.115921,-63.27636,27
44.900002,high,-38.033279,-45.397758,-67.527657,-76.482407,-63.954952,27
45,high,-38.033279,-45.842896,-68.544083,-77.865219,-64.63353,27
45.099998,high,-38.033279,-46.290161,-69.569786,-79.264519,-65.312103,27
45.200001,high,-38.033279,-46.739571,-70.604851,-80.680466,-65.9907,27
45.299999,high,-38.033279,-47.19109,-71.649231,-82.113075,-66.669273,27
45.400002,high,-38.033279,-47.644756,-72.703049,-83.562569,-67.347862,27
45.5,high,-38.033279,-48.100533,-73.766251,-85.028938,-68.026443,27
45.599998,high,-38.033279,-48.558437,-74.838913,-86.512367,-68.705017,27
45.700001,high,-38.033279,-49.018486,-75.921127,-88.013016,-69.383614,27
45.799999,high,-38.033279,-49.480648,-77.012833,-89.530891,-70.062187,27
45.900002,high,-38.033279,-49.944954,-78.114151,-91.066231,-70.740776,27
46,high,-38.033279,-50.411373,-79.225037,-92.619019,-71.419357,27
46.099998,high,-38.033279,-50.879917,-80.345566,-94.18943,-72.097931,27
46.200001,high,-38.033279,-51.350609,-81.475822,-95.777657,-72.77652,27
46.299999,high,-38.033279,-51.82341,-82.615753,-97.383682,-73.455101,27
46.400002,high,-38.033279,-52.298355,-83.76548,-99.007744,-74.13369,27
46.5,high,-38.033279,-52.775414,-84.924957,-100.64984,-74.812271,27
46.599998,high,-38.033279,-53.254597,-86.094254,-102.31016,-75.490845,27
46.700001,high,-38.033279,-53.735928,-87.27346,-103.98886,-76.169434,27
46.799999,high,-38.033279,-54.219368,-88.462524,-105.68596,-76.848015,27
46.900002,high,-38.033279,-54.704956,-89.66156,-107.40168,-77.526604,27
47,high,-38.033279,-55.192654,-90.870529,-109.13603,-78.205177,27
-20,low,-8.070858,-18.731977,-34.329308,-72.3918,-2.6992254,27
-19.9,low,-8.070858,-18.636379,-34.086716,-71.718796,-2.6934824,27
-19.799999,low,-8.070858,-18.541019,-33.845169,-71.05027,-2.6877391,27
-19.700001,low,-8.070858,-18.445898,-33.604679,-70.386208,-2.6819963,27
-19.6,low,-8.070858,-18.351013,-33.365223,-69.726563,-2.6762533,27
-19.5,low,-8.070858,-18.256367,-33.126816,-69.071335,-2.6705103,27
-19.4,low,-8.070858,-18.161957,-32.889442,-68.420509,-2.664767,27
-19.299999,low,-8.070858,-18.067785,-32.653114,-67.774055,-2.659024,27
-19.200001,low,-8.070858,-17.973854,-32.41782,-67.131973,-2.6532812,27
-19.1,low,-8.070858,-17.880157,-32.183559,-66.494217,-2.6475382,27
-19,low,-8.070858,-17.786699,-31.950331,-65.860779,-2.6417949,27
-18.9,low,-8.070858,-17.693478,-31.718132,-65.231636,-2.6360519,27
-18.799999,low,-8.070858,-17.600496,-31.486961,-64.606781,-2.6303089,27
-18.700001,low,-8.070858,-17.507751,-31.256819,-63.986198,-2.6245661,27
-18.6,low,-8.070858,-17.415245,-31.027699,-63.369846,-2.6188228,27
-18.5,low,-8.070858,-17.322975,-30.799599,-62.757717,-2.6130798,27
-18.4,low,-8.070858,-17.230942,-30.572517,-62.149796,-2.6073368,27
-18.299999,low,-8.070858,-17.139147,-30.346455,-61.546059,-2.6015937,27
-18.200001,low,-8.070858,-17.047592,-30.12141,-60.946499,-2.5958507,27
-18.1,low,-8.070858,-16.956274,-29.897377,-60.351078,-2.5901077,27
-18,low,-8.070858,-16.865192,-29.674353,-59.759789,-2.5843647,27
-17.9,low,-8.070858,-16.774349,-29.452339,-59.172607,-2.5786216,27
-17.799999,low,-8.070858,-16.683743,-29.231331,-58.589523,-2.5728786,27
-17.700001,low,-8.070858,-16.593376,-29.011333,-58.010521,-2.5671356,27
-17.6,low,-8.070858,-16.503244,-28.792334,-57.435562,-2.5613925,27
-17.5,low,-8.070858,-16.413353,-28.574335,-56.864643,-2.5556495,27
-17.4,low,-8.070858,-16.323698,-28.357336,-56.297741,-2.5499065,27
-17.299999,low,-8.070858,-16.23428,-28.141333,-55.73484,-2.5441635,27
-17.200001,low,-8.070858,-16.145102,-27.926329,-55.17593,-2.5384204,27
-17.1,low,-8.070858,-16.05616,-27.712311,-54.620975,-2.5326774,27
-17,low,-8.070858,-15.967456,-27.499285,-54.069962,-2.5269344,27
-16.9,low,-8.070858,-15.878989,-27.287247,-53.522877,-2.5211914,27
-16.799999,low,-8.070858,-15.79076,-27.076195,-52.979702,-2.5154483,27
-16.700001,low,-8.070858,-15.70277,-26.866133,-52.440426,-2.5097053,27
-16.6,low,-8.070858,-15.615017,-26.657045,-51.90501,-2.5039623,27
-16.5,low,-8.070858,-15.527501,-26.44894,-51.373451,-2.4982193,27
-16.4,low,-8.070858,-15.440224,-26.241812,-50.84573,-2.4924762,27
-16.299999,low,-8.070858,-15.353183,-26.03566,-50.321823,-2.4867332,27
-16.200001,low,-8.070858,-15.266382,-25.830484,-49.801727,-2.4809902,27
-16.1,low,-8.070858,-15.179817,-25.626278,-49.285404,-2.4752471,27
-16,low,-8.070858,-15.09349,-25.42304,-48.772846,-2.4695041,27
-15.9,low,-8.070858,-15.007401,-25.22077,-48.264034,-2.4637611,27
-15.8,low,-8.070858,-14.921549,-25.019466,-47.758957,-2.4580181,27
-15.7,low,-8.070858,-14.835935,-24.819124,-47.257584,-2.452275,27
-15.6,low,-8.070858,-14.75056,-24.619745,-46.759907,-2.446532,27
-15.5,low,-8.070858,-14.665421,-24.421322,-46.265903,-2.440789,27
-15.4,low,-8.070858,-14.58052,-24.223858,-45.775558,-2.4350457,27
-15.3,low,-8.070858,-14.495857,-24.027349,-45.288857,-2.4293029,27
-15.2,low,-8.070858,-14.411431,-23.831791,-44.805775,-2.4235597,27
