names,numbers
V_LR_T,0.0817037270000001
V_LR_TS,1.2676182e-05
V_HR_T,0.508589379000001
V_HR_TS,4.66894820000001e-05
C_LR_T_LR_TS,-0.0005316474
C_LR_T_HR_TS,1.23148999999998e-05
C_LR_T_HR_T,-0.000366402999999956
C_LR_TS_HR_T,-2.78999999996478e-08
C_LR_TS_HR_TS,-1.84419799999999e-06
C_HR_T_HR_TS,-0.0024668286
