,iso,commid,NAME_1,NAME_2,NAME_3,GID_3,adm0_id,adm1_id,adm2_id,adm3_id,adm1_id_old
58,CHN,232101.0,Heilongjiang,Shuangyashan,Shuangyashan,CHN.11.11.4_1,20000000,20400000,20403100,20403136,20040000
59,CHN,232102.0,Heilongjiang,Shuangyashan,Shuangyashan,CHN.11.11.4_1,20000000,20400000,20403100,20403136,20040000
60,CHN,232103.0,Heilongjiang,Shuangyashan,Shuangyashan,CHN.11.11.4_1,20000000,20400000,20403100,20403136,20040000
61,CHN,232104.0,Heilongjiang,Shuangyashan,Shuangyashan,CHN.11.11.4_1,20000000,20400000,20403100,20403136,20040000
62,CHN,232201.0,Heilongjiang,Shuangyashan,Jixian,CHN.11.11.2_1,20000000,20400000,20403100,20403120,20040000
63,CHN,232202.0,Heilongjiang,Shuangyashan,Jixian,CHN.11.11.2_1,20000000,20400000,20403100,20403120,20040000
64,CHN,232203.0,Heilongjiang,Shuangyashan,Jixian,CHN.11.11.2_1,20000000,20400000,20403100,20403120,20040000
65,CHN,232204.0,Heilongjiang,Shuangyashan,Jixian,CHN.11.11.2_1,20000000,20400000,20403100,20403120,20040000
66,CHN,232205.0,Heilongjiang,Shuangyashan,Jixian,CHN.11.11.2_1,20000000,20400000,20403100,20403120,20040000
67,CHN,232301.0,Heilongjiang,Suihua,Anda,CHN.11.12.1_1,20000000,20400000,20403200,20403200,20040000
68,CHN,232302.0,Heilongjiang,Suihua,Anda,CHN.11.12.1_1,20000000,20400000,20403200,20403200,20040000
69,CHN,232303.0,Heilongjiang,Suihua,Anda,CHN.11.12.1_1,20000000,20400000,20403200,20403200,20040000
70,CHN,232304.0,Heilongjiang,Suihua,Anda,CHN.11.12.1_1,20000000,20400000,20403200,20403200,20040000
71,CHN,232401.0,Heilongjiang,Jiamusi,Fujin,CHN.11.6.1_1,20000000,20400000,20401700,20401708,20040000
72,CHN,232402.0,Heilongjiang,Jiamusi,Fujin,CHN.11.6.1_1,20000000,20400000,20401700,20401708,20040000
73,CHN,232403.0,Heilongjiang,Jiamusi,Fujin,CHN.11.6.1_1,20000000,20400000,20401700,20401708,20040000
74,CHN,232404.0,Heilongjiang,Jiamusi,Fujin,CHN.11.6.1_1,20000000,20400000,20401700,20401708,20040000
75,CHN,311101.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
76,CHN,311102.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
77,CHN,311103.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
78,CHN,311104.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
79,CHN,311201.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
80,CHN,311202.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
81,CHN,311203.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
82,CHN,311204.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
83,CHN,311301.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
84,CHN,311302.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
85,CHN,311303.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
86,CHN,311304.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
87,CHN,311401.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
88,CHN,311402.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
89,CHN,311403.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
90,CHN,311404.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
91,CHN,312101.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
92,CHN,312102.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
93,CHN,312103.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
94,CHN,312104.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
95,CHN,312201.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
96,CHN,312202.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
97,CHN,312203.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
98,CHN,312204.0,Shanghai,Shanghai,Shanghai,CHN.24.1.10_1,20000000,21100000,21102800,21102830,20110000
99,CHN,321101.0,Jiangsu,Suzhou,Suzhou,CHN.15.7.4_1,20000000,20800000,20803400,20803438,20080000
100,CHN,321102.0,Jiangsu,Suzhou,Suzhou,CHN.15.7.4_1,20000000,20800000,20803400,20803438,20080000
101,CHN,321103.0,Jiangsu,Suzhou,Suzhou,CHN.15.7.4_1,20000000,20800000,20803400,20803438,20080000
102,CHN,321104.0,Jiangsu,Suzhou,Suzhou,CHN.15.7.4_1,20000000,20800000,20803400,20803438,20080000
103,CHN,321105.0,Jiangsu,Suzhou,Suzhou,CHN.15.7.4_1,20000000,20800000,20803400,20803438,20080000
104,CHN,321107.0,Jiangsu,Suzhou,Suzhou,CHN.15.7.4_1,20000000,20800000,20803400,20803438,20080000
105,CHN,321201.0,Jiangsu,Yangzhou,Yangzhou,CHN.15.12.5_1,20000000,20800000,20804600,20804645,20080000
106,CHN,321203.0,Jiangsu,Yangzhou,Yangzhou,CHN.15.12.5_1,20000000,20800000,20804600,20804645,20080000
107,CHN,321206.0,Jiangsu,Yangzhou,Yangzhou,CHN.15.12.5_1,20000000,20800000,20804600,20804645,20080000
108,CHN,321207.0,Jiangsu,Yangzhou,Yangzhou,CHN.15.12.5_1,20000000,20800000,20804600,20804645,20080000
109,CHN,321208.0,Jiangsu,Yangzhou,Yangzhou,CHN.15.12.5_1,20000000,20800000,20804600,20804645,20080000
110,CHN,322101.0,Jiangsu,Suqian,Shuyang,CHN.15.6.1_1,20000000,20800000,20803300,20803337,20080000
111,CHN,322102.0,Jiangsu,Suqian,Shuyang,CHN.15.6.1_1,20000000,20800000,20803300,20803337,20080000
112,CHN,322103.0,Jiangsu,Suqian,Shuyang,CHN.15.6.1_1,20000000,20800000,20803300,20803337,20080000
113,CHN,322104.0,Jiangsu,Suqian,Shuyang,CHN.15.6.1_1,20000000,20800000,20803300,20803337,20080000
114,CHN,322105.0,Jiangsu,Suqian,Shuyang,CHN.15.6.1_1,20000000,20800000,20803300,20803337,20080000
115,CHN,322201.0,Jiangsu,Taizhou,Taixing,CHN.15.8.3_1,20000000,20800000,20803600,20803640,20080000
116,CHN,322202.0,Jiangsu,Taizhou,Taixing,CHN.15.8.3_1,20000000,20800000,20803600,20803640,20080000
117,CHN,322203.0,Jiangsu,Taizhou,Taixing,CHN.15.8.3_1,20000000,20800000,20803600,20803640,20080000
118,CHN,322204.0,Jiangsu,Taizhou,Taixing,CHN.15.8.3_1,20000000,20800000,20803600,20803640,20080000
119,CHN,322205.0,Jiangsu,Taizhou,Taixing,CHN.15.8.3_1,20000000,20800000,20803600,20803640,20080000
120,CHN,322209.0,Jiangsu,Taizhou,Taixing,CHN.15.8.3_1,20000000,20800000,20803600,20803640,20080000
121,CHN,322301.0,Jiangsu,Nantong,Haimen,CHN.15.5.2_1,20000000,20800000,20802500,20802511,20080000
122,CHN,322302.0,Jiangsu,Nantong,Haimen,CHN.15.5.2_1,20000000,20800000,20802500,20802511,20080000
123,CHN,322303.0,Jiangsu,Nantong,Haimen,CHN.15.5.2_1,20000000,20800000,20802500,20802511,20080000
124,CHN,322304.0,Jiangsu,Nantong,Haimen,CHN.15.5.2_1,20000000,20800000,20802500,20802511,20080000
125,CHN,322305.0,Jiangsu,Nantong,Haimen,CHN.15.5.2_1,20000000,20800000,20802500,20802511,20080000
126,CHN,322401.0,Jiangsu,Huai'an,Jinhu,CHN.15.2.4_1,20000000,20800000,20801400,20801419,20080000
127,CHN,322402.0,Jiangsu,Huai'an,Jinhu,CHN.15.2.4_1,20000000,20800000,20801400,20801419,20080000
128,CHN,322403.0,Jiangsu,Huai'an,Jinhu,CHN.15.2.4_1,20000000,20800000,20801400,20801419,20080000
129,CHN,322404.0,Jiangsu,Huai'an,Jinhu,CHN.15.2.4_1,20000000,20800000,20801400,20801419,20080000
130,CHN,322405.0,Jiangsu,Huai'an,Jinhu,CHN.15.2.4_1,20000000,20800000,20801400,20801419,20080000
131,CHN,371101.0,Shandong,Jinan,Jinan,CHN.23.5.2_1,20000000,21000000,21001800,21001818,20100000
132,CHN,371102.0,Shandong,Jinan,Jinan,CHN.23.5.2_1,20000000,21000000,21001800,21001818,20100000
133,CHN,371103.0,Shandong,Jinan,Jinan,CHN.23.5.2_1,20000000,21000000,21001800,21001818,20100000
134,CHN,371104.0,Shandong,Jinan,Jinan,CHN.23.5.2_1,20000000,21000000,21001800,21001818,20100000
135,CHN,371105.0,Shandong,Jinan,Jinan,CHN.23.5.2_1,20000000,21000000,21001800,21001818,20100000
136,CHN,371108.0,Shandong,Jinan,Jinan,CHN.23.5.2_1,20000000,21000000,21001800,21001818,20100000
137,CHN,371109.0,Shandong,Jinan,Jinan,CHN.23.5.2_1,20000000,21000000,21001800,21001818,20100000
138,CHN,371201.0,Shandong,Tai'an,Tai An,CHN.23.12.4_1,20000000,21000000,21003500,21003539,20100000
139,CHN,371202.0,Shandong,Tai'an,Tai An,CHN.23.12.4_1,20000000,21000000,21003500,21003539,20100000
140,CHN,371203.0,Shandong,Tai'an,Tai An,CHN.23.12.4_1,20000000,21000000,21003500,21003539,20100000
141,CHN,371204.0,Shandong,Tai'an,Tai An,CHN.23.12.4_1,20000000,21000000,21003500,21003539,20100000
142,CHN,372101.0,Shandong,Zaozhuang,Zouxian,CHN.23.16.3_1,20000000,21000000,21002000,21002056,20100000
143,CHN,372102.0,Shandong,Zaozhuang,Zouxian,CHN.23.16.3_1,20000000,21000000,21002000,21002056,20100000
144,CHN,372103.0,Shandong,Zaozhuang,Zouxian,CHN.23.16.3_1,20000000,21000000,21002000,21002056,20100000
145,CHN,372104.0,Shandong,Zaozhuang,Zouxian,CHN.23.16.3_1,20000000,21000000,21002000,21002056,20100000
146,CHN,372201.0,Shandong,Liaocheng,Shenxian,CHN.23.8.7_1,20000000,21000000,21002200,21002232,20100000
147,CHN,372202.0,Shandong,Liaocheng,Shenxian,CHN.23.8.7_1,20000000,21000000,21002200,21002232,20100000
148,CHN,372203.0,Shandong,Liaocheng,Shenxian,CHN.23.8.7_1,20000000,21000000,21002200,21002232,20100000
149,CHN,372204.0,Shandong,Liaocheng,Shenxian,CHN.23.8.7_1,20000000,21000000,21002200,21002232,20100000
150,CHN,372301.0,Shandong,Weifang,Zhucheng,CHN.23.13.10_1,20000000,21000000,21003900,21003955,20100000
151,CHN,372302.0,Shandong,Weifang,Zhucheng,CHN.23.13.10_1,20000000,21000000,21003900,21003955,20100000
152,CHN,372303.0,Shandong,Weifang,Zhucheng,CHN.23.13.10_1,20000000,21000000,21003900,21003955,20100000
153,CHN,372304.0,Shandong,Weifang,Zhucheng,CHN.23.13.10_1,20000000,21000000,21003900,21003955,20100000
154,CHN,372401.0,Shandong,Weihai,Wendeng,CHN.23.14.4_1,20000000,21000000,21004000,21004043,20100000
155,CHN,372402.0,Shandong,Weihai,Wendeng,CHN.23.14.4_1,20000000,21000000,21004000,21004043,20100000
156,CHN,372403.0,Shandong,Weihai,Wendeng,CHN.23.14.4_1,20000000,21000000,21004000,21004043,20100000
157,CHN,372404.0,Shandong,Weihai,Wendeng,CHN.23.14.4_1,20000000,21000000,21004000,21004043,20100000
158,CHN,411101.0,Henan,Zhengzhou,Zhengzhou,CHN.12.16.6_1,20000000,20500000,20505100,20505154,20050000
159,CHN,411102.0,Henan,Zhengzhou,Zhengzhou,CHN.12.16.6_1,20000000,20500000,20505100,20505154,20050000
160,CHN,411103.0,Henan,Zhengzhou,Zhengzhou,CHN.12.16.6_1,20000000,20500000,20505100,20505154,20050000
161,CHN,411104.0,Henan,Zhengzhou,Zhengzhou,CHN.12.16.6_1,20000000,20500000,20505100,20505154,20050000
162,CHN,411108.0,Henan,Zhengzhou,Zhengzhou,CHN.12.16.6_1,20000000,20500000,20505100,20505154,20050000
163,CHN,411201.0,Henan,Hebi,Hebi,CHN.12.2.1_1,20000000,20500000,20501300,20501313,20050000
164,CHN,411202.0,Henan,Hebi,Hebi,CHN.12.2.1_1,20000000,20500000,20501300,20501313,20050000
165,CHN,411203.0,Henan,Hebi,Hebi,CHN.12.2.1_1,20000000,20500000,20501300,20501313,20050000
166,CHN,411204.0,Henan,Hebi,Hebi,CHN.12.2.1_1,20000000,20500000,20501300,20501313,20050000
167,CHN,412101.0,Henan,Xuchang,Yu,CHN.12.15.6_1,20000000,20500000,20504500,20504548,20050000
168,CHN,412102.0,Henan,Xuchang,Yu,CHN.12.15.6_1,20000000,20500000,20504500,20504548,20050000
169,CHN,412103.0,Henan,Xuchang,Yu,CHN.12.15.6_1,20000000,20500000,20504500,20504548,20050000
170,CHN,412104.0,Henan,Xuchang,Yu,CHN.12.15.6_1,20000000,20500000,20504500,20504548,20050000
171,CHN,412201.0,Henan,Xinyang,Luoshan,CHN.12.14.5_1,20000000,20500000,20504400,20504424,20050000
172,CHN,412202.0,Henan,Xinyang,Luoshan,CHN.12.14.5_1,20000000,20500000,20504400,20504424,20050000
173,CHN,412203.0,Henan,Xinyang,Luoshan,CHN.12.14.5_1,20000000,20500000,20504400,20504424,20050000
174,CHN,412204.0,Henan,Xinyang,Luoshan,CHN.12.14.5_1,20000000,20500000,20504400,20504424,20050000
175,CHN,412301.0,Henan,Anyang,Hua,CHN.12.1.3_1,20000000,20500000,20500000,20500015,20050000
176,CHN,412302.0,Henan,Anyang,Hua,CHN.12.1.3_1,20000000,20500000,20500000,20500015,20050000
177,CHN,412303.0,Henan,Anyang,Hua,CHN.12.1.3_1,20000000,20500000,20500000,20500015,20050000
178,CHN,412304.0,Henan,Anyang,Hua,CHN.12.1.3_1,20000000,20500000,20500000,20500015,20050000
179,CHN,412401.0,Henan,Kaifeng,Kaifeng Xiàn,CHN.12.5.2_1,20000000,20500000,20502100,20502121,20050000
180,CHN,412402.0,Henan,Kaifeng,Kaifeng Xiàn,CHN.12.5.2_1,20000000,20500000,20502100,20502121,20050000
181,CHN,412403.0,Henan,Kaifeng,Kaifeng Xiàn,CHN.12.5.2_1,20000000,20500000,20502100,20502121,20050000
182,CHN,412404.0,Henan,Kaifeng,Kaifeng Xiàn,CHN.12.5.2_1,20000000,20500000,20502100,20502121,20050000
183,CHN,421101.0,Hubei,Jingzhou,Shashi,CHN.13.6.6_1,20000000,20600000,20601900,20601931,20060000
184,CHN,421102.0,Hubei,Jingzhou,Shashi,CHN.13.6.6_1,20000000,20600000,20601900,20601931,20060000
185,CHN,421103.0,Hubei,Jingzhou,Shashi,CHN.13.6.6_1,20000000,20600000,20601900,20601931,20060000
186,CHN,421104.0,Hubei,Jingzhou,Shashi,CHN.13.6.6_1,20000000,20600000,20601900,20601931,20060000
187,CHN,421201.0,Hubei,Shiyan,Shiyan,CHN.13.9.3_1,20000000,20600000,20603000,20603034,20060000
188,CHN,421202.0,Hubei,Shiyan,Shiyan,CHN.13.9.3_1,20000000,20600000,20603000,20603034,20060000
189,CHN,421203.0,Hubei,Shiyan,Shiyan,CHN.13.9.3_1,20000000,20600000,20603000,20603034,20060000
190,CHN,421204.0,Hubei,Shiyan,Shiyan,CHN.13.9.3_1,20000000,20600000,20603000,20603034,20060000
191,CHN,422101.0,Hubei,Tianmen,Tianmen,CHN.13.11.1_1,20000000,20600000,20603700,20603741,20060000
192,CHN,422102.0,Hubei,Tianmen,Tianmen,CHN.13.11.1_1,20000000,20600000,20603700,20603741,20060000
193,CHN,422103.0,Hubei,Tianmen,Tianmen,CHN.13.11.1_1,20000000,20600000,20603700,20603741,20060000
194,CHN,422104.0,Hubei,Tianmen,Tianmen,CHN.13.11.1_1,20000000,20600000,20603700,20603741,20060000
195,CHN,422201.0,Hubei,Xiangfan,Zaoyang,CHN.13.13.8_1,20000000,20600000,20604200,20604253,20060000
196,CHN,422202.0,Hubei,Xiangfan,Zaoyang,CHN.13.13.8_1,20000000,20600000,20604200,20604253,20060000
197,CHN,422203.0,Hubei,Xiangfan,Zaoyang,CHN.13.13.8_1,20000000,20600000,20604200,20604253,20060000
198,CHN,422204.0,Hubei,Xiangfan,Zaoyang,CHN.13.13.8_1,20000000,20600000,20604200,20604253,20060000
199,CHN,422301.0,Hubei,Xianning,Puqi,CHN.13.14.3_1,20000000,20600000,20604300,20604326,20060000
200,CHN,422302.0,Hubei,Xianning,Puqi,CHN.13.14.3_1,20000000,20600000,20604300,20604326,20060000
201,CHN,422303.0,Hubei,Xianning,Puqi,CHN.13.14.3_1,20000000,20600000,20604300,20604326,20060000
202,CHN,422304.0,Hubei,Xianning,Puqi,CHN.13.14.3_1,20000000,20600000,20604300,20604326,20060000
203,CHN,422401.0,Hubei,Huanggang,Hong'an,CHN.13.3.2_1,20000000,20600000,20601600,20601614,20060000
204,CHN,422402.0,Hubei,Huanggang,Hong'an,CHN.13.3.2_1,20000000,20600000,20601600,20601614,20060000
205,CHN,422403.0,Hubei,Huanggang,Hong'an,CHN.13.3.2_1,20000000,20600000,20601600,20601614,20060000
206,CHN,422404.0,Hubei,Huanggang,Hong'an,CHN.13.3.2_1,20000000,20600000,20601600,20601614,20060000
207,CHN,431101.0,Hunan,Changsha,Changsha Shì,CHN.14.2.1_1,20000000,20700000,20700400,20700404,20070000
208,CHN,431102.0,Hunan,Changsha,Changsha Shì,CHN.14.2.1_1,20000000,20700000,20700400,20700404,20070000
209,CHN,431103.0,Hunan,Changsha,Changsha Shì,CHN.14.2.1_1,20000000,20700000,20700400,20700404,20070000
210,CHN,431104.0,Hunan,Changsha,Changsha Shì,CHN.14.2.1_1,20000000,20700000,20700400,20700404,20070000
211,CHN,431201.0,Hunan,Yueyang,Yueyang Qū,CHN.14.12.6_1,20000000,20700000,20704900,20704951,20070000
212,CHN,431202.0,Hunan,Yueyang,Yueyang Qū,CHN.14.12.6_1,20000000,20700000,20704900,20704951,20070000
213,CHN,431203.0,Hunan,Yueyang,Yueyang Qū,CHN.14.12.6_1,20000000,20700000,20704900,20704951,20070000
214,CHN,431204.0,Hunan,Yueyang,Yueyang Qū,CHN.14.12.6_1,20000000,20700000,20704900,20704951,20070000
215,CHN,432101.0,Hunan,Huaihua,Yuanling,CHN.14.5.11_1,20000000,20700000,20701500,20701550,20070000
216,CHN,432102.0,Hunan,Huaihua,Yuanling,CHN.14.5.11_1,20000000,20700000,20701500,20701550,20070000
217,CHN,432103.0,Hunan,Huaihua,Yuanling,CHN.14.5.11_1,20000000,20700000,20701500,20701550,20070000
218,CHN,432104.0,Hunan,Huaihua,Yuanling,CHN.14.5.11_1,20000000,20700000,20701500,20701550,20070000
219,CHN,432105.0,Hunan,Huaihua,Yuanling,CHN.14.5.11_1,20000000,20700000,20701500,20701550,20070000
220,CHN,432201.0,Hunan,Loudi,Lianyuan,CHN.14.6.2_1,20000000,20700000,20702300,20702323,20070000
221,CHN,432202.0,Hunan,Loudi,Lianyuan,CHN.14.6.2_1,20000000,20700000,20702300,20702323,20070000
222,CHN,432203.0,Hunan,Loudi,Lianyuan,CHN.14.6.2_1,20000000,20700000,20702300,20702323,20070000
223,CHN,432204.0,Hunan,Loudi,Lianyuan,CHN.14.6.2_1,20000000,20700000,20702300,20702323,20070000
224,CHN,432301.0,Hunan,Chenzhou,Chen,CHN.14.3.2_1,20000000,20700000,20700600,20700606,20070000
225,CHN,432302.0,Hunan,Chenzhou,Chen,CHN.14.3.2_1,20000000,20700000,20700600,20700606,20070000
226,CHN,432303.0,Hunan,Chenzhou,Chen,CHN.14.3.2_1,20000000,20700000,20700600,20700606,20070000
227,CHN,432304.0,Hunan,Chenzhou,Chen,CHN.14.3.2_1,20000000,20700000,20700600,20700606,20070000
