,iso,adm0_id,adm1_id,adm2_id,state,master_county_name,NAME_1,NAME_2
391,USA,80000000,80090000,80090318,FL,FLORIDASAINTLUCIE,Florida,Saint Lucie
392,USA,80000000,80100000,80100026,GA,GEORGIABIBB,Georgia,Bibb
393,USA,80000000,80130000,80130056,IL,ILLINOISCHAMPAIGN,Illinois,Champaign
394,USA,80000000,80140000,80140067,IN,INDIANACLARK,Indiana,Clark
395,USA,80000000,80400000,80400000,SC,SOUTHCAROLINAAIKEN,South Carolina,Aiken
396,USA,80000000,80420000,80420164,TN,TENNESSEEKNOX,Tennessee,Knox
397,USA,80000000,80420000,80420164,TN,Knox County,Tennessee,Knox
398,USA,80000000,80060000,80060227,CT,CONNECTICUTNEWLONDON,Connecticut,New London
399,USA,80000000,80100000,80100186,GA,GEORGIALOWNDES,Georgia,Lowndes
400,USA,80000000,80100000,80100068,GA,GEORGIACLARKE,Georgia,Clarke
401,USA,80000000,80180000,80180045,LA,LOUISIANACADDO,Louisiana,Caddo
402,USA,80000000,80380000,80380048,PA,PENNSYLVANIACAMBRIA,Pennsylvania,Cambria
403,USA,80000000,80380000,80380048,PA,Cambria County,Pennsylvania,Cambria
404,USA,80000000,80140000,80140215,IN,INDIANAMONROE,Indiana,Monroe
405,USA,80000000,80460000,80460277,VA,VIRGINIAROANOKE,Virginia,Roanoke
406,USA,80000000,80310000,80310295,NM,NEWMEXICOSANTAFE,New Mexico,Santa Fe
407,USA,80000000,80310000,80310295,NM,Santa Fe County,New Mexico,Santa Fe
408,USA,80000000,80330000,80330097,NC,NORTHCAROLINADURHAM,North Carolina,Durham
409,USA,80000000,80490000,80490279,WI,Rock County,Wisconsin,Rock
410,USA,80000000,80000000,80000175,AL,ALABAMALAUDERDALE,Alabama,Lauderdale
411,USA,80000000,80100000,80100095,GA,GEORGIADOUGHERTY,Georgia,Dougherty
412,USA,80000000,80370000,80370198,OR,OREGONMARION,Oregon,Marion
413,USA,80000000,80200000,80200010,MD,Anne Arundel County,Maryland,Anne Arundel
414,USA,80000000,80220000,80220005,MI,Allegan County,Michigan,Allegan
415,USA,80000000,80310000,80310289,NM,San Juan County,New Mexico,San Juan
416,USA,80000000,80170000,80170343,KY,KENTUCKYWARREN,Kentucky,Warren
417,USA,80000000,80430000,80430231,TX,TEXASNUECES,Texas,Nueces
418,USA,80000000,80040000,80040191,CA,Madera County,California,Madera
419,USA,80000000,80100000,80100060,GA,GEORGIACHATHAM,Georgia,Chatham
420,USA,80000000,80100000,80100062,GA,Cherokee County,Georgia,Cherokee
421,USA,80000000,80100000,80100135,GA,Henry County,Georgia,Henry
422,USA,80000000,80130000,80130299,IL,ILLINOISSCOTT,Illinois,Scott
423,USA,80000000,80130000,80130312,IL,St. Clair County,Illinois,Saint Clair
424,USA,80000000,80150000,80150259,IA,Polk County,Iowa,Polk
425,USA,80000000,80190000,80190250,ME,MAINEPENOBSCOT,Maine,Penobscot
426,USA,80000000,80210000,80210017,MA,MASSACHUSETTSBARNSTABLE,Massachusetts,Barnstable
427,USA,80000000,80220000,80220244,MI,Ottawa County,Michigan,Ottawa
428,USA,80000000,80220000,80220312,MI,St. Clair County,Michigan,Saint Clair
429,USA,80000000,80250000,80250030,MO,Boone County,Missouri,Boone
430,USA,80000000,80260000,80260360,MT,Yellowstone County,Montana,Yellowstone
431,USA,80000000,80350000,80350088,OH,Delaware County,Ohio,Delaware
432,USA,80000000,80350000,80350180,OH,Licking County,Ohio,Licking
433,USA,80000000,80350000,80350260,OH,Portage County,Ohio,Portage
434,USA,80000000,80370000,80370090,OR,Deschutes County,Oregon,Deschutes
435,USA,80000000,80440000,80440349,UT,UTAHWEBER,Utah,Weber
436,USA,80000000,80490000,80490195,WI,Marathon County,Wisconsin,Marathon
437,USA,80000000,80050000,80050096,CO,Douglas County,Colorado,Douglas
438,USA,80000000,80150000,80150153,IA,Johnson County,Iowa,Johnson
439,USA,80000000,80460000,80460051,VA,VIRGINIACAMPBELL,Virginia,Campbell
440,USA,80000000,80220000,80220232,MI,Oakland County,Michigan,Oakland
441,USA,80000000,80460000,80460185,VA,Loudoun County,Virginia,Loudoun
442,USA,80000000,80020000,80020073,AZ,Cochise County,Arizona,Cochise
443,USA,80000000,80040000,80040284,CA,San Bernardino County,California,San Bernardino
444,USA,80000000,80180000,80180320,LA,St. Tammany Parish,Louisiana,Saint Tammany
445,USA,80000000,80220000,80220221,MI,Muskegon County,Michigan,Muskegon
446,USA,80000000,80300000,80300325,NJ,Sussex County,New Jersey,Sussex
447,USA,80000000,80320000,80320237,NY,Onondaga County,New York,Onondaga
448,USA,80000000,80320000,80320237,NY,NEWYORKONONDAGA,New York,Onondaga
449,USA,80000000,80360000,80360076,OK,Comanche County,Oklahoma,Comanche
450,USA,80000000,80490000,80490356,WI,Winnebago County,Wisconsin,Winnebago
451,USA,80000000,80460000,80460013,VA,Arlington County,Virginia,Arlington
452,USA,80000000,80400000,80400009,SC,Anderson County,South Carolina,Anderson
453,USA,80000000,80040000,80040222,CA,Napa County,California,Napa
454,USA,80000000,80130000,80130200,IL,McHenry County,Illinois,McHenry
455,USA,80000000,80180000,80180168,LA,LOUISIANALAFAYETTE,Louisiana,Lafayette
456,USA,80000000,80230000,80230313,MN,MINNESOTASTEARNS,Minnesota,Stearns
457,USA,80000000,80430000,80430339,TX,TEXASVICTORIA,Texas,Victoria
458,USA,80000000,80090000,80090296,FL,Santa Rosa County,Florida,Santa Rosa
459,USA,80000000,80300000,80300343,NJ,Warren County,New Jersey,Warren
460,USA,80000000,80460000,80460262,VA,Portsmouth city,Virginia,Portsmouth
461,USA,80000000,80460000,80460275,VA,Richmond city,Virginia,Richmond
462,USA,80000000,80090000,80090314,FL,St. Johns County,Florida,Saint Johns
463,USA,80000000,80120000,80120165,ID,Kootenai County,Idaho,Kootenai
464,USA,80000000,80130000,80130327,IL,Tazewell County,Illinois,Tazewell
465,USA,80000000,80140000,80140153,IN,Johnson County,Indiana,Johnson
466,USA,80000000,80160000,80160096,KS,Douglas County,Kansas,Douglas
467,USA,80000000,80240000,80240092,MS,MISSISSIPPIDESOTO,Mississippi,Desoto
468,USA,80000000,80330000,80330335,NC,Union County,North Carolina,Union
469,USA,80000000,80380000,80380215,PA,Monroe County,Pennsylvania,Monroe
470,USA,80000000,80420000,80420324,TN,Sumner County,Tennessee,Sumner
471,USA,80000000,80200000,80200354,MD,MARYLANDWICOMICO,Maryland,Wicomico
472,USA,80000000,80090000,80090147,FL,Indian River County,Florida,Indian River
473,USA,80000000,80330000,80330149,NC,Iredell County,North Carolina,Iredell
474,USA,80000000,80350000,80350067,OH,Clark County,Ohio,Clark
475,USA,80000000,80350000,80350343,OH,Warren County,Ohio,Warren
476,USA,80000000,80380000,80380028,PA,Blair County,Pennsylvania,Blair
477,USA,80000000,80460000,80460063,VA,Chesapeake city,Virginia,Chesapeake
478,USA,80000000,80400000,80400308,SC,Spartanburg County,South Carolina,Spartanburg
479,USA,80000000,80000000,80000304,AL,Shelby County,Alabama,Shelby
480,USA,80000000,80240000,80240129,MS,MISSISSIPPIHARRISON,Mississippi,Harrison
481,USA,80000000,80140000,80140132,IN,Hendricks County,Indiana,Hendricks
482,USA,80000000,80420000,80420355,TN,Williamson County,Tennessee,Williamson
483,USA,80000000,80200000,80200057,MD,Charles County,Maryland,Charles
484,USA,80000000,80270000,80270298,NE,Sarpy County,Nebraska,Sarpy
485,USA,80000000,80370000,80370182,OR,Linn County,Oregon,Linn
486,USA,80000000,80000000,80000015,AL,Baldwin County,Alabama,Baldwin
487,USA,80000000,80020000,80020213,AZ,Mohave County,Arizona,Mohave
488,USA,80000000,80480000,80480044,WV,WESTVIRGINIACABELL,West Virginia,Cabell
489,USA,80000000,80150000,80150263,IA,IOWAPOTTAWATTAMIE,Iowa,Pottawattamie
490,USA,80000000,80290000,80290319,NH,NEWHAMPSHIRESTRAFFORD,New Hampshire,Strafford
491,USA,80000000,80420000,80420322,TN,TENNESSEESULLIVAN,Tennessee,Sullivan
492,USA,80000000,80110000,80110131,HI,Hawaii County,Hawaii,Hawaii
493,USA,80000000,80100000,80100142,GA,Houston County,Georgia,Houston
494,USA,80000000,80000000,80000218,AL,ALABAMAMORGAN,Alabama,Morgan
495,USA,80000000,80300000,80300052,NJ,Cape May County,New Jersey,Cape May
496,USA,80000000,80320000,80320239,NY,Ontario County,New York,Ontario
497,USA,80000000,80430000,80430153,TX,Johnson County,Texas,Johnson
498,USA,80000000,80330000,80330086,NC,Davidson County,North Carolina,Davidson
499,USA,80000000,80430000,80430103,TX,Ellis County,Texas,Ellis
500,USA,80000000,80350000,80350109,OH,Fairfield County,Ohio,Fairfield
501,USA,80000000,80100000,80100081,GA,GEORGIADADE,Georgia,Dade
