,iso,adm0_id,adm1_id,adm2_id,state,master_county_name,NAME_1,NAME_2
346,USA,80000000,80350000,80350217,OH,OHIOMONTGOMERY,Ohio,Montgomery
347,USA,80000000,80380000,80380177,PA,PENNSYLVANIALEHIGH,Pennsylvania,Lehigh
348,USA,80000000,80350000,80350193,OH,OHIOMAHONING,Ohio,Mahoning
349,USA,80000000,80090000,80090178,FL,FLORIDALEON,Florida,Leon
350,USA,80000000,80100000,80100275,GA,GEORGIARICHMOND,Georgia,Richmond
351,USA,80000000,80120000,80120029,ID,IDAHOBOISE,Idaho,Boise
352,USA,80000000,80140000,80140192,IN,Madison County,Indiana,Madison
353,USA,80000000,80140000,80140337,IN,INDIANAVANDERBURGH,Indiana,Vanderburgh
354,USA,80000000,80170000,80170152,KY,KENTUCKYJEFFERSON,Kentucky,Jefferson
355,USA,80000000,80170000,80170152,KY,Jefferson County,Kentucky,Jefferson
356,USA,80000000,80180000,80180241,LA,LOUISIANAORLEANS,Louisiana,Orleans
357,USA,80000000,80180000,80180241,LA,Orleans Parish,Louisiana,Orleans
358,USA,80000000,80180000,80180328,LA,LOUISIANATERREBONNE,Louisiana,Terrebonne
359,USA,80000000,80210000,80210034,MA,MASSACHUSETTSBRISTOL,Massachusetts,Bristol
360,USA,80000000,80290000,80290138,NH,NEWHAMPSHIREHILLSBOROUGH,New Hampshire,Hillsborough
361,USA,80000000,80330000,80330055,NC,NORTHCAROLINACATAWBA,North Carolina,Catawba
362,USA,80000000,80330000,80330238,NC,Onslow County,North Carolina,Onslow
363,USA,80000000,80430000,80430020,TX,TEXASBELL,Texas,Bell
364,USA,80000000,80430000,80430202,TX,TEXASMCLENNAN,Texas,McLennan
365,USA,80000000,80430000,80430202,TX,McLennan County,Texas,McLennan
366,USA,80000000,80430000,80430264,TX,Potter County,Texas,Potter
367,USA,80000000,80470000,80470163,WA,Kitsap County,Washington,Kitsap
368,USA,80000000,80490000,80490101,WI,WISCONSINEAUCLAIRE,Wisconsin,Eau Claire
369,USA,80000000,80490000,80490167,WI,La Crosse County,Wisconsin,La Crosse
370,USA,80000000,80250000,80250151,MO,MISSOURIJASPER,Missouri,Jasper
371,USA,80000000,80220000,80220158,MI,MICHIGANKENT,Michigan,Kent
372,USA,80000000,80220000,80220158,MI,Kent County,Michigan,Kent
373,USA,80000000,80490000,80490246,WI,WISCONSINOUTAGAMIE,Wisconsin,Outagamie
374,USA,80000000,80090000,80090106,FL,FLORIDAESCAMBIA,Florida,Escambia
375,USA,80000000,80090000,80090106,FL,Escambia County,Florida,Escambia
376,USA,80000000,80040000,80040115,CA,CALIFORNIAFRESNO,California,Fresno
377,USA,80000000,80040000,80040115,CA,Fresno County,California,Fresno
378,USA,80000000,80210000,80210125,MA,MASSACHUSETTSHAMPDEN,Massachusetts,Hampden
379,USA,80000000,80430000,80430121,TX,Gregg County,Texas,Gregg
380,USA,80000000,80030000,80030344,AR,ARKANSASWASHINGTON,Arkansas,Washington
381,USA,80000000,80040000,80040305,CA,CALIFORNIASOLANO,California,Solano
382,USA,80000000,80040000,80040305,CA,Solano County,California,Solano
383,USA,80000000,80090000,80090099,FL,FLORIDADUVAL,Florida,Duval
384,USA,80000000,80300000,80300014,NJ,NEWJERSEYATLANTIC,New Jersey,Atlantic
385,USA,80000000,80300000,80300014,NJ,Atlantic County,New Jersey,Atlantic
386,USA,80000000,80320000,80320036,NY,NEWYORKBROOME,New York,Broome
387,USA,80000000,80400000,80400058,SC,SOUTHCAROLINACHARLESTON,South Carolina,Charleston
388,USA,80000000,80460000,80460280,VA,VIRGINIAROCKINGHAM,Virginia,Rockingham
389,USA,80000000,80420000,80420344,TN,TENNESSEEWASHINGTON,Tennessee,Washington
390,USA,80000000,80240000,80240139,MS,MISSISSIPPIHINDS,Mississippi,Hinds
