temp,ref,mins_worked,T_spline0,T_spline1,T_ref_spline0,T_ref_spline1,yhat,lower_ci,upper_ci
-20,27,0,-20,0,27,0,19.901678,-8.8198595,48.623215
-19,27,0,-19,0,27,0,19.478237,-8.6322031,47.588676
-18,27,0,-18,0,27,0,19.054798,-8.4445457,46.554142
-17,27,0,-17,0,27,0,18.631357,-8.2568893,45.519604
-16,27,0,-16,0,27,0,18.207918,-8.0692329,44.485069
-15,27,0,-15,0,27,0,17.784477,-7.8815765,43.450531
-14,27,0,-14,0,27,0,17.361038,-7.6939197,42.415997
-13,27,0,-13,0,27,0,16.937597,-7.5062633,41.381458
-12,27,0,-12,0,27,0,16.514158,-7.3186069,40.346924
-11,27,0,-11,0,27,0,16.090717,-7.13095,39.312386
-10,27,0,-10,0,27,0,15.667277,-6.9432936,38.277847
-9,27,0,-9,0,27,0,15.243838,-6.7556372,37.243313
-8,27,0,-8,0,27,0,14.820398,-6.5679803,36.208775
-7,27,0,-7,0,27,0,14.396958,-6.3803239,35.17424
-6,27,0,-6,0,27,0,13.973518,-6.192667,34.139702
-5,27,0,-5,0,27,0,13.550078,-6.0050106,33.105167
-4,27,0,-4,0,27,0,13.126638,-5.8173542,32.070629
-3,27,0,-3,0,27,0,12.703198,-5.6296973,31.036095
-2,27,0,-2,0,27,0,12.279758,-5.4420409,30.001558
-1,27,0,-1,0,27,0,11.856318,-5.2543845,28.967022
0,27,0,0,0,27,0,11.432878,-5.0667276,27.932484
1,27,0,1,0,27,0,11.009439,-4.8790712,26.897947
2,27,0,2,0,27,0,10.585999,-4.6914144,25.863411
3,27,0,3,0,27,0,10.162559,-4.503758,24.828875
4,27,0,4,0,27,0,9.7391186,-4.3161016,23.794338
5,27,0,5,0,27,0,9.3156786,-4.1284447,22.759802
6,27,0,6,0,27,0,8.8922386,-3.9407883,21.725266
7,27,0,7,0,27,0,8.4687986,-3.7531316,20.690729
8,27,0,8,0,27,0,8.0453587,-3.565475,19.656193
9,27,0,9,0,27,0,7.6219192,-3.3778186,18.621656
10,27,0,10,0,27,0,7.1984792,-3.1901619,17.58712
11,27,0,11,0,27,0,6.7750392,-3.0025053,16.552584
12,27,0,12,0,27,0,6.3515992,-2.8148487,15.518047
13,27,0,13,0,27,0,5.9281592,-2.6271923,14.483511
14,27,0,14,0,27,0,5.5047193,-2.4395356,13.448974
15,27,0,15,0,27,0,5.0812793,-2.251879,12.414437
16,27,0,16,0,27,0,4.6578393,-2.0642223,11.379901
17,27,0,17,0,27,0,4.2343993,-1.8765658,10.345365
18,27,0,18,0,27,0,3.8109596,-1.6889093,9.3108282
19,27,0,19,0,27,0,3.3875196,-1.5012527,8.2762918
20,27,0,20,0,27,0,2.9640796,-1.3135961,7.2417555
21,27,0,21,0,27,0,2.5406396,-1.1259395,6.2072186
22,27,0,22,0,27,0,2.1171997,-.93828291,5.1726823
23,27,0,23,0,27,0,1.6937598,-.75062633,4.1381459
24,27,0,24,0,27,0,1.2703198,-.56296974,3.1036093
25,27,0,25,0,27,0,.8468799,-.37531316,2.069073
26,27,0,26,0,27,0,.42343995,-.18765658,1.0345365
27,27,0,27,0,27,0,0,0,0
28,27,0,28,1,27,0,-.41717964,-1.0241663,.18980703
29,27,0,29,8,27,0,-.79679751,-1.986514,.39291897
30,27,0,30,27,27,0,-1.1012918,-2.8273621,.62477833
31,27,0,31,64,27,0,-1.2931007,-3.4919357,.90573412
32,27,0,32,125,27,0,-1.3346626,-3.9345808,1.2652556
33,27,0,33,216,27,0,-1.1884155,-4.1254926,1.7486618
34,27,0,34,343,27,0,-.81679779,-4.0607581,2.4271626
35,27,0,35,512,27,0,-.18224758,-3.7737241,3.409229
36,27,0,36,729,27,0,.75279689,-3.3379631,4.8435569
37,27,0,37,1000,27,0,2.0258973,-2.8468513,6.8986459
38,27,0,38,1325,27,0,3.637054,-2.3915124,9.6656199
39,27,0,39,1680,27,0,5.4360194,-2.0510719,12.923111
40,27,0,40,2040,27,0,7.2662864,-1.8244411,16.357014
41,27,0,41,2400,27,0,9.0965528,-1.6685882,19.861694
42,27,0,42,2760,27,0,10.92682,-1.5550616,23.408701
43,27,0,43,3120,27,0,12.757087,-1.4685459,26.982719
44,27,0,44,3480,27,0,14.587354,-1.4002053,30.574913
45,27,0,45,3840,27,0,16.41762,-1.3446319,34.179874
46,27,0,46,4200,27,0,18.247887,-1.2983485,37.794125
47,27,0,47,4560,27,0,20.078154,-1.2590252,41.415333
48,27,0,48,4920,27,0,21.908421,-1.2250453,45.041889
49,27,0,49,5280,27,0,23.738688,-1.1952541,48.67263
50,27,0,50,5640,27,0,25.568954,-1.1688054,52.306717
