,discount_type,ssp,year,global_consumption
48,constant_model_collapsed,SSP2,2066,386347740000000.0
49,constant_model_collapsed,SSP2,2067,392206900000000.0
50,constant_model_collapsed,SSP2,2068,398193700000000.0
51,constant_model_collapsed,SSP2,2069,404309900000000.0
52,constant_model_collapsed,SSP2,2070,410562600000000.0
53,constant_model_collapsed,SSP2,2071,416439560000000.0
54,constant_model_collapsed,SSP2,2072,422441070000000.0
55,constant_model_collapsed,SSP2,2073,428569900000000.0
56,constant_model_collapsed,SSP2,2074,434829330000000.0
57,constant_model_collapsed,SSP2,2075,441222760000000.0
58,constant_model_collapsed,SSP2,2076,447237360000000.0
59,constant_model_collapsed,SSP2,2077,453371380000000.0
60,constant_model_collapsed,SSP2,2078,459631760000000.0
61,constant_model_collapsed,SSP2,2079,466020060000000.0
62,constant_model_collapsed,SSP2,2080,472542100000000.0
63,constant_model_collapsed,SSP2,2081,478751500000000.0
64,constant_model_collapsed,SSP2,2082,485086860000000.0
65,constant_model_collapsed,SSP2,2083,491545800000000.0
66,constant_model_collapsed,SSP2,2084,498134130000000.0
67,constant_model_collapsed,SSP2,2085,504858040000000.0
68,constant_model_collapsed,SSP2,2086,511227680000000.0
69,constant_model_collapsed,SSP2,2087,517716900000000.0
70,constant_model_collapsed,SSP2,2088,524329880000000.0
71,constant_model_collapsed,SSP2,2089,531070660000000.0
72,constant_model_collapsed,SSP2,2090,537942440000000.0
73,constant_model_collapsed,SSP2,2091,544555100000000.0
74,constant_model_collapsed,SSP2,2092,551292670000000.0
75,constant_model_collapsed,SSP2,2093,558152470000000.0
76,constant_model_collapsed,SSP2,2094,565139600000000.0
77,constant_model_collapsed,SSP2,2095,572256400000000.0
78,constant_model_collapsed,SSP2,2096,578968600000000.0
79,constant_model_collapsed,SSP2,2097,585793140000000.0
80,constant_model_collapsed,SSP2,2098,592739600000000.0
81,constant_model_collapsed,SSP2,2099,599802050000000.0
82,constant_model_collapsed,SSP2,2100,608593440000000.0
83,constant_model_collapsed,SSP2,2101,617513800000000.0
84,constant_model_collapsed,SSP2,2102,626564860000000.0
85,constant_model_collapsed,SSP2,2103,635748600000000.0
86,constant_model_collapsed,SSP2,2104,645066900000000.0
87,constant_model_collapsed,SSP2,2105,654521800000000.0
88,constant_model_collapsed,SSP2,2106,664115360000000.0
89,constant_model_collapsed,SSP2,2107,673849400000000.0
90,constant_model_collapsed,SSP2,2108,683726250000000.0
91,constant_model_collapsed,SSP2,2109,693747800000000.0
92,constant_model_collapsed,SSP2,2110,703916200000000.0
93,constant_model_collapsed,SSP2,2111,714233730000000.0
94,constant_model_collapsed,SSP2,2112,724702400000000.0
95,constant_model_collapsed,SSP2,2113,735324500000000.0
96,constant_model_collapsed,SSP2,2114,746102300000000.0
97,constant_model_collapsed,SSP2,2115,757038200000000.0
98,constant_model_collapsed,SSP2,2116,768134300000000.0
99,constant_model_collapsed,SSP2,2117,779393000000000.0
100,constant_model_collapsed,SSP2,2118,790816900000000.0
101,constant_model_collapsed,SSP2,2119,802408100000000.0
102,constant_model_collapsed,SSP2,2120,814169000000000.0
103,constant_model_collapsed,SSP2,2121,826102600000000.0
104,constant_model_collapsed,SSP2,2122,838211000000000.0
105,constant_model_collapsed,SSP2,2123,850496900000000.0
106,constant_model_collapsed,SSP2,2124,862962800000000.0
107,constant_model_collapsed,SSP2,2125,875611560000000.0
108,constant_model_collapsed,SSP2,2126,888445500000000.0
109,constant_model_collapsed,SSP2,2127,901467700000000.0
110,constant_model_collapsed,SSP2,2128,914680700000000.0
111,constant_model_collapsed,SSP2,2129,928087500000000.0
112,constant_model_collapsed,SSP2,2130,941690700000000.0
113,constant_model_collapsed,SSP2,2131,955493300000000.0
114,constant_model_collapsed,SSP2,2132,969498300000000.0
115,constant_model_collapsed,SSP2,2133,983708440000000.0
116,constant_model_collapsed,SSP2,2134,998126900000000.0
117,constant_model_collapsed,SSP2,2135,1012756640000000.0
118,constant_model_collapsed,SSP2,2136,1027600860000000.0
119,constant_model_collapsed,SSP2,2137,1042662700000000.0
120,constant_model_collapsed,SSP2,2138,1057945300000000.0
121,constant_model_collapsed,SSP2,2139,1073451850000000.0
122,constant_model_collapsed,SSP2,2140,1089185650000000.0
123,constant_model_collapsed,SSP2,2141,1105150200000000.0
124,constant_model_collapsed,SSP2,2142,1121348700000000.0
125,constant_model_collapsed,SSP2,2143,1137784500000000.0
126,constant_model_collapsed,SSP2,2144,1154461400000000.0
127,constant_model_collapsed,SSP2,2145,1171382500000000.0
128,constant_model_collapsed,SSP2,2146,1188551800000000.0
129,constant_model_collapsed,SSP2,2147,1205972700000000.0
130,constant_model_collapsed,SSP2,2148,1223649100000000.0
131,constant_model_collapsed,SSP2,2149,1241584400000000.0
132,constant_model_collapsed,SSP2,2150,1259782600000000.0
133,constant_model_collapsed,SSP2,2151,1278247600000000.0
134,constant_model_collapsed,SSP2,2152,1296983200000000.0
135,constant_model_collapsed,SSP2,2153,1315993500000000.0
136,constant_model_collapsed,SSP2,2154,1335282400000000.0
137,constant_model_collapsed,SSP2,2155,1354853900000000.0
138,constant_model_collapsed,SSP2,2156,1374712200000000.0
139,constant_model_collapsed,SSP2,2157,1394861800000000.0
140,constant_model_collapsed,SSP2,2158,1415306600000000.0
141,constant_model_collapsed,SSP2,2159,1436051300000000.0
142,constant_model_collapsed,SSP2,2160,1457099700000000.0
143,constant_model_collapsed,SSP2,2161,1478456900000000.0
144,constant_model_collapsed,SSP2,2162,1500127000000000.0
145,constant_model_collapsed,SSP2,2163,1522114700000000.0
146,constant_model_collapsed,SSP2,2164,1544424700000000.0
147,constant_model_collapsed,SSP2,2165,1567061900000000.0
148,constant_model_collapsed,SSP2,2166,1590030700000000.0
149,constant_model_collapsed,SSP2,2167,1613336100000000.0
150,constant_model_collapsed,SSP2,2168,1636983300000000.0
151,constant_model_collapsed,SSP2,2169,1660977000000000.0
152,constant_model_collapsed,SSP2,2170,1685322300000000.0
153,constant_model_collapsed,SSP2,2171,1710024600000000.0
154,constant_model_collapsed,SSP2,2172,1735088800000000.0
155,constant_model_collapsed,SSP2,2173,1760520700000000.0
156,constant_model_collapsed,SSP2,2174,1786325000000000.0
157,constant_model_collapsed,SSP2,2175,1812507600000000.0
158,constant_model_collapsed,SSP2,2176,1839074000000000.0
159,constant_model_collapsed,SSP2,2177,1866029700000000.0
160,constant_model_collapsed,SSP2,2178,1893380600000000.0
161,constant_model_collapsed,SSP2,2179,1921132400000000.0
162,constant_model_collapsed,SSP2,2180,1949290900000000.0
163,constant_model_collapsed,SSP2,2181,1977862200000000.0
164,constant_model_collapsed,SSP2,2182,2006852300000000.0
165,constant_model_collapsed,SSP2,2183,2036267300000000.0
166,constant_model_collapsed,SSP2,2184,2066113300000000.0
167,constant_model_collapsed,SSP2,2185,2096396800000000.0
168,constant_model_collapsed,SSP2,2186,2127124300000000.0
169,constant_model_collapsed,SSP2,2187,2158302000000000.0
170,constant_model_collapsed,SSP2,2188,2189936800000000.0
171,constant_model_collapsed,SSP2,2189,2222035300000000.0
172,constant_model_collapsed,SSP2,2190,2254604400000000.0
173,constant_model_collapsed,SSP2,2191,2287650700000000.0
174,constant_model_collapsed,SSP2,2192,2321181500000000.0
175,constant_model_collapsed,SSP2,2193,2355203600000000.0
