year,placeholder,growth_rate,cons,beta1,beta2,anomalymin,anomalymax,ssp,global_consumption,ratio
2135,"ss","value",0,.1171797,.8157273,0,11,"SSP2",1.013e+15,1.688485
2136,"ss","value",0,.1188972,.8276836,0,11,"SSP2",1.028e+15,1.713233
2137,"ss","value",0,.1206399,.8398152,0,11,"SSP2",1.043e+15,1.738345
2138,"ss","value",0,.1224082,.8521246,0,11,"SSP2",1.058e+15,1.763824
2139,"ss","value",0,.1242023,.8646144,0,11,"SSP2",1.073e+15,1.789677
2140,"ss","value",0,.1260228,.8772872,0,11,"SSP2",1.089e+15,1.815909
2141,"ss","value",0,.1278699,.8901459,0,11,"SSP2",1.105e+15,1.842525
2142,"ss","value",0,.1297442,.903193,0,11,"SSP2",1.121e+15,1.869531
2143,"ss","value",0,.1316459,.9164312,0,11,"SSP2",1.138e+15,1.896933
2144,"ss","value",0,.1335754,.9298637,0,11,"SSP2",1.154e+15,1.924737
2145,"ss","value",0,.1355333,.9434928,0,11,"SSP2",1.171e+15,1.952948
2146,"ss","value",0,.1375198,.9573219,0,11,"SSP2",1.189e+15,1.981573
2147,"ss","value",0,.1395355,.9713536,0,11,"SSP2",1.206e+15,2.010618
2148,"ss","value",0,.1415807,.9855911,0,11,"SSP2",1.224e+15,2.040088
2149,"ss","value",0,.1436559,1.000037,0,11,"SSP2",1.242e+15,2.06999
2150,"ss","value",0,.1457615,1.014695,0,11,"SSP2",1.260e+15,2.100331
2151,"ss","value",0,.1478979,1.029568,0,11,"SSP2",1.278e+15,2.131116
2152,"ss","value",0,.1500657,1.044658,0,11,"SSP2",1.297e+15,2.162352
2153,"ss","value",0,.1522653,1.05997,0,11,"SSP2",1.316e+15,2.194046
2154,"ss","value",0,.1544971,1.075506,0,11,"SSP2",1.335e+15,2.226205
2155,"ss","value",0,.1567616,1.09127,0,11,"SSP2",1.355e+15,2.258835
2156,"ss","value",0,.1590593,1.107265,0,11,"SSP2",1.375e+15,2.291943
2157,"ss","value",0,.1613906,1.123495,0,11,"SSP2",1.395e+15,2.325537
2158,"ss","value",0,.1637562,1.139962,0,11,"SSP2",1.415e+15,2.359623
2159,"ss","value",0,.1661564,1.156671,0,11,"SSP2",1.436e+15,2.394209
2160,"ss","value",0,.1685918,1.173625,0,11,"SSP2",1.457e+15,2.429301
2161,"ss","value",0,.1710629,1.190827,0,11,"SSP2",1.478e+15,2.464908
2162,"ss","value",0,.1735702,1.208281,0,11,"SSP2",1.500e+15,2.501037
2163,"ss","value",0,.1761143,1.225991,0,11,"SSP2",1.522e+15,2.537695
2164,"ss","value",0,.1786956,1.243961,0,11,"SSP2",1.544e+15,2.574891
2165,"ss","value",0,.1813148,1.262194,0,11,"SSP2",1.567e+15,2.612632
2166,"ss","value",0,.1839724,1.280694,0,11,"SSP2",1.590e+15,2.650926
2167,"ss","value",0,.1866689,1.299465,0,11,"SSP2",1.613e+15,2.689781
2168,"ss","value",0,.189405,1.318512,0,11,"SSP2",1.637e+15,2.729206
2169,"ss","value",0,.1921812,1.337838,0,11,"SSP2",1.661e+15,2.769209
2170,"ss","value",0,.194998,1.357447,0,11,"SSP2",1.685e+15,2.809798
2171,"ss","value",0,.1978561,1.377343,0,11,"SSP2",1.710e+15,2.850981
2172,"ss","value",0,.2007562,1.397532,0,11,"SSP2",1.735e+15,2.892769
2173,"ss","value",0,.2036987,1.418016,0,11,"SSP2",1.761e+15,2.935169
2174,"ss","value",0,.2066844,1.4388,0,11,"SSP2",1.786e+15,2.978191
2175,"ss","value",0,.2097138,1.459889,0,11,"SSP2",1.813e+15,3.021843
2176,"ss","value",0,.2127876,1.481287,0,11,"SSP2",1.839e+15,3.066135
2177,"ss","value",0,.2159065,1.502998,0,11,"SSP2",1.866e+15,3.111076
2178,"ss","value",0,.2190711,1.525028,0,11,"SSP2",1.893e+15,3.156676
2179,"ss","value",0,.2222821,1.547381,0,11,"SSP2",1.921e+15,3.202944
2180,"ss","value",0,.2255401,1.570061,0,11,"SSP2",1.949e+15,3.24989
2181,"ss","value",0,.2288459,1.593074,0,11,"SSP2",1.978e+15,3.297525
2182,"ss","value",0,.2322002,1.616424,0,11,"SSP2",2.007e+15,3.345858
2183,"ss","value",0,.2356036,1.640116,0,11,"SSP2",2.036e+15,3.394899
2184,"ss","value",0,.2390569,1.664156,0,11,"SSP2",2.066e+15,3.444659
2185,"ss","value",0,.2425608,1.688548,0,11,"SSP2",2.096e+15,3.495148
2186,"ss","value",0,.2461161,1.713297,0,11,"SSP2",2.127e+15,3.546377
2187,"ss","value",0,.2497235,1.73841,0,11,"SSP2",2.158e+15,3.598357
2188,"ss","value",0,.2533838,1.76389,0,11,"SSP2",2.190e+15,3.651099
2189,"ss","value",0,.2570977,1.789744,0,11,"SSP2",2.222e+15,3.704614
2190,"ss","value",0,.260866,1.815977,0,11,"SSP2",2.255e+15,3.758914
2191,"ss","value",0,.2646896,1.842594,0,11,"SSP2",2.288e+15,3.814009
2192,"ss","value",0,.2685692,1.869601,0,11,"SSP2",2.321e+15,3.869913
2193,"ss","value",0,.2725057,1.897004,0,11,"SSP2",2.355e+15,3.926635
2194,"ss","value",0,.2764999,1.924809,0,11,"SSP2",2.390e+15,3.984189
2195,"ss","value",0,.2805527,1.953022,0,11,"SSP2",2.425e+15,4.042586
2196,"ss","value",0,.2846648,1.981648,0,11,"SSP2",2.460e+15,4.101839
2197,"ss","value",0,.2888371,2.010693,0,11,"SSP2",2.496e+15,4.16196
2198,"ss","value",0,.2930707,2.040164,0,11,"SSP2",2.533e+15,4.222963
2199,"ss","value",0,.2973664,2.070068,0,11,"SSP2",2.570e+15,4.284861
2200,"ss","value",0,.3017249,2.100409,0,11,"SSP2",2.608e+15,4.347665
2201,"ss","value",0,.3061474,2.131195,0,11,"SSP2",2.646e+15,4.41139
2202,"ss","value",0,.3106347,2.162433,0,11,"SSP2",2.685e+15,4.476049
2203,"ss","value",0,.3151877,2.194128,0,11,"SSP2",2.724e+15,4.541656
2204,"ss","value",0,.3198075,2.226288,0,11,"SSP2",2.764e+15,4.608224
2205,"ss","value",0,.324495,2.258919,0,11,"SSP2",2.805e+15,4.675767
2206,"ss","value",0,.3292513,2.292029,0,11,"SSP2",2.846e+15,4.744302
2207,"ss","value",0,.3340771,2.325624,0,11,"SSP2",2.887e+15,4.81384
2208,"ss","value",0,.3389738,2.359711,0,11,"SSP2",2.930e+15,4.884398
2209,"ss","value",0,.3439423,2.394298,0,11,"SSP2",2.973e+15,4.95599
2210,"ss","value",0,.3489835,2.429392,0,11,"SSP2",3.016e+15,5.028631
2211,"ss","value",0,.3540986,2.465,0,11,"SSP2",3.060e+15,5.102337
2212,"ss","value",0,.3592888,2.501131,0,11,"SSP2",3.105e+15,5.177124
2213,"ss","value",0,.3645549,2.53779,0,11,"SSP2",3.151e+15,5.253006
2214,"ss","value",0,.3698983,2.574987,0,11,"SSP2",3.197e+15,5.33
2215,"ss","value",0,.37532,2.61273,0,11,"SSP2",3.244e+15,5.408124
2216,"ss","value",0,.3808212,2.651025,0,11,"SSP2",3.291e+15,5.487392
2217,"ss","value",0,.386403,2.689882,0,11,"SSP2",3.340e+15,5.567822
2218,"ss","value",0,.3920666,2.729308,0,11,"SSP2",3.389e+15,5.649431
2219,"ss","value",0,.3978132,2.769312,0,11,"SSP2",3.438e+15,5.732236
2220,"ss","value",0,.4036441,2.809903,0,11,"SSP2",3.489e+15,5.816256
2221,"ss","value",0,.4095604,2.851088,0,11,"SSP2",3.540e+15,5.901505
2222,"ss","value",0,.4155634,2.892877,0,11,"SSP2",3.592e+15,5.988005
2223,"ss","value",0,.4216544,2.935279,0,11,"SSP2",3.644e+15,6.075773
2224,"ss","value",0,.4278347,2.978302,0,11,"SSP2",3.698e+15,6.164827
2225,"ss","value",0,.4341056,3.021956,0,11,"SSP2",3.752e+15,6.255187
2226,"ss","value",0,.4404684,3.066249,0,11,"SSP2",3.807e+15,6.34687
2227,"ss","value",0,.4469244,3.111192,0,11,"SSP2",3.863e+15,6.439898
2228,"ss","value",0,.4534751,3.156793,0,11,"SSP2",3.919e+15,6.534289
2229,"ss","value",0,.4601218,3.203063,0,11,"SSP2",3.977e+15,6.630064
2230,"ss","value",0,.466866,3.250012,0,11,"SSP2",4.035e+15,6.727243
2231,"ss","value",0,.473709,3.297648,0,11,"SSP2",4.094e+15,6.825846
2232,"ss","value",0,.4806522,3.345983,0,11,"SSP2",4.154e+15,6.925894
2233,"ss","value",0,.4876972,3.395025,0,11,"SSP2",4.215e+15,7.027408
2234,"ss","value",0,.4948456,3.444787,0,11,"SSP2",4.277e+15,7.130411
2235,"ss","value",0,.5020986,3.495278,0,11,"SSP2",4.340e+15,7.234923
2236,"ss","value",0,.5094581,3.54651,0,11,"SSP2",4.403e+15,7.340968
2237,"ss","value",0,.5169253,3.598492,0,11,"SSP2",4.468e+15,7.448566
2238,"ss","value",0,.5245019,3.651235,0,11,"SSP2",4.533e+15,7.557741
2239,"ss","value",0,.5321897,3.704752,0,11,"SSP2",4.600e+15,7.668517
2240,"ss","value",0,.5399902,3.759054,0,11,"SSP2",4.667e+15,7.780917
2241,"ss","value",0,.547905,3.814152,0,11,"SSP2",4.735e+15,7.894964
2242,"ss","value",0,.5559359,3.870057,0,11,"SSP2",4.805e+15,8.010683
2243,"ss","value",0,.5640843,3.926781,0,11,"SSP2",4.875e+15,8.128098
2244,"ss","value",0,.5723523,3.984338,0,11,"SSP2",4.947e+15,8.247233
2245,"ss","value",0,.5807414,4.042737,0,11,"SSP2",5.019e+15,8.368115
2246,"ss","value",0,.5892535,4.101993,0,11,"SSP2",5.093e+15,8.490769
2247,"ss","value",0,.5978904,4.162117,0,11,"SSP2",5.167e+15,8.615221
2248,"ss","value",0,.6066537,4.223122,0,11,"SSP2",5.243e+15,8.741496
2249,"ss","value",0,.6155456,4.285021,0,11,"SSP2",5.320e+15,8.869622
2250,"ss","value",0,.6245678,4.347827,0,11,"SSP2",5.398e+15,8.999626
2251,"ss","value",0,.6337222,4.411554,0,11,"SSP2",5.477e+15,9.131536
2252,"ss","value",0,.6430109,4.476216,0,11,"SSP2",5.557e+15,9.26538
2253,"ss","value",0,.6524357,4.541825,0,11,"SSP2",5.639e+15,9.401184
2254,"ss","value",0,.6619986,4.608396,0,11,"SSP2",5.722e+15,9.53898
2255,"ss","value",0,.6717018,4.675943,0,11,"SSP2",5.805e+15,9.678797
2256,"ss","value",0,.6815469,4.744479,0,11,"SSP2",5.890e+15,9.82066
2257,"ss","value",0,.6915366,4.81402,0,11,"SSP2",5.977e+15,9.964604
2258,"ss","value",0,.7016726,4.88458,0,11,"SSP2",6.064e+15,10.11066
2259,"ss","value",0,.7119572,4.956174,0,11,"SSP2",6.153e+15,10.25885
2260,"ss","value",0,.7223926,5.028819,0,11,"SSP2",6.243e+15,10.40922
2261,"ss","value",0,.7329808,5.102527,0,11,"SSP2",6.335e+15,10.56179
2262,"ss","value",0,.7437243,5.177316,0,11,"SSP2",6.428e+15,10.7166
2263,"ss","value",0,.7546253,5.253201,0,11,"SSP2",6.522e+15,10.87367
2264,"ss","value",0,.765686,5.330199,0,11,"SSP2",6.618e+15,11.03305
2265,"ss","value",0,.7769089,5.408326,0,11,"SSP2",6.715e+15,11.19477
2266,"ss","value",0,.7882963,5.487597,0,11,"SSP2",6.813e+15,11.35885
2267,"ss","value",0,.7998505,5.568029,0,11,"SSP2",6.913e+15,11.52534
2268,"ss","value",0,.8115742,5.649642,0,11,"SSP2",7.014e+15,11.69427
2269,"ss","value",0,.8234696,5.73245,0,11,"SSP2",7.117e+15,11.86567
2270,"ss","value",0,.8355395,5.816472,0,11,"SSP2",7.221e+15,12.03959
2271,"ss","value",0,.8477862,5.901726,0,11,"SSP2",7.327e+15,12.21606
2272,"ss","value",0,.8602123,5.988228,0,11,"SSP2",7.435e+15,12.39511
2273,"ss","value",0,.8728207,6.076,0,11,"SSP2",7.544e+15,12.57679
2274,"ss","value",0,.8856139,6.165058,0,11,"SSP2",7.654e+15,12.76114
2275,"ss","value",0,.8985946,6.25542,0,11,"SSP2",7.766e+15,12.94818
2276,"ss","value",0,.9117656,6.347108,0,11,"SSP2",7.880e+15,13.13796
2277,"ss","value",0,.9251296,6.44014,0,11,"SSP2",7.996e+15,13.33053
2278,"ss","value",0,.9386894,6.534534,0,11,"SSP2",8.113e+15,13.52592
2279,"ss","value",0,.952448,6.630312,0,11,"SSP2",8.232e+15,13.72417
2280,"ss","value",0,.9664083,6.727495,0,11,"SSP2",8.352e+15,13.92533
2281,"ss","value",0,.9805732,6.826101,0,11,"SSP2",8.475e+15,14.12944
2282,"ss","value",0,.9949457,6.926153,0,11,"SSP2",8.599e+15,14.33654
2283,"ss","value",0,1.009529,7.027672,0,11,"SSP2",8.725e+15,14.54667
2284,"ss","value",0,1.024326,7.130678,0,11,"SSP2",8.853e+15,14.75988
2285,"ss","value",0,1.03934,7.235194,0,11,"SSP2",8.983e+15,14.97622
2286,"ss","value",0,1.054573,7.341242,0,11,"SSP2",9.114e+15,15.19573
2287,"ss","value",0,1.070031,7.448845,0,11,"SSP2",9.248e+15,15.41846
2288,"ss","value",0,1.085714,7.558024,0,11,"SSP2",9.384e+15,15.64445
2289,"ss","value",0,1.101628,7.668804,0,11,"SSP2",9.521e+15,15.87376
2290,"ss","value",0,1.117775,7.781208,0,11,"SSP2",9.661e+15,16.10643
2291,"ss","value",0,1.134158,7.895258,0,11,"SSP2",9.802e+15,16.3425
2292,"ss","value",0,1.150782,8.010983,0,11,"SSP2",9.946e+15,16.58204
2293,"ss","value",0,1.167649,8.128401,0,11,"SSP2",1.009e+16,16.82508
2294,"ss","value",0,1.184764,8.24754,0,11,"SSP2",1.024e+16,17.07169
2295,"ss","value",0,1.202129,8.368427,0,11,"SSP2",1.039e+16,17.32192
2296,"ss","value",0,1.219749,8.491085,0,11,"SSP2",1.054e+16,17.57581
2297,"ss","value",0,1.237627,8.615542,0,11,"SSP2",1.070e+16,17.83343
2298,"ss","value",0,1.255767,8.741821,0,11,"SSP2",1.085e+16,18.09481
2299,"ss","value",0,1.274173,8.869952,0,11,"SSP2",1.101e+16,18.36003
2300,"ss","value",0,1.29285,8.999963,0,11,"SSP2",1.117e+16,18.62914
