,discrate,year,rcp,variable,pulse,damages
0,1.0,2020.0,rcp45,nocons_betas_SSP4,pulse,0.004582486581404832
1,1.0,2020.0,rcp85,nocons_betas_SSP4,pulse,0.0031148404587195296
2,1.0,2021.0,rcp45,nocons_betas_SSP4,pulse,0.013180139490841725
3,1.0,2021.0,rcp85,nocons_betas_SSP4,pulse,0.012612349446533977
4,1.0,2022.0,rcp45,nocons_betas_SSP4,pulse,0.02042847521115612
5,1.0,2022.0,rcp85,nocons_betas_SSP4,pulse,0.01700148089571937
6,1.0,2023.0,rcp45,nocons_betas_SSP4,pulse,0.027398027074048044
7,1.0,2023.0,rcp85,nocons_betas_SSP4,pulse,0.02375212788017906
8,1.0,2024.0,rcp45,nocons_betas_SSP4,pulse,0.03723828622472358
9,1.0,2024.0,rcp85,nocons_betas_SSP4,pulse,0.0348288225392073
10,1.0,2025.0,rcp45,nocons_betas_SSP4,pulse,0.04534025438271173
11,1.0,2025.0,rcp85,nocons_betas_SSP4,pulse,0.04676275951678613
12,1.0,2026.0,rcp45,nocons_betas_SSP4,pulse,0.04285423738494195
13,1.0,2026.0,rcp85,nocons_betas_SSP4,pulse,0.04216379993077154
14,1.0,2027.0,rcp45,nocons_betas_SSP4,pulse,0.04398887017779823
15,1.0,2027.0,rcp85,nocons_betas_SSP4,pulse,0.04271547054837433
16,1.0,2028.0,rcp45,nocons_betas_SSP4,pulse,0.050426572344009574
17,1.0,2028.0,rcp85,nocons_betas_SSP4,pulse,0.05405174472753004
18,1.0,2029.0,rcp45,nocons_betas_SSP4,pulse,0.05328161930534977
19,1.0,2029.0,rcp85,nocons_betas_SSP4,pulse,0.06112726655444524
20,1.0,2030.0,rcp45,nocons_betas_SSP4,pulse,0.05561828395264351
21,1.0,2030.0,rcp85,nocons_betas_SSP4,pulse,0.06482701681967216
22,1.0,2031.0,rcp45,nocons_betas_SSP4,pulse,0.06381598474088339
23,1.0,2031.0,rcp85,nocons_betas_SSP4,pulse,0.07613087904998932
24,1.0,2032.0,rcp45,nocons_betas_SSP4,pulse,0.06743991357143367
25,1.0,2032.0,rcp85,nocons_betas_SSP4,pulse,0.07794063446346602
26,1.0,2033.0,rcp45,nocons_betas_SSP4,pulse,0.06749392038737013
27,1.0,2033.0,rcp85,nocons_betas_SSP4,pulse,0.07988027025889048
28,1.0,2034.0,rcp45,nocons_betas_SSP4,pulse,0.06672854262287137
29,1.0,2034.0,rcp85,nocons_betas_SSP4,pulse,0.07588385542663294
30,1.0,2035.0,rcp45,nocons_betas_SSP4,pulse,0.07211097561730849
31,1.0,2035.0,rcp85,nocons_betas_SSP4,pulse,0.08467531662597366
32,1.0,2036.0,rcp45,nocons_betas_SSP4,pulse,0.07345080023280462
33,1.0,2036.0,rcp85,nocons_betas_SSP4,pulse,0.08772498878296266
34,1.0,2037.0,rcp45,nocons_betas_SSP4,pulse,0.07377682957834908
35,1.0,2037.0,rcp85,nocons_betas_SSP4,pulse,0.08832980460857424
36,1.0,2038.0,rcp45,nocons_betas_SSP4,pulse,0.07712993605030577
37,1.0,2038.0,rcp85,nocons_betas_SSP4,pulse,0.0882368370351171
38,1.0,2039.0,rcp45,nocons_betas_SSP4,pulse,0.0804100060727384
39,1.0,2039.0,rcp85,nocons_betas_SSP4,pulse,0.08943935927999894
40,1.0,2040.0,rcp45,nocons_betas_SSP4,pulse,0.08050499420121242
41,1.0,2040.0,rcp85,nocons_betas_SSP4,pulse,0.08986088812664929
42,1.0,2041.0,rcp45,nocons_betas_SSP4,pulse,0.08295542127527898
43,1.0,2041.0,rcp85,nocons_betas_SSP4,pulse,0.09381899358293215
44,1.0,2042.0,rcp45,nocons_betas_SSP4,pulse,0.08886755958719235
45,1.0,2042.0,rcp85,nocons_betas_SSP4,pulse,0.1010543604445677
46,1.0,2043.0,rcp45,nocons_betas_SSP4,pulse,0.09193774874723061
47,1.0,2043.0,rcp85,nocons_betas_SSP4,pulse,0.10754189847120113
