temp,no_wgt_comm,no_wgt_low,no_wgt_ag,no_wgt_nonag,pop_wgt_comm,risk_wgt_sector_low,risk_wgt_sector_ag,risk_wgt_sector_nonag,frac_no_wgt_comm,frac_no_wgt_low,frac_no_wgt_ag,frac_no_wgt_nonag,frac_pop_wgt_comm,frac_risk_wgt_sector_low,frac_risk_wgt_sector_ag,frac_risk_wgt_sector_nonag
1.3,66,51,5,10,.0001785239694399,.0002991509953745,1.74058287783e-08,.0000392781096252,.0000100062872838,.0000122131467101,.0000131486560759,4.90254236042e-06,.0001832455571292,.000491866811487,3.13274874316e-07,.0001369588990215
1.4,43,24,2,17,.0000810291870082,.0000922420604184,7.38262651012e-09,.0000637953173737,6.51924777584e-06,5.74736315768e-06,5.25946243034e-06,8.33432201271e-06,.0000831722404763,.0001516652421169,1.32874534246e-07,.0002224479872781
1.5,79,69,1,9,.0001857852572309,.0003389917784489,7.10064118614e-10,.0000329473209604,.0000119772226579,.0000165236690783,2.62973121517e-06,4.41228812438e-06,.00019069889088,.0005573733925813,1.27799285141e-08,.0001148840625859
1.6,79,65,2,12,.0003154079132264,.0005646593320989,1.27805186878e-07,.0000460763519641,.0000119772226579,.0000155657752187,5.25946243034e-06,5.88305083250e-06,.0003237497965314,.0009284180549298,2.30027276300e-06,.00016066370037
1.7,49,36,2,11,.0002085181081258,.0002883850746684,9.31853170183e-08,.0001175898760266,7.42891025619e-06,8.62104473652e-06,5.25946243034e-06,5.39279659646e-06,.0002140329784002,.0004741653858783,1.67717486187e-06,.0004100243140605
1.8,59,48,1,10,.0001777268345983,.0001908720847723,2.11940154315e-09,.0001720234879485,8.94501439010e-06,.0000114947263154,2.62973121517e-06,4.90254236042e-06,.000182427339729,.0003138336331501,3.81455695396e-08,.0005998289566393
1.9,56,43,2,11,.0001433897719664,.0002159463381304,9.19024856216e-09,.0000655371446783,8.49018314993e-06,.0000102973589908,5.25946243034e-06,5.39279659646e-06,.0001471821332062,.0003550609505929,1.65408611099e-07,.0002285215675039
2,74,58,1,15,.0002831407404206,.0004651767870882,2.52132936751e-09,.0001009727120618,.000011219170591,.0000138894609644,2.62973121517e-06,7.35381354063e-06,.0002906292241156,.0007648479416104,4.53795766221e-08,.0003520819002529
2.1,54,37,3,14,.0001716045661754,.0001835808446913,1.89751121482e-08,.0001507775600658,8.18696232314e-06,8.86051820142e-06,7.88919364552e-06,6.86355930458e-06,.0001761431500397,.0003018453093073,3.41519266280e-07,.0005257464990242
2.2,99,68,4,27,.0002501291256666,.000336584567151,2.74552203194e-08,.0001643324669658,.0000150094309258,.0000162841956134,.0000105189248607,.0000132368643731,.0002567445208105,.0005534154336778,4.94146576095e-07,.0005730111241062
2.3,101,88,1,12,.0001787381760488,.0003043596836392,7.36159178061e-09,.0000553253599946,.0000153126517525,.0000210736649115,2.62973121517e-06,5.88305083250e-06,.0001834654290575,.0005004309845247,1.32495945422e-07,.0001929140802633
2.4,99,76,4,19,.0002242236362259,.0003218450997338,1.37060291783e-07,.0001038728737512,.0000150094309258,.0000181999833326,.0000105189248607,9.31483048479e-06,.0002301538850534,.0005291806661068,2.46684867632e-06,.0003621944783725
2.5,54,44,0,10,.0001333410709942,.0002239292872446,0,.0000468265330937,8.18696232314e-06,.0000105368324557,0,4.90254236042e-06,.0001368676649931,.0003681865887749,0,.0001632795080696
2.6,64,47,0,17,.00018062169661,.0002440132312813,0,.0001265490088826,9.70306645706e-06,.0000112552528505,0,8.33432201271e-06,.00018539876482,.0004012087938425,0,.0004412639277756
2.7,83,66,0,17,.0002174801662077,.0003725146877969,0,.0000654858905591,.0000125836643115,.0000158052486836,0,8.33432201271e-06,.0002232320642787,.0006124920677244,0,.0002283428494394
2.8,112,94,0,18,.000346704758776,.0006054850682062,0,.0000846268457053,.0000169803662999,.0000225105057009,0,8.82457624875e-06,.0003558743785532,.0009955441048384,0,.0002950854744806
2.9,57,42,0,15,.0001814443938146,.0002551302524125,0,.0001145003861893,8.64179356332e-06,.0000100578855259,0,7.35381354063e-06,.0001862432206546,.0004194875019919,0,.00039925156734
3,77,58,0,19,.000208635470814,.0003212422984689,0,.000103648728043,.0000116740018312,.0000138894609644,0,9.31483048479e-06,.0002141534450874,.0005281895347359,0,.0003614129043683
3.1,130,106,1,23,.000342307641007,.0005554343856602,2.25749019478e-09,.0001258945973177,.0000197093537409,.0000253841872797,2.62973121517e-06,.000011275847429,.0003513609661645,.0009132503133507,4.06309269181e-08,.0004389820591139
3.2,163,130,1,32,.0004795855758744,.0006704092588166,7.20685244815e-09,.0003108117784905,.0000247124973828,.0000311315504374,2.62973121517e-06,.0000156881355533,.0004922696168922,.0011022930547588,1.29710904529e-07,.0010837700538831
3.3,105,80,3,22,.0003316679927099,.0005048012287716,1.38076241551e-08,.0001438770959794,.0000159190934061,.0000191578771923,7.88919364552e-06,.0000107855931929,.0003404399212987,.0008299988122045,2.48513401856e-07,.0005016852605119
3.4,113,71,2,40,.0003287452796927,.0003908547322453,1.01326245172e-08,.0002690134288059,.0000171319767132,.0000170026160081,5.25946243034e-06,.0000196101694417,.0003374399086011,.0006426469370876,1.82369751682e-07,.0009380233260408
3.5,85,67,1,17,.0001816703445567,.0002895752051018,4.48144943377e-09,.000081610811776,.0000128868851383,.0000160447221485,2.62973121517e-06,8.33432201271e-06,.0001864751473239,.0004761222092569,8.06583545087e-08,.0002845688612753
3.6,121,83,0,38,.0003760817459624,.0004974146711447,0,.0002714196845091,.0000183448600204,.000019876297587,0,.0000186296609696,.000386028325951,.0008178537663782,0,.0009464137026401
3.7,91,78,1,12,.0002926627666859,.00048480181988,1.30998056846e-09,.0001126902794795,.0000137965476186,.0000186789302625,2.62973121517e-06,5.88305083250e-06,.0003004030881713,.0007971156005982,2.35773891131e-08,.0003929399035543
3.8,76,67,0,9,.0002295389645422,.0004142806087657,0,.000045743575356,.0000115223914178,.0000160447221485,0,4.41228812438e-06,.0002356097927487,.0006811639782091,0,.0001595033411191
3.9,85,59,2,24,.0002716859003262,.0003706452831693,5.09899633627e-09,.0001703294790332,.0000128868851383,.0000141289344293,5.25946243034e-06,.000011766101665,.000278871427325,.0006094183754829,9.17731328241e-08,.0005939221144263
4,116,81,5,30,.000317695980903,.0003523792667011,9.64185407071e-08,.0002505091172793,.0000175868079534,.0000193973506572,.0000131486560759,.0000147076270813,.0003260983788392,.0005793852236039,1.73536730750e-06,.0008735006145861
4.1,104,77,0,27,.0003595757816359,.0005227391711742,0,.0002266352485663,.0000157674829927,.0000184394567976,0,.0000132368643731,.000369085813198,.0008594925416944,0,.0007902547861712
4.2,125,100,4,21,.000420863102494,.0006679179839466,1.16666074579e-08,.0001815786748693,.0000189513016739,.0000239473464903,.0000105189248607,.0000102953389569,.0004319940562246,.0010981968777587,2.09978796851e-07,.0006331469521616
4.3,102,71,2,29,.0003345935225882,.0004847290136922,6.01131899813e-09,.0001977157866122,.0000154642621659,.0000170026160081,5.25946243034e-06,.0000142173728452,.0003434428253577,.0007969958919962,1.08193366004e-07,.0006894154711606
4.4,115,96,1,18,.0003519190832744,.0005831050032157,1.94852933788e-08,.0001214925238173,.00001743519754,.0000229894526307,2.62973121517e-06,8.82457624875e-06,.0003612266110896,.0009587465966302,3.50701647822e-07,.0004236324624613
4.5,148,113,2,33,.0004083843206326,.0005905085221229,6.78546618893e-09,.0002260562054062,.000022438341182,.0000270605015341,5.25946243034e-06,.0000161783897894,.0004191852365369,.0009709195303493,1.22126679206e-07,.0007882357197128
4.6,104,94,1,9,.0003308792181558,.0005472645248119,9.73997345000e-08,.000112026525585,.0000157674829927,.0000225105057009,2.62973121517e-06,4.41228812438e-06,.0003396302852982,.0008998173531805,1.75302710216e-06,.0003906254591097
4.7,129,94,4,31,.0004521832799963,.0006495558344568,3.64715369017e-08,.0002207007144079,.0000195577433275,.0000225105057009,.0000105189248607,.0000151978813173,.0004641425872806,.0010680056630837,6.56424711774e-07,.0007695616501653
4.8,102,88,0,14,.0004290323446175,.0007501244714376,0,.0001160422377779,.0000154642621659,.0000210736649115,0,6.86355930458e-06,.0004403793578114,.0012333615387859,0,.0004046278519435
4.9,155,118,1,36,.0005477853825904,.0008148285953666,7.76815767267e-08,.00027793628567,.0000234996140757,.0000282578688586,2.62973121517e-06,.0000176491524975,.0005622731666507,.0013397486530497,1.39813429718e-06,.0009691364489453
5,134,105,1,28,.0004287915072398,.0006284667103955,7.70327375221e-08,.0002374186543648,.0000203157953945,.0000251447138148,2.62973121517e-06,.0000137271186092,.000440132150786,.0010333307317965,1.38645631144e-06,.0008278554599296
5.1,163,134,1,28,.0004181069358237,.0006299338289182,2.32607835216e-08,.0001951871121264,.0000247124973828,.000032089444297,2.62973121517e-06,.0000137271186092,.0004291649946783,.0010357429815332,4.18653953628e-07,.0006805982323254
5.2,161,134,5,22,.0004738805572355,.000729483241912,2.96837249225e-08,.0001988958247239,.000024409276556,.000032089444297,.0000131486560759,.0000107855931929,.0004864137123759,.0011994230398041,5.34255812394e-07,.0006935301478118
5.3,136,92,1,43,.0004758733149709,.0006255904021941,2.02971790486e-08,.0003194431229758,.0000206190162213,.0000220315587711,2.62973121517e-06,.0000210809321498,.0004884591744088,.0010286014794599,3.65314188507e-07,.0011138667018397
5.4,151,114,2,35,.0005009690009208,.0007431458749352,2.97638602653e-09,.000279441044313,.0000228931724221,.000027299974999,5.25946243034e-06,.0000171588982615,.0005142185890569,.0012218872663837,5.35698110245e-08,.0009743833941015
5.5,156,115,5,36,.0006420002646766,.0009968660448862,2.51070256141e-07,.0002419851872446,.0000236512244891,.0000275394484639,.0000131486560759,.0000176491524975,.0006589798364157,.0016390562978541,4.51883124549e-06,.0008437785102377
5.6,136,107,8,21,.0005075386822675,.0007034302350348,2.46566388640e-07,.0002500353047026,.0000206190162213,.0000256236607446,.0000210378497214,.0000102953389569,.0005209620248112,.0011565864468444,4.43776940447e-06,.0008718484768058
5.7,240,189,3,48,.0006976389439188,.0010362528448695,2.76800942167e-08,.0003435562186951,.000036386499214,.0000452604848667,7.88919364552e-06,.00002353220333,.000716090043004,.0017038164357845,4.98193918098e-07,.0011979466912593
5.8,150,121,1,28,.0004280655928069,.0006956261497066,2.10649386823e-09,.0001783629978718,.0000227415620087,.0000289762892533,2.62973121517e-06,.0000137271186092,.0004393870374262,.0011437548981406,3.79132536705e-08,.0006219342032438
5.9,143,115,1,27,.0005100006900887,.0008354622916613,5.73278846616e-08,.0001936227016586,.000021680289115,.0000275394484639,2.62973121517e-06,.0000132368643731,.0005234891476187,.0013736747658241,1.03180297192e-06,.0006751432871324
6,122,103,0,19,.0004190590597884,.000700271213077,0,.0001582661964221,.0000184964704338,.000024665766885,0,9.31483048479e-06,.0004301423003415,.0011513923539555,0,.0005518586363018
6.1,147,113,2,32,.0006230737260313,.0009575453977391,1.27805186878e-07,.0002800765682878,.0000222867307686,.0000270605015341,5.25946243034e-06,.0000156881355533,.0006395527301875,.0015744049290239,2.30027276300e-06,.0009765994035968
6.2,212,166,2,44,.0006532131605234,.0010258927930522,5.46156586623e-09,.0003057869656686,.000032141407639,.0000397525951739,5.25946243034e-06,.0000215711863858,.0006704892900366,.0016867823435267,9.82987585426e-08,.001066249026562
6.3,203,151,4,48,.0007015584636188,.0009978068472947,3.27250628818e-08,.0003929102821303,.0000307769139185,.0000361604932004,.0000105189248607,.00002353220333,.0007201132258481,.0016406031738065,5.88994646096e-07,.0013700394486454
6.4,208,170,8,30,.000737907094124,.0012016932518009,2.33281865381e-07,.0002206110447105,.0000315349659854,.0000407104890336,.0000210378497214,.0000147076270813,.0007574232020305,.0019758350708773,4.19867091583e-06,.0007692489807636
6.5,177,146,0,31,.0006019854785462,.0009934833328771,0,.0002351728995791,.0000268350431703,.0000349631258759,0,.0000151978813173,.0006179067424168,.0016334944117302,0,.0008200247342187
6.6,150,118,0,32,.0003626898686901,.0005850550857076,0,.0001435189512904,.0000227415620087,.0000282578688586,0,.0000156881355533,.0003722822613779,.0009619529401566,0,.0005004364452617
6.7,155,133,2,20,.0004589713792448,.0007858035403387,7.90402090445e-08,.0001175733696073,.0000234996140757,.0000318499708321,5.25946243034e-06,9.80508472083e-06,.0004711102176361,.0012920253912503,1.42258733380e-06,.0004099667578023
6.8,183,141,0,42,.0005614802571632,.0008605333652554,0,.0002645409767865,.0000277447056507,.0000337657585514,0,.0000205906779138,.0005763302421728,.0014148968550698,0,.0009224283264253
6.9,240,186,5,49,.0006273539989823,.0009403330087139,1.37658499932e-07,.0002822747153459,.000036386499214,.000044542064472,.0000131486560759,.000024022457566,.0006439462074558,.0015461041610545,2.47761539046e-06,.0009842641258516
7,208,155,2,51,.0005474995068519,.0007040393869602,4.30638968929e-09,.0004093400372085,.0000315349659854,.00003711838706,5.25946243034e-06,.0000250029660381,.0005619797300935,.0011575880200294,7.75075812736e-08,.0014273283861268
7.1,98,88,0,10,.0003283315292081,.0005927902841449,0,.0000648821062441,.0000148578205124,.0000210736649115,0,4.90254236042e-06,.0003370152152767,.0009746712244024,0,.0002262375130111
7.2,140,111,0,29,.000515721385118,.0008612970673312,0,.0001916350351507,.0000212254578748,.0000265815546043,0,.0000142173728452,.0005293611431334,.0014161525410303,0,.0006682124898223
7.3,176,140,2,34,.0005194185884197,.000727986762513,1.34569624777e-07,.000308588665348,.0000266834327569,.0000335262850865,5.25946243034e-06,.0000166686440254,.0005331561297728,.001196962514645,2.42202096928e-06,.0010760182773517
7.4,235,182,2,51,.000689809365651,.0010259615490895,5.64026603200e-09,.0003522182761913,.000035628447147,.0000435841706124,5.25946243034e-06,.0000250029660381,.0007080533886753,.0016868953928341,1.01515053077e-07,.001228150432459
7.5,138,103,0,35,.0004648169605969,.0007032285915329,0,.0002445882990969,.000020922237048,.000024665766885,0,.0000171588982615,.000477110402457,.0011562549027484,0,.0008528553048371
7.6,262,213,3,46,.0007194619359018,.0010660942231766,2.18650129113e-08,.0003588494809037,.0000397219283086,.0000510078480244,7.88919364552e-06,.0000225516948579,.0007384902077364,.0017528819038098,3.93532491844e-07,.0012512727900589
7.7,183,138,2,43,.0007379791801016,.0010443522006653,6.53848664101e-09,.0004092868113048,.0000277447056507,.0000330473381566,5.25946243034e-06,.0000210809321498,.0007574971945324,.0017171334709005,1.17681473647e-07,.0014271427926438
7.8,286,221,6,59,.0008180368050337,.0012948928066407,1.93287272854e-08,.0003338508241768,.00004336057823,.0000529236357436,.000015778387291,.0000289249999265,.0008396721771363,.0021290746341076,3.47883728385e-07,.0011641049366414
7.9,163,136,6,21,.0005667791861319,.0009482316169738,5.56516646100e-08,.0001678910214196,.0000247124973828,.0000325683912268,.000015778387291,.0000102953389569,.0005817693167918,.00155909112523,1.00163390427e-06,.0005854194529374
8,183,121,5,57,.0004588982247557,.0005804805884964,1.55224722409e-07,.0003211662037756,.0000277447056507,.0000289762892533,.0000131486560759,.0000279444914544,.0004710351283629,.0009544315098681,2.79377707450e-06,.00111987491485
8.1,229,180,2,47,.000781135426944,.0011393267872108,4.23454582510e-09,.0004357129324717,.0000347187846667,.0000431052236826,5.25946243034e-06,.000023041949094,.0008017948343454,.0018732915575482,7.62145157258e-08,.0015192880739457
8.199999999999999,219,180,8,31,.0006434245734195,.0010408556029802,1.22903002220e-07,.0002142668561191,.0000332026805328,.0000431052236826,.0000210378497214,.0000151978813173,.0006604418151625,.0017113843329031,2.21204190067e-06,.0007471274201043
8.300000000000001,350,259,6,85,.0008271399811006,.0012137201963469,9.87403616648e-08,.0004150353522618,.000053063644687,.0000620236274099,.000015778387291,.0000416716100635,.000849016113277,.0019956098834545,1.77715607711e-06,.0014471873886788
8.4,226,178,3,45,.0006409981398056,.0010237600063761,6.57866472409e-09,.0002580143578825,.0000342639534265,.0000426262767528,7.88919364552e-06,.0000220614406219,.0006579512074262,.0016832755961041,1.18404609792e-07,.0008996706492368
8.5,134,105,2,27,.000527150233434,.0008702669623517,1.29773894741e-07,.0001585267002611,.0000203157953945,.0000251447138148,5.25946243034e-06,.0000132368643731,.0005410922607171,.0014309009247273,2.33570610641e-06,.0005527669875263
8.6,220,179,4,37,.0007812059165261,.0012140626143662,6.83822920511e-08,.0003393911223384,.0000333542909461,.0000428657502177,.0000105189248607,.0000181394067335,.0008018671882303,.0019961728903036,1.23076322424e-06,.0011834234105623
8.699999999999999,218,177,5,36,.0006941913094009,.0011245584870494,1.53552906612e-07,.0002341757041222,.0000330510701194,.0000423868032879,.0000131486560759,.0000176491524975,.0007125512257236,.0018490093829146,2.76368727583e-06,.0008165476118931
8.800000000000001,230,178,7,45,.0007745111924809,.0011363573301537,3.43792715185e-07,.0003619498872922,.0000348703950801,.0000426262767528,.0000184081185062,.0000220614406219,.0007949954026581,.0018684091490083,6.18767546276e-06,.0012620836017182
8.9,184,139,6,39,.0006506891775446,.0010187718968382,7.10378098567e-08,.0002775350696993,.000027896316064,.0000332868116216,.000015778387291,.0000191199152056,.0006678985529575,.001675074100633,1.27855796113e-06,.0009677374483789
9,269,190,7,72,.0008025493436259,.0010748022172038,2.23649900377e-07,.0004967914686631,.0000407832012023,.0000454999583316,.0000184081185062,.000035298304995,.0008237751045859,.0017671996674904,4.02531217122e-06,.0017322629128684
9.1,206,148,5,53,.0007711604717273,.0009180684317016,1.88397466516e-07,.0006341771362486,.0000312317451587,.0000354420728057,.0000131486560759,.0000259834745102,.0007915560623095,.0015094965392399,3.39082920992e-06,.0022113132020339
9.199999999999999,272,212,4,56,.0009018473364169,.0012966320949221,4.14990353192e-08,.0005144244573945,.0000412380324425,.0000507683745595,.0000105189248607,.0000274542372183,.0009256993227617,.0021319343878589,7.46911005473e-07,.0017937474075691
9.300000000000001,242,196,7,39,.0007708579227729,.0012533549871705,9.06238164511e-08,.0002701690369804,.0000366897200408,.000046936799121,.0000184081185062,.0000191199152056,.0007912455115645,.0020607777701999,1.63107227299e-06,.0009420528179076
9.4,259,209,2,48,.0007002434700925,.0009500985102022,5.99231619880e-09,.0004804122319229,.0000392670970684,.0000500499541648,5.25946243034e-06,.00002353220333,.0007187634534779,.0015621606882061,1.07851348416e-07,.0016751501278551
9.5,235,192,3,40,.0006669093693629,.0009981920593418,8.52075707769e-08,.0003334224880973,.000035628447147,.0000459789052614,7.88919364552e-06,.0000196101694417,.0006845477351138,.001641236542989,1.53358919968e-06,.0011626113709271
9.6,217,166,1,50,.000855645703579,.0013426639927729,9.03727865875e-08,.0003861837835757,.000032899459706,.0000397525951739,2.62973121517e-06,.0000245127118021,.0008782757528275,.0022076204566759,1.62655416875e-06,.0013465848108052
9.699999999999999,195,142,2,51,.0006428411450805,.0008919806002723,1.30975671198e-07,.0004005424889328,.0000295640306114,.0000340052320163,5.25946243034e-06,.0000250029660381,.0006598429563574,.0014666026874321,2.35733600827e-06,.001396652201926
9.800000000000001,210,164,1,45,.0006712041928301,.0010681376046477,1.45361944703e-08,.0002599333357693,.0000318381868122,.0000392736482441,2.62973121517e-06,.0000220614406219,.0006889561477292,.0017562416503739,2.61626409965e-07,.0009063619360919
9.9,199,160,6,33,.0005326417087715,.0008217201761909,1.84952142934e-07,.000208625733535,.0000301704722649,.0000383157543845,.000015778387291,.0000161783897894,.0005467289741558,.0013510798534753,3.32881933232e-06,.0007274573813539
10,203,154,0,49,.0007229771000109,.0010429674659918,0,.0004253085273831,.0000307769139185,.0000368789135951,0,.000024022457566,.0007420983406252,.0017148566774444,0,.0014830089383279
10.1,211,167,7,37,.0008415392584831,.0013506382937862,3.29677165567e-07,.0002596901679226,.0000319897972256,.0000399920686388,.0000184081185062,.0000181394067335,.000863796221598,.002220731875571,5.93361993407e-06,.0009055140337644
10.2,205,155,4,46,.0007607526569041,.0011646067863467,8.38077029996e-08,.000332905139885,.0000310801347453,.00003711838706,.0000105189248607,.0000225516948579,.0007808729824309,.0019148571640867,1.50839399596e-06,.0011608074286743
10.3,246,174,4,68,.0007235195161858,.0009961185716065,6.29743839298e-08,.0004518919605516,.0000372961616943,.0000416683828932,.0000105189248607,.0000333372880508,.0007426551025798,.0016378272954291,1.13343021249e-06,.0015757027510829
10.4,187,133,8,46,.000654987269272,.0008134718677866,2.30765548892e-07,.000445622721486,.0000283511473042,.0000318499708321,.0000210378497214,.0000225516948579,.0006723103202717,.0013375179091137,4.15338156238e-06,.0015538425320365
10.5,217,176,0,41,.0009514254155164,.0014721948328997,0,.0004467904387866,.000032899459706,.000042147329823,0,.0000201004236777,.0009765886389385,.0024205962525366,0,.0015579142472333
10.6,204,154,6,44,.0006487588105056,.0009938262827518,5.59008581646e-08,.0003102812855786,.0000309285243319,.0000368789135951,.000015778387291,.0000215711863858,.0006659171317251,.001634058293061,1.00611895812e-06,.0010819202773579
10.7,227,184,5,38,.0006435012482218,.0009911457076441,1.67343157109e-07,.0002750353778538,.0000344155638399,.0000440631175422,.0000131486560759,.0000186296609696,.0006605205178539,.0016296508668731,3.01188798183e-06,.0009590212691554
10.8,238,180,5,53,.0007540228808336,.0010140906042011,2.81542899216e-07,.0004485977469812,.0000360832783872,.0000431052236826,.0000131486560759,.0000259834745102,.0007739652177802,.0016673770763254,5.06728622291e-06,.0015642161528722
10.9,252,196,11,45,.0007980868445863,.0012364586402782,3.30257037495e-07,.0003058994155936,.0000382058241747,.000046936799121,.0000289270433669,.0000220614406219,.000819194581728,.0020329966416054,5.94405662788e-06,.0010666411283729
11,199,145,7,47,.0006891150296068,.0009955796507484,2.50075382180e-07,.0003437351092543,.0000301704722649,.000034723652411,.0000184081185062,.000023041949094,.0007073406888869,.0016369411968092,4.50092523142e-06,.0011985704650171
11.1,233,185,6,42,.0008511470286544,.0012318880742441,4.37151982169e-07,.0003837224987819,.0000353252263202,.0000443025910071,.000015778387291,.0000205906779138,.0008736580973076,.0020254816749944,7.86798112376e-06,.0013380025531878
11.2,257,185,8,64,.0007184026805998,.0010279055895808,2.57356091993e-07,.0003740135844055,.0000389638762416,.0000443025910071,.0000210378497214,.0000313762711067,.0007374029373348,.0016900918020476,4.63196544103e-06,.0013041485251711
11.3,196,152,2,42,.0006436347326487,.0009645822259472,9.10753872319e-08,.000306380532038,.0000297156410247,.0000363999666653,5.25946243034e-06,.0000205906779138,.0006606575326662,.0015859749465309,1.63919976761e-06,.0010683187340205
11.4,197,163,3,31,.0005930756101057,.0009391178993496,8.09622731079e-08,.0002324099880298,.0000298672514381,.0000390341747792,7.88919364552e-06,.0000151978813173,.0006087612264871,.0015441062670885,1.45718116933e-06,.0008103907338174
11.5,259,205,10,44,.0007784337109001,.0011247305118758,4.98571065322e-07,.0003202936278512,.0000392670970684,.0000490920603052,.0000262973121517,.0000215711863858,.0007990216635312,.0018492922277126,8.97341860682e-06,.001116832328558
11.6,264,195,9,60,.0009849279222535,.0013619312688888,2.85987852067e-07,.000511711081117,.0000400251491354,.0000466973256561,.0000236675809366,.0000294152541625,.0010109772172988,.0022392998888546,5.14728770191e-06,.0017842861317813
11.7,173,142,4,27,.0004863104106219,.0007815195068588,1.06317331827e-07,.0001368453134774,.0000262286015167,.0000340052320163,.0000105189248607,.0000132368643731,.0004991723095321,.0012849815440939,1.91352846165e-06,.0004771661276201
11.8,219,150,7,62,.0006516201975226,.0008801812055435,3.17558322527e-07,.0003794273403415,.0000332026805328,.0000359210197355,.0000184081185062,.0000303957626346,.0006688541964775,.0014472020143523,5.71550167733e-06,.001323025758817
11.9,190,126,21,43,.0005662035998192,.0007459010955184,5.11023359490e-07,.0002969763033889,.0000288059785444,.0000301736565778,.0000552243555186,.0000210809321498,.0005811785074182,.0012264174253475,9.19753840830e-06,.0010355271151207
12,212,160,6,46,.0007338704075648,.0010331878409282,3.99879603208e-07,.0003843677361601,.000032141407639,.0000383157543845,.000015778387291,.0000225516948579,.0007532797535076,.0016987769281809,7.19714263723e-06,.0013402524323639
12.1,397,241,7,149,.0006898240582147,.0009193861127894,6.55733702892e-08,.0004450375253366,.0000601893341165,.0000577131050417,.0000184081185062,.0000730478811702,.0007080684698268,.001511663082575,1.18020748093e-06,.0015518020107109
12.2,272,189,1,82,.0007117149660805,.0010499177873697,5.73278846616e-08,.0003868441471511,.0000412380324425,.0000452604848667,2.62973121517e-06,.0000402008473554,.0007305383466759,.0017262844596275,1.03180297192e-06,.0013488874335409
12.3,216,154,9,53,.0005864410861013,.0007723624541995,2.49097475979e-07,.000366431250427,.0000327478492926,.0000368789135951,.0000236675809366,.0000259834745102,.0006019512331216,.0012699254340901,4.48332460775e-06,.0012777096735153
12.4,206,160,4,42,.0006955590589835,.0010852537653818,3.60848009251e-07,.0003007461817219,.0000312317451587,.0000383157543845,.0000105189248607,.0000205906779138,.0007139551494379,.001784384198904,6.49464131730e-06,.0010486723095017
12.5,218,161,3,54,.0007083479497058,.0010112595726923,4.97816365908e-08,.0004187564359199,.0000330510701194,.0000385552278494,7.88919364552e-06,.0000264737287463,.0007270822797209,.0016627222683422,8.95983532003e-07,.0014601624408349
12.6,203,154,4,45,.0007053687400436,.0009814239664365,1.31828710170e-07,.0004242314130352,.0000307769139185,.0000368789135951,.0000105189248607,.0000220614406219,.0007240242761594,.0016136662907766,2.37268923738e-06,.0014792531467019
12.7,287,191,9,87,.0005139680016399,.0007069792656011,1.06430605828e-07,.0003149133884808,.0000435121886434,.0000457394317965,.0000236675809366,.0000426521185356,.0005275613863091,.0011624217954661,1.91556719815e-06,.0010980719638745
12.8,238,160,29,49,.0007276747750011,.0009752731722301,3.34100038885e-07,.0004159688239724,.0000360832783872,.0000383157543845,.00007626220524,.000024022457566,.0007469202593485,.0016035530985052,6.01322401959e-06,.0014504423125784
12.9,236,166,8,62,.0007102455138346,.0010242907795828,2.86068043032e-07,.0003895820503885,.0000357800575604,.0000397525951739,.0000210378497214,.0000303957626346,.0007290300304743,.0016841482982808,5.14873100087e-06,.0013584342324222
13,255,189,3,63,.000929065502446,.0013573062558621,5.98136136176e-08,.0005198438150273,.0000386606554148,.0000452604848667,7.88919364552e-06,.0000308860168706,.0009536373526726,.0022316953999987,1.07654180258e-06,.0018126441737802
13.1,243,178,10,55,.0005789616897777,.0008274368265848,2.18650623954e-07,.0002923510661308,.0000368413304542,.0000426262767528,.0000262973121517,.0000269639829823,.0005942740223212,.0013604792225068,3.93533382471e-06,.0010193993684286
13.2,195,163,1,31,.0006368121279084,.0009913214532844,6.12692829804e-08,.0002598073133413,.0000295640306114,.0000390341747792,2.62973121517e-06,.0000151978813173,.0006536544842205,.0016299398294674,1.10274133853e-06,.0009059225082996
13.3,200,149,1,50,.0005300441513477,.0006968951248609,2.20365343750e-08,.0003609279713146,.0000303220826783,.0000356815462706,2.62973121517e-06,.0000245127118021,.0005440627167407,.0011458413587329,3.96619582132e-07,.001258520281372
13.4,249,180,15,54,.0008588608450879,.0012517093012896,3.59979098974e-07,.0004025906758436,.0000377509929345,.0000431052236826,.0000394459682276,.0000264737287463,.0008815759281423,.0020580719183744,6.47900243211e-06,.0014037940279192
13.5,324,200,16,108,.0007751431148288,.0009802107755279,3.70860178692e-07,.0005261977633637,.0000491217739389,.0000478946929806,.0000420756994428,.0000529474574925,.0007956440380378,.0016116715511529,6.67484308552e-06,.0018347997657089
13.6,195,146,4,45,.0005151790975215,.000744549282798,4.40985803707e-08,.0002876379848402,.0000295640306114,.0000349631258759,.0000105189248607,.0000220614406219,.0005288045131578,.0012241947624689,7.93698329400e-07,.0010029653182487
13.7,303,208,9,86,.0007123851045066,.0009458422552675,2.07435890617e-07,.0004714461966664,.0000459379552576,.0000498104806999,.0000236675809366,.0000421618642996,.0007312262088696,.0015551625147887,3.73348798207e-06,.0016438864461496
13.8,252,183,19,50,.0007142583058219,.0009669206352552,1.66276299673e-07,.0004307238343699,.0000382058241747,.0000438236440773,.0000499648930883,.0000245127118021,.0007331489524637,.0015898197805714,2.99268638945e-06,.0015018915803353
