temp,no_wgt_comm,no_wgt_low,no_wgt_ag,no_wgt_nonag,pop_wgt_comm,risk_wgt_sector_low,risk_wgt_sector_ag,risk_wgt_sector_nonag,frac_no_wgt_comm,frac_no_wgt_low,frac_no_wgt_ag,frac_no_wgt_nonag,frac_pop_wgt_comm,frac_risk_wgt_sector_low,frac_risk_wgt_sector_ag,frac_risk_wgt_sector_nonag
13.9,213,153,12,48,.0005342469069319,.0008207228447663,2.01850608172e-07,.0002140484961526,.0000322930180524,.0000366394401302,.0000315567745821,.00002353220333,.000548376626469,.0013494400319959,3.63296253866e-06,.0007463660204113
14,229,136,17,76,.0007283437674706,.0008654918079971,3.49507731215e-07,.0005551010131413,.0000347187846667,.0000325683912268,.0000447054306579,.0000372593219392,.0007476069452774,.0014230495721225,6.29053588677e-06,.0019355825504572
14.1,235,164,8,63,.0006415177303597,.0009065809510824,7.30545103023e-08,.0003281770292389,.000035628447147,.0000392736482441,.0000210378497214,.0000308860168706,.0006584845400697,.0014906087182012,1.31485508818e-06,.001144320972612
14.2,347,264,3,80,.0009768333561197,.0014586102367176,3.14319610339e-08,.0004739941721255,.0000526088134469,.0000632209947345,7.88919364552e-06,.0000392203388833,.0010026685667262,.0023982603348469,5.65721044820e-07,.0016527709855773
14.3,336,220,8,108,.0009329631350128,.0012261978133079,1.90015757490e-07,.0006133545246527,.0000509410988996,.0000526841622787,.0000210378497214,.0000529474574925,.0009576380695143,.0020161256957515,3.41995565416e-06,.0021387068066108
14.4,310,214,15,81,.0009370454564974,.0015292661655888,1.65380078312e-07,.0003191077598288,.0000469992281514,.0000512473214893,.0000394459682276,.0000397105931194,.0009618283599116,.0025144334614081,2.97655595190e-06,.0011126973235823
14.5,586,329,33,224,.0006918487414688,.0008651131089308,3.49470977809e-07,.0004521586167128,.0000888437022475,.0000787867699532,.0000867811301007,.0001098169488733,.0007101467017419,.0014224269116428,6.28987438891e-06,.0015766325548488
14.6,238,165,1,72,.00063934475226,.0008514479669746,1.54055967982e-08,.0004496134364622,.0000360832783872,.000039513121709,2.62973121517e-06,.000035298304995,.0006562540912187,.0013999585598524,2.77274151217e-07,.0015677577620379
14.7,490,315,20,155,.0008881414254579,.0013320842878208,1.03783661942e-08,.0004584388002558,.0000742891025619,.0000754341414445,.0000525946243034,.0000759894065865,.0009116309189639,.0021902252087184,1.86792677701e-07,.0015985309362095
14.8,269,194,4,71,.0009668132115462,.0014064349277305,1.19523399178e-07,.0005260052603262,.0000407832012023,.0000464578521912,.0000105189248607,.000034808050759,.0009923834101691,.0023124732130702,2.15121487935e-06,.0018341285265804
14.9,643,408,16,219,.0006308297310154,.0009078701731835,7.09268733121e-08,.0003420113392378,.0000974854958108,.0000977051736805,.0000420756994428,.0001073656776931,.0006475138653722,.0014927284690092,1.27656129481e-06,.0011925598487762
15,486,294,31,161,.0006762059337484,.0008827165642176,4.37804526410e-07,.0003947730242135,.0000736826609083,.0000704051986816,.0000815216676703,.0000789309320027,.0006940901742919,.0014513706743478,7.87972579376e-06,.0013765346467931
15.1,330,230,31,69,.0008458127849632,.0012385840930156,7.30931289661e-08,.0004043438561121,.0000500314364192,.0000550788969277,.0000815216676703,.0000338275422869,.0008681827739652,.0020364913304985,1.31555015747e-06,.0014099071948117
15.2,244,155,22,67,.0005007397675716,.0006502689042316,1.18492525542e-07,.0003392629301935,.0000369929408675,.00003711838706,.0000578540867338,.0000328470338148,.0005139832929623,.0010691780989502,2.13266093326e-06,.0011829764171811
15.3,567,390,36,141,.0007349110752479,.0011370586877986,2.21894073005e-07,.0002886544971457,.000085963104393,.0000933946513123,.0000946703237462,.0000691258472819,.0007543479446864,.0018695623276833,3.99371030920e-06,.0010065097965223
15.4,511,306,17,188,.0008299006173253,.0009410244762109,1.26459422746e-07,.0007539845232563,.0000774729212431,.0000732788802604,.0000447054306579,.0000921677963758,.0008518497625882,.0015472410782578,2.27605133151e-06,.0026290697584408
15.5,667,409,35,223,.0008318731080675,.0013555612832752,2.68380510274e-07,.0002435683533104,.0001011241457322,.0000979446471454,.000092040592531,.0001093266946373,.000853874421608,.0022288263000602,4.83038594116e-06,.0008492988543533
15.6,681,381,20,280,.0008153048064515,.0012018091321311,6.44183846377e-07,.0004321618546435,.0001032466915197,.0000912393901281,.0000525946243034,.0001372711860917,.0008368679228738,.0019760256023795,.0000115941973278,.0015069058153713
15.7,392,249,35,108,.0010028603691364,.0014429933813771,4.11721228166e-07,.000472549382188,.0000594312820495,.0000596288927609,.000092040592531,.0000529474574925,.0010293839401051,.002372582958002,7.41027144699e-06,.0016477331453899
15.8,519,336,18,165,.0010298963566527,.0015000715107814,3.17872073580e-07,.0004912219429318,.0000786858045502,.0000804630842075,.0000473351618731,.0000808919489469,.0010571349732605,.002466431342095,5.72114865472e-06,.0017128425252911
15.9,794,490,67,237,.0009115887794281,.0014054897621443,1.28441597025e-07,.0003869576795799,.0001203786682329,.0001173419978026,.0001761919914166,.0001161902539419,.0009356984066797,.0023109191631409,2.31172704715e-06,.0013492833099362
16,2357,1451,64,842,.0009766068898456,.0014513354198233,9.60288243082e-08,.0004665563702861,.0003573457443639,.0003474759975746,.000168302797771,.0004127940667471,.0010024361108902,.0023862990141586,1.72835308500e-06,.0016268361032529
16.1,763,472,80,211,.0009735034512266,.0014720868848865,1.81944007721e-07,.0004333127922056,.0001156787454178,.0001130314754343,.0002103784972138,.0001034436438048,.0009992505927743,.0024204187634228,3.27467809074e-06,.001510919021273
16.2,355,200,47,108,.0007900906512886,.0010564082883042,2.90231804229e-07,.0004610590379368,.000053821696754,.0000478946929806,.0001235973671131,.0000529474574925,.0008109869057483,.0017369562008183,5.22367151547e-06,.0016076674468867
16.3,722,422,40,260,.0008787815637513,.0011932083752271,2.24825892001e-08,.0005804319777569,.0001094627184687,.0001010578021892,.0001051892486069,.0001274661013708,.0009020235083823,.0019618841589608,4.04647799060e-07,.0020239091287476
16.4,559,345,37,177,.0008554372805745,.0011814203996754,1.93128305764e-07,.0004897322325554,.0000847502210859,.0000826183453916,.0000973000549614,.0000867749997794,.000878061817468,.0019425022613969,3.47597615063e-06,.0017076480519583
16.5,1102,602,88,412,.0009946826568729,.0014027548736686,3.05193152972e-07,.0005510341225357,.0001670746755575,.0001441630258718,.0002314163469352,.0002019847452492,.0010209899443605,.0023064224344149,5.49294996850e-06,.0019214017035401
16.6,1136,709,20,407,.0010892640742607,.0015632743257363,1.88376804979e-06,.0005729420097476,.0001722294296128,.0001697866866164,.0000525946243034,.000199533474069,.0011180728435234,.0025703499903682,.0000339045733792,.0019977923481271
16.7,2639,1670,47,922,.0011299513153109,.0016173844664324,2.53494925284e-07,.0006190863336482,.0004000998809403,.0003999206863884,.0001235973671131,.0004520144056305,.0011598361774762,.0026593183801942,4.56247110492e-06,.0021586930599439
16.8,882,539,53,290,.0009157014318846,.001361494500721,2.64140954123e-07,.0004248661431294,.0001337203846114,.0001290761975829,.0001393757544041,.0001421737284521,.0009399198302401,.0022385817506254,4.75408124822e-06,.0014814663880141
16.9,2562,1605,32,925,.0008921087770783,.0012280161878893,3.19830863655e-07,.0005497586544565,.0003884258791092,.0003843549111697,.0000841513988855,.0004534851683386,.0009157031987833,.0020191154839228,5.75640349507e-06,.001916954271993
17,1441,800,65,576,.0008890844863549,.001208820302264,3.19407155100e-07,.0005606275372374,.0002184706056972,.0001915787719226,.0001709325289862,.00028238643996,.0009125989218603,.0019875534326438,5.74877747243e-06,.0019548529955688
17.1,3201,2028,112,1061,.000937875773792,.0013449396364545,1.53238358985e-07,.0005103810025608,.0004853049332664,.0004856521868238,.0002945298960993,.0005201597444403,.0009626806373717,.0022113620908976,2.75802596146e-06,.0017796482788804
17.2,2196,1376,112,708,.0006176471530603,.0010440149496049,7.64933064442e-08,.0001952169311998,.0003329364678079,.0003295154877069,.0002945298960993,.0003470999991175,.0006339826356479,.0017165789596125,1.37674748313e-06,.000680702208497
17.3,1161,642,128,391,.0014458412480575,.0015982972020598,.0000149569180117,.00085361676249,.0001760196899476,.0001537419644679,.0003366055955421,.0001916894062923,.0014840807419417,.0026279349249755,.0002691987075109,.0029764775619907
17.4,4553,2903,129,1521,.0011038484035117,.0017526304007545,3.40176422614e-07,.0003810526570254,.0006902822121718,.0006951914686141,.0003392353267573,.0007456766930195,.00113304289795,.0028816909863702,6.12258843845e-06,.0013286930779857
17.5,2884,1760,155,969,.0010028978370853,.0013543442056109,4.67104346633e-07,.0005617458483427,.0004372444322213,.0004214732982297,.0004076083383517,.0004750563547244,.0010294223990033,.0022268251697971,8.40707198420e-06,.0019587524362294
17.6,1475,905,106,464,.0008358369407189,.0012485728076417,1.08352707001e-07,.0004189865408959,.0002236253597526,.0002167234857374,.0002787515088083,.0002274779655234,.0008579430893889,.0020529148667392,1.95016170158e-06,.0014609647942187
17.7,869,495,91,283,.0009860311162628,.0014301706995503,1.47729113158e-07,.0004993526042538,.0001317494492373,.0001185393651271,.0002393055405807,.0001387419487998,.0010121095884952,.0023514997868865,2.65886904593e-06,.0017411933403787
17.8,1150,718,82,350,.0011154921516698,.0016843157219919,1.68611068593e-07,.0005409531242799,.0001743519754003,.0001719419478005,.0002156379596441,.0001715889826146,.0011449945990297,.0027693673647201,3.03470820003e-06,.0018862502556901
17.9,4461,2752,189,1520,.0008242578982264,.0011412654938698,1.96773045337e-07,.0005095896364509,.0006763340541398,.0006590309754137,.0004970191996676,.0007451864387834,.0008460578053051,.0018764791968257,3.54157517185e-06,.0017768888632115
18,7070,4452,127,2491,.0012366543727468,.0014261929633184,.0000148673903522,.0007683941759384,.0010718856226784,.0010661358657493,.0003339758643269,.0012212233019799,.0012693613088554,.0023449595564758,.000267587364171,.0026793147978652
18.1,4082,2457,162,1463,.0012939185313564,.0016698366474807,4.26220245487e-06,.0008218958953001,.0006188737074644,.0005883863032673,.0004260164568579,.000717241947329,.0013281399853596,.0027455607375544,.0000767122873244,.0028658700228862
18.2,6441,4051,214,2176,.0013844787504712,.0018464205238747,.0000102942289265,.0007398637508622,.0009765226726551,.0009701070063231,.0005627624800469,.0010667932176268,.0014210953339187,.003035901567386,.0001852783521085,.002579832016124
18.3,2527,1488,160,879,.0007750423312925,.0011190735674562,2.86829949073e-07,.0004037598237385,.0003831195146405,.000356336515776,.0004207569944276,.0004309334734807,.0007955405889866,.001839991027792,5.16244399452e-06,.0014078707314574
18.4,5462,3314,308,1840,.0010487812469752,.0016386707900369,1.73614538616e-06,.0004001511941678,.0008280960779447,.0007936150626894,.0008099572142731,.0009020677943168,.0010765193296543,.0026943175487796,.000031247620241,.0013952877956263
18.5,5479,3243,236,2000,.0015314812764736,.0019346249777173,.0000160812568878,.0008897085455506,.0008306734549724,.0007766124466812,.0006206165667807,.0009805084720835,.0015719857709912,.0031809281397235,.0002894348665914,.0031023260541629
18.6,10666,6590,314,3762,.0012794712160916,.0015301128326337,.0000236328769282,.0006432533092964,.0016170766692344,.0015781301337124,.0008257356015642,.001844336435989,.0013133105686542,.0025158255591321,.000425350992688,.0022429609233681
18.7,8697,5234,250,3213,.0010666926249995,.0014624411546952,2.20501176071e-06,.0005690367087003,.0013185557652664,.0012534041153036,.0006574328037931,.0015751868604021,.0010949044263744,.0024045591653367,.0000396864056862,.0019841749480822
18.8,2509,1352,228,929,.0012841364309757,.0017675087808939,7.50385434479e-06,.0006805124137714,.0003803905271994,.0003237681245492,.0005995787170593,.0004554461852828,.0013180991687691,.0029061541555137,.0001350564260222,.0023728797503208
18.9,2849,1769,133,947,.001351267669092,.0018735238590113,.0000112370061494,.000557594005806,.0004319380677526,.0004236285594138,.0003497542516179,.0004642707615315,.001387005888511,.0030804651197071,.0002022467148211,.0019442753702973
19,11308,7058,279,3971,.0015888607367336,.0020158023360588,5.01177795854e-06,.0010880326535232,.0017144105546318,.0016902037152871,.0007336950090331,.0019467995713217,.0016308827986347,.0033144006971601,.0000902033525701,.0037938626819821
19.1,2908,1583,275,1050,.001339669867517,.0015447219007875,.000027317178521,.0007077110492901,.0004408830821427,.0003790864949418,.0007231760841724,.0005147669478438,.0013751013492059,.0025398459230376,.0004916620619925,.002467718713068
19.2,4933,3012,329,1592,.001644453676221,.0020794923884442,.0000158058115279,.0008006098588904,.0007478941692606,.0007212940762886,.0008651815697918,.0007804847437784,.0016879460557468,.0034191204656871,.0002844773255515,.0027916477107886
19.3,6024,3762,215,2047,.0015672009890343,.0024927262684512,3.07592885715e-06,.0005562824536995,.0009133011302708,.000900899174966,.0005653922112621,.0010035504211774,.0016086501956577,.0040985634028668,.0000553614101577,.0019397021173015
19.4,5194,3136,304,1754,.0010090065253338,.0015647651754893,1.16820994027e-06,.0004295954243889,.0007874644871558,.0007509887859366,.0007994382894124,.0008599059300172,.0010356926493508,.0025728012592116,.0000210257625118,.0014979569258898
19.5,8072,5061,357,2654,.0017015212876667,.0022094401419809,.0000196090432762,.0008619434462633,.0012237992568967,.0012119752058753,.0009388140438166,.0013011347424547,.0017465229868235,.0036327817544018,.000352928932375,.0030055118880564
19.6,14293,8794,508,4991,.0016634083898008,.0022404904701868,7.70402625406e-06,.00098800029996,.0021669676386057,.0021059296503592,.0013359034573076,.0024468588920843,.0017074020820779,.0036838349889437,.0001386591748781,.0034450597191802
19.7,8254,5012,360,2882,.0012645068766861,.0016341311312421,.000016360233171,.0006362088905889,.001251392352134,.0012002410060951,.0009467032374621,.0014129127082723,.001297950453595,.0026868534001351,.0002944559581578,.0022183977292728
19.8,12254,7589,607,4058,.0014952034282508,.0015693277821913,.0000380496390394,.0007325086366565,.0018578340057002,.0018173641251507,.0015962468476097,.0019894516898573,.0015347484491353,.0025803031390157,.0006848278263383,.0025541854574326
19.9,9907,6107,348,3452,.0014248748918946,.0017345880692518,1.02998803498e-06,.0010364233067559,.0015020043654702,.0014624644501641,.00091514646288,.001692357622816,.001462559869265,.0028520256193642,.0000185380067973,.0036139059737823
20,10449,6292,499,3658,.0012233580729214,.0018618614745775,2.19875111795e-06,.0005235918039885,.0015841772095285,.0015067670411712,.0013122358763711,.0017933499954406,.0012557133495539,.0030612897202115,.000039573724923,.0018257130420778
20.1,5109,2927,486,1696,.0010823238524067,.0014328725758306,3.81562676816e-07,.0007288137175658,.0007745776020175,.0007009388317718,.0012780493705738,.0008314711843268,.001110949067236,.0023559422366579,6.86746957848e-06,.0025413016385456
20.2,12888,7999,510,4379,.0010908229685067,.0016334504506684,3.09528641008e-07,.0005775416939477,.0019539550077905,.0019155482457611,.001341162919738,.0021468232996267,.00111967296728,.0026857342188902,5.57098126979e-06,.0020138309938235
20.3,7541,4503,450,2588,.0011756769973273,.0014521808993357,6.85724210422e-06,.0007190495648808,.0011432941273858,.0010783490124593,.0011833790468276,.001268777962876,.0012067712086796,.0023876891593307,.0001234185217905,.0025072549999884
20.4,17959,11430,575,5954,.0016968280101863,.0023279820413701,3.09681638959e-06,.0010053039404136,.0027227714140991,.0027371817038441,.0015120954487242,.0029189737213924,.0017417055819149,.0038276894330716,.0000557373496882,.0035053958088801
20.5,9680,5635,512,3533,.0014436252773004,.0018534571107294,.0000155477550742,.0006536539623339,.0014675888016304,.0013494329747298,.0013464223821683,.0017320682159354,.0014818061633669,.0030474711880573,.0002798327548096,.0022792269759533
20.6,18548,11566,652,6330,.0013776373825256,.0015858790223089,.0000183150343711,.0009112509465357,.0028120699475868,.002769750095071,.0017145847522925,.0031033093141441,.0014140730260199,.0026075168398847,.0003296390056328,.0031774422842805
20.7,14781,8870,788,5123,.0018356481700811,.002345828935856,.0000147750286416,.0011115932456283,.0022409535203407,.0021241296336918,.0020722281975559,.0025115724512418,.0018841972463144,.0038570334607414,.0002659250128036,.0038760161457255
20.8,15797,9720,740,5337,.0015427795199117,.002147734810395,3.44543453258e-06,.0009295443358757,.0023949897003466,.0023276820788596,.0019460010992276,.0026164868577547,.0015835828294697,.0035313252820244,.0000620118745225,.0032412295308482
20.9,16206,9984,603,5619,.0011984358757517,.0014999164918226,5.20412473190e-07,.0009228388036142,.0024569983594237,.002390903073594,.001585727922749,.0027547385523185,.0012301320121033,.0024661764585006,9.36652624864e-06,.0032178480004068
21,11792,6925,736,4131,.0011298074858055,.0012561012040802,.0000191675297028,.000655329470225,.0017877899947133,.001658353744455,.001935482174367,.0020252402490884,.0011596885439796,.002065293125241,.0003449824501359,.0022850693069172
21.1,23062,14456,751,7855,.0015999472267608,.0019331424043194,.0000187850465788,.0009782509504488,.0034964393536363,.0034618284086414,.0019749281425945,.0038509470241078,.001642262503265,.0031784904789391,.0003380984140982,.0034110646978318
21.2,10455,5917,860,3678,.0009753239800218,.001265904807604,5.62428107012e-06,.0005228269518314,.0015850868720088,.0014169644918325,.0022615688450483,.0018031550801615,.0010011192707698,.0020814123001089,.0001012273513547,.0018230460779504
21.3,18221,10914,932,6375,.0018296564249354,.0020609658495618,.000031275327943,.001158542017033,.0027624933424077,.002613613395954,.0024509094925408,.003125370754766,.0018780470319715,.0033886589604645,.0005629019195426,.0040397218867441
21.4,12662,7498,816,4348,.0013583364641563,.0016826599211753,.0000192535988338,.0007157233469008,.001919691054364,.0017955720398446,.0021458606715808,.0021316254183094,.0013942616385027,.0027666448818245,.000346531545933,.0024956568055543
21.5,19988,12044,877,7067,.0018786806489338,.002361135576515,.0000135003911334,.0012772907112855,.0030303889428706,.0028842184112947,.0023062742757063,.0034646266861069,.0019283678447319,.0038822007797606,.0002429837377701,.0044537868858041
21.6,22169,13376,1092,7701,.0019411184783003,.0023933201457572,.0000138699397349,.00129747472922,.0033610512544776,.0032031970665458,.0028716664869684,.0037754478717573,.001992457024824,.0039351189438217,.0002496349747306,.0045241665680375
21.7,30854,19252,1062,10540,.0018583023351263,.002260375215456,.0000202793689664,.0011394162418406,.0046777876947834,.0046103431463173,.0027927745505132,.0051672796478798,.0019074505669079,.0037165296695698,.0003649936377679,.0039730321927062
21.8,24454,14829,1241,8384,.0014974384152038,.0019064557761129,8.28699051098e-07,.0010290502373052,.0037074810490774,.0035511520110503,.0032634964380291,.0041102915149738,.0015370425468448,.0031346120799759,.0000149151525265,.0035881968069202
21.9,23618,14252,1203,8163,.0016637842868052,.0018416474401315,.0000208558651604,.0011956669663105,.003580734743482,.0034129758218011,.0031635666518525,.0040019453288086,.0017077879207763,.0030280536192994,.0003753695741861,.0041691729277381
22,29506,18479,991,10036,.0020453124687849,.0021891746126823,.0000411273797213,.0012091828645677,.0044734168575315,.0044252301579471,.0026060636342359,.0049201915129148,.0020994067296495,.0035994609851806,.0007402218462135,.0042163015335255
22.1,30143,18516,1321,10306,.0021062925324255,.0024635552373727,.0000307456028915,.0013370528988383,.004569992690862,.0044340906761485,.0034738749352429,.005052560156646,.0021619995891443,.0040506001259057,.0005533677829588,.0046621717466962
22.2,27386,16496,1322,9568,.001747286432227,.0020428719326476,.0000119087473673,.001288829433032,.0041520027811414,.003950354277044,.003476504666458,.0046907525304472,.0017934985242728,.0033589087762514,.0002143368972702,.004494021271868
22.3,22509,13350,1389,7770,.0021977838081243,.0021729532087204,.0000541509322468,.0013691404057774,.0034125987950308,.0031969707564584,.0036526966578746,.0038092754140442,.0022559106187976,.0035727896039451,.0009746233120982,.0047740577224891
22.4,27083,16274,1604,9205,.0021018702201041,.0025343451923102,.0000242911451055,.0012559820501485,.0041060648258838,.0038971911678355,.0042180888691367,.0045127902427641,.0021574603158597,.0041669936193547,.0004371986836618,.0043794856835116
22.5,26289,15655,1379,9255,.0019026751220718,.0020914309284876,.0000292146873003,.0013171498492766,.0039856861576509,.0037489570930603,.0036263993457229,.0045373029545662,.0019529969217795,.0034387499227699,.0005258139447853,.004592771773501
22.6,26215,15805,1333,9077,.001933548007246,.0020618942787165,.0000327043389545,.0013477615381949,.0039744669870599,.0037848781127958,.0035054317098249,.0044500377005508,.0019846863305558,.0033901854921995,.0005886216511753,.0046995117172369
22.7,28824,17466,1548,9810,.0021402898864383,.0023228691732893,.0000262494332187,.0015738181414853,.0043700185555985,.0041826435380001,.004070823921087,.0048093940555693,.0021968961024615,.0038192828084594,.0004724444895558,.0054877488243326
22.8,31890,19565,1644,10681,.0024114229528351,.0023777301403439,.0000639002282738,.001418063324419,.004834856083057,.004685298340832,.0043232781177436,.0052364054951617,.0024752000745494,.0039094857138733,.0011500938126086,.0049446471204514
22.9,26050,15797,1512,8741,.0019785547721536,.0019045368574848,.0000488790774386,.0011038057424868,.0039494512688503,.0037829623250766,.0039761535973408,.0042853122772407,.002030883430788,.0031314569763604,.0008797390251457,.0038488618894092
23,35599,21856,1611,12132,.0022988725125148,.0027208180940392,.0000128968146521,.0015723324473647,.0053971791063264,.0052339320489254,.0042364969876429,.0059477643916582,.0023596729091703,.0044735940753799,.0002321204029221,.005482568355288
23.1,40329,24981,1524,13824,.0028285568603026,.0026670270472954,.0000878628380131,.0017825185292173,.0061142963616685,.005982286626748,.0040077103719229,.0067772745590408,.0029033663062952,.0043851503427581,.001581379426755,.0062154665175175
23.2,25396,15104,1560,8732,.0018687734427598,.0018622732316859,.0000239360592944,.0014336623329183,.0038502980584922,.0036170072138987,.0041023806956691,.0042808999891164,.00191819861356,.0030619667350273,.0004308077519663,.0049990393264481
23.3,22158,13067,1474,7617,.0018340518589268,.0017921048945602,.0000510065864823,.0010695833646712,.0033593835399303,.0031291997658907,.0038762238111643,.0037342665159298,.0018825587160502,.0029465953112881,.0009180305157005,.0037295318291736
23.4,31217,19342,1422,10453,.001983535591428,.0020543310526311,.000030419722367,.0011396673485347,.0047328222748445,.0046318957581586,.0037394777879753,.0051246275293442,.0020359959823729,.0033777499664728,.0005475024960104,.0039739077770123
23.5,31814,19406,1801,10607,.0019980824338,.0021629415643939,.0000299362543637,.0012293374554815,.0048233336916393,.0046472220599124,.0047361459185257,.0052001266816946,.0020509275584704,.0035563283664806,.0005388009064517,.0042865786066361
23.6,32377,19282,1944,11151,.0023951809284854,.0021402744565256,.0000478230978692,.0017564810648827,.0049086903543787,.0046175273502644,.0051121974822953,.0054668249861013,.0024585284824366,.0035190588997391,.0008607332155926,.0061246764443036
23.7,33320,20480,1537,11303,.0026433044253954,.0024401481690633,.0000865890795535,.0014118602043933,.005051658974207,.0049044165612185,.0040418968777201,.0055413436299796,.0027132143297813,.0040121140094173,.0015584539730796,.0049230174519843
23.8,40280,24463,2122,13695,.0025813965616512,.002565535874572,.0000654959818123,.0015887078448094,.0061068674514123,.0058582393719282,.005580289638596,.0067140317625914,.0026496691317998,.0042182776253231,.0011788146219192,.005539667753056
23.9,32735,20405,1420,10910,.0030893966078669,.0029165802680425,.0000946275987231,.001648182948587,.0049629668823729,.0048864560513508,.0037342183255449,.0053486737152152,.0031711047226761,.004795468038113,.0017031334430786,.0057470515811043
24,31613,19190,1774,10649,.0027114758841053,.0026435252510645,.0000729832523758,.0015218979966376,.0047928599985476,.0045954957914933,.004665143175716,.0052207173596083,.0027831887817879,.0043465084737519,.0013135725685014,.0053067083938429
24.1,27635,17052,1685,8898,.0023824873133518,.0023670861737805,.0000486876348909,.0014697124113228,.0041897537740759,.0040835015235302,.0044310970975657,.0043622821922993,.0024454991475835,.003891984806385,.0008762933897303,.0051247423985924
24.2,42308,26157,2038,14113,.0031954560906125,.0032728027108818,.0000814210844161,.0018113058260399,.0064143333697704,.0062639074214743,.0053593922165215,.0069189580332569,.003279969258153,.005381172247187,.0014654389809319,.0063158449857343
24.3,42047,25988,2186,13873,.0035784372127538,.0028335166882451,.0001278362227549,.0019867860016516,.0063747630518752,.0062234364059056,.0057485924363671,.0068012970166069,.0036730794344331,.0046588941380513,.0023008313552147,.0069277270717406
24.4,31273,18503,2118,10652,.0027856987632131,.002474389593241,.0000568230281029,.0019530576763931,.0047413124579944,.0044309775211048,.0055697707137353,.0052221881223165,.002859374701676,.0040684140732361,.0010227164252809,.006810119724103
24.5,32180,19104,2018,11058,.00264835721127,.0023178011681181,.0000897026459292,.0012936424584351,.0048788231029406,.0045749010735116,.0053067975922181,.0054212313421494,.0027184007513332,.0038109499478549,.0016144927936062,.004510803817323
24.6,48036,30317,1837,15882,.0036178290748939,.0034649775012008,.0000932501966851,.0022191401189193,.0072827578176773,.0072601170354718,.0048308162422719,.0077862177768147,.0037135131293979,.00569714780075,.0016783425838877,.0077379229897146
24.7,40917,25497,2355,13065,.0028978888173494,.0025424476672022,.0000780004379024,.0017409141777891,.0062034432847427,.0061058549346381,.0061930170117312,.0064051715938852,.0029745319494061,.0041803157829173,.0014038732479636,.0060703962424845
24.8,36874,22442,1975,12457,.0030139294677352,.0021439324147271,.0001240559903791,.0013722749244729,.0055904823834006,.0053742634993587,.0051937191499657,.0061070970183718,.0030936416336479,.0035250733481779,.002232793697399,.0047849874804024
24.9,42578,26385,2314,13879,.0025424784110442,.0026618232959275,.0000412671801659,.0017920476394786,.0064552681813861,.0063185073714722,.0060851980319092,.0068042385420231,.002609721677053,.0043765942870113,.0007427380129105,.0062486935862969
25,35316,21962,2156,11198,.0024764133302935,.0022786136876947,.0000584217213166,.0014514474080152,.0053542733593365,.0052593162362051,.0056697004999119,.0054898669351953,.0025419093123216,.0037465175329739,.0010514901436696,.0050610541313235
25.1,48749,30716,2057,15976,.0030638046689147,.0030157105053263,.000055681577368,.0020741065779331,.0073908560424254,.0073556669479682,.0054093571096098,.0078323016750026,.0031448359301659,.0049584588838353,.0010021722822774,.0072322053193839
25.2,33430,20453,2250,10727,.0027371630409513,.0025573513260042,.0000889034134644,.001403996302122,.00506833611968,.0048979507776661,.0059168952341381,.0052589571900196,.0028095553105072,.0042048205154696,.0016001079887721,.004895596799428
25.3,49997,31508,2117,16372,.0036017128549969,.0032255375266652,.0001128857645573,.0019861099636131,.0075800658383381,.0075453299321715,.0055671409825202,.0080264423524751,.0036969706690038,.0053034583976111,.0020317489132075,.0069253697936963
25.4,46104,29213,2347,14544,.0033169480746934,.0023276919742746,.0001444789824019,.0014412086581101,.0069898464990048,.0069957383302186,.0061719791620099,.0071302576089909,.0034046744525282,.0038272125020917,.0026003723022779,.0050253526190122
25.5,45043,28181,2112,14750,.0029924508690981,.0022668559636984,.0001151934630425,.0016749025510674,.0068289878503963,.0067486017144384,.0055539923264443,.0072312499816155,.0030715949707491,.0037271853752948,.0020732835026903,.0058402202028358
25.6,51381,32090,2478,16813,.0030943611760387,.0026870181320677,.0000876928228565,.0017042667751594,.007789894650472,.0076847034887452,.0065164739511974,.0082426444705695,.0031762005933505,.0044180198677711,.0015783194473947,.0059426103596086
25.7,55417,35068,2013,18336,.0043521620572396,.003503982110165,.000159777810911,.0020346192115066,.0084017942789204,.0083978554672271,.0052936489361422,.0089893016720611,.0044672676918272,.0057612795366999,.0028757248085808,.0070945167625102
25.8,44948,28666,2118,14164,.0028282032735491,.0024830851108114,.0000890572000052,.0016096048986107,.0068145848611241,.0068647463449165,.0055697707137353,.006943960999295,.0029030033679075,.004082711323012,.0016028758810601,.0056125337211165
25.9,65168,42381,2170,20617,.0036016963561705,.0037960927669156,.0000443217256253,.0025906218055569,.0098801474199016,.0101491249160646,.0057065167369243,.0101075715844723,.0036969537338178,.0062415705588222,.0007977145588189,.0090332430367835
26,42034,26520,2262,13252,.0024154273078822,.0022667702501084,.0000808262372251,.0013567945587456,.0063727921165011,.0063508362892341,.0059484520087202,.006496849136025,.0024793103364591,.0037270444442236,.0014547327582418,.0047310089700645
26.1,61417,40075,2394,18948,.0035586267014326,.0030936076154335,.0001116150463603,.0020045476678707,.0093114567592698,.0095968991059977,.006295576529123,.0092893372645186,.0036527449762904,.0050865380270269,.0020088781790108,.0069896602521653
26.2,65262,41460,2726,21076,.004042307554949,.0040048906645059,.0001125340232882,.0022404953571,.0098943987987604,.0099285698548887,.0071686472925602,.0103325982788154,.0041492181824006,.0065848779778879,.0020254181774944,.0078123866015706
