temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,tmax_rcspl_3kn_t0,tmax_rcspl_3kn_t1,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high,yhat_marg,se_marg,lowerci_marg,upperci_marg
45,27,-52.020882,17.015821,-85.371277,-18.670483,45,3840,-10.841625,11.818213,-34.004898,12.321648,-71.497978,28.691931,-127.73313,-15.26283,-60.656357,32.135044,-123.63988,2.3271697
40,27,-25.81275,9.0234528,-43.498394,-8.1271067,40,2040,-5.5785999,6.1916304,-17.713972,6.5567727,-26.58695,16.566473,-59.056641,5.882741,-21.00835,18.184605,-56.649521,14.632818
35,27,-3.9657271,2.7384241,-9.3329391,1.4014853,35,512,-1.1506623,2.0533123,-5.1750803,2.8737557,9.03263,10.243367,-11.044002,29.109261,10.183292,10.482811,-10.362639,30.729225
30,27,1.1583766,.87638348,-.55930346,2.8760567,30,27,.07508079,.81322455,-1.51881,1.6689715,9.0235949,4.7842956,-.35345227,18.40064,8.948514,4.8587937,-.57454723,18.471575
10,27,-9.0172567,5.1886292,-19.186783,1.1522702,10,0,-.89519483,4.8683472,-10.436979,8.6465902,-56.360142,28.214403,-111.65936,-1.0609294,-55.464947,28.676922,-111.67068,.7407853
5,27,-11.669391,6.7146969,-24.829954,1.4911731,5,0,-1.1584874,6.3002138,-13.50668,11.189705,-72.936653,36.512756,-144.50035,-1.3729676,-71.778168,37.111309,-144.515,.95866334
0,27,-14.321525,8.2407646,-30.473125,1.8300762,0,0,-1.4217801,7.7320805,-16.57638,13.73282,-89.513168,44.811111,-177.34134,-1.6850057,-88.091393,45.5457,-177.35931,1.1765413
-5,27,-16.97366,9.7668314,-36.116299,2.1689792,-5,0,-1.6850727,9.1639471,-19.64608,16.275934,-106.08968,53.109463,-210.18231,-1.9970437,-104.40461,53.980087,-210.20364,1.3944194
-10,27,-19.625793,11.292899,-41.759468,2.5078821,-10,0,-1.9483652,10.595814,-22.715778,18.819048,-122.66619,61.407818,-243.0233,-2.3090818,-120.71783,62.414478,-243.04796,1.6122974
