temp,ref,yhat_low,se_low,lowerci_low,upperci_low,yhat_manuf,se_manuf,lowerci_manuf,upperci_manuf,yhat_hr3,se_hr3,lowerci_hr3,upperci_hr3
-2.1,27,-1.5323629,8.3336916,-17.866098,14.801373,1.0964592,6.1525278,-10.962274,13.155191,-96.475304,48.297733,-191.13713,-1.8134836
-2,27,-1.5270971,8.3050537,-17.804703,14.750509,1.0926913,6.1313848,-10.924603,13.109985,-96.143776,48.131763,-190.4803,-1.8072517
-1.9,27,-1.5218313,8.2764158,-17.743307,14.699645,1.0889233,6.1102424,-10.886931,13.064778,-95.812241,47.96579,-189.82347,-1.8010198
-1.8,27,-1.5165654,8.247777,-17.681911,14.648781,1.0851555,6.0890994,-10.84926,13.019571,-95.480713,47.79982,-189.16664,-1.7947879
-1.7,27,-1.5112995,8.2191391,-17.620516,14.597918,1.0813875,6.0679569,-10.811589,12.974364,-95.149185,47.63385,-188.50981,-1.788556
-1.6,27,-1.5060337,8.1905012,-17.55912,14.547053,1.0776197,6.046814,-10.773918,12.929157,-94.81765,47.467876,-187.85298,-1.7823241
-1.5,27,-1.5007678,8.1618633,-17.497726,14.49619,1.0738517,6.0256715,-10.736247,12.88395,-94.486122,47.301907,-187.19615,-1.7760922
-1.4,27,-1.495502,8.1332245,-17.436331,14.445326,1.0700839,6.0045285,-10.698576,12.838744,-94.154594,47.135933,-186.53932,-1.7698603
-1.3,27,-1.4902362,8.1045866,-17.374935,14.394463,1.0663159,5.983386,-10.660905,12.793537,-93.823059,46.969963,-185.88249,-1.7636284
-1.2,27,-1.4849703,8.0759487,-17.31354,14.343598,1.062548,5.9622431,-10.623234,12.74833,-93.491531,46.803989,-185.22566,-1.7573965
-1.1,27,-1.4797044,8.0473108,-17.252144,14.292734,1.0587802,5.9411006,-10.585563,12.703123,-93.160004,46.63802,-184.56883,-1.7511646
-1,27,-1.4744385,8.0186729,-17.190748,14.241871,1.0550122,5.9199576,-10.547892,12.657916,-92.828468,46.472046,-183.912,-1.7449327
-.9,27,-1.4691727,7.9900346,-17.129353,14.191007,1.0512444,5.8988152,-10.510221,12.61271,-92.496941,46.306076,-183.25519,-1.7387007
-.8,27,-1.4639069,7.9613962,-17.067957,14.140143,1.0474764,5.8776727,-10.472549,12.567503,-92.165413,46.140102,-182.59836,-1.7324688
-.7,27,-1.4586411,7.9327583,-17.006561,14.089279,1.0437086,5.8565297,-10.434878,12.522296,-91.833878,45.974133,-181.94153,-1.7262369
-.6,27,-1.4533752,7.90412,-16.945166,14.038416,1.0399406,5.8353872,-10.397208,12.477089,-91.50235,45.808163,-181.2847,-1.720005
-.5,27,-1.4481093,7.8754821,-16.88377,13.987552,1.0361727,5.8142443,-10.359537,12.431882,-91.170822,45.642189,-180.62787,-1.7137731
-.4,27,-1.4428434,7.8468437,-16.822374,13.936687,1.0324048,5.7931018,-10.321866,12.386676,-90.839287,45.476219,-179.97104,-1.7075412
-.3,27,-1.4375776,7.8182058,-16.760979,13.885824,1.0286369,5.7719588,-10.284195,12.341469,-90.507759,45.310246,-179.31421,-1.7013093
-.2,27,-1.4323118,7.7895675,-16.699583,13.83496,1.0248691,5.7508163,-10.246524,12.296262,-90.176231,45.144276,-178.65738,-1.6950774
-.1,27,-1.4270459,7.7609296,-16.638187,13.784097,1.0211011,5.7296734,-10.208853,12.251055,-89.844696,44.978302,-178.00055,-1.6888455
0,27,-1.4217801,7.7322912,-16.576792,13.733232,1.0173333,5.7085309,-10.171182,12.205848,-89.513168,44.812332,-177.34372,-1.6826136
.1,27,-1.4165142,7.7036533,-16.515398,13.682368,1.0135653,5.6873879,-10.133511,12.160641,-89.181641,44.646358,-176.68689,-1.6763817
.2,27,-1.4112483,7.675015,-16.454002,13.631505,1.0097975,5.6662455,-10.09584,12.115435,-88.850105,44.480389,-176.03006,-1.6701498
.3,27,-1.4059825,7.6463771,-16.392607,13.580641,1.0060295,5.6451025,-10.058168,12.070228,-88.518578,44.314415,-175.37325,-1.6639179
.4,27,-1.4007167,7.6177387,-16.331211,13.529778,1.0022616,5.62396,-10.020497,12.025021,-88.18705,44.148445,-174.71642,-1.657686
.5,27,-1.3954508,7.5891008,-16.269815,13.478913,.99849373,5.6028171,-9.9828262,11.979814,-87.855515,43.982471,-174.05959,-1.6514541
.6,27,-1.390185,7.5604625,-16.20842,13.428049,.99472582,5.5816746,-9.9451551,11.934607,-87.523987,43.816502,-173.40276,-1.6452222
.7,27,-1.384919,7.5318246,-16.147024,13.377186,.99095792,5.5605316,-9.9074841,11.8894,-87.192459,43.650532,-172.74593,-1.6389903
.8,27,-1.3796532,7.5031862,-16.085629,13.326322,.98719001,5.5393891,-9.869813,11.844193,-86.860924,43.484558,-172.0891,-1.6327584
.9,27,-1.3743874,7.4745483,-16.024233,13.275458,.9834221,5.5182467,-9.8321419,11.798986,-86.529396,43.318588,-171.43227,-1.6265265
1,27,-1.3691216,7.44591,-15.962837,13.224594,.97965419,5.4971037,-9.7944708,11.753779,-86.197868,43.152615,-170.77544,-1.6202946
1.1,27,-1.3638557,7.4172721,-15.901442,13.173731,.97588634,5.4759612,-9.7567997,11.708572,-85.866333,42.986645,-170.11861,-1.6140627
1.2,27,-1.3585899,7.3886337,-15.840046,13.122867,.97211844,5.4548182,-9.7191286,11.663365,-85.534805,42.820671,-169.46178,-1.6078308
1.3,27,-1.3533239,7.3599958,-15.778651,13.072002,.96835053,5.4336758,-9.6814575,11.618159,-85.203278,42.654701,-168.80495,-1.6015989
1.4,27,-1.3480581,7.331358,-15.717256,13.021139,.96458262,5.4125328,-9.6437874,11.572952,-84.871742,42.488728,-168.14812,-1.595367
1.5,27,-1.3427923,7.3027196,-15.65586,12.970275,.96081471,5.3913903,-9.6061163,11.527745,-84.540215,42.322758,-167.49129,-1.5891351
1.6,27,-1.3375264,7.2740817,-15.594464,12.919412,.95704681,5.3702474,-9.5684452,11.482538,-84.208687,42.156784,-166.83447,-1.5829031
1.7,27,-1.3322606,7.2454433,-15.533069,12.868547,.9532789,5.3491049,-9.5307741,11.437331,-83.877151,41.990814,-166.17764,-1.5766712
1.8,27,-1.3269948,7.2168055,-15.471673,12.817683,.94951099,5.3279619,-9.493103,11.392125,-83.545624,41.824844,-165.52081,-1.5704393
1.9,27,-1.3217288,7.1881671,-15.410277,12.76682,.94574314,5.3068194,-9.4554319,11.346918,-83.214096,41.658871,-164.86398,-1.5642074
2,27,-1.316463,7.1595292,-15.348882,12.715956,.94197524,5.2856765,-9.4177608,11.301711,-82.882561,41.492901,-164.20715,-1.5579755
2.1,27,-1.3111972,7.1308908,-15.287487,12.665092,.93820733,5.264534,-9.3800898,11.256504,-82.551033,41.326927,-163.55032,-1.5517436
2.2,27,-1.3059313,7.102253,-15.226091,12.614228,.93443942,5.243391,-9.3424187,11.211297,-82.219505,41.160957,-162.89349,-1.5455117
2.3,27,-1.3006655,7.0736146,-15.164696,12.563365,.93067151,5.2222486,-9.3047476,11.166091,-81.88797,40.994984,-162.23666,-1.5392799
2.4,27,-1.2953995,7.0449767,-15.1033,12.512501,.92690361,5.2011056,-9.2670765,11.120884,-81.556442,40.829014,-161.57983,-1.5330479
2.5,27,-1.2901337,7.0163383,-15.041904,12.461637,.9231357,5.1799631,-9.2294054,11.075677,-81.224915,40.66304,-160.923,-1.5268161
2.6,27,-1.2848679,6.9877005,-14.980509,12.410773,.91936779,5.1588206,-9.1917343,11.03047,-80.893379,40.49707,-160.26617,-1.5205842
2.7,27,-1.2796021,6.9590621,-14.919113,12.359909,.91559988,5.1376777,-9.1540632,10.985263,-80.561852,40.331097,-159.60934,-1.5143523
2.8,27,-1.2743362,6.9304242,-14.857718,12.309046,.91183203,5.1165352,-9.1163921,10.940057,-80.230324,40.165127,-158.95253,-1.5081204
2.9,27,-1.2690704,6.9017859,-14.796322,12.258182,.90806413,5.0953922,-9.078721,10.89485,-79.898788,39.999153,-158.2957,-1.5018885
3,27,-1.2638046,6.873148,-14.734927,12.207317,.90429622,5.0742497,-9.04105,10.849643,-79.567261,39.833183,-157.63887,-1.4956566
3.1,27,-1.2585386,6.8445096,-14.673532,12.156454,.90052831,5.0531068,-9.0033789,10.804436,-79.235733,39.667213,-156.98204,-1.4894247
3.2,27,-1.2532728,6.8158717,-14.612136,12.10559,.8967604,5.0319643,-8.9657078,10.759229,-78.904198,39.50124,-156.32521,-1.4831928
3.3,27,-1.2480069,6.7872334,-14.55074,12.054727,.8929925,5.0108213,-8.9280367,10.714022,-78.57267,39.33527,-155.66838,-1.4769609
3.4,27,-1.2427411,6.7585955,-14.489345,12.003862,.88922459,4.9896789,-8.8903656,10.668816,-78.241142,39.169296,-155.01155,-1.470729
3.5,27,-1.2374753,6.7299571,-14.427949,11.952999,.88545668,4.9685359,-8.8526955,10.623609,-77.909607,39.003326,-154.35472,-1.4644971
3.6,27,-1.2322094,6.7013192,-14.366553,11.902135,.88168877,4.9473934,-8.8150244,10.578402,-77.578079,38.837353,-153.69789,-1.4582652
3.7,27,-1.2269435,6.6726809,-14.305158,11.851271,.87792093,4.9262505,-8.7773533,10.533195,-77.246552,38.671383,-153.04106,-1.4520333
3.8,27,-1.2216777,6.644043,-14.243763,11.800407,.87415302,4.905108,-8.7396822,10.487988,-76.915016,38.505409,-152.38423,-1.4458014
3.9,27,-1.2164118,6.6154046,-14.182367,11.749543,.87038511,4.883965,-8.7020111,10.442781,-76.583488,38.339439,-151.7274,-1.4395695
4,27,-1.211146,6.5867667,-14.120972,11.69868,.8666172,4.8628225,-8.66434,10.397574,-76.251961,38.173466,-151.07059,-1.4333376
4.1,27,-1.2058802,6.5581288,-14.059576,11.647816,.8628493,4.84168,-8.6266689,10.352367,-75.920425,38.007496,-150.41376,-1.4271057
4.2,27,-1.2006143,6.5294905,-13.99818,11.596952,.85908139,4.8205371,-8.5889978,10.30716,-75.588898,37.841526,-149.75693,-1.4208738
4.3,27,-1.1953484,6.5008521,-13.936785,11.546088,.85531348,4.7993941,-8.5513268,10.261953,-75.25737,37.675552,-149.1001,-1.4146419
4.4,27,-1.1900826,6.4722142,-13.875389,11.495224,.85154557,4.7782516,-8.5136557,10.216746,-74.925835,37.509583,-148.44327,-1.40841
4.5,27,-1.1848167,6.4435763,-13.813993,11.444361,.84777766,4.7571092,-8.4759846,10.17154,-74.594307,37.343609,-147.78644,-1.402178
4.6,27,-1.1795509,6.414938,-13.752599,11.393497,.84400982,4.7359662,-8.4383135,10.126333,-74.262779,37.177639,-147.12961,-1.3959461
4.7,27,-1.1742851,6.3863001,-13.691203,11.342633,.84024191,4.7148237,-8.4006424,10.081126,-73.931244,37.011665,-146.47278,-1.3897142
4.8,27,-1.1690191,6.3576617,-13.629807,11.291769,.836474,4.6936808,-8.3629713,10.035919,-73.599716,36.845695,-145.81595,-1.3834823
4.9,27,-1.1637533,6.3290238,-13.568412,11.240905,.83270609,4.6725383,-8.3253002,9.9907122,-73.268188,36.679722,-145.15912,-1.3772504
5,27,-1.1584874,6.3003855,-13.507016,11.190042,.82893819,4.6513953,-8.2876291,9.9455061,-72.936653,36.513752,-144.50229,-1.3710185
5.1,27,-1.1532216,6.2717476,-13.445621,11.139177,.82517028,4.6302528,-8.249958,9.9002991,-72.605125,36.347778,-143.84546,-1.3647866
5.2,27,-1.1479558,6.2431092,-13.384225,11.088314,.82140237,4.6091099,-8.2122869,9.855092,-72.273598,36.181808,-143.18864,-1.3585547
5.3,27,-1.1426899,6.2144713,-13.322829,11.03745,.81763446,4.5879674,-8.1746159,9.809885,-71.942062,36.015835,-142.5318,-1.3523228
5.4,27,-1.137424,6.185833,-13.261434,10.986586,.81386656,4.5668244,-8.1369448,9.764678,-71.610535,35.849865,-141.87498,-1.3460909
5.5,27,-1.1321582,6.1571951,-13.200039,10.935722,.81009871,4.545682,-8.0992746,9.7194719,-71.279007,35.683895,-141.21815,-1.339859
5.6,27,-1.1268923,6.1285567,-13.138643,10.884858,.8063308,4.5245395,-8.0616035,9.6742649,-70.947472,35.517921,-140.56133,-1.3336271
5.7,27,-1.1216265,6.0999188,-13.077248,10.833995,.80256289,4.5033965,-8.0239325,9.6290579,-70.615944,35.351952,-139.9045,-1.3273952
5.8,27,-1.1163607,6.0712805,-13.015852,10.783131,.79879498,4.4822536,-7.9862609,9.5838509,-70.284416,35.185978,-139.24767,-1.3211633
5.9,27,-1.1110948,6.0426426,-12.954456,10.732266,.79502708,4.4611111,-7.9485898,9.5386438,-69.952881,35.020008,-138.59084,-1.3149314
6,27,-1.1058289,6.0140042,-12.893061,10.681403,.79125917,4.4399686,-7.9109192,9.4934378,-69.621353,34.854034,-137.93401,-1.3086995
6.1,27,-1.100563,5.9853663,-12.831665,10.630539,.78749126,4.4188256,-7.8732481,9.4482307,-69.289825,34.688065,-137.27718,-1.3024676
6.2,27,-1.0952972,5.956728,-12.77027,10.579676,.78372341,4.3976831,-7.835577,9.4030237,-68.95829,34.522091,-136.62035,-1.2962357
6.3,27,-1.0900314,5.9280901,-12.708874,10.528811,.77995545,4.3765402,-7.7979059,9.3578167,-68.626762,34.356121,-135.96352,-1.2900038
6.4,27,-1.0847656,5.8994517,-12.647479,10.477947,.7761876,4.3553977,-7.7602348,9.3126097,-68.295235,34.190147,-135.30669,-1.2837719
6.5,27,-1.0794997,5.8708138,-12.586083,10.427084,.77241969,4.3342547,-7.7225637,9.2674026,-67.963699,34.024178,-134.64987,-1.27754
6.6,27,-1.0742338,5.8421755,-12.524688,10.37622,.76865178,4.3131123,-7.6848927,9.2221966,-67.632172,33.858208,-133.99304,-1.2713081
6.7,27,-1.0689679,5.8135376,-12.463292,10.325356,.76488388,4.2919693,-7.6472216,9.1769896,-67.300644,33.692234,-133.33621,-1.2650762
6.8,27,-1.0637021,5.7848992,-12.401896,10.274492,.76111597,4.2708268,-7.6095505,9.1317825,-66.969109,33.52626,-132.67938,-1.2588443
6.9,27,-1.0584363,5.7562613,-12.340501,10.223629,.75734806,4.2496839,-7.5718794,9.0865755,-66.637581,33.360291,-132.02255,-1.2526124
7,27,-1.0531704,5.727623,-12.279105,10.172765,.75358015,4.2285414,-7.5342088,9.0413685,-66.306053,33.194321,-131.36572,-1.2463804
7.1,27,-1.0479046,5.6989851,-12.21771,10.121901,.74981225,4.2073984,-7.4965377,8.9961624,-65.974518,33.028347,-130.70889,-1.2401485
7.2,27,-1.0426387,5.6703472,-12.156315,10.071037,.7460444,4.1862559,-7.4588666,8.9509554,-65.64299,32.862377,-130.05206,-1.2339166
7.3,27,-1.0373728,5.6417089,-12.094919,10.020173,.74227649,4.165113,-7.4211955,8.9057484,-65.311462,32.696404,-129.39523,-1.2276847
7.4,27,-1.032107,5.6130705,-12.033524,9.9693098,.73850858,4.1439705,-7.3835244,8.8605413,-64.979927,32.530434,-128.7384,-1.2214528
7.5,27,-1.0268412,5.5844326,-11.972128,9.9184456,.73474067,4.122828,-7.3458533,8.8153343,-64.648399,32.36446,-128.08157,-1.2152209
7.6,27,-1.0215753,5.5557947,-11.910732,9.8675823,.73097277,4.101685,-7.3081822,8.7701283,-64.316872,32.19849,-127.42475,-1.208989
7.7,27,-1.0163095,5.5271564,-11.849337,9.8167181,.72720486,4.0805426,-7.2705112,8.7249212,-63.98534,32.03252,-126.76792,-1.2027571
7.8,27,-1.0110435,5.4985185,-11.787941,9.7658539,.72343695,4.0593996,-7.2328401,8.6797142,-63.653809,31.866547,-126.11109,-1.1965252
7.9,27,-1.0057777,5.4698801,-11.726546,9.7149906,.71966904,4.0382571,-7.195169,8.6345072,-63.322277,31.700575,-125.45426,-1.1902933
8,27,-1.0005119,5.4412422,-11.665151,9.6641264,.71590114,4.0171142,-7.1574979,8.5893002,-62.990749,31.534603,-124.79743,-1.1840614
8.1,27,-.99524599,5.4126039,-11.603755,9.6132622,.71213323,3.9959714,-7.1198268,8.5440931,-62.659218,31.368631,-124.1406,-1.1778295
8.199999999999999,27,-.98998022,5.383966,-11.542359,9.5623989,.70836538,3.974829,-7.0821562,8.4988871,-62.32769,31.20266,-123.48378,-1.1715976
8.300000000000001,27,-.98471433,5.3553276,-11.480964,9.5115347,.70459747,3.953686,-7.0444851,8.45368,-61.996159,31.036688,-122.82695,-1.1653657
8.4,27,-.9794485,5.3266897,-11.419568,9.4606714,.70082957,3.9325435,-7.006814,8.408473,-61.664627,30.870718,-122.17012,-1.1591339
8.5,27,-.97418261,5.2980514,-11.358172,9.4098072,.69706166,3.9114008,-6.9691429,8.363266,-61.333096,30.704746,-121.51329,-1.1529019
8.6,27,-.96891677,5.2694135,-11.296777,9.358943,.69329375,3.8902578,-6.9314718,8.318059,-61.001564,30.538773,-120.85646,-1.14667
8.699999999999999,27,-.96365094,5.2407751,-11.235382,9.3080797,.68952584,3.8691154,-6.8938007,8.2728529,-60.670036,30.372803,-120.19964,-1.1404381
8.800000000000001,27,-.95838505,5.2121372,-11.173986,9.2572155,.68575794,3.8479726,-6.8561296,8.2276459,-60.338505,30.206831,-119.54281,-1.1342062
8.9,27,-.95311922,5.1834993,-11.112591,9.2063522,.68199009,3.8268299,-6.818459,8.1824389,-60.006977,30.040859,-118.88598,-1.1279744
9,27,-.94785339,5.154861,-11.051195,9.155488,.67822218,3.8056872,-6.7807875,8.1372318,-59.675446,29.874887,-118.22915,-1.1217424
9.1,27,-.94258749,5.1262226,-10.989799,9.1046247,.67445421,3.7845445,-6.7431164,8.0920248,-59.343914,29.708916,-117.57232,-1.1155105
9.199999999999999,27,-.93732166,5.0975847,-10.928404,9.0537605,.67068636,3.7634017,-6.7054458,8.0468187,-59.012386,29.542944,-116.9155,-1.1092787
9.300000000000001,27,-.93205583,5.0689464,-10.867008,9.0028963,.66691846,3.742259,-6.6677747,8.0016117,-58.680855,29.376972,-116.25866,-1.1030467
9.4,27,-.92679,5.0403085,-10.805614,8.952033,.66315055,3.7211165,-6.6301036,7.9564047,-58.349327,29.211002,-115.60184,-1.0968149
9.5,27,-.92152411,5.0116701,-10.744218,8.9011688,.65938264,3.6999736,-6.5924325,7.9111977,-58.017796,29.045029,-114.94501,-1.090583
9.6,27,-.91625822,4.9830322,-10.682821,8.8503056,.65561473,3.6788309,-6.5547614,7.8659906,-57.686264,28.879057,-114.28818,-1.0843509
9.699999999999999,27,-.91099244,4.9543943,-10.621427,8.7994413,.65184683,3.6576884,-6.5170903,7.8207841,-57.354736,28.713087,-113.63135,-1.0781192
9.800000000000001,27,-.90572655,4.925756,-10.560031,8.7485781,.64807892,3.6365454,-6.4794192,7.7755771,-57.023205,28.547113,-112.97452,-1.0718871
9.9,27,-.90046072,4.8971181,-10.498635,8.6977139,.64431107,3.6154029,-6.4417486,7.7303705,-56.691673,28.381144,-112.3177,-1.0656554
10,27,-.89519483,4.8684797,-10.43724,8.6468496,.64054316,3.5942602,-6.4040771,7.6851635,-56.360142,28.215172,-111.66087,-1.0594234
10.1,27,-.889929,4.8398414,-10.375844,8.5959864,.63677526,3.5731173,-6.366406,7.6399565,-56.02861,28.0492,-111.00403,-1.0531914
10.2,27,-.88466316,4.8112035,-10.314449,8.5451221,.63300735,3.5519748,-6.3287354,7.5947499,-55.697083,27.883228,-110.34721,-1.0469596
10.3,27,-.87939727,4.7825651,-10.253053,8.4942589,.62923944,3.5308321,-6.2910643,7.5495429,-55.365551,27.717257,-109.69038,-1.0407277
10.4,27,-.87413144,4.7539272,-10.191658,8.4433947,.62547153,3.5096893,-6.2533932,7.5043364,-55.034023,27.551285,-109.03355,-1.0344958
10.5,27,-.86886561,4.7252893,-10.130262,8.3925314,.62170362,3.4885466,-6.2157221,7.4591293,-54.702492,27.385313,-108.37672,-1.0282639
10.6,27,-.86359972,4.696651,-10.068867,8.3416672,.61793572,3.4674039,-6.178051,7.4139223,-54.37096,27.219341,-107.71989,-1.0220319
10.7,27,-.85833389,4.6680131,-10.007471,8.290803,.61416787,3.4462612,-6.1403799,7.3687158,-54.039433,27.053371,-107.06306,-1.0158001
10.8,27,-.85306805,4.6393747,-9.9460754,8.2399397,.6103999,3.4251184,-6.1027088,7.3235087,-53.707901,26.887398,-106.40623,-1.0095682
10.9,27,-.84780222,4.6107368,-9.8846798,8.1890755,.60663205,3.403976,-6.0650382,7.2783022,-53.376373,26.721428,-105.7494,-1.0033363
11,27,-.84253633,4.5820985,-9.8232841,8.1382122,.60286415,3.382833,-6.0273666,7.2330952,-53.044842,26.555456,-105.09258,-.99710435
11.1,27,-.83727044,4.5534601,-9.7618885,8.087348,.59909624,3.3616903,-5.9896955,7.1878881,-52.71331,26.389482,-104.43575,-.99087244
11.2,27,-.83200461,4.5248222,-9.7004938,8.0364847,.59532833,3.3405478,-5.9520249,7.1426816,-52.381783,26.223513,-103.77892,-.9846406
11.3,27,-.82673877,4.4961843,-9.6390982,7.9856205,.59156042,3.3194048,-5.9143538,7.0974746,-52.050251,26.057541,-103.12209,-.97840863
11.4,27,-.82147294,4.467546,-9.5777025,7.9347568,.58779258,3.2982624,-5.8766828,7.052268,-51.718719,25.891569,-102.46526,-.97217679
11.5,27,-.81620705,4.4389081,-9.5163069,7.8838925,.58402461,3.2771196,-5.8390117,7.007061,-51.387188,25.725597,-101.80843,-.96594489
11.6,27,-.81094122,4.4102697,-9.4549112,7.8330288,.5802567,3.2559767,-5.8013406,6.961854,-51.055656,25.559626,-101.1516,-.95971292
11.7,27,-.80567539,4.3816319,-9.3935156,7.7821651,.57648885,3.2348342,-5.7636695,6.9166474,-50.724129,25.393654,-100.49478,-.95348108
11.8,27,-.8004095,4.3529935,-9.3321199,7.7313013,.57272094,3.2136915,-5.7259984,6.8714404,-50.392597,25.227682,-99.837944,-.94724911
11.9,27,-.79514366,4.3243556,-9.2707253,7.6804376,.56895304,3.1925488,-5.6883278,6.8262339,-50.061069,25.061712,-99.181122,-.94101727
12,27,-.78987783,4.2957172,-9.2093296,7.6295738,.56518513,3.171406,-5.6506562,6.7810268,-49.729538,24.895739,-98.524292,-.93478537
12.1,27,-.78461194,4.2670794,-9.147933,7.5787096,.56141722,3.1502633,-5.6129851,6.7358198,-49.398006,24.729767,-97.867462,-.9285534
12.2,27,-.77934611,4.2384415,-9.0865383,7.5278459,.55764931,3.1291206,-5.5753145,6.6906133,-49.066479,24.563797,-97.210632,-.92232156
12.3,27,-.77408022,4.2098031,-9.0251427,7.4769821,.55388141,3.1079779,-5.5376434,6.6454062,-48.734947,24.397825,-96.553802,-.91608965
12.4,27,-.76881444,4.1811652,-8.963747,7.4261184,.55011356,3.0868351,-5.4999723,6.6001992,-48.403419,24.231853,-95.89698,-.90985775
12.5,27,-.76354855,4.1525269,-8.9023514,7.3752546,.54634565,3.0656924,-5.4623013,6.5549927,-48.071888,24.065882,-95.24015,-.90362585
12.6,27,-.75828266,4.1238885,-8.8409557,7.3243904,.54257768,3.0445497,-5.4246302,6.5097857,-47.740356,23.89991,-94.583321,-.89739388
12.7,27,-.75301683,4.0952506,-8.779561,7.2735271,.53880984,3.023407,-5.3869591,6.4645786,-47.408829,23.733938,-93.926491,-.89116204
12.8,27,-.747751,4.0666122,-8.7181644,7.2226629,.53504193,3.0022643,-5.349288,6.4193716,-47.077297,23.567966,-93.269661,-.88493013
12.9,27,-.74248517,4.0379744,-8.6567698,7.1717992,.53127402,2.9811218,-5.3116174,6.3741651,-46.745766,23.401997,-92.612839,-.87869823
13,27,-.73721927,4.0093365,-8.5953741,7.1209354,.52750611,2.9599788,-5.2739458,6.328958,-46.414234,23.236023,-91.956001,-.87246633
13.1,27,-.73195344,3.9806981,-8.5339785,7.0700712,.52373821,2.9388361,-5.2362747,6.283751,-46.082703,23.070051,-91.299171,-.86623442
13.2,27,-.72668761,3.95206,-8.4725828,7.019208,.5199703,2.9176936,-5.1986041,6.2385445,-45.751175,22.904081,-90.642349,-.86000252
13.3,27,-.72142172,3.9234219,-8.4111872,6.9683437,.51620239,2.8965507,-5.1609325,6.1933374,-45.419643,22.738108,-89.985519,-.85377061
13.4,27,-.71615589,3.894784,-8.3497925,6.9174805,.51243454,2.8754082,-5.1232619,6.1481309,-45.088116,22.572138,-89.32869,-.84753877
13.5,27,-.71089005,3.8661456,-8.2883959,6.8666162,.50866663,2.8542655,-5.0855908,6.1029239,-44.756584,22.406166,-88.67186,-.84130681
13.6,27,-.70562416,3.8375075,-8.2270002,6.815752,.50489873,2.8331225,-5.0479198,6.0577168,-44.425053,22.240192,-88.01503,-.8350749
13.7,27,-.70035833,3.8088696,-8.1656055,6.7648888,.50113082,2.81198,-5.0102487,6.0125103,-44.093525,22.074223,-87.358208,-.828843
13.8,27,-.69509244,3.7802312,-8.1042099,6.7140245,.49736291,2.7908373,-4.9725776,5.9673033,-43.761993,21.908251,-86.701378,-.82261109
13.9,27,-.68982667,3.7515934,-8.0428143,6.6631613,.49359503,2.7696946,-4.934907,5.9220967,-43.430466,21.742279,-86.044548,-.81637925
14,27,-.68456078,3.722955,-7.9814186,6.6122971,.4898271,2.7485518,-4.8972354,5.8768897,-43.098934,21.576307,-85.387718,-.81014729
14.1,27,-.67929488,3.6943169,-7.920023,6.5614333,.48605919,2.7274091,-4.8595643,5.8316827,-42.767403,21.410336,-84.730888,-.80391538
14.2,27,-.67402905,3.665679,-7.8586278,6.5105696,.48229131,2.7062664,-4.8218937,5.7864761,-42.435875,21.244364,-84.074066,-.79768354
14.3,27,-.66876322,3.6370406,-7.7972322,6.4597054,.4785234,2.6851237,-4.7842221,5.7412691,-42.104343,21.078392,-83.417229,-.79145157
14.4,27,-.66349739,3.6084027,-7.735837,6.4088421,.47475553,2.6639812,-4.7465515,5.6960626,-41.772812,20.912422,-82.760406,-.78521973
14.5,27,-.6582315,3.5797646,-7.6744409,6.3579779,.47098762,2.6428382,-4.7088804,5.6508555,-41.44128,20.74645,-82.103577,-.77898777
14.6,27,-.65296566,3.5511262,-7.6130452,6.3071141,.46721968,2.6216955,-4.6712093,5.6056485,-41.109749,20.580477,-81.446747,-.77275586
14.7,27,-.64769983,3.5224884,-7.55165,6.2562504,.4634518,2.600553,-4.6335382,5.560442,-40.778221,20.414507,-80.789917,-.76652402
14.8,27,-.64243394,3.49385,-7.4902544,6.2053866,.4596839,2.5794101,-4.5958672,5.5152349,-40.44669,20.248535,-80.133087,-.76029205
14.9,27,-.63716811,3.4652121,-7.4288592,6.1545229,.45591602,2.5582676,-4.5581965,5.4700284,-40.115162,20.082563,-79.476265,-.75406021
15,27,-.63190228,3.436574,-7.3674636,6.1036587,.45214811,2.5371249,-4.520525,5.4248214,-39.78363,19.916592,-78.819435,-.7478283
15.1,27,-.62663639,3.4079356,-7.3060675,6.0527949,.44838017,2.5159819,-4.4828539,5.3796144,-39.452099,19.75062,-78.162605,-.74159634
15.2,27,-.62137055,3.3792977,-7.2446723,6.0019312,.44461229,2.4948394,-4.4451833,5.3344078,-39.120571,19.584648,-77.505775,-.7353645
15.3,27,-.61610466,3.3506596,-7.1832767,5.9510674,.44084439,2.4736967,-4.4075117,5.2892008,-38.78904,19.418676,-76.848946,-.72913253
15.4,27,-.61083883,3.3220215,-7.1218815,5.9002037,.43707651,2.452554,-4.3698411,5.2439942,-38.457512,19.252707,-76.192123,-.72290069
15.5,27,-.605573,3.2933834,-7.0604858,5.84934,.4333086,2.4314113,-4.33217,5.1987872,-38.12598,19.086733,-75.535294,-.71666878
15.6,27,-.60030711,3.2647452,-6.9990902,5.7984757,.42954069,2.4102685,-4.2944989,5.1535802,-37.794449,18.920761,-74.878456,-.71043682
15.7,27,-.59504128,3.2361071,-6.937695,5.747612,.42577282,2.3891258,-4.2568278,5.1083736,-37.462921,18.754791,-74.221634,-.70420498
15.8,27,-.58977544,3.207469,-6.8762989,5.6967483,.42200488,2.3679831,-4.2191567,5.0631666,-37.13139,18.588818,-73.564804,-.69797307
