temp,ref,yhat_agri,se_agri,lowerci_agri,upperci_agri,yhat_high,se_high,lowerci_high,upperci_high
31.7,27,11.664612,6.8126793,-1.6879948,25.017218,1.4830467,3.037545,-4.4704318,7.4365253
31.8,27,11.759129,6.9291501,-1.8217562,25.340014,1.4294064,3.0923755,-4.6315379,7.4903507
31.9,27,11.843948,7.0440373,-1.9621117,25.650007,1.3703843,3.146879,-4.7973847,7.5381536
32,27,11.91886,7.1573296,-2.1092479,25.946968,1.3058695,3.2010803,-4.968133,7.5798717
32.1,27,11.983657,7.2690177,-2.2633555,26.230669,1.2357509,3.255008,-5.1439476,7.615449
32.2,27,12.038156,7.3791065,-2.4246275,26.500938,1.1599125,3.3086958,-5.3250117,7.6448369
32.3,27,12.082126,7.4875817,-2.5932641,26.757517,1.0782478,3.3621736,-5.5114913,7.6679869
32.4,27,12.115395,7.5944562,-2.7694659,27.000256,0.99063849,3.4154818,-5.7035828,7.6848598
32.5,27,12.137733,7.6997204,-2.9534416,27.228907,0.89697957,3.4686558,-5.9014606,7.6954198
32.6,27,12.148951,7.8033853,-3.1454034,27.443304,0.79715514,3.5217392,-6.1053271,7.6996374
32.7,27,12.148859,7.9054646,-3.3455675,27.643286,0.6910491,3.5747793,-6.3153896,7.6974878
32.8,27,12.137229,8.0059566,-3.5541587,27.828617,0.57855791,3.6278191,-6.531837,7.6889524
32.9,27,12.113886,8.104888,-3.7714021,27.999174,0.45956045,3.6809134,-6.7548971,7.6740179
33,27,12.078601,8.20226,-3.9975338,28.154736,0.33395344,3.7341115,-6.9847703,7.6526775
33.1,27,12.031186,8.2981005,-4.2327924,28.295164,0.20162076,3.787472,-7.2216878,7.6249294
33.2,27,11.97145,8.392436,-4.4774237,28.420322,0.06244516,3.8410563,-7.4658866,7.5907769
33.3,27,11.899163,8.485281,-4.7316823,28.530008,-0.083675556,3.8949227,-7.7175841,7.5502329
33.4,27,11.814154,8.5766773,-4.9958239,28.624132,-0.23686439,3.9491413,-7.9770393,7.5033102
33.5,27,11.716192,8.6666441,-5.2701168,28.702501,-0.39722127,4.0037761,-8.2444782,7.450036
33.6,27,11.605089,8.7552242,-5.5548344,28.765013,-0.56486434,4.0589013,-8.5201645,7.3904357
33.7,27,11.480653,8.8424635,-5.8502574,28.811563,-0.73991275,4.114593,-8.8043671,7.3245416
33.8,27,11.342657,8.9283953,-6.1566768,28.84199,-0.92246556,4.1709251,-9.0973282,7.2523975
33.9,27,11.190927,9.0130796,-6.4743853,28.856237,-1.1126473,4.227982,-9.3993397,7.1740456
34,27,11.025233,9.0965576,-6.8036919,28.854158,-1.310557,4.2858434,-9.7106552,7.0895414
34.1,27,10.845387,9.1788921,-7.1449099,28.835686,-1.5163133,4.3445969,-10.031567,6.99894
34.2,27,10.651199,9.2601509,-7.4983625,28.80076,-1.7300366,4.4043341,-10.362372,6.9022989
34.3,27,10.442437,9.3403883,-7.8643866,28.749262,-1.9518231,4.4651413,-10.70334,6.7996931
34.4,27,10.218931,9.4196882,-8.2433186,28.681181,-2.1818013,4.5271177,-11.05479,6.6911869
34.5,27,9.9804516,9.4981165,-8.6355133,28.596416,-2.4200661,4.5903549,-11.416996,6.5768642
34.6,27,9.7268085,9.5757599,-9.0413351,28.494951,-2.666738,4.654953,-11.790278,6.4568024
34.7,27,9.4578114,9.6527109,-9.4611559,28.376778,-2.9219387,4.7210159,-12.174959,6.3310823
34.8,27,9.1732302,9.7290525,-9.8953629,28.241823,-3.1857622,4.78864,-12.571324,6.1997995
34.9,27,8.8728943,9.8048954,-10.344346,28.090136,-3.4583385,4.857935,-12.979716,6.0630388
35,27,8.5565729,9.8803301,-10.808518,27.921665,-3.7397611,4.9290009,-13.400425,5.9209027
35.1,27,8.2240763,9.9554749,-11.288296,27.736448,-4.0301504,5.0019464,-13.833785,5.7734847
35.2,27,7.875217,10.030451,-11.784105,27.534538,-4.3296323,5.0768833,-14.280141,5.6208758
35.3,27,7.5097623,10.10537,-12.296397,27.315922,-4.6382942,5.1539135,-14.739779,5.4631906
35.4,27,7.1275477,10.180371,-12.825614,27.080709,-4.9562712,5.2331524,-15.213061,5.3005195
35.5,27,6.7283258,10.25558,-13.372241,26.828892,-5.2836542,5.3147035,-15.700282,5.1329737
35.6,27,6.3119197,10.331142,-13.936747,26.560587,-5.6205645,5.3986797,-16.201782,4.9606533
35.7,27,5.8781471,10.407213,-14.519616,26.275909,-5.9671283,5.4851933,-16.717909,4.7836528
35.8,27,5.4267621,10.483935,-15.121373,25.974897,-6.323432,5.574347,-17.248951,4.602087
35.9,27,4.9576054,10.561481,-15.742517,25.657726,-6.6896129,5.6662564,-17.795271,4.4160452
36,27,4.4704356,10.640006,-16.383593,25.324463,-7.0657578,5.7610226,-18.357155,4.2256393
36.1,27,3.9650681,10.719689,-17.045137,24.975273,-7.451992,5.8587556,-18.934942,4.0309587
36.2,27,3.4413235,10.800718,-17.727695,24.610342,-7.8484406,5.9595656,-19.528975,3.8320932
36.3,27,2.8989553,10.883266,-18.431856,24.229765,-8.255187,6.0635486,-20.139524,3.6291497
36.4,27,2.337805,10.967538,-19.158175,23.833784,-8.6723747,6.1708155,-20.766951,3.4222014
36.5,27,1.75763,11.053719,-19.907261,23.42252,-9.1000843,6.2814598,-21.411518,3.2113507
36.6,27,1.1582472,11.142018,-20.679707,22.996202,-9.5384426,6.3955841,-22.073557,2.9966719
36.7,27,0.53947568,11.232651,-21.476116,22.555067,-9.9875793,6.5132909,-22.753395,2.7782362
36.8,27,-0.098931469,11.32582,-22.297131,22.099268,-10.447573,6.634666,-23.451279,2.556134
36.9,27,-0.75712848,11.421754,-23.143354,21.629099,-10.91857,6.7598119,-24.167557,2.3304188
37,27,-1.4353642,11.520666,-24.015455,21.144728,-11.400646,6.8888102,-24.902466,2.1011736
37.1,27,-2.1336181,11.622792,-24.913872,20.646635,-11.893821,7.0217342,-25.656166,1.8685257
37.2,27,-2.851053,11.728374,-25.838242,20.136137,-12.397663,7.1585746,-26.428211,1.6328852
37.3,27,-3.5867105,11.837621,-26.788021,19.614599,-12.911575,7.2992716,-27.217884,1.3947333
37.4,27,-4.3395295,11.950737,-27.762545,19.083485,-13.435035,7.4437695,-28.024553,1.1544852
37.5,27,-5.1085472,12.067883,-28.761162,18.544067,-13.967443,7.5919776,-28.847445,0.91255915
37.6,27,-5.8927312,12.189202,-29.783129,17.997667,-14.508258,7.7438059,-29.685839,0.66932261
37.7,27,-6.6910405,12.314816,-30.827637,17.445557,-15.056941,7.8991532,-30.538998,0.42511496
37.8,27,-7.5025172,12.444803,-31.893885,16.888849,-15.612888,8.0578871,-31.406057,0.18028054
37.9,27,-8.3261003,12.579232,-32.980942,16.328741,-16.175587,8.2198896,-32.286274,-0.064898446
38,27,-9.1608257,12.718128,-34.087898,15.766247,-16.744427,8.385005,-33.178734,-0.31011742
38.1,27,-10.005663,12.861503,-35.213745,15.202418,-17.318872,8.5530901,-34.082623,-0.55512238
38.2,27,-10.859571,13.009339,-36.357407,14.638267,-17.898382,8.7239914,-34.997093,-0.79967254
38.3,27,-11.721593,13.16159,-37.517834,14.074648,-18.482355,8.8975296,-35.921192,-1.0435163
38.4,27,-12.590671,13.318191,-38.693844,13.512503,-19.070274,9.0735455,-36.854095,-1.2864523
38.5,27,-13.465837,13.479045,-39.884277,12.952607,-19.661533,9.2518444,-37.794815,-1.5282518
38.6,27,-14.346057,13.644044,-41.087891,12.395778,-20.255594,9.4322491,-38.742462,-1.7687258
38.7,27,-15.230292,13.813056,-42.303383,11.842799,-20.851921,9.6145782,-39.696148,-2.0076926
38.8,27,-16.117594,13.985923,-43.529499,11.294312,-21.449907,9.7986259,-40.654861,-2.2449534
38.9,27,-17.006884,14.162479,-44.764832,10.751064,-22.049034,9.9842072,-41.617722,-2.4803467
39,27,-17.897211,14.342531,-46.008057,10.213634,-22.648701,10.171112,-42.583714,-2.7136884
39.1,27,-18.787712,14.525896,-47.257946,9.6825209,-23.248463,10.359168,-43.552059,-2.9448669
39.2,27,-19.678179,14.712436,-48.514023,9.1576633,-23.848246,10.548299,-44.52253,-3.1739609
39.3,27,-20.568676,14.902029,-49.776115,8.6387634,-24.448006,10.738433,-45.494946,-3.401063
39.4,27,-21.459148,15.094563,-51.043949,8.1256533,-25.047789,10.929534,-46.46928,-3.6262956
39.5,27,-22.349648,15.289927,-52.317352,7.6180568,-25.647547,11.121536,-47.445358,-3.8497367
39.6,27,-23.240149,15.48801,-53.596092,7.1157951,-26.247309,11.314403,-48.42313,-4.0714874
39.7,27,-24.130615,15.688715,-54.879932,6.6187,-26.847092,11.508095,-49.402542,-4.2916403
39.8,27,-25.021112,15.891937,-56.168736,6.1265125,-27.44685,11.702559,-50.383446,-4.5102568
39.9,27,-25.911583,16.097586,-57.462273,5.6391034,-28.046635,11.897771,-51.365837,-4.7274313
40,27,-26.802084,16.305565,-58.760403,5.1562357,-28.646393,12.09368,-52.349571,-4.9432149
40.1,27,-27.692585,16.515789,-60.062935,4.6777673,-29.246155,12.290261,-53.334621,-5.1576843
40.2,27,-28.583055,16.728172,-61.369675,4.2035608,-29.845936,12.487489,-54.320961,-5.3709078
40.3,27,-29.473549,16.942635,-62.680504,3.7334051,-30.445696,12.685318,-55.308464,-5.5829291
40.4,27,-30.364019,17.159098,-63.995232,3.2671931,-31.045477,12.883737,-56.297138,-5.7938175
40.5,27,-31.25452,17.377487,-65.313766,2.8047268,-31.645239,13.082704,-57.286865,-6.0036116
40.6,27,-32.14502,17.597729,-66.635933,2.3458948,-32.244999,13.2822,-58.277634,-6.2123666
40.7,27,-33.035492,17.819757,-67.961578,1.8905901,-32.84478,13.48221,-59.269428,-6.420135
40.8,27,-33.925995,18.043505,-69.290611,1.4386274,-33.444538,13.682696,-60.262127,-6.6269455
40.9,27,-34.816448,18.268906,-70.622849,0.9899503,-34.044323,13.883656,-61.255787,-6.832859
41,27,-35.706955,18.495907,-71.958267,0.54435569,-34.644085,14.08505,-62.250275,-7.0378938
41.1,27,-36.597458,18.724445,-73.296692,0.10178082,-35.243839,14.286868,-63.245586,-7.2420945
41.2,27,-37.48793,18.954464,-74.637993,-0.33786219,-35.843628,14.489102,-64.241745,-7.445508
41.3,27,-38.378429,19.185913,-75.982124,-0.77473181,-36.443382,14.691717,-65.238617,-7.6481462
41.4,27,-39.268883,19.418736,-77.328903,-1.2088633,-37.043167,14.894716,-66.236275,-7.8500609
41.5,27,-40.159393,19.652891,-78.678352,-1.6404341,-37.642929,15.098066,-67.234596,-8.0512629
41.6,27,-41.049892,19.888329,-80.030296,-2.0694871,-38.242687,15.30176,-68.233582,-8.2517872
41.7,27,-41.940365,20.125,-81.384644,-2.4960897,-38.842472,15.505795,-69.233269,-8.4516726
41.8,27,-42.830856,20.362865,-82.741341,-2.9203732,-39.44223,15.710138,-70.233536,-8.6509237
41.9,27,-43.721321,20.601883,-84.100266,-3.3423724,-40.042015,15.914797,-71.234444,-8.8495855
42,27,-44.611828,20.842016,-85.461433,-3.7622278,-40.641777,16.119741,-72.235893,-9.0476618
42.1,27,-45.502331,21.083223,-86.824692,-4.1799712,-41.241531,16.32497,-73.237885,-9.2451801
42.2,27,-46.392803,21.325466,-88.189949,-4.5956545,-41.841316,16.530479,-74.240463,-9.442174
42.3,27,-47.283295,21.568714,-89.557198,-5.0093913,-42.441074,16.736242,-75.243507,-9.6386433
42.4,27,-48.173756,21.812929,-90.926315,-5.4212022,-43.040859,16.942268,-76.247093,-9.8346262
42.5,27,-49.064266,22.058086,-92.297318,-5.831212,-43.640621,17.148529,-77.251122,-10.030122
42.6,27,-49.954765,22.304148,-93.67009,-6.2394395,-44.240379,17.355024,-78.2556,-10.225155
42.7,27,-50.845238,22.551085,-95.044556,-6.6459236,-44.840164,17.561756,-79.260574,-10.419753
42.8,27,-51.735729,22.79887,-96.420692,-7.0507646,-45.439919,17.768698,-80.26593,-10.613912
42.9,27,-52.626194,23.047476,-97.798416,-7.4539719,-46.039707,17.975861,-81.271744,-10.807665
43,27,-53.516701,23.296881,-99.17775,-7.8556561,-46.639465,18.18322,-82.277924,-11.001011
43.1,27,-54.407211,23.547054,-100.55859,-8.2558327,-47.239223,18.390776,-83.284477,-11.193967
43.2,27,-55.297699,23.797974,-101.94087,-8.6545286,-47.839008,18.59853,-84.291458,-11.386559
43.3,27,-56.188141,24.049603,-103.32449,-9.0517883,-48.438766,18.806461,-85.298752,-11.57878
43.4,27,-57.078629,24.301941,-104.70956,-9.4476995,-49.038551,19.01458,-86.306442,-11.770661
43.5,27,-57.969139,24.55496,-106.09598,-9.8423004,-49.638313,19.222862,-87.31443,-11.962195
43.6,27,-58.859646,24.808636,-107.48368,-10.235614,-50.238068,19.431311,-88.322739,-12.1534
43.7,27,-59.750134,25.062948,-108.87261,-10.627659,-50.837856,19.639931,-89.331413,-12.344298
43.8,27,-60.640579,25.317867,-110.26269,-11.018472,-51.437611,19.848698,-90.34034,-12.53488
43.9,27,-61.531067,25.573397,-111.654,-11.408131,-52.037395,20.057625,-91.349617,-12.725173
44,27,-62.421574,25.829508,-113.04648,-11.796669,-52.637157,20.266693,-92.359146,-12.915171
44.1,27,-63.312084,26.086185,-114.44006,-12.184099,-53.236916,20.475901,-93.368942,-13.104886
44.2,27,-64.202568,26.343409,-115.8347,-12.570438,-53.8367,20.685257,-94.379059,-13.294341
44.3,27,-65.093002,26.601152,-117.23031,-12.955707,-54.436459,20.894737,-95.389389,-13.483523
44.4,27,-65.983505,26.859426,-118.62701,-13.339994,-55.036243,21.104359,-96.400024,-13.67246
44.5,27,-66.874008,27.118202,-120.02471,-13.72331,-55.636005,21.314096,-97.410866,-13.861141
44.6,27,-67.764519,27.377466,-121.42337,-14.105671,-56.23576,21.523956,-98.421936,-14.049581
44.7,27,-68.655006,27.637203,-122.82293,-14.487083,-56.835545,21.733946,-99.433296,-14.237797
44.8,27,-69.545441,27.897388,-124.22332,-14.867567,-57.435303,21.944038,-100.44483,-14.425776
44.9,27,-70.435936,28.158035,-125.62467,-15.247204,-58.035088,22.154255,-101.45663,-14.613545
45,27,-71.326447,28.419119,-127.02689,-15.625998,-58.63485,22.364573,-102.46861,-14.801092
45.1,27,-72.216942,28.680622,-128.42993,-16.003954,-59.234608,22.574995,-103.48078,-14.98843
45.2,27,-73.107452,28.942545,-129.8338,-16.381105,-59.834393,22.78553,-104.49321,-15.175575
45.3,27,-73.997879,29.204849,-131.23833,-16.757427,-60.434147,22.996155,-105.50578,-15.362514
45.4,27,-74.888397,29.467566,-132.64377,-17.133032,-61.033936,23.206888,-106.5186,-15.549271
45.5,27,-75.778885,29.730652,-134.0499,-17.507877,-61.633694,23.417707,-107.53156,-15.735834
45.6,27,-76.669373,29.99411,-135.45676,-17.882,-62.233452,23.628616,-108.54469,-15.922214
45.7,27,-77.559891,30.257936,-136.86435,-18.255423,-62.833237,23.839626,-109.55804,-16.108427
45.8,27,-78.450317,30.522093,-138.27252,-18.628113,-63.432995,24.050714,-110.57153,-16.29446
45.9,27,-79.340828,30.786612,-139.68147,-19.000177,-64.032776,24.261898,-111.58523,-16.480333
46,27,-80.231323,31.051456,-141.09106,-19.371582,-64.632538,24.473156,-112.59904,-16.666039
46.1,27,-81.121811,31.316628,-142.50128,-19.74235,-65.2323,24.684494,-113.61302,-16.851583
46.2,27,-82.012321,31.582123,-143.91216,-20.112503,-65.832077,24.895918,-114.62718,-17.036978
46.3,27,-82.902748,31.847904,-145.3235,-20.482006,-66.431839,25.107412,-115.64146,-17.222218
46.4,27,-83.793266,32.11401,-146.73557,-20.850964,-67.031624,25.318989,-116.65593,-17.407318
46.5,27,-84.683754,32.380402,-148.14818,-21.219337,-67.631386,25.530632,-117.67051,-17.592268
46.6,27,-85.574234,32.647076,-149.56133,-21.587143,-68.231148,25.742346,-118.68522,-17.777077
46.7,27,-86.46476,32.914043,-150.9751,-21.954424,-68.830925,25.954134,-119.7001,-17.961754
46.8,27,-87.355186,33.181259,-152.38925,-22.321117,-69.430687,26.165987,-120.71507,-18.146296
46.9,27,-88.245697,33.448761,-153.80406,-22.687332,-70.030472,26.377913,-121.73023,-18.330713
47,27,-89.136192,33.716518,-155.21936,-23.05303,-70.630234,26.589895,-122.74547,-18.514996
