temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_manuf,se_manuf,lowerci_manuf,upperci_manuf,yhat_hr3,se_hr3,lowerci_hr3,upperci_hr3
-20,27,-18.95412391193324,11.37043745088797,-41.23977180413908,3.331523980272603,-3.814400482328775,13.83263144688231,-30.92585992963427,23.29705896497672,2.206371461325912,10.00573109132844,-17.40450111667047,21.81724403932229,-156.0546067535275,78.07541814739776,-309.079614400332,-3.029599106723026
-19.9,27,-18.91379583487754,11.34624493835807,-41.15202727382923,3.32443560407415,-3.80628470566258,13.80320020390334,-30.86005997670905,23.24749056538389,2.201677036053646,9.984442220550928,-17.36747012194729,21.77082419405458,-155.7225744087305,77.90929960375092,-308.421995692823,-3.023153124638014
-19.8,27,-18.87346775782185,11.32205242607094,-41.06428274399524,3.31734722835154,-3.798168928996384,13.77376896087033,-30.79426002367791,23.19792216568514,2.19698261078138,9.96315334978741,-17.33043912725153,21.72440434881429,-155.3905420639335,77.74318105888699,-307.7643769829284,-3.016707144938493
-19.7,27,-18.83314044996024,11.29786037507323,-40.97653988746595,3.310258987545474,-3.790053307125754,13.74433827922498,-30.72846132574193,23.14835471149043,2.192288275047829,9.941864885053828,-17.29340883882112,21.67798538891677,-155.0585160521266,77.57706568270702,-307.1067708165306,-3.010261287722727
-19.6,27,-18.79281237290454,11.27366786278611,-40.88879535763195,3.303170611822868,-3.781937530459558,13.71490703619847,-30.66266137272352,23.09878631180441,2.187593849775562,9.92057601427412,-17.25637784409362,21.63156554364475,-154.7264837073296,77.41094713845271,-306.4491521078309,-3.003815306828358
-19.5,27,-18.75248429584884,11.24947535025621,-40.80105082732213,3.296082235624439,-3.773821753793363,13.68547579321464,-30.59686141978878,23.04921791220205,2.182899424503296,9.899287143496693,-17.21934684937061,21.5851456983772,-154.3944513625325,77.24482859323473,-305.7915333972423,-2.997369327822753
-19.4,27,-18.71215621879315,11.22528283796909,-40.71330629748813,3.288993859901836,-3.765705977127167,13.65604455019282,-30.53106146677956,22.99964951252522,2.17820499923103,9.877998272758035,-17.18231585472357,21.53872585318564,-154.0624190177355,77.07871004766263,-305.1339146859598,-2.990923349511206
-19.3,27,-18.67182814173745,11.20109032543918,-40.62556176717827,3.281905483703369,-3.757590200460972,13.62661330719386,-30.46526151381516,22.95008111289322,2.173510573958764,9.856709402017284,-17.14528486007244,21.49230600798997,-153.7303866729385,76.91259150436784,-304.4762959791408,-2.984477366736229
-19.2,27,-18.63150083387584,11.17689827444147,-40.53781891064899,3.274817242897306,-3.749474578590341,13.59718262551461,-30.39946281581275,22.90051365863206,2.168816238225213,9.835420937283676,-17.10825457164197,21.44588704809239,-153.3983606611317,76.74647612758032,-303.8186898115521,-2.978031510711247
-19.1,27,-18.59117275682015,11.15270576215435,-40.450074380815,3.267728867174711,-3.741358801924146,13.56775138250596,-30.33366286282935,22.85094525898106,2.164121812952946,9.814132066542864,-17.07122357699072,21.39946720289661,-153.0663283163346,76.58035758297191,-303.1610711021584,-2.971585530510879
-19,27,-18.55084467976445,11.12851324974585,-40.36232985074311,3.260640491214208,-3.73324302525795,13.53832013953169,-30.26786290991334,22.80137685939744,2.15942738768068,9.792843195765343,-17.03419258226752,21.35304735762887,-152.7342959715376,76.41423903871758,-302.5034523934586,-2.965139549616566
-18.9,27,-18.51051660270875,11.10432073733733,-40.27458532067118,3.253552115253676,-3.725127248591754,13.50888889651,-30.20206295690438,22.75180845972087,2.154732962408414,9.771554324987223,-16.99716158754314,21.30662751235997,-152.4022636267405,76.24812049349751,-301.845833682866,-2.958693570615026
-18.8,27,-18.47018852565305,11.08012822492882,-40.18684079059925,3.246463739293137,-3.717011471925559,13.47945765350135,-30.13626300392098,22.70224006006987,2.150038537136148,9.750265454210467,-16.96013059282144,21.26020766709373,-152.0702312819435,76.08200194985071,-301.188214975357,-2.952247588529985
-18.7,27,-18.42986121779145,11.05593617405249,-40.09909793430788,3.239375498724982,-3.708895850054928,13.45002697182844,-30.07046430593099,22.65267260582113,2.145344201402597,9.728976989493678,-16.92310030442393,21.21378870722912,-151.7382052701367,75.91588657306529,-300.5306088077725,-2.945801732500883
-18.6,27,-18.38953314073575,11.0317436615226,-40.01135340399806,3.232287122526557,-3.700780073388733,13.42059572884784,-30.00466435300256,22.6031042062251,2.14064977613033,9.707688118736071,-16.88606930973976,21.16736886200042,-151.4061729253397,75.74976802784522,-299.8729900971799,-2.93935575349937
-18.5,27,-18.34920506368005,11.00755114923547,-39.92360887416405,3.225198746803944,-3.692664296722537,13.39116448581966,-29.9388643999809,22.55353580653582,2.135955350858064,9.686399247958624,-16.8490383150167,21.12094901673283,-151.0741405805426,75.58364948323683,-299.2153713877862,-2.932909773299002
-18.4,27,-18.30887698662436,10.98335863682696,-39.83586434409214,3.218110370843434,-3.684548520056342,13.36173324281751,-29.87306444701025,22.50396740689756,2.131260925585798,9.665110377195044,-16.81200732032082,21.07452917149242,-150.7421082357456,75.4175309393345,-298.5577526797764,-2.926463791714752
