temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high,yhat_marg,se_marg,lowerci_marg,upperci_marg
-20,27,-10.7,11,-32.250675,10.876924,-2.5,13.5,-28.894573,23.86014,-34.200001,33.299999,-99.501976,31.04616,-31.700001,36,-102.18021,38.758823
-19.9,27,-10.7,11,-32.18206,10.853781,-2.5,13.4,-28.833096,23.809374,-34.200001,33.200001,-99.290268,30.980103,-31.6,35.900002,-101.9628,38.676357
-19.799999,27,-10.6,11,-32.113441,10.830639,-2.5,13.4,-28.771618,23.758608,-34.099998,33.200001,-99.07856,30.914047,-31.6,35.799999,-101.7454,38.593891
-19.700001,27,-10.6,10.9,-32.044823,10.807496,-2.5,13.4,-28.71014,23.707842,-34,33.099998,-98.866859,30.847992,-31.5,35.700001,-101.52799,38.511429
-19.6,27,-10.6,10.9,-31.976204,10.784354,-2.5,13.3,-28.648663,23.657076,-33.900002,33,-98.655151,30.781937,-31.4,35.599998,-101.31059,38.428963
-19.5,27,-10.6,10.9,-31.907585,10.761211,-2.5,13.3,-28.587185,23.606308,-33.900002,32.900002,-98.443443,30.715881,-31.4,35.599998,-101.09319,38.346497
-19.4,27,-10.6,10.9,-31.838966,10.73807,-2.5,13.3,-28.525707,23.555542,-33.799999,32.900002,-98.231735,30.649824,-31.299999,35.5,-100.87578,38.26403
-19.299999,27,-10.5,10.8,-31.770348,10.714927,-2.5,13.3,-28.46423,23.504776,-33.700001,32.799999,-98.020027,30.583769,-31.200001,35.400002,-100.65837,38.181564
-19.200001,27,-10.5,10.8,-31.701731,10.691785,-2.5,13.2,-28.402752,23.45401,-33.599998,32.700001,-97.808327,30.517714,-31.200001,35.299999,-100.44097,38.099098
-19.1,27,-10.5,10.8,-31.633112,10.668642,-2.5,13.2,-28.341274,23.403244,-33.599998,32.700001,-97.596619,30.451658,-31.1,35.299999,-100.22356,38.016632
-19,27,-10.5,10.8,-31.564493,10.645499,-2.5,13.2,-28.279797,23.352478,-33.5,32.599998,-97.384911,30.385603,-31,35.200001,-100.00616,37.93417
-18.9,27,-10.4,10.7,-31.495874,10.622357,-2.5,13.1,-28.218317,23.301712,-33.400002,32.5,-97.173203,30.319546,-31,35.099998,-99.788757,37.851704
-18.799999,27,-10.4,10.7,-31.427256,10.599215,-2.5,13.1,-28.156839,23.250944,-33.400002,32.5,-96.961502,30.25349,-30.9,35,-99.57135,37.769238
-18.700001,27,-10.4,10.7,-31.358637,10.576073,-2.4000001,13.1,-28.095364,23.20018,-33.299999,32.400002,-96.749794,30.187435,-30.799999,35,-99.353951,37.686771
-18.6,27,-10.4,10.7,-31.290018,10.55293,-2.4000001,13.1,-28.033884,23.149412,-33.200001,32.299999,-96.538086,30.12138,-30.799999,34.900002,-99.136543,37.604305
-18.5,27,-10.3,10.7,-31.221399,10.529788,-2.4000001,13,-27.972406,23.098646,-33.099998,32.200001,-96.326378,30.055325,-30.700001,34.799999,-98.919136,37.521839
-18.4,27,-10.3,10.6,-31.152781,10.506645,-2.4000001,13,-27.910929,23.04788,-33.099998,32.200001,-96.114677,29.989267,-30.6,34.700001,-98.701729,37.439373
-18.299999,27,-10.3,10.6,-31.084164,10.483502,-2.4000001,13,-27.849451,22.997114,-33,32.099998,-95.902969,29.923212,-30.6,34.700001,-98.484329,37.356907
-18.200001,27,-10.3,10.6,-31.015545,10.460361,-2.4000001,12.9,-27.787973,22.946348,-32.900002,32,-95.691261,29.857157,-30.5,34.599998,-98.266922,37.274445
-18.1,27,-10.3,10.6,-30.946926,10.437218,-2.4000001,12.9,-27.726496,22.895582,-32.799999,32,-95.479553,29.791101,-30.4,34.5,-98.049522,37.191978
-18,27,-10.2,10.5,-30.878307,10.414076,-2.4000001,12.9,-27.665018,22.844814,-32.799999,31.9,-95.267853,29.725046,-30.4,34.400002,-97.832115,37.109512
-17.9,27,-10.2,10.5,-30.809689,10.390933,-2.4000001,12.9,-27.60354,22.794048,-32.700001,31.799999,-95.056145,29.658989,-30.299999,34.299999,-97.614708,37.027046
-17.799999,27,-10.2,10.5,-30.74107,10.367791,-2.4000001,12.8,-27.542061,22.743282,-32.599998,31.700001,-94.844437,29.592934,-30.200001,34.299999,-97.397301,36.94458
-17.700001,27,-10.2,10.5,-30.672453,10.344648,-2.4000001,12.8,-27.480585,22.692516,-32.599998,31.700001,-94.632736,29.526878,-30.200001,34.200001,-97.179901,36.862118
-17.6,27,-10.1,10.4,-30.603834,10.321507,-2.4000001,12.8,-27.419107,22.64175,-32.5,31.6,-94.421028,29.460823,-30.1,34.099998,-96.962494,36.779652
-17.5,27,-10.1,10.4,-30.535215,10.298364,-2.4000001,12.7,-27.357628,22.590984,-32.400002,31.5,-94.20932,29.394768,-30,34,-96.745087,36.697186
-17.4,27,-10.1,10.4,-30.466597,10.275221,-2.4000001,12.7,-27.29615,22.540216,-32.299999,31.5,-93.997612,29.328712,-30,34,-96.527687,36.614719
-17.299999,27,-10.1,10.4,-30.397978,10.252079,-2.4000001,12.7,-27.234673,22.48945,-32.299999,31.4,-93.785904,29.262655,-29.9,33.900002,-96.31028,36.532253
-17.200001,27,-10.1,10.3,-30.329361,10.228937,-2.4000001,12.7,-27.173195,22.438684,-32.200001,31.299999,-93.574203,29.196602,-29.799999,33.799999,-96.09288,36.449787
-17.1,27,-10,10.3,-30.260742,10.205794,-2.4000001,12.6,-27.111717,22.387918,-32.099998,31.200001,-93.362495,29.130545,-29.799999,33.700001,-95.875473,36.367321
-17,27,-10,10.3,-30.192123,10.182652,-2.4000001,12.6,-27.05024,22.337152,-32,31.200001,-93.150787,29.064489,-29.700001,33.700001,-95.658066,36.284855
-16.9,27,-10,10.3,-30.123505,10.15951,-2.4000001,12.6,-26.988762,22.286386,-32,31.1,-92.939079,28.998434,-29.6,33.599998,-95.440659,36.202389
-16.799999,27,-10,10.3,-30.054886,10.136367,-2.3,12.5,-26.927284,22.23562,-31.9,31,-92.727371,28.932377,-29.6,33.5,-95.223259,36.119923
-16.700001,27,-9.8999996,10.2,-29.986269,10.113225,-2.3,12.5,-26.865807,22.184855,-31.799999,31,-92.515671,28.866323,-29.5,33.400002,-95.005852,36.03746
-16.6,27,-9.8999996,10.2,-29.91765,10.090082,-2.3,12.5,-26.804329,22.134089,-31.799999,30.9,-92.303963,28.800266,-29.4,33.400002,-94.788452,35.954994
-16.5,27,-9.8999996,10.2,-29.849031,10.06694,-2.3,12.5,-26.742851,22.083321,-31.700001,30.799999,-92.092255,28.734211,-29.299999,33.299999,-94.571045,35.872528
-16.4,27,-9.8999996,10.2,-29.780413,10.043797,-2.3,12.4,-26.681372,22.032555,-31.6,30.799999,-91.880547,28.668156,-29.299999,33.200001,-94.353638,35.790062
-16.299999,27,-9.8000002,10.1,-29.711794,10.020655,-2.3,12.4,-26.619894,21.981789,-31.5,30.700001,-91.668839,28.602098,-29.200001,33.099998,-94.13623,35.707596
-16.200001,27,-9.8000002,10.1,-29.643175,9.9975128,-2.3,12.4,-26.558418,21.931023,-31.5,30.6,-91.457138,28.536045,-29.1,33,-93.918831,35.625134
-16.1,27,-9.8000002,10.1,-29.574558,9.97437,-2.3,12.3,-26.496939,21.880257,-31.4,30.5,-91.24543,28.469988,-29.1,33,-93.701424,35.542667
-16,27,-9.8000002,10.1,-29.505939,9.9512281,-2.3,12.3,-26.435461,21.829491,-31.299999,30.5,-91.033722,28.403933,-29,32.900002,-93.484016,35.460201
-15.9,27,-9.8000002,10,-29.437321,9.9280853,-2.3,12.3,-26.373983,21.778723,-31.200001,30.4,-90.822014,28.337877,-28.9,32.799999,-93.266617,35.377735
-15.8,27,-9.6999998,10,-29.368702,9.9049435,-2.3,12.3,-26.312506,21.727957,-31.200001,30.299999,-90.610313,28.271822,-28.9,32.700001,-93.04921,35.295269
-15.7,27,-9.6999998,10,-29.300083,9.8818007,-2.3,12.2,-26.251028,21.677191,-31.1,30.299999,-90.398605,28.205765,-28.799999,32.700001,-92.831802,35.212803
-15.6,27,-9.6999998,10,-29.231464,9.8586588,-2.3,12.2,-26.18955,21.626425,-31,30.200001,-90.186897,28.139709,-28.700001,32.599998,-92.614403,35.130337
-15.5,27,-9.6999998,9.8999996,-29.162846,9.835516,-2.3,12.2,-26.128073,21.575659,-31,30.1,-89.975189,28.073654,-28.700001,32.5,-92.396996,35.047874
-15.4,27,-9.6000004,9.8999996,-29.094227,9.8123732,-2.3,12.1,-26.066595,21.524893,-30.9,30,-89.763481,28.007599,-28.6,32.400002,-92.179588,34.965408
-15.3,27,-9.6000004,9.8999996,-29.02561,9.7892313,-2.3,12.1,-26.005117,21.474127,-30.799999,30,-89.551781,27.941544,-28.5,32.400002,-91.962189,34.882942
-15.2,27,-9.6000004,9.8999996,-28.956991,9.7660885,-2.3,12.1,-25.943638,21.423359,-30.700001,29.9,-89.340073,27.875486,-28.5,32.299999,-91.744781,34.800476
-15.1,27,-9.6000004,9.8999996,-28.888372,9.7429466,-2.3,12.1,-25.882162,21.372593,-30.700001,29.799999,-89.128365,27.809431,-28.4,32.200001,-91.527382,34.71801
-15,27,-9.5,9.8000002,-28.819754,9.7198038,-2.2,12,-25.820683,21.321827,-30.6,29.799999,-88.916656,27.743376,-28.299999,32.099998,-91.309975,34.635544
-14.9,27,-9.5,9.8000002,-28.751135,9.6966619,-2.2,12,-25.759205,21.271061,-30.5,29.700001,-88.704956,27.67732,-28.299999,32.099998,-91.092567,34.553078
-14.8,27,-9.5,9.8000002,-28.682518,9.6735191,-2.2,12,-25.697727,21.220295,-30.4,29.6,-88.493248,27.611265,-28.200001,32,-90.87516,34.470615
-14.7,27,-9.5,9.8000002,-28.613899,9.6503763,-2.2,11.9,-25.63625,21.169529,-30.4,29.5,-88.28154,27.54521,-28.1,31.9,-90.657761,34.388149
-14.6,27,-9.5,9.6999998,-28.54528,9.6272345,-2.2,11.9,-25.574772,21.118763,-30.299999,29.5,-88.069832,27.479155,-28.1,31.799999,-90.440353,34.305683
-14.5,27,-9.3999996,9.6999998,-28.476662,9.6040916,-2.2,11.9,-25.513294,21.067997,-30.200001,29.4,-87.858131,27.413097,-28,31.700001,-90.222946,34.223217
-14.4,27,-9.3999996,9.6999998,-28.408043,9.5809498,-2.2,11.9,-25.451817,21.017229,-30.1,29.299999,-87.646423,27.347042,-27.9,31.700001,-90.005547,34.140751
-14.3,27,-9.3999996,9.6999998,-28.339424,9.557807,-2.2,11.8,-25.390339,20.966463,-30.1,29.299999,-87.434715,27.280987,-27.9,31.6,-89.788139,34.058285
-14.2,27,-9.3999996,9.6000004,-28.270805,9.5346651,-2.2,11.8,-25.328861,20.915697,-30,29.200001,-87.223007,27.214931,-27.799999,31.5,-89.570732,33.975819
-14.1,27,-9.3000002,9.6000004,-28.202188,9.5115223,-2.2,11.8,-25.267384,20.864931,-29.9,29.1,-87.011307,27.148876,-27.700001,31.4,-89.353333,33.893356
-14,27,-9.3000002,9.6000004,-28.13357,9.4883804,-2.2,11.7,-25.205904,20.814165,-29.9,29.1,-86.799599,27.082819,-27.700001,31.4,-89.135925,33.81089
