temp,ref,yhat_comm,se_comm,lomacoerci_comm,upperci_comm,yhat_lomaco,se_lomaco,lomacoerci_lomaco,upperci_lomaco,yhat_low,se_low,lowerci_low,upperci_low
-2.6,27,-11.854012,7.2485075,-26.060825,2.3528028,-1.9489689,6.831213,-15.3379,11.439962,-1.5853111,8.475729,-18.197433,15.026812
-2.5,27,-11.813964,7.2240195,-25.972782,2.3448541,-1.9423845,6.8081346,-15.286083,11.401315,-1.5799553,8.447094,-18.135956,14.976046
-2.4,27,-11.773916,7.1995311,-25.884739,2.3369055,-1.9358002,6.7850561,-15.234266,11.362666,-1.5745995,8.4184599,-18.074478,14.92528
-2.3,27,-11.73387,7.1750431,-25.796696,2.3289568,-1.9292158,6.7619777,-15.182448,11.324018,-1.5692437,8.3898258,-18.013,14.874513
-2.2,27,-11.693822,7.1505547,-25.708652,2.3210082,-1.9226314,6.7388992,-15.130631,11.285369,-1.563888,8.3611917,-17.951523,14.823747
-2.1,27,-11.653774,7.1260667,-25.620607,2.3130593,-1.9160471,6.7158208,-15.078815,11.24672,-1.5585321,8.3325577,-17.890045,14.772981
-2,27,-11.613728,7.1015782,-25.532564,2.3051107,-1.9094627,6.6927423,-15.026998,11.208072,-1.5531764,8.3039236,-17.828568,14.722214
-1.9,27,-11.57368,7.0770903,-25.444521,2.2971621,-1.9028784,6.6696639,-14.97518,11.169423,-1.5478206,8.2752886,-17.76709,14.671448
-1.8,27,-11.533632,7.0526018,-25.356478,2.2892134,-1.896294,6.6465859,-14.923363,11.130774,-1.5424649,8.2466545,-17.70561,14.620682
-1.7,27,-11.493586,7.0281138,-25.268435,2.2812648,-1.8897097,6.6235075,-14.871546,11.092126,-1.537109,8.2180204,-17.644133,14.569916
-1.6,27,-11.453538,7.0036254,-25.180391,2.2733161,-1.8831253,6.6004291,-14.819728,11.053477,-1.5317533,8.1893864,-17.582655,14.519149
-1.5,27,-11.41349,6.9791374,-25.092348,2.2653675,-1.8765409,6.5773506,-14.767911,11.014829,-1.5263975,8.1607523,-17.521177,14.468383
-1.4,27,-11.373443,6.954649,-25.004305,2.2574189,-1.8699566,6.5542722,-14.716094,10.97618,-1.5210418,8.1321182,-17.4597,14.417617
-1.3,27,-11.333396,6.930161,-24.916262,2.2494702,-1.8633722,6.5311937,-14.664276,10.937532,-1.5156859,8.1034842,-17.398222,14.36685
-1.2,27,-11.293348,6.905673,-24.828218,2.2415216,-1.8567879,6.5081153,-14.612459,10.898884,-1.5103302,8.0748491,-17.336744,14.316084
-1.1,27,-11.253301,6.8811846,-24.740175,2.233573,-1.8502035,6.4850368,-14.560642,10.860235,-1.5049744,8.0462151,-17.275267,14.265318
-1,27,-11.213254,6.8566966,-24.652132,2.2256241,-1.8436192,6.4619584,-14.508824,10.821587,-1.4996185,8.017581,-17.213789,14.214552
-0.9,27,-11.173206,6.8322082,-24.564089,2.2176754,-1.8370348,6.43888,-14.457007,10.782938,-1.4942628,7.9889469,-17.152311,14.163785
-0.8,27,-11.133159,6.8077202,-24.476046,2.2097268,-1.8304504,6.4158015,-14.40519,10.744289,-1.488907,7.9603128,-17.090834,14.113019
-0.7,27,-11.093112,6.7832317,-24.388002,2.2017782,-1.8238661,6.3927231,-14.353374,10.705641,-1.4835513,7.9316783,-17.029356,14.062253
-0.6,27,-11.053064,6.7587438,-24.299959,2.1938295,-1.8172817,6.3696446,-14.301556,10.666992,-1.4781954,7.9030442,-16.967878,14.011487
-0.5,27,-11.013017,6.7342553,-24.211916,2.1858809,-1.8106974,6.3465662,-14.249739,10.628344,-1.4728397,7.8744102,-16.906399,13.96072
-0.4,27,-10.97297,6.7097673,-24.123871,2.1779323,-1.804113,6.3234878,-14.197922,10.589695,-1.4674839,7.8457756,-16.844921,13.909954
-0.3,27,-10.932922,6.6852789,-24.035828,2.1699836,-1.7975287,6.3004093,-14.146104,10.551046,-1.4621282,7.8171415,-16.783443,13.859188
-0.2,27,-10.892875,6.6607909,-23.947784,2.162035,-1.7909443,6.2773309,-14.094287,10.512399,-1.4567723,7.7885075,-16.721966,13.808421
-0.1,27,-10.852828,6.6363025,-23.859741,2.1540864,-1.7843599,6.2542524,-14.04247,10.47375,-1.4514166,7.7598729,-16.660488,13.757655
0,27,-10.81278,6.6118145,-23.771698,2.1461377,-1.7777756,6.231174,-13.990652,10.435102,-1.4460608,7.7312388,-16.59901,13.706889
0.1,27,-10.772733,6.587326,-23.683655,2.1381891,-1.7711912,6.2080956,-13.938835,10.396453,-1.4407049,7.7026048,-16.537533,13.656123
0.2,27,-10.732686,6.5628381,-23.595612,2.1302402,-1.764607,6.1850171,-13.887018,10.357804,-1.4353492,7.6739702,-16.476055,13.605356
0.3,27,-10.692638,6.5383496,-23.507568,2.1222916,-1.7580225,6.1619387,-13.8352,10.319156,-1.4299934,7.6453362,-16.414577,13.55459
0.4,27,-10.652591,6.5138617,-23.419525,2.1143429,-1.7514383,6.1388602,-13.783383,10.280507,-1.4246377,7.6167021,-16.3531,13.503824
0.5,27,-10.612544,6.4893732,-23.331482,2.1063943,-1.7448539,6.1157818,-13.731566,10.241858,-1.4192818,7.588068,-16.291622,13.453057
0.6,27,-10.572496,6.4648852,-23.243439,2.0984457,-1.7382694,6.0927033,-13.679749,10.20321,-1.4139261,7.5594335,-16.230145,13.402291
0.7,27,-10.532449,6.4403968,-23.155396,2.090497,-1.7316852,6.0696254,-13.627932,10.164561,-1.4085703,7.5307994,-16.168665,13.351525
0.8,27,-10.492402,6.4159088,-23.067352,2.0825484,-1.7251008,6.0465469,-13.576115,10.125913,-1.4032146,7.5021653,-16.107187,13.300759
0.9,27,-10.452354,6.3914204,-22.979309,2.0745997,-1.7185165,6.0234685,-13.524298,10.087264,-1.3978587,7.4735308,-16.04571,13.249992
1,27,-10.412307,6.3669324,-22.891266,2.0666511,-1.7119321,6.0003901,-13.47248,10.048616,-1.392503,7.4448967,-15.984232,13.199226
1.1,27,-10.37226,6.3424439,-22.803223,2.0587025,-1.7053478,5.9773116,-13.420663,10.009968,-1.3871472,7.4162626,-15.922754,13.14846
1.2,27,-10.332212,6.317956,-22.715179,2.0507538,-1.6987634,5.9542332,-13.368846,9.9713192,-1.3817914,7.3876281,-15.861277,13.097693
1.3,27,-10.292165,6.293468,-22.627134,2.042805,-1.6921791,5.9311547,-13.317028,9.9326706,-1.3764356,7.358994,-15.799799,13.046927
1.4,27,-10.252118,6.2689795,-22.539091,2.0348563,-1.6855947,5.9080763,-13.265211,9.894022,-1.3710798,7.3303599,-15.738321,12.996161
1.5,27,-10.21207,6.2444916,-22.451048,2.0269077,-1.6790103,5.8849978,-13.213394,9.8553734,-1.3657241,7.3017254,-15.676844,12.945395
1.6,27,-10.172023,6.2200031,-22.363005,2.018959,-1.672426,5.8619194,-13.161577,9.8167248,-1.3603683,7.2730913,-15.615365,12.894629
1.7,27,-10.131976,6.1955152,-22.274961,2.0110104,-1.6658416,5.838841,-13.109759,9.7780762,-1.3550125,7.2444572,-15.553887,12.843863
1.8,27,-10.091928,6.1710267,-22.186918,2.0030618,-1.6592573,5.8157625,-13.057942,9.7394276,-1.3496567,7.2158232,-15.49241,12.793097
1.9,27,-10.051881,6.1465387,-22.098875,1.9951131,-1.6526729,5.7926841,-13.006125,9.700779,-1.344301,7.1871886,-15.430932,12.742331
2,27,-10.011834,6.1220503,-22.010832,1.9871645,-1.6460886,5.7696056,-12.954308,9.6621304,-1.3389452,7.1585546,-15.369454,12.691564
2.1,27,-9.9717865,6.0975623,-21.922789,1.9792159,-1.6395042,5.7465272,-12.902491,9.6234827,-1.3335894,7.1299205,-15.307977,12.640798
2.2,27,-9.9317389,6.0730739,-21.834745,1.9712671,-1.6329198,5.7234488,-12.850674,9.5848341,-1.3282336,7.1012859,-15.246498,12.590032
2.3,27,-9.8916922,6.0485859,-21.746702,1.9633185,-1.6263355,5.7003703,-12.798856,9.5461855,-1.3228778,7.0726519,-15.18502,12.539265
2.4,27,-9.8516445,6.0240974,-21.658659,1.9553698,-1.6197511,5.6772919,-12.747039,9.5075369,-1.317522,7.0440178,-15.123543,12.488499
2.5,27,-9.8115969,5.9996095,-21.570616,1.9474212,-1.6131668,5.6542134,-12.695222,9.4688883,-1.3121662,7.0153832,-15.062065,12.437733
2.6,27,-9.7715502,5.975121,-21.482573,1.9394726,-1.6065824,5.631135,-12.643405,9.4302397,-1.3068105,6.9867492,-15.000587,12.386967
2.7,27,-9.7315025,5.950633,-21.394529,1.9315238,-1.5999981,5.6080565,-12.591587,9.3915911,-1.3014547,6.9581151,-14.93911,12.3362
2.8,27,-9.6914549,5.9261446,-21.306486,1.9235752,-1.5934137,5.5849781,-12.53977,9.3529425,-1.2960989,6.929481,-14.877632,12.285434
2.9,27,-9.6514072,5.9016566,-21.218441,1.9156265,-1.5868293,5.5618997,-12.487953,9.3142939,-1.2907431,6.9008465,-14.816154,12.234668
3,27,-9.6113605,5.8771682,-21.130398,1.9076779,-1.580245,5.5388212,-12.436135,9.2756453,-1.2853874,6.8722124,-14.754676,12.183902
3.1,27,-9.5713129,5.8526802,-21.042355,1.8997293,-1.5736606,5.5157433,-12.384318,9.2369967,-1.2800316,6.8435783,-14.693198,12.133135
3.2,27,-9.5312653,5.8281918,-20.954311,1.8917806,-1.5670763,5.4926648,-12.332501,9.198348,-1.2746758,6.8149438,-14.631721,12.082369
3.3,27,-9.4912186,5.8037038,-20.866268,1.8838319,-1.5604919,5.4695864,-12.280684,9.1597004,-1.26932,6.7863097,-14.570243,12.031603
3.4,27,-9.4511709,5.7792153,-20.778225,1.8758832,-1.5539076,5.4465079,-12.228867,9.1210518,-1.2639642,6.7576756,-14.508764,11.980836
3.5,27,-9.4111233,5.7547274,-20.690182,1.8679346,-1.5473232,5.4234295,-12.17705,9.0824032,-1.2586085,6.7290411,-14.447287,11.93007
3.6,27,-9.3710766,5.7302389,-20.602139,1.8599859,-1.5407389,5.400351,-12.125232,9.0437546,-1.2532526,6.700407,-14.385809,11.879304
3.7,27,-9.3310289,5.7057509,-20.514095,1.8520373,-1.5341545,5.3772726,-12.073415,9.005106,-1.2478969,6.671773,-14.324331,11.828538
3.8,27,-9.2909813,5.681263,-20.426052,1.8440887,-1.5275701,5.3541942,-12.021598,8.9664574,-1.2425411,6.6431384,-14.262854,11.777771
3.9,27,-9.2509346,5.6567745,-20.338009,1.8361399,-1.5209858,5.3311157,-11.96978,8.9278088,-1.2371854,6.6145043,-14.201376,11.727005
4,27,-9.210887,5.6322865,-20.249966,1.8281913,-1.5144014,5.3080373,-11.917963,8.8891602,-1.2318295,6.5858703,-14.139898,11.676239
4.1,27,-9.1708393,5.6077981,-20.161922,1.8202426,-1.5078171,5.2849588,-11.866146,8.8505116,-1.2264738,6.5572362,-14.07842,11.625473
4.2,27,-9.1307926,5.5833101,-20.073879,1.812294,-1.5012327,5.2618804,-11.814329,8.8118629,-1.221118,6.5286016,-14.016942,11.574706
4.3,27,-9.090745,5.5588217,-19.985836,1.8043454,-1.4946483,5.238802,-11.762511,8.7732143,-1.2157621,6.4999676,-13.955464,11.52394
4.4,27,-9.0506973,5.5343337,-19.897793,1.7963966,-1.4880641,5.2157235,-11.710694,8.7345657,-1.2104064,6.471333,-13.893987,11.473174
4.5,27,-9.0106506,5.5098453,-19.80975,1.788448,-1.4814796,5.1926451,-11.658877,8.6959181,-1.2050506,6.442699,-13.832509,11.422407
4.6,27,-8.970603,5.4853573,-19.721706,1.7804993,-1.4748954,5.1695666,-11.607059,8.6572695,-1.1996949,6.4140649,-13.771031,11.371641
4.7,27,-8.9305553,5.4608688,-19.633663,1.7725507,-1.468311,5.1464882,-11.555243,8.6186209,-1.194339,6.3854308,-13.709554,11.320875
4.8,27,-8.8905087,5.4363809,-19.545618,1.7646021,-1.4617267,5.1234097,-11.503426,8.5799723,-1.1889833,6.3567963,-13.648075,11.270108
4.9,27,-8.850461,5.4118924,-19.457575,1.7566534,-1.4551423,5.1003313,-11.451608,8.5413237,-1.1836275,6.3281622,-13.586597,11.219342
5,27,-8.8104134,5.3874044,-19.369532,1.7487047,-1.448558,5.0772529,-11.399791,8.5026751,-1.1782718,6.2995281,-13.52512,11.168576
5.1,27,-8.7703667,5.362916,-19.281488,1.740756,-1.4419736,5.0541744,-11.347974,8.4640265,-1.1729159,6.2708936,-13.463642,11.11781
5.2,27,-8.730319,5.338428,-19.193445,1.7328074,-1.4353893,5.031096,-11.296157,8.4253778,-1.1675602,6.2422595,-13.402164,11.067044
5.3,27,-8.6902714,5.3139396,-19.105402,1.7248588,-1.4288049,5.0080175,-11.244339,8.3867292,-1.1622044,6.2136254,-13.340686,11.016277
5.4,27,-8.6502247,5.2894516,-19.017359,1.7169101,-1.4222205,4.9849391,-11.192522,8.3480806,-1.1568487,6.1849909,-13.279208,10.965511
5.5,27,-8.610177,5.2649632,-18.929316,1.7089615,-1.4156362,4.9618607,-11.140705,8.309432,-1.1514928,6.1563568,-13.217731,10.914745
5.6,27,-8.5701294,5.2404752,-18.841272,1.7010127,-1.4090518,4.9387827,-11.088887,8.2707844,-1.1461371,6.1277227,-13.156253,10.863978
5.7,27,-8.5300827,5.2159867,-18.753229,1.6930641,-1.4024675,4.9157043,-11.03707,8.2321358,-1.1407813,6.0990887,-13.094775,10.813212
5.8,27,-8.4900351,5.1914988,-18.665186,1.6851155,-1.3958831,4.8926253,-10.985253,8.1934872,-1.1354254,6.0704541,-13.033297,10.762446
5.9,27,-8.4499874,5.1670103,-18.577143,1.6771668,-1.3892987,4.8695474,-10.933435,8.1548386,-1.1300697,6.04182,-12.971819,10.711679
6,27,-8.4099407,5.1425223,-18.4891,1.6692182,-1.3827144,4.8464689,-10.881618,8.11619,-1.1247139,6.013186,-12.910341,10.660913
6.1,27,-8.3698931,5.1180339,-18.401056,1.6612695,-1.37613,4.8233905,-10.829802,8.0775414,-1.1193582,5.9845514,-12.848864,10.610147
6.2,27,-8.3298454,5.0935459,-18.313013,1.6533208,-1.3695457,4.800312,-10.777985,8.0388927,-1.1140023,5.9559174,-12.787386,10.559381
6.3,27,-8.2897978,5.0690575,-18.224968,1.6453722,-1.3629613,4.7772336,-10.726167,8.0002441,-1.1086466,5.9272833,-12.725908,10.508615
6.4,27,-8.2497511,5.0445695,-18.136925,1.6374235,-1.356377,4.7541552,-10.67435,7.9615955,-1.1032908,5.8986487,-12.664431,10.457849
6.5,27,-8.2097034,5.0200815,-18.048882,1.6294749,-1.3497926,4.7310767,-10.622533,7.9229474,-1.0979351,5.8700147,-12.602952,10.407083
6.6,27,-8.1696568,4.9955931,-17.960838,1.6215262,-1.3432083,4.7079983,-10.570715,7.8842988,-1.0925792,5.8413806,-12.541474,10.356317
6.7,27,-8.1296091,4.9711051,-17.872795,1.6135776,-1.3366239,4.6849198,-10.518898,7.8456502,-1.0872235,5.8127465,-12.479997,10.30555
6.8,27,-8.0895615,4.9466166,-17.784752,1.6056288,-1.3300395,4.6618414,-10.467081,7.8070016,-1.0818677,5.784112,-12.418519,10.254784
6.9,27,-8.0495138,4.9221287,-17.696709,1.5976802,-1.3234552,4.638763,-10.415263,7.768353,-1.0765119,5.7554779,-12.357041,10.204018
7,27,-8.0094671,4.8976402,-17.608665,1.5897316,-1.3168708,4.6156845,-10.363446,7.7297044,-1.0711561,5.7268438,-12.295564,10.153251
7.1,27,-7.9694195,4.8731523,-17.520622,1.5817829,-1.3102865,4.5926061,-10.311629,7.6910563,-1.0658003,5.6982093,-12.234086,10.102485
7.2,27,-7.9293723,4.8486638,-17.432579,1.5738343,-1.3037021,4.5695276,-10.259812,7.6524076,-1.0604446,5.6695752,-12.172607,10.051719
7.3,27,-7.8893251,4.8241758,-17.344536,1.5658855,-1.2971177,4.5464492,-10.207994,7.613759,-1.0550888,5.6409411,-12.11113,10.000953
7.4,27,-7.8492775,4.7996874,-17.256493,1.5579369,-1.2905334,4.5233707,-10.156178,7.5751104,-1.049733,5.6123066,-12.049652,9.9501858
7.5,27,-7.8092303,4.7751994,-17.168449,1.5499883,-1.283949,4.5002923,-10.104361,7.5364618,-1.0443772,5.5836725,-11.988174,9.8994198
7.6,27,-7.7691832,4.750711,-17.080406,1.5420396,-1.2773647,4.4772139,-10.052543,7.4978137,-1.0390215,5.5550385,-11.926697,9.8486538
7.7,27,-7.7291355,4.726223,-16.992363,1.534091,-1.2707803,4.4541354,-10.000726,7.4591651,-1.0336657,5.5264044,-11.865219,9.7978878
7.8,27,-7.6890883,4.7017345,-16.904318,1.5261422,-1.264196,4.431057,-9.9489088,7.4205165,-1.0283098,5.4977698,-11.803741,9.7471209
7.9,27,-7.6490407,4.6772466,-16.816275,1.5181936,-1.2576116,4.4079785,-9.8970909,7.3818679,-1.0229541,5.4691358,-11.742263,9.6963549
8,27,-7.6089935,4.6527581,-16.728231,1.510245,-1.2510273,4.3849001,-9.845274,7.3432193,-1.0175983,5.4405012,-11.680785,9.6455889
8.1,27,-7.5689464,4.6282701,-16.640188,1.5022963,-1.2444429,4.3618217,-9.7934561,7.3045707,-1.0122426,5.4118671,-11.619308,9.5948219
8.199999999999999,27,-7.5288992,4.6037817,-16.552145,1.4943477,-1.2378587,4.3387437,-9.7416391,7.2659225,-1.0068867,5.3832331,-11.55783,9.5440559
8.300000000000001,27,-7.4888515,4.5792937,-16.464102,1.4863991,-1.2312742,4.3156648,-9.6898222,7.2272739,-1.001531,5.3545985,-11.496351,9.4932899
8.4,27,-7.4488044,4.5548058,-16.376059,1.4784504,-1.22469,4.2925868,-9.6380053,7.1886253,-0.99617523,5.3259645,-11.434875,9.442524
8.5,27,-7.4087567,4.5303173,-16.288015,1.4705017,-1.2181056,4.2695084,-9.5861874,7.1499767,-0.99081939,5.2973304,-11.373396,9.391757
8.6,27,-7.3687096,4.5058289,-16.199972,1.462553,-1.2115211,4.2464294,-9.5343704,7.1113281,-0.98546362,5.2686958,-11.311918,9.340991
8.699999999999999,27,-7.3286624,4.4813409,-16.111929,1.4546044,-1.2049369,4.2233515,-9.4825535,7.07268,-0.98010784,5.2400618,-11.250441,9.290225
8.800000000000001,27,-7.2886147,4.4568524,-16.023886,1.4466558,-1.1983525,4.200273,-9.4307356,7.0340309,-0.97475207,5.2114277,-11.188963,9.2394581
8.9,27,-7.2485676,4.4323645,-15.935843,1.4387071,-1.1917682,4.1771946,-9.3789186,6.9953828,-0.96939629,5.1827936,-11.127485,9.1886921
9,27,-7.2085204,4.407876,-15.847799,1.4307584,-1.1851838,4.1541162,-9.3271017,6.9567342,-0.96404052,5.1541591,-11.066007,9.1379261
9.1,27,-7.1684728,4.383388,-15.759755,1.4228097,-1.1785994,4.1310377,-9.2752838,6.9180856,-0.95868474,5.125525,-11.004529,9.0871592
9.199999999999999,27,-7.1284256,4.3589001,-15.671713,1.4148611,-1.1720151,4.1079593,-9.2234669,6.879437,-0.95332897,5.0968909,-10.943051,9.0363932
9.300000000000001,27,-7.0883784,4.3344116,-15.583669,1.4069124,-1.1654307,4.0848808,-9.1716499,6.8407884,-0.94797319,5.0682564,-10.881574,8.9856272
9.4,27,-7.0483313,4.3099236,-15.495626,1.3989638,-1.1588464,4.0618024,-9.119833,6.8021402,-0.94261742,5.0396223,-10.820096,8.9348612
9.5,27,-7.0082836,4.2854352,-15.407582,1.3910152,-1.152262,4.0387239,-9.0680151,6.7634916,-0.93726164,5.0109882,-10.758618,8.8840952
9.6,27,-6.968236,4.2609468,-15.319539,1.3830664,-1.1456776,4.0156455,-9.0161982,6.724843,-0.93190581,4.9823537,-10.69714,8.8333282
9.699999999999999,27,-6.9281888,4.2364588,-15.231496,1.3751178,-1.1390933,3.9925671,-8.9643812,6.6861944,-0.92655009,4.9537196,-10.635662,8.7825623
9.800000000000001,27,-6.8881416,4.2119708,-15.143453,1.3671691,-1.1325089,3.9694886,-8.9125633,6.6475458,-0.92119426,4.9250855,-10.574184,8.7317963
9.9,27,-6.8480945,4.1874824,-15.055409,1.3592205,-1.1259246,3.9464104,-8.8607464,6.6088977,-0.91583854,4.8964515,-10.512707,8.6810303
10,27,-6.8080468,4.1629944,-14.967365,1.3512719,-1.1193402,3.9233317,-8.8089294,6.5702491,-0.9104827,4.8678169,-10.451229,8.6302633
10.1,27,-6.7679996,4.1385059,-14.879322,1.3433231,-1.1127558,3.9002533,-8.7571115,6.5316005,-0.90512693,4.8391829,-10.38975,8.5794973
10.2,27,-6.7279525,4.114018,-14.791279,1.3353745,-1.1061715,3.8771751,-8.7052946,6.4929519,-0.89977115,4.8105488,-10.328274,8.5287313
10.3,27,-6.6879048,4.0895295,-14.703236,1.3274258,-1.0995871,3.8540967,-8.6534777,6.4543033,-0.89441538,4.7819142,-10.266795,8.4779644
10.4,27,-6.6478577,4.0650415,-14.615192,1.3194772,-1.0930028,3.8310182,-8.6016607,6.4156551,-0.8890596,4.7532802,-10.205317,8.4271984
10.5,27,-6.6078105,4.0405531,-14.527149,1.3115286,-1.0864184,3.8079398,-8.5498428,6.3770065,-0.88370383,4.7246461,-10.14384,8.3764324
10.6,27,-6.5677629,4.0160651,-14.439105,1.3035798,-1.0798341,3.7848613,-8.4980259,6.3383574,-0.87834799,4.6960115,-10.082362,8.3256655
10.7,27,-6.5277157,3.9915769,-14.351063,1.2956313,-1.0732497,3.7617829,-8.446209,6.2997093,-0.87299228,4.6673775,-10.020885,8.2748995
10.8,27,-6.487668,3.9670885,-14.263019,1.2876825,-1.0666654,3.7387044,-8.3943911,6.2610607,-0.86763644,4.6387434,-9.9594059,8.2241335
10.9,27,-6.4476209,3.9426005,-14.174976,1.2797339,-1.060081,3.7156262,-8.3425741,6.2224126,-0.86228073,4.6101093,-9.8979292,8.1733675
11,27,-6.4075737,3.9181123,-14.086932,1.2717853,-1.0534967,3.6925476,-8.2907572,6.1837635,-0.85692489,4.5814748,-9.8364506,8.1226006
11.1,27,-6.3675261,3.8936238,-13.998889,1.2638366,-1.0469123,3.6694691,-8.2389393,6.1451149,-0.85156912,4.5528407,-9.7749729,8.0718346
11.2,27,-6.3274789,3.8691359,-13.910846,1.255888,-1.040328,3.6463909,-8.1871223,6.1064668,-0.84621334,4.5242066,-9.7134953,8.0210686
11.3,27,-6.2874317,3.8446476,-13.822803,1.2479392,-1.0337436,3.6233122,-8.1353054,6.0678182,-0.84085757,4.4955721,-9.6520176,7.9703021
11.4,27,-6.2473845,3.8201594,-13.734759,1.2399907,-1.0271593,3.600234,-8.0834885,6.0291696,-0.83550179,4.466938,-9.5905399,7.9195361
11.5,27,-6.2073369,3.7956712,-13.646716,1.232042,-1.0205749,3.5771556,-8.0316706,5.990521,-0.83014601,4.4383039,-9.5290613,7.8687696
11.6,27,-6.1672893,3.771183,-13.558672,1.2240933,-1.0139905,3.5540769,-7.9798536,5.9518723,-0.82479018,4.4096694,-9.4675837,7.8180032
11.7,27,-6.1272421,3.7466948,-13.47063,1.2161447,-1.0074062,3.5309987,-7.9280367,5.9132242,-0.81943446,4.3810353,-9.406106,7.7672372
11.8,27,-6.0871949,3.7222066,-13.382586,1.2081959,-1.0008218,3.5079203,-7.8762193,5.8745756,-0.81407863,4.3524013,-9.3446283,7.7164707
11.9,27,-6.0471478,3.6977186,-13.294543,1.2002474,-0.99423748,3.4848418,-7.8244023,5.835927,-0.80872291,4.3237672,-9.2831507,7.6657047
12,27,-6.0071001,3.6732302,-13.206499,1.1922987,-0.98765314,3.4617634,-7.7725849,5.7972784,-0.80336708,4.2951326,-9.2216721,7.6149383
12.1,27,-5.9670529,3.648742,-13.118456,1.18435,-0.98106873,3.4386849,-7.7207675,5.7586298,-0.7980113,4.2664986,-9.1601944,7.5641718
12.2,27,-5.9270058,3.6242537,-13.030413,1.1764014,-0.97448444,3.4156065,-7.6689506,5.7199817,-0.79265553,4.2378645,-9.0987167,7.5134058
12.3,27,-5.8869581,3.5997655,-12.942369,1.1684527,-0.96790004,3.3925281,-7.6171331,5.6813326,-0.78729975,4.2092299,-9.0372391,7.4626393
12.4,27,-5.846911,3.5752776,-12.854326,1.1605041,-0.96131575,3.3694499,-7.5653162,5.6426845,-0.78194398,4.1805959,-8.9757614,7.4118733
12.5,27,-5.8068638,3.5507891,-12.766282,1.1525553,-0.95473135,3.3463712,-7.5134988,5.6040359,-0.7765882,4.1519618,-8.9142838,7.3611069
12.6,27,-5.7668161,3.5263009,-12.678239,1.1446067,-0.948147,3.3232927,-7.4616809,5.5653872,-0.77123237,4.1233273,-8.8528051,7.3103404
12.7,27,-5.726769,3.5018129,-12.590196,1.1366581,-0.94156265,3.3002145,-7.4098644,5.5267386,-0.76587665,4.0946932,-8.7913275,7.2595744
12.8,27,-5.6867213,3.4773245,-12.502152,1.1287094,-0.93497831,3.2771361,-7.3580465,5.48809,-0.76052082,4.0660591,-8.7298498,7.2088084
12.9,27,-5.6466742,3.4528365,-12.414109,1.1207608,-0.92839396,3.2540576,-7.3062296,5.4494419,-0.7551651,4.037425,-8.6683722,7.1580424
13,27,-5.606627,3.4283483,-12.326066,1.112812,-0.92180961,3.2309792,-7.2544122,5.4107933,-0.74980927,4.0087905,-8.6068945,7.107276
13.1,27,-5.5665793,3.4038599,-12.238022,1.1048634,-0.91522521,3.2079008,-7.2025948,5.3721447,-0.74445349,3.9801562,-8.5454159,7.0565095
13.2,27,-5.5265322,3.3793719,-12.14998,1.0969148,-0.90864092,3.1848223,-7.1507778,5.3334961,-0.73909771,3.9515221,-8.4839392,7.0057435
13.3,27,-5.486485,3.3548834,-12.061935,1.0889661,-0.90205652,3.1617439,-7.0989604,5.2948475,-0.73374194,3.9228878,-8.4224606,6.954977
13.4,27,-5.4464378,3.3303955,-11.973893,1.0810175,-0.89547217,3.1386657,-7.0471435,5.2561994,-0.72838616,3.8942537,-8.3609829,6.904211
13.5,27,-5.4063902,3.3059072,-11.885849,1.0730689,-0.88888782,3.115587,-6.995326,5.2175508,-0.72303039,3.8656194,-8.2995052,6.8534446
13.6,27,-5.3663425,3.2814188,-11.797806,1.0651201,-0.88230342,3.0925086,-6.9435086,5.1789021,-0.71767461,3.8369851,-8.2380276,6.8026781
13.7,27,-5.3262959,3.2569308,-11.709763,1.0571715,-0.87571913,3.0694304,-6.8916917,5.1402535,-0.71231884,3.808351,-8.1765499,6.7519121
13.8,27,-5.2862482,3.2324426,-11.621719,1.0492228,-0.86913472,3.0463517,-6.8398743,5.1016049,-0.70696306,3.7797167,-8.1150713,6.7011456
13.9,27,-5.246201,3.2079544,-11.533676,1.0412742,-0.86255044,3.0232735,-6.7880573,5.0629568,-0.70160729,3.7510827,-8.0535946,6.6503797
14,27,-5.2061534,3.1834662,-11.445633,1.0333256,-0.85596603,3.000195,-6.7362399,5.0243082,-0.69625151,3.7224483,-7.992116,6.5996132
14.1,27,-5.1661062,3.158978,-11.357589,1.0253768,-0.84938169,2.9771163,-6.6844225,4.9856591,-0.69089568,3.693814,-7.9306383,6.5488467
14.2,27,-5.1260591,3.1344898,-11.269547,1.0174283,-0.84279734,2.9540381,-6.6326056,4.947011,-0.68553996,3.66518,-7.8691607,6.4980807
14.3,27,-5.0860114,3.1100016,-11.181502,1.0094795,-0.83621299,2.9309597,-6.5807881,4.9083624,-0.68018413,3.6365457,-7.8076825,6.4473143
14.4,27,-5.0459642,3.0855134,-11.09346,1.0015309,-0.82962865,2.9078813,-6.5289712,4.8697143,-0.67482841,3.6079116,-7.7462053,6.3965483
14.5,27,-5.0059171,3.0610251,-11.005416,0.99358225,-0.8230443,2.8848028,-6.4771538,4.8310652,-0.66947258,3.5792773,-7.6847272,6.3457818
14.6,27,-4.9658694,3.0365369,-10.917373,0.98563355,-0.81645989,2.8617244,-6.4253364,4.7924166,-0.6641168,3.550643,-7.6232491,6.2950153
14.7,27,-4.9258223,3.0120487,-10.829329,0.97768492,-0.80987561,2.8386459,-6.3735194,4.7537684,-0.65876102,3.5220089,-7.5617714,6.2442493
