temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_manuf2,se_manuf2,lowerci_manuf2,upperci_manuf2,yhat_hr4,se_hr4,lowerci_hr4,upperci_hr4
-16.4,27,-17.50231852,10.49951023,-38.08098044,3.076343392964542,-3.522233058,12.77332564791164,-28.55749129,21.51302517437025,-1.173983074,9.964427443635147,-20.70390199,18.35593584209974,-93.59370944,58.71696541144876,-208.6768469,21.48942804428705
-16.3,27,-17.46199045,10.47531772225559,-37.99323591,3.069255017004028,-3.514117283,12.74389390948338,-28.49169037,21.46345580245296,-1.171278034,9.941467845585024,-20.65619696,18.31364089728903,-93.37805491,58.58167234665732,-208.1960229,21.43991304
-16.2,27,-17.42166314,10.45112567125788,-37.90549305,3.062166776197962,-3.506001662,12.71446273238575,-28.4258907,21.41388737592792,-1.168573045,9.918508685488902,-20.60849285,18.27134675925803,-93.16240449,58.44638186331469,-207.715208,21.39039898775633
-16.1,27,-17.38133506,10.42693315884936,-37.81774852,3.0550784,-3.497885887,12.68503099394675,-28.36008978,21.36431800398957,-1.165868004,9.895549087,-20.56078782,18.22905181448397,-92.94674996,58.3110888,-207.2343839,21.34088398635159
-16,27,-17.34100698,10.40274064644085,-37.73000399,3.047990024276906,-3.489770112,12.65559926,-28.29428886,21.31474863200507,-1.163162964,9.872589489458242,-20.5130828,18.18675686977299,-92.73109543,58.17579573,-206.7535598,21.29136898647009
-15.9,27,-17.30067891,10.37854813415373,-37.64225946,3.040901648554311,-3.481654336,12.62616752,-28.22848793,21.26517926006673,-1.160457923,9.849629891412787,-20.46537777,18.14446192497142,-92.51544089,58.04050267049447,-206.2727358,21.24185398658834
-15.8,27,-17.26035121,10.35435585238992,-37.55451577,3.033813340052056,-3.473538638,12.59673605928999,-28.16268764,21.21561036086072,-1.157752909,9.826670512345391,-20.4176732,18.10216738356179,-92.29978842,57.90521089603889,-205.7919163,21.19233945756147
-15.7,27,-17.22002314,10.33016334010281,-37.46677124,3.026724964329478,-3.465422863,12.56730432082744,-28.09688671,21.16604098887622,-1.155047868,9.803710914327153,-20.36996818,18.05987243881357,-92.08413388,57.76991783202457,-205.3110922,21.14282445767992
-15.6,27,-17.17969544,10.30597105833899,-37.37902754,3.019636655827192,-3.457307165,12.53787286305253,-28.03108642,21.11647208963161,-1.152342853,9.780751535248211,-20.3222636,18.0175779,-91.86848141,57.63462605756888,-204.8302727,21.09330992865281
-15.5,27,-17.13936737,10.28177854593048,-37.29128301,3.012548279866671,-3.449191389,12.50844112460885,-27.9652855,21.06690271768407,-1.149637813,9.757791937,-20.27455858,17.97528295262818,-91.65282687,57.49933299,-204.3494487,21.04379492877138
-15.4,27,-17.09903929,10.25758603352197,-37.20353848,3.005459903906154,-3.441075614,12.47900938615996,-27.89948457,21.01733334572635,-1.146932773,9.734832339201915,-20.22685355,17.93298800786561,-91.43717234,57.36403992954012,-203.8686246,20.99427992888953
-15.3,27,-17.0587116,10.23339375187955,-37.11579479,2.998371595641807,-3.432959916,12.44957792839871,-27.83368428,20.96776444650851,-1.144227758,9.711872960141724,-20.17914898,17.89069347,-91.22151986,57.22874815508458,-203.3878051,20.94476539986272
-15.2,27,-17.01838352,10.20920123947105,-37.02805026,2.99128322,-3.42484414,12.42014618992121,-27.76788336,20.91819507449471,-1.141522717,9.688913362126813,-20.13144396,17.84839852172841,-91.00586533,57.09345509,-202.9069811,20.89525039998126
-15.1,27,-16.97805583,10.18500895782863,-36.94030657,2.984194911416967,-3.416728442,12.39071473216079,-27.70208306,20.86862618,-1.138817703,9.665953983061147,-20.08373939,17.80610398032216,-90.79021286,56.95816331661455,-202.4261616,20.84573587095404
-15,27,-16.93772775,10.16081644542012,-36.85256204,2.977106535456439,-3.408612667,12.36128299374195,-27.63628214,20.81905680337965,-1.136112662,9.642994385016506,-20.03603436,17.76380903552219,-90.57455832,56.82287025260028,-201.9453375,20.79622087107261
-14.9,27,-16.89739967,10.13662393301159,-36.76481751,2.970018159,-3.400496892,12.33185125527941,-27.57048121,20.76948743139517,-1.133407622,9.620034786998263,-19.98832933,17.72151409077396,-90.35890379,56.68757718858581,-201.4645134,20.74670587
-14.8,27,-16.85707198,10.11243165136919,-36.67707381,2.962929851231575,-3.392381194,12.30241979751831,-27.50468092,20.71991853217763,-1.130702607,9.597075407932572,-19.94062476,17.67921954936767,-90.14325131,56.55228541413024,-200.983694,20.69719134216392
-14.7,27,-16.8167439,10.08823913896068,-36.58932928,2.955841475271058,-3.384265418,12.27298805907298,-27.43888,20.67034916022687,-1.127997567,9.574115809917586,-19.89291974,17.63692460462582,-89.92759678,56.41699235011597,-200.5028699,20.64767634228249
-14.6,27,-16.77641621,10.06404685731826,-36.50158559,2.948753167006714,-3.37614972,12.24355660129322,-27.3730797,20.62078026097275,-1.125292552,9.551156430857429,-19.84521517,17.59463006323037,-89.7119443,56.28170057566025,-200.0220504,20.59816181325532
-14.5,27,-16.73608814,10.03985434478836,-36.41384106,2.941664790808272,-3.368033945,12.21412486284516,-27.30727878,20.57121088901664,-1.122587511,9.528196832831878,-19.79751014,17.55233511846782,-89.49628977,56.14640751086864,-199.5412264,20.54864681185033
-14.4,27,-16.69576006,10.01566183250124,-36.32609653,2.934576415085683,-3.359918169,12.18469312441183,-27.24147786,20.52164151708942,-1.119882471,9.505237234811158,-19.74980512,17.51004017371474,-89.28063524,56.01111445,-199.0604023,20.49913181196857
-14.3,27,-16.65543237,9.991469550737428,-36.23835284,2.927488106583414,-3.351802471,12.15526166663292,-27.17567756,20.47207261783695,-1.117177456,9.482277855732198,-19.70210054,17.46774563228244,-89.06498276,55.87582267239865,-198.5795828,20.44961728294173
-14.2,27,-16.61510429,9.967277038450314,-36.15060831,2.920399730860826,-3.343686696,12.12582992820336,-27.10987664,20.42250324591711,-1.114472416,9.459318257713935,-19.65439552,17.42545068753417,-88.84932823,55.74052960838432,-198.0987587,20.40010228306019
-14.1,27,-16.5747766,9.943084756686501,-36.06286461,2.913311422358557,-3.335570998,12.09639847041267,-27.04407634,20.37293434664156,-1.111767401,9.436358878646516,-19.60669095,17.38315614612448,-88.63367575,55.60523783392859,-197.6179393,20.35058775403301
-14,27,-16.53444852,9.918892244399387,-35.97512008,2.906223046635972,-3.327455223,12.06696673,-26.97827542,20.32336497,-1.109062361,9.413399280601135,-19.55898592,17.34086120132307,-88.41802122,55.46994476991432,-197.1371152,20.30107275415156
-13.9,27,-16.49412044,9.894699731869478,-35.88737555,2.899134670437512,-3.319339447,12.03753499353127,-26.9124745,20.27379560275821,-1.10635732,9.390439682601832,-19.5112809,17.29856625661196,-88.20236669,55.33465170589988,-196.6562911,20.25155775426981
-13.8,27,-16.45379275,9.870507450348461,-35.79963186,2.892046362411119,-3.311223749,12.00810353574519,-26.8466742,20.22422670349169,-1.103652306,9.367480303534592,-19.46357633,17.25627171520263,-87.98671421,55.19935993144429,-196.1754716,20.20204323
-13.7,27,-16.41346467,9.846314937818546,-35.71188733,2.884957986212648,-3.303107974,11.97867179729713,-26.78087328,20.17465733153559,-1.100947265,9.344520705529337,-19.4158713,17.21397677047985,-87.77105968,55.06406686743001,-195.6946476,20.15252822536145
-13.6,27,-16.37313698,9.822122656176134,-35.62414364,2.877869677948322,-3.294992276,11.94924034,-26.71507298,20.12508843231937,-1.09824225,9.321561326424128,-19.36816673,17.17168222899611,-87.5554072,54.92877509375145,-195.2138281,20.10301369785749
-13.5,27,-16.3328089,9.797930143767621,-35.53639911,2.870781301987794,-3.2868765,11.91980860109787,-26.64927206,20.07551906038135,-1.09553721,9.298601728416564,-19.3204617,17.12938728426881,-87.33975267,54.79348202895999,-194.733004,20.05349869645279
-13.4,27,-16.29248083,9.773737631,-35.44865458,2.863692926265198,-3.278760725,11.89037686260949,-26.58347114,20.02594968834623,-1.09283217,9.275642130404092,-19.27275668,17.08709233953189,-87.12409813,54.65818896494557,-194.25218,20.00398369657105
-13.3,27,-16.25215313,9.749545349716689,-35.36091088,2.856604618,-3.270645027,11.86094540488479,-26.51767084,19.97638078920002,-1.090127155,9.252682751,-19.22505211,17.04479779813641,-86.90844566,54.52289719048997,-193.7713605,19.95446916754413
-13.2,27,-16.21182506,9.725352837429567,-35.27316635,2.849516242040327,-3.262529252,11.83151366647163,-26.45186992,19.92681142,-1.087422114,9.229723153315932,-19.17734708,17.00250285336908,-86.69279113,54.38760412647568,-193.2905364,19.90495416766267
-13.1,27,-16.17149736,9.701160555665762,-35.18542266,2.842427933538072,-3.254413554,11.80208220865063,-26.38606963,19.87724251797737,-1.0847171,9.206763774250181,-19.12964251,16.96020831196267,-86.47713865,54.25231235279713,-192.8097169,19.85543964015874
-13,27,-16.13116929,9.676968043257254,-35.09767813,2.835339557577562,-3.246297778,11.77265047021099,-26.3202687,19.82767314603775,-1.082012059,9.183804176218802,-19.08193749,16.91791337,-86.26148412,54.11701928800568,-192.3288929,19.80592463875405
-12.9,27,-16.09084121,9.652775530848739,-35.0099336,2.828251181617031,-3.238182003,11.74321873178399,-26.25446778,19.77810377412294,-1.079307019,9.160844578187286,-19.03423246,16.87561842241445,-86.04582958,53.98172622399122,-191.8480688,19.75640963887226
-12.8,27,-16.05051352,9.628583249084938,-34.92218991,2.821162873114787,-3.230066305,11.71378727,-26.18866748,19.72853487,-1.076602004,9.137885199,-18.98652789,16.83332388100811,-85.83017711,53.84643444953567,-191.3672493,19.70689510984542
-12.7,27,-16.01018544,9.604390736797811,-34.83444538,2.814074497,-3.221950529,11.68435553554983,-26.12286656,19.67896550290029,-1.073896964,9.114925601093512,-18.93882286,16.79102893624064,-85.61452257,53.71114138552139,-190.8864253,19.65738010996397
-12.6,27,-15.96985775,9.580198455155401,-34.74670168,2.806986189,-3.213834831,11.65492407782513,-26.05706627,19.62939660375408,-1.071191949,9.091966222033344,-18.89111829,16.74873439484518,-85.3988701,53.57584961184279,-190.4056058,19.60786558245994
-12.5,27,-15.92952967,9.556005943,-34.65895715,2.799897813167307,-3.205719056,11.62549233933676,-25.99126534,19.57982723171896,-1.068486909,9.069006624020954,-18.84341327,16.70643945010842,-85.18321556,53.44055654705137,-189.9247817,19.55835058105532
-12.4,27,-15.88920159,9.531813430338374,-34.57121262,2.792809437206797,-3.197603281,11.59606060089791,-25.92546442,19.53025785978092,-1.065781868,9.046047026013333,-18.79570824,16.66414450538101,-84.96756103,53.30526348225961,-189.4439576,19.50883557965004
-12.3,27,-15.8488739,9.507621148695959,-34.48346893,2.785721128942463,-3.189487583,11.56662914,-25.85966413,19.48068896056472,-1.063076853,9.023087646908197,-18.74800367,16.62184996,-84.75190856,53.16997170780403,-188.9631382,19.45932105062315
-12.2,27,-15.80854582,9.483428636287448,-34.3957244,2.778632752981942,-3.181371807,11.53719740468943,-25.7938632,19.43111958860859,-1.060371813,9.000128048903024,-18.70029865,16.57955501917479,-84.53625402,53.03467864378973,-188.4823141,19.40980605074164
-12.1,27,-15.76821813,9.459236354523636,-34.30798071,2.771544444479678,-3.173256109,11.50776594690334,-25.72806291,19.38155068934208,-1.057666798,8.977168669835658,-18.65259407,16.53726047776521,-84.32060155,52.89938687011117,-188.0014946,19.36029152323769
-12,27,-15.72789005,9.435043842175821,-34.22023618,2.764456068638117,-3.165140334,11.47833420845363,-25.66226198,19.33198131738273,-1.054961758,8.954209071836361,-18.60488905,16.49496553305412,-84.10494701,52.76409380531975,-187.5206705,19.31077652183306
-11.9,27,-15.68756198,9.410851329767311,-34.13249165,2.757367692677596,-3.157024558,11.44890247002195,-25.59646106,19.28241194545874,-1.052256717,8.931249473790912,-18.55718402,16.45267058825256,-83.88929248,52.62880074130529,-187.0398465,19.26126152195128
-11.8,27,-15.64723429,9.386659048064192,-34.04474795,2.750279384294288,-3.14890886,11.41947101223128,-25.53066077,19.23284304618323,-1.049551703,8.908290094723624,-18.50947945,16.41037604684314,-83.67364,52.49350896762688,-186.559027,19.21174699444761
-11.7,27,-15.60690621,9.362466535716381,-33.95700342,2.743191008452733,-3.140793085,11.39003927380171,-25.46485984,19.18327367426337,-1.046846662,8.885330496705242,-18.46177443,16.36808110209464,-83.45798547,52.35821590283543,-186.0782029,19.16223199304295
-11.6,27,-15.56657852,9.338274254013266,-33.86925973,2.736102700069432,-3.132677387,11.36060781602279,-25.39905955,19.13370477501089,-1.044141648,8.862371117626392,-18.41406986,16.32578656066255,-83.24233299,52.22292412915685,-185.5973835,19.11271746553894
-11.5,27,-15.52625044,9.314081741604765,-33.7815152,2.729014324108933,-3.124561611,11.33117607758947,-25.33325863,19.08413540308368,-1.041436607,8.839411519605564,-18.36636483,16.28349161590926,-83.02667846,52.08763106436543,-185.1165594,19.06320246413431
-11.4,27,-15.48592236,9.289889229256941,-33.69377067,2.721925948267353,-3.116445836,11.30174433914141,-25.2674577,19.03456603112757,-1.038731567,8.816451922,-18.3186598,16.24119667114675,-82.81102393,51.95233800035098,-184.6357353,19.01368746425254
-11.3,27,-15.44559467,9.265696947553829,-33.60602698,2.71483764,-3.108330138,11.27231288136164,-25.20165741,18.98499713187344,-1.036026552,8.793492542519898,-18.27095523,16.19890212975134,-82.59537145,51.81704622667253,-184.1549158,18.96417294
-11.2,27,-15.40526659,9.241504435145325,-33.51828245,2.707749263923549,-3.100214363,11.24288114291631,-25.13585649,18.93542775992268,-1.033321511,8.770532945,-18.22325021,16.15660718500967,-82.37971692,51.68175316188109,-183.6740918,18.91465793534414
-11.1,27,-15.3649389,9.217312153502904,-33.43053875,2.700660955659208,-3.092098665,11.21344968515521,-25.07005619,18.88585886070513,-1.030616497,8.747573565439216,-18.17554564,16.11431264360319,-82.16406444,51.54646138820254,-183.1932723,18.86514340784019
-11,27,-15.32461082,9.193119641094386,-33.34279422,2.693572579698669,-3.083982889,11.18401794669268,-25.00425527,18.83628948872067,-1.027911456,8.724613967420959,-18.12784061,16.07201769885493,-81.94840991,51.41116832341108,-182.7124482,18.81562840643551
-10.9,27,-15.28428275,9.168927128685882,-33.25504969,2.686484203738162,-3.075867114,11.15458620827384,-24.93845434,18.78672011682182,-1.025206416,8.701654369376426,-18.08013559,16.02972275405518,-81.73275538,51.27587525939663,-182.2316242,18.76611340655373
-10.8,27,-15.24395505,9.144734847043468,-33.167306,2.679395895473832,-3.067751416,11.12515475051341,-24.87265405,18.73715122,-1.022501401,8.678694990310648,-18.03243101,15.98742821264871,-81.5171029,51.14058348571822,-181.7508047,18.71659887905005
-10.7,27,-15.20362698,9.120542334634951,-33.07956147,2.67230752,-3.05963564,11.09572301203591,-24.80685313,18.68758184559179,-1.019796361,8.655735392295751,-17.98472599,15.94513326790704,-81.30144837,51.00529042092677,-181.2699806,18.66708387764538
-10.6,27,-15.16329928,9.096350052931829,-32.99181778,2.665219211129985,-3.051519942,11.06629155427466,-24.74105283,18.63801294637395,-1.017091346,8.632776013235555,-17.93702142,15.90283872651152,-81.08579589,50.86999864724824,-180.7891611,18.61756935014148
-10.5,27,-15.12297121,9.072157540523332,-32.90407325,2.658130835169489,-3.043404167,11.03685981582578,-24.67525191,18.58844357441623,-1.014386306,8.609816415,-17.88931639,15.86054378174911,-80.87014136,50.73470558245677,-180.3083371,18.56805434873675
-10.4,27,-15.08264313,9.047965028114813,-32.81632872,2.651042459,-3.035288392,11.00742807738209,-24.60945099,18.53887420246871,-1.011681265,8.586856817189231,-17.84161137,15.81824883699577,-80.65448683,50.59941251766517,-179.827513,18.51853934733178
-10.3,27,-15.04231544,9.023772746,-32.72858502,2.643954150944623,-3.027172694,10.97799661960718,-24.54365069,18.48930530322408,-1.00897625,8.563897438,-17.7939068,15.7759543,-80.43883435,50.46412074476391,-179.3466935,18.46902482135131
-10.2,27,-15.00198736,8.999580234063894,-32.64084049,2.636865774984109,-3.019056918,10.94856488114464,-24.47784977,18.43973593,-1.00627121,8.540937840092028,-17.74620177,15.73365935081524,-80.22317982,50.32882767919516,-178.8658695,18.41950981842315
-10.1,27,-14.96165967,8.975387952421464,-32.5530968,2.629777467,-3.01094122,10.91913342338943,-24.41204947,18.39016703,-1.003566195,8.517978461024684,-17.6984972,15.69136480940571,-80.00752734,50.19353591,-178.38505,18.36999529091921
-10,27,-14.92133159,8.951195440012965,-32.46535227,2.622689091,-3.002825445,10.88970168495042,-24.34624855,18.34059766009524,-1.000861155,8.495018862979242,-17.65079217,15.64906986460417,-79.79187281,50.05824284150233,-177.9042259,18.32048029103777
-9.9,27,-14.88100351,8.927002928,-32.37760774,2.615600714798722,-2.994709669,10.86026994648788,-24.28044763,18.29102828811074,-0.998156114,8.472059264985695,-17.60308715,15.60677491990434,-79.57621827,49.92294977671084,-177.4234018,18.27096529
-9.8,27,-14.84067582,8.902810645962026,-32.28986405,2.608512406534373,-2.986593971,10.83083848874045,-24.21464733,18.24145938891998,-0.9954511,8.449099885916189,-17.55538258,15.56448037849057,-79.3605658,49.78765800303227,-176.9425824,18.22145076212904
-9.7,27,-14.80034774,8.878618133553516,-32.20211952,2.601424030573853,-2.978478196,10.80140675,-24.14884641,18.19189001697469,-0.992746059,8.426140287893062,-17.50767755,15.52218543373277,-79.14491127,49.65236493824084,-176.4617583,18.17193576072441
-9.6,27,-14.76002005,8.854425851850404,-32.11437582,2.594335722190559,-2.970362498,10.77197529252299,-24.08304611,18.14232111773008,-0.990041045,8.403180908833063,-17.45997298,15.47989089233764,-78.92925879,49.51707316456226,-175.9809388,18.12242123322041
-9.5,27,-14.71969197,8.830233339502588,-32.02663129,2.587247346348994,-2.962246723,10.74254355405914,-24.01724519,18.09275174574303,-0.987336004,8.380221311,-17.41226796,15.43759594753704,-78.71360426,49.38178010054799,-175.5001147,18.07290623333897
-9.4,27,-14.6793639,8.806040827,-31.93888676,2.580158970388478,-2.954130947,10.71311181564159,-23.95144427,18.04318237384672,-0.984630964,8.357261713,-17.36456293,15.39530100279442,-78.49794972,49.24648703575652,-175.0192907,18.02339123193427
-9.3,27,-14.6390362,8.781848545,-31.85114307,2.573070662005186,-2.946015249,10.68368036,-23.88564397,17.99361347458881,-0.981925949,8.334302333699574,-17.31685836,15.35300646137351,-78.28229725,49.11119526207796,-174.5384712,17.97387670443028
-9.2,27,-14.59870813,8.757656033043153,-31.76339854,2.565982286163623,-2.937899474,10.65424861940238,-23.81984305,17.94404410261417,-0.979220908,8.311342735689534,-17.26915333,15.31071151664136,-78.06664271,48.97590219728652,-174.0576471,17.92436170302564
-9.1,27,-14.55838044,8.733463751279336,-31.67565485,2.558893977661347,-2.929783776,10.62481716165626,-23.75404275,17.89447520342598,-0.976515894,8.288383356606936,-17.22144876,15.26841697520193,-77.85099024,48.84061042360796,-173.5768277,17.87484717552168
