temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high,yhat_marg,se_marg,lowerci_marg,upperci_marg
-20,27,-14.7,11.1,-36.455914,7.0377698,.1,13.3,-25.984762,26.249163,-36.400002,21.4,-78.293594,5.4069943,-36.599998,22.5,-80.69381,7.5428109
-19.9,27,-14.7,11.1,-36.378349,7.0227957,.1,13.3,-25.929476,26.193314,-36.400002,21.299999,-78.127007,5.3954902,-36.5,22.5,-80.522118,7.5267625
-19.799999,27,-14.6,11,-36.300785,7.0078216,.1,13.3,-25.874189,26.137465,-36.299999,21.299999,-77.960426,5.3839855,-36.400002,22.4,-80.350426,7.5107141
-19.700001,27,-14.6,11,-36.223217,6.9928479,.1,13.2,-25.818903,26.081615,-36.200001,21.200001,-77.793846,5.3724818,-36.299999,22.4,-80.178741,7.4946656
-19.6,27,-14.6,11,-36.145653,6.9778738,.1,13.2,-25.763617,26.025766,-36.099998,21.200001,-77.627266,5.3609772,-36.299999,22.299999,-80.007057,7.4786172
-19.5,27,-14.6,11,-36.068085,6.9628997,.1,13.2,-25.708328,25.969917,-36.099998,21.1,-77.460678,5.349473,-36.200001,22.299999,-79.835365,7.4625683
-19.4,27,-14.5,11,-35.99052,6.9479256,.1,13.2,-25.653042,25.914066,-36,21.1,-77.294098,5.3379688,-36.099998,22.200001,-79.663673,7.4465199
-19.299999,27,-14.5,10.9,-35.912956,6.9329515,.1,13.1,-25.597755,25.858217,-35.900002,21,-77.127518,5.3264647,-36,22.200001,-79.491982,7.4304714
-19.200001,27,-14.5,10.9,-35.835388,6.9179778,.1,13.1,-25.542469,25.80237,-35.799999,21,-76.960938,5.3149605,-36,22.1,-79.320297,7.414423
-19.1,27,-14.4,10.9,-35.757824,6.9030037,.1,13.1,-25.487183,25.746519,-35.700001,20.9,-76.79435,5.3034563,-35.900002,22.1,-79.148605,7.3983746
-19,27,-14.4,10.9,-35.680256,6.8880301,.1,13,-25.431896,25.69067,-35.700001,20.9,-76.627769,5.2919521,-35.799999,22,-78.976921,7.3823256
-18.9,27,-14.4,10.8,-35.602692,6.8730559,.1,13,-25.376608,25.634821,-35.599998,20.9,-76.461189,5.2804475,-35.700001,22,-78.805229,7.3662772
-18.799999,27,-14.3,10.8,-35.525127,6.8580818,.1,13,-25.321321,25.578972,-35.5,20.799999,-76.294601,5.2689433,-35.599998,21.9,-78.633537,7.3502288
-18.700001,27,-14.3,10.8,-35.447559,6.8431082,.1,13,-25.266035,25.523123,-35.400002,20.799999,-76.128029,5.2574391,-35.599998,21.9,-78.461853,7.3341804
