temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,tmax_rcspl_3kn_t0,tmax_rcspl_3kn_t1,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high,yhat_marg,se_marg,lowerci_marg,upperci_marg
-18.2,27,-.079523735,9.2769623,-18.262035,18.102987,-18.200001,0,-2.3801651,12.942904,-27.747791,22.987461,1.7030913,9.555378,-17.025106,20.431288,4.0832562,15.953401,-27.184834,35.351345
-18.1,27,-.079347797,9.2564383,-18.221632,18.062937,-18.1,0,-2.3748994,12.914269,-27.686403,22.936604,1.6993233,9.5342379,-16.98744,20.386087,4.0742226,15.918105,-27.124689,35.273136
-18,27,-.079171859,9.2359133,-18.181231,18.022886,-18,0,-2.3696334,12.885634,-27.625013,22.885746,1.6955553,9.5130978,-16.949774,20.340885,4.0651889,15.88281,-27.064547,35.194923
-17.9,27,-.078995921,9.2153893,-18.140827,17.982836,-17.9,0,-2.3643675,12.857,-27.563623,22.834888,1.6917875,9.4919577,-16.912107,20.295683,4.0561552,15.847514,-27.004402,35.116711
-17.8,27,-.078819983,9.1948652,-18.100424,17.942783,-17.799999,0,-2.3591018,12.828365,-27.502235,22.784031,1.6880195,9.4708176,-16.874441,20.250481,4.047121,15.812219,-26.944258,35.038502
-17.7,27,-.078644052,9.1743412,-18.060022,17.902733,-17.700001,0,-2.3538358,12.79973,-27.440847,22.733175,1.6842517,9.4496775,-16.836775,20.205278,4.0380878,15.776924,-26.884115,34.960293
-17.6,27,-.078468114,9.1538162,-18.019619,17.862682,-17.6,0,-2.3485701,12.771096,-27.379457,22.682318,1.6804838,9.4285374,-16.799109,20.160076,4.0290537,15.74163,-26.823973,34.88208
-17.5,27,-.078292176,9.1332922,-17.979216,17.822632,-17.5,0,-2.3433042,12.742461,-27.318069,22.63146,1.6767159,9.4073963,-16.761442,20.114874,4.02002,15.706334,-26.763828,34.803867
-17.4,27,-.078116238,9.1127682,-17.938812,17.782581,-17.4,0,-2.3380382,12.713826,-27.25668,22.580603,1.672948,9.3862562,-16.723776,20.069672,4.0109863,15.671039,-26.703686,34.725658
-17.3,27,-.0779403,9.0922432,-17.898411,17.742529,-17.299999,0,-2.3327725,12.685191,-27.195292,22.529745,1.66918,9.3651161,-16.68611,20.024469,4.0019526,15.635743,-26.643541,34.647446
-17.2,27,-.077764362,9.0717192,-17.858007,17.70248,-17.200001,0,-2.3275065,12.656557,-27.133904,22.478889,1.6654122,9.343976,-16.648445,19.979269,3.992919,15.600449,-26.583399,34.569237
-17.1,27,-.077588424,9.0511951,-17.817606,17.662428,-17.1,0,-2.3222408,12.627922,-27.072514,22.428032,1.6616443,9.3228359,-16.610779,19.934067,3.983885,15.565153,-26.523254,34.491024
-17,27,-.077412486,9.0306711,-17.777203,17.622377,-17,0,-2.3169749,12.599287,-27.011124,22.377174,1.6578764,9.3016958,-16.573112,19.888865,3.9748514,15.529859,-26.463112,34.412815
-16.9,27,-.077236548,9.0101471,-17.736799,17.582327,-16.9,0,-2.3117089,12.570653,-26.949736,22.326317,1.6541084,9.2805557,-16.535446,19.843662,3.9658175,15.494563,-26.402967,34.334602
-16.8,27,-.07706061,8.9896221,-17.696396,17.542274,-16.799999,0,-2.3064432,12.542018,-26.888346,22.275459,1.6503406,9.2594147,-16.49778,19.79846,3.9567838,15.459268,-26.342825,34.256393
-16.7,27,-.076884679,8.9690981,-17.655994,17.502226,-16.700001,0,-2.3011775,12.513383,-26.826958,22.224604,1.6465727,9.2382755,-16.460114,19.75326,3.9477501,15.423973,-26.282682,34.178181
-16.6,27,-.076708741,8.9485741,-17.615591,17.462173,-16.6,0,-2.2959116,12.484749,-26.76557,22.173746,1.6428047,9.2171345,-16.422447,19.708057,3.9387164,15.388678,-26.222538,34.099972
-16.5,27,-.076532803,8.92805,-17.57519,17.422123,-16.5,0,-2.2906456,12.456114,-26.70418,22.122889,1.6390369,9.1959944,-16.384781,19.662855,3.9296825,15.353383,-26.162394,34.021759
-16.4,27,-.076356865,8.9075251,-17.534786,17.382072,-16.4,0,-2.2853799,12.427479,-26.64279,22.072031,1.6352689,9.1748543,-16.347115,19.617653,3.9206488,15.318088,-26.102251,33.94355
-16.3,27,-.076180927,8.887001,-17.494383,17.342022,-16.299999,0,-2.2801139,12.398844,-26.581402,22.021173,1.6315011,9.1537142,-16.309448,19.572451,3.9116149,15.282792,-26.042107,33.865337
-16.2,27,-.076004989,8.866477,-17.453981,17.301971,-16.200001,0,-2.2748482,12.37021,-26.520014,21.970318,1.6277332,9.1325741,-16.271784,19.527248,3.9025812,15.247498,-25.981964,33.787128
-16.1,27,-.075829051,8.845953,-17.413578,17.261919,-16.1,0,-2.2695823,12.341575,-26.458624,21.91946,1.6239653,9.111434,-16.234118,19.482048,3.8935475,15.212202,-25.921822,33.708916
-16,27,-.075653113,8.825428,-17.373175,17.221869,-16,0,-2.2643163,12.31294,-26.397236,21.868603,1.6201974,9.0902929,-16.196451,19.436846,3.8845139,15.176907,-25.861677,33.630703
-15.9,27,-.075477175,8.804904,-17.332771,17.181818,-15.9,0,-2.2590506,12.284305,-26.335846,21.817745,1.6164294,9.0691528,-16.158785,19.391644,3.8754799,15.141612,-25.801533,33.552494
-15.8,27,-.075301237,8.78438,-17.29237,17.141768,-15.8,0,-2.2537847,12.255671,-26.274458,21.766888,1.6126616,9.0480127,-16.121119,19.346441,3.8664463,15.106317,-25.74139,33.474281
-15.7,27,-.075125299,8.7638559,-17.251966,17.101717,-15.7,0,-2.2485187,12.227036,-26.213068,21.71603,1.6088936,9.0268726,-16.083452,19.301239,3.8574126,15.071021,-25.681248,33.396072
-15.6,27,-.074949361,8.7433319,-17.211565,17.061666,-15.6,0,-2.243253,12.198401,-26.15168,21.665174,1.6051258,9.0057325,-16.045786,19.256037,3.8483787,15.035727,-25.621103,33.31786
-15.5,27,-.074773423,8.7228069,-17.171162,17.021614,-15.5,0,-2.237987,12.169766,-26.09029,21.614317,1.6013578,8.9845924,-16.00812,19.210835,3.839345,15.000431,-25.560961,33.239651
-15.4,27,-.074597485,8.7022829,-17.130758,16.981564,-15.4,0,-2.2327213,12.141131,-26.028902,21.563459,1.59759,8.9634523,-15.970453,19.165632,3.8303113,14.965136,-25.500816,33.161438
-15.3,27,-.074421547,8.6817589,-17.090357,16.941513,-15.3,0,-2.2274554,12.112496,-25.967512,21.512602,1.5938221,8.9423122,-15.932787,19.120432,3.8212776,14.929841,-25.440674,33.083229
-15.2,27,-.074245609,8.6612349,-17.049953,16.901463,-15.2,0,-2.2221897,12.083862,-25.906124,21.461744,1.5900542,8.9211712,-15.895121,19.07523,3.8122437,14.894546,-25.380529,33.005016
-15.1,27,-.074069679,8.6407099,-17.00955,16.861412,-15.1,0,-2.2169237,12.055227,-25.844734,21.410887,1.5862863,8.9000311,-15.857455,19.030027,3.80321,14.859251,-25.320387,32.926807
-15,27,-.073893741,8.6201859,-16.969149,16.82136,-15,0,-2.2116578,12.026592,-25.783346,21.360031,1.5825183,8.878891,-15.819789,18.984825,3.7941763,14.823956,-25.260242,32.848595
-14.9,27,-.073717803,8.5996618,-16.928745,16.781309,-14.9,0,-2.206392,11.997957,-25.721956,21.309174,1.5787505,8.8577509,-15.782123,18.939623,3.7851424,14.78866,-25.2001,32.770386
-14.8,27,-.073541865,8.5791378,-16.888342,16.741259,-14.8,0,-2.2011261,11.969323,-25.660568,21.258316,1.5749825,8.8366108,-15.744456,18.894421,3.7761087,14.753366,-25.139956,32.692173
-14.7,27,-.073365927,8.5586128,-16.847939,16.701208,-14.7,0,-2.1958604,11.940688,-25.599178,21.207458,1.5712147,8.8154707,-15.70679,18.84922,3.7670751,14.71807,-25.079813,32.613964
-14.6,27,-.073189989,8.5380888,-16.807537,16.661158,-14.6,0,-2.1905944,11.912054,-25.53779,21.156601,1.5674468,8.7943306,-15.669125,18.804018,3.7580411,14.682775,-25.019669,32.535751
-14.5,27,-.073014051,8.5175648,-16.767134,16.621105,-14.5,0,-2.1853287,11.883419,-25.476402,21.105743,1.5636789,8.7731905,-15.631458,18.758816,3.7490075,14.64748,-24.959526,32.457542
-14.4,27,-.072838113,8.4970407,-16.72673,16.581055,-14.4,0,-2.1800628,11.854784,-25.415012,21.054886,1.5599109,8.7520494,-15.593792,18.713614,3.7399738,14.612185,-24.899382,32.37933
-14.3,27,-.072662175,8.4765158,-16.686329,16.541004,-14.3,0,-2.1747968,11.826149,-25.353624,21.00403,1.556143,8.7309093,-15.556126,18.668411,3.7309399,14.57689,-24.839239,32.301121
-14.2,27,-.072486237,8.4559917,-16.645926,16.500954,-14.2,0,-2.1695311,11.797515,-25.292234,20.953173,1.5523752,8.7097692,-15.518459,18.623209,3.7219062,14.541595,-24.779095,32.222908
-14.1,27,-.072310299,8.4354677,-16.605524,16.460903,-14.1,0,-2.1642652,11.76888,-25.230846,20.902315,1.5486072,8.6886292,-15.480793,18.578009,3.7128725,14.5063,-24.718952,32.144699
-14,27,-.072134361,8.4149437,-16.565121,16.420851,-14,0,-2.1589994,11.740245,-25.169456,20.851458,1.5448394,8.6674891,-15.443127,18.532806,3.7038386,14.471004,-24.658808,32.066486
-13.9,27,-.071958423,8.3944187,-16.524717,16.3808,-13.9,0,-2.1537335,11.71161,-25.108068,20.8006,1.5410714,8.646349,-15.40546,18.487604,3.6948049,14.435709,-24.598665,31.988276
-13.8,27,-.071782492,8.3738947,-16.484316,16.34075,-13.8,0,-2.1484675,11.682976,-25.046679,20.749744,1.5373036,8.6252089,-15.367795,18.442402,3.6857712,14.400414,-24.538523,31.910065
-13.7,27,-.071606554,8.3533707,-16.443913,16.300699,-13.7,0,-2.1432018,11.654341,-24.985291,20.698887,1.5335356,8.6040688,-15.330129,18.3972,3.6767373,14.365119,-24.478378,31.831854
-13.6,27,-.071430616,8.3328466,-16.403509,16.260649,-13.6,0,-2.1379359,11.625706,-24.923901,20.648029,1.5297678,8.5829287,-15.292462,18.351997,3.6677036,14.329823,-24.418236,31.753643
-13.5,27,-.071254678,8.3123226,-16.363106,16.220598,-13.5,0,-2.1326702,11.597072,-24.862513,20.597172,1.5259999,8.5617876,-15.254796,18.306795,3.6586699,14.294529,-24.358091,31.67543
-13.4,27,-.07107874,8.2917976,-16.322704,16.180546,-13.4,0,-2.1274042,11.568437,-24.801123,20.546314,1.5222319,8.5406475,-15.21713,18.261593,3.649636,14.259233,-24.297947,31.597219
-13.3,27,-.070902802,8.2712736,-16.282301,16.140495,-13.3,0,-2.1221385,11.539802,-24.739735,20.495459,1.5184641,8.5195074,-15.179464,18.216393,3.6406024,14.223938,-24.237804,31.519009
-13.2,27,-.070726864,8.2507496,-16.241898,16.100445,-13.2,0,-2.1168725,11.511167,-24.678345,20.444601,1.5146961,8.4983673,-15.141798,18.17119,3.6315687,14.188643,-24.177662,31.440798
-13.1,27,-.070550926,8.2302256,-16.201496,16.060394,-13.1,0,-2.1116066,11.482533,-24.616957,20.393744,1.5109283,8.4772272,-15.104132,18.125988,3.622535,14.153348,-24.117517,31.362587
-13,27,-.070374988,8.2097006,-16.161093,16.020344,-13,0,-2.1063409,11.453897,-24.555567,20.342886,1.5071603,8.4560871,-15.066465,18.080786,3.6135011,14.118053,-24.057375,31.284376
-12.9,27,-.07019905,8.1891766,-16.120689,15.980292,-12.9,0,-2.1010749,11.425262,-24.494179,20.292028,1.5033925,8.434947,-15.028799,18.035583,3.6044674,14.082758,-23.997231,31.206165
-12.8,27,-.070023112,8.1686525,-16.080288,15.940242,-12.8,0,-2.0958092,11.396628,-24.432791,20.241171,1.4996245,8.4138069,-14.991133,17.990383,3.5954337,14.047462,-23.937088,31.127954
-12.7,27,-.069847174,8.1481285,-16.039885,15.90019,-12.7,0,-2.0905433,11.367993,-24.371401,20.190313,1.4958566,8.3926659,-14.953466,17.945181,3.5863998,14.012168,-23.876944,31.049744
-12.6,27,-.069671236,8.1276035,-15.999482,15.86014,-12.6,0,-2.0852773,11.339358,-24.310013,20.139458,1.4920888,8.3715258,-14.915801,17.899979,3.5773661,13.976872,-23.816801,30.971533
-12.5,27,-.069495298,8.1070795,-15.95908,15.820088,-12.5,0,-2.0800116,11.310724,-24.248623,20.0886,1.4883208,8.3503857,-14.878135,17.854776,3.5683324,13.941577,-23.756657,30.893322
-12.4,27,-.06931936,8.0865555,-15.918676,15.780038,-12.4,0,-2.0747457,11.282089,-24.187233,20.037743,1.484553,8.3292456,-14.840468,17.809574,3.5592985,13.906282,-23.696514,30.815111
-12.3,27,-.069143429,8.0660315,-15.878274,15.739987,-12.3,0,-2.0694799,11.253454,-24.125845,19.986885,1.480785,8.3081055,-14.802802,17.764372,3.5502648,13.870987,-23.63637,30.7369
-12.2,27,-.068967491,8.0455065,-15.837872,15.699936,-12.2,0,-2.064214,11.224819,-24.064457,19.936028,1.4770172,8.2869654,-14.765136,17.71917,3.5412312,13.835691,-23.576227,30.658689
-12.1,27,-.068791553,8.0249825,-15.797468,15.659885,-12.1,0,-2.0589483,11.196185,-24.003067,19.885172,1.4732492,8.2658253,-14.72747,17.673969,3.5321975,13.800397,-23.516083,30.580479
-12,27,-.068615615,8.0044584,-15.757066,15.619835,-12,0,-2.0536823,11.16755,-23.941679,19.834314,1.4694813,8.2446852,-14.689804,17.628767,3.5231636,13.765101,-23.45594,30.502268
-11.9,27,-.068439677,7.9839339,-15.716662,15.579783,-11.9,0,-2.0484164,11.138915,-23.880289,19.783457,1.4657134,8.2235441,-14.652138,17.583565,3.5141299,13.729806,-23.395796,30.424055
-11.8,27,-.068263739,7.9634099,-15.67626,15.539733,-11.8,0,-2.0431507,11.110281,-23.818901,19.732599,1.4619455,8.202404,-14.614471,17.538363,3.5050962,13.694511,-23.335653,30.345846
-11.7,27,-.068087801,7.9428854,-15.635858,15.499681,-11.7,0,-2.0378847,11.081646,-23.757511,19.681742,1.4581776,8.1812639,-14.576805,17.49316,3.4960623,13.659216,-23.275509,30.267633
-11.6,27,-.067911863,7.9223614,-15.595455,15.459631,-11.6,0,-2.032619,11.053011,-23.696123,19.630884,1.4544097,8.1601238,-14.539139,17.447958,3.4870286,13.623921,-23.215366,30.189425
-11.5,27,-.067735925,7.9018369,-15.555052,15.41958,-11.5,0,-2.027353,11.024377,-23.634733,19.580029,1.4506419,8.1389837,-14.501472,17.402756,3.4779949,13.588626,-23.155222,30.111212
-11.4,27,-.067559987,7.8813128,-15.514649,15.379529,-11.4,0,-2.0220871,10.995742,-23.573345,19.529171,1.4468739,8.1178436,-14.463807,17.357555,3.468961,13.55333,-23.095079,30.033001
-11.3,27,-.067384049,7.8607888,-15.474247,15.339478,-11.3,0,-2.0168214,10.967107,-23.511955,19.478313,1.4431061,8.0967035,-14.426141,17.312353,3.4599273,13.518036,-23.034935,29.95479
-11.2,27,-.067208111,7.8402643,-15.433844,15.299428,-11.2,0,-2.0115554,10.938472,-23.450567,19.427456,1.4393381,8.0755625,-14.388474,17.267151,3.4508936,13.48274,-22.974792,29.876579
-11.1,27,-.067032181,7.8197403,-15.393441,15.259377,-11.1,0,-2.0062897,10.909838,-23.389179,19.376598,1.4355702,8.0544224,-14.350808,17.221949,3.44186,13.447446,-22.91465,29.798368
-11,27,-.066856243,7.7992158,-15.353039,15.219326,-11,0,-2.0010238,10.881203,-23.327789,19.325741,1.4318023,8.0332823,-14.313142,17.176746,3.432826,13.41215,-22.854506,29.720158
-10.9,27,-.066680305,7.7786913,-15.312635,15.179275,-10.9,0,-1.9957579,10.852568,-23.266399,19.274885,1.4280344,8.0121422,-14.275476,17.131544,3.4237924,13.376855,-22.794361,29.641947
-10.8,27,-.066504367,7.7581673,-15.272233,15.139224,-10.8,0,-1.9904921,10.823934,-23.205011,19.224028,1.4242666,7.9910021,-14.23781,17.086344,3.4147587,13.34156,-22.734219,29.563736
-10.7,27,-.066328429,7.7376432,-15.231831,15.099174,-10.7,0,-1.9852263,10.795299,-23.143621,19.17317,1.4204986,7.969862,-14.200144,17.041142,3.4057248,13.306265,-22.674074,29.485525
-10.6,27,-.066152491,7.7171187,-15.191427,15.059123,-10.6,0,-1.9799604,10.766664,-23.082233,19.122313,1.4167308,7.9487219,-14.162477,16.995939,3.3966911,13.27097,-22.613932,29.407314
-10.5,27,-.065976553,7.6965947,-15.151025,15.019072,-10.5,0,-1.9746945,10.738029,-23.020845,19.071455,1.4129628,7.9275813,-14.124811,16.950737,3.3876574,13.235675,-22.553789,29.329103
-10.4,27,-.065800615,7.6760702,-15.110621,14.979021,-10.4,0,-1.9694287,10.709394,-22.959455,19.020597,1.4091949,7.9064412,-14.087145,16.905535,3.3786235,13.200379,-22.493645,29.250893
-10.3,27,-.065624677,7.6555462,-15.070219,14.93897,-10.3,0,-1.9641628,10.680759,-22.898067,18.969742,1.405427,7.8853011,-14.049479,16.860332,3.3695898,13.165085,-22.433502,29.172682
-10.2,27,-.065448739,7.6350217,-15.029817,14.898919,-10.2,0,-1.958897,10.652124,-22.836678,18.918884,1.4016591,7.8641605,-14.011813,16.81513,3.3605561,13.129789,-22.373358,29.094471
-10.1,27,-.065272801,7.6144977,-14.989414,14.858869,-10.1,0,-1.9536312,10.62349,-22.77529,18.868027,1.3978913,7.8430204,-13.974147,16.76993,3.3515224,13.094494,-22.313215,29.01626
-10,27,-.065096863,7.5939732,-14.949011,14.818817,-10,0,-1.9483652,10.594855,-22.7139,18.817169,1.3941233,7.8218803,-13.936481,16.724728,3.3424885,13.059199,-22.253071,28.938047
-9.9,27,-.064920925,7.5734491,-14.908608,14.778767,-9.8999996,0,-1.9430994,10.56622,-22.652512,18.766312,1.3903553,7.8007402,-13.898814,16.679525,3.3334548,13.023904,-22.192928,28.859837
-9.800000000000001,27,-.064744987,7.5529246,-14.868206,14.738716,-9.8000002,0,-1.9378335,10.537586,-22.591122,18.715456,1.3865875,7.7796001,-13.861148,16.634323,3.3244212,12.988608,-22.132784,28.781626
-9.699999999999999,27,-.064569049,7.5324006,-14.827803,14.698665,-9.6999998,0,-1.9325677,10.508951,-22.529734,18.664598,1.3828197,7.7584596,-13.823482,16.589121,3.3153872,12.953314,-22.072641,28.703415
-9.6,27,-.064393118,7.5118766,-14.7874,14.658614,-9.6000004,0,-1.9273019,10.480316,-22.468344,18.613741,1.3790517,7.7373195,-13.785816,16.543919,3.3063536,12.918018,-22.012497,28.625204
-9.5,27,-.06421718,7.4913521,-14.746998,14.618563,-9.5,0,-1.9220361,10.451681,-22.406956,18.562883,1.3752838,7.7161794,-13.74815,16.498716,3.2973199,12.882724,-21.952354,28.546993
-9.4,27,-.064041242,7.4708276,-14.706594,14.578512,-9.3999996,0,-1.9167701,10.423047,-22.345566,18.512026,1.3715159,7.6950388,-13.710484,16.453516,3.288286,12.847428,-21.89221,28.468782
-9.300000000000001,27,-.063865304,7.4503036,-14.666192,14.538462,-9.3000002,0,-1.9115043,10.394412,-22.284178,18.461168,1.367748,7.6738987,-13.672817,16.408314,3.2792523,12.812133,-21.832067,28.390572
-9.199999999999999,27,-.063689366,7.4297791,-14.625789,14.49841,-9.1999998,0,-1.9062384,10.365777,-22.222788,18.410311,1.3639801,7.6527586,-13.635151,16.363111,3.2702186,12.776838,-21.771923,28.312361
-9.1,27,-.063513428,7.409255,-14.585386,14.45836,-9.1000004,0,-1.9009726,10.337143,-22.1614,18.359455,1.3602122,7.6316185,-13.597486,16.317909,3.2611849,12.741543,-21.711781,28.23415
-9,27,-.06333749,7.388731,-14.544984,14.418309,-9,0,-1.8957068,10.308508,-22.10001,18.308598,1.3564444,7.6104784,-13.559819,16.272707,3.252151,12.706247,-21.651636,28.155939
-8.9,27,-.063161552,7.3682065,-14.50458,14.378258,-8.8999996,0,-1.8904408,10.279873,-22.038622,18.25774,1.3526764,7.5893378,-13.522153,16.227505,3.2431173,12.670953,-21.591494,28.077728
-8.800000000000001,27,-.062985614,7.3476825,-14.464178,14.338207,-8.8000002,0,-1.885175,10.251239,-21.977234,18.206882,1.3489085,7.5681977,-13.484487,16.182304,3.2340837,12.635657,-21.531349,27.999517
-8.699999999999999,27,-.062809676,7.327158,-14.423776,14.298156,-8.6999998,0,-1.8799092,10.222604,-21.915844,18.156025,1.3451406,7.5470576,-13.44682,16.137102,3.2250497,12.600362,-21.471207,27.921307
-8.6,27,-.062633738,7.3066339,-14.383373,14.258105,-8.6000004,0,-1.8746433,10.193969,-21.854456,18.105169,1.3413727,7.5259175,-13.409154,16.0919,3.2160161,12.565067,-21.411064,27.843096
-8.5,27,-.062457804,7.2861094,-14.34297,14.218055,-8.5,0,-1.8693775,10.165334,-21.793066,18.054312,1.3376048,7.504777,-13.371488,16.046698,3.2069824,12.529772,-21.35092,27.764885
-8.4,27,-.062281866,7.2655854,-14.302567,14.178003,-8.3999996,0,-1.8641117,10.1367,-21.731678,18.003454,1.3338369,7.4836369,-13.333821,16.001495,3.1979485,12.494476,-21.290775,27.686672
-8.300000000000001,27,-.062105928,7.2450609,-14.262165,14.137953,-8.3000002,0,-1.8588458,10.108065,-21.670288,17.952597,1.3300691,7.4624968,-13.296156,15.956294,3.1889148,12.459182,-21.230633,27.608463
-8.199999999999999,27,-.06192999,7.2245369,-14.221762,14.097902,-8.1999998,0,-1.8535799,10.07943,-21.6089,17.901739,1.3263011,7.4413562,-13.25849,15.911092,3.1798811,12.423886,-21.170488,27.530251
-8.1,27,-.061754052,7.2040124,-14.181359,14.057851,-8.1000004,0,-1.848314,10.050796,-21.54751,17.850883,1.3225332,7.4202161,-13.220823,15.86589,3.1708474,12.388592,-21.110346,27.452042
-8,27,-.061578114,7.1834884,-14.140957,14.0178,-8,0,-1.8430482,10.022161,-21.486122,17.800026,1.3187653,7.399076,-13.183157,15.820688,3.1618135,12.353296,-21.050203,27.373829
-7.9,27,-.061402179,7.1629639,-14.100554,13.97775,-7.9000001,0,-1.8377824,9.9935255,-21.424732,17.749168,1.3149974,7.3779359,-13.145491,15.775486,3.1527798,12.318001,-20.990059,27.295618
-7.8,27,-.061226241,7.1424398,-14.060151,13.937698,-7.8000002,0,-1.8325166,9.9648914,-21.363344,17.698311,1.3112295,7.3567958,-13.107825,15.730284,3.1437461,12.282706,-20.929916,27.217407
-7.7,27,-.061050303,7.1219153,-14.019748,13.897648,-7.6999998,0,-1.8272506,9.9362564,-21.301954,17.647453,1.3074616,7.3356552,-13.070159,15.685081,3.1347122,12.247411,-20.869772,27.139196
-7.6,27,-.060874365,7.1013913,-13.979345,13.857596,-7.5999999,0,-1.8219848,9.9076214,-21.240566,17.596596,1.3036937,7.3145151,-13.032493,15.63988,3.1256785,12.212116,-20.809629,27.060986
-7.5,27,-.060698427,7.0808668,-13.938943,13.817546,-7.5,0,-1.8167189,9.8789864,-21.179176,17.545738,1.2999258,7.293375,-12.994826,15.594678,3.1166449,12.176821,-20.749485,26.982775
-7.4,27,-.060522489,7.0603428,-13.89854,13.777495,-7.4000001,0,-1.8114531,9.8503523,-21.117788,17.494883,1.296158,7.2722349,-12.95716,15.549476,3.1076109,12.141525,-20.689342,26.904564
-7.3,27,-.060346551,7.0398188,-13.858137,13.737444,-7.3000002,0,-1.8061873,9.8217173,-21.056398,17.444025,1.29239,7.2510943,-12.919494,15.504274,3.0985773,12.106231,-20.629198,26.826353
-7.2,27,-.060170613,7.0192943,-13.817735,13.697393,-7.1999998,0,-1.8009214,9.7930822,-20.99501,17.393167,1.2886221,7.2299542,-12.881828,15.459072,3.0895436,12.070935,-20.569056,26.748142
-7.1,27,-.059994679,6.9987698,-13.777331,13.657343,-7.0999999,0,-1.7956556,9.7644472,-20.93362,17.34231,1.2848542,7.2088141,-12.844162,15.41387,3.0805097,12.03564,-20.508911,26.669931
