temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,tmax_rcspl_3kn_t0,tmax_rcspl_3kn_t1,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high,yhat_marg,se_marg,lowerci_marg,upperci_marg
45,27,-12.355437,8.1997423,-28.426638,3.7157631,45,3840,-10.841625,11.817144,-34.002804,12.319551,-4.384212,9.2212229,-22.457478,13.689053,6.4574137,15.453816,-23.831511,36.746338
40,27,-6.5577779,4.2389178,-14.865905,1.7503483,40,2040,-5.5785999,6.1910701,-17.712873,6.5556746,-2.4586341,4.7337351,-11.736584,6.8193154,3.1199656,8.0455408,-12.649004,18.888935
35,27,-1.6375391,1.3787509,-4.3398414,1.0647629,35,512,-1.1506623,2.0531263,-5.174716,2.8733914,-.79556406,1.4308212,-3.5999219,2.0087938,.35509831,2.5413582,-4.6258726,5.3360691
30,27,-.081818715,.5783422,-1.2153486,1.0517112,30,27,.07508079,.81315094,-1.5186658,1.6688273,-.13909477,.59141338,-1.2982436,1.0200541,-.21417555,.99726707,-2.1687832,1.740432
10,27,-.02990937,3.4891229,-6.8684645,6.8086457,10,0,-.89519483,4.8679066,-10.436116,8.6457262,.64054316,3.593837,-6.4032478,7.6843343,1.535738,6.0001726,-10.224384,13.29586
5,27,-.038706243,4.5153356,-8.8886013,8.8111887,5,0,-1.1584874,6.2996435,-13.505562,11.188587,.82893819,4.6508479,-8.2865562,9.9444323,1.9874257,7.7649293,-13.231556,17.206408
0,27,-.047503117,5.5415483,-10.908738,10.813731,0,0,-1.4217801,7.7313809,-16.575008,13.731448,1.0173333,5.7078586,-10.169864,12.204531,2.4391134,9.529686,-16.238728,21.116955
-5,27,-.056299992,6.5677609,-12.928874,12.816275,-5,0,-1.6850727,9.1631184,-19.644455,16.274309,1.2057283,6.7648697,-12.053172,14.464629,2.890801,11.294442,-19.245899,25.027502
-10,27,-.065096863,7.5939732,-14.949011,14.818817,-10,0,-1.9483652,10.594855,-22.7139,18.817169,1.3941233,7.8218803,-13.936481,16.724728,3.3424885,13.059199,-22.253071,28.938047
