temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high,yhat_marg,se_marg,lowerci_marg,upperci_marg
-10,27,-8.3999996,8.6999998,-25.38883,8.5626841,-2,10.6,-22.746792,18.783514,-26.9,26.200001,-78.331345,24.440594,-25,28.299999,-80.439735,30.512266
-5,27,-7.3000002,7.5,-21.957909,7.4055648,-1.7,9.1999998,-19.672901,16.245201,-23.299999,22.700001,-67.746025,21.13781,-21.6,24.5,-69.569504,26.388987
0,27,-6.0999999,6.3000002,-18.526985,6.2484455,-1.4,7.6999998,-16.59901,13.706889,-19.700001,19.1,-57.160709,17.835028,-18.200001,20.700001,-58.699268,22.265707
5,27,-5,5.0999999,-15.096062,5.0913258,-1.2,6.3000002,-13.52512,11.168576,-16,15.6,-46.575394,14.532245,-14.8,16.799999,-47.829033,18.142427
10,27,-3.9000001,4,-11.665138,3.9342065,-.89999998,4.9000001,-10.451229,8.6302633,-12.4,12,-35.990078,11.229462,-11.5,13,-36.958797,14.019149
30,27,.30000001,.69999999,-.96314019,1.6593424,.1,.80000001,-1.5163128,1.6711102,1.7,2,-2.317775,5.6784034,1.6,2.2,-2.7059009,5.9117322
35,27,-4.5,2.2,-8.7584295,-.27225897,-1.2,2.0999999,-5.1742778,2.8729317,-3.7,4.9000001,-13.400425,5.9209027,-2.5999999,5.4000001,-13.23125,8.0530729
40,27,-22.299999,7.4000001,-36.821465,-7.7437954,-5.5999999,6.1999998,-17.727922,6.5366907,-28.6,12.1,-52.349571,-4.9432149,-23.1,14.1,-50.774586,4.6730332
45,27,-43.400002,14,-70.949364,-15.880754,-10.9,11.8,-34.037067,12.278116,-58.599998,22.4,-102.46861,-14.801092,-47.799999,26.4,-99.428246,3.9174993
