temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_manuft,se_manuft,lowerci_manuft,upperci_manuft,yhat_connmine,se_connmine,lowerci_connmine,upperci_connmine,yhat_agri,se_agri,lowerci_agri,upperci_agri
-16.3,27,-17.46199045,10.47531772225559,-37.99323591,3.069255017004028,-3.514117283,12.74389390948338,-28.49169037,21.46345580245296,-1.171278034,9.941467845585024,-20.65619696,18.31364089728903,9.9659042,50.018063,-88.067696,107.9995,-143.5526,71.863747,-284.40295,-2.7022498
-16.2,27,-17.42166314,10.45112567125788,-37.90549305,3.062166776197962,-3.506001662,12.71446273238575,-28.4258907,21.41388737592792,-1.168573045,9.918508685488902,-20.60849285,18.27134675925803,9.9428892,49.90255,-87.864311,107.75008,-143.22107,71.697777,-283.74612,-2.6960092
-16.1,27,-17.38133506,10.42693315884936,-37.81774852,3.0550784,-3.497885887,12.68503099394675,-28.36008978,21.36431800398957,-1.165868004,9.895549087,-20.56078782,18.22905181448397,9.9198732,49.787033,-87.660919,107.50066,-142.88954,71.531807,-283.08932,-2.6897683
-16,27,-17.34100698,10.40274064644085,-37.73000399,3.047990024276906,-3.489770112,12.65559926,-28.29428886,21.31474863200507,-1.163162964,9.872589489458242,-20.5130828,18.18675686977299,9.8968573,49.671516,-87.457527,107.25124,-142.55801,71.365845,-282.4325,-2.6835275
-15.9,27,-17.30067891,10.37854813415373,-37.64225946,3.040901648554311,-3.481654336,12.62616752,-28.22848793,21.26517926006673,-1.160457923,9.849629891412787,-20.46537777,18.14446192497142,9.8738413,49.556,-87.254135,107.00182,-142.22647,71.199875,-281.77567,-2.6772866
-15.8,27,-17.26035121,10.35435585238992,-37.55451577,3.033813340052056,-3.473538638,12.59673605928999,-28.16268764,21.21561036086072,-1.157752909,9.826670512345391,-20.4176732,18.10216738356179,9.8508253,49.440487,-87.050751,106.7524,-141.89494,71.033913,-281.11887,-2.671046
-15.7,27,-17.22002314,10.33016334010281,-37.46677124,3.026724964329478,-3.465422863,12.56730432082744,-28.09688671,21.16604098887622,-1.155047868,9.803710914327153,-20.36996818,18.05987243881357,9.8278093,49.32497,-86.847359,106.50298,-141.56342,70.867943,-280.46204,-2.6648052
-15.6,27,-17.17969544,10.30597105833899,-37.37902754,3.019636655827192,-3.457307165,12.53787286305253,-28.03108642,21.11647208963161,-1.152342853,9.780751535248211,-20.3222636,18.0175779,9.8047934,49.209457,-86.643967,106.25356,-141.23189,70.701973,-279.80521,-2.6585646
-15.5,27,-17.13936737,10.28177854593048,-37.29128301,3.012548279866671,-3.449191389,12.50844112460885,-27.9652855,21.06690271768407,-1.149637813,9.757791937,-20.27455858,17.97528295262818,9.7817774,49.093941,-86.440582,106.00414,-140.90036,70.536011,-279.14841,-2.6523237
-15.4,27,-17.09903929,10.25758603352197,-37.20353848,3.005459903906154,-3.441075614,12.47900938615996,-27.89948457,21.01733334572635,-1.146932773,9.734832339201915,-20.22685355,17.93298800786561,9.7587614,48.978424,-86.23719,105.75471,-140.56883,70.370041,-278.49158,-2.6460829
-15.3,27,-17.0587116,10.23339375187955,-37.11579479,2.998371595641807,-3.432959916,12.44957792839871,-27.83368428,20.96776444650851,-1.144227758,9.711872960141724,-20.17914898,17.89069347,9.7357454,48.862911,-86.033798,105.50529,-140.2373,70.204071,-277.83475,-2.6398423
-15.2,27,-17.01838352,10.20920123947105,-37.02805026,2.99128322,-3.42484414,12.42014618992121,-27.76788336,20.91819507449471,-1.141522717,9.688913362126813,-20.13144396,17.84839852172841,9.7127295,48.747395,-85.830414,105.25587,-139.90576,70.038109,-277.17792,-2.6336014
-15.1,27,-16.97805583,10.18500895782863,-36.94030657,2.984194911416967,-3.416728442,12.39071473216079,-27.70208306,20.86862618,-1.138817703,9.665953983061147,-20.08373939,17.80610398032216,9.6897135,48.631882,-85.627022,105.00645,-139.57423,69.872139,-276.52112,-2.6273606
-15,27,-16.93772775,10.16081644542012,-36.85256204,2.977106535456439,-3.408612667,12.36128299374195,-27.63628214,20.81905680337965,-1.136112662,9.642994385016506,-20.03603436,17.76380903552219,9.6666975,48.516365,-85.42363,104.75703,-139.24271,69.706169,-275.86429,-2.62112
-14.9,27,-16.89739967,10.13662393301159,-36.76481751,2.970018159,-3.400496892,12.33185125527941,-27.57048121,20.76948743139517,-1.133407622,9.620034786998263,-19.98832933,17.72151409077396,9.6436815,48.400848,-85.220238,104.50761,-138.91118,69.540207,-275.20746,-2.6148791
-14.8,27,-16.85707198,10.11243165136919,-36.67707381,2.962929851231575,-3.392381194,12.30241979751831,-27.50468092,20.71991853217763,-1.130702607,9.597075407932572,-19.94062476,17.67921954936767,9.6206656,48.285336,-85.016853,104.25819,-138.57965,69.374237,-274.55066,-2.6086383
-14.7,27,-16.8167439,10.08823913896068,-36.58932928,2.955841475271058,-3.384265418,12.27298805907298,-27.43888,20.67034916022687,-1.127997567,9.574115809917586,-19.89291974,17.63692460462582,9.5976496,48.169819,-84.813461,104.00876,-138.24812,69.208267,-273.89383,-2.6023977
-14.6,27,-16.77641621,10.06404685731826,-36.50158559,2.948753167006714,-3.37614972,12.24355660129322,-27.3730797,20.62078026097275,-1.125292552,9.551156430857429,-19.84521517,17.59463006323037,9.5746336,48.054306,-84.610077,103.75934,-137.91658,69.042305,-273.23703,-2.5961568
-14.5,27,-16.73608814,10.03985434478836,-36.41384106,2.941664790808272,-3.368033945,12.21412486284516,-27.30727878,20.57121088901664,-1.122587511,9.528196832831878,-19.79751014,17.55233511846782,9.5516176,47.938789,-84.406685,103.50992,-137.58505,68.876335,-272.5802,-2.589916
-14.4,27,-16.69576006,10.01566183250124,-36.32609653,2.934576415085683,-3.359918169,12.18469312441183,-27.24147786,20.52164151708942,-1.119882471,9.505237234811158,-19.74980512,17.51004017371474,9.5286016,47.823273,-84.203293,103.2605,-137.25352,68.710373,-271.92337,-2.5836754
-14.3,27,-16.65543237,9.991469550737428,-36.23835284,2.927488106583414,-3.351802471,12.15526166663292,-27.17567756,20.47207261783695,-1.117177456,9.482277855732198,-19.70210054,17.46774563228244,9.5055857,47.70776,-83.999901,103.01108,-136.922,68.544403,-271.26657,-2.5774345
-14.2,27,-16.61510429,9.967277038450314,-36.15060831,2.920399730860826,-3.343686696,12.12582992820336,-27.10987664,20.42250324591711,-1.114472416,9.459318257713935,-19.65439552,17.42545068753417,9.4825697,47.592243,-83.796516,102.76166,-136.59047,68.378433,-270.60974,-2.5711937
-14.1,27,-16.5747766,9.943084756686501,-36.06286461,2.913311422358557,-3.335570998,12.09639847041267,-27.04407634,20.37293434664156,-1.111767401,9.436358878646516,-19.60669095,17.38315614612448,9.4595537,47.47673,-83.593124,102.51224,-136.25894,68.212471,-269.95291,-2.5649531
-14,27,-16.53444852,9.918892244399387,-35.97512008,2.906223046635972,-3.327455223,12.06696673,-26.97827542,20.32336497,-1.109062361,9.413399280601135,-19.55898592,17.34086120132307,9.4365377,47.361214,-83.389732,102.26281,-135.9274,68.046501,-269.29608,-2.5587122
-13.9,27,-16.49412044,9.894699731869478,-35.88737555,2.899134670437512,-3.319339447,12.03753499353127,-26.9124745,20.27379560275821,-1.10635732,9.390439682601832,-19.5112809,17.29856625661196,9.4135218,47.245697,-83.186348,102.01339,-135.59587,67.880531,-268.63928,-2.5524714
-13.8,27,-16.45379275,9.870507450348461,-35.79963186,2.892046362411119,-3.311223749,12.00810353574519,-26.8466742,20.22422670349169,-1.103652306,9.367480303534592,-19.46357633,17.25627171520263,9.3905058,47.130184,-82.982956,101.76397,-135.26434,67.714569,-267.98245,-2.5462308
-13.7,27,-16.41346467,9.846314937818546,-35.71188733,2.884957986212648,-3.303107974,11.97867179729713,-26.78087328,20.17465733153559,-1.100947265,9.344520705529337,-19.4158713,17.21397677047985,9.3674898,47.014668,-82.779564,101.51455,-134.93282,67.548599,-267.32562,-2.5399899
-13.6,27,-16.37313698,9.822122656176134,-35.62414364,2.877869677948322,-3.294992276,11.94924034,-26.71507298,20.12508843231937,-1.09824225,9.321561326424128,-19.36816673,17.17168222899611,9.3444748,46.899155,-82.57618,101.26513,-134.60129,67.382637,-266.66882,-2.5337493
-13.5,27,-16.3328089,9.797930143767621,-35.53639911,2.870781301987794,-3.2868765,11.91980860109787,-26.64927206,20.07551906038135,-1.09553721,9.298601728416564,-19.3204617,17.12938728426881,9.3214579,46.783638,-82.372787,101.0157,-134.26976,67.216667,-266.01199,-2.5275085
-13.4,27,-16.29248083,9.773737631,-35.44865458,2.863692926265198,-3.278760725,11.89037686260949,-26.58347114,20.02594968834623,-1.09283217,9.275642130404092,-19.27275668,17.08709233953189,9.2984419,46.668121,-82.169395,100.76628,-133.93822,67.050697,-265.35516,-2.5212677
-13.3,27,-16.25215313,9.749545349716689,-35.36091088,2.856604618,-3.270645027,11.86094540488479,-26.51767084,19.97638078920002,-1.090127155,9.252682751,-19.22505211,17.04479779813641,9.2754269,46.552608,-81.966011,100.51686,-133.60669,66.884735,-264.69836,-2.515027
-13.2,27,-16.21182506,9.725352837429567,-35.27316635,2.849516242040327,-3.262529252,11.83151366647163,-26.45186992,19.92681142,-1.087422114,9.229723153315932,-19.17734708,17.00250285336908,9.2524109,46.437092,-81.762619,100.26744,-133.27516,66.718765,-264.04153,-2.5087862
-13.1,27,-16.17149736,9.701160555665762,-35.18542266,2.842427933538072,-3.254413554,11.80208220865063,-26.38606963,19.87724251797737,-1.0847171,9.206763774250181,-19.12964251,16.96020831196267,9.2293949,46.321579,-81.559227,100.01802,-132.94363,66.552795,-263.38474,-2.5025454
-13,27,-16.13116929,9.676968043257254,-35.09767813,2.835339557577562,-3.246297778,11.77265047021099,-26.3202687,19.82767314603775,-1.082012059,9.183804176218802,-19.08193749,16.91791337,9.2063789,46.206062,-81.355843,99.768593,-132.61211,66.386833,-262.72791,-2.4963048
-12.9,27,-16.09084121,9.652775530848739,-35.0099336,2.828251181617031,-3.238182003,11.74321873178399,-26.25446778,19.77810377412294,-1.079307019,9.160844578187286,-19.03423246,16.87561842241445,9.183363,46.090546,-81.152451,99.519173,-132.28056,66.220863,-262.07108,-2.4900639
-12.8,27,-16.05051352,9.628583249084938,-34.92218991,2.821162873114787,-3.230066305,11.71378727,-26.18866748,19.72853487,-1.076602004,9.137885199,-18.98652789,16.83332388100811,9.160347,45.975033,-80.949059,99.269753,-131.94904,66.054893,-261.41428,-2.4838231
-12.7,27,-16.01018544,9.604390736797811,-34.83444538,2.814074497,-3.221950529,11.68435553554983,-26.12286656,19.67896550290029,-1.073896964,9.114925601093512,-18.93882286,16.79102893624064,9.137331,45.859516,-80.745667,99.020332,-131.61751,65.888931,-260.75745,-2.4775825
-12.6,27,-15.96985775,9.580198455155401,-34.74670168,2.806986189,-3.213834831,11.65492407782513,-26.05706627,19.62939660375408,-1.071191949,9.091966222033344,-18.89111829,16.74873439484518,9.114315,45.744003,-80.542282,98.770912,-131.28598,65.722961,-260.10062,-2.4713416
-12.5,27,-15.92952967,9.556005943,-34.65895715,2.799897813167307,-3.205719056,11.62549233933676,-25.99126534,19.57982723171896,-1.068486909,9.069006624020954,-18.84341327,16.70643945010842,9.0912991,45.628487,-80.33889,98.521492,-130.95445,65.556992,-259.44379,-2.4651008
-12.4,27,-15.88920159,9.531813430338374,-34.57121262,2.792809437206797,-3.197603281,11.59606060089791,-25.92546442,19.53025785978092,-1.065781868,9.046047026013333,-18.79570824,16.66414450538101,9.0682831,45.51297,-80.135498,98.272064,-130.62292,65.391029,-258.78699,-2.4588602
-12.3,27,-15.8488739,9.507621148695959,-34.48346893,2.785721128942463,-3.189487583,11.56662914,-25.85966413,19.48068896056472,-1.063076853,9.023087646908197,-18.74800367,16.62184996,9.0452671,45.397457,-79.932114,98.022644,-130.2914,65.22506,-258.13016,-2.4526193
-12.2,27,-15.80854582,9.483428636287448,-34.3957244,2.778632752981942,-3.181371807,11.53719740468943,-25.7938632,19.43111958860859,-1.060371813,9.000128048903024,-18.70029865,16.57955501917479,9.0222511,45.28194,-79.728722,97.773224,-129.95985,65.059097,-257.47333,-2.4463785
-12.1,27,-15.76821813,9.459236354523636,-34.30798071,2.771544444479678,-3.173256109,11.50776594690334,-25.72806291,19.38155068934208,-1.057666798,8.977168669835658,-18.65259407,16.53726047776521,8.9992352,45.166428,-79.525337,97.523804,-129.62833,64.893127,-256.81653,-2.4401379
-12,27,-15.72789005,9.435043842175821,-34.22023618,2.764456068638117,-3.165140334,11.47833420845363,-25.66226198,19.33198131738273,-1.054961758,8.954209071836361,-18.60488905,16.49496553305412,8.9762192,45.050911,-79.321945,97.274384,-129.2968,64.727158,-256.1597,-2.433897
-11.9,27,-15.68756198,9.410851329767311,-34.13249165,2.757367692677596,-3.157024558,11.44890247002195,-25.59646106,19.28241194545874,-1.052256717,8.931249473790912,-18.55718402,16.45267058825256,8.9532032,44.935394,-79.118553,97.024956,-128.96527,64.561195,-255.50288,-2.4276562
-11.8,27,-15.64723429,9.386659048064192,-34.04474795,2.750279384294288,-3.14890886,11.41947101223128,-25.53066077,19.23284304618323,-1.049551703,8.908290094723624,-18.50947945,16.41037604684314,8.9301872,44.819881,-78.915161,96.775536,-128.63374,64.395226,-254.84607,-2.4214156
-11.7,27,-15.60690621,9.362466535716381,-33.95700342,2.743191008452733,-3.140793085,11.39003927380171,-25.46485984,19.18327367426337,-1.046846662,8.885330496705242,-18.46177443,16.36808110209464,8.9071712,44.704365,-78.711777,96.526115,-128.30222,64.229256,-254.18924,-2.4151747
-11.6,27,-15.56657852,9.338274254013266,-33.86925973,2.736102700069432,-3.132677387,11.36060781602279,-25.39905955,19.13370477501089,-1.044141648,8.862371117626392,-18.41406986,16.32578656066255,8.8841553,44.588852,-78.508385,96.276695,-127.97068,64.063293,-253.53242,-2.4089341
-11.5,27,-15.52625044,9.314081741604765,-33.7815152,2.729014324108933,-3.124561611,11.33117607758947,-25.33325863,19.08413540308368,-1.041436607,8.839411519605564,-18.36636483,16.28349161590926,8.8611393,44.473335,-78.304993,96.027275,-127.63914,63.897324,-252.87561,-2.4026933
-11.4,27,-15.48592236,9.289889229256941,-33.69377067,2.721925948267353,-3.116445836,11.30174433914141,-25.2674577,19.03456603112757,-1.038731567,8.816451922,-18.3186598,16.24119667114675,8.8381233,44.357819,-78.101608,95.777855,-127.30762,63.731358,-252.21878,-2.3964524
-11.3,27,-15.44559467,9.265696947553829,-33.60602698,2.71483764,-3.108330138,11.27231288136164,-25.20165741,18.98499713187344,-1.036026552,8.793492542519898,-18.27095523,16.19890212975134,8.8151073,44.242306,-77.898216,95.528435,-126.97609,63.565392,-251.56197,-2.3902118
-11.2,27,-15.40526659,9.241504435145325,-33.51828245,2.707749263923549,-3.100214363,11.24288114291631,-25.13585649,18.93542775992268,-1.033321511,8.770532945,-18.22325021,16.15660718500967,8.7920914,44.126789,-77.694824,95.279007,-126.64455,63.399422,-250.90514,-2.383971
-11.1,27,-15.3649389,9.217312153502904,-33.43053875,2.700660955659208,-3.092098665,11.21344968515521,-25.07005619,18.88585886070513,-1.030616497,8.747573565439216,-18.17554564,16.11431264360319,8.7690754,44.011276,-77.49144,95.029587,-126.31303,63.233456,-250.24832,-2.3777301
-11,27,-15.32461082,9.193119641094386,-33.34279422,2.693572579698669,-3.083982889,11.18401794669268,-25.00425527,18.83628948872067,-1.027911456,8.724613967420959,-18.12784061,16.07201769885493,8.7460594,43.89576,-77.288048,94.780167,-125.9815,63.06749,-249.59151,-2.3714895
-10.9,27,-15.28428275,9.168927128685882,-33.25504969,2.686484203738162,-3.075867114,11.15458620827384,-24.93845434,18.78672011682182,-1.025206416,8.701654369376426,-18.08013559,16.02972275405518,8.7230434,43.780243,-77.084656,94.530746,-125.64996,62.90152,-248.93468,-2.3652487
-10.8,27,-15.24395505,9.144734847043468,-33.167306,2.679395895473832,-3.067751416,11.12515475051341,-24.87265405,18.73715122,-1.022501401,8.678694990310648,-18.03243101,15.98742821264871,8.7000275,43.66473,-76.881271,94.281326,-125.31844,62.735554,-248.27786,-2.3590078
-10.7,27,-15.20362698,9.120542334634951,-33.07956147,2.67230752,-3.05963564,11.09572301203591,-24.80685313,18.68758184559179,-1.019796361,8.655735392295751,-17.98472599,15.94513326790704,8.6770115,43.549213,-76.677879,94.031898,-124.98691,62.569588,-247.62105,-2.3527672
-10.6,27,-15.16329928,9.096350052931829,-32.99181778,2.665219211129985,-3.051519942,11.06629155427466,-24.74105283,18.63801294637395,-1.017091346,8.632776013235555,-17.93702142,15.90283872651152,8.6539955,43.433701,-76.474487,93.782478,-124.65538,62.403622,-246.96423,-2.3465264
-10.5,27,-15.12297121,9.072157540523332,-32.90407325,2.658130835169489,-3.043404167,11.03685981582578,-24.67525191,18.58844357441623,-1.014386306,8.609816415,-17.88931639,15.86054378174911,8.6309795,43.318184,-76.271103,93.533058,-124.32384,62.237656,-246.3074,-2.3402855
-10.4,27,-15.08264313,9.047965028114813,-32.81632872,2.651042459,-3.035288392,11.00742807738209,-24.60945099,18.53887420246871,-1.011681265,8.586856817189231,-17.84161137,15.81824883699577,8.6079636,43.202667,-76.067711,93.283638,-123.99232,62.071686,-245.65059,-2.3340449
