variable,batch,rcp,gcm,model,year,ssp,global_damages_constant_model_collapsed,anomaly
damages,batch0,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23737907048.019115,0.368346631526947
damages,batch0,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22445862341.832874,0.368346631526947
damages,batch1,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23409378925.833344,0.368346631526947
damages,batch1,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22089521627.098633,0.368346631526947
damages,batch10,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23379145806.979893,0.368346631526947
damages,batch10,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22111468261.688442,0.368346631526947
damages,batch11,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23304476349.043674,0.368346631526947
damages,batch11,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22015574688.46098,0.368346631526947
damages,batch12,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23032995889.769485,0.368346631526947
damages,batch12,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-21741441344.116734,0.368346631526947
damages,batch13,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23227387031.151836,0.368346631526947
damages,batch13,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-21943850214.883667,0.368346631526947
damages,batch14,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23156910125.04799,0.368346631526947
damages,batch14,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-21874815609.27041,0.368346631526947
damages,batch2,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23520897108.677155,0.368346631526947
damages,batch2,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22239546289.25054,0.368346631526947
damages,batch3,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23392672472.78542,0.368346631526947
damages,batch3,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22102223927.442104,0.368346631526947
damages,batch4,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23441570123.543636,0.368346631526947
damages,batch4,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22142338785.940285,0.368346631526947
damages,batch5,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23076706477.15847,0.368346631526947
damages,batch5,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-21760092333.145824,0.368346631526947
damages,batch6,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23488788418.186104,0.368346631526947
damages,batch6,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22177377947.081875,0.368346631526947
damages,batch7,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23606994065.162395,0.368346631526947
damages,batch7,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22313332308.348755,0.368346631526947
damages,batch8,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23418167193.59537,0.368346631526947
damages,batch8,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22136866540.960365,0.368346631526947
damages,batch9,rcp45,ACCESS1-0,IIASA GDP,2018,SSP3,-23505774226.454758,0.368346631526947
damages,batch9,rcp45,ACCESS1-0,OECD Env-Growth,2018,SSP3,-22205710215.898514,0.368346631526947
damages,batch0,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23273683708.503944,0.3966790437698364
damages,batch0,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-22971462264.421467,0.3966790437698364
damages,batch1,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23392797076.332153,0.3966790437698364
damages,batch1,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-23143911788.428673,0.3966790437698364
damages,batch10,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23486373716.800755,0.3966790437698364
damages,batch10,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-23240505286.55768,0.3966790437698364
damages,batch11,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23267278718.744026,0.3966790437698364
damages,batch11,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-22955517189.64805,0.3966790437698364
damages,batch12,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23495737620.76701,0.3966790437698364
damages,batch12,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-23242716459.867275,0.3966790437698364
damages,batch13,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23049017761.64127,0.3966790437698364
damages,batch13,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-22764931856.273808,0.3966790437698364
damages,batch14,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23178917909.662506,0.3966790437698364
damages,batch14,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-22907853245.72014,0.3966790437698364
damages,batch2,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23135444012.128025,0.3966790437698364
damages,batch2,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-22883869387.452057,0.3966790437698364
damages,batch3,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23151564240.361195,0.3966790437698364
damages,batch3,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-22866221448.249725,0.3966790437698364
damages,batch4,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23354376111.328873,0.3966790437698364
damages,batch4,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-23088700519.08867,0.3966790437698364
damages,batch5,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23815444226.739143,0.3966790437698364
damages,batch5,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-23561150434.421635,0.3966790437698364
damages,batch6,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23107542671.96121,0.3966790437698364
damages,batch6,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-22858102851.390366,0.3966790437698364
damages,batch7,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23158680599.29616,0.3966790437698364
damages,batch7,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-22893516310.349586,0.3966790437698364
damages,batch8,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-23353481827.220837,0.3966790437698364
damages,batch8,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-23075420259.551918,0.3966790437698364
damages,batch9,rcp45,ACCESS1-0,IIASA GDP,2019,SSP3,-22930284810.3887,0.3966790437698364
damages,batch9,rcp45,ACCESS1-0,OECD Env-Growth,2019,SSP3,-22658790885.769577,0.3966790437698364
damages,batch0,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-19639594834.57887,0.4165993928909302
damages,batch0,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19336090326.92563,0.4165993928909302
damages,batch1,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-19976980527.568893,0.4165993928909302
damages,batch1,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19672389949.165295,0.4165993928909302
damages,batch10,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-19552794816.765846,0.4165993928909302
damages,batch10,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19234744795.26052,0.4165993928909302
damages,batch11,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-20010613749.03312,0.4165993928909302
damages,batch11,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19708055777.24124,0.4165993928909302
damages,batch12,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-20090947974.97253,0.4165993928909302
damages,batch12,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19800405604.235516,0.4165993928909302
damages,batch13,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-19735691245.199993,0.4165993928909302
damages,batch13,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19410293140.150646,0.4165993928909302
damages,batch14,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-19979189346.642788,0.4165993928909302
damages,batch14,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19671641242.311565,0.4165993928909302
damages,batch2,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-19900622004.084595,0.4165993928909302
damages,batch2,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19589785133.67175,0.4165993928909302
damages,batch3,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-19623852395.202904,0.4165993928909302
damages,batch3,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19284368001.40715,0.4165993928909302
damages,batch4,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-19966094230.980244,0.4165993928909302
damages,batch4,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19656685267.32212,0.4165993928909302
damages,batch5,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-20035551660.02744,0.4165993928909302
damages,batch5,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19698942577.051056,0.4165993928909302
damages,batch6,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-20013968322.221645,0.4165993928909302
damages,batch6,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19737217778.034485,0.4165993928909302
damages,batch7,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-19814919421.750877,0.4165993928909302
damages,batch7,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19472331992.290104,0.4165993928909302
damages,batch8,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-19867598480.75085,0.4165993928909302
damages,batch8,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19555512073.44426,0.4165993928909302
damages,batch9,rcp45,ACCESS1-0,IIASA GDP,2020,SSP3,-20045365121.64133,0.4165993928909302
damages,batch9,rcp45,ACCESS1-0,OECD Env-Growth,2020,SSP3,-19725446445.75496,0.4165993928909302
damages,batch0,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21096949804.975094,0.429280936717987
damages,batch0,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20283678700.90103,0.429280936717987
damages,batch1,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21064841793.396797,0.429280936717987
damages,batch1,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20282460879.981525,0.429280936717987
damages,batch10,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21377893469.665005,0.429280936717987
damages,batch10,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20543796890.346428,0.429280936717987
damages,batch11,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21553467375.756332,0.429280936717987
damages,batch11,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20744820083.05513,0.429280936717987
damages,batch12,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21124779347.064964,0.429280936717987
damages,batch12,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20314304062.996166,0.429280936717987
damages,batch13,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21411600541.818752,0.429280936717987
damages,batch13,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20576018223.451508,0.429280936717987
damages,batch14,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-20852540638.809856,0.429280936717987
damages,batch14,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20033374683.11192,0.429280936717987
damages,batch2,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21572007560.132412,0.429280936717987
damages,batch2,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20777109240.242268,0.429280936717987
damages,batch3,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21307064204.40849,0.429280936717987
damages,batch3,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20516363055.26183,0.429280936717987
damages,batch4,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21139471545.292667,0.429280936717987
damages,batch4,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20339242590.644833,0.429280936717987
damages,batch5,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-20836792875.464836,0.429280936717987
damages,batch5,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20003034228.91786,0.429280936717987
damages,batch6,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21149840363.92779,0.429280936717987
damages,batch6,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20357166954.923088,0.429280936717987
damages,batch7,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21142381454.190887,0.429280936717987
damages,batch7,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20296863329.440414,0.429280936717987
damages,batch8,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21192626770.128914,0.429280936717987
damages,batch8,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20409985316.74493,0.429280936717987
damages,batch9,rcp45,ACCESS1-0,IIASA GDP,2021,SSP3,-21249965501.958694,0.429280936717987
damages,batch9,rcp45,ACCESS1-0,OECD Env-Growth,2021,SSP3,-20472659572.722946,0.429280936717987
damages,batch0,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-25927066239.06776,0.4569970369338989
damages,batch0,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-25958877516.471024,0.4569970369338989
damages,batch1,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-25915373433.030052,0.4569970369338989
damages,batch1,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-25923597210.775204,0.4569970369338989
damages,batch10,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26307996691.14979,0.4569970369338989
damages,batch10,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26333495126.448513,0.4569970369338989
damages,batch11,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26319459865.097626,0.4569970369338989
damages,batch11,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26301056119.073086,0.4569970369338989
damages,batch12,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26325925833.27428,0.4569970369338989
damages,batch12,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26340649711.801117,0.4569970369338989
damages,batch13,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26207432093.29577,0.4569970369338989
damages,batch13,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26174691226.22767,0.4569970369338989
damages,batch14,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26270815503.53535,0.4569970369338989
damages,batch14,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26296958842.17195,0.4569970369338989
damages,batch2,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26496789460.29683,0.4569970369338989
damages,batch2,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26520627375.03335,0.4569970369338989
damages,batch3,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26181642951.46411,0.4569970369338989
damages,batch3,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26217882131.653763,0.4569970369338989
damages,batch4,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26047264905.383995,0.4569970369338989
damages,batch4,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26051935445.321156,0.4569970369338989
damages,batch5,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26239315960.857697,0.4569970369338989
damages,batch5,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26196752348.203667,0.4569970369338989
damages,batch6,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-25870298149.623535,0.4569970369338989
damages,batch6,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-25850474654.070366,0.4569970369338989
damages,batch7,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-25903844183.635326,0.4569970369338989
damages,batch7,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-25918244048.214058,0.4569970369338989
damages,batch8,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26091179762.69098,0.4569970369338989
damages,batch8,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26075573998.986664,0.4569970369338989
damages,batch9,rcp45,ACCESS1-0,IIASA GDP,2022,SSP3,-26087729104.997746,0.4569970369338989
damages,batch9,rcp45,ACCESS1-0,OECD Env-Growth,2022,SSP3,-26093098087.1451,0.4569970369338989
damages,batch0,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45874981293.78995,0.4800713658332824
damages,batch0,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-44958884483.09908,0.4800713658332824
damages,batch1,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45857203700.78852,0.4800713658332824
damages,batch1,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-44986705111.75145,0.4800713658332824
damages,batch10,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45862079302.37974,0.4800713658332824
damages,batch10,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-44988340668.5246,0.4800713658332824
damages,batch11,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45989550904.953804,0.4800713658332824
damages,batch11,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-45107164815.858665,0.4800713658332824
damages,batch12,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45992570274.15635,0.4800713658332824
damages,batch12,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-45071715552.75306,0.4800713658332824
damages,batch13,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45468278873.350006,0.4800713658332824
damages,batch13,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-44575096116.68404,0.4800713658332824
damages,batch14,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45988233818.88351,0.4800713658332824
damages,batch14,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-45073853065.28375,0.4800713658332824
damages,batch2,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45719486729.13825,0.4800713658332824
damages,batch2,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-44806865360.749405,0.4800713658332824
damages,batch3,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45667707122.637024,0.4800713658332824
damages,batch3,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-44738709240.8532,0.4800713658332824
damages,batch4,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-46269963780.03453,0.4800713658332824
damages,batch4,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-45376266343.88595,0.4800713658332824
damages,batch5,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-46129393082.72826,0.4800713658332824
damages,batch5,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-45232382465.55065,0.4800713658332824
damages,batch6,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45525868994.23137,0.4800713658332824
damages,batch6,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-44624730304.85976,0.4800713658332824
damages,batch7,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45740399792.13975,0.4800713658332824
damages,batch7,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-44843388472.39784,0.4800713658332824
damages,batch8,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-45760466933.389496,0.4800713658332824
damages,batch8,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-44832690661.026436,0.4800713658332824
damages,batch9,rcp45,ACCESS1-0,IIASA GDP,2023,SSP3,-46023294948.863495,0.4800713658332824
damages,batch9,rcp45,ACCESS1-0,OECD Env-Growth,2023,SSP3,-45085082345.82264,0.4800713658332824
damages,batch0,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-58934195265.17936,0.5079278349876404
damages,batch0,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59157537902.63623,0.5079278349876404
damages,batch1,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59674700509.03651,0.5079278349876404
damages,batch1,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59903506623.64056,0.5079278349876404
damages,batch10,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59494026589.62209,0.5079278349876404
damages,batch10,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59778114393.701164,0.5079278349876404
damages,batch11,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59813289994.68191,0.5079278349876404
damages,batch11,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-60082597640.1876,0.5079278349876404
damages,batch12,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-58921473130.010635,0.5079278349876404
damages,batch12,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59119718941.4134,0.5079278349876404
damages,batch13,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-58784155618.66268,0.5079278349876404
damages,batch13,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-58963338280.669426,0.5079278349876404
damages,batch14,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59304700479.36046,0.5079278349876404
damages,batch14,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59546279032.28133,0.5079278349876404
damages,batch2,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59508289921.4283,0.5079278349876404
damages,batch2,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59759704183.7742,0.5079278349876404
damages,batch3,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59340808488.09628,0.5079278349876404
damages,batch3,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59604711527.40628,0.5079278349876404
damages,batch4,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59081960764.98637,0.5079278349876404
damages,batch4,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59361262141.62931,0.5079278349876404
damages,batch5,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59230864258.999535,0.5079278349876404
damages,batch5,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59422498973.56709,0.5079278349876404
damages,batch6,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-58806865518.65513,0.5079278349876404
damages,batch6,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59044706055.27337,0.5079278349876404
damages,batch7,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59205248980.077034,0.5079278349876404
damages,batch7,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59420660050.16733,0.5079278349876404
damages,batch8,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59423016539.881,0.5079278349876404
damages,batch8,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59657353995.61683,0.5079278349876404
damages,batch9,rcp45,ACCESS1-0,IIASA GDP,2024,SSP3,-59294158332.78683,0.5079278349876404
damages,batch9,rcp45,ACCESS1-0,OECD Env-Growth,2024,SSP3,-59549114076.9478,0.5079278349876404
damages,batch0,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-63231017610.36151,0.5330224633216858
damages,batch0,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-64618671399.23816,0.5330224633216858
damages,batch1,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-63099277188.77687,0.5330224633216858
damages,batch1,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-64544194987.8683,0.5330224633216858
damages,batch10,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-63198270157.36302,0.5330224633216858
damages,batch10,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-64563062113.005646,0.5330224633216858
damages,batch11,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-63065143636.71481,0.5330224633216858
damages,batch11,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-64432359695.13867,0.5330224633216858
damages,batch12,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-63458013001.97575,0.5330224633216858
damages,batch12,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-64837931795.794464,0.5330224633216858
damages,batch13,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-63942999735.47901,0.5330224633216858
damages,batch13,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-65277322519.75496,0.5330224633216858
damages,batch14,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-62495813634.34657,0.5330224633216858
damages,batch14,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-63910955860.76368,0.5330224633216858
damages,batch2,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-63489059012.54712,0.5330224633216858
damages,batch2,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-64854598971.20561,0.5330224633216858
damages,batch3,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-62595850798.25736,0.5330224633216858
damages,batch3,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-63930259175.55681,0.5330224633216858
damages,batch4,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-62990195995.84663,0.5330224633216858
damages,batch4,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-64354736090.499855,0.5330224633216858
damages,batch5,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-62362382091.29703,0.5330224633216858
damages,batch5,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-63745146315.52295,0.5330224633216858
damages,batch6,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-62475607851.91072,0.5330224633216858
damages,batch6,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-63818182406.58194,0.5330224633216858
damages,batch7,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-63315214623.93097,0.5330224633216858
damages,batch7,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-64707794443.08471,0.5330224633216858
damages,batch8,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-63274576415.55112,0.5330224633216858
damages,batch8,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-64640698798.67811,0.5330224633216858
damages,batch9,rcp45,ACCESS1-0,IIASA GDP,2025,SSP3,-62859013594.85213,0.5330224633216858
damages,batch9,rcp45,ACCESS1-0,OECD Env-Growth,2025,SSP3,-64266723211.04634,0.5330224633216858
damages,batch0,rcp45,ACCESS1-0,IIASA GDP,2026,SSP3,-56572994089.58608,0.5601922869682312
damages,batch0,rcp45,ACCESS1-0,OECD Env-Growth,2026,SSP3,-55890007947.69595,0.5601922869682312
damages,batch1,rcp45,ACCESS1-0,IIASA GDP,2026,SSP3,-56721703481.78067,0.5601922869682312
damages,batch1,rcp45,ACCESS1-0,OECD Env-Growth,2026,SSP3,-55993521273.355515,0.5601922869682312
damages,batch10,rcp45,ACCESS1-0,IIASA GDP,2026,SSP3,-56748074910.47222,0.5601922869682312
damages,batch10,rcp45,ACCESS1-0,OECD Env-Growth,2026,SSP3,-56013392938.02923,0.5601922869682312
damages,batch11,rcp45,ACCESS1-0,IIASA GDP,2026,SSP3,-56392935933.028244,0.5601922869682312
damages,batch11,rcp45,ACCESS1-0,OECD Env-Growth,2026,SSP3,-55685446414.79558,0.5601922869682312
damages,batch12,rcp45,ACCESS1-0,IIASA GDP,2026,SSP3,-56782535425.38381,0.5601922869682312
damages,batch12,rcp45,ACCESS1-0,OECD Env-Growth,2026,SSP3,-56109539655.86488,0.5601922869682312
