city,country,Region_ID,year_2020,year_2021,year_2022,year_2023,year_2024,year_2025,year_2026,year_2027,year_2028,year_2029,year_2030,year_2031,year_2032,year_2033,year_2034,year_2035,year_2036,year_2037,year_2038,year_2039,year_2040,year_2041,year_2042,year_2043,year_2044,year_2045,year_2046,year_2047,year_2048,year_2049,year_2050,year_2051,year_2052,year_2053,year_2054,year_2055,year_2056,year_2057,year_2058,year_2059,year_2060,year_2061,year_2062,year_2063,year_2064,year_2065,year_2066,year_2067,year_2068,year_2069,year_2070,year_2071,year_2072,year_2073,year_2074,year_2075,year_2076,year_2077,year_2078,year_2079,year_2080,year_2081,year_2082,year_2083,year_2084,year_2085,year_2086,year_2087,year_2088,year_2089,year_2090,year_2091,year_2092,year_2093,year_2094,year_2095,year_2096,year_2097,year_2098,year_2099
Brussels,Belgium,BEL.2.2.4.R47143224496e2c2a,1039734.99546,1039734.99546,1039734.99546,1039734.99546,1039734.99546,1041574.92761,1041574.92761,1041574.92761,1041574.92761,1041574.92761,1037948.1409799999,1037948.1409799999,1037948.1409799999,1037948.1409799999,1037948.1409799999,1030848.15341,1030848.15341,1030848.15341,1030848.15341,1030848.15341,1019886.088,1019886.088,1019886.088,1019886.088,1019886.088,1004374.55039,1004374.55039,1004374.55039,1004374.55039,1004374.55039,984066.4660870001,984066.4660870001,984066.4660870001,984066.4660870001,984066.4660870001,960108.470074,960108.470074,960108.470074,960108.470074,960108.470074,933680.822616,933680.822616,933680.822616,933680.822616,933680.822616,905202.945667,905202.945667,905202.945667,905202.945667,905202.945667,875547.8147799999,875547.8147799999,875547.8147799999,875547.8147799999,875547.8147799999,844790.117694,844790.117694,844790.117694,844790.117694,844790.117694,812964.260483,812964.260483,812964.260483,812964.260483,812964.260483,779801.3148439999,779801.3148439999,779801.3148439999,779801.3148439999,779801.3148439999,745297.464792,745297.464792,745297.464792,745297.464792,745297.464792,709603.572197,709603.572197,709603.572197,709603.572197,709603.572197
Essen,Germany,DEU.10.26.273,531105.54467,531105.54467,531105.54467,531105.54467,531105.54467,520529.57109700004,520529.57109700004,520529.57109700004,520529.57109700004,520529.57109700004,507380.75346000004,507380.75346000004,507380.75346000004,507380.75346000004,507380.75346000004,492706.403979,492706.403979,492706.403979,492706.403979,492706.403979,476575.06989700004,476575.06989700004,476575.06989700004,476575.06989700004,476575.06989700004,458597.592981,458597.592981,458597.592981,458597.592981,458597.592981,438753.890825,438753.890825,438753.890825,438753.890825,438753.890825,417927.925882,417927.925882,417927.925882,417927.925882,417927.925882,397304.321877,397304.321877,397304.321877,397304.321877,397304.321877,377307.895614,377307.895614,377307.895614,377307.895614,377307.895614,357963.793576,357963.793576,357963.793576,357963.793576,357963.793576,338947.450791,338947.450791,338947.450791,338947.450791,338947.450791,319973.197713,319973.197713,319973.197713,319973.197713,319973.197713,301207.816096,301207.816096,301207.816096,301207.816096,301207.816096,282967.382967,282967.382967,282967.382967,282967.382967,282967.382967,265316.978961,265316.978961,265316.978961,265316.978961,265316.978961
Cleveland,United States,USA.36.2064,1424866.31419,1424866.31419,1424866.31419,1424866.31419,1424866.31419,1449401.99801,1449401.99801,1449401.99801,1449401.99801,1449401.99801,1461970.13171,1461970.13171,1461970.13171,1461970.13171,1461970.13171,1469507.67799,1469507.67799,1469507.67799,1469507.67799,1469507.67799,1468736.62713,1468736.62713,1468736.62713,1468736.62713,1468736.62713,1462449.00333,1462449.00333,1462449.00333,1462449.00333,1462449.00333,1448420.85862,1448420.85862,1448420.85862,1448420.85862,1448420.85862,1432728.0072700002,1432728.0072700002,1432728.0072700002,1432728.0072700002,1432728.0072700002,1413226.14133,1413226.14133,1413226.14133,1413226.14133,1413226.14133,1392493.3552299999,1392493.3552299999,1392493.3552299999,1392493.3552299999,1392493.3552299999,1366494.37559,1366494.37559,1366494.37559,1366494.37559,1366494.37559,1337779.24005,1337779.24005,1337779.24005,1337779.24005,1337779.24005,1302736.3596,1302736.3596,1302736.3596,1302736.3596,1302736.3596,1265280.54935,1265280.54935,1265280.54935,1265280.54935,1265280.54935,1223428.44622,1223428.44622,1223428.44622,1223428.44622,1223428.44622,1180933.59791,1180933.59791,1180933.59791,1180933.59791,1180933.59791
Bhopal,India,IND.20.264.1013,2337193.31184,2337193.31184,2337193.31184,2337193.31184,2337193.31184,2496273.72422,2496273.72422,2496273.72422,2496273.72422,2496273.72422,2654347.71671,2654347.71671,2654347.71671,2654347.71671,2654347.71671,2807146.0014,2807146.0014,2807146.0014,2807146.0014,2807146.0014,2959210.5309200003,2959210.5309200003,2959210.5309200003,2959210.5309200003,2959210.5309200003,3111884.63406,3111884.63406,3111884.63406,3111884.63406,3111884.63406,3261517.43627,3261517.43627,3261517.43627,3261517.43627,3261517.43627,3400675.40736,3400675.40736,3400675.40736,3400675.40736,3400675.40736,3527834.7853699997,3527834.7853699997,3527834.7853699997,3527834.7853699997,3527834.7853699997,3644740.8941599997,3644740.8941599997,3644740.8941599997,3644740.8941599997,3644740.8941599997,3754401.7440199996,3754401.7440199996,3754401.7440199996,3754401.7440199996,3754401.7440199996,3859588.7762599997,3859588.7762599997,3859588.7762599997,3859588.7762599997,3859588.7762599997,3960106.6564,3960106.6564,3960106.6564,3960106.6564,3960106.6564,4055107.67395,4055107.67395,4055107.67395,4055107.67395,4055107.67395,4146081.60235,4146081.60235,4146081.60235,4146081.60235,4146081.60235,4233766.77684,4233766.77684,4233766.77684,4233766.77684,4233766.77684
Hohhot,China,CHN.19.213.1414,1549250.009,1549250.009,1549250.009,1549250.009,1549250.009,1562148.67115,1562148.67115,1562148.67115,1562148.67115,1562148.67115,1563996.28115,1563996.28115,1563996.28115,1563996.28115,1563996.28115,1552775.6801,1552775.6801,1552775.6801,1552775.6801,1552775.6801,1530082.51058,1530082.51058,1530082.51058,1530082.51058,1530082.51058,1498891.45336,1498891.45336,1498891.45336,1498891.45336,1498891.45336,1461792.43112,1461792.43112,1461792.43112,1461792.43112,1461792.43112,1420147.1399700001,1420147.1399700001,1420147.1399700001,1420147.1399700001,1420147.1399700001,1376675.26281,1376675.26281,1376675.26281,1376675.26281,1376675.26281,1334148.7197,1334148.7197,1334148.7197,1334148.7197,1334148.7197,1294075.12244,1294075.12244,1294075.12244,1294075.12244,1294075.12244,1256651.92594,1256651.92594,1256651.92594,1256651.92594,1256651.92594,1223164.93056,1223164.93056,1223164.93056,1223164.93056,1223164.93056,1195342.62656,1195342.62656,1195342.62656,1195342.62656,1195342.62656,1174234.99633,1174234.99633,1174234.99633,1174234.99633,1174234.99633,1159294.7623,1159294.7623,1159294.7623,1159294.7623,1159294.7623
Pittsburgh,United States,USA.39.2250,1370456.2912299999,1370456.2912299999,1370456.2912299999,1370456.2912299999,1370456.2912299999,1394055.05408,1394055.05408,1394055.05408,1394055.05408,1394055.05408,1406143.26035,1406143.26035,1406143.26035,1406143.26035,1406143.26035,1413392.97747,1413392.97747,1413392.97747,1413392.97747,1413392.97747,1412651.37,1412651.37,1412651.37,1412651.37,1412651.37,1406603.84575,1406603.84575,1406603.84575,1406603.84575,1406603.84575,1393111.38053,1393111.38053,1393111.38053,1393111.38053,1393111.38053,1378017.7772600001,1378017.7772600001,1378017.7772600001,1378017.7772600001,1378017.7772600001,1359260.6106399999,1359260.6106399999,1359260.6106399999,1359260.6106399999,1359260.6106399999,1339319.52785,1339319.52785,1339319.52785,1339319.52785,1339319.52785,1314313.34667,1314313.34667,1314313.34667,1314313.34667,1314313.34667,1286694.7288600001,1286694.7288600001,1286694.7288600001,1286694.7288600001,1286694.7288600001,1252989.99776,1252989.99776,1252989.99776,1252989.99776,1252989.99776,1216964.47713,1216964.47713,1216964.47713,1216964.47713,1216964.47713,1176710.5407,1176710.5407,1176710.5407,1176710.5407,1176710.5407,1135838.40298,1135838.40298,1135838.40298,1135838.40298,1135838.40298
Luoyang,China,CHN.12.120.824,1634630.06561,1634630.06561,1634630.06561,1634630.06561,1634630.06561,1648239.5804299999,1648239.5804299999,1648239.5804299999,1648239.5804299999,1648239.5804299999,1650189.01327,1650189.01327,1650189.01327,1650189.01327,1650189.01327,1638350.03846,1638350.03846,1638350.03846,1638350.03846,1638350.03846,1614406.23536,1614406.23536,1614406.23536,1614406.23536,1614406.23536,1581496.2210799998,1581496.2210799998,1581496.2210799998,1581496.2210799998,1581496.2210799998,1542352.65045,1542352.65045,1542352.65045,1542352.65045,1542352.65045,1498412.26342,1498412.26342,1498412.26342,1498412.26342,1498412.26342,1452544.62617,1452544.62617,1452544.62617,1452544.62617,1452544.62617,1407674.42087,1407674.42087,1407674.42087,1407674.42087,1407674.42087,1365392.34469,1365392.34469,1365392.34469,1365392.34469,1365392.34469,1325906.7343600001,1325906.7343600001,1325906.7343600001,1325906.7343600001,1325906.7343600001,1290574.25146,1290574.25146,1290574.25146,1290574.25146,1290574.25146,1261218.64433,1261218.64433,1261218.64433,1261218.64433,1261218.64433,1238947.76049,1238947.76049,1238947.76049,1238947.76049,1238947.76049,1223184.16159,1223184.16159,1223184.16159,1223184.16159,1223184.16159
Santos,Brazil,BRA.25.Re40fc83ec83ed646,1124698.7252,1124698.7252,1124698.7252,1124698.7252,1124698.7252,1171998.69215,1171998.69215,1171998.69215,1171998.69215,1171998.69215,1215414.95237,1215414.95237,1215414.95237,1215414.95237,1215414.95237,1252657.55553,1252657.55553,1252657.55553,1252657.55553,1252657.55553,1285043.76159,1285043.76159,1285043.76159,1285043.76159,1285043.76159,1313559.6215,1313559.6215,1313559.6215,1313559.6215,1313559.6215,1337784.1566700002,1337784.1566700002,1337784.1566700002,1337784.1566700002,1337784.1566700002,1356740.96574,1356740.96574,1356740.96574,1356740.96574,1356740.96574,1371030.1573,1371030.1573,1371030.1573,1371030.1573,1371030.1573,1381936.4707,1381936.4707,1381936.4707,1381936.4707,1381936.4707,1390928.13003,1390928.13003,1390928.13003,1390928.13003,1390928.13003,1398902.18108,1398902.18108,1398902.18108,1398902.18108,1398902.18108,1407145.19713,1407145.19713,1407145.19713,1407145.19713,1407145.19713,1416522.94275,1416522.94275,1416522.94275,1416522.94275,1416522.94275,1427641.89812,1427641.89812,1427641.89812,1427641.89812,1427641.89812,1441180.1512,1441180.1512,1441180.1512,1441180.1512,1441180.1512
Jingling,China,CHN.13.142.970,1819249.3847599998,1819249.3847599998,1819249.3847599998,1819249.3847599998,1819249.3847599998,1834395.99315,1834395.99315,1834395.99315,1834395.99315,1834395.99315,1836565.59995,1836565.59995,1836565.59995,1836565.59995,1836565.59995,1823389.5009,1823389.5009,1823389.5009,1823389.5009,1823389.5009,1796741.42317,1796741.42317,1796741.42317,1796741.42317,1796741.42317,1760114.46733,1760114.46733,1760114.46733,1760114.46733,1760114.46733,1716549.92126,1716549.92126,1716549.92126,1716549.92126,1716549.92126,1667646.79403,1667646.79403,1667646.79403,1667646.79403,1667646.79403,1616598.7480000001,1616598.7480000001,1616598.7480000001,1616598.7480000001,1616598.7480000001,1566660.78644,1566660.78644,1566660.78644,1566660.78644,1566660.78644,1519603.26394,1519603.26394,1519603.26394,1519603.26394,1519603.26394,1475658.04734,1475658.04734,1475658.04734,1475658.04734,1475658.04734,1436335.02304,1436335.02304,1436335.02304,1436335.02304,1436335.02304,1403663.91823,1403663.91823,1403663.91823,1403663.91823,1403663.91823,1378877.70355,1378877.70355,1378877.70355,1378877.70355,1378877.70355,1361333.7233,1361333.7233,1361333.7233,1361333.7233,1361333.7233
Warsaw,Poland,POL.9.222,1601436.0518200002,1601436.0518200002,1601436.0518200002,1601436.0518200002,1601436.0518200002,1576496.52212,1576496.52212,1576496.52212,1576496.52212,1576496.52212,1537575.3424200001,1537575.3424200001,1537575.3424200001,1537575.3424200001,1537575.3424200001,1487730.79881,1487730.79881,1487730.79881,1487730.79881,1487730.79881,1431271.76186,1431271.76186,1431271.76186,1431271.76186,1431271.76186,1372037.64205,1372037.64205,1372037.64205,1372037.64205,1372037.64205,1311601.92019,1311601.92019,1311601.92019,1311601.92019,1311601.92019,1249556.0776799999,1249556.0776799999,1249556.0776799999,1249556.0776799999,1249556.0776799999,1183688.05075,1183688.05075,1183688.05075,1183688.05075,1183688.05075,1113002.81284,1113002.81284,1113002.81284,1113002.81284,1113002.81284,1039351.26989,1039351.26989,1039351.26989,1039351.26989,1039351.26989,966966.465309,966966.465309,966966.465309,966966.465309,966966.465309,899669.575618,899669.575618,899669.575618,899669.575618,899669.575618,838774.817912,838774.817912,838774.817912,838774.817912,838774.817912,783515.33322,783515.33322,783515.33322,783515.33322,783515.33322,731949.980589,731949.980589,731949.980589,731949.980589,731949.980589
Rabat,Morocco,MAR.11.35.R433f8d17c9514d7a,933082.185757,933082.185757,933082.185757,933082.185757,933082.185757,986227.02191,986227.02191,986227.02191,986227.02191,986227.02191,1035226.2436299999,1035226.2436299999,1035226.2436299999,1035226.2436299999,1035226.2436299999,1076966.59312,1076966.59312,1076966.59312,1076966.59312,1076966.59312,1112820.0024,1112820.0024,1112820.0024,1112820.0024,1112820.0024,1146858.41914,1146858.41914,1146858.41914,1146858.41914,1146858.41914,1180835.18325,1180835.18325,1180835.18325,1180835.18325,1180835.18325,1213277.04064,1213277.04064,1213277.04064,1213277.04064,1213277.04064,1242648.2787600001,1242648.2787600001,1242648.2787600001,1242648.2787600001,1242648.2787600001,1268318.92474,1268318.92474,1268318.92474,1268318.92474,1268318.92474,1291522.95984,1291522.95984,1291522.95984,1291522.95984,1291522.95984,1315043.07697,1315043.07697,1315043.07697,1315043.07697,1315043.07697,1341908.05156,1341908.05156,1341908.05156,1341908.05156,1341908.05156,1373539.60534,1373539.60534,1373539.60534,1373539.60534,1373539.60534,1409265.4112,1409265.4112,1409265.4112,1409265.4112,1409265.4112,1447545.4046399998,1447545.4046399998,1447545.4046399998,1447545.4046399998,1447545.4046399998
Vitória,Brazil,BRA.8.R6c3fb7e0782b50e9,796700.7219840001,796700.7219840001,796700.7219840001,796700.7219840001,796700.7219840001,830206.510665,830206.510665,830206.510665,830206.510665,830206.510665,860961.20531,860961.20531,860961.20531,860961.20531,860961.20531,887342.6781139999,887342.6781139999,887342.6781139999,887342.6781139999,887342.6781139999,910284.0340219999,910284.0340219999,910284.0340219999,910284.0340219999,910284.0340219999,930483.760111,930483.760111,930483.760111,930483.760111,930483.760111,947643.648559,947643.648559,947643.648559,947643.648559,947643.648559,961072.0477620001,961072.0477620001,961072.0477620001,961072.0477620001,961072.0477620001,971194.055532,971194.055532,971194.055532,971194.055532,971194.055532,978919.740259,978919.740259,978919.740259,978919.740259,978919.740259,985289.145075,985289.145075,985289.145075,985289.145075,985289.145075,990937.708632,990937.708632,990937.708632,990937.708632,990937.708632,996776.798413,996776.798413,996776.798413,996776.798413,996776.798413,1003419.69445,1003419.69445,1003419.69445,1003419.69445,1003419.69445,1011296.00797,1011296.00797,1011296.00797,1011296.00797,1011296.00797,1020886.07486,1020886.07486,1020886.07486,1020886.07486,1020886.07486
Quito,Ecuador,ECU.18.173.857,1857597.5957,1857597.5957,1857597.5957,1857597.5957,1857597.5957,1997593.85144,1997593.85144,1997593.85144,1997593.85144,1997593.85144,2137367.7272200002,2137367.7272200002,2137367.7272200002,2137367.7272200002,2137367.7272200002,2271936.37667,2271936.37667,2271936.37667,2271936.37667,2271936.37667,2403466.0320900003,2403466.0320900003,2403466.0320900003,2403466.0320900003,2403466.0320900003,2532607.48831,2532607.48831,2532607.48831,2532607.48831,2532607.48831,2658773.72283,2658773.72283,2658773.72283,2658773.72283,2658773.72283,2778996.07868,2778996.07868,2778996.07868,2778996.07868,2778996.07868,2893793.1433900003,2893793.1433900003,2893793.1433900003,2893793.1433900003,2893793.1433900003,3005920.32868,3005920.32868,3005920.32868,3005920.32868,3005920.32868,3116442.59443,3116442.59443,3116442.59443,3116442.59443,3116442.59443,3226352.9854200003,3226352.9854200003,3226352.9854200003,3226352.9854200003,3226352.9854200003,3335884.33667,3335884.33667,3335884.33667,3335884.33667,3335884.33667,3445138.17493,3445138.17493,3445138.17493,3445138.17493,3445138.17493,3554226.30875,3554226.30875,3554226.30875,3554226.30875,3554226.30875,3663125.94876,3663125.94876,3663125.94876,3663125.94876,3663125.94876
Antananarivo,Madagascar,MDG.1.1.7.102,1436770.84232,1436770.84232,1436770.84232,1436770.84232,1436770.84232,1641618.93833,1641618.93833,1641618.93833,1641618.93833,1641618.93833,1858221.0310400003,1858221.0310400003,1858221.0310400003,1858221.0310400003,1858221.0310400003,2077051.45207,2077051.45207,2077051.45207,2077051.45207,2077051.45207,2298884.82242,2298884.82242,2298884.82242,2298884.82242,2298884.82242,2527080.53944,2527080.53944,2527080.53944,2527080.53944,2527080.53944,2760951.04966,2760951.04966,2760951.04966,2760951.04966,2760951.04966,2993331.15675,2993331.15675,2993331.15675,2993331.15675,2993331.15675,3223038.62563,3223038.62563,3223038.62563,3223038.62563,3223038.62563,3448150.8213199996,3448150.8213199996,3448150.8213199996,3448150.8213199996,3448150.8213199996,3669608.59906,3669608.59906,3669608.59906,3669608.59906,3669608.59906,3886892.85195,3886892.85195,3886892.85195,3886892.85195,3886892.85195,4096438.62879,4096438.62879,4096438.62879,4096438.62879,4096438.62879,4296801.30155,4296801.30155,4296801.30155,4296801.30155,4296801.30155,4487447.58191,4487447.58191,4487447.58191,4487447.58191,4487447.58191,4668692.27142,4668692.27142,4668692.27142,4668692.27142,4668692.27142
Coimbatore,India,IND.31.461.1849,2318457.50815,2318457.50815,2318457.50815,2318457.50815,2318457.50815,2476262.67327,2476262.67327,2476262.67327,2476262.67327,2476262.67327,2633069.48632,2633069.48632,2633069.48632,2633069.48632,2633069.48632,2784642.88361,2784642.88361,2784642.88361,2784642.88361,2784642.88361,2935488.40776,2935488.40776,2935488.40776,2935488.40776,2935488.40776,3086938.61898,3086938.61898,3086938.61898,3086938.61898,3086938.61898,3235371.90945,3235371.90945,3235371.90945,3235371.90945,3235371.90945,3373414.33892,3373414.33892,3373414.33892,3373414.33892,3373414.33892,3499554.36044,3499554.36044,3499554.36044,3499554.36044,3499554.36044,3615523.3067400004,3615523.3067400004,3615523.3067400004,3615523.3067400004,3615523.3067400004,3724305.07479,3724305.07479,3724305.07479,3724305.07479,3724305.07479,3828648.8889800003,3828648.8889800003,3828648.8889800003,3828648.8889800003,3828648.8889800003,3928360.98071,3928360.98071,3928360.98071,3928360.98071,3928360.98071,4022600.43506,4022600.43506,4022600.43506,4022600.43506,4022600.43506,4112845.08289,4112845.08289,4112845.08289,4112845.08289,4112845.08289,4199827.34068,4199827.34068,4199827.34068,4199827.34068,4199827.34068
Daqing,China,CHN.11.101.710,1514409.1083,1514409.1083,1514409.1083,1514409.1083,1514409.1083,1527017.69396,1527017.69396,1527017.69396,1527017.69396,1527017.69396,1528823.75327,1528823.75327,1528823.75327,1528823.75327,1528823.75327,1517855.491,1517855.491,1517855.491,1517855.491,1517855.491,1495672.66549,1495672.66549,1495672.66549,1495672.66549,1495672.66549,1465183.0602799999,1465183.0602799999,1465183.0602799999,1465183.0602799999,1465183.0602799999,1428918.35357,1428918.35357,1428918.35357,1428918.35357,1428918.35357,1388209.61846,1388209.61846,1388209.61846,1388209.61846,1388209.61846,1345715.37522,1345715.37522,1345715.37522,1345715.37522,1345715.37522,1304145.20652,1304145.20652,1304145.20652,1304145.20652,1304145.20652,1264972.81966,1264972.81966,1264972.81966,1264972.81966,1264972.81966,1228391.2290100001,1228391.2290100001,1228391.2290100001,1228391.2290100001,1228391.2290100001,1195657.31872,1195657.31872,1195657.31872,1195657.31872,1195657.31872,1168460.70724,1168460.70724,1168460.70724,1168460.70724,1168460.70724,1147827.76401,1147827.76401,1147827.76401,1147827.76401,1147827.76401,1133223.51914,1133223.51914,1133223.51914,1133223.51914,1133223.51914
Lu’an,China,CHN.1.12.57,1709617.7588799999,1709617.7588799999,1709617.7588799999,1709617.7588799999,1709617.7588799999,1723851.6022,1723851.6022,1723851.6022,1723851.6022,1723851.6022,1725890.4641200001,1725890.4641200001,1725890.4641200001,1725890.4641200001,1725890.4641200001,1713508.3833,1713508.3833,1713508.3833,1713508.3833,1713508.3833,1688466.17231,1688466.17231,1688466.17231,1688466.17231,1688466.17231,1654046.4304799999,1654046.4304799999,1654046.4304799999,1654046.4304799999,1654046.4304799999,1613107.17155,1613107.17155,1613107.17155,1613107.17155,1613107.17155,1567151.0451,1567151.0451,1567151.0451,1567151.0451,1567151.0451,1519179.2569600001,1519179.2569600001,1519179.2569600001,1519179.2569600001,1519179.2569600001,1472250.6573700001,1472250.6573700001,1472250.6573700001,1472250.6573700001,1472250.6573700001,1428028.9158,1428028.9158,1428028.9158,1428028.9158,1428028.9158,1386731.92631,1386731.92631,1386731.92631,1386731.92631,1386731.92631,1349778.58653,1349778.58653,1349778.58653,1349778.58653,1349778.58653,1319076.30818,1319076.30818,1319076.30818,1319076.30818,1319076.30818,1295783.76064,1295783.76064,1295783.76064,1295783.76064,1295783.76064,1279297.01591,1279297.01591,1279297.01591,1279297.01591,1279297.01591
Sanzhou,China,CHN.3.19.112,1802317.2724099997,1802317.2724099997,1802317.2724099997,1802317.2724099997,1802317.2724099997,1817322.90834,1817322.90834,1817322.90834,1817322.90834,1817322.90834,1819472.32217,1819472.32217,1819472.32217,1819472.32217,1819472.32217,1806418.85568,1806418.85568,1806418.85568,1806418.85568,1806418.85568,1780018.79685,1780018.79685,1780018.79685,1780018.79685,1780018.79685,1743732.73531,1743732.73531,1743732.73531,1743732.73531,1743732.73531,1700573.65305,1700573.65305,1700573.65305,1700573.65305,1700573.65305,1652125.67686,1652125.67686,1652125.67686,1652125.67686,1652125.67686,1601552.74504,1601552.74504,1601552.74504,1601552.74504,1601552.74504,1552079.56592,1552079.56592,1552079.56592,1552079.56592,1552079.56592,1505460.01705,1505460.01705,1505460.01705,1505460.01705,1505460.01705,1461923.80724,1461923.80724,1461923.80724,1461923.80724,1461923.80724,1422966.77008,1422966.77008,1422966.77008,1422966.77008,1422966.77008,1390599.7416700001,1390599.7416700001,1390599.7416700001,1390599.7416700001,1390599.7416700001,1366044.21718,1366044.21718,1366044.21718,1366044.21718,1366044.21718,1348663.5222,1348663.5222,1348663.5222,1348663.5222,1348663.5222
Budapest,Hungary,HUN.14,2288144.5098200003,2288144.5098200003,2288144.5098200003,2288144.5098200003,2288144.5098200003,2224549.32783,2224549.32783,2224549.32783,2224549.32783,2224549.32783,2152204.7776900004,2152204.7776900004,2152204.7776900004,2152204.7776900004,2152204.7776900004,2073587.2696099998,2073587.2696099998,2073587.2696099998,2073587.2696099998,2073587.2696099998,1991218.8556099997,1991218.8556099997,1991218.8556099997,1991218.8556099997,1991218.8556099997,1906350.9984099998,1906350.9984099998,1906350.9984099998,1906350.9984099998,1906350.9984099998,1818310.92585,1818310.92585,1818310.92585,1818310.92585,1818310.92585,1726923.92215,1726923.92215,1726923.92215,1726923.92215,1726923.92215,1631832.99292,1631832.99292,1631832.99292,1631832.99292,1631832.99292,1533444.56317,1533444.56317,1533444.56317,1533444.56317,1533444.56317,1436062.3778799998,1436062.3778799998,1436062.3778799998,1436062.3778799998,1436062.3778799998,1343244.73145,1343244.73145,1343244.73145,1343244.73145,1343244.73145,1256428.6857399999,1256428.6857399999,1256428.6857399999,1256428.6857399999,1256428.6857399999,1175386.90256,1175386.90256,1175386.90256,1175386.90256,1175386.90256,1098904.26173,1098904.26173,1098904.26173,1098904.26173,1098904.26173,1026318.9361200001,1026318.9361200001,1026318.9361200001,1026318.9361200001,1026318.9361200001
Turin,Italy,ITA.13.69,2325380.32265,2325380.32265,2325380.32265,2325380.32265,2325380.32265,2291091.8667,2291091.8667,2291091.8667,2291091.8667,2291091.8667,2247799.9284,2247799.9284,2247799.9284,2247799.9284,2247799.9284,2199664.5222400003,2199664.5222400003,2199664.5222400003,2199664.5222400003,2199664.5222400003,2145291.09779,2145291.09779,2145291.09779,2145291.09779,2145291.09779,2081047.53595,2081047.53595,2081047.53595,2081047.53595,2081047.53595,2005009.5846099998,2005009.5846099998,2005009.5846099998,2005009.5846099998,2005009.5846099998,1918915.9358400002,1918915.9358400002,1918915.9358400002,1918915.9358400002,1918915.9358400002,1827006.95753,1827006.95753,1827006.95753,1827006.95753,1827006.95753,1733769.9035,1733769.9035,1733769.9035,1733769.9035,1733769.9035,1644698.01168,1644698.01168,1644698.01168,1644698.01168,1644698.01168,1561525.5189200002,1561525.5189200002,1561525.5189200002,1561525.5189200002,1561525.5189200002,1484214.15159,1484214.15159,1484214.15159,1484214.15159,1484214.15159,1410592.2336799998,1410592.2336799998,1410592.2336799998,1410592.2336799998,1410592.2336799998,1338190.28631,1338190.28631,1338190.28631,1338190.28631,1338190.28631,1266166.0615,1266166.0615,1266166.0615,1266166.0615,1266166.0615
Suzhou,China,CHN.15.169.1150,1806839.3741400002,1806839.3741400002,1806839.3741400002,1806839.3741400002,1806839.3741400002,1821882.6599400002,1821882.6599400002,1821882.6599400002,1821882.6599400002,1821882.6599400002,1824037.4667599997,1824037.4667599997,1824037.4667599997,1824037.4667599997,1824037.4667599997,1810951.2484799998,1810951.2484799998,1810951.2484799998,1810951.2484799998,1810951.2484799998,1784484.95062,1784484.95062,1784484.95062,1784484.95062,1784484.95062,1748107.84558,1748107.84558,1748107.84558,1748107.84558,1748107.84558,1704840.4750899998,1704840.4750899998,1704840.4750899998,1704840.4750899998,1704840.4750899998,1656270.94057,1656270.94057,1656270.94057,1656270.94057,1656270.94057,1605571.1188,1605571.1188,1605571.1188,1605571.1188,1605571.1188,1555973.8090700002,1555973.8090700002,1555973.8090700002,1555973.8090700002,1555973.8090700002,1509237.2894899999,1509237.2894899999,1509237.2894899999,1509237.2894899999,1509237.2894899999,1465591.84521,1465591.84521,1465591.84521,1465591.84521,1465591.84521,1426537.0629399999,1426537.0629399999,1426537.0629399999,1426537.0629399999,1426537.0629399999,1394088.82408,1394088.82408,1394088.82408,1394088.82408,1394088.82408,1369471.68859,1369471.68859,1369471.68859,1369471.68859,1369471.68859,1352047.3846,1352047.3846,1352047.3846,1352047.3846,1352047.3846
Ludhiana,India,IND.28.415.1608,2739824.97595,2739824.97595,2739824.97595,2739824.97595,2739824.97595,2926310.40051,2926310.40051,2926310.40051,2926310.40051,2926310.40051,3111616.02776,3111616.02776,3111616.02776,3111616.02776,3111616.02776,3290737.09343,3290737.09343,3290737.09343,3290737.09343,3290737.09343,3468997.99885,3468997.99885,3468997.99885,3468997.99885,3468997.99885,3647973.49004,3647973.49004,3647973.49004,3647973.49004,3647973.49004,3823383.7509800005,3823383.7509800005,3823383.7509800005,3823383.7509800005,3823383.7509800005,3986514.66654,3986514.66654,3986514.66654,3986514.66654,3986514.66654,4135579.9740699995,4135579.9740699995,4135579.9740699995,4135579.9740699995,4135579.9740699995,4272625.6669,4272625.6669,4272625.6669,4272625.6669,4272625.6669,4401177.9496,4401177.9496,4401177.9496,4401177.9496,4401177.9496,4524485.70366,4524485.70366,4524485.70366,4524485.70366,4524485.70366,4642319.94404,4642319.94404,4642319.94404,4642319.94404,4642319.94404,4753686.92396,4753686.92396,4753686.92396,4753686.92396,4753686.92396,4860333.06226,4860333.06226,4860333.06226,4860333.06226,4860333.06226,4963123.888280001,4963123.888280001,4963123.888280001,4963123.888280001,4963123.888280001
