city,country,Region_ID,year_2020,year_2021,year_2022,year_2023,year_2024,year_2025,year_2026,year_2027,year_2028,year_2029,year_2030,year_2031,year_2032,year_2033,year_2034,year_2035,year_2036,year_2037,year_2038,year_2039,year_2040,year_2041,year_2042,year_2043,year_2044,year_2045,year_2046,year_2047,year_2048,year_2049,year_2050,year_2051,year_2052,year_2053,year_2054,year_2055,year_2056,year_2057,year_2058,year_2059,year_2060,year_2061,year_2062,year_2063,year_2064,year_2065,year_2066,year_2067,year_2068,year_2069,year_2070,year_2071,year_2072,year_2073,year_2074,year_2075,year_2076,year_2077,year_2078,year_2079,year_2080,year_2081,year_2082,year_2083,year_2084,year_2085,year_2086,year_2087,year_2088,year_2089,year_2090,year_2091,year_2092,year_2093,year_2094,year_2095,year_2096,year_2097,year_2098,year_2099
Guiyang,China,CHN.8.80.473,2621696.38799,2621696.38799,2621696.38799,2621696.38799,2621696.38799,2643523.96635,2643523.96635,2643523.96635,2643523.96635,2643523.96635,2646650.5582,2646650.5582,2646650.5582,2646650.5582,2646650.5582,2627662.65497,2627662.65497,2627662.65497,2627662.65497,2627662.65497,2589260.46023,2589260.46023,2589260.46023,2589260.46023,2589260.46023,2536477.83536,2536477.83536,2536477.83536,2536477.83536,2536477.83536,2473697.54035,2473697.54035,2473697.54035,2473697.54035,2473697.54035,2403223.8861700003,2403223.8861700003,2403223.8861700003,2403223.8861700003,2403223.8861700003,2329659.21767,2329659.21767,2329659.21767,2329659.21767,2329659.21767,2257694.27732,2257694.27732,2257694.27732,2257694.27732,2257694.27732,2189880.29987,2189880.29987,2189880.29987,2189880.29987,2189880.29987,2126551.42556,2126551.42556,2126551.42556,2126551.42556,2126551.42556,2069883.53185,2069883.53185,2069883.53185,2069883.53185,2069883.53185,2022801.63192,2022801.63192,2022801.63192,2022801.63192,2022801.63192,1987082.5435799998,1987082.5435799998,1987082.5435799998,1987082.5435799998,1987082.5435799998,1961800.14412,1961800.14412,1961800.14412,1961800.14412,1961800.14412
Recife,Brazil,BRA.17.3294.Rddfb19cfe46ce1cf,707097.040684,707097.040684,707097.040684,707097.040684,707097.040684,736834.485835,736834.485835,736834.485835,736834.485835,736834.485835,764130.248184,764130.248184,764130.248184,764130.248184,764130.248184,787544.6380970001,787544.6380970001,787544.6380970001,787544.6380970001,787544.6380970001,807905.8156689999,807905.8156689999,807905.8156689999,807905.8156689999,807905.8156689999,825833.71023,825833.71023,825833.71023,825833.71023,825833.71023,841063.6529229999,841063.6529229999,841063.6529229999,841063.6529229999,841063.6529229999,852981.781118,852981.781118,852981.781118,852981.781118,852981.781118,861965.382542,861965.382542,861965.382542,861965.382542,861965.382542,868822.171619,868822.171619,868822.171619,868822.171619,868822.171619,874475.219459,874475.219459,874475.219459,874475.219459,874475.219459,879488.497928,879488.497928,879488.497928,879488.497928,879488.497928,884670.874434,884670.874434,884670.874434,884670.874434,884670.874434,890566.654369,890566.654369,890566.654369,890566.654369,890566.654369,897557.131252,897557.131252,897557.131252,897557.131252,897557.131252,906068.618351,906068.618351,906068.618351,906068.618351,906068.618351
Seattle,United States,USA.48.2971,2134056.45533,2134056.45533,2134056.45533,2134056.45533,2134056.45533,2170804.13749,2170804.13749,2170804.13749,2170804.13749,2170804.13749,2189627.7327900003,2189627.7327900003,2189627.7327900003,2189627.7327900003,2189627.7327900003,2200916.89665,2200916.89665,2200916.89665,2200916.89665,2200916.89665,2199762.07528,2199762.07528,2199762.07528,2199762.07528,2199762.07528,2190344.9503,2190344.9503,2190344.9503,2190344.9503,2190344.9503,2169334.6614900003,2169334.6614900003,2169334.6614900003,2169334.6614900003,2169334.6614900003,2145831.10162,2145831.10162,2145831.10162,2145831.10162,2145831.10162,2116622.68923,2116622.68923,2116622.68923,2116622.68923,2116622.68923,2085570.6982,2085570.6982,2085570.6982,2085570.6982,2085570.6982,2046631.4027900002,2046631.4027900002,2046631.4027900002,2046631.4027900002,2046631.4027900002,2003624.05553,2003624.05553,2003624.05553,2003624.05553,2003624.05553,1951139.49295,1951139.49295,1951139.49295,1951139.49295,1951139.49295,1895041.0275299998,1895041.0275299998,1895041.0275299998,1895041.0275299998,1895041.0275299998,1832358.12882,1832358.12882,1832358.12882,1832358.12882,1832358.12882,1768712.57522,1768712.57522,1768712.57522,1768712.57522,1768712.57522
Harbin,China,CHN.11.103.724,3800244.2755199997,3800244.2755199997,3800244.2755199997,3800244.2755199997,3800244.2755199997,3831884.14431,3831884.14431,3831884.14431,3831884.14431,3831884.14431,3836416.25292,3836416.25292,3836416.25292,3836416.25292,3836416.25292,3808892.59653,3808892.59653,3808892.59653,3808892.59653,3808892.59653,3753227.21842,3753227.21842,3753227.21842,3753227.21842,3753227.21842,3676716.8837699997,3676716.8837699997,3676716.8837699997,3676716.8837699997,3676716.8837699997,3585714.56258,3585714.56258,3585714.56258,3585714.56258,3585714.56258,3483560.43745,3483560.43745,3483560.43745,3483560.43745,3483560.43745,3376925.77463,3376925.77463,3376925.77463,3376925.77463,3376925.77463,3272609.97596,3272609.97596,3272609.97596,3272609.97596,3272609.97596,3174311.14899,3174311.14899,3174311.14899,3174311.14899,3174311.14899,3082513.64216,3082513.64216,3082513.64216,3082513.64216,3082513.64216,3000371.4690099997,3000371.4690099997,3000371.4690099997,3000371.4690099997,3000371.4690099997,2932124.5425,2932124.5425,2932124.5425,2932124.5425,2932124.5425,2880348.42472,2880348.42472,2880348.42472,2880348.42472,2880348.42472,2843700.66708,2843700.66708,2843700.66708,2843700.66708,2843700.66708
San Francisco,United States,USA.5.221,960761.1721569999,960761.1721569999,960761.1721569999,960761.1721569999,960761.1721569999,977305.1328860001,977305.1328860001,977305.1328860001,977305.1328860001,977305.1328860001,985779.5944879999,985779.5944879999,985779.5944879999,985779.5944879999,985779.5944879999,990862.023433,990862.023433,990862.023433,990862.023433,990862.023433,990342.118008,990342.118008,990342.118008,990342.118008,990342.118008,986102.4888200001,986102.4888200001,986102.4888200001,986102.4888200001,986102.4888200001,976643.5686229999,976643.5686229999,976643.5686229999,976643.5686229999,976643.5686229999,966062.167332,966062.167332,966062.167332,966062.167332,966062.167332,952912.417497,952912.417497,952912.417497,952912.417497,952912.417497,938932.680819,938932.680819,938932.680819,938932.680819,938932.680819,921402.0466090001,921402.0466090001,921402.0466090001,921402.0466090001,921402.0466090001,902039.958386,902039.958386,902039.958386,902039.958386,902039.958386,878411.188051,878411.188051,878411.188051,878411.188051,878411.188051,853155.42349,853155.42349,853155.42349,853155.42349,853155.42349,824935.31943,824935.31943,824935.31943,824935.31943,824935.31943,796281.824099,796281.824099,796281.824099,796281.824099,796281.824099
Fortaleza,Brazil,BRA.6.678.R8ec4611fc33882a1,1160749.60562,1160749.60562,1160749.60562,1160749.60562,1160749.60562,1209565.71677,1209565.71677,1209565.71677,1209565.71677,1209565.71677,1254373.63359,1254373.63359,1254373.63359,1254373.63359,1254373.63359,1292810.0041200002,1292810.0041200002,1292810.0041200002,1292810.0041200002,1292810.0041200002,1326234.3115,1326234.3115,1326234.3115,1326234.3115,1326234.3115,1355664.2134,1355664.2134,1355664.2134,1355664.2134,1355664.2134,1380665.23725,1380665.23725,1380665.23725,1380665.23725,1380665.23725,1400229.68429,1400229.68429,1400229.68429,1400229.68429,1400229.68429,1414976.8989,1414976.8989,1414976.8989,1414976.8989,1414976.8989,1426232.80121,1426232.80121,1426232.80121,1426232.80121,1426232.80121,1435512.67749,1435512.67749,1435512.67749,1435512.67749,1435512.67749,1443742.32727,1443742.32727,1443742.32727,1443742.32727,1443742.32727,1452249.56339,1452249.56339,1452249.56339,1452249.56339,1452249.56339,1461927.90149,1461927.90149,1461927.90149,1461927.90149,1461927.90149,1473403.2617600001,1473403.2617600001,1473403.2617600001,1473403.2617600001,1473403.2617600001,1487375.46745,1487375.46745,1487375.46745,1487375.46745,1487375.46745
Zhangzhou,China,CHN.4.28.187,607601.672031,607601.672031,607601.672031,607601.672031,607601.672031,612660.4092560001,612660.4092560001,612660.4092560001,612660.4092560001,612660.4092560001,613385.024983,613385.024983,613385.024983,613385.024983,613385.024983,608984.407962,608984.407962,608984.407962,608984.407962,608984.407962,600084.354607,600084.354607,600084.354607,600084.354607,600084.354607,587851.507481,587851.507481,587851.507481,587851.507481,587851.507481,573301.610554,573301.610554,573301.610554,573301.610554,573301.610554,556968.708578,556968.708578,556968.708578,556968.708578,556968.708578,539919.436287,539919.436287,539919.436287,539919.436287,539919.436287,523240.91535600007,523240.91535600007,523240.91535600007,523240.91535600007,523240.91535600007,507524.417338,507524.417338,507524.417338,507524.417338,507524.417338,492847.382233,492847.382233,492847.382233,492847.382233,492847.382233,479714.089178,479714.089178,479714.089178,479714.089178,479714.089178,468802.436229,468802.436229,468802.436229,468802.436229,468802.436229,460524.21686899994,460524.21686899994,460524.21686899994,460524.21686899994,460524.21686899994,454664.793841,454664.793841,454664.793841,454664.793841,454664.793841
Detroit,United States,USA.23.1315,1894199.37595,1894199.37595,1894199.37595,1894199.37595,1894199.37595,1926816.80575,1926816.80575,1926816.80575,1926816.80575,1926816.80575,1943524.7247900001,1943524.7247900001,1943524.7247900001,1943524.7247900001,1943524.7247900001,1953545.04411,1953545.04411,1953545.04411,1953545.04411,1953545.04411,1952520.0187900001,1952520.0187900001,1952520.0187900001,1952520.0187900001,1952520.0187900001,1944161.3307,1944161.3307,1944161.3307,1944161.3307,1944161.3307,1925512.4913700002,1925512.4913700002,1925512.4913700002,1925512.4913700002,1925512.4913700002,1904650.61195,1904650.61195,1904650.61195,1904650.61195,1904650.61195,1878725.0764,1878725.0764,1878725.0764,1878725.0764,1878725.0764,1851163.17105,1851163.17105,1851163.17105,1851163.17105,1851163.17105,1816600.45417,1816600.45417,1816600.45417,1816600.45417,1816600.45417,1778426.91376,1778426.91376,1778426.91376,1778426.91376,1778426.91376,1731841.34877,1731841.34877,1731841.34877,1731841.34877,1731841.34877,1682048.06522,1682048.06522,1682048.06522,1682048.06522,1682048.06522,1626410.40515,1626410.40515,1626410.40515,1626410.40515,1626410.40515,1569918.28771,1569918.28771,1569918.28771,1569918.28771,1569918.28771
Salvador,Brazil,BRA.5.539.R1c0b45048a7c4c03,716470.009967,716470.009967,716470.009967,716470.009967,716470.009967,746601.641693,746601.641693,746601.641693,746601.641693,746601.641693,774259.224735,774259.224735,774259.224735,774259.224735,774259.224735,797983.985566,797983.985566,797983.985566,797983.985566,797983.985566,818615.062007,818615.062007,818615.062007,818615.062007,818615.062007,836780.6009020001,836780.6009020001,836780.6009020001,836780.6009020001,836780.6009020001,852212.425059,852212.425059,852212.425059,852212.425059,852212.425059,864288.534751,864288.534751,864288.534751,864288.534751,864288.534751,873391.2188690001,873391.2188690001,873391.2188690001,873391.2188690001,873391.2188690001,880338.898544,880338.898544,880338.898544,880338.898544,880338.898544,886066.880716,886066.880716,886066.880716,886066.880716,886066.880716,891146.6130129999,891146.6130129999,891146.6130129999,891146.6130129999,891146.6130129999,896397.6848360001,896397.6848360001,896397.6848360001,896397.6848360001,896397.6848360001,902371.6166530001,902371.6166530001,902371.6166530001,902371.6166530001,902371.6166530001,909454.756241,909454.756241,909454.756241,909454.756241,909454.756241,918079.0678930001,918079.0678930001,918079.0678930001,918079.0678930001,918079.0678930001
Busan,"Korea, South",KOR.1.R9bba2a8ea1df493d,569309.256777,569309.256777,569309.256777,569309.256777,569309.256777,566528.351271,566528.351271,566528.351271,566528.351271,566528.351271,558824.2585529999,558824.2585529999,558824.2585529999,558824.2585529999,558824.2585529999,546368.292042,546368.292042,546368.292042,546368.292042,546368.292042,528706.937884,528706.937884,528706.937884,528706.937884,528706.937884,506012.394262,506012.394262,506012.394262,506012.394262,506012.394262,479095.953977,479095.953977,479095.953977,479095.953977,479095.953977,449694.19499399996,449694.19499399996,449694.19499399996,449694.19499399996,449694.19499399996,419397.92291100003,419397.92291100003,419397.92291100003,419397.92291100003,419397.92291100003,389258.932456,389258.932456,389258.932456,389258.932456,389258.932456,359923.462512,359923.462512,359923.462512,359923.462512,359923.462512,331764.972529,331764.972529,331764.972529,331764.972529,331764.972529,304988.686998,304988.686998,304988.686998,304988.686998,304988.686998,279617.762872,279617.762872,279617.762872,279617.762872,279617.762872,255929.412554,255929.412554,255929.412554,255929.412554,255929.412554,234287.589107,234287.589107,234287.589107,234287.589107,234287.589107
Johannesburg,South Africa,ZAF.2.87,1032284.63892,1032284.63892,1032284.63892,1032284.63892,1032284.63892,1062014.81121,1062014.81121,1062014.81121,1062014.81121,1062014.81121,1089588.31643,1089588.31643,1089588.31643,1089588.31643,1089588.31643,1113690.0246,1113690.0246,1113690.0246,1113690.0246,1113690.0246,1135766.67293,1135766.67293,1135766.67293,1135766.67293,1135766.67293,1156474.45955,1156474.45955,1156474.45955,1156474.45955,1156474.45955,1177859.7747799999,1177859.7747799999,1177859.7747799999,1177859.7747799999,1177859.7747799999,1197851.03822,1197851.03822,1197851.03822,1197851.03822,1197851.03822,1216234.95624,1216234.95624,1216234.95624,1216234.95624,1216234.95624,1234533.50087,1234533.50087,1234533.50087,1234533.50087,1234533.50087,1252531.56101,1252531.56101,1252531.56101,1252531.56101,1252531.56101,1269964.12275,1269964.12275,1269964.12275,1269964.12275,1269964.12275,1287453.39988,1287453.39988,1287453.39988,1287453.39988,1287453.39988,1306106.18591,1306106.18591,1306106.18591,1306106.18591,1306106.18591,1324221.2691799998,1324221.2691799998,1324221.2691799998,1324221.2691799998,1324221.2691799998,1342267.19098,1342267.19098,1342267.19098,1342267.19098,1342267.19098
Berlin,Germany,DEU.3.12.141,3150543.11479,3150543.11479,3150543.11479,3150543.11479,3150543.11479,3087805.9412599998,3087805.9412599998,3087805.9412599998,3087805.9412599998,3087805.9412599998,3009806.53551,3009806.53551,3009806.53551,3009806.53551,3009806.53551,2922757.60298,2922757.60298,2922757.60298,2922757.60298,2922757.60298,2827065.7691599997,2827065.7691599997,2827065.7691599997,2827065.7691599997,2827065.7691599997,2720422.52905,2720422.52905,2720422.52905,2720422.52905,2720422.52905,2602708.7529,2602708.7529,2602708.7529,2602708.7529,2602708.7529,2479168.14761,2479168.14761,2479168.14761,2479168.14761,2479168.14761,2356827.95695,2356827.95695,2356827.95695,2356827.95695,2356827.95695,2238208.21419,2238208.21419,2238208.21419,2238208.21419,2238208.21419,2123458.08948,2123458.08948,2123458.08948,2123458.08948,2123458.08948,2010652.2481,2010652.2481,2010652.2481,2010652.2481,2010652.2481,1898096.0848400001,1898096.0848400001,1898096.0848400001,1898096.0848400001,1898096.0848400001,1786778.9569299999,1786778.9569299999,1786778.9569299999,1786778.9569299999,1786778.9569299999,1678575.84818,1678575.84818,1678575.84818,1678575.84818,1678575.84818,1573872.81999,1573872.81999,1573872.81999,1573872.81999,1573872.81999
Algiers,Algeria,DZA.4.97,993399.0536059999,993399.0536059999,993399.0536059999,993399.0536059999,993399.0536059999,1063144.20134,1063144.20134,1063144.20134,1063144.20134,1063144.20134,1127464.9979100002,1127464.9979100002,1127464.9979100002,1127464.9979100002,1127464.9979100002,1185483.7561700002,1185483.7561700002,1185483.7561700002,1185483.7561700002,1185483.7561700002,1241622.89754,1241622.89754,1241622.89754,1241622.89754,1241622.89754,1297272.92295,1297272.92295,1297272.92295,1297272.92295,1297272.92295,1351036.0503,1351036.0503,1351036.0503,1351036.0503,1351036.0503,1398770.69646,1398770.69646,1398770.69646,1398770.69646,1398770.69646,1439327.03967,1439327.03967,1439327.03967,1439327.03967,1439327.03967,1474715.83876,1474715.83876,1474715.83876,1474715.83876,1474715.83876,1508704.12179,1508704.12179,1508704.12179,1508704.12179,1508704.12179,1545069.12919,1545069.12919,1545069.12919,1545069.12919,1545069.12919,1585199.82715,1585199.82715,1585199.82715,1585199.82715,1585199.82715,1628026.02997,1628026.02997,1628026.02997,1628026.02997,1628026.02997,1671875.12906,1671875.12906,1671875.12906,1671875.12906,1671875.12906,1715527.24075,1715527.24075,1715527.24075,1715527.24075,1715527.24075
Rome,Italy,ITA.8.39,4183627.2217900003,4183627.2217900003,4183627.2217900003,4183627.2217900003,4183627.2217900003,4121938.3374900003,4121938.3374900003,4121938.3374900003,4121938.3374900003,4121938.3374900003,4044051.1506800004,4044051.1506800004,4044051.1506800004,4044051.1506800004,4044051.1506800004,3957450.00696,3957450.00696,3957450.00696,3957450.00696,3957450.00696,3859625.94935,3859625.94935,3859625.94935,3859625.94935,3859625.94935,3744044.3769400003,3744044.3769400003,3744044.3769400003,3744044.3769400003,3744044.3769400003,3607243.3384,3607243.3384,3607243.3384,3607243.3384,3607243.3384,3452350.94118,3452350.94118,3452350.94118,3452350.94118,3452350.94118,3286996.09586,3286996.09586,3286996.09586,3286996.09586,3286996.09586,3119251.88924,3119251.88924,3119251.88924,3119251.88924,3119251.88924,2959001.28951,2959001.28951,2959001.28951,2959001.28951,2959001.28951,2809364.38864,2809364.38864,2809364.38864,2809364.38864,2809364.38864,2670272.32796,2670272.32796,2670272.32796,2670272.32796,2670272.32796,2537818.01205,2537818.01205,2537818.01205,2537818.01205,2537818.01205,2407558.56374,2407558.56374,2407558.56374,2407558.56374,2407558.56374,2277978.68185,2277978.68185,2277978.68185,2277978.68185,2277978.68185
Pyongyang,"Korea, North",PRK.11.170,2981302.0954,2981302.0954,2981302.0954,2981302.0954,2981302.0954,3040874.98096,3040874.98096,3040874.98096,3040874.98096,3040874.98096,3081118.5951799997,3081118.5951799997,3081118.5951799997,3081118.5951799997,3081118.5951799997,3093679.3086599996,3093679.3086599996,3093679.3086599996,3093679.3086599996,3093679.3086599996,3088488.5919,3088488.5919,3088488.5919,3088488.5919,3088488.5919,3073179.30779,3073179.30779,3073179.30779,3073179.30779,3073179.30779,3055733.21833,3055733.21833,3055733.21833,3055733.21833,3055733.21833,3034309.0719999997,3034309.0719999997,3034309.0719999997,3034309.0719999997,3034309.0719999997,3007241.22017,3007241.22017,3007241.22017,3007241.22017,3007241.22017,2974726.15334,2974726.15334,2974726.15334,2974726.15334,2974726.15334,2940562.8628700003,2940562.8628700003,2940562.8628700003,2940562.8628700003,2940562.8628700003,2909735.3044,2909735.3044,2909735.3044,2909735.3044,2909735.3044,2884610.18169,2884610.18169,2884610.18169,2884610.18169,2884610.18169,2864102.42356,2864102.42356,2864102.42356,2864102.42356,2864102.42356,2846627.3097,2846627.3097,2846627.3097,2846627.3097,2846627.3097,2832722.60673,2832722.60673,2832722.60673,2832722.60673,2832722.60673
Medellín,Colombia,COL.2.76,2641467.78786,2641467.78786,2641467.78786,2641467.78786,2641467.78786,2815046.40459,2815046.40459,2815046.40459,2815046.40459,2815046.40459,2985966.21074,2985966.21074,2985966.21074,2985966.21074,2985966.21074,3146368.95683,3146368.95683,3146368.95683,3146368.95683,3146368.95683,3298966.42953,3298966.42953,3298966.42953,3298966.42953,3298966.42953,3446059.39107,3446059.39107,3446059.39107,3446059.39107,3446059.39107,3588270.47749,3588270.47749,3588270.47749,3588270.47749,3588270.47749,3722570.14222,3722570.14222,3722570.14222,3722570.14222,3722570.14222,3849011.73569,3849011.73569,3849011.73569,3849011.73569,3849011.73569,3968681.88441,3968681.88441,3968681.88441,3968681.88441,3968681.88441,4082166.21705,4082166.21705,4082166.21705,4082166.21705,4082166.21705,4190348.90143,4190348.90143,4190348.90143,4190348.90143,4190348.90143,4294196.65059,4294196.65059,4294196.65059,4294196.65059,4294196.65059,4395717.65734,4395717.65734,4395717.65734,4395717.65734,4395717.65734,4496915.16771,4496915.16771,4496915.16771,4496915.16771,4496915.16771,4598979.12686,4598979.12686,4598979.12686,4598979.12686,4598979.12686
Kabul,Afghanistan,AFG.13.140,4630887.0983,4630887.0983,4630887.0983,4630887.0983,4630887.0983,5381355.56163,5381355.56163,5381355.56163,5381355.56163,5381355.56163,6223344.01452,6223344.01452,6223344.01452,6223344.01452,6223344.01452,7111363.27546,7111363.27546,7111363.27546,7111363.27546,7111363.27546,8051709.25733,8051709.25733,8051709.25733,8051709.25733,8051709.25733,9056751.91726,9056751.91726,9056751.91726,9056751.91726,9056751.91726,10124905.3852,10124905.3852,10124905.3852,10124905.3852,10124905.3852,11213336.4269,11213336.4269,11213336.4269,11213336.4269,11213336.4269,12301717.7408,12301717.7408,12301717.7408,12301717.7408,12301717.7408,13379978.4343,13379978.4343,13379978.4343,13379978.4343,13379978.4343,14446767.7872,14446767.7872,14446767.7872,14446767.7872,14446767.7872,15504924.3283,15504924.3283,15504924.3283,15504924.3283,15504924.3283,16535006.2791,16535006.2791,16535006.2791,16535006.2791,16535006.2791,17530926.9685,17530926.9685,17530926.9685,17530926.9685,17530926.9685,18469318.2816,18469318.2816,18469318.2816,18469318.2816,18469318.2816,19337483.1414,19337483.1414,19337483.1414,19337483.1414,19337483.1414
Athens,Greece,GRC.2.6,3885660.7017099997,3885660.7017099997,3885660.7017099997,3885660.7017099997,3885660.7017099997,3826883.3865900002,3826883.3865900002,3826883.3865900002,3826883.3865900002,3826883.3865900002,3753154.95946,3753154.95946,3753154.95946,3753154.95946,3753154.95946,3675402.3143800003,3675402.3143800003,3675402.3143800003,3675402.3143800003,3675402.3143800003,3588972.24859,3588972.24859,3588972.24859,3588972.24859,3588972.24859,3487578.16434,3487578.16434,3487578.16434,3487578.16434,3487578.16434,3367034.95571,3367034.95571,3367034.95571,3367034.95571,3367034.95571,3229732.77451,3229732.77451,3229732.77451,3229732.77451,3229732.77451,3081798.80173,3081798.80173,3081798.80173,3081798.80173,3081798.80173,2926094.60069,2926094.60069,2926094.60069,2926094.60069,2926094.60069,2770663.2909,2770663.2909,2770663.2909,2770663.2909,2770663.2909,2620467.24313,2620467.24313,2620467.24313,2620467.24313,2620467.24313,2477982.60673,2477982.60673,2477982.60673,2477982.60673,2477982.60673,2342078.94809,2342078.94809,2342078.94809,2342078.94809,2342078.94809,2211177.41595,2211177.41595,2211177.41595,2211177.41595,2211177.41595,2082767.87748,2082767.87748,2082767.87748,2082767.87748,2082767.87748
Nagoya,Japan,JPN.1.39,2040027.38056,2040027.38056,2040027.38056,2040027.38056,2040027.38056,1982559.3406900002,1982559.3406900002,1982559.3406900002,1982559.3406900002,1982559.3406900002,1911934.92867,1911934.92867,1911934.92867,1911934.92867,1911934.92867,1834440.34459,1834440.34459,1834440.34459,1834440.34459,1834440.34459,1752483.7563,1752483.7563,1752483.7563,1752483.7563,1752483.7563,1667838.51301,1667838.51301,1667838.51301,1667838.51301,1667838.51301,1581244.81723,1581244.81723,1581244.81723,1581244.81723,1581244.81723,1493974.33378,1493974.33378,1493974.33378,1493974.33378,1493974.33378,1404229.5940100001,1404229.5940100001,1404229.5940100001,1404229.5940100001,1404229.5940100001,1312545.87171,1312545.87171,1312545.87171,1312545.87171,1312545.87171,1221754.59408,1221754.59408,1221754.59408,1221754.59408,1221754.59408,1134318.2205,1134318.2205,1134318.2205,1134318.2205,1134318.2205,1052429.5637100001,1052429.5637100001,1052429.5637100001,1052429.5637100001,1052429.5637100001,975387.2758620001,975387.2758620001,975387.2758620001,975387.2758620001,975387.2758620001,902634.4736520001,902634.4736520001,902634.4736520001,902634.4736520001,902634.4736520001,833312.656216,833312.656216,833312.656216,833312.656216,833312.656216
Cape Town,South Africa,ZAF.10.323,366573.112709,366573.112709,366573.112709,366573.112709,366573.112709,377130.551409,377130.551409,377130.551409,377130.551409,377130.551409,386922.13917,386922.13917,386922.13917,386922.13917,386922.13917,395480.862077,395480.862077,395480.862077,395480.862077,395480.862077,403320.4689,403320.4689,403320.4689,403320.4689,403320.4689,410673.981209,410673.981209,410673.981209,410673.981209,410673.981209,418268.08972600003,418268.08972600003,418268.08972600003,418268.08972600003,418268.08972600003,425367.158518,425367.158518,425367.158518,425367.158518,425367.158518,431895.44519399997,431895.44519399997,431895.44519399997,431895.44519399997,431895.44519399997,438393.415049,438393.415049,438393.415049,438393.415049,438393.415049,444784.68028599996,444784.68028599996,444784.68028599996,444784.68028599996,444784.68028599996,450975.132199,450975.132199,450975.132199,450975.132199,450975.132199,457185.724233,457185.724233,457185.724233,457185.724233,457185.724233,463809.48824,463809.48824,463809.48824,463809.48824,463809.48824,470242.309394,470242.309394,470242.309394,470242.309394,470242.309394,476650.570717,476650.570717,476650.570717,476650.570717,476650.570717
San Diego,United States,USA.5.220,3316717.41887,3316717.41887,3316717.41887,3316717.41887,3316717.41887,3373830.0961,3373830.0961,3373830.0961,3373830.0961,3373830.0961,3403085.43575,3403085.43575,3403085.43575,3403085.43575,3403085.43575,3420630.87899,3420630.87899,3420630.87899,3420630.87899,3420630.87899,3418836.07355,3418836.07355,3418836.07355,3418836.07355,3418836.07355,3404200.12407,3404200.12407,3404200.12407,3404200.12407,3404200.12407,3371546.2593099996,3371546.2593099996,3371546.2593099996,3371546.2593099996,3371546.2593099996,3335017.39137,3335017.39137,3335017.39137,3335017.39137,3335017.39137,3289622.1302,3289622.1302,3289622.1302,3289622.1302,3289622.1302,3241361.60772,3241361.60772,3241361.60772,3241361.60772,3241361.60772,3180842.75919,3180842.75919,3180842.75919,3180842.75919,3180842.75919,3114001.40763,3114001.40763,3114001.40763,3114001.40763,3114001.40763,3032430.7151099998,3032430.7151099998,3032430.7151099998,3032430.7151099998,3032430.7151099998,2945243.3508900004,2945243.3508900004,2945243.3508900004,2945243.3508900004,2945243.3508900004,2847822.56265,2847822.56265,2847822.56265,2847822.56265,2847822.56265,2748905.63114,2748905.63114,2748905.63114,2748905.63114,2748905.63114
Changchun,China,CHN.17.189.1292,3107755.4774,3107755.4774,3107755.4774,3107755.4774,3107755.4774,3133629.86031,3133629.86031,3133629.86031,3133629.86031,3133629.86031,3137336.11821,3137336.11821,3137336.11821,3137336.11821,3137336.11821,3114827.8825,3114827.8825,3114827.8825,3114827.8825,3114827.8825,3069305.97096,3069305.97096,3069305.97096,3069305.97096,3069305.97096,3006737.51632,3006737.51632,3006737.51632,3006737.51632,3006737.51632,2932317.83653,2932317.83653,2932317.83653,2932317.83653,2932317.83653,2848778.4588200003,2848778.4588200003,2848778.4588200003,2848778.4588200003,2848778.4588200003,2761574.99677,2761574.99677,2761574.99677,2761574.99677,2761574.99677,2676267.8503900003,2676267.8503900003,2676267.8503900003,2676267.8503900003,2676267.8503900003,2595881.25,2595881.25,2595881.25,2595881.25,2595881.25,2520811.28503,2520811.28503,2520811.28503,2520811.28503,2520811.28503,2453637.23777,2453637.23777,2453637.23777,2453637.23777,2453637.23777,2397826.41503,2397826.41503,2397826.41503,2397826.41503,2397826.41503,2355485.05432,2355485.05432,2355485.05432,2355485.05432,2355485.05432,2325515.33098,2325515.33098,2325515.33098,2325515.33098,2325515.33098
Casablanca,Morocco,MAR.5.12.R4f398f03ea45306d,535583.982434,535583.982434,535583.982434,535583.982434,535583.982434,566088.822658,566088.822658,566088.822658,566088.822658,566088.822658,594214.103267,594214.103267,594214.103267,594214.103267,594214.103267,618172.831607,618172.831607,618172.831607,618172.831607,618172.831607,638752.489026,638752.489026,638752.489026,638752.489026,638752.489026,658290.350826,658290.350826,658290.350826,658290.350826,658290.350826,677792.8243600001,677792.8243600001,677792.8243600001,677792.8243600001,677792.8243600001,696414.2699770001,696414.2699770001,696414.2699770001,696414.2699770001,696414.2699770001,713273.197219,713273.197219,713273.197219,713273.197219,713273.197219,728008.005165,728008.005165,728008.005165,728008.005165,728008.005165,741326.9921949999,741326.9921949999,741326.9921949999,741326.9921949999,741326.9921949999,754827.408546,754827.408546,754827.408546,754827.408546,754827.408546,770247.754468,770247.754468,770247.754468,770247.754468,770247.754468,788404.090322,788404.090322,788404.090322,788404.090322,788404.090322,808910.504091,808910.504091,808910.504091,808910.504091,808910.504091,830883.007314,830883.007314,830883.007314,830883.007314,830883.007314
