year,iso,adm1_id,getal_admin_name,gdppc_adm0_PWT,gdppc_adm1_PWT_downscaled,adm0_pop
2006,USA,80090000,Florida,44969.367,44634.263509199925,298379912
2007,USA,80090000,Florida,45345.02,44608.7666652947,301231207
2008,USA,80090000,Florida,44794.457,43667.63346404852,304093966
2009,USA,80090000,Florida,43160.105,41686.1136124187,306771529
2010,USA,80090000,Florida,43875.266,41977.43140126938,309326085
2003,USA,80170000,Kentucky,41939.832,33928.45611937326,290107933
2004,USA,80170000,Kentucky,43153.078,34794.755759688436,292805298
2005,USA,80170000,Kentucky,44203.773,35525.91634674097,295516599
2006,USA,80170000,Kentucky,44969.367,36189.54354754495,298379912
2007,USA,80170000,Kentucky,45345.02,36541.90866620684,301231207
2008,USA,80170000,Kentucky,44794.457,36146.703303683695,304093966
2009,USA,80170000,Kentucky,43160.105,34875.68483908314,306771529
2010,USA,80170000,Kentucky,43875.266,35502.293208433395,309326085
2003,USA,80430000,Texas,41939.832,39355.80279186554,290107933
2004,USA,80430000,Texas,43153.078,40470.04167486826,292805298
2005,USA,80430000,Texas,44203.773,41429.85048426288,295516599
2006,USA,80430000,Texas,44969.367,42217.10477495743,298379912
2007,USA,80430000,Texas,45345.02,42641.73455059386,301231207
2008,USA,80430000,Texas,44794.457,42194.09381242534,304093966
2009,USA,80430000,Texas,43160.105,40723.5943562473,306771529
2010,USA,80430000,Texas,43875.266,41468.77619834277,309326085
2003,USA,80120000,Idaho,41939.832,34647.17237380628,290107933
2004,USA,80120000,Idaho,43153.078,35812.292951152536,292805298
2005,USA,80120000,Idaho,44203.773,36845.37812736086,295516599
2006,USA,80120000,Idaho,44969.367,37176.63965263787,298379912
2007,USA,80120000,Idaho,45345.02,37175.30619657765,301231207
2008,USA,80120000,Idaho,44794.457,36411.0477084311,304093966
2009,USA,80120000,Idaho,43160.105,34778.5119030081,306771529
2010,USA,80120000,Idaho,43875.266,35041.98549613354,309326085
2003,USA,80270000,Nebraska,41939.832,40040.83733233332,290107933
2004,USA,80270000,Nebraska,43153.078,41359.43155936137,292805298
2005,USA,80270000,Nebraska,44203.773,42524.84227903879,295516599
2006,USA,80270000,Nebraska,44969.367,43506.94187600447,298379912
2007,USA,80270000,Nebraska,45345.02,44121.596653658096,301231207
2008,USA,80270000,Nebraska,44794.457,43834.87671303033,304093966
2009,USA,80270000,Nebraska,43160.105,42478.7332335549,306771529
2010,USA,80270000,Nebraska,43875.266,43431.977592355426,309326085
2003,USA,80250000,Missouri,41939.832,38320.958810054224,290107933
2004,USA,80250000,Missouri,43153.078,39348.21643598763,292805298
2005,USA,80250000,Missouri,44203.773,40223.87759356164,295516599
2006,USA,80250000,Missouri,44969.367,41021.4585275927,298379912
2007,USA,80250000,Missouri,45345.02,41467.88044490704,301231207
2008,USA,80250000,Missouri,44794.457,41066.26697660804,304093966
2009,USA,80250000,Missouri,43160.105,39667.8384640522,306771529
2010,USA,80250000,Missouri,43875.266,40427.308615716975,309326085
2003,USA,80410000,South Dakota,41939.832,38312.396334301826,290107933
2004,USA,80410000,South Dakota,43153.078,39993.57393080961,292805298
2005,USA,80410000,South Dakota,44203.773,41537.10443421153,295516599
2006,USA,80410000,South Dakota,44969.367,42695.54749161274,298379912
2007,USA,80410000,South Dakota,45345.02,43500.531868073565,301231207
2008,USA,80410000,South Dakota,44794.457,43418.15482828698,304093966
2009,USA,80410000,South Dakota,43160.105,42268.84481585791,306771529
2010,USA,80410000,South Dakota,43875.266,43415.5000122823,309326085
2003,USA,80030000,Arkansas,41939.832,32297.37059272993,290107933
2004,USA,80030000,Arkansas,43153.078,33579.49669598638,292805298
2005,USA,80030000,Arkansas,44203.773,34742.71212906274,295516599
2006,USA,80030000,Arkansas,44969.367,35656.60590461063,298379912
2007,USA,80030000,Arkansas,45345.02,36273.350587120214,301231207
2008,USA,80030000,Arkansas,44794.457,36149.79713061574,304093966
2009,USA,80030000,Arkansas,43160.105,35140.011889494876,306771529
2010,USA,80030000,Arkansas,43875.266,36039.51286421635,309326085
2003,USA,80080000,District of Columbia,41939.832,62579.93706970248,290107933
2004,USA,80080000,District of Columbia,43153.078,66535.05799518805,292805298
2005,USA,80080000,District of Columbia,44203.773,70291.06449952039,295516599
2006,USA,80080000,District of Columbia,44969.367,73096.78109837194,298379912
2007,USA,80080000,District of Columbia,45345.02,75327.49733462858,301231207
2008,USA,80080000,District of Columbia,44794.457,76027.19171509524,304093966
2009,USA,80080000,District of Columbia,43160.105,74826.50643502164,306771529
2010,USA,80080000,District of Columbia,43875.266,77681.87527649765,309326085
2003,USA,80100000,Georgia,41939.832,39049.75746976647,290107933
2004,USA,80100000,Georgia,43153.078,40040.15430654747,292805298
2005,USA,80100000,Georgia,44203.773,40874.87184718845,295516599
2006,USA,80100000,Georgia,44969.367,41101.62100940681,298379912
2007,USA,80100000,Georgia,45345.02,40955.549440919065,301231207
2008,USA,80100000,Georgia,44794.457,39968.01016734311,304093966
2009,USA,80100000,Georgia,43160.105,38033.030706031466,306771529
2010,USA,80100000,Georgia,43875.266,38172.99087405381,309326085
2003,USA,80110000,Hawaii,41939.832,40977.931199516606,290107933
2004,USA,80110000,Hawaii,43153.078,42432.885148743415,292805298
2005,USA,80110000,Hawaii,44203.773,43733.31483551463,295516599
2006,USA,80110000,Hawaii,44969.367,44940.109451482786,298379912
2007,USA,80110000,Hawaii,45345.02,45774.403715203225,301231207
2008,USA,80110000,Hawaii,44794.457,45674.867112841566,304093966
2009,USA,80110000,Hawaii,43160.105,44453.43266996704,306771529
2010,USA,80110000,Hawaii,43875.266,45646.75411177379,309326085
2003,USA,80340000,North Dakota,41939.832,36770.37323834525,290107933
2004,USA,80340000,North Dakota,43153.078,38278.697697396485,292805298
2005,USA,80340000,North Dakota,44203.773,39652.67754752054,295516599
2006,USA,80340000,North Dakota,44969.367,41897.106594787365,298379912
2007,USA,80340000,North Dakota,45345.02,43835.27722870859,301231207
2008,USA,80340000,North Dakota,44794.457,44886.764607212324,304093966
2009,USA,80340000,North Dakota,43160.105,44791.95523694373,306771529
2010,USA,80340000,North Dakota,43875.266,47118.87141814268,309326085
2003,USA,80260000,Montana,41939.832,34310.088175679346,290107933
2004,USA,80260000,Montana,43153.078,35907.15247594378,292805298
2005,USA,80260000,Montana,44203.773,37382.895684723575,295516599
2006,USA,80260000,Montana,44969.367,38312.23449236479,298379912
2007,USA,80260000,Montana,45345.02,38920.36489458965,301231207
2008,USA,80260000,Montana,44794.457,38733.817431112795,304093966
2009,USA,80260000,Montana,43160.105,37599.75161740764,306771529
2010,USA,80260000,Montana,43875.266,38509.15753854551,309326085
2003,USA,80060000,Connecticut,41939.832,57351.42606941466,290107933
2004,USA,80060000,Connecticut,43153.078,58804.86417670692,292805298
2005,USA,80060000,Connecticut,44203.773,60029.6357864199,295516599
2006,USA,80060000,Connecticut,44969.367,61070.144344498585,298379912
2007,USA,80060000,Connecticut,45345.02,61582.48718612411,301231207
2008,USA,80060000,Connecticut,44794.457,60834.43931978388,304093966
2009,USA,80060000,Connecticut,43160.105,58615.56625387058,306771529
2010,USA,80060000,Connecticut,43875.266,59586.865843036714,309326085
2003,USA,80010000,Alaska,41939.832,43110.35148531648,290107933
2004,USA,80010000,Alaska,43153.078,44652.84849519025,292805298
2005,USA,80010000,Alaska,44203.773,46033.03172070903,295516599
2006,USA,80010000,Alaska,44969.367,47413.10484642426,298379912
2007,USA,80010000,Alaska,45345.02,48404.09571806556,301231207
2008,USA,80010000,Alaska,44794.457,48408.33257740507,304093966
2009,USA,80010000,Alaska,43160.105,47219.35262378469,306771529
2010,USA,80010000,Alaska,43875.266,48594.285898531605,309326085
2003,USA,80160000,Kansas,41939.832,39249.56627643588,290107933
2004,USA,80160000,Kansas,43153.078,40343.32127328642,292805298
2005,USA,80160000,Kansas,44203.773,41282.69129956336,295516599
2006,USA,80160000,Kansas,44969.367,42367.90457778352,298379912
2007,USA,80160000,Kansas,45345.02,43100.01382973182,301231207
2008,USA,80160000,Kansas,44794.457,42952.495741924366,304093966
2009,USA,80160000,Kansas,43160.105,41752.00123486252,306771529
2010,USA,80160000,Kansas,43875.266,42820.05377310017,309326085
2003,USA,80310000,New Mexico,41939.832,32959.788467991144,290107933
2004,USA,80310000,New Mexico,43153.078,34398.79200843783,292805298
2005,USA,80310000,New Mexico,44203.773,35719.223832127325,295516599
2006,USA,80310000,New Mexico,44969.367,36573.906807220905,298379912
2007,USA,80310000,New Mexico,45345.02,37120.76487007995,301231207
2008,USA,80310000,New Mexico,44794.457,36909.468559111374,304093966
2009,USA,80310000,New Mexico,43160.105,35796.55843572424,306771529
2010,USA,80310000,New Mexico,43875.266,36629.454150416255,309326085
2003,USA,80240000,Mississippi,41939.832,30952.172314587813,290107933
2004,USA,80240000,Mississippi,43153.078,32216.251980436205,292805298
2005,USA,80240000,Mississippi,44203.773,33367.125739562,295516599
2006,USA,80240000,Mississippi,44969.367,34148.89509421414,298379912
2007,USA,80240000,Mississippi,45345.02,34642.654407772294,301231207
2008,USA,80240000,Mississippi,44794.457,34428.76175501373,304093966
2009,USA,80240000,Mississippi,43160.105,33374.49280546605,306771529
2010,USA,80240000,Mississippi,43875.266,34134.54012389053,309326085
2003,USA,80470000,Washington,41939.832,44013.635259984454,290107933
2004,USA,80470000,Washington,43153.078,45021.80116320002,292805298
2005,USA,80470000,Washington,44203.773,45852.19817796959,295516599
2006,USA,80470000,Washington,44969.367,46902.68991091006,298379912
2007,USA,80470000,Washington,45345.02,47556.75474972325,301231207
2008,USA,80470000,Washington,44794.457,47239.2106378151,304093966
2009,USA,80470000,Washington,43160.105,45769.51446525241,306771529
2010,USA,80470000,Washington,43875.266,46788.19728055748,309326085
2003,USA,80220000,Michigan,41939.832,39238.500435408205,290107933
2004,USA,80220000,Michigan,43153.078,39910.12402913285,292805298
2005,USA,80220000,Michigan,44203.773,40418.43287958367,295516599
2006,USA,80220000,Michigan,44969.367,40720.922999923976,298379912
2007,USA,80220000,Michigan,45345.02,40656.89811348223,301231207
2008,USA,80220000,Michigan,44794.457,39758.08097154799,304093966
2009,USA,80220000,Michigan,43160.105,37913.619623957406,306771529
2010,USA,80220000,Michigan,43875.266,38136.73439815696,309326085
2003,USA,80440000,Utah,41939.832,34236.02057761901,290107933
2004,USA,80440000,Utah,43153.078,35332.152572889514,292805298
2005,USA,80440000,Utah,44203.773,36296.64255799788,295516599
2006,USA,80440000,Utah,44969.367,36864.40841145956,298379912
2007,USA,80440000,Utah,45345.02,37111.14136716985,301231207
2008,USA,80440000,Utah,44794.457,36597.918392176725,304093966
2009,USA,80440000,Utah,43160.105,35202.25502997884,306771529
2010,USA,80440000,Utah,43875.266,35723.12095221038,309326085
2003,USA,80130000,Illinois,41939.832,44627.77202320547,290107933
2004,USA,80130000,Illinois,43153.078,45747.48448887839,292805298
2005,USA,80130000,Illinois,44203.773,46689.021242114235,295516599
2006,USA,80130000,Illinois,44969.367,47466.26551810727,298379912
2007,USA,80130000,Illinois,45345.02,47831.8436643865,301231207
2008,USA,80130000,Illinois,44794.457,47218.24592011101,304093966
2009,USA,80130000,Illinois,43160.105,45464.28427007173,306771529
2010,USA,80130000,Illinois,43875.266,46185.06316080143,309326085
2003,USA,80140000,Indiana,41939.832,37283.79689728527,290107933
2004,USA,80140000,Indiana,43153.078,38135.74563144241,292805298
2005,USA,80140000,Indiana,44203.773,38837.063030292025,295516599
2006,USA,80140000,Indiana,44969.367,39265.55942289104,298379912
2007,USA,80140000,Indiana,45345.02,39345.65376256407,301231207
2008,USA,80140000,Indiana,44794.457,38618.82530165113,304093966
2009,USA,80140000,Indiana,43160.105,36967.88232996482,306771529
2010,USA,80140000,Indiana,43875.266,37331.45789476606,309326085
2003,USA,80320000,New York,41939.832,48355.00241552696,290107933
2004,USA,80320000,New York,43153.078,49904.08658112889,292805298
2005,USA,80320000,New York,44203.773,51267.25866026642,295516599
2006,USA,80320000,New York,44969.367,52657.29268791987,298379912
2007,USA,80320000,New York,45345.02,53609.980803494145,301231207
2008,USA,80320000,New York,44794.457,53468.82397666803,304093966
2009,USA,80320000,New York,43160.105,52015.26664781692,306771529
2010,USA,80320000,New York,43875.266,53387.47652055913,309326085
2003,USA,80000000,Alabama,41939.832,34419.24805667425,290107933
2004,USA,80000000,Alabama,43153.078,35781.15357175413,292805298
2005,USA,80000000,Alabama,44203.773,37016.241459537116,295516599
2006,USA,80000000,Alabama,44969.367,37670.740943201105,298379912
2007,USA,80000000,Alabama,45345.02,37999.90890229496,301231207
2008,USA,80000000,Alabama,44794.457,37551.43061218607,304093966
2009,USA,80000000,Alabama,43160.105,36194.54700986015,306771529
2010,USA,80000000,Alabama,43875.266,36807.43107255296,309326085
2003,USA,80370000,Oregon,41939.832,38989.94851462038,290107933
2004,USA,80370000,Oregon,43153.078,39875.300752802315,292805298
2005,USA,80370000,Oregon,44203.773,40603.00982508036,295516599
2006,USA,80370000,Oregon,44969.367,41225.36247273476,298379912
2007,USA,80370000,Oregon,45345.02,41488.24401215662,301231207
2008,USA,80370000,Oregon,44794.457,40901.44974962508,304093966
2009,USA,80370000,Oregon,43160.105,39328.95274589088,306771529
2010,USA,80370000,Oregon,43875.266,39897.78926666517,309326085
2003,USA,80460000,Virginia,41939.832,45157.16285798096,290107933
2004,USA,80460000,Virginia,43153.078,46917.597725258594,292805298
2005,USA,80460000,Virginia,44203.773,48511.09061376344,295516599
2006,USA,80460000,Virginia,44969.367,49447.94867160342,298379912
2007,USA,80460000,Virginia,45345.02,49960.61382286157,301231207
2008,USA,80460000,Virginia,44794.457,49451.39591033173,304093966
2009,USA,80460000,Virginia,43160.105,47742.80263885519,306771529
2010,USA,80460000,Virginia,43875.266,48631.63590922862,309326085
2003,USA,80200000,Maryland,41939.832,49330.29895243482,290107933
2004,USA,80200000,Maryland,43153.078,51199.30911737744,292805298
2005,USA,80200000,Maryland,44203.773,52884.798469846195,295516599
2006,USA,80200000,Maryland,44969.367,54074.77841359911,298379912
2007,USA,80200000,Maryland,45345.02,54806.93721380095,301231207
2008,USA,80200000,Maryland,44794.457,54419.21810072709,304093966
2009,USA,80200000,Maryland,43160.105,52705.06260361428,306771529
2010,USA,80200000,Maryland,43875.266,53856.57393230372,309326085
2003,USA,80020000,Arizona,41939.832,37454.48219119463,290107933
2004,USA,80020000,Arizona,43153.078,38889.96628372636,292805298
2005,USA,80020000,Arizona,44203.773,40186.459832607106,295516599
2006,USA,80020000,Arizona,44969.367,40492.55773052911,298379912
2007,USA,80020000,Arizona,45345.02,40434.39043215756,301231207
2008,USA,80020000,Arizona,44794.457,39546.03622386735,304093966
2009,USA,80020000,Arizona,43160.105,37716.865444698335,306771529
2010,USA,80020000,Arizona,43875.266,37944.48353344492,309326085
2003,USA,80290000,New Hampshire,41939.832,46196.587229653705,290107933
2004,USA,80290000,New Hampshire,43153.078,47216.812144752315,292805298
2005,USA,80290000,New Hampshire,44203.773,48049.64418494685,295516599
2006,USA,80290000,New Hampshire,44969.367,48944.97729345019,298379912
2007,USA,80290000,New Hampshire,45345.02,49419.25978484465,301231207
2008,USA,80290000,New Hampshire,44794.457,48882.513288183196,304093966
2009,USA,80290000,New Hampshire,43160.105,47161.460002340245,306771529
2010,USA,80290000,New Hampshire,43875.266,48006.5399659696,309326085
2003,USA,80150000,Iowa,41939.832,37966.901809959825,290107933
2004,USA,80150000,Iowa,43153.078,39138.29869601355,292805298
2005,USA,80150000,Iowa,44203.773,40162.76787867176,295516599
2006,USA,80150000,Iowa,44969.367,41244.86336451819,298379912
2007,USA,80150000,Iowa,45345.02,41984.15438821931,301231207
2008,USA,80150000,Iowa,44794.457,41866.76571152776,304093966
2009,USA,80150000,Iowa,43160.105,40722.012054258834,306771529
2010,USA,80150000,Iowa,43875.266,41789.57952832155,309326085
2003,USA,80050000,Colorado,41939.832,46329.81793115601,290107933
2004,USA,80050000,Colorado,43153.078,47449.172695684145,292805298
2005,USA,80050000,Colorado,44203.773,48382.64030952389,295516599
2006,USA,80050000,Colorado,44969.367,48908.0720763796,298379912
2007,USA,80050000,Colorado,45345.02,48999.240248066766,301231207
2008,USA,80050000,Colorado,44794.457,48085.447304247886,304093966
2009,USA,80050000,Colorado,43160.105,46021.34684500507,306771529
2010,USA,80050000,Colorado,43875.266,46465.21102299453,309326085
2003,USA,80490000,Wisconsin,41939.832,39995.4082657642,290107933
2004,USA,80490000,Wisconsin,43153.078,41050.699334932404,292805298
2005,USA,80490000,Wisconsin,44203.773,41947.41136020811,295516599
2006,USA,80490000,Wisconsin,44969.367,42745.922440882416,298379912
2007,USA,80490000,Wisconsin,45345.02,43177.31785787168,301231207
2008,USA,80490000,Wisconsin,44794.457,42725.49651976353,304093966
2009,USA,80490000,Wisconsin,43160.105,41237.878856232484,306771529
2010,USA,80490000,Wisconsin,43875.266,41993.908981664455,309326085
2003,USA,80180000,Louisiana,41939.832,34063.93184602134,290107933
2004,USA,80180000,Louisiana,43153.078,35530.490169890065,292805298
2005,USA,80180000,Louisiana,44203.773,36874.065348330696,295516599
2006,USA,80180000,Louisiana,44969.367,38333.82862551465,298379912
2007,USA,80180000,Louisiana,45345.02,39491.620891259925,301231207
2008,USA,80180000,Louisiana,44794.457,39846.67305537532,304093966
2009,USA,80180000,Louisiana,43160.105,39206.15981840073,306771529
2010,USA,80180000,Louisiana,43875.266,40690.97475543591,309326085
2003,USA,80190000,Maine,41939.832,37386.113929980034,290107933
2004,USA,80190000,Maine,43153.078,38615.25299081669,292805298
2005,USA,80190000,Maine,44203.773,39701.32145069674,295516599
2006,USA,80190000,Maine,44969.367,40586.009548820315,298379912
2007,USA,80190000,Maine,45345.02,41126.768572160596,301231207
2008,USA,80190000,Maine,44794.457,40827.12090335353,304093966
2009,USA,80190000,Maine,43160.105,39532.670024594045,306771529
2010,USA,80190000,Maine,43875.266,40387.76739380334,309326085
2003,USA,80360000,Oklahoma,41939.832,35178.683818502825,290107933
2004,USA,80360000,Oklahoma,43153.078,36568.85303893388,292805298
2005,USA,80360000,Oklahoma,44203.773,37829.36850535578,295516599
2006,USA,80360000,Oklahoma,44969.367,38751.58564476683,298379912
2007,USA,80360000,Oklahoma,45345.02,39348.25935511422,301231207
2008,USA,80360000,Oklahoma,44794.457,39141.39758831892,304093966
2009,USA,80360000,Oklahoma,43160.105,37977.745801291814,306771529
2010,USA,80360000,Oklahoma,43875.266,38878.291791410615,309326085
2003,USA,80350000,Ohio,41939.832,38890.74107530459,290107933
2004,USA,80350000,Ohio,43153.078,39755.84760131436,292805298
2005,USA,80350000,Ohio,44203.773,40463.32931532924,295516599
2006,USA,80350000,Ohio,44969.367,41076.91112324107,298379912
2007,USA,80350000,Ohio,45345.02,41332.07698208455,301231207
2008,USA,80350000,Ohio,44794.457,40740.72052559917,304093966
2009,USA,80350000,Ohio,43160.105,39167.796299923255,306771529
2010,USA,80350000,Ohio,43875.266,39727.50022511152,309326085
2003,USA,80390000,Rhode Island,41939.832,41995.33403992376,290107933
2004,USA,80390000,Rhode Island,43153.078,43597.07358602765,292805298
2005,USA,80390000,Rhode Island,44203.773,45042.80640518542,295516599
2006,USA,80390000,Rhode Island,44969.367,46109.544464469815,298379912
2007,USA,80390000,Rhode Island,45345.02,46787.80571920383,301231207
2008,USA,80390000,Rhode Island,44794.457,46510.39965478771,304093966
2009,USA,80390000,Rhode Island,43160.105,45097.27541033706,306771529
2010,USA,80390000,Rhode Island,43875.266,46135.63041877619,309326085
2003,USA,80210000,Massachusetts,41939.832,52444.712811470185,290107933
2004,USA,80210000,Massachusetts,43153.078,53823.84712164049,292805298
2005,USA,80210000,Massachusetts,44203.773,54994.943142665725,295516599
2006,USA,80210000,Massachusetts,44969.367,56304.04757659962,298379912
2007,USA,80210000,Massachusetts,45345.02,57139.024508676666,301231207
2008,USA,80210000,Massachusetts,44794.457,56806.94899231979,304093966
2009,USA,80210000,Massachusetts,43160.105,55087.47139435864,306771529
2010,USA,80210000,Massachusetts,43875.266,56362.47094085508,309326085
2003,USA,80450000,Vermont,41939.832,39262.10370667694,290107933
2004,USA,80450000,Vermont,43153.078,40482.342508710804,292805298
2005,USA,80450000,Vermont,44203.773,41550.830242347656,295516599
2006,USA,80450000,Vermont,44969.367,42842.37196496343,298379912
2007,USA,80450000,Vermont,45345.02,43783.97098387922,301231207
2008,USA,80450000,Vermont,44794.457,43833.301765117736,304093966
2009,USA,80450000,Vermont,43160.105,42800.453571205646,306771529
2010,USA,80450000,Vermont,43875.266,44091.13051566063,309326085
2003,USA,80480000,West Virginia,41939.832,31052.435700589584,290107933
2004,USA,80480000,West Virginia,43153.078,32074.62306007692,292805298
2005,USA,80480000,West Virginia,44203.773,32978.005005789644,295516599
2006,USA,80480000,West Virginia,44969.367,34044.63581780742,298379912
2007,USA,80480000,West Virginia,45345.02,34834.66224294622,301231207
2008,USA,80480000,West Virginia,44794.457,34915.0696491352,304093966
2009,USA,80480000,West Virginia,43160.105,34131.910674189225,306771529
2010,USA,80480000,West Virginia,43875.266,35201.27705756198,309326085
2003,USA,80300000,New Jersey,41939.832,52522.502570162396,290107933
2004,USA,80300000,New Jersey,43153.078,53729.43642114521,292805298
2005,USA,80300000,New Jersey,44203.773,54724.31672760459,295516599
2006,USA,80300000,New Jersey,44969.367,56046.264707339076,298379912
2007,USA,80300000,New Jersey,45345.02,56896.946230216236,301231207
2008,USA,80300000,New Jersey,44794.457,56585.64786829203,304093966
2009,USA,80300000,New Jersey,43160.105,54891.61050216764,306771529
2010,USA,80300000,New Jersey,43875.266,56181.20927208631,309326085
2003,USA,80070000,Delaware,41939.832,43274.02117351648,290107933
2004,USA,80070000,Delaware,43153.078,44649.530574636825,292805298
2005,USA,80070000,Delaware,44203.773,45858.43311601491,295516599
2006,USA,80070000,Delaware,44969.367,46358.34751206841,298379912
2007,USA,80070000,Delaware,45345.02,46446.706487761956,301231207
2008,USA,80070000,Delaware,44794.457,45582.46904423029,304093966
2009,USA,80070000,Delaware,43160.105,43627.72495037736,306771529
2010,USA,80070000,Delaware,43875.266,44050.48333173708,309326085
